131.objectid,190.0,131
686.rockname,Unconsoliated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1536.rockname,Carbonate-orck aquifers,Carbonate-rock aquifers
1831.aqname,Other rocsk,Other rocks
66.shapeleng,2.62787756083,0.16930405865
762.rockname,Unconsolidated sand and grave aquifers,Unconsolidated sand and gravel aquifers
489.rocktype,600.0,999
1962.rocktype,191,100
560.rocktype,999.0,600
3512.aqname,Coastal lowlands aqifer system,Coastal lowlands aquifer system
214.shapearea,9.756474E-5,0.13042606212
524.shapearea,0.00506378092,9.483849E-5
3819.rockname,Carbonater-ock aquifers,Carbonate-rock aquifers
407.aqname,Lower Tertiary aquifers,Jacobsville aquifer
3756.aqname,Coastal lowlandsw aquifer system,Coastal lowlands aquifer system
201.shapeleng,61.2794868582,1.31270189174
4219.aqname,Hawaiian Sedimentarydeposit aquifers,Hawaiian Sedimentary deposit aquifers
240.objectid,36.0,240
3044.aqname,Califorenia Coastal Basin aquifers,California Coastal Basin aquifers
471.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
3519.rockname,Semiconsolidated sand aquifhers,Semiconsolidated sand aquifers
3166.aqname,Other ocks,Other rocks
316.shapearea,1.61985191315,0.03182213712
42.shapearea,0.01499092116,0.0018755418
205.shapeleng,1.44439297495,0.26701052872
3242.rocktype,135,100
290.shapearea,5.03036146227,7.6894797E-4
3782.aqname,Coastale lowlands aquifer system,Coastal lowlands aquifer system
1470.rockname,Sandstone and carbonate-rock aqiufers,Sandstone and carbonate-rock aquifers
2235.rocktype,476,400
2410.rockname,arbonate-rock aquifers,Carbonate-rock aquifers
1596.aqcode,426,401
1808.rockname,Carbonate-rocka quifers,Carbonate-rock aquifers
364.shapearea,1.2065144E-4,1.712897E-5
3664.aqname,Coastall owlands aquifer system,Coastal lowlands aquifer system
171.shapeleng,35.2860867019,0.02119876131
1348.rockname,Carbonate-rock quifers,Carbonate-rock aquifers
3772.aqname,Coaystal lowlands aquifer system,Coastal lowlands aquifer system
1561.aqname,Silurian-Dvonian aquifers,Silurian-Devonian aquifers
111.shapeleng,51.7024711845,0.4602155705
3252.rockname,Unconsolidated sand and grvel aquifers,Unconsolidated sand and gravel aquifers
368.shapearea,0.01167720722,0.10721412322
355.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Hawaiian Volcanic-rock aquifers
1322.rocktype,156,100
182.shapearea,0.40330982137,0.0034210419
475.rocktype,999.0,600
3863.aqname,Coastal lowlands aquifer sytem,Coastal lowlands aquifer system
702.rocktype,183,100
2681.aqname,Central Oklahomaa aquifer,Central Oklahoma aquifer
3334.rockname,Sandstone and carbontae-rock aquifers,Sandstone and carbonate-rock aquifers
262.shapearea,5.03036146227,4.5471786E-4
3936.rockname,Cahrbonate-rock aquifers,Carbonate-rock aquifers
464.aqname,Lower Tertiary aquifers,Pacific Northwest basaltic-rock aquifers
266.rocktype,999.0,300
124.shapeleng,0.53610562106,0.10528004402
465.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
2106.aqname,NorthernA tlantic Coastal Plain aquifer system,Northern Atlantic Coastal Plain aquifer system
1911.rockname,Carbonate-rock aquifwers,Carbonate-rock aquifers
3718.rockname,Semiconsolidated sand aquiferbs,Semiconsolidated sand aquifers
2328.rockname,Semiconsolidatled sand aquifers,Semiconsolidated sand aquifers
2048.rocktype,127,100
2363.rockname,Unconsolidtaed sand and gravel aquifers,Unconsolidated sand and gravel aquifers
747.rockname,Carbnate-rock aquifers,Carbonate-rock aquifers
2146.aqname,California Coastal Bascin aquifers,California Coastal Basin aquifers
549.shapearea,0.00421440549,0.01070442069
373.shapeleng,35.2860867019,0.08585004678
535.shapeleng,3.54928840901,0.01925171958
3007.rockname,Carbonate-rck aquifers,Carbonate-rock aquifers
1090.aqname,hOther rocks,Other rocks
3035.aqname,Castle Hayne quifer,Castle Hayne aquifer
4010.rockname,Unconoslidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
191.objectid,40.0,191
491.shapeleng,0.23195370575,0.02750778979
4365.aqname,Hwaiian Sedimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
3181.aqcode,122,101
2064.rockname,Carbonate-rock aquiers,Carbonate-rock aquifers
433.rocktype,500.0,999
2038.rocktype,453,400
3689.aqname,Coastal lowlands aquifer systlem,Coastal lowlands aquifer system
2139.aqname,Other rockxs,Other rocks
606.rockname,Unconsloidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2956.rocktype,157,100
2216.rockname,Carbonate-rock aqifers,Carbonate-rock aquifers
324.objectid,190.0,3012
1807.aqname,Bain and Range carbonate-rock aquifers,Basin and Range carbonate-rock aquifers
565.shapeleng,1.31336979544,23.4088969688
3116.rockname,Unconsoflidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
582.rockname,Carbonate-ock aquifers,Carbonate-rock aquifers
55.shapeleng,45.3865380162,0.15467104224
215.shapearea,0.00298897368,0.0033705617
3597.aqname,Coastla lowlands aquifer system,Coastal lowlands aquifer system
209.shapearea,9.137092E-5,0.00496798222
105.shapeleng,1.44439297495,0.93574328661
403.aqcode,999.0,313
2522.rockname,Carbonadte-rock aquifers,Carbonate-rock aquifers
714.rockname,Carbonate-orck aquifers,Carbonate-rock aquifers
3555.rockname,Carbonate-rock aqufiers,Carbonate-rock aquifers
2085.rocktype,422,400
203.shapearea,22.5365375988,2.6605957E-4
296.shapeleng,1.31336979544,0.94418804008
407.shapeleng,0.04564482113,0.65942906876
608.rockname,Unconsolidated sand and graevl aquifers,Unconsolidated sand and gravel aquifers
1071.rocktype,153,100
411.rocktype,100.0,300
248.shapearea,0.01141123046,0.03194774287
187.aqname,Other rocks,Pacific Northwest basin-fill aquifers
2984.aqname,Arbuckle-Simpson aqufier,Arbuckle-Simpson aquifer
181.shapeleng,61.2794868582,0.55246679479
1167.aqname,Pacific Noprthwest basaltic-rock aquifers,Pacific Northwest basaltic-rock aquifers
2879.rockname,Uxnconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3937.rockname,Carbonate-jrock aquifers,Carbonate-rock aquifers
202.shapearea,1.61985191315,0.00358004727
1320.rockname,Carbonate-rocsk aquifers,Carbonate-rock aquifers
2902.rockname,Carbonate-rock aquifrs,Carbonate-rock aquifers
4017.rockname,Unconsolidated sand and grave laquifers,Unconsolidated sand and gravel aquifers
392.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Lower Tertiary aquifers
73.shapeleng,35.2860867019,0.03872703623
292.shapeleng,12.2975702626,0.90217789466
1958.aqcode,447,401
1229.rockname,Unconsolidated sand and ravel aquifers,Unconsolidated sand and gravel aquifers
1258.rocktype,191,100
918.aqname,New York and New England carbonate-rock aquijfers,New York and New England carbonate-rock aquifers
1785.aqname,Early Mesozoc basin aquifers,Early Mesozoic basin aquifers
2361.aqname,Other roycks,Other rocks
1095.aqname,New York and New England carbonazte-rock aquifers,New York and New England carbonate-rock aquifers
4101.rockname,wCarbonate-rock aquifers,Carbonate-rock aquifers
2973.aqname,Castel Hayne aquifer,Castle Hayne aquifer
45.rocktype,600.0,999
182.shapeleng,0.23195370575,0.25421089617
422.aqname,Silurian-Devonian aquifers,Other rocks
203.rocktype,300.0,100
139.shapeleng,61.2794868582,0.02418704852
2980.aqname,Othe rrocks,Other rocks
3261.rocktype,164,100
385.aqname,Lower Tertiary aquifers,Pacific Northwest basaltic-rock aquifers
3069.rockname,Unconsolidated sand and gravel qauifers,Unconsolidated sand and gravel aquifers
92.shapearea,22.5365375988,0.12613512475
328.shapearea,0.01778996879,0.12592360827
3903.aqname,Floridan aquifer ystem,Floridan aquifer system
221.rocktype,181,100
3806.aqname,Coastal lowlands aquife rsystem,Coastal lowlands aquifer system
177.shapearea,0.00279542612,1.1763349E-4
402.shapearea,3.753978E-5,0.04384802729
2104.rockname,Unconsoliadted sand and gravel aquifers,Unconsolidated sand and gravel aquifers
253.aqcode,999.0,304
321.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
4183.aqname,Otherr ocks,Other rocks
3243.rockname,Unconsolidated snad and gravel aquifers,Unconsolidated sand and gravel aquifers
299.aqname,Lower Tertiary aquifers,Valley and Ridge carbonate-rock aquifers
1437.rockname,Unconksolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
566.rockname,Uncvonsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3040.aqname,CastleHayne aquifer,Castle Hayne aquifer
1171.rockname,Unconsolidaed sand and gravel aquifers,Unconsolidated sand and gravel aquifers
703.rockname,Carbonatve-rock aquifers,Carbonate-rock aquifers
1762.rocktype,471,400
554.shapeleng,1.29540404009,0.90739241962
2902.rocktype,460,400
3549.rockname,Carbonaete-rock aquifers,Carbonate-rock aquifers
1237.aqname,Pacific Northwest basin-fill aquifesr,Pacific Northwest basin-fill aquifers
4107.rockname,Unconsolidated sand and gravel aquifres,Unconsolidated sand and gravel aquifers
101.shapearea,0.0037268627,0.03059678053
3335.rocktype,500,400
124.objectid,4.0,124
30.rocktype,300.0,100
1796.aqname,Californai Coastal Basin aquifers,California Coastal Basin aquifers
91.aqname,Lower Tertiary aquifers,Other rocks
1627.aqname,Oter rocks,Other rocks
1186.rockname,Unconsolidated ksand and gravel aquifers,Unconsolidated sand and gravel aquifers
2521.rockname,Carbonate-rck aquifers,Carbonate-rock aquifers
1798.rockname,pUnconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2276.aqname,ther rocks,Other rocks
161.rocktype,300.0,100
238.shapearea,0.07438600542,0.00210588723
417.shapearea,0.0037268627,0.0268051038
3647.aqname,Costal lowlands aquifer system,Coastal lowlands aquifer system
1512.rockname,Unconsolidated sand and gravel aquiferks,Unconsolidated sand and gravel aquifers
4312.rockname,Igneous and metamrophic-rock aquifers,Igneous and metamorphic-rock aquifers
2202.aqcode,111,101
3020.aqcode,145,101
1221.rocktype,124,100
2682.rockname,Carbonate-rcok aquifers,Carbonate-rock aquifers
11.objectid,7.0,11
3486.rockname,Unconsolidated osand and gravel aquifers,Unconsolidated sand and gravel aquifers
330.shapearea,1.61985191315,3.458858E-5
2494.aqcode,439,401
2214.aqcode,443,401
4543.aqname,Puerto Rico North Coast Lmimestone aquifer system,Puerto Rico North Coast Limestone aquifer system
3542.rockname,Unconsolidated sand and grave aquifers,Unconsolidated sand and gravel aquifers
391.shapeleng,1.31336979544,0.02287178295
3560.aqname,Surficial aquiferf system,Surficial aquifer system
3477.rockname,Unconsolidated snd and gravel aquifers,Unconsolidated sand and gravel aquifers
416.shapeleng,51.7024711845,0.02851362255
222.shapearea,2.3833903E-4,0.08131354487
3887.rockname,Carbonate-rock aquiyfers,Carbonate-rock aquifers
529.rocktype,100.0,400
21.shapearea,0.07438600542,0.0939274421
380.shapeleng,12.2975702626,0.27961732422
360.shapeleng,51.7024711845,0.03364226745
4029.rockname,Unconsolidated sand mand gravel aquifers,Unconsolidated sand and gravel aquifers
1891.rocktype,408,400
1215.aqname,New York and New England carbonate-rock auquifers,New York and New England carbonate-rock aquifers
383.aqname,Pacific Northwest basaltic-rock aquifers,Northern Rocky Mountains Intermontane Basins aquifer system
1929.rocktype,179,100
4390.rockname,Igneous and metamorphic-rock aquifrs,Igneous and metamorphic-rock aquifers
2860.rockname,Unconsolidatedz sand and gravel aquifers,Unconsolidated sand and gravel aquifers
334.objectid,18.0,4014
374.aqname,Other rocks,Pacific Northwest basaltic-rock aquifers
3763.aqname,Coastalt lowlands aquifer system,Coastal lowlands aquifer system
2090.aqname,Othmer rocks,Other rocks
1989.rocktype,469,400
500.aqcode,104.0,999
534.shapeleng,51.7024711845,0.06030554513
300.shapeleng,0.53610562106,0.0807103302
2964.aqname,Castle Hayne aquifeer,Castle Hayne aquifer
3196.rockname,Unconsolidated sand andgravel aquifers,Unconsolidated sand and gravel aquifers
2913.aqcode,108,101
4614.rockname,Unconsolidated sanxd and gravel aquifers,Unconsolidated sand and gravel aquifers
3438.aqcode,455,401
35.aqname,Puget Sound aquifer system,Pacific Northwest basaltic-rock aquifers
1844.rocktype,415,400
214.objectid,2.0,214
1953.rockname,Unconolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3451.aqcode,420,401
3097.rockname,Unconslidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
655.aqname,Other rokcs,Other rocks
972.rockname,Carbonate-crock aquifers,Carbonate-rock aquifers
3265.rockname,Unconsolidated sand and gravel aqufiers,Unconsolidated sand and gravel aquifers
56.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
2953.aqname,Castle Hayne aquifwer,Castle Hayne aquifer
2975.aqname,ther rocks,Other rocks
1356.aqname,Pancific Northwest basin-fill aquifers,Pacific Northwest basin-fill aquifers
563.rockname,Unconsojlidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
590.rockname,Carbnate-rock aquifers,Carbonate-rock aquifers
1285.rockname,Sandstone aquifrs,Sandstone aquifers
2391.rockname,Carbonate-rock aquifes,Carbonate-rock aquifers
3610.aqname,Coastal lowlands aquifers ystem,Coastal lowlands aquifer system
4272.rockname,Igneous andh metamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
3160.rocktype,157,100
517.shapeleng,0.53610562106,0.76620599211
3820.rockname,Carbonate-roc kaquifers,Carbonate-rock aquifers
1242.aqname,Snake River Plain basaltic-rocwk aquifers,Snake River Plain basaltic-rock aquifers
2716.rockname,Carbonate-roc kaquifers,Carbonate-rock aquifers
326.shapeleng,1.44439297495,0.07049354858
677.aqname,Silurian-eDvonian aquifers,Silurian-Devonian aquifers
539.aqcode,105.0,410
371.objectid,1.0,302
1307.rockname,Carbonaet-rock aquifers,Carbonate-rock aquifers
513.aqcode,410.0,999
263.shapearea,0.40330982137,6.3389619E-4
2343.rockname,Carbonate-rock auifers,Carbonate-rock aquifers
138.aqname,Pacific Northwest basin-fill aquifers,Other rocks
335.shapearea,0.01778996879,2.477131E-5
535.shapearea,3.4355475E-4,2.379055E-5
551.rocktype,300.0,400
444.rocktype,195,100
3390.aqname,Othe rrocks,Other rocks
3652.aqname,Coastal lowlands aquiefr system,Coastal lowlands aquifer system
990.rockname,Unconsolidated sand and gravel kaquifers,Unconsolidated sand and gravel aquifers
163.shapearea,0.031690302,0.98653766025
4109.aqname,Other wrocks,Other rocks
835.aqname,Nortphern Rocky Mountains Intermontane Basins aquifer system,Northern Rocky Mountains Intermontane Basins aquifer system
1352.rocktype,124,100
496.shapearea,0.01778996879,3.853353E-5
2220.aqcode,427,401
2435.rockname,Carbontae-rock aquifers,Carbonate-rock aquifers
497.objectid,52.0,428
2432.rockname,Carbonate-orck aquifers,Carbonate-rock aquifers
482.shapearea,2.5446207E-4,5.70255E-6
520.objectid,6.0,451
3277.rockname,Unconsolidated asnd and gravel aquifers,Unconsolidated sand and gravel aquifers
3954.aqname,cOther rocks,Other rocks
532.rocktype,100.0,400
52.aqname,Silurian-Devonian aquifers,Northern Rocky Mountains Intermontane Basins aquifer system
105.aqname,Silurian-Devonian aquifers,Other rocks
2370.aqcode,125,101
3335.aqcode,456,401
305.shapeleng,0.23195370575,1.02786934377
2982.rockname,Unconsolidated sand and garvel aquifers,Unconsolidated sand and gravel aquifers
457.shapeleng,45.3865380162,0.08098782592
2512.rockname,Carbonate-rock aquifesr,Carbonate-rock aquifers
1275.aqname,Pacific Northwset basin-fill aquifers,Pacific Northwest basin-fill aquifers
219.shapearea,0.00421440549,6.0250697E-4
1174.rocktype,192,100
152.aqname,Other rocks,Puget Sound aquifer system
2016.rockname,Carbnate-rock aquifers,Carbonate-rock aquifers
275.rocktype,100.0,300
378.rocktype,119,100
2177.aqcode,501,401
2097.rockname,Carbonate-orck aquifers,Carbonate-rock aquifers
4591.aqname,Other ocks,Other rocks
3235.aqname,California Coastal Baszin aquifers,California Coastal Basin aquifers
542.shapeleng,0.53610562106,0.02592859861
234.shapearea,0.00381309877,0.00108552297
574.shapearea,0.01778996879,0.01964323638
2766.aqcode,119,101
302.aqname,Silurian-Devonian aquifers,Other rocks
278.shapearea,46.2714378139,1.0875626E-4
4032.rockname,Unconsloidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
516.shapearea,0.031690302,0.01295780373
2854.rockname,Unconolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
305.rocktype,300.0,999
117.shapeleng,35.2860867019,10.443019241
2147.aqcode,414,401
427.shapearea,1.2524051E-4,0.04534431227
2999.rockname,Unconsolidated sadnd and gravel aquifers,Unconsolidated sand and gravel aquifers
823.rockname,Uncosolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1863.rocktype,445,400
259.shapeleng,1.31336979544,0.35694808215
623.rockname,Unconsolidated sand and gravel xaquifers,Unconsolidated sand and gravel aquifers
538.shapearea,3.0307168E-4,1.706058E-5
1548.rockname,Unconsoliqdated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
855.rockname,Unconsolidated sand and gsravel aquifers,Unconsolidated sand and gravel aquifers
430.shapearea,0.39830744027,0.00604062384
533.shapearea,2.479102E-5,0.00672172104
1998.rocktype,421,400
497.shapearea,0.031690302,3.645827E-5
4267.rockname,Igneous and etamorphic-rock aquifers,Igneous and metamorphic-rock aquifers
3303.rockname,Unconsolidated sanda nd gravel aquifers,Unconsolidated sand and gravel aquifers
