indicatorvalue,unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue(long),yearnum(long),age,agenum(double precision),estimate(double precision),flagvalue
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, agee and race",5.0,Male: Black or African American: 75-84 years,5.1252,2005.0,29.0,75-84 years,67.2,12.9,..q.
Death rates for suicide,"Deaths per 100,000 resident population, crude",69.0,"Sex, age and race",11.0,Male: Black r African American: 75-84 years,5.1252,2006.0,30.0,75-84 years,99.2,11.6,...
Death raztes for suicide,"Deaths per 1f00,000 resident population, crude",2.0,"Sxe, age and race",5.0,Malqe: Black or African American: 75-84 years,5.1252,2007.0,31.0,75-84 years,38.2,11.2,...
Deahth rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",89.0,Male: Black or African Ameircan: 75-84 years,5.1252,2008.0,32.0,75-84 years,9.2,11.8,...***
Death rates for suicide,"Deaths per u100,000 resident population, crude",2.0,"Sex, age and race",37.0,Male: Black or African American: 75-84 years,5.1252,2009.0,33.0,75-84 years,74.2,11.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sx, age and race",5.0,Male: Black or African Americain: 75-84 years,5.1252,2010.0,34.0,75-84 years,81.2,9.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",64.0,"Sex, age and race",24.0,Male: Black or African American: 75-8f4 years,5.1252,2011.0,35.0,75-84 years,83.2,8.4,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",84.0,"Sex, age apnd race",5.0,aMle: Black or African American: 75-84 years,5.1252,2012.0,36.0,75-84 years,96.2,12.5,...
Detah rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",102.0,Male: Black or African American:7 5-84 years,5.1252,2013.0,37.0,75-84 years,47.2,9.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, agea nd race",5.0,Male: Black o rAfrican American: 75-84 years,5.1252,2014.0,38.0,75-84 years,28.2,11.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",99.0,"Sex, age and race",27.0,Male: Black orA frican American: 75-84 years,5.1252,2015.0,39.0,75-84 years,28.2,11.2,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and raec",5.0,Male: Black or Avfrican American: 75-84 years,5.1252,2016.0,40.0,75-84 years,56.2,10.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",4.0,"Sex, age and race",30.0,Male: Black or African Amerian: 75-84 years,5.1252,2017.0,41.0,75-84 years,84.2,8.8,...
Death rates for suicide,"Deaths per 100,000 resyident population, crude",2.0,"Sex, age and race",28.0,Male: Black or frican American: 75-84 years,5.1252,2018.0,42.0,75-84 years,100.2,10.7,...***
Death rates for suicide,"Deaths per 100,000 resident population, crue",2.0,"Sex, ge and race",5.0,Male: Black or African American: 85 years and over,5.1253,1950.0,25.0,85 years and over,61.0,4.3,...
Death rates for suicide,"Deaths per 100,000 reisident population, crude",2.0,"Sex, age an race",5.0,Male: Black or African American: 85 years and over,5.1253,1960.0,2.0,85 years and over,92.0,4.3,*
Death rates for psuicide,"Deaths per 100,000 resident population, crude",2.0,"Sxe, age and race",5.0,Male: Black or African American: 58 years and over,5.1253,1970.0,3.0,85 years and over,19.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",79.0,"Se, age and race",5.0,Male: Black or African American: 85 years and over,5.1253,1980.0,53.0,85 years and over,26.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",10.0,Male: Black or African American: 85 years and ovre,5.1253,1981.0,36.0,85 years and over,100.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resiudent population, crude",2.0,"Sex, ge and race",5.0,Male: Black or African American: 85 years andover,5.1253,1982.0,6.0,85 years and over,6.0,4.3,*
Deathr rates for suicide,"Deaths per 100,000 resident population,c rude",2.0,"Sex, age and ace",5.0,Male: Black or Afrcian American: 85 years and over,5.1253,1983.0,56.0,85 years and over,30.0,4.3,*
Death rates fro suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and ace",5.0,Male: Black or African American: 85y ears and over,5.1253,1984.0,46.0,85 years and over,62.0,4.3,*
Death rates for suicide,"Deaths pera 100,000 resident population, crude",2.0,"Sex, age and race",41.0,Male: Black or African American: 85 yeas and over,5.1253,1985.0,27.0,85 years and over,43.0,4.3,*
Death rates for suicide,"Deths per 100,000 resident population, crude",2.0,"Sex, age and race",51.0,Male: Black or African American: 85 years and over,5.1253,1986.0,69.0,85 years and over,81.0,4.3,*
Death rates for suicide,"Deaths per 100,000 residnt population, crude",2.0,"Sex, age and race",86.0,Marle: Black or African American: 85 years and over,5.1253,1987.0,100.0,85 years and over,83.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",100.0,"Sex, age and race",66.0,Male: Black or AfricanAmerican: 85 years and over,5.1253,2025.0,12.0,85 years and over,27.0,4.3,*
Death rates for suicide,"Deaths paer 100,000 resident population, crude",2.0,"Sex, age and race",62.0,Male: Blackor African American: 85 years and over,5.1253,2042.0,13.0,85 years and over,60.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resiident population, crude",2.0,"Sex, age and ace",5.0,Male: Black or African American:85 years and over,5.1253,2064.0,14.0,85 years and over,28.0,4.3,*
Death raes for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and raec",5.0,Male: Black or African American: 85 years and over,5.1253,2032.0,15.0,85 years and over,58.0,4.3,*
Death rates for suicide,"Deaths per 1000,00 resident population, crude",2.0,"Sex, age and race",77.0,Male: Black ort African American: 85 years and over,5.1253,2071.0,16.0,85 years and over,100.0,4.3,*
Death ratxes for suicide,"Deaths per 100,000 resident ppulation, crude",2.0,"Sex, age and rface",5.0,Male: Black or African American: 85 years and over,5.1253,2006.0,17.0,85 years and over,62.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",63.0,"Sex, age acnd race",5.0,Male: Black or African American: 85 eyars and over,5.1253,2040.0,18.0,85 years and over,6.0,4.3,*
Death rates for suicide,"Deths per 100,000 resident population, crude",2.0,"Sex, age and race",103.0,Male: Black or African Amreican: 85 years and over,5.1253,2080.0,19.0,85 years and over,51.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",66.0,Male: Black or African American: 85 yeras and over,5.1253,2065.0,20.0,85 years and over,80.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, bcrude",2.0,"Sex, age and ace",5.0,Male: Black or African American: 85 yers and over,5.1253,1997.0,21.0,85 years and over,74.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, ccrude",2.0,"Sex, aeg and race",5.0,Male: Black or African American: 85 yearsand over,5.1253,1998.0,22.0,85 years and over,80.0,4.3,*
Death rates for suicide,"Deathse per 100,000 resident population, crude",2.0,"Sex, age and race",102.0,Male: Black or African Ameripcan: 85 years and over,5.1253,2064.0,23.0,85 years and over,52.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crufde",2.0,"Sex, age and race",96.0,Male: Black or African American: 85 years and over,5.1253,2074.0,24.0,85 years and over,33.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",10.0,Male: Black or Aforican American: 85 years and over,5.1253,2031.0,25.0,85 years and over,33.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age land race",5.0,Male: Black or African American: 85 years nad over,5.1253,2002.0,26.0,85 years and over,87.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",28.0,Male: Blackj or African American: 85 years and over,5.1253,2003.0,27.0,85 years and over,34.0,4.3,*
Death rates for suicide,"Deaths per 100,000 remsident population, crude",2.0,"Sex, age apnd race",5.0,Male: Black or African American: 85 years and ozver,5.1253,2004.0,28.0,85 years and over,15.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sxe, age and race",5.0,Male: Black or Arican American: 85 years and over,5.1253,2005.0,29.0,85 years and over,36.0,4.3,*
Death rates for usicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",11.0,Male: Black or African Amertican: 85 years and over,5.1253,2006.0,30.0,85 years and over,15.0,4.3,*
Deathr ates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",67.0,Male: Black or African American: 85 yars and over,5.1253,2007.0,31.0,85 years and over,106.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crued",2.0,"Sex, ge and race",5.0,Male: Black or African Amerian: 85 years and over,5.1253,2008.0,32.0,85 years and over,27.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and rache",5.0,uMale: Black or African American: 85 years and over,5.1253,2009.0,33.0,85 years and over,86.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident populaton, crude",2.0,"Sex, age andr race",5.0,Male: Black or African American: 85 years nd over,5.1253,2010.0,34.0,85 years and over,51.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",72.0,"Sex, age and race",35.0,Male: Black or African American: 85 years and hover,5.1253,2011.0,35.0,85 years and over,59.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",48.0,Male:f Black or African American: 85 years and over,5.1253,2012.0,36.0,85 years and over,95.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",21.0,Male: Black or African American: 85 years andw over,5.1253,2013.0,37.0,85 years and over,47.0,4.3,*
Death rates for suicide,"Deaths per 100,000 zresident population, crude",2.0,"Sxe, age and race",5.0,Male: Black or African American: 58 years and over,5.1253,2014.0,38.0,85 years and over,20.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",58.0,"Sex, agea nd race",5.0,Male: Black or African American: 85 years andi over,5.1253,2015.0,39.0,85 years and over,78.0,4.3,*
eath rates for suicide,"Deayths per 100,000 resident population, crude",2.0,"Sexb, age and race",5.0,Male:B lack or African American: 85 years and over,5.1253,2016.0,40.0,85 years and over,48.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, ageo and race",5.0,Male: Black or African American:8 5 years and over,5.1253,2017.0,41.0,85 years and over,79.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age andrace",5.0,Male: Black or AfricanA merican: 85 years and over,5.1253,2018.0,42.0,85 years and over,18.0,4.3,*
Death rates for suicide,"Deaths per 100,000 ersident population, crude",2.0,"Sex, ag eand race",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,1950.0,44.0,15-y24 years,2.0,4.3,...
Death rates fr suicide,"Deaths per 100,000 resident population, crude",2.0,"ex, age and race",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,1960.0,2.0,15-24 yars,2.0,4.3,...
Death rates fr suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",73.0,Male: American Indian or Alaska Native: 15-24 years,5.132,1970.0,71.0,15-24y ears,2.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,Sex age and race,5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,1980.0,20.0,15-24 ydears,2.0,45.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",95.0,"Sex, age and race",39.0,Male: American Indian or Alaska Native: 15-24 years,5.132,1981.0,102.0,15-24 years,14.0,4.3,...
Death rates for suicide,"Deaths per 100,00k0 resident population, crude",2.0,"Sex, age and race",11.0,Male: American Indian or Alaska Native: 15-24 years,5.132,1982.0,10.0,15-24 yeasr,17.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age ad race",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,1983.0,63.0,15-24 yealrs,49.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",50.0,"Sex, agej and race",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,1984.0,58.0,15-24l years,2.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and racpe",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,1985.0,88.0,15-24 yaears,2.0,42.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",33.0,"Sex, aage and race",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,1986.0,34.0,15-24 years,11.0,4.3,...
Deah rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",94.0,Male: American Indian or Alaska Native: 15-24 years,5.132,1987.0,71.0,15-24 years,26.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",73.0,Male: American Indian or Alaska Native: 15-24 years,5.132,1988.0,29.0,15-24 years,13.0,41.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",45.0,"Sex, age and radce",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,2060.0,13.0,15-24 years,43.0,43.7,...
Death rates for suicide,"Deaths per 100,000 resident ppulation, crude",2.0,"Sex, age nd race",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,2027.0,14.0,15-24 yeaors,94.0,49.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude***",2.0,"Sex, age adn race",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,2050.0,15.0,15-24 years,82.0,37.1,...
Death rates for suicied,"Deaths per 100,000 resident population, crude",6.0,"Sex, age and rache",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,2020.0,16.0,15-24 years,11.0,39.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",56.0,Male: American Indian or Alaska Native: 15-24 years,5.132,2027.0,17.0,15-24 years,46.0,29.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",100.0,Male: American Indian or Alaska Native: 15-24 years,5.132,2024.0,18.0,15-24 years,82.0,42.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, aeg and race",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,2059.0,19.0,15-2 4years,10.0,30.8,...
Death rates for suicide,"Dejaths per 100,000 resident population, crude",2.0,"Sex, age and race",25.0,Male: American Indian or Alaska Native: 15-24 years,5.132,2084.0,20.0,15-24 yearjs,36.0,28.9,...
Death rates fonr suicide,"Deaths per 100,000 resident population, crude",2.0,"Sex, age and race",100.0,aMle: American Indian or Alaska Native: 15-24 years,5.132,2058.0,21.0,15-24 years,60.0,33.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",22.0,"Sex, age and race",31.0,Male: American Indian or Alaska Native: 15-24 years,5.132,2023.0,22.0,15-24 years,59.0,36.0,..
Death rates for suicide,"Deaths per 10,000 resident population, crude",2.0,"Sex, age and rae",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,2019.0,23.0,15-24 years,62.0,30.8,...
Deathrates for suicide,"Deaths per 100,000 resident population, crude",28.0,"Sexb, age and race",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,2006.0,24.0,15-24 years,80.0,26.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",20.0,"Sex, age and race",39.0,Male: American Indian or Alaska Native: 15-24 years,5.132,2032.0,25.0,15-24 years,21.0,23.8,...
Death rates for suicide,"Deaths per1 00,000 resident population, crude",2.0,"Sex, age and ace",5.0,Male: American Indian or Alaska Native: 15-24 years,5.132,2002.0,26.0,15-24 years,39.0,26.3,x...
