OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MCDName,TotalStructures_072014,LikelyOccupied_072014,PotentiallyVacant_072014,LikelyVacant_072014,VeryLikelyVacant_072014,TotalStructures_112014,LikelyOccupied_112014,PotentiallyVacant_112014,LikelyVacant_112014,VeryLikelyVacant_112014,TotalStructures_052015,LikelyOccupied_052015,PotentiallyVacant_052015,LikelyVacant_052015,VeryLikelyVacant_052015,GlobalID,Shape_STArea__,Shape_STLength__
8999,26,163,512600,2007,261635126002007,Block 2007,Detroit,14,6,3,2,3,14,5,3,3,3,14,4,3,4,3,07b49eff-75a9-434e-b321-10197fc05e53,284723.768582953,2537.85290818198
9000,26,163,985200,1015,261639852001015,Block 1015,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,492d900c-fbc7-4966-9f62-cc6d13ba34fb,790340.276940507,5375.98548034228
9001,26,163,513700,1000,261635137001000,Block 1000,Detroit,2,2,0,0,0,2,1,1,0,0,2,2,0,0,0,dfb0be32-47b4-4b22-abc3-3e824f231049,2233873.82813896,6600.70522453067
9002,26,163,513300,2008,261635133002008,Block 2008,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7b72e9f7-e5ac-476a-861b-7d50fa7d1f80,148106.52598706,1539.64993345584
9003,26,163,513300,2006,261635133002006,Block 2006,Detroit,12,7,3,1,1,12,7,2,2,1,12,8,2,2,0,22bc2320-742a-42f9-a632-b449c3a9ebd8,113434.071093711,1361.55040806508
9004,26,163,513300,2012,261635133002012,Block 2012,Detroit,27,17,3,1,6,27,17,3,1,6,27,20,0,2,5,447c25b2-2eb7-446a-904d-bd9abccd2bc5,228790.755413958,2045.86318261285
9005,26,163,524500,1012,261635245001012,Block 1012,Detroit,11,9,1,1,0,11,9,1,1,0,11,7,2,2,0,d464e0f6-74f1-43a6-b219-31c97bbb7b13,304711.715525723,2406.72972311987
9006,26,163,524700,4016,261635247004016,Block 4016,Detroit,24,17,1,4,2,24,17,1,3,3,24,15,4,1,4,5bb6416e-7c4a-405a-beae-08a2683a190d,214338.744014615,2175.76529698927
9007,26,163,524800,4000,261635248004000,Block 4000,Detroit,35,22,5,5,3,35,21,4,7,3,36,18,8,5,5,ccb8a264-fb99-48c1-8aec-8239ba13a84b,209910.743795341,2134.77848784916
9008,26,163,524700,6004,261635247006004,Block 6004,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ac934bcc-1794-499e-a9a3-e99f697f6677,70757.7994426651,2511.45653904422
9009,26,163,524700,4010,261635247004010,Block 4010,Detroit,34,18,4,5,7,34,18,3,6,7,35,20,3,5,7,ec0ed19e-281c-4e15-8535-252036e608e9,300297.986160029,2505.75991134602
9010,26,163,524900,2050,261635249002050,Block 2050,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008a451-7815-44fd-ae24-413155661654,21959.7488187117,753.659290680822
9011,26,163,524900,2045,261635249002045,Block 2045,Detroit,9,6,1,2,0,9,6,1,1,1,9,6,1,2,0,2555046c-b08a-4e88-98b6-e5ff97433739,155088.871375834,1630.25381049267
9012,26,163,524700,6015,261635247006015,Block 6015,Detroit,25,20,4,1,0,25,19,4,2,0,25,22,0,3,0,c50c95d4-9b5e-4176-977e-1320141682c7,241077.298665256,3270.33879367029
9013,26,163,525000,1011,261635250001011,Block 1011,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,a4b0a2af-82de-433e-9095-dc9d9e818724,415418.991705948,2893.04939010928
9014,26,163,524500,2018,261635245002018,Block 2018,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b47b426f-d562-4ca9-8bde-c3be786486a0,417811.298040208,3255.13742334594
9015,26,163,524900,2014,261635249002014,Block 2014,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0b34b553-358f-437b-a043-4c45b4af9f76,220804.664852285,2959.35449029191
9016,26,163,524300,2014,261635243002014,Block 2014,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102e5d87-f114-41a1-ae25-68952c66e680,122672.759496461,2231.74416298941
9017,26,163,524900,1083,261635249001083,Block 1083,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665da971-a906-43cf-a77f-c3abe556d6fe,40092.1815561636,1337.40720578545
9018,26,163,524900,2000,261635249002000,Block 2000,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d65a4b4a-7714-45be-90bb-5927a8c2ddd8,15625.7649226978,904.003595426139
9019,26,163,524900,1053,261635249001053,Block 1053,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80e01cfe-ee14-4a24-8534-519d9ddc25f9,23586.5553211019,963.675634496127
9020,26,163,525000,2021,261635250002021,Block 2021,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65c448ab-b428-4935-a773-987477d8bc2f,164260.178439346,4058.86370173918
9021,26,163,985300,1016,261639853001016,Block 1016,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9b233994-0ca3-41d7-ba02-c325f7d17c96,18388.7190810034,802.968261839612
9022,26,163,517200,1082,261635172001082,Block 1082,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,c735bb51-78fa-4651-b772-dd1e359a27af,127643.745410027,2614.13868078323
9023,26,163,518800,2044,261635188002044,Block 2044,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,03adca5d-60c8-46b6-89e9-15b11548eb16,133098.611293631,1652.84915418893
9024,26,163,518900,1052,261635189001052,Block 1052,Detroit,9,6,3,0,0,9,6,3,0,0,8,6,2,0,0,d9e9096f-6f65-4df6-9d2a-b3b67de2c421,373491.525590517,2538.39957754957
9025,26,163,518900,1056,261635189001056,Block 1056,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0bddfcfa-78a9-4e0d-9bd7-f4c6ce679e8a,125758.856274581,1470.79128306342
9026,26,163,518900,1101,261635189001101,Block 1101,Detroit,8,6,2,0,0,9,7,1,1,0,9,7,1,1,0,dfbcac1a-d4e8-4069-8844-e091f8337046,153933.846258452,1812.98925214961
9027,26,163,517000,1015,261635170001015,Block 1015,Detroit,7,4,2,1,0,7,4,2,1,0,14,7,6,1,0,72c6a22e-c79c-40e6-aecd-a56a5c24cc8a,87649.9480420551,1627.17208720803
9028,26,163,517000,1009,261635170001009,Block 1009,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8028d25e-6755-4199-be03-cca30f8985a3,145365.402262064,4736.04727881169
9029,26,163,518600,1018,261635186001018,Block 1018,Detroit,12,4,4,3,1,12,4,4,3,1,12,7,3,1,1,2008d98c-d112-44a9-a855-e0f4f34f31bb,147621.774574937,1544.25818560227
9030,26,163,518600,1020,261635186001020,Block 1020,Detroit,6,2,3,1,0,6,2,4,0,0,6,2,2,2,0,3c97b764-dd08-47ad-82e8-68429f249d94,196564.619702444,1775.01062984712
9031,26,163,518800,1029,261635188001029,Block 1029,Detroit,5,4,0,1,0,5,4,0,1,0,5,4,0,1,0,30c34c15-de92-40fd-b1c3-f4959b0349b2,90195.2309177127,1201.74056494285
9032,26,163,518600,2005,261635186002005,Block 2005,Detroit,11,11,0,0,0,11,11,0,0,0,11,11,0,0,0,42a817d4-85ab-4d59-a2fb-c4ab9d6831e9,457432.742940541,3138.67489428068
9033,26,163,533400,2004,261635334002004,Block 2004,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e21ffadf-32da-4301-bc5c-b544d2922f35,61211.6399595662,1154.26161525646
9034,26,163,985100,1111,261639851001111,Block 1111,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b0c91bcb-dd1b-47b7-9b25-d841d8950428,309212.950902085,3123.18197868943
9035,26,163,524800,3006,261635248003006,Block 3006,Detroit,33,28,4,1,0,33,28,2,3,0,32,25,4,2,1,c8011d46-1687-4518-8452-845965ff9e86,241614.2782274,2110.68106748829
9036,26,163,536300,1004,261635363001004,Block 1004,Detroit,11,4,0,3,4,11,2,1,3,5,11,1,1,4,5,0a0975e4-9cce-4dd1-8bd3-7de567330df2,113450.290682902,1365.54455222136
9037,26,163,516800,2016,261635168002016,Block 2016,Detroit,5,2,1,1,1,5,2,1,1,1,5,2,1,1,1,92465bde-5ce9-45be-921f-8c7cc8385baa,191215.128558696,1932.40431580772
9038,26,163,516800,2018,261635168002018,Block 2018,Detroit,11,8,1,1,1,11,8,1,1,1,11,7,3,0,1,261016e5-7407-4f22-8b6b-10420848347a,202944.67495007,2006.23061025403
9039,26,163,516800,2001,261635168002001,Block 2001,Detroit,16,5,5,2,4,16,5,4,3,4,16,5,4,2,5,1663361e-ac37-4eb7-9a9e-898e3023babd,230563.397455368,2192.41269830624
9040,26,163,516300,1011,261635163001011,Block 1011,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c1eeb58c-264e-4491-9e29-e8a245609065,72868.880701477,1513.38394321871
9041,26,163,516800,1021,261635168001021,Block 1021,Detroit,9,4,3,0,2,9,4,2,1,2,9,4,1,2,2,5c7647d2-dc14-44e1-8369-29cb00ef74e0,250154.047194481,2320.66472439196
9042,26,163,516800,1023,261635168001023,Block 1023,Detroit,5,2,0,1,2,5,2,0,1,2,5,2,0,1,2,b76eb6e8-70e0-4925-8752-23f34dd4741d,163004.511225052,1727.46089536195
9043,26,163,516800,1024,261635168001024,Block 1024,Detroit,10,5,1,1,3,10,5,1,1,3,10,5,1,1,3,3d9dfe01-329a-41c3-9366-9f0c518b7c4e,163454.854028452,1728.6954775479
9044,26,163,516800,1030,261635168001030,Block 1030,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4f928399-21c2-45ad-980b-7cc8aae34a20,131442.320045868,1498.70194118802
9045,26,163,515900,1020,261635159001020,Block 1020,Detroit,11,5,2,1,3,11,5,1,2,3,11,5,1,2,3,a3ab530b-6442-4282-b321-6fb2b6f207e7,222781.207800047,1965.39402923139
9046,26,163,504700,1017,261635047001017,Block 1017,Detroit,15,6,3,3,3,15,6,3,4,2,15,6,3,4,2,2cecbbc8-6104-4df9-bbdd-41f1b72cd1ab,206260.272479211,1984.37455413995
9047,26,163,515900,1034,261635159001034,Block 1034,Detroit,9,5,0,3,1,9,5,0,3,1,9,5,2,1,1,9bd3b593-21b7-4d99-b13b-5e6275ea8e50,196316.948367963,1901.15348068886
9048,26,163,515900,1031,261635159001031,Block 1031,Detroit,21,6,3,2,10,21,6,3,2,10,22,6,3,4,9,4abb68c3-d55e-4a83-92c5-14ab91c5f9a7,376828.844975408,3195.25756923341
9049,26,163,515900,1036,261635159001036,Block 1036,Detroit,10,8,1,1,0,10,8,0,2,0,10,5,2,3,0,671d2d45-1339-4c11-82a2-27800f84a0d5,153620.815903075,1690.65542473711
9050,26,163,514200,3000,261635142003000,Block 3000,Detroit,20,13,2,4,1,20,13,2,4,1,21,13,3,4,1,26559997-266e-4a9e-8fcf-7e4a2b4ee73b,648480.545677992,4123.86682140405
9051,26,163,504700,1019,261635047001019,Block 1019,Detroit,10,4,2,0,4,10,4,2,0,4,10,4,2,0,4,4c83e2d4-c8fd-4a2f-b624-aa370878cc66,158293.806245973,1678.06178605066
9052,26,163,500900,1005,261635009001005,Block 1005,Detroit,36,23,9,2,2,36,23,9,3,1,36,26,6,3,1,fd3fdc55-e036-48d6-afea-a5561a5f3fa2,293911.268035759,2590.5909799766
9053,26,163,501500,1001,261635015001001,Block 1001,Detroit,20,12,4,1,3,20,12,4,1,3,20,15,2,0,3,4d2ff558-dd62-44ed-9611-e12e45cc5ad0,146259.533811324,1630.42193827365
9054,26,163,501500,1006,261635015001006,Block 1006,Detroit,30,21,5,3,1,30,18,8,2,2,30,18,11,1,0,c1c73318-7ce6-40bb-896b-1b5fa508cf47,176843.724524969,1855.44225054418
9055,26,163,501500,1010,261635015001010,Block 1010,Detroit,24,15,4,3,2,24,17,3,1,3,25,16,4,2,3,fe6234ec-4b58-4c49-9c92-bc384e328a65,179890.867919093,1859.49041532722
9056,26,163,501500,4008,261635015004008,Block 4008,Detroit,56,35,8,1,12,56,33,9,2,12,56,35,8,4,9,4b060e8e-84d5-478c-a538-d21992d73148,1859775.11381293,6371.14035251893
9057,26,163,501500,4006,261635015004006,Block 4006,Detroit,24,22,1,1,0,24,22,0,2,0,24,22,1,0,1,1d338d48-750d-4140-afd4-a5dedd072381,229721.788405452,2070.19513387581
9058,26,163,545300,2013,261635453002013,Block 2013,Detroit,21,10,3,2,6,21,10,3,2,6,22,11,2,2,7,0f85d908-8187-40e8-a24a-046a97a72d70,225534.098528032,2017.73726375544
9059,26,163,545300,2004,261635453002004,Block 2004,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1ee94e7f-df22-41ae-9f1b-d0e5516aa2f0,3503.25992526525,280.846026006175
9060,26,163,545900,1005,261635459001005,Block 1005,Detroit,53,36,6,3,8,53,36,7,1,9,53,32,6,7,8,42102526-148c-41d4-8421-82c4c3ce0dcb,445104.025137028,3339.10269659797
9061,26,163,545800,5006,261635458005006,Block 5006,Detroit,50,46,2,1,1,50,46,1,2,1,50,44,3,2,1,c1dcb679-d9c0-4973-be59-aaa4aa34c275,428171.324475011,3294.3154963494
9062,26,163,545800,1008,261635458001008,Block 1008,Detroit,58,41,12,2,3,58,41,9,5,3,58,38,8,9,3,e3c26818-7ab1-4b39-aa57-78d7941ac415,417094.160517132,3279.03283939776
9063,26,163,546000,5009,261635460005009,Block 5009,Detroit,27,17,1,0,9,27,16,2,0,9,28,17,1,1,9,14fabc2f-48f2-406b-9595-269235113248,217633.565752469,1981.065089427
9064,26,163,546000,2004,261635460002004,Block 2004,Detroit,30,13,2,6,9,30,12,4,6,8,30,12,6,5,7,042b381d-92d1-4794-8442-07d96a97e638,219227.964845042,1984.79609678727
9065,26,163,545500,4004,261635455004004,Block 4004,Detroit,5,3,1,0,1,5,3,1,0,1,5,3,1,1,0,140825b2-1e22-4ec6-bc92-a515faaa5229,266748.285421872,2345.19823605524
9066,26,163,545500,4003,261635455004003,Block 4003,Detroit,35,21,4,4,6,35,21,2,6,6,35,21,2,4,8,3101e633-94c2-4401-9aef-4578248a3d08,241883.154513366,2278.95421820485
9067,26,163,545600,5002,261635456005002,Block 5002,Detroit,44,33,8,2,1,44,32,9,2,1,44,35,6,1,2,516a7041-a92a-409d-96a0-1c8be25ffe38,418993.267864819,3257.37840246626
9068,26,163,545600,5004,261635456005004,Block 5004,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b5842a7d-1381-42a6-a29a-fa832ab6cf54,99085.7701803026,3770.76657631918
9069,26,163,524700,6022,261635247006022,Block 6022,Detroit,24,16,2,4,2,24,17,1,3,3,24,18,0,1,5,1981c064-e10b-4cbc-8736-f9cfc09c69e2,189319.961987704,1933.84716418871
9070,26,163,524700,6027,261635247006027,Block 6027,Detroit,8,7,0,0,1,8,7,0,0,1,8,7,0,0,1,297c62c5-f3ab-4270-aafb-b86734ee47bb,157678.816298856,1647.88562534258
9071,26,163,524700,1003,261635247001003,Block 1003,Detroit,12,8,1,2,1,12,8,1,2,1,12,9,1,1,1,6cb4ed6d-82b6-4faa-90e9-b8daf4918d00,137905.495187473,1471.823891355
9072,26,163,524700,2007,261635247002007,Block 2007,Detroit,17,16,0,0,1,17,16,0,0,1,17,15,1,1,0,79ccd6c0-4eef-4ba2-8910-d566bc35ee93,131978.314903318,2034.99498385839
9073,26,163,524800,1003,261635248001003,Block 1003,Detroit,22,12,4,5,1,22,12,4,5,1,21,10,3,7,1,900963b8-2833-4a09-a20a-879aa50b7243,158968.963652276,2261.09233907541
9074,26,163,524800,3010,261635248003010,Block 3010,Detroit,17,15,0,1,1,17,14,1,1,1,17,15,0,0,2,87c360ec-8828-4bdb-9b2e-7c43492bc8e2,183752.200898921,2017.87874789679
9075,26,163,524800,3011,261635248003011,Block 3011,Detroit,18,13,3,2,0,18,13,3,1,1,18,14,4,0,0,11cab415-42f2-4785-bf8a-0f7543891e26,147829.2843771,1553.19201776968
9076,26,163,530300,1002,261635303001002,Block 1002,Detroit,14,7,1,4,2,14,6,2,3,3,14,5,3,3,3,2a93cf6c-622e-4ef8-ac40-7144a63b48c7,1640012.17317628,6280.91233915723
9077,26,163,531700,1005,261635317001005,Block 1005,Detroit,28,15,1,7,5,28,14,3,6,5,28,14,4,3,7,8e246554-0043-4a5e-b75a-922a331fe6d1,276758.549420098,2381.44668687537
9078,26,163,543200,1020,261635432001020,Block 1020,Detroit,6,4,1,1,0,6,4,1,1,0,6,5,0,0,1,6eebbbb3-8a45-4d91-95be-a333163262fa,284423.114950893,2488.48251124898
9079,26,163,543200,3014,261635432003014,Block 3014,Detroit,24,17,1,0,6,24,16,2,0,6,24,15,1,5,3,18fa0ac2-549d-4614-9e69-fd9c5fdbf877,197848.507747878,1920.10507037088
9080,26,163,543500,2019,261635435002019,Block 2019,Detroit,20,12,1,2,5,20,12,1,2,5,20,11,3,1,5,92d23035-5adc-4689-b11d-845e13e74619,197613.828473594,1914.24262040042
9081,26,163,543200,1033,261635432001033,Block 1033,Detroit,26,23,1,2,0,26,23,0,3,0,26,24,1,1,0,0ed1b219-bdc5-4906-bacf-b851e21caccb,193350.387327478,1898.80487260686
9082,26,163,543200,1024,261635432001024,Block 1024,Detroit,23,19,2,2,0,23,20,2,1,0,23,21,1,1,0,4674c5cb-c189-4cf1-989e-117a9cde6eec,175601.110069951,1780.81617417332
9083,26,163,541100,5007,261635411005007,Block 5007,Detroit,29,13,4,2,10,29,12,6,1,10,29,12,4,9,4,0b71f035-bbb3-4936-ad85-046d6ec5da77,234064.122212525,2220.30349301749
9084,26,163,541100,5008,261635411005008,Block 5008,Detroit,30,19,5,1,5,30,18,6,1,5,30,18,2,4,6,9b50c583-c8a2-43cd-bb2e-ffb04ddf2ef5,211471.318124742,2161.06990102479
9085,26,163,543200,1030,261635432001030,Block 1030,Detroit,24,22,1,0,1,24,21,2,0,1,24,20,3,0,1,dd8cefbf-8d7f-4d9a-9bc8-69ee21bd26ed,163832.530188042,1809.67226120811
9086,26,163,543400,1002,261635434001002,Block 1002,Detroit,26,22,3,1,0,26,21,4,1,0,25,23,1,1,0,ab11c30d-8866-4281-90f9-c67d6a1c6de7,179213.50374495,1841.5140369046
9087,26,163,543400,1000,261635434001000,Block 1000,Detroit,34,28,3,2,1,34,28,3,2,1,34,30,1,3,0,76db11f0-d3c8-4112-b727-e8d9111ba325,188267.319668146,1888.30149079412
9088,26,163,543200,3000,261635432003000,Block 3000,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,b3d51dd7-9b97-4263-b5f6-eac40ed479c5,43095.0759123171,949.255092502603
9089,26,163,539400,1002,261635394001002,Block 1002,Detroit,24,21,1,2,0,24,21,1,1,1,24,22,0,1,1,b00f867f-eb1c-4306-9d3f-da08c5ba3a80,207414.515938643,1945.45160220146
9090,26,163,539500,1005,261635395001005,Block 1005,Detroit,26,21,4,0,1,26,21,3,1,1,26,21,4,1,0,fb3a8d0b-583d-400b-8bda-0dcc7516939d,197963.382098895,1922.26717581906
9091,26,163,539500,1026,261635395001026,Block 1026,Detroit,21,17,3,1,0,21,17,3,1,0,17,15,1,1,0,1e612288-5e42-4b87-900c-e4e4e4b66dc7,214747.889071365,1983.58253237283
9092,26,163,539400,2003,261635394002003,Block 2003,Detroit,24,19,4,1,0,24,22,1,1,0,24,21,2,1,0,0272019b-c7a7-45c5-8d09-32c07d9dcdf5,224256.557211192,2004.97798611289
9093,26,163,539400,2012,261635394002012,Block 2012,Detroit,21,20,0,0,1,21,20,0,0,1,21,20,0,1,0,2dbd0f0c-5b12-4130-abbe-ae3a2d0c5594,296268.5887805,2274.91364686789
9094,26,163,537600,3006,261635376003006,Block 3006,Detroit,31,25,2,2,2,31,24,3,2,2,31,25,2,2,2,f4fe4e66-6071-41eb-acd8-07089674d3b9,231429.955807197,2042.2055735908
9095,26,163,537600,3005,261635376003005,Block 3005,Detroit,26,22,3,1,0,26,22,3,1,0,26,23,3,0,0,6999e1a5-c5b0-4b12-a2f4-c308d263119a,237872.649968345,2079.59655066416
9096,26,163,537500,4001,261635375004001,Block 4001,Detroit,30,27,2,1,0,30,24,4,2,0,30,29,0,1,0,4ae6a1bc-70e0-454a-af74-427405b29c92,225480.502783908,2006.91948718915
9097,26,163,537500,5005,261635375005005,Block 5005,Detroit,24,19,3,2,0,24,18,4,2,0,24,21,2,0,1,b4320d9c-f92f-47f8-9980-9c416daa84af,222820.452284208,1990.92664088686
9098,26,163,537500,5000,261635375005000,Block 5000,Detroit,28,21,3,1,3,28,20,4,1,3,28,19,5,2,2,aefb8a1e-37ff-4914-b1fc-73ecd10e6852,209604.4217255,1960.12974271667
9099,26,163,537600,3015,261635376003015,Block 3015,Detroit,50,39,8,3,0,50,39,8,3,0,50,41,4,5,0,f04870c5-0757-4b4c-8bf7-d7b262afc7fd,321800.652763539,2670.44771369058
9100,26,163,537600,2003,261635376002003,Block 2003,Detroit,31,22,3,3,3,31,22,3,1,5,31,23,2,1,5,ce86290b-8487-4178-b68a-8efb112073f1,245966.026109766,2209.68042591525
9101,26,163,537500,2003,261635375002003,Block 2003,Detroit,30,15,8,3,4,30,14,8,4,4,30,16,3,6,5,c991aeda-60e6-4ccd-8cb6-3c888ca0d6b9,230604.841329518,2007.56832952945
9102,26,163,537500,2006,261635375002006,Block 2006,Detroit,42,25,7,7,3,42,25,7,7,3,42,25,3,8,6,bf79bcd6-3f99-4e20-8fb5-b57df6668467,407870.982543358,3260.42502763593
9103,26,163,537700,3009,261635377003009,Block 3009,Detroit,36,23,2,4,7,36,23,2,4,7,36,23,1,6,6,0ac53a02-1326-4155-a2e8-4d9e8f18f516,301122.682025593,2452.42258413564
9104,26,163,543500,1018,261635435001018,Block 1018,Detroit,11,7,0,1,3,11,7,0,1,3,12,7,0,1,4,bbbd85e8-4f80-49e4-857a-1cd9a295e2af,191538.147736453,1897.09381553399
9105,26,163,543500,1000,261635435001000,Block 1000,Detroit,25,9,6,3,7,25,8,7,3,7,25,11,5,4,5,ad617d1c-c34e-4efd-b20f-80088e9b9011,196943.695536723,1913.79461204789
9106,26,163,506400,1014,261635064001014,Block 1014,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712c5beb-4381-4413-8d57-d80e70b938d7,136401.571364824,2145.18993075257
9107,26,163,504200,1004,261635042001004,Block 1004,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6768a086-b767-4fa3-97d6-45fb6567537c,62675.4566983237,1830.55418479306
9108,26,163,501100,4016,261635011004016,Block 4016,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ca497f41-7f68-4206-be38-e0755b4567e2,5089.74403641847,319.338321102047
9109,26,163,500900,1018,261635009001018,Block 1018,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688ac154-4f47-43e1-bdd1-f13e54e4c34c,11695.2993226263,525.371944133077
9110,26,163,501400,2000,261635014002000,Block 2000,Detroit,25,20,2,2,1,25,20,2,2,1,25,22,1,2,0,518bbf24-178c-4ec3-9e57-1c468e7824e6,199572.02587399,1887.70236080629
9111,26,163,538100,2009,261635381002009,Block 2009,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7eef3a45-2631-4818-b19c-3c260a2b83a2,227103.772466178,5260.47395706092
9112,26,163,538300,1000,261635383001000,Block 1000,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239f15db-c94e-4ca5-b17d-eb8a3512692e,201996.767202742,4156.60364496538
9113,26,163,543600,2004,261635436002004,Block 2004,Detroit,14,7,1,3,3,14,7,1,3,3,14,7,1,3,3,c8a58d0e-d29e-45f8-9691-8819c95edba1,309579.844304431,2539.40459966182
9114,26,163,543600,1007,261635436001007,Block 1007,Detroit,13,6,1,0,6,13,6,0,1,6,14,6,0,3,5,cc1d2612-9fd7-4fe9-b621-5e6e905ad77d,250799.151815967,2241.07503748854
9115,26,163,543000,2012,261635430002012,Block 2012,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36f524fc-93e6-43a3-8e10-980fc9631087,10289.1323352033,558.298466924799
9116,26,163,543000,1016,261635430001016,Block 1016,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e08d314d-53d2-4fc1-a2f5-e5398c0cc10e,13505.6430530488,743.095444749189
9117,26,163,543600,3004,261635436003004,Block 3004,Detroit,11,2,1,5,3,11,2,1,2,6,8,2,0,3,3,d8595d75-55f3-4a76-b985-a2c4894edad1,286974.583131627,2487.92501489895
9118,26,163,543000,1005,261635430001005,Block 1005,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27ff075f-1069-422c-bd13-d6fb304dda85,42813.4016358696,1707.04851431076
9119,26,163,536200,1013,261635362001013,Block 1013,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b785b857-1ae8-4d71-b91c-12b69b4e37d7,22428.5046871859,1067.65511686646
9120,26,163,530200,4010,261635302004010,Block 4010,Detroit,4,3,0,0,1,4,3,0,0,1,4,3,0,1,0,f220785f-522c-48cc-985e-8606b8eb964f,39253.4624697439,826.527273722139
9121,26,163,530300,2011,261635303002011,Block 2011,Detroit,3,3,0,0,0,3,2,1,0,0,3,1,2,0,0,8f5a4482-2b1b-4ea0-a192-02c59b1bd53f,605770.001775371,3995.23020630748
9122,26,163,531600,2002,261635316002002,Block 2002,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7d2dd220-55eb-462e-b996-ad78df525188,32672.6242128538,2130.916100924
9123,26,163,501600,2011,261635016002011,Block 2011,Detroit,33,23,9,0,1,33,23,8,1,1,33,29,3,1,0,ac764de9-8cde-4115-bce5-5ae13f741e34,229248.329826713,2098.30585996119
9124,26,163,504900,3008,261635049003008,Block 3008,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5cba81df-ae43-4ec0-af72-29717cee7d10,150738.272217594,1525.38408456572
9125,26,163,511000,3004,261635110003004,Block 3004,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0bd12620-99c8-42cd-9bc8-27c55ed738f7,128937.169605114,1596.00086309771
9126,26,163,504900,4036,261635049004036,Block 4036,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31f3b1c0-5ba9-4133-8401-535130a4d094,253807.611922353,2789.27508512838
9127,26,163,511000,3017,261635110003017,Block 3017,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886d68c3-4707-4335-8475-266409943b47,216776.022554989,2057.4413699055
9128,26,163,511000,3036,261635110003036,Block 3036,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15d65c23-c897-443b-97fb-90158dba15d9,163202.313299611,1892.62627639321
9129,26,163,511000,3010,261635110003010,Block 3010,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43b9e6a1-7bfd-4a0f-b67b-4b27b7cb4fc3,180061.714213806,1845.90168427229
9130,26,163,504900,4047,261635049004047,Block 4047,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8fe5245a-1821-42c5-954e-bb073ec459e9,132069.050410811,1505.32755680918
9131,26,163,504900,4041,261635049004041,Block 4041,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c4241642-d940-4ccb-aef6-c8374768ba3a,132529.528678105,1829.38174454425
9132,26,163,511000,3037,261635110003037,Block 3037,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,4fe4a87a-1cb5-4504-90ea-bb0882b33212,89600.7712357666,1357.02157547742
