OBJECTID,CYCLE,ID_305b,Water_Name,LOCATION_DESCRIPTION,WATER_SIZE,SIZE_UNIT,WATER_TYPE,HUC_8,HU_8_Name,CLASS_ID,CLASS_NAME,Aquatic_Life_Attainment_Code,Aquatic_Life_Attainment,Recreation_Attainment_Code,Recreation_Attainment,Fish_Consumptin_Attainment_Code,Fish_Consumption_Attainment,Drinking_Water_Attainment_Code,Drinking_Water_Attainment,Impaired,SHAPE_Length
651,2018,CT4803-00_01,Beaver Brook (Lyme)-01,"From mouth at Eightmile River, along west side of Route 156, US to confluence with Cedar Pond Brook, Lyme.",1.86,Miles,RIVER,01080205,Lower Connecticut,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,9827.41183852404
652,2018,CT4803-01_01,Cedar Pond Brook (Lyme)-01,"Mouth on Beaver Brook, DS of Beaver Brook Road crossing, US to Cedar Lake outlet, US of Beaver Brook Road crossing, Lyme.",1.74,Miles,RIVER,01080205,Lower Connecticut,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,9200.03550414479
653,2018,CT5000-55_01,Unnamed trib to Oyster River (Milford)-01,"From Merwin Avenue crossing, US to RailRoad (Amtrak) crossing (just US of Quirkes Pond (included in segment)), Milford. ",1.47,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7776.93987857447
654,2018,CT5000-55_02,Unnamed trib to Oyster River (Milford)-02,"From RailRoad (Amtrak) crossing (just US of Quirks Pond), US to headwaters (inlet to unnamed swamp), just US of Cascade Boulevard (entrance to Light Sources Inc.), Milford.",0.43,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2245.53566801621
655,2018,CT5102-02_01,Spring Lot Brook (Westbrook)-01,"Mouth at INLET to Brook Pond (confluence with Trout Brook, head of Patchogue River) parallel to Dewolfe (McVeagh) Road near Patchogue River crossing, US to unnamed dirt access road crossing (off Dewolfe (McVeagh) Road) behind Westbrook High, Westbrook.",0.57,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,3000.70772823043
656,2018,CT5102-02_02,Spring Lot Brook (Westbrook)-02,"Unnamed dirt access road crossing (off Dewolfe (McVeagh) Road) behind Westbrook High, US to OUTLET of Vincent Pond (1/2 US of Fishing Brook Road crossing) Westbrook.",0.92,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4834.88353595912
657,2018,CT5103-00_01,Menunketesuck River (Westbrook/Clinton)-01,"Inlet to Chapman Pond (just DS Pleasant Valley Road crossing), Westbrook, US to Lockwood Lake outlet dam on Bushy Pond (just US of Woods Lane crossing), Clinton.",2.03,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,10740.838604056
658,2018,CT5103-00_02,Menunketesuck River (Clinton)-02,"Bushy Pond inlet (just DS Kelseytown Road crossing), Clinton, US to Kelseytown Reservoir outlet dam (just US Kelseytown Bridge Road crossing), Clinton.",1.78,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,9423.0065897383
659,2018,CT5103-00_03,Menunketesuck River (Killingworth)-03,"Kelseytown Reservoir inlet (northeast corner), Clinton-Killingworth border, US to North Roast Meat Hill Road crossing (just US Route 148 crossing), Killingworth.",5.17,Miles,RIVER,01100004,Quinnipiac,50,Inland Surface Waters Class AA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,No,27302.4120537657
660,2018,CT5103-01_01,Heft Brook (Killingworth/Haddam)-01,"Mouth at confluence with Menunketesuck River, just DS of Menunketesuck River Roast Meat Hill Road crossing (near Cockaponset State Forest) Killingworth, US to HW parallel to Perker Hill Road, just over the Haddam town line, Haddam.",4.09,Miles,RIVER,01100004,Quinnipiac,50,Inland Surface Waters Class AA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,No,21599.075939024
661,2018,CT5103-03_01,"Unnamed tributary, Menunketesuck River (Killingworth)-01","Mouth at confluence with Menunketesuck River segment3 DS Route 80 crossing, US to dam outlet of Killingworth Reservoir, US of Route 80 crossing, Killingworth.",0.49,Miles,RIVER,01100004,Quinnipiac,50,Inland Surface Waters Class AA,I,INSUFFICIENT INFORMATION,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,No,2612.02145620718
662,2018,CT5104-00_01,Indian River (Clinton/Killingworth)-01,"Head of tide at Indian Lake dam outlet, (DS end of Indian Lake, south side of I95), Clinton, US to headwaters (at wetland, just US of Hemlock Drive crossing, parallel to Route 81), Killingworth.",7.93,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,41875.4337918394
663,2018,CT5105-00_01,Chatfield Hollow Brook (Killingworth)-01,"Mouth at confluence Hammonasset River (DS of River Road crossing), US to Deer Lake outlet Dam, Killingworth.",1.03,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5441.50546591482
664,2018,CT5105-00_02,Chatfield Hollow Brook (Killingworth)-02,"Deer Lake inlet, US to foster Pond outlet, near Champlin Road, Killingworth.",1.02,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,5387.67666479652
665,2018,CT5105-00_03,Chatfield Hollow Brook (Killingworth)-03,"Foster Pond inlet, just DS of Route 80 crossing, US to Schreeder Pond outlet, just US of Route 80 crossing, Killingworth.",0.43,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,2277.19676427206
666,2018,CT5105-00_04,Chatfield Hollow Brook (Killingworth)-04,"Schreeder Pond inlet, parallel to Buck Road, US to confluence with Pond Meadow Brook (just DS of Old Mill Pond), Killingworth.",0.53,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2822.19968552572
667,2018,CT5105-01_01,Pond Meadow Brook-01,"Mouth at confluence Chatfield Hollow Brook (just DS of Old Mill Pond outlet dam on Chatfield Hollow Brook, in Chatfield Hollow State Park), US to Kroupa Pond outlet dam (just US of Route 148 crossing), Killingworth.",0.7,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,3718.10663272239
668,2018,CT5106-00_01,Hammonasset River-01,"From saltwater limit at DS most portion of I95 crossing, Madison/Clinton town border, US to Hammonassett Reservoir outlet dam (just US of Route 80 crossing), Killingworth/Madison town border.",8.07,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,42608.9547582679
669,2018,CT5106-00_02,Hammonasset River-02,"From Hammonassett Reservoir inlet (at northeastern most corner, just DS of Bunnell Bridge Road crossing), US to County Road crossing (just US of confluence with Bunker Hill Brook), Killingworth/Madison town border.",2.62,Miles,RIVER,01100004,Quinnipiac,50,Inland Surface Waters Class AA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,No,13852.0198204194
670,2018,CT5106-00_03,Hammonasset River-03,"From County Road crossing (just US of confluence with Bunker Hill Brook), Killingworth/Madison town border, US to Madison Road (Route 79) crossing at Madison/Durham border.",3.43,Miles,RIVER,01100004,Quinnipiac,50,Inland Surface Waters Class AA,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,No,18092.8661218694
671,2018,CT5107-00_01,Neck River-01,"From head of tide (marsh exit, parallel to Neck Road, DS of Route 1 crossing), US to headwaters (just northeast of Roure 80 and Route 79 rotary intersection, and south of aqueduct), Madison.",9.49,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,50109.1993191297
672,2018,CT5108-00_01,East River (Guilford)-01,"From Platner Dam (just US of Foot Bridge Road crossing, head of tide), US to 2nd unnamed tributary (below lakes), Guilford.",0.67,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3562.10049028786
673,2018,CT5108-01_01,Iron Stream (Guilford)-01,"Mouth at inlet to Upper Guilford Lakes, Guilford, US to confluence with Dowd Hollow Brook just US of Twin Bridge road crossing, Madison.",0.81,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,4261.86623747163
674,2018,CT5108-05_01,Dowd Hollow Brook (Madison)-01,"Confluence with Iron Stream, DS of Route 80 crossing, US to Race Hill Road crossing, Madison.",1.13,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,5964.78565436387
675,2018,CT5108-05_02,Dowd Hollow Brook (Madison)-02,"Race Hill Road crossing, US to water company diversion pipe, Madison. ",1.59,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,8410.19622444251
676,2018,CT5108-09_01,Little Meadow Brook (Guilford)-01,"Mouth at inlet to Capello Pond, DS of Madison Road crossing, US to outlet of unnamed pond, parallel to Little Meadow Road (south of Meadow Hills Road intersection,  southern most pond, three lakes in a row, top most is Mallers Pond), Guilford.",2.04,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,10794.7862418629
677,2018,CT5110-00_01,West River (Guilford)-01,"From Route 1 crossing (just DS of confluence with Spinning Mill Brook),  US to confluence with unnamed tributary from Thirsty Lake outlet (just DS of Flat Meadow Road crossing), Guilford.",2.22,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,11732.0753297123
678,2018,CT5110-00_02,West River (Guilford)-02,"From confluence with unnamed tributary from Thirsty Lake outlet (just DS of Flat Meadow Road crossing), US to confuence with Branch Brook (just US of Race Hill Road crossing, parallel with Route 77), DS of lake Quonnipaug outlet dam, Guilford.",5.41,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,28580.9787903428
679,2018,CT5110-01_01,Branch Brook (Guilford)-01,"Mouth at confluence with West River in golf course, US to Lake Menunkatuck outlet dam US Route 77 crossing, Guilford.",0.62,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,3298.73545047725
680,2018,CT5110-01_02,Branch Brook (Guilford)-02,"Inlet to Lake Menunatuck DS Great Hill Road crossing, US to HW US Beaver Head Rd crossing and west of unnamed subdivision Rd (includes Bartlett Pond), Guilford.",2.31,Miles,RIVER,01100004,Quinnipiac,50,Inland Surface Waters Class AA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,No,12201.9652855016
681,2018,CT5111-00_01,Branford River-01,"From Route 1 crossing (just DS of I95 crossing), US to confluence with Notch Hill Brook (US of School Ground Road crossing).",2.91,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,15349.0853716241
682,2018,CT5111-00_02,Branford River-02,"From confluence with Notch Hill Brook (US of School Ground Road crossing), Branford, US to Lake Gaillard outlet dam (southeast portion of lake), North Branford.",3.07,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,16203.569205812
683,2018,CT5112-00_01,Farm River (East Haven)-01,"Saltwater limit at marsh, just DS of Main Street Anx. crossing, southwest of Lake Saltonstall outflow, East Haven, US parallel to lake around west side to confluence Burrs Brook parallel along Route 80 and DS of crossing), North Branford.",6.14,Miles,RIVER,01100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,32430.9806664977
684,2018,CT5112-00_02,Farm River (North Branford)-02,"Confluence Burrs Brook just DSRoute 80 crossing, US to Pages Mill Pond outlet dam, US side Mill Road crossing, North Branford.",1.24,Miles,RIVER,01100004,Quinnipiac,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,N,NOT SUPPORTING,Yes,6558.49233801043
685,2018,CT5112-00_03a,Farm River (North Branford)-03a,"Inlet Pages Mill Pond between Totoket Road on west and Marjorie Drive on east, US to confluence Gulf Brook, North Branford. (Site15067, segment split 2016)",4,Miles,RIVER,01100004,Quinnipiac,50,Inland Surface Waters Class AA,I,INSUFFICIENT INFORMATION,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,No,20639.5546688781
686,2018,CT5112-00_03b,Farm River (North Branford)-03b,"Gulf Brook to HW just US of Hyla Lane crossing, and parallel to Route 17 (Middletown Avenue), North Branford. (Site15018)",4.87,Miles,RIVER,01100004,Quinnipiac,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,Yes,26176.4406505443
687,2018,CT5112-05_01,Gulf Brook (North Branford)-01,"Mouth at confluence with Farm River, along Route 22 just south of the intersection of Route 22 and Route 17, US to HW just south of Reeds Gap Road (near Guilford town line, and Lanes Pond area), North Branford.",3.42,Miles,RIVER,01100004,Quinnipiac,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,Yes,18067.8589057514
688,2018,CT5112-10_01,Burrs Brook-01,"From mouth at confluence with Farm River (just DS of Totoket Road crossing), US to Vic's Pond (on Tomasso property) outlet (part of hyro missing from NHD). Brook contributes to drinking water supply, Lake Saltonstall.",1.35,Miles,RIVER,01100004,Quinnipiac,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,Yes,7130.11852266958
689,2018,CT5112-10-trib_01,Unnamed Tributary to Burrs Brook (North Branford)-01,"Mouth on Burrs Brook, just DS of Doral Farms Road crossing, US to HW, near Route 22 and Twin Lakes Road intersection, North Branford.",0.64,Miles,RIVER,01100004,Quinnipiac,50,Inland Surface Waters Class AA,I,INSUFFICIENT INFORMATION,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,No,3388.86732904128
690,2018,CT5200-00_01,Quinnipiac River (North Haven/Wallingford)-01,"Sackett Point Road crossing (west of I91, and east of Route 15), North Haven, US to Toelles Road crossing (head of tide), Wallingford/North Haven town border.",5.05,Miles,RIVER,01100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,26663.6804276239
691,2018,CT5200-00_02,Quinnipiac River (North Haven/Meriden)-02,"Toelles Road crossing (head of tide, just east Route 15), Wallingford/North Haven town border, US to Hanover Pond outlet dam, Meriden. (Segment includes Community Lake portion)",8.5,Miles,RIVER,01100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,44896.8199436646
692,2018,CT5200-00_03,Quinnipiac River-03,"Hanover Pond inlet (at Oregon Road crossing, DS end of Quinnipiac Gorge), Meriden, US (through Gorge) to Waterworks (breached dam), just DS Cheshire/Meriden town border (parallel to River Road (Route 70)).",1.29,Miles,RIVER,01100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,N,NOT SUPPORTING,,Water Not Classified For Drinking Supply,Yes,6829.24606618401
693,2018,CT5200-00_04,Quinnipiac River-04,"From Waterworks (breached dam), just DS of Cheshire/Meriden town border (parallel to River Road (Route 70)), US to confluence with Tenmile River (US of Route 322 crossing, and US of Southington WPCF).",4.78,Miles,RIVER,01100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,25224.0194443386
694,2018,CT5200-00_05,Quinnipiac River-05,"From confluence with Tenmile River (US of Route 322 crossing, and US of Southington WPCF), US to Queen Street (Route 10) crossing (US of RailRoad crossing, North of I-84 crossing), Southington.",8.32,Miles,RIVER,01100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,43945.1178106421
695,2018,CT5200-00_06,Quinnipiac River-06,"From Queen Street (Route 10) crossing (US of RailRoad crossing, North of I-84 crossing), Southington, US to Hamlin Pond outlet dam (US of Pine Street crossing), Plainville.",3,Miles,RIVER,01100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,15816.1134259207
696,2018,CT5200-00_07,Quinnipiac River-07,"From Hamlin Pond inlet (northeast corner, just south of Route 72 and I84 connection and RailRoad), Plainville, US to headwaters at Dead Wood Swamp (west side of I84, near exit 37, just south of Route 6), Farmington.",3.5,Miles,RIVER,01100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,18471.8322641152
