OBJECTID,ACRES,USE_,MODIFICATIONS,LANDUSE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SHAPESTArea,SHAPESTLength
8315,2.88824724,,,Medium Density Residential,,,,,125812.066362621,1915.27281294887
8316,7.29636841,,,Medium Density Residential,,,,,317829.84970979,2886.02247891219
8317,13.99641759,,,Low Density Residential,,,,,609683.978194215,3269.22612643807
8318,10.96889349,,,Low Density Residential,,,,,477805.103290695,3938.56487245312
8319,35.5715771,,,Low Density Residential,,,,,1549498.07042601,11154.4652643668
8320,0.87737554,,,Low Density Residential,,,,,38218.5267928037,840.392859470694
8321,2.61849045,,,Medium Density Residential,,,,,114061.444499656,1403.0428567545
8322,9.28255389,,,Low Density Residential,,,,,404348.140885226,3024.59735954507
8323,47.05209757,Vocational Center,Changed 10/1/12 per KES,Industrial/Logistics,,,,,2049589.27113328,18265.5681291015
8324,9.28994092,,,Low Density Residential,,,,,404669.988734636,3723.29394019715
8325,1.81462374,,,Business/Commercial,,,,,79044.9708064789,1441.94884096073
8326,4.62490167,,,Medium Density Residential,,,,,201460.631699163,2024.08271968945
8327,0.38247069,,,Business/Commercial,,,,,16660.4301142693,626.390215574418
8328,0.86426807,,,High Density Residential,,,,,37647.543272748,916.06925482739
8329,8.06853462,,,Medium Density Residential,,,,,351465.351907436,3312.63613691207
8330,22.22684793,,,Business/Commercial,,,,,968201.408051366,4594.56763343445
8331,0.89933483,,,Low Density Residential,,,,,39175.0335869439,867.952393653823
8332,20.93555495,,,High Density Residential,,,,,911952.56428209,10243.8560043989
8333,6.60063289,,,Conservation,,,,,287523.557435106,3947.69253270133
8334,47.81254471,,,Institution/Government,,,,,2082714.5940826,5965.9828456156
8335,7.66837852,Park,10/14/10,Recreation,,,,,334034.626403638,2707.54311142928
8336,6.0344591,,,Conservation,,,,,262861.076400357,3071.13258154577
8337,173.92219503,,10/14/10,Agriculture/Open Space,,,,,7576050.52652869,21227.9717703257
8338,509.45416329,,10/14/10,Agriculture/Open Space,,,,,22191823.2800933,21932.1410913509
8339,96.38602695,,,Low Density Residential,,,,,4198575.28814852,22197.8782712275
8340,0.62766544,,,Low Density Residential,,,,,27341.0774645981,749.598600899185
8341,68.73771856,Mitigation Bank,,Conservation,,,,,2994215.20124842,7798.7687658718
8342,33.41952261,,,Conservation,,,,,1455754.32843936,16089.3279188416
8343,74.8194833,,,Conservation,,,,,3259136.64518219,33383.952337194
8344,76.98884111,,,Dominion Blvd Corridor District,,,,,146261169.094209,184904.828635165
8345,416.65584208,,,Low Density Residential,,,,,15680264.5264031,52023.3044809277
8346,17.79514476,,,Low Density Residential,,,,,775156.5817716,8361.17064988029
8347,9.65266684,,,Conservation,,,,,420470.135036329,3658.73375131694
8348,150.96574214,,,Medium Density Residential,,,,,6576067.60311376,40591.5822567587
8349,35.30138121,,,Medium Density Residential,,,,,1537728.29659575,7157.68355185392
8350,122.89649205,,10/6/10,Medium Density Residential,,,,,5353371.0887935,11164.9854179606
8351,8.23945662,,,Medium Density Residential,,,,,358910.840067918,4707.05645023218
8352,8.05534843,,,Medium Density Residential,,,,,350890.792394006,4132.04138437455
8353,3.51598496,,,Low Density Residential,,,,,153156.289905089,1737.33043539915
8354,1.06687493,,,Industrial/Logistics,,,,,46473.0488445381,1477.17661612534
8355,2.57904895,,,Low Density Residential,,,,,112343.377978444,1420.26576373312
8356,2.94931361,,,Medium Density Residential,,,,,128472.15667474,1507.55133814975
8357,9.7816147,,,Medium Density Residential,,,,,426087.20503073,4799.18416232877
8358,4.11941421,,,Medium Density Residential,,,,,179441.743807302,1737.94804666402
8359,3.18496556,,,Medium Density Residential,,,,,138737.085094654,1587.22696853709
8360,5.3610866,,,Low Density Residential,,,,,233528.991842292,2195.07565673105
8361,28.11693544,Golf Course,10/14/10,Recreation,,,,,1224773.81412836,8381.87756392288
8362,22.70961986,Vocational Center,,Institution/Government,,,,,989231.181431643,4198.62948532674
8363,2.2239681,,Per KS 11/15/2012,Recreation,,,,,96876.0584438337,1823.6449894965
8364,4.75776917,,,Low Density Residential,,,,,207248.540865037,3244.53053988574
8365,0.16956664,,,Business/Commercial,,,,,7386.32120183112,486.58622002032
8366,3.09646015,,,Medium Density Residential,,,,,134881.780551236,1636.34479568388
8367,1.22069587,,,Industrial/Logistics,,,,,53173.475593779,977.03392736206
8368,7.09343183,,,Medium Density Residential,,,,,308989.950832037,5016.03768549124
8369,52.39784112,,,Business/Commercial,,,,,2282449.90095554,10019.4610342586
8370,13.93671429,,,Business/Commercial,,,,,607083.325027979,3857.9275924331
8371,2.58302124,,,Business/Commercial,,,,,112516.398061949,1275.2956368525
8372,10.67005718,,,Medium Density Residential,,,,,464787.636939885,4363.22021369378
8373,15.39440228,,,Low Density Residential,,,,,670580.168772124,3706.51546838009
8374,0.76808361,,,Low Density Residential,,,,,33457.6825984386,1982.52892472326
8375,3.36286246,,,Low Density Residential,,,,,146486.239551528,2513.87295905504
8376,15.68865935,,,Low Density Residential,,,,,683398.100853587,9867.78595323151
8377,22.75436096,,,Conservation,,,,,991179.746802809,12447.9588834702
8378,26.09488906,,,Conservation,,,,,1136693.34415791,12838.2693732264
8379,14.569742,,,Low Density Residential,,,,,634657.856784905,7059.88828422819
8380,6.10863124,,,Low Density Residential,,,,,266091.9574749,3290.47541957649
8381,46.98921094,,,Conservation,,,,,2046849.90680376,13463.8031022854
8382,12.39559586,,,Conservation,,,,,539952.151895753,6318.59968890232
8383,3699.80378374,,10/14/10,Agriculture/Open Space,,,,,161162808.166497,77949.842033398
8384,28.35821491,,,Industrial/Logistics,,,,,1235284.01862104,7335.96525131621
8385,119.80706405,,10/6/10,Industrial/Logistics,,,,,5218795.74962897,14402.2682110924
8386,64.13650971,,,Industrial/Logistics,,,,,2793786.14499203,9035.92536118436
8387,53.52089119,,10/6/10,Industrial/Logistics,,,,,2331370.31061044,7510.57814747752
8388,8.47483548,,,Medium Density Residential,,,,,369163.868681399,6763.38319692133
8389,17.14409185,,,Business/Commercial,,,,,746796.541786605,3556.28700289525
8390,15.29278115,,,Medium Density Residential,,,,,666153.724112874,6096.05894275763
8391,10.47038261,,,Medium Density Residential,,,,,456089.843961592,3701.47939869269
8392,16.20577326,,,Low Density Residential,,,,,705923.518334537,4773.4071059283
8393,2.43743696,,,Low Density Residential,,,,,106174.740154113,1378.80496753893
8394,50.61620277,,,Industrial/Logistics,,,,,2204841.68150178,8341.06716268196
8395,1.18528287,,,Business/Commercial,,,,,51630.8853170345,1072.33984558425
8396,4.89503621,,,Medium Density Residential,,,,,213227.83225862,3204.22988488345
8397,8.19997957,,,Business/Commercial,,,,,357191.081309886,2398.51544079182
8398,4.8775508,,,Business/Commercial,,,,,212466.1748915,1971.97785416267
8399,17.73925169,,,Low Density Residential,,,,,772721.840830037,5884.8385860935
8400,2.58499583,,,Medium Density Residential,,,,,112602.481610545,2613.06639187011
8401,6.02114387,,,Low Density Residential,,,,,262281.04851668,2333.31878452815
8402,37.6616229,,,Low Density Residential,,,,,1640540.50976947,7573.17304079537
8403,89.5774893,,,Low Density Residential,,,,,3901995.28201689,17493.3939543125
8404,1.65092437,,,Low Density Residential,,,,,71914.2392194147,1327.82060672536
8405,9.35164899,,,Low Density Residential,,,,,407357.773108077,3335.21554461012
8406,18.44365976,,,Conservation,,,,,803405.755683167,13525.6501950297
8407,16.39559723,,,Conservation,,,,,714192.389595963,11739.0153381414
8408,4.96397204,,,Light Industry/Logistics,,,,,216230.777637322,2697.43913377103
8409,16.22609845,,,Light Industry/Logistics,,,,,706808.884978288,3549.21300225612
8410,7.81926727,,,High Density Residential,,,,,340607.488870449,4829.34894722905
8411,4.71514708,,,Medium Density Residential,,,,,205391.736859366,2249.26278733404
8412,4.11354935,,,High Density Residential,,,,,179186.139716844,2453.28763645218
8413,3.98043823,,,Medium Density Residential,,,,,173387.820213602,1702.86290880262
8414,9.14044038,,,Business/Commercial,,,,,398157.685564612,2689.95524244357
8415,73.48860077,Hospital,,Institution/Government,,,,,3201163.58740057,7706.62765776722
8416,0.89065779,,,Medium Density Residential,,,,,38797.0321789904,1039.0545754189
8417,3.89297546,,,Medium Density Residential,,,,,169577.950205458,1696.53192013622
8418,1.46476572,,,Medium Density Residential,,,,,63805.1745972599,1025.67515151025
8419,5.54112717,,,High Density Residential,,,,,241371.474804175,2204.53865153844
8420,4.02789046,,,Medium Density Residential,,,,,175454.851478429,1706.25121972804
8421,12.64997192,,,Industrial/Logistics,,,,,551032.73473561,4002.38810854201
8422,42.18726811,,,Industrial/Logistics,,,,,1837677.51417762,7342.80783722226
8423,34.87958246,,10/6/10,Industrial/Logistics,,,,,1519354.74579469,5518.35177178099
8424,3.49242165,,10/6/10,Industrial/Logistics,,,,,152129.911752362,2229.53708243262
8425,128.7735334,,,Industrial/Logistics,,,,,5609375.04419956,11731.5425975654
8426,54.27755133,,10/6/10,Industrial/Logistics,,,,,2364330.20011343,9135.78282546655
8427,28.72746565,Mitigation Bank,,Conservation,,,,,1251368.45890926,5358.78842143778
8428,1375.82013837,,10/14/10,Agriculture/Open Space,,,,,59930725.2606025,42050.8006096822
8429,7.96452255,,,Medium Density Residential,,,,,346934.624125841,4328.7928058894
8430,9.0643012,Golf Course,10/14/10,Recreation,,,,,394840.841329455,3336.85022713979
8431,190.17818625,,,Medium Density Residential,,,,,8284161.9873612,12471.4207740422
8432,5.6762771,,,Medium Density Residential,,,,,247258.697760281,3817.91175544175
8433,23.96903585,Golf Course,10/14/10,Recreation,,,,,1044091.13170537,7585.39512429214
8434,14.58734807,,,Medium Density Residential,,,,,635424.912373366,6947.82217377348
8435,44.88888945,School,,Institution/Government,,,,,1955359.93750927,5894.18757886553
8436,12.80372556,,,Medium Density Residential,,,,,557730.335911786,5896.31002818381
8437,11.91504062,,10/14/10,Recreation,,,,,519019.16159601,2898.48421191403
8438,12.97465184,,,Medium Density Residential,,,,,565175.675908909,3310.57507618813
8439,3.13263218,,,High Density Residential,,,,,136457.451123919,2345.47947040654
8440,0.37329805,,,High Density Residential,,,,,16260.8484964015,876.645106575355
8441,1.3045391,,,High Density Residential,,,,,56825.7278198898,1316.73859936524
8442,2.20408603,,,Medium Density Residential,,,,,96010.0188763038,1258.02961974628
8443,0.8882806,,,High Density Residential,,,,,38693.5187411988,942.319217216672
8444,0.75167579,,,Business/Commercial,,,,,32742.986874861,822.242733920113
8445,4.06800482,,,Low Density Residential,,,,,177202.269826665,1918.01571694781
8446,7.19726768,,,Low Density Residential,,,,,313512.92527152,2728.45511902261
8447,7.94241302,,,Industrial/Logistics,,,,,345971.469979324,2567.00099584981
8448,3.65756616,,,Business/Commercial,,,,,159323.595373333,2036.42055252083
8449,2.98267004,,,Medium Density Residential,,,,,129925.122462585,1598.87823350415
8450,3.79348886,,,Business/Commercial,,,,,165244.408055975,1638.68146210441
8451,5.31779935,,,Medium Density Residential,,,,,231643.396418717,2501.89326394283
8452,2.74972203,,,Medium Density Residential,,,,,119777.975522728,1537.13988072476
8453,367.86208566,,10/14/10,Low Density Residential,,,,,16024072.7882795,16369.6599966583
8454,3.17159629,,,Medium Density Residential,,,,,138154.699017446,1710.06598598976
8455,19.83078279,,,Low Density Residential,,,,,863828.85411735,7162.56141159936
8456,2.75278924,,,Medium Density Residential,,,,,119911.545406688,1538.33659975541
8457,13.10452784,,,Low Density Residential,,,,,570833.29962648,5254.57665632218
8458,409.16087762,Mall,093010 to Multi Use then 051413 to RMU,Regional Mixed Use,,,,,17823409.8395279,50637.802577813
8459,10.31910664,,,Low Density Residential,,,,,449500.303803537,2691.01817325503
8460,4.00913138,,,Medium Density Residential,,,,,174637.786468544,1715.83524127494
8461,5.55444133,,,Medium Density Residential,,,,,241951.456724234,2129.58149814736
8462,4.58267462,,,Low Density Residential,,,,,199621.300944613,1917.65250905336
8463,1.34992222,,10/6/10,Low Density Residential,,,,,58802.5736662487,1154.18917227942
8464,5.00407182,,10/6/10,Recreation,,,,,217977.388459759,2484.69736606052
8465,2.39199457,,,Medium Density Residential,,,,,104195.29456191,1543.0235443545
8466,4.55203716,,,Medium Density Residential,,,,,198286.641195177,2031.80393989767
8467,5.62584306,,,Medium Density Residential,,,,,245061.713665659,2130.64093013253
8468,3.80123986,,,Medium Density Residential,,,,,165581.985043268,1681.33136939996
8469,2.24608829,,,Medium Density Residential,,,,,97839.534996764,1517.01784441671
8470,5.51264858,,,Medium Density Residential,,,,,240130.957498776,2120.97559288227
8471,2.27445097,,,Medium Density Residential,,,,,99075.074375794,1516.21035141484
8472,391.86162433,,,Low Density Residential,,,,,17069492.329461,46971.7539743508
8473,0.00044803,,,Business/Commercial,,,,,19.5163489564991,109.429938294965
8474,0.00065969,,,Business/Commercial,,,,,28.7414191911764,103.77632415007
8475,0.00027678,,,Business/Commercial,,,,,12.0638826562355,147.801909634005
8476,18.05481475,,,Low Density Residential,,,,,786467.72396265,3673.50341915549
8477,96.51093044,,10/14/10,Agriculture/Open Space,,,,,4204016.11259201,10338.2091940058
8478,0.00088979,,,Business/Commercial,,,,,38.7095638412088,1069.87288056331
8479,24.25698914,,,Business/Commercial,,,,,1056634.43230868,4306.85634613935
8480,8708.87929016,,10/14/10,Agriculture/Open Space,,,,,379417889.845834,235384.943878625
8481,304.10052628,,10/14/10,Agriculture/Open Space,,,,,13246618.3689555,16002.0874087497
8482,1101.42685151,,10/14/10,Agriculture/Open Space,,,,,47978154.6516975,34140.4388638784
8483,42.09964064,,10/14/10,Agriculture/Open Space,,,,,1833860.25062126,6756.39760301569
8484,14.03268372,School,,Institution/Government,,,,,611263.764850512,3194.27198456273
8485,5.39282616,,,Low Density Residential,,,,,234911.511165106,2251.2583893669
8486,215.22318725,,,Low Density Residential,,,,,9375122.18525372,23644.7148532043
8487,3.37604507,,,Business/Commercial,,,,,147060.543603837,1699.71349047136
8488,28.43300922,,,Medium Density Residential,,,,,1238541.79576956,11202.1706265726
8489,9.18753033,Golf Course,10/14/10,Recreation,,,,,400208.681732374,3989.66341444883
8490,120.8566513,,10/6/10,Industrial/Logistics,,,,,5264515.5786342,14499.1807139928
8491,5.24451714,,,Low Density Residential,,,,,228451.169261148,2105.28694212886
8492,24.76156282,,,Conservation,,,,,1078613.65116824,7696.3581018385
8493,17.80866375,,,Business/Commercial,,,,,775745.609004849,5195.28284844701
8494,12.39145046,,,Medium Density Residential,,,,,539771.578222097,3678.7640430792
8495,7.88723456,,,Business/Commercial,,,,,343567.910142867,3095.54401560281
8496,0.5155324,,,Medium Density Residential,,,,,22456.5429129331,738.747872321893
8497,29.35505889,,,Medium Density Residential,,,,,1278706.43273525,10388.0380788969
8498,5.87885929,,,Low Density Residential,,,,,256083.173826228,2498.92048136948
8499,3.31120627,,,Business/Commercial,,,,,144236.079894967,1567.5318336534
8500,74.52747516,,,Industrial/Logistics,,,,,3246416.77841793,7993.00984122294
8501,5.02579168,,,Low Density Residential,,,,,218923.502749947,2096.37433045413
8502,5.54318395,,,Medium Density Residential,,,,,241461.108042458,2120.36980139327
8503,5.12222264,,,Low Density Residential,,,,,223123.95396535,1949.8656810485
8504,2.23385998,,,Medium Density Residential,,,,,97306.8607793285,1505.35501294281
8505,26.01470167,,,High Density Residential,,,,,1133200.38240827,9514.2992834216
8506,3.7999027,,,Medium Density Residential,,,,,165523.758123608,1681.09253877523
8507,1.88684514,,,Medium Density Residential,,,,,82191.014695208,1246.41321022759
8508,3.26830998,,,Conservation,,,,,142367.557561157,3081.4794348568
8509,14.94590138,,,Low Density Residential,,,,,651043.449116716,5363.98003098129
8510,3.81185968,,,Medium Density Residential,,,,,166044.740085087,1683.06246577279
8511,5.75737381,,,Low Density Residential,,,,,250791.233722805,2381.55481566254
8512,21.95823906,,,Conservation,,,,,956500.775920851,7014.93688459191
8513,3.99016718,,,Low Density Residential,,,,,173811.852386515,2285.28863646272
8514,3.80773138,,,Medium Density Residential,,,,,165864.825722908,2145.68485739447
8515,3.59149255,,,Medium Density Residential,,,,,156445.456691866,1578.66891320676
8516,21.19263251,,,Low Density Residential,,,,,923150.922498325,8723.40725122429
8517,10.56972545,,,Low Density Residential,,,,,460417.33528498,3452.96768882943
8518,1.59410677,,,Medium Density Residential,,,,,69439.36053656,1579.01178556211
8519,3.14162484,,,Low Density Residential,,,,,136849.158447144,1597.08394817011
