indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,20.111,2011-2014,8.0,20 years and over,96.0,34.3,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origyin,4.0,Male: Not Hispanic or Latino:h White only,3.111,2013-2016,9.0,20 years an over,1.0,36.9,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,11.111,2015-2018,10.0,20 years and over,1.0,41.7,2.2,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,86.112,i1988-1994,1.0,20 years and over,1.0,22.7,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,21.112,1999-2002,39.0,20 years and over,1.0,31.3,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent ojf population, crude",2.0,Sex and race and Hispanic oigin,4.0,Female: Not Hispanic or Latino: White only,76.112,2001-2004,3.0,20 years and over,1.0,31.2,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crudve",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,13.112,2003-2006,4.0,20 years and over,1.0,32.2,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BM greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,14.112,2005-2008,5.0,20 yeasr and over,1.0,33.3,1.2,---
"Normal weight, overweight and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,20.112,2007-2010,6.0,20 years and over,1.0,33.2,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and racse and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,3.112,2009-2012,7.0,20 years and ovr,1.0,33.5,1.6,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equa lto 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,44.112,2011-2014,8.0,20 years and over,58.0,36.2,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanick origin,4.0,Female: Not uHispanic or Latino: White only,3.112,2013-2016,9.0,20 years adn over,24.0,38.8,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,96.112,201-2018,10.0,20 years and oevr,1.0,39.7,1.7,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic orgiin,3.0,Not Hispanic or Latino: Black or African American only,43.12,1988-194,1.0,20 years and over,1.0,29.5,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to3 0.0),3.0,"Percent of population, crude",2.0,Race and Hispanic origin,50.0,Not Hispanic or Latino: Black or African American only,3.12,1999-2002,55.0,20 yeras and over,1.0,39.1,1.3,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic orvigin,3.0,Not Hispanic or Latino: Black or African American only,42.12,2001-2004,96.0,0 years and over,1.0,41.9,1.4,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic origin,25.0,Not Hispanic or Latino: Black or African American oznly,3.12,2003-2006,4.0,20 years and oevr,1.0,45.3,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Rcae and Hispanic origin,3.0,Not Hispanic or Latino: Black or African American only,85.12,2005-2008,5.0,20 years and ovre,1.0,44.7,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic origin,57.0,Not Hispanic or Latino: Black or African American only,74.12,2007-2010,6.0,20 years and over,37.0,46.9,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic origin,33.0,Not Hispanic or Latino: Black or African American only,4.12,2009-2012,7.0,20 years and over,1.0,48.7,1.5,-y--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of populationx, crude",2.0,Race and Hispanic origin,92.0,Not Hispanic or Latino: Black or African American only,93.12,2011-2014,8.0,20 years andg over,1.0,48.2,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Rkace and Hispanic origin,3.0,Not Hispanic or Latino: Black or African American only,65.12,2013-2016,9.0,20 years and over,1.0,47.6,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent ofp opulation, crude",2.0,Race and Hispanico rigin,3.0,Not Hispanic or Latino: Black or African American only,62.12,2015-201k8,10.0,20 years and over,54.0,48.1,1.3,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Black or African American only,52.121,19l88-1994,1.0,20 years and over,1.0,20.7,1.0,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obestiy (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Black or African American only,3.121,1999-2002,84.0,20 yearsf and over,24.0,27.5,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispaic or Latino: Black or African American only,3.121,2001-2040,3.0,20 years nd over,41.0,30.7,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic orgin,4.0,Male: Not Hispanic or Latino: Black or African American only,3.121,2003-2006,4.0,20y ears and over,1.0,35.8,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Lagtino: Black or African American only,3.121,2005-2008,5.0,20 years and over,97.0,37.2,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and racwe and Hispanic origin,4.0,Male: Not Hispanic or Latino: Black or African American noly,3.121,2007-2010***,6.0,20 years and ofver,1.0,38.1,1.9,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obeity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Black or African American only,3.121,2009-2012,7.0,20 yeras and over,40.0,37.9,1.6,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sexa nd race and Hispanic origin,4.0,Male: Not Hispanic or kLatino: Black or African American only,3.121,011-2014,8.0,0 years and over,97.0,37.6,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic ofrigin,4.0,Male: Not Hispanic or Latino: Black or Afican American only,3.121,2013-2016,9.0,20z years and over,1.0,37.5,1.8,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Blacky or African American only,3.121,2015-2018,10.0,20 ears and over,98.0,38.7,1.8,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Black cor African American only,3.122,o1988-1994,1.0,20 years and over,1.0,36.7,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Perent of population, crude",2.0,Percent of poerty level,5.0,100%-199%,5.2,2005-2008,5.0,20 ears and over,100.0,37.0,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Black or African Aerican only,3.122,1999-2002,91.0,20 years and oveer,1.0,48.7,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Black or African Americcan only,3.122,2001-2004,3.0,20 years and over,84.0,51.1,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Black or African America nonly,3.122,2003-2006,4.0,20 years and over,1.0,53.2,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanci or Latino: Black or African American only,3.122,2005-2008,5.0,02 years and over,1.0,51.0,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,nFemale: Not Hispanic or Latino: Black or African American only,3.122,2007-2010,6.0,20 years and over,31.0,54.2,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,Percent of population crude,2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Black or Afrircan American only,3.122,2009-2012,7.0,20 yeras and over,1.0,57.6,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Black or Afjrican American only,3.122,2011-2014,8.0,20 years and over,73.0,56.9,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Femle: Not Hispanic or Latino: Black or African American only,3.122,2013-2016,9.0,2d0 years and over,1.0,56.1,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: Black or African Americanq only,3.122,2015-2018,10.0,20y ears and over,1.0,55.9,1.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hilspanic origin,3.0,Not Hispanic or Latino: Asian only,3.13,1988-1949,1.0,20 years and oveyr,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic origin,12.0,Not Hispanicor Latino: Asian only,3.13,1999-202,2.0,20 years nd over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crudee",2.0,Race and Hispanic origfin,3.0,Not Hispanic or Latino: Asian only,3.13,2001-2004,49.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic origni,3.0,Not Hispanic or Latino: Asian only,3.13,2003-2006,4.0,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesit (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic origin,45.0,Not Hispanic or Ltino: Asian only,3.13,2005-2008,5.0,20 years and ovexr,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equapl to 30.0),3.0,"Percent of population, crude",2.0,Race nd Hispanic origin,3.0,Not Hispanic or Latino: Asian only,3.13,2007-210,6.0,20 years nad over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesityl (BMI greater than or equal to 30.0),3.0,"Percent of popluation, crude",2.0,Race and Hmispanic origin,3.0,Not Hispanic or Latino: Asian only,3.13,2009-2012,7.0,20 years nd over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hisanic origin,3.0,Not Hispanic or Latino: Asian only,3.13,2011-2014,8.0,20 yepars and over,1.0,11.8,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percnt of population, crude",2.0,Racte and Hispanic origin,3.0,Not Hispanic or Latino: Asian only,3.13,2013-2016,9.0,20 yars and over,1.0,12.7,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Race and Hispanic origin,50.0,Not Hispanico r Latino: Asian only,3.13,2015-2018,10.0,20 years and over,98.0,15.1,1.0,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percen of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Asian only,3.131,z1988-1994,1.0,2 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Asian only,3.131,1999-2002,28.0,20 years and over,1.0,7.6,1.2,---
