OBJECTID,Case_id,SN_Full,Geo_State,Prjt_Name,Ref_Num,Acq_Method,Int_Acq,Esmt_Rgts,Acc_Rgts,Esmt_exp,Acq_Fund,Fund_Year,Purpose,Pmnt_Made,Acq_Value,Width,Length_Feet,Length_Miles,Area_Acq,Deed_Sign,Recorded,County_Rec,Tax_ID,Rsts_Acq,NGO_Name,NGO_Invol,Title_Acpt,Public_Display,Source,Other_Funds,Appropriation_Reference,Administrating_Agency,Media_Links,Photo_Links,ID,SHAPE_Length,SHAPE_Area
742,9428307,NMNM   126178,NM,CLEMMONS,,,,Exclusive,,,"LWCF;",,,"$108,800.0","$108,800.0",,,,640,2011/07/26 00:00:00+00,BK683 PG782,CHAVES,,ALL SURFACE RIGHTS U.S.,,,2013/02/27 00:00:00+00,Yes,CadNSDI,,,BLM ROSWELL FO,,,,0.063724220921298,0.00025171780918541
743,9430893,MTM    09905301,MT,MEETEETSE SPIRES,,,Fee,Exclusive,,,"LWCF;",,"RECREATION,300","$1,252,654.0","$1,252,654.0",,,,258.8,2010/01/19 00:00:00+00,340401:,CARBON,,ALL SURFACE RIGHTS U.S.,,,2011/01/26 00:00:00+00,Yes,CadNSDI,,,BLM BILLINGS FO,,,,0.0487931513330947,0.000120197508817408
744,9431756,IDI    036975,ID,MCDOWELL,,,Fee,Exclusive,,,"LWCF;",,WILDLIFE AREA,"$180,000.0","$180,000.0",,,,71.25,2012/07/18 00:00:00+00,INST 1421947,BONNEVILLE,,"ALL SURFACE RIGHTS U.S., ALL MINERALS",THE CONSERVATION FUND,,2012/07/27 00:00:00+00,Yes,CadNSDI,,,,,,,0.0317956456695937,3.18555149154492e-05
745,9445997,MTM    09328808,MT,LEWIS AND CLARK NHT,,,Fee,Exclusive,,,"LWCF;",,"RECREATION,855.61","$717,000.0","$4,500.0",,,,855.61,2011/11/04 00:00:00+00,"166353, BK139 PG756",BROADWATER,,"ALL MINERALS, ALL SURFACE RIGHTS U.S., SUBJ TO EXISTNG R/W-ESMT",,,2012/01/30 00:00:00+00,Yes,CadNSDI,,,BLM-BUTTE FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=LEWIS%20AND%20CLARK%20National,,0.0849192751412289,0.000403340770076667
746,9446225,COC    074897,CO,DOMINGUEZ-ESCAL NCA,,,Fee,Exclusive,,,"LWCF;",,"RIPARIAN,402,3,RECREATION,402","$3,527,500.0","$3,526,300.0",,,,402.69,2012/05/16 00:00:00+00,RCPT 2612938,MESA,,ALL SURFACE RIGHTS U.S.,,,2012/05/16 00:00:00+00,Yes,CadNSDI,,,BLM CO STATE OFFICE,https://www.blm.gov/press-release/bureau-land-management-increase-public-access-along-gunnison-river,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=DOMINGUEZ-ESCAL,,0.133400840303049,0.000165387720085455
747,9447484,UTU    088491,UT,PARIETTE WETLANDS,,,Fee,Exclusive,,,"LWCF;",,WETLANDS,"$400,000.0","$400,000.0",,,,160,2014/01/21 00:00:00+00,2014000900,UINTAH,,"ALL SURFACE RIGHTS U.S., WATER, ALL MINERALS, UNRESERVED MIN",,,2014/02/26 00:00:00+00,Yes,CadNSDI,,,BLM VERNAL FIELD OFFICE,,,,0.0405551287280962,6.81627007465522e-05
748,9448216,CACA   052767,CA,UPPER SAC RIVER ACEC,,,Fee,Exclusive,,,"LWCF;",,,"$420,000.0","$420,000.0",,,,9,2012/07/20 00:00:00+00,DOC NO. 2012-008146,TEHAMA,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2012/09/11 00:00:00+00,Yes,CadNSDI,,,BLM REDDING FO,,,,0.0331969406576005,6.74388889161338e-05
749,9450376,COC    074937,CO,CANYONS ANCIENTS,,,Fee,Nonexclusive,,,"LWCF;",,"CULTURAL,RECREATION,WILDLIFE,1855","$981,343.4","$974,000.0",,,,1855,2011/07/22 00:00:00+00,RCPT 577876,MONTEZUMA,,ALL SURFACE RIGHTS U.S.,,,2011/07/22 00:00:00+00,Yes,CadNSDI,,,BLM CO STATE OFFICE,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=CANYONS%20ANCIENTS%20NM,,0.171950436505953,0.000769820618496647
750,9450382,CACA   052790,CA,CA WILDERNESS,,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,600","$650,000.0","$650,000.0",,,,519.96,2012/09/29 00:00:00+00,2012-16427,MENDOCINO,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2013/02/14 00:00:00+00,Yes,CadNSDI,,,BLM ARCATA FO,,"Search: ""California WILDERNESS"" | Flickr",,0.104778955051933,0.000220409148192097
751,9457222,OROR   066749,OR,CASCADE-SISKIYOU NM,TCF PHASE 3,,Fee,Exclusive,,,"LWCF;",,,$0.00,"$536,000.0",,,,610.36,,INST #2014-005137,JACKSON,,"ALL MINERALS, ALL SURFACE RIGHTS U.S., SUBJ TO EXISTNG R/W-ESMT",,,2014/09/02 00:00:00+00,Yes,CadNSDI,,,,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=CASCADE-SISKIYOU,,0.0828678028372017,0.000268628391860184
752,9459706,OROR   066748,OR,STEENS MTN WILDERNES,,,Fee,Exclusive,,,"LWCF;",,WILDERNESS,"$18,326.0","$18,326.0",,,,33.32,2012/08/22 00:00:00+00,INST #2012-1327,HARNEY,,"ALL SURFACE RIGHTS U.S., SUBJ TO EXISTNG R/W-ESMT",,,2013/01/09 00:00:00+00,Yes,CadNSDI,,,BLM BURNS DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Steens%20Mountain%20CMPA,,0.0233256425516492,1.45090137436678e-05
753,9462403,MTM    102729,MT,UMNWSR/L&CNHT,,,Fee,Exclusive,,,"LWCF;",,"RECREATION,652","$425,000.0","$425,000.0",,,,651.65,2012/06/08 00:00:00+00,108240,CHOUTEAU,,,,,2012/09/06 00:00:00+00,Yes,CadNSDI,,,BLM LEWISTOWN FO,,,,0.124261339707092,0.000316524212136814
754,9465515,COC    075015,CO,FISHERMANS BRIDGE,,,Fee,Exclusive,,,"LWCF;",,"RECREATION,3.97,RIPARIAN,3.97,0.12","$157,000.0","$157,000.0",,,,3.97,2012/09/05 00:00:00+00,RCPT 402324,CHAFFEE,,"WATER, ALL SURFACE RIGHTS U.S.",,,2012/10/15 00:00:00+00,Yes,CadNSDI,,,BLM CO STATE OFFICE,,,,0.016613761254941,1.69791906566288e-05
755,9468330,CACA   052970,CA,OWENS PEAK WILDERNESS,,,Fee,Exclusive,,,"LWCF;",,,"$50,000.0","$50,000.0",,,,40,2015/08/28 00:00:00+00,0215131988,KERN,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,2015/11/05 00:00:00+00,Yes,CadNSDI,,,BLM BAKERSFIELD FO,,"Search: ""California WILDERNESS"" | Flickr",,0.0161568638415022,1.61465881659502e-05
756,9468924,IDI    037111,ID,UPPER SNAKE/SF SNAKE,SN-IDI-33685,,Fee,Exclusive,,,"LWCF;",,WILDLIFE AREA,"$1,800,000.0","$1,800,000.0",,,,431,2012/02/15 00:00:00+00,INSTR# 1410518,BONNEVILLE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",THE CONSERVATION FUND,,2012/03/22 00:00:00+00,Yes,CadNSDI,,,,,,,0.0809574628586059,0.000197048388740443
757,9469320,CACA   052982,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,,"$184,000.0","$184,000.0",,,,159.02,2014/05/14 00:00:00+00,WD 000214067953,KERN,,"ALL SURFACE RIGHTS U.S., SUBJ TO EXISTNG R/W-ESMT, COMPLEX RESERVAT/SEGR",,,2015/03/23 00:00:00+00,Yes,CadNSDI,,,BLM BAKERSFIELD FO,,"Search: ""California WILDERNESS"" | Flickr",,0.058002898465823,6.54750672504036e-05
758,9469591,CACA   052986,CA,SJ/SRMNM,PROJ-B018,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,480,T&E,480,BIGHORN","$156,000.0","$156,000.0",,,,480,2012/05/11 00:00:00+00,WD #2012-0231890,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2012/07/30 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.0634433639261061,0.000187057566210458
759,9469643,CACA   052991,CA,SJ/SRMNM,PROJ-B018,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,160,T&E,160,BIGHORN","$70,000.0","$80,000.0",,,,160,2012/07/18 00:00:00+00,WD #2012-0357018,RIVERSIDE,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR, ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2012/09/04 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.103999399841993,6.22804124840454e-05
760,9469955,CACA   052993,CA,SJ/SRMNM,PROJ-B018,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,448.8,T&E,448.8,BIGHORN","$191,000.0","$191,000.0",,,,448.8,2012/06/22 00:00:00+00,WD #2012-0310515,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S., PAR 6-8, ALL MINERALS, ALL SURFACE RIGHTS U.S., PAR 2-4,  6-8, ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR, PAR 1, 5",,,2012/08/06 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.138198875592967,0.000140225513722817
761,9473923,CACA   053026,CA,CARRIZO PLAIN NM,,,Fee,Exclusive,,,"LWCF;",,,"$132,000","$128,000.0",,,,160,2015/10/15 00:00:00+00,2015055735,SAN LUIS OBISPO,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2016/01/04 00:00:00+00,Yes,CadNSDI,,,BLM BAKERSFIELD FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=CARRIZO%20PLAINs,,0.0322874727569227,6.45483923452198e-05
762,9476343,CACA   053073,CA,BIG MORONGO CYN ACEC,PROJ-B009,,Fee,Exclusive,,,"LWCF;",,"T&E,120,BIGHRN SHEEP","$72,000.0","$72,000.0",,,,120,2012/04/26 00:00:00+00,GWD 2012-0187748,SAN BERNARDINO,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2012/07/19 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,,,0.0276102078705169,4.75505346544823e-05
763,9491053,IDI    037202,ID,ERICKSON,PROJ-DO22,,Easment,Exclusive,,,"LWCF;",,,"$945,000.0","$945,000.0",,,,814.43,2013/09/23 00:00:00+00,407642,JEFFERSON,,"COMPLEX RESERVAT/SEGR,  COMPLEX SEE DEED",TETON REGIONAL LAND TRUST,,2014/02/06 00:00:00+00,Yes,CadNSDI,,,,,,,0.11582977153308,0.000417379375053284
764,9497916,IDI    037227,ID,BIRCH,PROJ-DO22,,Easment,Exclusive,,,"LWCF;",,,"$400,000.0","$400,000.0",,,,264.75,2013/08/21 00:00:00+00,545416,FREMONT,,"COMPLEX RESERVAT/SEGR,  COMPLEX SEE DEED",TETON REGIONAL LAND TRUST,,2014/01/31 00:00:00+00,Yes,CadNSDI,,,,,,,0.0539747154417603,0.000127682729352458
765,9502167,CACA   053255,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,20","$14,000.0","$14,000.0",,,,20,2012/07/26 00:00:00+00,WD #2012-0303483,SAN BERNARDINO,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2012/09/04 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0124668951677934,8.02680021590939e-06
766,9503677,OROR   067019,OR,CASCADE-SISKIYOU NM,PROJ  H074,,Fee,Exclusive,,,"LWCF;",,,"$50,000.0","$50,000.0",,,,40,2012/12/20 00:00:00+00,2012-044674,JACKSON,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2013/02/06 00:00:00+00,Yes,CadNSDI,,,BLM MEDFORD DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=CASCADE-SISKIYOU,,0.017282575321783,1.82939495626022e-05
767,9509585,COC    075280,CO,ALEX-YELLOW JACKET,,,Fee,Exclusive,,,"LWCF;",,"CULTURAL,800,RECREATION,800,RIPARIAN,800,3.0,WETLANDS,800,FISHERIES,800","$780,000.0","$800,000.0",,,,800,2014/04/09 00:00:00+00,RCPT 594030 WTR RTS,MONTEZUMA,,"ALL MINERALS, SUBJ TO EXISTNG R/W-ESMT, WATER",,,2014/11/17 00:00:00+00,Yes,CadNSDI,,,BLM CO STATE OFFICE,,,,0.130735186817882,0.000329175099931261
768,9509586,COC    075281,CO,BURRO POINT,,,Fee,Exclusive,,,"LWCF;",,"WILDLIFE,182,CULTURAL,182,RECREATION,182","$364,000.0","$364,000.0",,,,182.2,2012/04/23 00:00:00+00,RCPT 582364,MONTEZUMA,,"ALL SURFACE RIGHTS U.S., SUBSURFACE ESTATE, /1/",,,2012/07/17 00:00:00+00,Yes,CadNSDI,,,BLM CO STATE OFFICE,,,,0.0469263826965576,7.33732488493951e-05
769,9509587,COC    075282,CO,UPPER YELLOW JACKET,,,Fee,Exclusive,,,"LWCF;",,"CULTURAL,442,RECREATION,442,RIPARIAN,442,2.0,WETLANDS,442,WILDLIFE,442","$347,000.0","$347,000.0",,,,441.6,2014/05/28 00:00:00+00,RCPT 594788,MONTEZUMA,,"ALL MINERALS, ALL SURFACE RIGHTS U.S., WATER",,,2014/11/17 00:00:00+00,Yes,CadNSDI,,,BLM CO STATE OFFICE,,,,0.100399959309015,0.000182371226108756
770,9512830,CACA   053314,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,60,T&E,60,TORTOISE","$24,500.0","$24,500.0",,,,60,2012/09/20 00:00:00+00,WD #2012-0434185,SAN BERNARDINO,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,2012/11/27 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0276343752829228,2.38053730483355e-05
771,9519986,OROR   067089,OR,TABLE ROCK PHASE II,,,Fee,Exclusive,,,"LWCF;",,,"$880,440.0","$880,440.0",,,,440.22,2012/11/16 00:00:00+00,2012-039822,JACKSON,,"ALL SURFACE RIGHTS U.S., ALL MINERALS, SUBJ TO EXISTNG R/W-ESMT",,,2013/05/10 00:00:00+00,Yes,CadNSDI,,,BLM MEDFORD DO,https://www.blm.gov/press-release/explore-more-dig-deep-nature-table-rocks,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Table%20Rocks%20Area%20of%20Critical%20Environmental%20Concern,,0.0856155351901463,0.000214859017201689
772,9523711,OROR   067168,OR,CASCADE-SISKIYOU NM,TCF PHASE IV,,Fee,Exclusive,,,"LWCF;",,,"$185,000.0","$185,000.0",,,,160,2013/09/06 00:00:00+00,2013-031198,JACKSON,,"ALL MINERALS, ALL SURFACE RIGHTS U.S., SUBJ TO EXISTNG R/W-ESMT",,,2014/08/29 00:00:00+00,Yes,CadNSDI,,,BLM MEDFORD DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=CASCADE-SISKIYOU,,0.0341358202619247,7.12961635093688e-05
773,9523714,OROR   067169,OR,CASCADE-SISKIYOU NM,TCF PHASE V,,Fee,Exclusive,,,"LWCF;",,,"$185,000.0","$185,000.0",,,,160,2013/11/19 00:00:00+00,2013-039575,JACKSON,,"ALL SURFACE RIGHTS U.S., ALL MINERALS",,,2014/09/15 00:00:00+00,Yes,CadNSDI,,,BLM MEDFORD DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=CASCADE-SISKIYOU,,0.0341034160676527,7.11041204498341e-05
774,9528363,OROR   067203,OR,CASCADE-SISKIYOU NM,PROJ H074,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS;40","$68,000.0","$68,000.0",,,,80,2012/12/18 00:00:00+00,2012-044121,JACKSON,,"ALL SURFACE RIGHTS U.S., ALL SURFACE RIGHTS U.S., ALL MINERALS, SUBJ TO EXISTNG R/W-ESMT",,,2013/02/06 00:00:00+00,Yes,CadNSDI,,,BLM MEDFORD DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=CASCADE-SISKIYOU,,0.0246075284462211,3.65397187062241e-05
775,9533170,CACA   053591,CA,SJ/SRMNM,PROJ-B018,,Fee,Exclusive,,,"LWCF;",,"T&E,159.63,BIGHORN,WILDERNESS,109","$860,000.0","$860,000.0",,,,159.63,2013/01/02 00:00:00+00,WD #2013-0016213,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2013/02/21 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.0371272716853901,6.00249810164832e-05
776,9533955,CACA   053599,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"T&E,320,BIGHORN,WILDERNESS,320","$96,000.0","$96,000.0",,,,320,2013/01/15 00:00:00+00,WD 2012-003027,IMPERIAL,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S",,,2013/04/12 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0489609853373372,0.000125050137749661
777,9533967,CACA   053600,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"T&E,WILDERNESS","$105,000.0","$105,000.0",,,,159.15,2012/11/07 00:00:00+00,WD #2012-027628,IMPERIAL,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S",,,2013/02/13 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0376396255909851,6.24823831998867e-05
778,9533969,CACA   053604,CA,MOJAVE TRAILS N MON,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,240","$72,000.0","$72,000.0",,,,240,2012/11/02 00:00:00+00,WD #2012-0502528,SAN BERNARDINO,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S",,,2012/11/30 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=MOJAVE%20TRAILS%20NM,,0.0497654445370444,9.59703930707253e-05
779,9533970,CACA   053605,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"T&E,170,TORTOISE,WILDERNESS,170","$68,000.0","$68,000.0",,,,170,2012/12/14 00:00:00+00,WD #2013-0213002580,KERN,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S",,,2013/02/08 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0665945247703223,6.89769132136408e-05
780,9539473,NMNM   128741,NM,KATERINA,PROJ-LXLAGS5130000,,Fee,Exclusive,,,"LWCF;",,,"$402,500.0","$402,500.0",,,,1788.89,2012/12/10 00:00:00+00,BK-705 PG 1196,CHAVES,,ALL SURFACE RIGHTS U.S.,,,2012/12/10 00:00:00+00,Yes,CadNSDI,,,,,,,0.228768134337104,0.000706965169481987
781,9547878,UTU    089254,UT,RED CLIFFS NCA,LXLAJ6060000,,Fee,Exclusive,,,"LWCF;",,"T&E;DESERT TORTOISE","$1,000,000.0","$1,000,000.0",,,,6.25,2013/08/29 00:00:00+00,20130033883,WASHINGTON,,ALL SURFACE RIGHTS U.S.,TRUST FOR PUBLIC LND,,2013/10/23 00:00:00+00,Yes,CadNSDI,,,,https://www.blm.gov/press-release/bureau-land-management-continues-conservation-efforts-red-cliffs-utah,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Red%20Cliffs%20NCA,,0.0648286366870958,0.000259760443070339
782,9549943,CACA   053746,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,1021.83","$498,973.0","$616,525.0",,,,1181.83,2013/02/27 00:00:00+00,WD #2013-0213032275,KERN,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2013/04/12 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.220893680661662,0.000475840836922462
783,9559850,OROR   066977,OR,SANDY RIVER ACEC,PROJ NO. H059,,Fee,Exclusive,,,"LWCF;",,"RECREATION,49.64","$63,000.0","$63,000.0",,,,49.64,2012/09/18 00:00:00+00,2012-063150,CLACKAMAS,,"ALL SURFACE RIGHTS U.S., ALL MINERALS, SUBJ TO EXISTNG R/W-ESMT",,,2013/01/23 00:00:00+00,Yes,CadNSDI,,,BLM SALEM DO,https://www.blm.gov/press-release/blm-national-director-celebrate-50th-anniversary-lwcf-sandy-ridge-trailhead,https://www.flickr.com/photos/mypubliclands/29633217213/in/photolist-M9zZ5a-qmPeb8-mPtvb2-mPv7i5-qjxbL3-qjxbBA-qmD7d6-ppQ4o9-qmKPxu-pq4y2V-uYZREA-vgU3DT-ujyHyj-uYZxKj-uYZRzW-uYZy1Q-vgzffk-uZ8asB-mPtm*,,0.0345950005990855,5.42792071215204e-05
784,9559902,OROR   066978,OR,SANDY RIVER ACEC,PROJ. NO. H059,,Fee,,,,"LWCF;",,"RECREATION,100.66","$340,000.0","$340,000.0",,,,100.66,2012/09/18 00:00:00+00,2012-063151,CLACKAMAS,,"ALL SURFACE RIGHTS U.S., ALL MINERALS, SUBJ TO EXISTNG R/W-ESMT",,,2013/01/23 00:00:00+00,Yes,CadNSDI,,,BLM SALEM DO,https://www.blm.gov/press-release/blm-national-director-celebrate-50th-anniversary-lwcf-sandy-ridge-trailhead,https://www.flickr.com/photos/mypubliclands/29633217213/in/photolist-M9zZ5a-qmPeb8-mPtvb2-mPv7i5-qjxbL3-qjxbBA-qmD7d6-ppQ4o9-qmKPxu-pq4y2V-uYZREA-vgU3DT-ujyHyj-uYZxKj-uYZRzW-uYZy1Q-vgzffk-uZ8asB-mPtm*,,0.0211369414433265,2.79089399498989e-05
785,9561747,IDI    037429,ID,UPPERSNAKE/SOUTHFORK,PROJ-D022,,Easment,Exclusive,,,"LWCF;",,WILDLIFE AREA,"$260,000.0","$260,000.0",,,,242.5,2014/12/18 00:00:00+00,1487574,BONNEVILLE,,COMPLEX RESERVAT/SEGR,TETON REGIONAL LAND TRUST,,2015/09/21 00:00:00+00,Yes,CadNSDI,,,,,,,0.0516207125930811,0.000108326999749585
786,9563008,OROR   067567,OR,CASCADE-SISKIYOU NM,,,Fee,Exclusive,,,"LWCF;",,,"$84,000.0","$84,000.0",,,,40,2014/05/20 00:00:00+00,2014-012793,JACKSON,,"ALL SURFACE RIGHTS U.S., ALL MINERALS, DITCHES OR CANALS",,,2014/08/29 00:00:00+00,Yes,CadNSDI,,,BLM MEDFORD DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=CASCADE-SISKIYOU,,0.0170512151921179,1.77616421084147e-05
787,9569931,CACA   054034,CA,CALIFORNIA COASTAL,,,Fee,Exclusive,,,"LWCF;",,,"$5,300,000.0","$5,300,000.0",,,,409.39,2013/07/24 00:00:00+00,AGREE 2013-11376,MENDOCINO,,"ALL SURFACE RIGHTS U.S., COVENANTS & RESTRICTIONS",,,2013/09/16 00:00:00+00,Yes,CadNSDI,,,BLM UKIAH FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=CALIFORNIA%20COASTAL,,0.0679850344820431,0.000190210636692978
788,9574815,MTM    104973,MT,BLACKFOOT WATERSHED,,,Fee,Exclusive,,,"LWCF;",,"RIPARIAN,201,0.31,WILDERNESS,2444,RECREATION,4312","$3,542,000.0","$3,542,000.0",,,,4312.43,2014/12/23 00:00:00+00,"B938, P479; MISSOULA",POWELL,,"ALL SURFACE RIGHTS U.S., SUBJ TO EXISTNG R/W-ESMT",,,2015/08/13 00:00:00+00,Yes,CadNSDI,,,BLM-MISSOULA FO,https://www.blm.gov/press-release/missoula-blm-adds-nearly-5k-acres-lower-blackfoot-river-drainage,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=blackfoot%20river,,0.392866772856453,0.00207328986235984
789,9574816,MTM    104974,MT,SAUERKRAUT,,,Fee,Exclusive,,,"LWCF;",,"RECREATION; 274.5,WILDERNESS; 274.5","$700,000.0","$700,000.0",,,,274.5,2015/05/18 00:00:00+00,"BM49, P8506, L & C",LEWIS AND CLARK,,"ALL SURFACE RIGHTS U.S., SUBJ TO EXISTNG R/W-ESMT, NONEXCLUSIVE",,,2015/09/10 00:00:00+00,Yes,CadNSDI,,,BLM BUTTE FO,,,,0.0566310701160775,0.00015252970211709
790,9586862,OROR   067676,OR,CASCADE-SISKIYOU NM,H-074,,Fee,Exclusive,,,"LWCF;",,,"$340,000.0","$340,000.0",,,,163.24,2014/09/09 00:00:00+00,2014-032693,JACKSON,,"ALL MINERALS, ALL SURFACE RIGHTS U.S., SUBJ TO EXISTNG R/W-ESMT",,,2015/08/21 00:00:00+00,Yes,CadNSDI,,,BLM MEDFORD DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=CASCADE-SISKIYOU,,0.0413720396749422,7.16034769783958e-05
791,9586880,OROR   067678,OR,CASCADE-SISKIYOU NM,H-074,,Fee,Exclusive,,,"LWCF;",,,"$1,775,000.0","$1,775,000.0",,,,1447.39,,00114677,JACKSON,,"ALL SURFACE RIGHTS U.S., SUBJ TO EXISTNG R/W-ESMT, EXCLUSIVE, ALL SURFACE RIGHTS U.S., SUBJECT TO PRIOR RIGHTS",,,2015/08/12 00:00:00+00,Yes,CadNSDI,,,,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=CASCADE-SISKIYOU,,0.177932085396742,0.000643581292632273
792,9595312,IDI    037506,ID,HENRYS LAKE ACEC,PROJ-D819,,Easment,Exclusive,,,"LWCF;",,,"$525,000.0","$525,000.0",,,,565.84,2015/02/02 00:00:00+00,257426,FREMONT,,COMPLEX RESERVAT/SEGR,THE NATURE CONSERVANCY,,2015/09/17 00:00:00+00,Yes,CadNSDI,,,,,,,0.108514895421853,0.000251928864852635
793,9595732,CACA   054352,CA,PANOCHE COALNGA ACEC,4500052159,,Fee,Exclusive,,,"LWCF;",,T&E,"$1,050,000.0","$1,050,000.0",,,,1522.12,2014/03/06 00:00:00+00,GD 2014-0031767,FRESNO,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S",,,2014/05/09 00:00:00+00,Yes,CadNSDI,,,BLM CENTRAL COAST FO,,,,0.194540869684367,0.000617364187276617
