county,district,co_dist_code,site_code,school_site,total_enrollment,telephone,principal,principles_email,mailing_address,mailing_city,mailing_state,mailing_zip,grades_low_high,certified_staff
NOWATA      ,NOWATA                        ,53-I040,110.0,Nowata ES                     ,476.0,(918) 273-0771,Tana Haas,haast@npsok.org,700 West Osage Ave,Nowata,OK,74048.0,PK-05,36.0
NOWATA      ,NOWATA                        ,53-I040,505.0,Nowata MS                     ,207.0,(918) 273-1346,Shawn Imhoff,simhoff@npsok.org,700 West Osage Ave,Nowata,OK,74048.0,06-08,28.0
NOWATA      ,NOWATA                        ,53-I040,705.0,Nowata HS                     ,276.0,(918) 273-2221,Bron Williams,bwilliams@npsok.org,700 West Osage Ave,Nowata,OK,74048.0,09-12,31.0
NOWATA      ,SOUTH COFFEYVILLE             ,53-I051,105.0,South Coffeyville ES          ,164.0,(918) 255-6087,Steve Johns,sjohns@scps.k12.ok.us,PO Box 190,South Coffeyville,OK,74072.0,PK-08,19.0
NOWATA      ,SOUTH COFFEYVILLE             ,53-I051,705.0,South Coffeyville HS          ,100.0,(918) 255-6087,Steve Johns,sjohns@scps.k12.ok.us,PO Box 190,South Coffeyville,OK,74072.0,09-12,15.0
OKFUSKEE    ,BEARDEN                       ,54-C029,105.0,Bearden Public School         ,95.0,(918) 623-0156,Danielle Deere,ddeere@bearden.k12.ok.us,372006 Hwy 48,Okemah,OK,74859.0,PK-08,9.0
OKFUSKEE    ,MASON                         ,54-I002,105.0,Mason ES                      ,200.0,(918) 623-2218,Richard Williams,rwilliams@mason.k12.ok.us,374006 E. 1000 Road,Mason,OK,74859.0,PK-08,17.0
OKFUSKEE    ,MASON                         ,54-I002,705.0,Mason HS                      ,94.0,(918) 623-0107,Eddie Weaver,eweaver@mason.k12.ok.us,374006 E. 1000 Road,Mason,OK,74859.0,09-12,11.0
OKFUSKEE    ,PADEN                         ,54-I014,105.0,Paden ES                      ,189.0,(405) 932-4499,Michelle Stiles,mstiles@paden.k12.ok.us,PO Box 370,Paden,OK,74860.0,PK-08,15.0
OKFUSKEE    ,PADEN                         ,54-I014,705.0,Paden HS                      ,77.0,(405) 932-4465,Chris Howk,chowk@paden.k12.ok.us,PO Box 370,Paden,OK,74860.0,09-12,10.0
OKFUSKEE    ,OKEMAH                        ,54-I026,105.0,Oakes ES                      ,325.0,(918) 623-1874,Lynn Vaughn,lvaughn@okemahk12.com,101 N. 16Th,Okemah,OK,74859.0,PK-03,27.0
OKFUSKEE    ,OKEMAH                        ,54-I026,110.0,Okemah Noble Ctr              ,119.0,(918) 623-1874,Sandra Lambert,slambert@okemahk12.com,204 W. Date,Okemah,OK,74859.0,04-05,15.0
OKFUSKEE    ,OKEMAH                        ,54-I026,505.0,Okemah MS                     ,166.0,(918) 623-1874,Sandra Lambert,slambert@okemahk12.com,204 W. Date,Okemah,OK,74859.0,06-08,26.0
OKFUSKEE    ,OKEMAH                        ,54-I026,705.0,Okemah HS                     ,245.0,(918) 623-1874,Ronald Lee Vick,rlvick@okemahk12.com,704 E. Date,Okemah,OK,74859.0,09-12,32.0
OKFUSKEE    ,WELEETKA                      ,54-I031,110.0,Spence Memorial ES            ,278.0,(405) 786-2346,Robin Cooper,rcooper@weleetka.k12.ok.us,PO Box 278,Weleetka,OK,74880.0,PK-06,24.0
OKFUSKEE    ,WELEETKA                      ,54-I031,610.0,Weleetka JHS                  ,86.0,(405) 786-2203,Rusty Johnson,rjohnson@weleetka.k12.ok.us,PO Box 278,Weleetka,OK,74880.0,07-09,19.0
OKFUSKEE    ,WELEETKA                      ,54-I031,705.0,Weleetka HS                   ,83.0,(405) 786-2203,Rusty Johnson,rjohnson@weleetka.k12.ok.us,PO Box 278,Weleetka,OK,74880.0,10-12,20.0
OKFUSKEE    ,GRAHAM-DUSTIN                 ,54-I054,105.0,Graham ES                     ,51.0,(918) 652-8935,Linda Riddle,lriddle@graham-dustin.k12.ok.us,116118 Hwy 84,Weleetka,OK,74880.0,05-08,15.0
OKFUSKEE    ,GRAHAM-DUSTIN                 ,54-I054,110.0,Dustin ES                     ,71.0,(918) 652-8935,C J Buesser,cbuesser@graham-dustin.k12.ok.us,116118 Hwy 84,Weleetka,OK,74880.0,PK-04,11.0
OKFUSKEE    ,GRAHAM-DUSTIN                 ,54-I054,110.0,Dustin ES                     ,71.0,(918) 652-8935,Joe Cummings,jcummings@dustin.k12.ok.us,116118 Hwy 84,Weleetka,OK,74880.0,PK-04,11.0
OKFUSKEE    ,GRAHAM-DUSTIN                 ,54-I054,705.0,Graham HS                     ,64.0,(918) 652-8935,Linda Riddle,lriddle@graham-dustin.k12.ok.us,116118 Hwy 84,Weleetka,OK,74880.0,09-12,12.0
OKLAHOMA    ,OAKDALE                       ,55-C029,105.0,Oakdale Public School         ,618.0,(405) 771-3373,Mike Franz,mfranz@oakdale.org,10901 N Sooner Road,Edmond,OK,73013.0,PK-08,55.0
OKLAHOMA    ,OAKDALE                       ,55-C029,105.0,Oakdale Public School         ,618.0,(405) 771-3373,Paula Parrott,pparrott@oakdale.org,10901 N Sooner Road,Edmond,KO,73013.0,PK-08,55.0
OKLAHOMA    ,OAKDALE                       ,55-C029,105.0,Oakdale Public School         ,618.0,(405) 771-3373,Susan Honeycutt,shoneycutt@oakdale.org,10901 N Sooner Road,Edmond,OK,73013.0,PK-08,55.0
OKLAHOMA    ,CRUTCHO                       ,55-C074,105.0,Crutcho Public School         ,407.0,(405) 427-3771,Teresa Mcafee,tmcafee@crutchoesd.org,2401 North Air Depot Blvd,Oklahoma City,OK,73141.0,PK-08,29.0
OKLAHOMA    ,OKC CHARTER: INDEPENDENCE MS  ,55-E001,971.0,Independence Charter MS       ,NULL,(405) 767-3000,Vana Baker,vanabaker@yahoo.com,3232 Nw 65Th Street,Oklahoma City,OK,73116.0,-,21.0
OKLAHOMA    ,OKC CHARTER: SEEWORTH ACADEMY ,55-E002,972.0,Justice A.W. Seeworth Academy ,NULL,(405) 475-6400,Arthur Schofield,aschofield@seeworthacademy.org,12600 N Kelley Ave.,Okc,OK,73131.0,-,33.0
OKLAHOMA    ,OKC CHARTER: SEEWORTH ACADEMY ,55-E002,972.0,Justice A.W. Seeworth Academy ,NULL,(405) 475-6400,Rey Medrano,rmedrano@seeworthacademy.org,12600 N Kelley Ave.,Okc,OK,73131.0,-,33.0
OKLAHOMA    ,OKC CHARTER: SEEWORTH ACADEMY ,55-E002,972.0,Justice A.W. Seeworth Academy ,NULL,(405) 475-6400,Tarrence Rodgers,trodgers@seeworthacademy.org,12600 N Kelley Ave.,Okc,OK,73131.0,-,33.0
OKLAHOMA    ,OKC CHARTER: HUPFELD/W VILLAGE,55-E003,973.0,Hupfeld Acad./Western Village ,NULL,(405) 751-1774,Ruthie Rayner,ruthie.rayner@wvacademy.com,1508 Nw 106Th,Oklahoma City,OK,73114.0,-,21.0
OKLAHOMA    ,OKC CHARTER: DOVE SCIENCE ACAD,55-E005,975.0,Dove Science Academy (Okc)    ,NULL,(405) 524-9762,Yunus Bicici,yunus@dsaokc.org,919 Nw 23Rd St.,Oklahoma City,OK,73106.0,-,40.0
OKLAHOMA    ,OKC CHARTER: SANTA FE SOUTH HS,55-E007,977.0,Santa Fe South HS             ,NULL,(405) 631-6100,Lance Seeright,lseeright@santafesouth.org,301 Se 38Th Street,Ok City,OK,73129.0,-,56.0
OKLAHOMA    ,OKC CHARTER: HARDING CHARTER  ,55-E008,978.0,Harding Charter Preparatory HS,NULL,(405) 606-8742,Mylo Miller,mmiller@hardingcharterprep.org,3333 N Shartel Ave,Oklahoma City,OK,73118.0,-,37.0
OKLAHOMA    ,OKC CHARTER: HARDING FINE ARTS,55-E010,980.0,Harding Fine Arts Academy     ,NULL,(405) 702-4322,Sharon Rowan,srowan@hfaaokc.org,P O Box 18895 ,Oklahoma City ,OK,73154.0,-,30.0
OKLAHOMA    ,OKC CHARTER: SANTA FE SOUTH MS,55-E011,981.0,Santa Fe South MS             ,NULL,(405) 635-1053,Michael Figueroa,mfigueroa@santafesouth.org,4712 S. Santa Fe Blvd. ,Oklahoma City,OK,73109.0,-,47.0
OKLAHOMA    ,OKC CHARTER: KIPP REACH COLL. ,55-E012,982.0,Kipp Reach College Preparatory,NULL,(405) 425-4622,Tracy Mcdaniel,tmcdaniel@kippreach.org,PO Box 776,Oklahoma City,OK,73101.0,-,25.0
OKLAHOMA    ,OKC CHARTER: DOVE SCIENCE ES  ,55-E013,984.0,Dove Science Academy ES (Okc) ,NULL,(405) 605-5566,Kanuni Yilmaz,yilmaz@dsaelementary.org,4901 N Lincoln Blvd,Oklahoma City,OK,73105.0,-,26.0
OKLAHOMA    ,OKC CHARTER: HARPER ACADEMY   ,55-E016,986.0,Harper Academy                ,NULL,(405) 605-2600,Tamra Washington,mperry@harpercharterschools.org,1215 N.E. 34Th Street,Oklahoma City,OK,73111.0,-,8.0
OKLAHOMA    ,OKC CHARTER: LIGHTHOUSE OKC   ,55-E020,988.0,Lighthouse Academies Okc Inc  ,NULL,(405) 600-7038,Amanda Kissling,akissling@lhacs.org,4906 South Santa Fe,Oklahoma City,OK,73109.0,-,17.0
OKLAHOMA    ,SANTA FE SOUTH ES (CHARTER)   ,55-G001,971.0,Santa Fe South ES (Charter)   ,721.0,(405) 681-7480,Carma Barlow,cbarlow@santafesouth.org,301 Southeast 38Th Street,Oklahoma City,OK,73129.0,PK-05,48.0
OKLAHOMA    ,SANTA FE SOUTH ES (CHARTER)   ,55-G001,971.0,Santa Fe South ES (Charter)   ,721.0,(405) 681-7480,Kim Figueroa,kfigueroa@santafesouth.org,301 Southeast 38Th Street,Oklahoma City,OK,73129.0,PK-05,48.0
OKLAHOMA    ,SANTA FE SOUTH ES (CHARTER)   ,55-G001,971.0,Santa Fe South ES (Charter)   ,721.0,(405) 681-7480,Susan Schlosser,sharriman@santafesouth.org,301 Southeast 38Th Street,Oklahoma City,OK,73129.0,PK-05,48.0
OKLAHOMA    ,ASTEC CHARTERS                ,55-G004,971.0,Astec Charter MS              ,460.0,(405) 947-6273,Amanda James,ajames@asteccharterschools.com,"2401 Nw 23Rd Street, Ste. 3",Oklahoma City,OK,73107.0,06-08,37.0
OKLAHOMA    ,ASTEC CHARTERS                ,55-G004,972.0,Astec Charter HS              ,468.0,(405) 947-6274,Amanda James,ajames@asteccharterschools.com,"2401 Nw 23Rd Street, Ste. 3",Oklahoma City,OK,73107.0,PK-12,31.0
OKLAHOMA    ,JOHN W REX CHARTER ELEMENTARY ,55-G007,987.0,John W Rex Charter Elementary ,371.0,() -,Joseph Pierce,jpierce@johnrexschool.org,NULL,NULL,NULL,NULL,PK-03,28.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,102.0,Apollo ES                     ,460.0,(405) 787-6636,Angela Habben,ahabben@putnamcityschools.org,1901 North Peniel Ave,Bethany,OK,73008.0,PK-05,39.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,103.0,Putnam City Smart Start Ec Ctr,304.0,(405) 470-3981,Ashley Hoggatt,ahoggatt@putnamcityschools.org,"4361 Northwest 50Th Street, Suite 200",Oklahoma City,OK,73112.0,PK-PK,23.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,105.0,Central ES                    ,643.0,(405) 789-5696,Barbara Crump,bcrump@putnamcityschools.org,5721 Northwest 39Th Street,Warr Acres,OK,73122.0,PK-05,52.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,110.0,Arbor Grove ES                ,606.0,(405) 789-4985,Brenda Davis,bdavis@putnamcityschools.org,4711 North Tulsa,Oklahoma City,OK,73112.0,PK-05,49.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,115.0,Coronado Heights ES           ,456.0,(405) 942-8593,Bart Daniel,bdaniel@putnamcityschools.org,5911 North Sapulpa Ave,Oklahoma City,OK,73112.0,PK-05,41.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,116.0,Dennis ES                     ,511.0,(405) 722-6510,Renita White,renitaw@putnamcityschools.org,11800 James L. Dennis Drive,Oklahoma City,OK,73162.0,PK-05,39.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,117.0,Ralph Downs ES                ,471.0,(405) 721-4431,Stephanie Wallace,swallace@putnamcityschools.org,7501 West Hefner Road,Oklahoma City,OK,73162.0,PK-05,39.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,118.0,Harvest Hills ES              ,472.0,(405) 721-2013,Lynn Johnson,ljohnson@putnamcityschools.org,8201 Northwest 104Th Street,Oklahoma City,OK,73162.0,PK-05,38.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,120.0,Hilldale ES                   ,790.0,(405) 942-8600,Price Brown,pbrown@putnamcityschools.org,4801 Northwest 16Th Street,Oklahoma City,OK,73127.0,PK-05,58.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,122.0,Kirkland ES                   ,252.0,(405) 842-1491,Kimberly Harper,kharper@putnamcityschools.org,6020 North Independence Ave,Oklahoma City,OK,73112.0,PK-05,27.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,124.0,Lake Park ES                  ,321.0,(405) 789-7068,Nona Burling,nburling@putnamcityschools.org,8221 Northwest 30Th Street,Bethany,OK,73008.0,PK-05,36.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,125.0,Northridge ES                 ,681.0,(405) 722-5560,Kim Mclaughlin,kmclaughlin@putnamcityschools.org,8501 Northwest 82Nd Street,Oklahoma City,OK,73132.0,PK-05,50.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,126.0,Overholser ES                 ,527.0,(405) 789-7913,Marjorie Iven,miven@putnamcityschools.org,7900 Northwest 36Th Street,Bethany,OK,73008.0,PK-05,50.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,127.0,Rollingwood ES                ,475.0,(405) 721-3644,Pam Miller,pamm@putnamcityschools.org,6301 North Ann Arbor Ave,Oklahoma City,OK,73122.0,PK-05,40.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,128.0,Tulakes ES                    ,631.0,(405) 721-4360,Lee Roland,lroland@putnamcityschools.org,6600 Galaxie Drive,Oklahoma City,OK,73132.0,PK-05,47.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,130.0,Western Oaks ES               ,695.0,(405) 789-1711,Stephanie Treadway,streadway@putnamcityschools.org,7210 Northwest 23Rd Street,Bethany,K,73008.0,PK-05,57.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,133.0,Wiley Post ES                 ,676.0,(405) 721-8123,Sheryl Rexach,srexach@putnamcityschools.org,6920 West Britton Road,Oklahoma City,OK,73132.0,PK-05,52.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,134.0,Will Rogers ES                ,444.0,(405) 722-9797,John Lunn,jlunn@putnamcityschools.org,8201 Northwest 122Nd Street,Oklahoma City,OK,73142.0,PK-05,45.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,135.0,Windsor Hills ES              ,686.0,(405) 942-8673,Shbrone Brookings,sbrookings@putnamcityschools.org,2909 North Ann Arbor Ave,Oklahoma City,OK,73127.0,PK-05,56.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,510.0,James L. Capps MS             ,912.0,(405) 787-3660,Keeley Frayser,kfrayser@putnamcityschools.org,4020 North Grove Ave,Warr Acres,OK,73122.0,06-08,77.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,520.0,Cooper MS                     ,611.0,(405) 720-9887,Mark Lebsack,mlebsack@putnamcityschools.org,8001 River Bend Blvd,Oklahoma City,OK,73132.0,06-08,57.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,530.0,Hefner MS                     ,1024.0,(405) 721-2411,Toye Mitchell,tmitchell@putnamcityschools.org,8400 North Macarthur Blvd,Oklahoma City,OK,73132.0,06-08,85.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,540.0,Mayfield MS                   ,713.0,(405) 947-8693,Tracy Sowinski,tsowinski@putnamcityschools.org,1600 North Purdue Ave,Oklahoma City,OK,73127.0,06-08,66.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,550.0,Western Oaks MS               ,673.0,(405) 789-4434,Meggan Wilson,mwilson@putnamcityschools.org,7200 Northwest 23Rd Street,Bethany,K,73008.0,06-08,59.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,705.0,Putnam City HS                ,1793.0,(405) 789-4350,Clay Vinyard,cvinyard@putnamcityschools.org,5300 Northwest 50Th Street,Oklahoma City,OK,73122.0,09-12,135.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,708.0,Putnam City North HS          ,1876.0,(405) 722-4220,Brian Chastain,bchastain@putnamcityschools.org,11800 North Rockwell Ave,Oklahoma City,OK,73162.0,09-12,136.0
OKLAHOMA    ,PUTNAM CITY                   ,55-I001,710.0,Putnam City West HS           ,1662.0,(405) 787-1140,Buster Meeks,bmeeks@putnamcityschools.org,8500 Northwest 23Rd Street,Oklahoma City,OK,73127.0,09-12,145.0
OKLAHOMA    ,LUTHER                        ,55-I003,105.0,Luther ES                     ,370.0,(405) 277-3545,Sheila Wilson,shwilson@lutherlions.org,PO Box 430,Luther,OK,73054.0,PK-04,30.0
OKLAHOMA    ,LUTHER                        ,55-I003,505.0,Luther MS                     ,252.0,(405) 277-3264,Barry Gunn,bgunn@lutherlions.org,PO Box 430,Luther,OK,73054.0,05-08,27.0
OKLAHOMA    ,LUTHER                        ,55-I003,705.0,Luther HS                     ,264.0,(405) 277-3263,Jan Scheffler,jscheffler@lutherlions.org,PO Box 430,Luther,OK,73054.0,09-12,24.0
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,103.0,Indian Meridian ES            ,543.0,(405) 390-8585,Christiine Floyd,cfloyd@cnpschools.org,1865 South Indian Meridian,Choctaw,OK,73020.0,PK-02,34.0
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,105.0,Choctaw ES                    ,378.0,(405) 390-2225,Cheryl Lidia,clidia@cnpschools.org,14663 Northeast Third Street,Choctaw,OK,73020.0,PK-05,37.0
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,115.0,Nicoma Park ES                ,464.0,(405) 769-2445,Dorothy Shetley,dshetley@cnpschools.org,1200 North Hickman Ave,Choctaw,OK,73020.0,PK-02,32.0
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,120.0,Nicoma Park Intermediate ES   ,379.0,(405) 769-4693,Misti Tye,mtye@cnpschools.org,1318 Hickman Ave,Choctaw,OK,73020.0,03-05,28.0
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,125.0,James Griffith Intermediate ES,517.0,(405) 390-2153,Kelli Hosford,khosford@cnpschools.org,1861 South Indian Meridian,Choctaw,OK,73020.0,03-05,34.0
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,126.0,L. W. Westfall ES             ,487.0,(405) 769-3078,Brenda Stanley,bstanley@cnpschools.org,13239 Northeast 10Th Street,Choctaw,OK,73020.0,PK-05,35.0
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,515.0,Nicoma Park MS                ,572.0,(405) 769-3106,Brent Ingraham,bingraham@cnpschools.org,1321 Hickman Ave,Choctaw,OK,73020.0,06-08,45.0
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,520.0,Choctaw MS                    ,672.0,(405) 390-2208,Jeanann Gaona,jgaona@cnpschools.org,14667 Northeast Third Street,Choctaw,OK,73020.0,06-08,51.0
OKLAHOMA    ,CHOCTAW-NICOMA PARK           ,55-I004,705.0,Choctaw HS                    ,1659.0,(405) 390-8899,David Reid,dreid@cnpschools.org,14300 Northeast 10Th Street,Choctaw,OK,73020.0,09-12,109.0
OKLAHOMA    ,DEER CREEK                    ,55-I006,105.0,Deer Creek ES                 ,418.0,(405) 348-9100,Bettina Kates,katesb@deercreek.k12.ok.us,4704 North West 164Th Street,Edmond,OK,73013.0,PK-04,31.0
OKLAHOMA    ,DEER CREEK                    ,55-I006,110.0,Prairie Vale ES               ,541.0,(405) 359-3170,Michelle Anderson,andersonm@deercreek.k12.ok.us,22522 North Pennsylvania Ave,Edmond,OK,73025.0,PK-04,38.0
OKLAHOMA    ,DEER CREEK                    ,55-I006,115.0,Rose Union ES                 ,552.0,(405) 359-3188,Tina Nunn,nunnt@deercreek.k12.ok.us,5100 Northwest 220Th Street,Edmond,OK,73025.0,PK-04,45.0
OKLAHOMA    ,DEER CREEK                    ,55-I006,120.0,Grove Valley ES               ,537.0,(405) 359-3195,Kelly Faught,faughtk@deercreek.k12.ok.us,3500 Northwest 192Nd Street,Edmond,OK,73012.0,PK-04,35.0
OKLAHOMA    ,DEER CREEK                    ,55-I006,125.0,Deer Creek Intermediate School,831.0,(405) 348-4830,Marshall Ottinger,ottingerm@deercreek.k12.ok.us,21175 North Macarthur,Edmond,OK,73012.0,05-06,50.0
OKLAHOMA    ,DEER CREEK                    ,55-I006,130.0,Spring Creek ES               ,437.0,(405) 340-0530,Michelle Eidson,eidsonm@deercreek.k12.ok.us,15400 North Rockwell,Oklahoma City ,OK,73103.0,KG-04,30.0
OKLAHOMA    ,DEER CREEK                    ,55-I006,505.0,Deer Creek MS                 ,855.0,(405) 348-4830,Reuben Bellows,bellowsr@deercreek.k12.ok.us,2601 North West 234 Th Street Blvd,Edmond,OK,73012.0,07-08,58.0
OKLAHOMA    ,DEER CREEK                    ,55-I006,705.0,Deer Creek HS                 ,1457.0,(405) 348-5720,Melissa Jordan,jordanm@deercreek.k12.ok.us,6101 Northwest 206Th Street,Edmond,OK,73012.0,09-12,82.0
OKLAHOMA    ,HARRAH                        ,55-I007,105.0,Russell Babb ES               ,288.0,(405) 454-6213,Brad Hurley,bhurley@harrahschools.com,20901 Northeast Tenth Street,Harrah,OK,73045.0,04-05,30.0
OKLAHOMA    ,HARRAH                        ,55-I007,110.0,Clara Reynolds ES             ,344.0,(405) 454-6201,Cheryl Hessman,chessman@harrahschools.com,755 Harrison Street,Harrah,OK,73045.0,02-03,26.0
OKLAHOMA    ,HARRAH                        ,55-I007,115.0,Virginia Smith ES             ,451.0,(405) 454-3638,Doug Parker,dparker@harrahschools.com,20227 Northeast Tenth Street,Harrah,OK,73045.0,PK-01,27.0
OKLAHOMA    ,HARRAH                        ,55-I007,505.0,Harrah MS                     ,453.0,(405) 454-2406,Dianna Hilburn,dhilburn@harrahschools.com,20665 Walker Street,Harrah,OK,73045.0,06-08,42.0
OKLAHOMA    ,HARRAH                        ,55-I007,705.0,Harrah HS                     ,598.0,(405) 454-2416,Kenneth Riddle,kriddle@harrahschools.com,20370 Elm Street,Harrah,OK,73045.0,09-12,53.0
OKLAHOMA    ,JONES                         ,55-I009,105.0,Jones ES                      ,532.0,(405) 399-9118,Cindy Harrison,charrison@jonesel.k12.ok.us,13145 Montana Street,Jones,OK,73049.0,PK-05,30.0
OKLAHOMA    ,JONES                         ,55-I009,505.0,Jones MS                      ,275.0,(405) 399-9114,Adam Mcphail,amcphail@jonesms.k12.ok.us,16011 East Wilshire Blvd,Jones,OK,73049.0,06-08,28.0
