License_No,License_Type,Issue_Date,License_Status,Expire_date,Legal_Name,Street1,Street2,City,State,Zip,County_Code
02264079,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,1917 CENTRE AVE                                             ,                                        ,PITTSBURGH                              ,PA ,15219-4307,02                                      
02251523,Cig/OTP Retail,3/9/2016,Issued,2/28/2017,UTSAVS NEWS LLC,400 CHERRY WAY                                              ,                                        ,PITTSBURGH                              ,PA ,15219-1616,02                                      
70058005,Cig/OTP Retail,12/21/2015,Issued,2/28/2017,KLAFTERS INC,HOLIDAY PARK SHOPPING CENTER                                ,2382 GOLDEN MILE HWY # 286              ,PITTSBURGH                              ,PA ,15239-2710,02                                      
70058008,Cig/OTP Retail,12/22/2015,Issued,2/28/2017,KLAFTERS INC,6080 STEUBENVILLE PIKE STE 705                              ,                                        ,MC KEES ROCKS                           ,PA ,15136-1398,02                                      
70058009,Cig/OTP Retail,12/22/2015,Issued,2/28/2017,KLAFTERS INC,11969 PERRY HWY                                             ,                                        ,WEXFORD                                 ,PA ,15090-8602,02                                      
02225544,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,SUPER 8 CORPORATION,400 NORTHTOWNE SQ                                           ,                                        ,GIBSONIA                                ,PA ,15044-7523,02                                      
02254396,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,JIMIT ENTERPRISE INC,2904 5TH AVE                                                ,                                        ,MCKEESPORT                              ,PA ,15132-1040,02                                      
02263937,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,1739-1731 GOLDEN MILE HWY                                   ,                                        ,MONROEVILLE                             ,PA ,15146     ,02                                      
02263984,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,7627 PENN AVE                                               ,                                        ,WILKINSBURG                             ,PA ,15221-2113,02                                      
02268834,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,FAMILY DOLLAR STORES OF PA LLC,3300 PENN AVE                                               ,                                        ,PITTSBURGH                              ,PA ,15201-1302,02                                      
02197780,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,WILLIAM MURRAY,1100 PENN AVE                                               ,                                        ,WILKINSBURG                             ,PA ,15221     ,02                                      
02234703,Cig/OTP Retail,2/10/2016,Issued,2/28/2017,FRANCES CARLO,437 GRANT ST LOBBY                                          ,                                        ,PITTSBURGH                              ,PA ,15219     ,02                                      
02211836,Cig/OTP Retail,1/13/2016,Issued,2/28/2017,PATTY COVOL,PATTY J COVOL                                               ,1811 LEECHBURG RD                       ,PITTSBURGH                              ,PA ,15235     ,02                                      
02214845,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SNYDER AUTOMOTIVE WORKS INC,4695 CAMPBELLS RUN RD                                       ,                                        ,PITTSBURGH                              ,PA ,15205-1315,02                                      
02265911,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,CHOICE TOBACCO & GROCERY LLC,5129 BRIGHTWOOD RD                                          ,                                        ,BETHEL PARK                             ,PA ,15102-2743,02                                      
70052153,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,A & H US CORPORATION,429 WOOD ST                                                 ,                                        ,PITTSBURGH                              ,PA ,15222-1829,02                                      
02253487,Cig/OTP Retail,2/10/2016,Issued,2/28/2017,HELEN PISO,1604 E  CARSON STREET                                       ,                                        ,PITTSBURGH                              ,PA ,15203-1704,02                                      
02261914,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,S & T UNITED INC,2321 WORTON BLVD                                            ,                                        ,PITTSBURGH                              ,PA ,15122     ,02                                      
70335182,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,UNITED REFINING CO OF PENNSYLVANIA,S1 KWIK FILL                                                ,152 MCGOVERN BLVD # 238                 ,GLENWILLARD                             ,PA ,15046-5300,02                                      
02253250,Cig/OTP Retail,2/2/2016,Issued,2/28/2017,BGILL INC,2199 BABCOCK BLVD STE 4                                     ,                                        ,PITTSBURGH                              ,PA ,15209-1386,02                                      
02253343,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SORBARA & SON LP,2100 WASHINGTON PIKE                                        ,                                        ,CARNEGIE                                ,PA ,15106-3751,02                                      
02265314,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,FUZZYS MARKET LLC,426 6TH ST                                                  ,                                        ,GLASSPORT                               ,PA ,15045-1407,02                                      
02260194,Cig/OTP Retail,1/13/2016,Issued,2/28/2017,PASHUPATI NATH LLC,1800 FORBES AVE                                             ,                                        ,PITTSBURGH                              ,PA ,15219-5877,02                                      
