ID,Q1a_Service_offered_by_Tempe,Q1b_Appearance_of_the_city,Q1c_Image_of_the_city,Q1d_How_well_city_planning_growth,Q1e_Quality_of_life_in_the_city,Q1f_Feeling_of_safety_in_the_city,Q1g_Promote_diversity/inclusiveness,Q1h_Direction_city_is_heading,Q1i_Leadership_of_elected_officials,Q1j_Public_involvement-decision_making,Q1k_Are_emp_ethical-way_conduct_business,Q1l_Sustainability_programs,Q1m_Efforts_to_keep_residents_informed,Q1n_Opportunities_to_express_ideas/views,Q2a_Condition_of_streets-neighborhood,Q2b_Condition_of_sidewalks-neighborhood,Q2c_Maint_of_private_property-neighbor,Q2d_Condition_of_alley,Q2e_Feeling_of_safety,Q2f_Quality_of_neighborhood_park,Q2g_Adequacy_of_street_lighting,Q3_Most_emphasis,Q3_2nd_emphasis,Q4_Condition_of_your_neighborhood,Q5_Public_safety_concern,Q6_Services/Facility_uses-past_12_mo,Q6_2nd,Q6_3rd,Q6_4th,Q6_5th,Q6_6th,Q6_7th,Q6_8th,Q6_9th,Q6_10th,Q6_11th,Q6_12th,Q6_13th,Q6_14th,Q6_15th,Q6_Other,Q7a_Quality_of_large_parks,Q7b_Recreation_centers,Q7c_Swimming_pools_and_programs,Q7d_Outdoor_athletic_fields,Q7e_Programs_for_youth,Q7f_Programs_for_adults,Q7g_City_golf_courses,Q7h_Tempe_history_museum,Q7i_Library_facilities,Q7j_Disability_access-prog/fac,Q8_Most_emphasis-programs,Q8_2nd_-_programs,Q9a_Library_services,Q9b_Condition_of_streets,Q9c_Condition/clarity_st_signs,Q9d_Local_transit_service,Q9e_Traffic_flow_streets,Q9f_Walking/biking_paths,Q9g_Availability_of_information,Q9h_Enforces_property_maint_codes,Q9i_Landscape_maint-st/sidewalks,Q9j_Appearance_of_residential_property,Q9k_Appearance_commercial_property,Q9l_Cleanliness_city_streets,Q9m_Residential_trash_collection,Q9n_Recycling_services,Q9o_Bulky_item_pick_up/removal_svc,Q9p_Water_service,Q9q_Local_polices_services,Q9r_Enforcement_of_traffic_laws,Q9s_Local_fire_services,Q9t_Efforts_to_prevent_crims,Q9u_Recreation_prot/svcs,Q9v_Maintenance_city_parks,Q10_Most_emphasis-city_services,Q10_2nd-city_services,Q10_3rd-city_services,Q11_Social/human_services_used,Q11_2nd,Q11_3rd,Q11_4th,Q11_5th,Q11_6th,Q11_7th,Q11_8th,Q11_9th,Q12_Most_emphasis-social/human_svcs,Q12_2nd-social/human_svcs,Q12_3rd-social/human_svcs,Q13_Use_to_get_information_about_city,Q13_2nd,Q13_3rd,Q13_4th,Q13_5th,Q13_6th,Q13_7th,Q13_8th,Q13_9th,Q13_10th,Q13a_Prefer_to_receive_info,Q13a_2nd_preference,Q13a_3rd_preference,Q14a_Contacted_the_city_past_12_mo,Q14b_How_easy_city_was_to_contact,Q14c_Way_you_were_treated,Q14d_Accuracy_of_information_given,Q14e_How_quickly_responded,Q14f_How_ell_issue_handled,Q15_City's_top_priority_next_year,Q15_2nd_priority,Q15_3rd_priority,Q15_4th_priority,Q15_5th_priority,Q18a_Years_lived_in_Tempe,Q18b_What_is_your_age,Q18c_Gender,Q18d_Used_public_transit_past_yr,Q18e_Are_you_full-time_student,Q18f_Own_or_rent,Q18g_Does_home_have_alley,Q18h_Highest_level_of_education,Q18i_Describe_your_home,Q18j_Have_cable_TV,Q18_j_Have_Smart_Phone,Q18-j_Internet_access-home,Q18k_Visited_downtown_during_past_yr,Q18l_Race/ethnicity,Q18l_2nd,Q18l_3rd,Q18l_4th,Q18l_5th,Zip,OBJECTID
439,4,4,4,3,4,4,3,3,3,3,4,3,4,4,4,4,2,4,4,3,3,C,G,4,,1,3,6,8,11,12,13,14,,,,,,,,,4,4,3,3,3,3,4,4,4,4,F,J,3,3,4,4,3,4,4,2,3,3,3,4,4,4,3,4,4,3,4,4,4,4,H,R,O,99,,,,,,,,,99,,,1,5,7,9,10,,,,,,5,7,10,2,,,,,,1,6,,,,5,6,2,1,2,1,1,3,1,1,1,2,1,0,,,,,85282,438
440,4,4,4,4,4,3,4,4,3,3,4,3,3,3,3,3,3,9,4,3,3,Z,,3,,1,6,10,,,,,,,,,,,,,,3,4,3,3,4,4,3,3,3,4,Z,,3,4,4,3,4,3,4,3,4,3,3,4,4,4,4,4,4,4,5,4,4,4,Z,,,8,,,,,,,,,99,,,7,9,,,,,,,,,99,,,9,,,,,,99,,,,,5,6,2,2,2,2,2,1,1,2,2,2,2,3,,,,,85281,439
441,9,5,5,9,5,5,9,9,9,9,9,4,9,9,5,5,5,5,5,4,5,Z,,9,,99,,,,,,,,,,,,,,,,5,5,9,3,4,4,9,9,5,9,Z,,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,5,3,3,3,9,5,5,F,U,V,99,,,,,,,,,7,4,9,5,6,8,,,,,,,,5,6,8,2,,,,,,1,4,,,,3,1,2,1,2,2,1,4,1,2,2,1,1,3,,,,,85281,440
442,3,4,3,4,5,2,3,4,4,4,5,5,3,3,4,5,3,1,2,4,2,D,E,3,,3,4,5,6,9,11,12,,,,,,,,,,4,9,3,3,9,9,9,9,9,9,A,C,9,4,5,4,2,4,2,4,4,3,4,3,4,2,9,4,3,4,9,2,9,4,T,N,D,99,,,,,,,,,7,2,3,3,5,7,9,,,,,,,9,5,3,1,4,4,4,3,4,6,10,,,,1,1,2,1,1,2,1,3,2,1,1,1,1,3,,,,,85282,441
443,4,4,4,3,4,3,3,4,4,3,4,3,3,3,2,4,3,9,2,3,4,E,A,3,,2,3,4,6,11,12,,,,,,,,,,,5,5,9,9,9,9,9,4,4,4,A,H,4,2,4,4,2,4,4,2,4,2,2,2,4,4,4,4,3,3,3,2,4,4,T,K,J,99,,,,,,,,,4,9,6,5,8,,,,,,,,,8,,,1,4,5,4,5,5,2,8,,,,4,2,2,1,2,1,2,5,1,1,2,1,1,3,,,,,85282,442
444,4,4,4,4,4,4,4,4,4,2,9,4,4,9,4,4,3,4,4,4,4,C,G,4,,4,11,14,,,,,,,,,,,,,,4,4,4,4,9,9,9,9,9,9,Z,,9,4,4,4,4,9,4,3,3,3,4,4,4,4,4,4,4,4,4,4,9,4,Z,,,99,,,,,,,,,99,,,5,7,9,10,,,,,,,7,5,9,1,4,4,4,4,4,8,10,,,,5,3,2,1,2,2,1,3,1,1,2,1,1,3,,,,,85283,443
445,4,4,4,4,4,4,4,4,4,3,3,4,3,4,5,5,4,3,4,4,4,D,G,4,,3,4,8,11,,,,,,,,,,,,,5,9,9,4,9,9,4,9,9,9,Z,,9,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,K,G,T,99,,,,,,,,,7,3,6,2,5,7,8,10,,,,,,8,5,2,2,,,,,,3,8,,,,3,1,2,1,2,2,1,4,1,1,1,1,1,3,,,,,85283,444
446,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,C,E,3,,2,10,11,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,E,F,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,H,G,T,2,,,,,,,,,3,6,7,2,5,7,9,,,,,,,9,5,7,1,4,4,4,4,4,6,8,,,,5,6,2,2,2,1,1,1,1,1,2,1,1,3,,,,,85282,445
447,4,3,4,2,3,2,3,3,3,3,4,4,9,9,3,3,2,9,3,4,4,E,C,3,,2,3,4,10,11,13,14,,,,,,,,,,3,3,9,9,9,3,9,3,5,9,I,E,5,4,5,5,5,5,5,3,4,2,2,5,5,5,5,4,3,3,9,3,3,4,T,P,J,99,,,,,,,,,9,7,6,2,5,8,,,,,,,,8,6,2,1,4,5,4,5,5,8,9,,,,5,3,2,1,2,1,2,5,1,2,2,1,1,3,,,,,85282,446
448,5,5,5,3,9,5,4,4,5,9,9,4,3,4,4,4,4,4,4,4,4,Z,,4,,2,3,4,11,,,,,,,,,,,,,4,9,9,4,9,4,3,9,4,4,A,H,4,4,4,4,4,4,4,9,4,3,3,4,4,9,4,4,5,4,4,4,9,4,Q,T,P,4,,,,,,,,,99,,,1,3,7,8,9,10,,,,,9,8,10,1,4,4,4,4,4,4,8,,,,3,2,2,2,2,2,1,1,1,1,2,1,1,2,,,,,85283,447
449,4,5,3,3,4,4,4,4,4,3,3,3,3,3,5,4,3,4,3,4,4,B,D,3,,3,4,5,8,,,,,,,,,,,,,5,4,4,5,3,4,5,3,3,3,Z,,3,4,4,3,4,4,3,3,4,3,3,4,5,5,3,4,3,3,3,3,3,4,H,,,99,,,,,,,,,99,,,2,5,7,9,,,,,,,5,7,9,2,,,,,,2,7,,,,5,2,1,2,2,2,1,3,1,1,1,1,1,3,,,,,85283,448
450,4,4,5,3,5,2,3,3,3,4,9,3,9,3,4,4,2,4,2,4,4,E,C,3,,3,4,5,,,,,,,,,,,,,,5,9,9,4,3,9,9,9,3,9,I,E,3,4,4,9,3,2,4,3,4,2,3,4,5,5,4,3,3,3,9,2,9,4,S,U,V,99,,,,,,,,,99,,,99,,,,,,,,,,99,,,2,,,,,,8,10,,,,5,1,2,2,2,2,1,4,1,2,1,1,1,3,,,,,85282,449
451,4,3,5,4,4,3,5,4,5,4,9,5,3,3,3,4,2,1,3,2,4,D,F,3,,2,3,4,11,12,13,14,,,,,,,,,,5,3,9,9,3,9,9,9,5,9,E,B,5,3,4,5,3,3,2,2,2,2,4,4,5,5,5,5,9,1,9,9,3,3,R,V,H,99,,,,,,,,,7,1,6,5,6,8,,,,,,,,2,8,6,2,,,,,,6,7,,,,3,1,2,1,2,2,1,4,1,2,2,1,1,3,,,,,85282,450
452,4,4,5,5,5,4,5,5,5,5,5,5,5,5,4,4,2,2,4,4,4,C,D,4,,3,4,14,,,,,,,,,,,,,,2,4,9,9,4,4,5,5,5,9,A,,9,4,5,4,5,5,4,9,4,4,4,4,5,5,5,5,5,5,5,5,4,4,Z,,,99,,,,,,,,,99,,,1,2,5,,,,,,,,99,,,1,5,5,5,5,5,6,7,,,,5,1,2,2,2,2,1,5,1,1,1,1,1,3,,,,,85283,451
453,5,4,4,3,4,4,9,4,4,9,4,4,3,4,4,4,4,4,4,3,3,Z,,3,,2,3,4,15,,,,,,,,,,,,NORTH TEMPE MULTICENTER       ,4,4,9,9,9,9,9,9,4,9,Z,,4,4,4,9,3,4,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,N,R,,99,,,,,,,,,99,,,1,8,10,,,,,,,,99,,,2,,,,,,9,10,,,,5,3,1,2,2,1,1,3,1,1,2,1,1,3,,,,,85281,452
454,5,5,5,5,5,5,9,9,5,9,9,9,4,4,3,3,4,4,4,4,4,Z,,9,,3,4,11,14,,,,,,,,,,,,,9,9,9,9,9,5,9,9,9,9,E,F,9,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,T,Q,V,99,,,,,,,,,99,,,1,5,7,,,,,,,,99,,,9,,,,,,6,8,,,,5,5,2,2,2,1,1,3,1,1,2,1,1,3,,,,,85282,453
455,5,5,4,3,4,3,4,4,3,3,3,3,1,2,4,4,3,9,4,3,4,E,A,4,,4,9,,,,,,,,,,,,,,,5,5,5,5,5,4,5,9,9,9,A,C,9,4,4,9,1,4,3,3,4,4,3,3,4,4,4,4,9,2,9,9,9,3,B,E,O,99,,,,,,,,,6,8,9,4,5,7,10,,,,,,,8,4,6,1,2,2,3,3,3,5,11,,,,3,1,1,2,2,2,2,4,1,2,2,1,1,3,,,,,85284,454
456,5,4,4,9,4,4,9,9,9,4,9,9,4,4,5,4,5,9,4,5,5,B,E,4,,3,4,6,10,14,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,Z,,4,5,4,4,4,4,5,5,5,4,4,5,5,5,5,5,5,3,5,3,4,5,R,T,K,99,,,,,,,,,99,,,4,5,7,8,9,,,,,,5,9,8,1,5,5,5,5,5,2,6,,,,3,1,2,2,2,2,2,5,1,1,2,1,1,3,,,,,85284,455
457,3,3,2,2,3,3,2,3,2,3,3,2,2,2,1,1,3,1,3,3,2,Z,,1,,2,3,4,11,,,,,,,,,,,,,3,3,4,3,3,3,3,3,4,3,Z,,3,1,1,1,1,1,2,2,1,1,2,2,1,1,1,3,2,1,9,9,9,9,Z,,,4,9,,,,,,,,99,,,4,,,,,,,,,,99,,,1,3,9,2,2,3,3,9,,,,3,1,2,1,2,2,2,4,1,1,2,2,1,2,,,,,85283,456
458,4,5,5,4,4,4,5,4,3,2,3,3,5,5,4,5,4,9,4,4,4,E,A,5,,2,3,4,14,,,,,,,,,,,,,4,9,9,4,9,9,9,9,5,4,I,A,5,4,5,4,5,3,5,4,4,4,4,5,5,5,5,5,4,4,5,4,4,4,A,Q,R,99,,,,,,,,,99,,,1,2,5,8,,,,,,,8,5,1,2,,,,,,8,9,,,,4,2,1,2,2,1,2,5,1,1,2,1,1,3,,,,,85284,457
459,4,4,4,3,4,4,4,3,3,3,3,3,3,3,4,4,3,3,4,3,4,A,E,3,,3,14,,,,,,,,,,,,,,,4,3,3,3,3,3,3,3,3,3,Z,,9,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,Z,,,99,,,,,,,,,99,,,2,5,7,,,,,,,,2,5,7,2,,,,,,3,6,,,,3,3,2,2,2,1,1,5,1,1,2,1,1,3,,,,,85281,458
460,4,3,4,3,4,3,3,3,4,3,3,9,3,3,2,4,3,3,4,4,4,A,D,3,,2,3,10,13,14,,,,,,,,,,,,9,4,9,9,9,3,9,9,3,9,Z,,3,2,4,9,2,9,4,2,2,3,3,3,4,4,4,4,3,3,4,4,3,4,B,E,H,2,,,,,,,,,2,7,3,2,4,5,7,9,,,,,,5,2,9,1,4,4,4,4,4,3,8,,,,3,5,1,2,2,2,1,3,1,1,2,1,1,3,,,,,85282,459
461,4,4,4,3,5,4,3,3,3,3,4,4,3,4,2,2,3,9,3,5,5,A,B,3,,2,3,4,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,5,3,A,,5,2,2,3,3,3,3,2,3,3,3,3,5,3,5,5,4,4,4,3,4,4,A,,,99,,,,,,,,,7,,,4,5,7,10,,,,,,,5,,,1,3,4,4,4,4,2,3,8,,,3,6,1,2,2,1,2,5,1,2,1,1,1,1,3,,,,85284,460
462,5,4,4,4,4,3,4,4,4,5,4,4,3,4,4,4,3,3,3,4,3,E,G,4,,1,2,3,4,5,7,10,11,12,13,,,,,,,4,4,9,4,9,4,9,4,3,9,I,F,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,T,F,C,99,,,,,,,,,99,,,1,2,5,6,8,9,,,,,6,5,2,2,,,,,,4,8,,,,3,3,1,1,2,1,1,4,1,1,2,1,1,3,,,,,85282,461
463,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,3,G,E,5,,2,3,4,10,11,15,,,,,,,,,,KID ZONE                      ,5,5,5,5,5,5,5,5,5,5,F,E,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,T,R,O,99,,,,,,,,,6,2,1,1,2,3,5,7,8,,,,,5,7,3,1,5,5,5,5,5,1,10,,,,4,2,2,1,2,1,1,3,1,1,1,1,1,3,,,,,85282,462
464,5,5,5,9,4,4,4,9,5,4,4,9,3,3,5,5,3,3,4,3,4,E,C,3,,13,,,,,,,,,,,,,,,,5,4,3,3,4,4,3,3,3,3,F,A,3,5,5,4,4,4,4,2,3,3,2,5,4,5,3,4,4,4,4,4,4,4,T,K,O,99,,,,,,,,,2,7,1,1,2,5,,,,,,,,5,2,1,1,5,5,3,4,3,8,12,,,,3,3,2,2,2,1,1,4,2,1,2,1,1,4,,,,,85282,463
465,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,4,9,4,C,E,4,,6,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,Z,,9,4,4,9,4,4,9,9,1,4,3,3,4,5,5,5,5,4,9,4,4,9,H,K,I,99,,,,,,,,,99,,,1,5,,,,,,,,,99,,,1,5,5,5,5,5,2,6,,,,3,5,2,2,2,1,1,4,1,1,2,1,2,3,,,,,85282,464
466,5,5,5,3,5,5,3,5,5,4,4,4,4,4,5,5,5,5,5,4,5,F,D,4,,2,3,4,7,9,10,11,12,13,14,,,,,,,5,5,4,4,4,9,9,5,5,9,E,C,5,4,4,3,4,5,4,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,B,C,K,99,,,,,,,,,99,,,1,2,5,,,,,,,,2,6,1,1,5,5,5,5,5,7,11,,,,3,1,1,1,2,2,1,4,1,1,1,1,1,3,,,,,85282,465
467,4,4,4,2,4,4,5,3,3,4,4,5,5,4,4,4,2,4,4,5,5,D,F,3,,2,3,4,7,9,10,11,14,,,,,,,,,4,5,3,3,4,5,3,5,5,5,Z,,4,4,4,4,4,4,5,3,3,2,2,4,5,5,5,5,5,4,5,3,5,5,J,K,T,99,,,,,,,,,7,2,3,3,5,9,,,,,,,,5,3,9,1,5,5,5,5,5,8,11,,,,4,1,2,1,2,2,1,5,1,2,2,1,1,1,3,,,,85282,466
468,5,5,5,5,5,4,5,5,5,4,4,4,5,5,4,5,4,3,4,4,4,A,E,3,,5,6,12,,,,,,,,,,,,,,5,5,4,5,4,5,9,9,5,9,Z,,5,5,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,D,N,V,99,,,,,,,,,99,,,8,,,,,,,,,,99,,,1,4,4,4,4,4,9,12,,,,4,2,2,1,2,1,1,4,1,1,2,1,1,3,,,,,85283,467
469,5,3,4,4,4,4,2,4,4,3,3,4,4,4,4,4,4,4,4,4,2,G,F,4,,2,3,4,7,11,12,14,15,,,,,,,,RECYCLING                     ,5,3,3,3,3,3,3,4,4,3,H,I,4,4,4,4,4,4,2,4,2,4,3,4,4,4,3,4,3,4,3,4,3,2,V,G,I,99,,,,,,,,,99,,,4,8,9,,,,,,,,2,6,8,1,5,5,5,5,5,7,10,,,,3,2,1,1,2,2,1,3,1,2,2,1,1,4,,,,,85281,468
470,5,4,5,5,5,4,4,4,4,4,5,4,2,2,4,4,4,9,4,4,4,E,A,4,,2,8,,,,,,,,,,,,,,,9,9,9,9,9,9,4,9,9,9,Z,,4,4,4,4,4,4,9,9,3,3,3,3,4,4,5,4,4,4,4,9,9,9,H,B,T,99,,,,,,,,,99,,,5,9,,,,,,,,,3,6,2,1,2,3,4,4,4,2,3,,,,3,3,1,2,2,1,2,4,1,1,2,1,2,3,,,,,85284,469
471,4,3,3,3,4,3,3,4,3,3,3,3,2,3,4,4,1,1,3,1,3,E,F,3,,2,3,6,7,10,13,,,,,,,,,,,4,4,4,4,4,9,9,4,5,9,E,A,3,3,3,1,3,3,4,2,2,2,3,3,3,3,3,3,3,9,9,9,9,3,J,D,H,99,,,,,,,,,99,,,8,,,,,,,,,,8,,,2,,,,,,2,3,,,,3,1,2,2,2,2,1,3,1,2,1,1,1,3,,,,,85282,470
472,4,4,4,4,4,5,3,4,5,5,2,4,4,4,4,4,4,9,5,5,5,C,A,5,,6,12,,,,,,,,,,,,,,,5,5,9,9,9,5,9,9,9,9,Z,,9,4,5,5,5,5,5,5,5,4,3,5,4,4,4,4,5,5,5,4,5,5,F,J,L,99,,,,,,,,,99,,,7,8,9,,,,,,,,8,7,9,2,,,,,,2,3,,,,3,3,1,2,2,1,2,5,2,1,1,1,2,3,,,,,85281,471
473,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,2,5,5,4,E,F,4,,2,3,4,5,6,8,9,10,11,12,13,14,,,,,5,5,5,5,5,5,5,9,5,9,E,A,5,5,4,5,4,5,4,4,5,5,5,5,5,5,4,5,5,2,5,4,5,5,T,U,R,99,,,,,,,,,2,3,7,2,3,5,7,8,,,,,,5,8,3,2,,,,,,6,7,,,,3,2,2,1,2,1,1,5,1,1,1,1,1,3,,,,,85282,472
474,4,3,4,4,4,3,4,4,4,3,9,9,3,3,4,3,3,1,3,4,3,D,E,4,,2,4,11,12,13,,,,,,,,,,,,4,9,9,9,3,3,9,9,4,9,E,I,3,3,4,3,4,4,2,3,3,3,3,3,2,3,4,4,3,9,9,9,9,3,G,M,A,99,,,,,,,,,9,8,4,8,,,,,,,,,,2,8,6,1,3,4,3,4,4,2,3,,,,3,1,1,1,2,2,1,4,1,1,1,1,1,3,,,,,85284,473
475,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,9,4,4,3,C,E,3,,2,3,11,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,F,A,3,3,3,3,3,3,3,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,R,T,J,99,,,,,,,,,2,3,7,1,5,7,9,,,,,,,5,7,9,2,,,,,,6,10,,,,3,3,1,1,2,1,2,4,1,1,2,1,1,3,,,,,85283,474
476,4,5,4,3,4,4,3,4,4,3,3,3,4,4,4,4,3,9,4,3,4,A,,4,,2,,,,,,,,,,,,,,,,4,4,9,9,9,9,9,4,4,9,Z,,4,3,3,9,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,3,9,4,O,,,99,,,,,,,,,99,,,4,7,9,,,,,,,,99,,,1,4,4,4,4,4,3,8,,,,3,6,1,2,2,1,2,3,1,1,2,2,2,3,,,,,85284,475
477,3,3,4,1,1,3,9,1,1,1,9,5,2,2,3,3,4,4,4,1,4,F,,2,,3,9,,,,,,,,,,,,,,,9,9,1,9,9,9,9,9,9,9,C,,9,3,4,9,2,9,1,9,3,3,3,4,5,5,9,4,5,2,9,9,1,1,U,V,,99,,,,,,,,,99,,,5,8,,,,,,,,,99,,,1,3,3,2,2,1,7,,,,,3,3,2,2,2,1,1,5,1,2,1,1,2,3,,,,,85281,476
478,5,5,4,4,5,5,9,4,5,4,9,4,4,4,4,4,5,9,5,5,5,A,E,5,,12,,,,,,,,,,,,,,,,4,4,4,4,9,4,3,9,9,9,E,,9,3,3,9,5,5,4,4,4,4,4,4,4,9,4,4,4,4,4,9,9,4,Z,,,99,,,,,,,,,9,1,6,1,2,5,6,7,9,,,,,9,5,6,9,,,,,,3,11,,,,3,5,2,2,2,1,2,5,1,1,2,1,1,3,,,,,85284,477
479,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,E,D,5,,3,4,5,8,11,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,Z,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,E,Q,T,99,,,,,,,,,9,6,2,8,9,,,,,,,,,99,,,1,5,5,5,5,5,4,8,,,,3,2,1,1,2,1,1,5,1,1,1,1,1,4,,,,,85282,478
480,4,4,2,9,9,2,9,9,9,9,9,9,9,9,5,5,4,9,3,9,1,E,G,4,,3,,,,,,,,,,,,,,,,5,9,9,9,9,9,9,9,9,9,A,,9,5,4,5,4,9,9,9,4,3,3,5,5,5,9,5,9,9,9,9,9,4,C,E,V,99,,,,,,,,,8,,,10,,,,,,,,,,10,,,2,,,,,,6,7,,,,1,1,1,1,1,2,2,4,1,2,2,1,1,3,,,,,85283,479
481,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,9,4,4,4,E,B,4,,3,4,,,,,,,,,,,,,,,5,9,9,4,4,4,9,4,4,9,Z,,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,T,,,1,9,,,,,,,,99,,,2,5,9,,,,,,,,99,,,2,,,,,,8,,,,,3,3,2,2,2,1,2,4,1,1,1,1,1,3,,,,,85283,480
482,4,4,4,4,4,3,3,3,3,3,3,4,3,3,2,2,1,1,3,4,3,C,D,2,,2,5,6,11,12,13,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,Z,,4,2,3,5,4,4,4,2,2,3,3,3,4,4,4,4,4,4,4,3,4,4,H,T,B,99,,,,,,,,,99,,,2,5,7,9,,,,,,,99,,,2,,,,,,3,6,,,,4,3,1,1,2,2,1,3,1,1,2,1,1,4,,,,,85281,481
483,4,4,5,3,4,4,3,3,4,4,4,5,4,4,3,2,4,4,4,4,4,A,B,2,,2,3,11,14,,,,,,,,,,,,,5,9,9,4,9,9,9,4,4,4,A,I,4,2,4,4,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,B,E,I,99,,,,,,,,,99,,,5,8,9,,,,,,,,8,5,9,1,5,5,9,9,2,3,10,,,,3,5,1,1,2,1,1,5,1,1,2,1,1,3,,,,,85283,482
484,4,4,5,4,5,4,4,4,4,5,4,4,4,4,5,5,5,5,4,5,5,E,A,5,,2,3,5,7,11,,,,,,,,,,,,4,4,9,4,5,9,9,4,4,4,E,H,4,4,4,5,4,4,4,4,4,4,4,5,5,4,5,4,5,5,5,4,4,5,Q,T,V,9,,,,,,,,,,,,9,2,6,3,5,7,9,10,,,3,7,9,1,4,5,4,5,4,3,8,,,,4,3,1,1,2,1,1,3,1,1,1,1,1,4,,,,,85282,483
485,5,4,5,4,4,3,4,4,4,4,3,3,4,4,4,4,4,9,3,4,4,E,C,4,,2,3,4,8,10,11,12,13,14,,,,,,,,5,5,9,4,9,5,4,5,5,5,Z,,5,3,4,5,4,5,5,4,4,4,4,4,5,5,5,3,4,4,4,4,5,4,P,T,U,99,,,,,,,,,99,,,2,4,5,7,9,10,,,,,7,,,1,3,4,3,4,3,99,,,,,1,3,2,1,2,1,2,4,1,1,1,1,1,3,,,,,85283,484
486,5,4,4,3,4,4,5,3,4,5,5,4,4,5,4,4,3,9,4,4,4,E,G,4,,3,4,6,11,12,,,,,,,,,,,,4,4,9,4,4,4,9,4,4,4,F,G,4,4,4,4,3,4,3,4,4,3,3,4,9,4,9,4,4,4,4,4,4,4,N,O,R,99,,,,,,,,,6,7,4,3,6,8,,,,,,,,99,,,1,5,5,5,5,5,1,4,,,,4,2,1,1,2,2,2,5,2,2,2,1,1,3,,,,,85281,485
487,5,4,4,4,4,4,3,4,9,4,4,4,4,4,4,4,3,2,4,3,4,D,B,4,,3,4,11,12,,,,,,,,,,,,,4,9,9,9,9,9,9,9,9,9,Z,,9,4,4,4,3,4,4,4,3,3,4,4,5,5,5,4,4,3,4,4,3,3,T,R,V,99,,,,,,,,,7,8,,5,7,9,,,,,,,,5,9,7,2,,,,,,1,11,,,,1,3,2,1,2,1,1,5,1,2,1,1,1,3,,,,,85282,486
488,4,5,5,4,5,5,4,4,4,4,5,4,3,4,2,3,3,9,4,4,3,G,A,3,,3,4,8,14,,,,,,,,,,,,,4,4,4,4,3,3,2,4,4,4,G,F,3,2,4,4,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,3,4,B,F,H,99,,,,,,,,,99,,,1,5,7,10,,,,,,,5,1,6,2,,,,,,3,7,,,,3,3,1,1,2,1,2,4,1,1,2,1,1,3,,,,,85283,487
489,5,4,5,5,4,4,4,5,9,3,9,4,4,4,5,5,4,4,4,3,5,F,D,4,,3,14,,,,,,,,,,,,,,,4,9,9,3,9,9,4,9,4,4,D,A,5,5,5,4,5,4,4,5,5,3,4,5,5,5,5,4,5,5,5,4,9,5,F,G,K,99,,,,,,,,,99,,,5,8,,,,,,,,,5,8,,2,,,,,,2,7,,,,4,1,1,2,2,2,1,4,1,1,2,1,1,3,,,,,85282,488
490,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,9,4,4,4,E,G,4,,2,3,4,7,9,10,11,,,,,,,,,,4,4,4,9,9,9,9,4,4,4,E,I,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,T,U,V,99,,,,,,,,,9,2,3,5,,,,,,,,,,5,2,6,1,4,4,4,4,4,8,12,,,,3,3,2,1,2,1,2,5,1,2,2,1,1,3,,,,,85284,489
