id,obsdate,asm(double precision),asmdoneone(double precision),asmd(double precision),asmddoneone(double precision),asmi(double precision),asmidoneone(double precision),rpm(double precision),rpmdoneone(double precision),rpmd(double precision),rpmddoneone(double precision),rpmi(double precision),rpmidoneone(double precision),loadfactor(double precision),loadfactordoneone(double precision),loadfactord(double precision),loadfactorddoneone(double precision),loadfactori(double precision),loadfactoridoneone(double precision),enplanei(double precision),enplaneidoneone(double precision),enplaned(double precision),enplaneddoneone(double precision),enplane(double precision),enplanedoneone(double precision),airrpmtsi(double precision),airrpmtsidoneone(double precision),airrtmfm(double precision),airrtmfmdoneone(double precision),railfrtcarloads(long),railfrtcarloadsdoneone(long),railfrtintermodal(long),railfrtintermodaldoneone(long),railpm(double precision),railpmdoneone(double precision),transit(double precision),transitdoneone(double precision),petroleum(double precision),petroleumdoneone(double precision),naturalgas(double precision),naturalgasdoneone(double precision),waterborne(double precision),waterbornedoneone(double precision),truckdoneone(double precision),vmt(double precision),vmtdoneone(double precision),tsifreight(double precision),tsifreightc(double precision),tsipassenger(double precision),tsipassengerc(double precision),tsitotal(double precision),tsitotalc(double precision),indpro(double precision),manuf(double precision),invtosales(double precision),idxairrpm(double precision),idxairrtmfm(double precision),idxrailfrtcarloads(double precision),idxrailfrtintermodal(double precision),idxrailpm(double precision),idxtransitdoneone(double precision),idxpetroleumdoneone(double precision),idxnaturalgasdoneone(double precision),idxwaterbornedoneone(double precision),idxtruckdoneone(double precision)
SATD20190w5,05/01/2019,107425049.0,103831637.0,75386137.0,73372499.0,32038912.0,30459138.0,92550535.0,87047889.0,65811235.0,61793291.0,26739300.0,25254598.0,86.2,83.8,87.3,84.2,83.5,82.9,9982.0,9536.0,71365.0,66409.0,81347.0,75945.0,92977220.0,88191278.0,3745098.0,3675607.0,1142717,1119964,1166977,1150446,576765031.0,551660834.0,861455.0,825409.0,333172.0,324256.0,2134.0,2594.3,52.4,50.1,116.8,289711.0,271676.0,139.3,0.3,134.5,1.0,137.4,0.6,110.65724933,138.04311822,1.48,1.4945,1.4317,0.8005,1.5068,1.1836,1.0482,1.4495,1.3849,1.014,1.559
SATD201906,06/01/2019,110097457.0,103402701.0,76617273.0,73021084.0,33480184.0,30381617.0,97811522.0,87360270.0,68413224.0,62519629.0,29398298.0,24840641.0,88.8,84.5,89.3,85.6,87.8,81.8,11049.0,9587.0,72791.0,67870.0,83840.0,77458.0,98273616.0,88128158.0,3595928.0,3607589.0,1088710,1099683,1142915,1147693,618224369.0,547756756.0,800261.0,822668.0,324508.0,323489.0,2119.3,2540.2,50.1,49.0,117.6,281359.0,269353.0,138.9,-0.3,134.3,-0.1,137.0,-0.3,110.67580447,137.41519132,1.48,1.4934,1.4052,0.786,1.5032,1.1752,1.0448,1.4461,1.356,0.9923,1.5694
SATD201907,07/01/219,114924902.0,103360580.0,80081728.0,73177548.0,34843174.0,30183032.0,101794185.0,86831682.0,71276651.0,62376834.0,30517534.0,24454848.0,88.6,84.0,89.0,85.2,87.6,81.0,11673.0,9577.0,75284.0,66630.0,86957.0,76207.0,102295052.0,87739800.0,3655379.0,3607430.0,1118656,1102696,1163930,1149254,657244637.0,540789873.0,822014.0,825186.0,330838.0,326303.0,2393.9,2553.5,49.6,50.2,118.9,291520.0,269606.0,140.2,0.9,134.0,-0.2,137.7,0.5,110.25335139,136.30182753,1.47,1.4868,1.4052,0.7881,1.5053,1.1602,1.048,1.4587,1.3631,1.0152,1.588
SATD201908,08/01/2019,113124199.0,104333384.0,78976853.0,73907524.0,34147346.0,30425860.0,98025331.0,87740456.0,68148009.0,62918488.0,29877322.0,24821968.0,86.7,84.1,86.3,85.1,87.5,81.6,11065.0,9675.0,72718.0,67290.0,83783.0,76965.0,98411628.0,88681776.0,3670233.0,3657659.0,1169165,1096933,1207740,1137745,626644744.0,544048761.0,835988.0,837844.0,331841.0,326398.0,2433.9,2619.3,54.3,53.1,120.6,293308.0,276508.0,142.1,1.4,135.6,1.2,139.5,1.3,111.01648549,135.98943461,1.46,1.5028,1.4247,0.784,1.4902,1.1672,1.064,1.4591,1.3982,1.0741,1.6101
SATD201909,09/01/2019,101087368.0,104442060.0,70649657.0,73889789.0,30437711.0,30552271.0,83345979.0,89590359.0,58213796.0,63666032.0,25132183.0,25924327.0,82.4,85.8,82.4,86.2,82.6,84.9,8610.0,9657.0,63981.0,67938.0,72591.0,77595.0,83814263.0,89348698.0,3528614.0,3541208.0,1063191,1062789,1138058,1133184,528336348.0,540762752.0,846274.0,834189.0,304027.0,313507.0,2206.3,2629.7,49.3,50.8,117.6,273319.0,274195.0,138.7,-2.4,136.1,0.4,137.6,-1.4,110.66091721,135.34951456,1.47,1.5141,1.3794,0.7596,1.4842,1.1602,1.0594,1.4015,1.4038,1.0279,1.5706
SATD201910,10/01/209,104422300.0,104767941.0,74904252.0,74555078.0,29518048.0,30212863.0,87646386.0,89231352.0,63323793.0,63679292.0,24322593.0,25552060.0,83.9,85.2,84.5,85.4,82.4,84.6,8694.0,9774.0,69922.0,67961.0,78616.0,77734.0,88208329.0,89559209.0,3832869.0,3594477.0,1083582,1041577,1179756,1115886,540165523.0,532874257.0,915445.0,826340.0,311611.0,309033.0,2306.5,2607.0,54.2,50.4,118.1,283961.0,272669.0,138.5,-0.1,135.9,-0.1,137.4,-0.1,109.79626923,134.23729298,1.47,1.5177,1.4001,0.7445,1.4616,1.1432,1.0494,1.3815,1.3917,1.0192,1.5768
SATD201911,11/01/2019,98506078.0,105091778.0,72118568.0,75258723.0,26387510.0,29833055.0,80521747.0,89954570.0,59158779.0,64396091.0,21362968.0,25558479.0,81.7,85.6,82.0,85.6,81.0,85.7,8257.0,9645.0,64817.0,69888.0,73074.0,79533.0,81010197.0,89820237.0,3850416.0,3588198.0,1025480,1043142,1095406,1106311,524186383.0,538889900.0,814066.0,828937.0,310579.0,311510.0,2783.8,2678.6,51.1,51.1,117.5,260326.0,269800.0,138.5,0.0,136.3,0.3,137.5,0.1,110.14191267,133.56110794,1.44,1.5221,1.3977,0.7456,1.449,1.1562,1.0527,1.3925,1.4299,1.0336,1.5681
SATD201912,12/01/2019,105336301.0,105770182.0,76153733.0,76104370.0,29182568.0,29665812.0,89959899.0,89572140.0,65288157.0,64122524.0,24671742.0,25449616.0,85.4,84.7,85.7,84.3,84.5,85.8,9584.0,9645.0,69719.0,69680.0,79303.0,79326.0,90389595.0,90183185.0,3675337.0,3562949.0,1020830,1037443,1075973,1094140,583637283.0,551143560.0,791316.0,830467.0,322814.0,312736.0,3170.7,2534.9,50.0,50.7,116.4,261757.0,269023.0,136.9,-1.2,136.8,0.4,136.7,-0.6,109.78084257,133.38692176,1.42,1.5283,1.3878,0.7415,1.4331,1.1824,1.0547,1.398,1.3532,1.0253,1.5546
SATD202001,01/01/2020,101193363.0,106715576.0,72425576.0,76464605.0,28767787.0,30250971.0,81045830.0,91100329.0,57629920.0,65248152.0,23415910.0,25852178.0,80.1,85.4,79.6,85.3,81.4,85.5,9161.0,9746.0,61623.0,70880.0,70784.0,80626.0,81536356.0,90559837.0,3357167.0,3542849.0,1038813,1052190,1121664,1103397,447564878.0,551677703.0,815015.0,848243.0,321678.0,316307.0,3320.6,2519.7,48.1,49.4,116.5,260847.0,285452.0,136.9,0.0,138.2,1.0,137.3,0.4,109.28438468,131.82352941,1.43,1.5346,1.38,0.752,1.4452,1.1836,1.0772,1.414,1.345,1.0004,1.5547
SATD202002,02/01/2020,92853151.0,104953065.0,68495033.0,76699553.0,24358118.0,28253511.0,73892439.0,88479601.0,55336127.0,64711115.0,18556312.0,23768486.0,79.6,84.3,80.8,84.4,76.2,84.1,7962.0,9456.0,59868.0,70841.0,67830.0,80297.0,74428889.0,89546993.0,2954419.0,3492941.0,962057,1018439,1036215,1084916,400433113.0,544276792.0,788599.0,839227.0,305296.0,325069.0,3058.5,2519.0,44.0,49.6,116.5,242695.0,284040.0,136.6,-0.2,136.7,-1.1,136.5,-0.6,109.71676261,131.55910908,1.42,1.5175,1.3606,0.7279,1.421,1.1677,1.0658,1.4532,1.3447,1.003,1.5559
SATD202003,03/01/2020,82523537.0,80858862.0,64968396.0,62641018.0,17555141.0,18217844.0,42770844.0,41791469.0,32526486.0,30942060.0,10244358.0,10849409.0,51.8,51.7,50.1,49.4,58.4,59.6,4653.0,4510.0,34414.0,33099.0,39067.0,37609.0,43175178.0,42149871.0,3607776.0,3477451.0,989919,981583,1028873,1030181,233377315.0,272321351.0,505660.0,475371.0,309006.0,307479.0,2722.0,2508.7,48.8,48.8,116.5,226638.0,224870.0,135.1,-1.1,69.9,-48.9,109.5,-19.8,105.58587048,124.40462593,1.53,0.7143,1.3545,0.7016,1.3493,0.5842,0.6037,1.3745,1.3392,0.9874,1.5558
SATD202004,04/01/2020,21032453.0,21324217.0,19489079.0,19733595.0,1543374.0,1590622.0,2908236.0,2916881.0,2551127.0,2542604.0,357109.0,374277.0,13.8,13.7,13.1,12.9,23.1,23.5,137.0,138.0,2877.0,2869.0,3014.0,3007.0,3086778.0,2639619.0,3473099.0,3489958.0,836433,838664,936802,968978,36018048.0,56474916.0,171450.0,140028.0,271251.0,273890.0,2256.9,2580.8,48.9,47.6,106.1,167617.0,167174.0,125.2,-7.3,12.3,-82.4,80.8,-26.2,91.652685884,106.02198744,1.69,0.0447,1.3594,0.5994,1.2691,0.1212,0.1778,1.2244,1.3777,0.9642,1.417
SATD202005,05/01/2020,18989982.0,18559525.0,17242845.0,16900860.0,1747137.0,1658665.0,7137356.0,6703996.0,6658185.0,6254043.0,479171.0,449953.0,37.6,36.1,38.6,37.0,27.4,27.1,191.0,181.0,7861.0,7378.0,8052.0,7559.0,7373339.0,2683903.0,3813574.0,3778541.0,821331,794082,1012346,998877,69098462.0,48204071.0,200586.0,198340.0,275968.0,267260.0,2072.2,2525.1,48.4,46.1,109.3,221006.0,204304.0,127.1,1.5,16.4,33.3,83.6,3.5,93.136557745,108.60536836,1.35,0.0455,1.4718,0.5676,1.3083,0.1034,0.2519,1.1947,1.3479,0.934,1.4591
SAT202006,06/01/2020,27347184.0,25904220.0,24771861.0,23550301.0,2575323.0,2353919.0,14806854.0,13453224.0,13912065.0,12696795.0,894789.0,756429.0,54.1,51.9,56.2,53.9,34.7,32.1,401.0,348.0,16132.0,14781.0,16533.0,15128.0,15138037.0,4914291.0,3910916.0,3877040.0,849366,863306,1075605,1076544,128982242.0,52491489.0,256196.0,244487.0,260117.0,258227.0,2127.9,2539.6,41.5,40.2,111.2,250330.0,235771.0,129.1,1.6,21.4,30.5,86.9,3.9,98.981211302,120.4603084,1.23,0.0833,1.5102,0.617,1.41,0.1126,0.3105,1.1544,1.3557,0.8132,1.4841
SATD202007,07/01/2c020,45800946.0,41529328.0,40313263.0,36781665.0,5487683.0,4747663.0,22062675.0,18949245.0,20075949.0,17381343.0,1986726.0,1567902.0,48.2,45.6,49.8,47.3,36.2,33.0,1133.0,920.0,22922.0,19916.0,24055.0,20836.0,22438942.0,6676954.0,4047716.0,3985878.0,927800,917356,1152235,1140813,160734686.0,39537794.0,306701.0,304181.0,283793.0,278583.0,2464.1,2622.2,43.3,43.9,114.1,265550.0,242159.0,133.9,3.7,27.0,26.2,92.2,6.1,102.74790486,125.42775557,1.22,0.1131,1.5526,0.6557,1.4942,0.0848,0.3863,1.2454,1.3998,0.8887,1.5231
SATD202008,08/01/2020,49987959.0,46531893.0,42874137.0,40209922.0,7113822.0,6321972.0,23818082.0,21967521.0,21184556.0,19778977.0,2633526.0,2188543.0,47.6,47.2,49.4,49.2,37.0,34.6,1401.0,1236.0,24431.0,22954.0,25832.0,24190.0,24135481.0,15000473.0,4005867.0,4015804.0,992610,924784,1243652,1178094,157997236.0,79340246.0,318609.0,339490.0,283502.0,277046.0,2399.5,2571.3,44.3,43.5,112.3,265060.0,251358.0,132.6,-1.0,35.6,31.9,95.1,3.1,103.69011764,126.53055397,1.23,0.2542,1.5642,0.661,1.543,0.1702,0.4311,1.2385,1.3726,0.8796,1.4989
SATD202090,09/01/2020,43187717.0,44755826.0,35882035.0,37404773.0,7305682.0,7351053.0,23073723.0,25063425.0,20474551.0,22368467.0,2599172.0,2694957.0,53.4,56.0,57.1,59.8,35.6,36.7,1414.0,1611.0,23854.0,25331.0,25268.0,26941.0,23384462.0,29389712.0,4107403.0,4106533.0,956719,959842,1218979,1207211,157507264.0,166378453.0,331020.0,302929.0,273565.0,284167.0,2151.2,2566.2,42.1,44.1,111.2,257531.0,254995.0,133.0,0.3,43.7,22.8,98.8,3.9,103.64027767,127.10508281,1.23,0.498,1.5996,0.686,1.5812,0.357,0.3847,1.2703,1.3699,0.8923,1.4848
SATD202010,10/01/2200,49296527.0,49304617.0,40389937.0,40188032.0,8906590.0,9116584.0,27870756.0,28247060.0,24425708.0,24642988.0,3445048.0,3604072.0,56.5,57.3,60.5,61.3,38.7,39.5,1984.0,2210.0,28027.0,27204.0,30011.0,29414.0,28273454.0,29975085.0,4347617.0,4110691.0,1012032,973157,1292686,1216319,161006011.0,148607218.0,351338.0,279624.0,288756.0,287076.0,2315.9,2605.4,48.4,44.5,111.5,266596.0,255505.0,133.8,0.6,42.4,-3.0,98.7,-0.1,104.45357538,128.01513421,1.25,0.508,1.6012,0.6956,1.5931,0.3188,0.3551,1.2833,1.3908,0.9002,1.4891
SATD202011,11/01/2020,53690474.0,56547051.0,43474923.0,45113341.0,10215551.0,11433709.0,27957384.0,29722985.0,23711619.0,24638279.0,4245765.0,5084706.0,52.1,52.6,54.5,54.6,41.6,44.5,2465.0,2834.0,26294.0,27373.0,28759.0,30207.0,28292813.0,34446156.0,4357871.0,4182960.0,969903,987859,1221661,1246016,137301130.0,127369762.0,311158.0,327314.0,282464.0,282467.0,2442.0,2331.5,44.6,44.6,112.3,238300.0,248198.0,133.2,-0.4,48.9,15.3,101.2,2.5,104.76998368,128.52113078,1.27,0.5837,1.6293,0.7061,1.632,0.2733,0.4157,1.2627,1.2446,0.902,1.4999
SATD202012,12/01/2020,57400881.0,57487685.0,45077323.0,45007019.0,12323558.0,12480666.0,30832402.0,31668672.0,25075790.0,25714559.0,5756612.0,5954114.0,53.7,55.1,55.6,57.1,46.7,47.7,3272.0,3281.0,27263.0,28322.0,30535.0,31603.0,31081791.0,33067076.0,4447502.0,4167145.0,973999,987769,1186808,1246235,130652258.0,121591229.0,309585.0,332144.0,290021.0,279275.0,3182.8,2557.5,44.8,45.2,113.3,241451.0,249061.0,135.0,1.4,48.2,-1.4,102.0,0.8,105.87002304,131.11079383,1.27,0.5604,1.6232,0.706,1.6323,0.2609,0.4218,1.2484,1.3652,0.9146,1.5124
SATD202101,01/01/2021,55267184.0,58420189.0,42318254.0,44943289.0,12948930.0,13476900.0,27800391.0,31572377.0,22357665.0,25557955.0,5442726.0,6014422.0,50.3,54.0,52.8,56.9,42.0,44.6,2988.0,3148.0,24305.0,28502.0,27293.0,31650.0,28118918.0,37855270.0,4078149.0,4350440.0,1020270,1031589,1274512,1275979,119971180.0,231966032.0,296321.0,363313.0,282448.0,276778.0,3343.9,2543.3,45.5,46.5,114.8,231030.0,258907.0,137.2,1.6,54.4,12.9,106.0,3.9,107.08527687,133.7061679,1.22,0.6415,1.6946,0.7373,1.6712,0.4977,0.4614,1.2373,1.3577,0.9411,1.5322
SATD20102,02/01/2021,48911433.0,57172010.0,37928427.0,43908225.0,10983006.0,13263785.0,26323206.0,32249002.0,22477683.0,27101349.0,3845523.0,5147653.0,53.8,56.4,59.3,61.7,35.0,38.8,2122.0,2625.0,24483.0,29789.0,26605.0,32414.0,26554203.0,42944970.0,3563126.0,4357828.0,825664,928205,1017915,1107269,115723821.0,265809558.0,279291.0,353472.0,242384.0,273829.0,3099.2,2651.5,39.8,45.6,112.4,213038.0,253624.0,133.8,-2.5,57.7,6.1,105.3,-0.7,103.80425333,131.64705882,1.24,0.7277,1.6975,0.6634,1.4503,0.5703,0.4489,1.2241,1.4154,0.9233,1.5003
SATD202103,03/01/2021,67277537.0,66067520.0,53749328.0,51903242.0,13528209.0,14164278.0,42683735.0,41233656.0,36811555.0,34963185.0,5872180.0,6270471.0,63.4,62.4,68.5,67.4,43.4,44.3,3455.0,3365.0,39343.0,37656.0,42798.0,41020.0,42987649.0,42125947.0,4652578.0,4450484.0,1024084,1013234,1267475,1273076,168864251.0,196643625.0,351850.0,304123.0,281405.0,280143.0,2649.4,2471.6,47.6,47.4,113.2,269426.0,267337.0,136.0,1.6,53.3,-7.6,104.7,-0.6,106.65117288,133.13420902,1.1,0.7139,1.7336,0.7242,1.6674,0.4219,0.3862,1.2523,1.3194,0.9597,1.5108
SATD202104,04/01/2021,68934612.0,70090219.0,54787601.0,55466048.0,14147011.0,14624171.0,47644846.0,47619139.0,40971447.0,40634846.0,6673399.0,6984293.0,69.1,67.9,74.8,73.3,47.2,47.8,3998.0,3987.0,43799.0,43058.0,47797.0,47045.0,48141936.0,46902392.0,4542139.0,4549962.0,1015992,1014517,1253645,1278406,197898318.0,231027812.0,355896.0,321260.0,297845.0,300737.0,2265.1,2584.5,47.4,46.0,113.1,259189.0,264108.0,137.4,1.0,58.2,9.2,107.6,2.8,106.82647581,133.26613364,1.09,0.7948,1.7723,0.7251,1.6744,0.4957,0.408,1.3444,1.3797,0.9312,1.5104
SATD202105,05/01/2021,76736575.0,74979074.0,61332669.0,60324696.0,15403906.0,14654378.0,57822304.0,54533220.0,49649002.0,46817008.0,8173302.0,7716212.0,75.4,72.7,81.0,77.6,53.1,52.7,4942.0,4672.0,52752.0,49983.0,57694.0,54655.0,58176510.0,53547668.0,4501273.0,4384851.0,1064035,1035960,1269402,1243732,259115194.0,241411273.0,377573.0,378959.0,307594.0,299121.0,2117.4,2583.9,49.4,47.3,112.7,284326.0,268886.0,136.8,-0.4,67.2,15.5,111.1,3.3,107.63977352,135.12050257,1.09,0.9074,1.708,0.7404,1.629,0.5179,0.4813,1.3372,1.3793,0.9581,1.5052
SATD202106,06/01/2021,84579593.0,79811397.0,67462202.0,64126941.0,17117391.0,15684456.0,68542276.0,61557092.0,57717814.0,52481591.0,10824462.0,9075502.0,81.0,77.1,85.6,81.8,63.2,57.9,6037.0,5246.0,60110.0,54950.0,66147.0,60196.0,68909506.0,58747106.0,4374325.0,4412794.0,1008919,1025626,1193552,1212902,381297689.0,302631682.0,413460.0,401360.0,318205.0,315786.0,2238.4,2660.5,50.4,49.0,111.0,286898.0,272791.0,136.5,-0.2,72.9,8.5,113.4,2.1,108.08617568,137.25042833,1.09,0.9955,1.7189,0.7331,1.5886,0.6493,0.5097,1.4117,1.4202,0.9911,1.4824
SATD202107,07/01/2021,92572450.0,83684645.0,73407831.0,67149531.0,19164619.0,16535113.0,78048249.0,66840942.0,64545092.0,56262271.0,13503157.0,10578671.0,84.3,79.9,87.9,83.8,70.5,64.0,7034.0,5700.0,66740.0,58628.0,73774.0,64328.0,78489822.0,62883505.0,4426509.0,4381060.0,1006272,998468,1184293,1165898,443271815.0,325604302.0,423427.0,434495.0,320768.0,315140.0,2412.2,2560.2,47.2,47.7,111.3,296430.0,275111.0,135.3,-0.9,78.4,7.5,115.0,1.4,108.81985889,139.33866362,1.12,1.0656,1.7065,0.7136,1.5271,0.6986,0.5518,1.4088,1.3667,0.9658,1.4858
SATD202108,08/01/2021,91200105.0,84304923.0,71871478.0,67114438.0,19328627.0,17190485.0,71745477.0,65378644.0,58416652.0,54298649.0,13328825.0,11079995.0,78.7,77.6,81.3,80.9,69.0,64.5,6358.0,5668.0,60631.0,56195.0,66989.0,61863.0,72081116.0,62885618.0,4317023.0,4304452.0,1032286,968445,1199382,1136557,414408346.0,331001790.0,428656.0,431961.0,323022.0,315800.0,2433.8,2597.6,46.8,46.2,111.2,287347.0,271423.0,134.6,-0.5,78.2,-0.3,114.5,-0.4,108.78166982,139.45973729,1.11,1.0657,1.6767,0.6922,1.4886,0.7101,0.5486,1.4117,1.3866,0.9352,1.4849
SATD202109,09/01/2021,83960638.0,86712656.0,66268780.0,68905969.0,17691858.0,17806687.0,60555482.0,65515851.0,50123963.0,54711554.0,10431519.0,10804297.0,72.1,75.6,75.6,79.4,59.0,60.7,4844.0,5457.0,53903.0,57290.0,58747.0,62747.0,61064518.0,66799584.0,4305893.0,4308440.0,1000694,1004220,1136162,1129095,351319450.0,357269074.0,464232.0,437606.0,295799.0,306626.0,2142.3,2559.0,42.8,45.1,112.8,278076.0,274582.0,135.5,0.7,81.7,4.5,116.5,1.7,107.71669105,140.53683609,1.1,1.132,1.6782,0.7178,1.4789,0.7665,0.5557,1.3707,1.3661,0.9121,1.5065
SATD202110,10/01/2021,87192079.0,87268439.0,69064746.0,68721661.0,18127333.0,18546778.0,66925166.0,68065746.0,55934107.0,56568325.0,10991059.0,11497421.0,76.8,78.0,81.0,82.3,60.6,62.0,5361.0,5996.0,60546.0,58915.0,65907.0,64910.0,67419511.0,69542876.0,4564394.0,4345052.0,1049710,1012409,1194151,1129125,390139707.0,377387509.0,500860.0,447438.0,315039.0,313770.0,2262.6,2541.3,51.8,47.8,113.7,285746.0,275520.0,136.7,0.9,84.5,3.4,118.4,1.6,109.34609131,143.08595089,1.09,1.1785,1.6925,0.7236,1.4789,0.8097,0.5682,1.4026,1.3566,0.968,1.5176
SATD202111,11/01/2021,86168283.0,90628401.0,68469059.0,70890499.0,17699224.0,19737901.0,67951338.0,72653880.0,55742283.0,57932244.0,12209055.0,14721635.0,78.9,80.2,81.4,81.7,69.0,74.6,5999.0,6948.0,59779.0,62243.0,65778.0,69191.0,68363650.0,74787172.0,4403123.0,4201294.0,993437,1010814,1106405,1118498,401400762.0,390714312.0,468551.0,467094.0,327980.0,327725.0,2693.3,2561.7,52.1,52.1,113.9,267749.0,275564.0,137.4,0.5,89.8,6.3,121.1,2.3,109.99422669,144.43546545,1.1,1.2673,1.6365,0.7225,1.465,0.8383,0.5932,1.465,1.3675,1.0543,1.5207
SATD202112,12/01/2021,90144114.0,90286833.0,69447122.0,69375906.0,20696992.0,20910927.0,71880334.0,73375570.0,57091558.0,58192318.0,14788776.0,15183252.0,79.7,81.3,82.2,83.9,71.5,72.6,7095.0,7107.0,59535.0,61132.0,66630.0,68238.0,72249478.0,73536660.0,4787729.0,4485235.0,997125,1009893,1080977,1114312,403283532.0,390713447.0,450151.0,471634.0,331548.0,320804.0,3007.3,2422.3,48.1,48.3,115.1,268420.0,274713.0,137.5,0.1,89.2,-0.7,120.9,-0.2,109.77598803,145.12250143,1.17,1.2462,1.7471,0.7218,1.4595,0.8383,0.599,1.4341,1.2931,0.9781,1.5362
SATD20201,01/01/2022,85220302.0,90098168.0,64319116.0,68422547.0,20901186.0,21675622.0,56461934.0,64698340.0,43954958.0,50760180.0,12506976.0,13938160.0,66.3,71.8,68.3,74.2,59.8,64.3,6050.0,6346.0,45814.0,54629.0,51864.0,60975.0,56844073.0,67242318.0,4139487.0,4411787.0,994038,1004038,1097053,1109336,251006893.0,368369842.0,388722.0,458016.0,308543.0,302799.0,3612.1,2754.7,48.1,48.9,115.8,240556.0,268685.0,139.1,1.2,83.4,-6.5,119.4,-1.2,110.19380233,147.2704169,1.15,1.1395,1.7185,0.7176,1.453,0.7903,0.5817,1.3536,1.4705,0.9903,1.5465
SATD202202,02/01/2022,79163472.0,92616401.0,60647328.0,70208319.0,18516144.0,22408082.0,58039691.0,71629776.0,46520073.0,56135184.0,11519618.0,15494592.0,73.3,77.3,76.7,80.0,62.2,69.1,5726.0,7110.0,49076.0,59870.0,54802.0,66981.0,58409593.0,74871279.0,3875053.0,4750327.0,921210,1021505,1037872,1128923,243967008.0,394963469.0,424120.0,499208.0,283756.0,315993.0,3064.2,2618.2,42.3,48.2,115.9,235737.0,274578.0,139.9,0.6,92.1,10.4,123.6,3.5,111.00580549,148.45773844,1.15,1.2688,1.8503,0.7301,1.4786,0.8474,0.634,1.4126,1.3976,0.9751,1.5477
SATD202203,03/01/d2022,94041417.0,92712526.0,71989534.0,69543831.0,22051883.0,23168695.0,77898129.0,75595999.0,61674705.0,58271055.0,16223424.0,17324943.0,82.8,81.5,85.7,83.8,73.6,74.8,7874.0,7652.0,64605.0,61775.0,72479.0,69427.0,78278312.0,77042162.0,4678075.0,4472648.0,1035022,1023754,1184841,1184834,354206394.0,395926694.0,509364.0,460327.0,327508.0,326629.0,2785.4,2615.0,49.7,49.4,116.9,277239.0,272293.0,140.6,0.5,91.1,-1.1,123.6,0.0,111.73182931,151.67904055,1.18,1.3056,1.7422,0.7317,1.5519,0.8494,0.5846,1.4601,1.3959,0.9992,1.5605
SATD202204,04/01/2022,92466683.0,94356434.0,68699674.0,69830718.0,23767009.0,24525717.0,78810778.0,79615234.0,60270616.0,60195020.0,18540162.0,19420214.0,85.2,84.4,87.7,86.2,78.0,79.2,8401.0,8418.0,63513.0,63195.0,71914.0,71613.0,79210652.0,78181475.0,4423093.0,4453239.0,986098,982981,1160360,1184785,389892474.0,415137698.0,503505.0,485268.0,299956.0,302500.0,2379.3,2712.4,51.6,50.3,116.1,263204.0,269559.0,139.4,-0.9,93.7,2.9,124.0,0.3,112.48611736,152.6290691,1.18,1.3249,1.7346,0.7026,1.5518,0.8907,0.6163,1.3523,1.4479,1.0174,1.5502
SATD202205,05/01/2022,97262684.0,94697237.0,70973859.0,69604395.0,26288825.0,25092842.0,83505467.0,78377461.0,62706687.0,58686586.0,20798780.0,19690875.0,85.9,82.8,88.4,84.3,79.1,78.5,8817.0,8372.0,66955.0,62519.0,75772.0,70892.0,83884830.0,78952764.0,4360813.0,4291029.0,1025945,997482,1209803,1196255,454971549.0,433686555.0,514820.0,499302.0,327548.0,319094.0,2247.8,2743.8,52.3,50.4,116.4,288197.0,270550.0,140.1,0.5,95.3,1.7,125.1,0.9,112.39323377,155.81810394,1.2,1.3379,1.6714,0.7129,1.5668,0.9304,0.6341,1.4264,1.4647,1.0192,1.5539
SATD202206,06/01/2022,98323010.0,92453741.0,70415012.0,66864054.0,27907998.0,25589687.0,87633185.0,77768113.0,63343675.0,57505058.0,24289510.0,20263056.0,89.1,84.1,90.0,86.0,87.0,79.2,10026.0,8600.0,67362.0,61559.0,77388.0,70159.0,88025804.0,77654594.0,4234313.0,4203558.0,993992,1012032,1139953,1154273,517090295.0,436015371.0,520456.0,509214.0,320090.0,317182.0,2326.9,2756.3,54.4,52.9,117.3,282503.0,267966.0,140.8,0.5,95.1,-0.2,125.3,0.2,112.2998108,157.11193604,1.21,1.3159,1.6374,0.7233,1.5118,0.9354,0.6467,1.4179,1.4713,1.0717,1.5666
SATD202207,07/01/2022,104649200.0,94227944.0,74962538.0,68666070.0,29686662.0,25561874.0,92090951.0,77852251.0,65633251.0,57248850.0,26457700.0,20603402.0,88.0,82.6,87.6,83.4,89.1,80.6,10946.0,8893.0,69416.0,61015.0,80362.0,69908.0,92601557.0,77126972.0,4209022.0,4186417.0,1006859,1000657,1147820,1135848,554310374.0,437992176.0,494569.0,520875.0,330916.0,325117.0,2597.9,2752.1,55.0,55.4,116.8,287033.0,267703.0,140.6,-0.1,95.5,0.4,125.4,0.1,113.1136479,155.70588235,1.23,1.307,1.6307,0.7152,1.4877,0.9397,0.6615,1.4534,1.4691,1.1211,1.5597
