objectid(long),routeid(long),beginpoint(double precision),endpoint(double precision),routedirection,roadnumber(long),roadsuffix,nedesc,assumedownership,assmowndesc,assumedroadtype,assmrdtypdesc,townnumber(long),townname,yearvalue(long),global_id,shape_length(double precision)
6119,13574004,0.0,0.23,L,1,W,JOINERS RD (Private),PRI,Private Entity,M,Mainline,118,ROCKY HILL,1927,d060b67f-e3d6-44cc-861d-6d28ac6d0f48,1260.38109704532
6120,13574010,0.0,0.18,L,1,W,AGRONOMY RD (Private),PRI,Private Entity,M,Mainline,77,MANSFIELD,2022,b2cd3ea1-acfd-44a9-bf49-6a62eb558bb4,984.367862503759
6121,13890919,0.0,0.24,L,1,W,GATE RIDGE RD (Private),PRI,Private Entity,M,Mainline,50,FAIRFIELD,2022,b256a538-b9e6-474c-a484-06da5344d654,1290.92612364285
6122,13890944,0.0,0.22,L,1,W,FAIRCHILD WHEELER GOLF CLUB (Fairfield),PRI,Private Entity,M,Mainline,50,FAIRFIELD,2022,1166f795-7302-4544-aa77-e379c73993fd,1178.66971509339
6123,13890978,0.0,0.06,L,1,W,LUCIELLE DR (Private),PRI,Private Entity,M,Mainline,45,EASTON,2022,872f066a-1cae-4e48-9bf3-e56ebe7d0be0,313.091281341251
6124,13890991,0.0,0.33,L,1,W,HELEN KELLER MIDDLE SCHOOL (Easton),PRI,Private Entity,M,Mainline,45,EASTON,2022,23725b99-8f43-4131-bfca-90f5fdfbe0d2,1748.97370600673
6125,13891004,0.0,0.45,L,1,W,REGINA DR Private),PRI,Private Entity,M,Mainline,46,EAST WINDSOR,2452,03f01dab-f229-4a2f-8968-64f95f10932d,2385.01987430762
6126,13891022,0.0,0.23,L,1,W,PASCO DR NO 1 (East Windsor),PRI,Private Entity,M,Mainline,46,EAST WINDSOR,2022,eb3b69b5-6d60-4c8e-a4cf-9371cd16ae8f,1246.33724771486
6127,13891120,0.0,0.07,L,1,W,MALLORY BROOK PLAZA (Barkhamsted),PRI,Private Entity,M,Mainline,5,BARKHAMSTED,2022,3bfd972c-c418-4a91-b1f2-81dfab8f9bd9,361.415175610727
6128,13891194,0.0,0.32,L,1,W,ENFIELD HIGH SCHOOL (Enfield),PRI,Private Entity,M,Mainline,48,ENFIELD,1083,61a69578-df7a-4362-981f-6b1900acf25f,1713.34520488796
6129,13891204,0.0,0.04,L,1,W,ENFIELD TOWN HALL (Enfield),PRI,Private Entity,M,Mainline,48,ENFIELD,2022,a0b64bd1-3172-49d5-b293-0ca8724fea9a,263.229585177567
6130,13892022,0.0,0.14,L,1,W,PERRY LA (Private),PRI,Private Entity,M,Mainline,138,STRATFORD,2048,4782ffca-18ad-4ccd-abd7-1d92c6e7bfe4,782.7548964597
6131,15898307,0.0,0.08,L,1,W,FIELD POINT RD (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,1440,1c3091db-a082-47ac-9f84-ac41ac6e144e,416.434659865905
6132,15898332,0.0,0.26,L,1,W,OPENING HILL RD (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,1016011f-cc9a-46ea-aa2d-6d1197161839,1335.35028637258
6133,15898333,0.0,0.22,L,1,W,WATCH HILL RD (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,f9e9cb98-ed8c-4001-b3a2-497889900edd,1144.79431706579
6134,15898355,0.0,0.08,L,1,W,SHIBAH DR (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,342894fc-8b00-4737-85b8-a22f76519b57,407.407528150889
6135,15898365,0.0,0.08,L,1,W,ALICE DR (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,1428,cebab0d3-2183-4394-8a75-01285d1eb72f,441.884276739234
6136,15898417,0.0,0.07,L,3,W,SILO WAY (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,cedc9ef6-ab05-4ec7-9ea7-03ea83233963,347.830492236879
6137,15898545,0.0,0.11,L,1,W,ALDER LA (Private),PRI,Private Entity,M,Mainline,4,AVON,2095,5603ef96-5c24-4a35-ba08-6963e859841d,561.69392629845
6138,15898547,0.0,0.17,L,1,W,CIDER MILL LA (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,1217,6ff21f5b-223f-4296-9b2d-9a94e42548f4,904.575719456152
6139,15898551,0.0,0.03,L,1,W,RIDGEFIELD PL (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,c8936752-3210-4f34-94ea-5cf6d8fb0e19,168.086392800909
6140,15898772,0.0,0.12,L,1,W,ROUND HILL LA (Private),PRI,Private Entity,M,Mainline,16,BRIDGEWATER,2022,c5c30b5f-f36d-4553-bf1a-4634b8f0c70c,650.117948375656
6141,15898785,0.0,0.08,L,1,W,HANK BECKER LA (Private),PRI,Private Entity,M,Mainline,16,BRIDGEWATER,2022,fbff3d35-8d0e-4525-ac47-f6d3f83e1ad7,421.388661767359
6142,15898807,0.0,0.08,L,1,W,FARMINGTON WOODS GOLF COURSE (Avon),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,4,AVON,2022,78f5edd2-888e-4ff2-9d80-c02711bdb559,437.829871039292
6143,13561541,0.0,0.19,L,1,W,WATKINSON SCHOOL (Hartford),PRI,Private Entity,M,Mainline,63,HARTFORD,2022,e1cf6be8-63aa-49cb-8e61-037f7276a0b9,1031.88786795007
6144,13561554,0.0,0.1,L,1,W,QUEUE LA (Private),PRI,Private Entity,M,Mainline,165,WINDSOR LOCKS,2022,89bc9d85-bb63-451d-810e-c92372e4c0b8,571.743157925838
6145,13561604,0.0,0.11,R,1,W,WALMART PLAZA (New Haven),PRI,Private Entity,M,Mainline,92,NEW HAVEN,2022,381f417c-b3a3-4d3c-abf4-640e1ee98cc8,605.942195877063
6146,13561616,0.0,0.55,L,1,W,LIGHT LA (Private),PRI,Private Entity,M,Mainline,165,WINDSOR LOCKS,1504,6b05d360-0e01-42a4-b800-ee4c1b4effa5,2910.67515467961
6147,13561618,0.0,0.07,L,1,W,FILLEY POND PLAZA (Bloomfield),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,61246d5f-e047-4200-afe1-7f82b734ae8e,354.466492816524
6148,13561629,0.0,0.06,L,1,W,TROLLEY SQUARE (East Haven),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,43,EAST HAVEN,2329,db2b6863-38fa-4ea7-a6b1-a8cc3e56c852,304.669812102862
6149,13561660,0.0,0.06,L,1,W,PONEMAH MILLS SOUTH (Norwich),PRI,Private Entity,M,Mainline,103,NORWICH,2022,49ed95ad-62ca-45be-8b19-94f7e886872a,321.920054168595
6150,13561679,0.0,0.04,L,1,W,WEST SIDE MARKETPLACE (Rocky Hill),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,118,ROCKY HILL,2022,60e858b0-12dd-4166-b59e-86c0b8d9415c,245.071425691128
6151,13561700,0.0,0.03,L,1,W,SHUNPIKE VILLAGE NORTH (Rocky Hill),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,118,ROCKY HILL,2022,44a9d40a-f3b7-4fd1-8a8d-e02b8b3dc8c3,196.99440427945
6152,13561741,0.0,0.05,L,1,W,PEPPPERIDGE FARM (Bloomfield),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,da0d91bc-8bb9-45df-bb04-4f43843929ad,281.430443842264
6153,13561747,0.0,0.13,L,1,W,EVERSOURCE (Windsor),PRI,Private Entity,M,Mainline,164,WINDSOR,2022,f1d48af6-c211-4800-83e2-89e57784f64c,706.934842206425
6154,13561761,0.0,0.14,L,1,W,RECTORY SCHOOL S (Pomfret),PRI,Private Entity,M,Mainline,111,POMFRET,2022,99e79e16-cbdf-477f-8e87-9ebc50de0e34,737.059238603534
6155,13561803,0.0,0.06,L,1,W,CORBINS CORNER CENTER (West Hartford),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,155,WEST HARTFORD,2603,8189aa94-4010-41f9-958a-a72d991930ea,348.992622482197
6156,13561865,0.0,0.13,L,1,W,PARSON LA (Private),PRI,Private Entity,M,Mainline,37,DURHAM,2022,80b81030-1ad9-4bf5-9016-8d63287f051e,709.065997560107
6157,13561911,0.0,0.2,L,1,W,SOUTHGATE DR (Private),PRI,Private Entity,M,Mainline,53,GLASTONBURY,2022,8d48d3fd-4c9a-471f-aa13-da7d482aa8e1,1071.19266196838
6158,13574035,0.0,0.35,L,1,W,PROTO DR (Private),PRI,Private Entity,M,Mainline,43,EAST HAVEN,2022,cacc22b7-250f-400e-8a35-6097089a5401,1891.52831883477
6159,13574057,0.0,0.07,L,1,W,CANTON WATER DEPARTMENT (Canton),PRI,Private Entity,M,Mainline,23,CANTON,2022,724b6867-0e59-4980-ab18-c5b897d92c5b,348.653351890502
6160,13574355,0.0,0.05,L,1,W,GOFF BROOK SHOPS (Wethersfield),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,159,WETHERSFIELD,2022,d0acd7b3-1505-484b-94cf-ca89ef8b05a7,310.694292336761
6161,13574361,0.0,0.1,L,1,W,MEDICAL COMPLEX (Wethersfield),PRI,Private Entity,M,Mainline,159,WETHERSFIELD,1533,e94b45a0-2cca-4153-a4b9-95c2a78c1cc4,564.29684206929
6162,13574372,0.0,0.13,L,1,W,COLONIAL ARMS APTS (Wethersfield),PRI,Private Entity,M,Mainline,159,WETHERSFIELD,2022,7ba9f0cd-8355-44f4-a1c4-57eaa176f113,769.492584451472
6163,13574399,0.0,0.28,L,2,W,PRICE RIGHT (Wethersfield),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,159,WETHERSFIELD,2022,54adcc5e-a9ed-40e2-b5d6-3775a2bd4ea7,1512.47512115626
6164,13575557,0.0,0.02,L,1,W,MOUNTAIN RD MARKET (Suffield),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,139,SUFFIELD,1745,c80d3e97-ae74-4b79-a490-5fddd2735efd,154.090951110287
6165,13579987,0.0,0.25,L,1,W,BEL-AIRE DR (Private),PRI,Private Entity,M,Mainline,23,CANTON,2022,c560b3cd-0878-4522-8661-500f8574d882,1310.25345595642
6166,13581934,0.0,0.35,L,1,W,GREAT MEADOW RD (Private),PRI,Private Entity,M,Mainline,138,STRATFORD,2022,5ec887a7-95fe-452a-95e1-2b06b514544a,1902.92535352746
6167,13590545,0.0,0.02,L,1,W,PARK AND RIDE (Old Saybrook),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2022,af13e38a-6087-4e3f-ac6e-aec78f2751ba,112.975888398337
6168,13592125,0.0,0.5,L,1,W,MONTGOMERY DR (Private),PRI,Private Entity,M,Mainline,98,NORTH BRANFORD,2022,abebc404-e96c-4e83-a347-ad0c4f7184f6,2440.53151294456
6169,13892028,0.0,0.09,L,1,W,WATSON DR (Private),PRI,Private Entity,M,Mainline,34,DANBURY,2022,cc3693d2-5cef-474b-b1b5-391e28a51ca4,475.812445362625
6170,13892102,0.0,0.11,L,1,W,COLCHESTER ELEMENTARY SCHOOL (Colchester),PRI,Private Entity,M,Mainline,28,COLCHESTER,2022,7e74ec4c-e5a7-4aee-b820-6af74281ddc1,609.247010069918
6171,13892566,0.0,0.15,L,1,W,COPPER SQUARE DR NO 2 (Bethel),PRI,Private Entity,M,Mainline,9,BETHEL,2022,ab6caced-1c77-48c7-90da-06615e614f50,844.484020131121
6172,13894681,0.0,0.34,L,1,W,REDDING COMMUNITY CENTER (Redding),PRI,Private Entity,M,Mainline,116,REDDING,2022,1be3f2b6-2533-4a9e-b249-9772f98ec8b1,1752.55605333742
6173,13894694,0.0,0.27,L,1,W,BAYBERRY KNOLL (Cheshire),PRI,Private Entity,M,Mainline,25,CHESHIRE,1150,042636db-6342-4a9a-8938-4ba8305e8046,1397.42483826038
6174,13894758,0.0,0.07,L,1,W,BLACK ROCK CHURCH (Fairfield),PRI,Private Entity,M,Mainline,50,FAIRFIELD,2022,4878b25e-e7bf-4e9a-92a0-05ca4a46e7d0,346.305410511065
6175,13895082,0.0,0.04,L,1,W,CANTON VILLAGE (Private),PRI,Private Entity,M,Mainline,23,CANTON,2022,1b8c3985-c2d8-4886-bba0-e0ac55b45e6e,237.269408129458
6176,13895176,0.01,0.06,R,1,W,RIVERVIEW DR (Private),PRI,Private Entity,M,Mainline,132,SOUTH WINDSOR,2022,62b8c65b-c007-4c55-ad96-ae069b16a45c,205.944869109047
6177,13895199,0.0,0.06,L,1,W,WINTHROP SQUARE SOUTH (New London),PRI,Private Entity,M,Mainline,94,NEW LONDON,2022,1bf34646-d289-4f58-9c51-bd2df3f3cdb6,331.792201615808
6178,13895211,0.0,0.04,L,1,W,HUNTINGTON TOWERS (New London),PRI,Private Entity,M,Mainline,94,NEW LONDON,2022,f8420cb1-4e4f-4c5e-91f6-164e0a413012,190.069509061389
6179,13895249,0.0,0.24,L,1,W,VICTORIAN WOODS LA (Private),PRI,Private Entity,M,Mainline,132,SOUTH WINDSOR,2022,ddf703a4-1922-46df-9170-a83fd066a533,1273.26795351877
6180,13895304,0.0,0.18,L,1,W,DENHURST PL (Private),PRI,Private Entity,M,Mainline,35,DARIEN,2022,01d8ad2b-7bd4-4e26-89f3-c01bf367a337,971.275956843761
6181,13895327,0.0,0.4,L,1,W,AVON COLONIAL MANOR APTS (Avon),PRI,Private Entity,M,Mainline,4,AVON,2022,1441781e-6f1c-4d48-8833-0c9e6e8a7f21,2128.98294250606
6182,15898865,0.0,0.11,L,1,W,EAGLES GLEN (Avon),PRI,Private Entity,M,Mainline,4,AVON,2022,f0766f81-eaa5-4c9d-a87d-a85fed1c54dd,522.718262074263
6183,15898951,0.0,0.06,L,1,W,PEACEDALE ST (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,566ad12e-ad1d-4f79-94df-bb2b00b71477,335.876442651697
6184,15898953,0.0,0.1,L,1,W,CROSSWOODS RD (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,fe16fe4c-e8a9-4eb0-b2e4-8d833ac1b41a,539.241571152258
6185,15898962,0.0,0.18,L,1,W,PARK RD (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,7ad6b545-2104-4988-a0d6-12715aeb7a09,945.697380301732
6186,15899023,0.0,0.04,L,3,W,HILLSIDE PARK ESTATES (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,5842476f-4f81-47dc-a643-afeaf68338eb,232.098569574647
6187,15899055,0.0,0.23,L,1,W,WEST BRISTOL SCHOOL (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,49f6d36a-298b-4c77-ac0d-bd00fa86dd3c,1131.41446953989
6188,15899080,0.0,0.06,L,3,W,CAVENDISH PL (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,c4717590-fda1-4c5f-a08d-81aa7118ee69,336.918028731508
6189,15899103,0.0,0.08,L,1,W,KENNETH TER (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2450,d0525e30-a23a-439a-b16b-886c784b6c0d,455.352767673049
6190,15899190,0.0,0.08,L,1,W,FARRELL AVE (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,6a854762-3c66-4ca1-aacc-0f98971c84ab,428.472424942794
6191,15899192,0.18,0.2,R,1,W,KENINGTON RD (Private),PRI,Private Entity,M,Mainline,4,AVON,2022,032d08e9-8745-42ed-9f09-18fb7ff08603,145.955194066393
6192,15899295,0.0,0.16,L,1,W,MOUNTAIN LAUREL MANOR (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,8b7e0a6d-3838-49d5-9922-0f335bf91016,835.799145378478
6193,15899332,0.0,0.1,L,1,W,MOHICAN LA (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,3ac409e6-9a9e-4a87-9b2b-f01ffbd7fc4a,539.114604417344
6194,13590214,0.0,0.04,L,1,W,SEAVIEW AV (Private),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2022,43747e97-1b74-4234-a537-2260e4c7c106,195.389502444017
6195,13590521,0.0,0.1,L,1,W,DANA DR (Private),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2022,a22c24ff-f6ca-4be5-bde1-310cb24087c5,529.662331226335
6196,13590559,0.0,0.33,L,1,W,ESSEX HILLS DR (Private),PRI,Private Entity,M,Mainline,49,ESSEX,2270,eeffe018-b665-4ecf-abe4-98fd68cf75ba,1749.43319494946
6197,13590562,0.0,0.06,L,1,W,HOUSING ACCESS (Waterbury),PRI,Private Entity,AR,Access Road,151,WATERBURY,2022,7cd5b670-d6fd-4602-b5dd-ab2b73cb3029,328.351880802669
6198,13593670,0.0,0.16,L,1,W,ELLINGTON HS (Ellington),PRI,Private Entity,M,Mainline,47,ELLINGTON,2022,87a6a90a-a0b8-40b8-89e7-72cfb651365e,839.7041703896
6199,13593672,0.0,0.11,L,2,W,ELLINGTON HS (Ellington),PRI,Private Entity,M,Mainline,47,ELLINGTON,1482,a51112bc-adb5-427f-a3f0-54e628d687d3,577.145871641743
6200,13593700,0.0,0.15,L,1,W,MANHATTAN RD (Private),PRI,Private Entity,M,Mainline,47,ELLINGTON,2022,3a4294ba-d683-49ea-9bd2-642a7bc59e6e,823.958837453388
6201,13593710,0.0,0.24,L,1,W,ABORN RD (Private),PRI,Private Entity,M,Mainline,47,ELLINGTON,2022,ec1177a3-1dc9-4ca6-8a27-d8799611f057,1281.95741292606
6202,13594352,0.0,0.19,L,1,W,GETAWAY CLUB (Kent),PRI,Private Entity,M,Mainline,67,KENT,2022,02fa5591-a8ea-4228-a00e-5fc0a85c7556,1003.41131631954
6203,13594381,0.0,0.06,L,1,W,GREEN WOODS HALL (Winchester),PRI,Private Entity,M,Mainline,162,WINCHESTER,2022,2fe0794f-a3e4-4f1d-b518-db0200e944ec,322.46404827162
6204,13594399,0.0,0.06,L,1,W,GRACIE LA (Private),PRI,Private Entity,M,Mainline,2,ANSONIA,2022,1b84b8de-3ded-49cf-bea7-8f1ab34de2e4,311.432758176986
6205,13594403,0.0,0.27,L,1,W,ANSONIA HIGH SCHOOL (Ansonia),PRI,Private Entity,M,Mainline,2,ANSONIA,1586,f2173e89-c8d5-4a4f-9703-9be16233b8dc,1443.88570236199
6206,13594747,0.0,0.15,L,1,W,COLEBROOK LAKE (Colebrook),PRI,Private Entity,M,Mainline,29,COLEBROOK,2022,72b6711f-8913-44d1-9994-32fdb0dec254,813.289716289898
6207,13595625,0.0,0.16,L,1,W,MIAMI AV (Private),PRI,Private Entity,M,Mainline,104,OLD LYME,2022,e264f6dc-4cd4-4110-8778-1a497c8800bb,835.59315384703
6208,13595697,0.0,0.1,R,1,W,ANSONIA HIGH SCHOOL (Ansonia),PRI,Private Entity,M,Mainline,2,ANSONIA,2022,5cb0f033-4426-452c-903c-01b2cea526d8,589.588910428264
6209,13592167,0.0,0.27,L,1,W,DEERFIELD LA (Private),PRI,Private Entity,M,Mainline,106,ORANGE,2022,4ab45f16-9ce0-43b8-817e-068216f6793c,1457.36331376529
6210,13592202,0.0,0.21,L,2,W,MASONICARE AT CHESTER VILLAGE (Chester),PRI,Private Entity,M,Mainline,26,CHESTER,1812,4fc0ac46-e078-41ad-b3fe-ad76bba0c8b2,1107.62947750318
6211,13592203,0.0,0.27,L,2,W,WETHERSFIELD SC (Wethersfield),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,159,WETHERSFIELD,2423,39a56193-b309-4cdb-9a1d-912879c0c1b6,1409.48674611909
6212,13593618,0.0,0.06,L,1,W,GEISSLERS PLAZA E (East Windsor),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,46,EAST WINDSOR,2022,2743cd1e-3cc6-4f9d-8fac-afdfa6c1b062,360.479999106828
6213,13593661,0.0,0.1,L,1,W,VOLUNTEER AMBULANCE (Ellington),PRI,Private Entity,M,Mainline,47,ELLINGTON,2646,c21a367b-a4da-4dfb-877e-7fd6959fbf40,547.938736269482
6214,13593704,0.0,0.14,L,1,W,HALL RD (Private),PRI,Private Entity,M,Mainline,47,ELLINGTON,2022,aab9e484-b93a-4615-93d2-3a2ea52e7d41,747.853820114257
6215,13594014,0.0,0.05,L,1,W,PITKAT WAY (Private),PRI,Private Entity,M,Mainline,146,VERNON,2022,9af78d14-8304-4c97-96f1-323c0ec5ceea,267.356724898162
6216,13594307,0.0,0.08,L,1,W,PARK AND RIDE (Tolland),PRI,Private Entity,M,Mainline,142,TOLLAND,2155,7b89b36c-acaf-4546-9095-072db88a9068,411.46947768583
6217,13594334,0.0,0.43,L,1,W,SUMNER RD (Private),PRI,Private Entity,M,Mainline,67,KENT,2022,5836c1b5-45e6-47d5-bd6e-df98824da816,2278.05481167158
6218,13594339,0.0,0.16,L,1,W,EBER RD (Private),PRI,Private Entity,M,Mainline,67,KENT,2022,0732a273-1541-4051-90ae-36debf038212,871.343782247586
6219,13594372,0.0,0.51,L,1,W,LEEBER RD (Private),PRI,Private Entity,M,Mainline,50,FAIRFIELD,2022,ce29405d-ae34-4fdb-a037-d1c74c6a753e,2703.28713194281
6220,13895330,0.0,0.14,L,1,W,RICHARDS LA (Private),PRI,Private Entity,M,Mainline,89,NEW CANAAN,2022,7af9af6e-d232-4a60-b595-080668670e62,1006.48249646257
6221,13895344,0.0,0.07,L,1,W,SHOPPING CENTER (Avon),PRI,Private Entity,M,Mainline,4,AVON,2022,f69446dc-97b8-427b-80ee-11929c1c21b0,358.813418121606
6222,13895680,0.0,0.1,L,1,W,FRESH MEADOWS LA (Private),PRI,Private Entity,M,Mainline,35,DARIEN,2022,96c22885-9369-425a-ad75-c926d0fc2de6,537.698509199017
6223,13895717,0.0,0.24,L,1,W,CENTER MIDDLE SCHOOL (Vernon),PRI,Private Entity,M,Mainline,146,VERNON,2022,32afcd95-6a6c-4296-9aff-c5e111471d9d,1274.8558041154
6224,13895752,0.0,0.18,L,1,W,SLEEPING GIANT APARTMENTS (Vernon),PRI,Private Entity,M,Mainline,146,VERNON,2022,d64c88ea-4d05-45b4-9eea-8e8ea8a3b65e,954.433458473254
6225,13895767,0.0,0.19,L,1,W,MEADOWS CONDOMINIUMS (Tolland),PRI,Private Entity,M,Mainline,142,TOLLAND,2014,19365e84-976e-4cf3-a381-431c46bec821,1007.85726250862
6226,13895835,0.0,0.22,L,1,W,SAXE MIDDLE SCHOOL (New Canaan),PRI,Private Entity,M,Mainline,89,NEW CANAAN,2022,371e406d-7c66-4e61-b054-58b423cf34a5,1152.42903166985
6227,13896958,0.0,0.19,L,1,W,ORCHARD LAKES (Norwalk),PRI,Private Entity,M,Mainline,102,NORWALK,2022,21f4a7b8-a8df-4de0-800f-2e058db2f9fc,1008.31315872142
6228,13896975,0.0,0.17,L,1,W,NEW NORWALK RD (Private),PRI,Private Entity,M,Mainline,89,NEW CANAAN,2022,b532cef5-b5eb-495e-b3b2-c6022dbc4e3b,895.97244903147
6229,13897057,0.0,0.09,L,1,W,RIVER OAKS DR (Private),PRI,Private Entity,M,Mainline,135,STAMFORD,1182,03948511-4f00-48cf-a008-fd7d1165f310,489.834703726959
6230,13897098,0.0,1.06,L,1,W,HARTFORD RESERVOIR (West Hartford),LA,Local Authority,M,Mainline,155,WEST HARTFORD,2022,2bd9073c-1d15-419a-b663-52e1e0c6147d,5608.57858658704
6231,15899356,0.0,0.11,L,2,W,WHISPERING PINES (Avon),PRI,Private Entity,M,Mainline,4,AVON,2022,38c80db7-9165-4e4f-b756-c9c24c4205f9,598.924416609933
6232,15899360,0.0,0.08,L,6,W,WHISPERING PINES (Avon),PRI,Private Entity,M,Mainline,4,AVON,2022,b3d640b2-bcdd-4127-8c43-bbdddb1a12a0,419.596126023295
6233,15899389,0.0,0.14,L,1,W,EZRA ST (Private),PRI,Private Entity,M,Mainline,15,BRIDGEPORT,2022,faf37641-7021-468f-99d6-40e3c4983d5c,743.66703450771
6234,15899441,0.0,0.08,L,1,W,OAK HILL DR (Private),PRI,Private Entity,M,Mainline,115,PUTNAM,2596,68142c49-2f83-40a5-99e3-4c70f29bf7c2,489.346709542502
6235,15899499,0.0,0.04,L,1,W,ETZEL RD (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,6e33e4ca-8136-43fd-840a-1f0faa2303e3,213.668143508915
6236,15899544,0.0,0.12,L,1,W,JOHN J JENNINGS SCHOOL (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,1685,ef1ad1e4-1ca3-4294-9b69-5f6f2a04f820,617.845981963257
6237,15899556,0.0,0.21,L,1,W,GARDENSIDE TERRACE (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,96229347-f68f-40e1-999c-4af641a102a2,1087.32663663936
6238,15899665,0.0,0.08,L,1,W,REDSTONE COMMONS (Bristol),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,306f099d-6ae2-44c4-a3f8-b207649b4112,396.153270144159
6239,15899670,0.0,0.17,L,1,W,POND RIDGE (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2805,dc0f5f93-867d-47c9-8141-e06068916cf4,895.709401500227
6240,15899755,0.0,0.67,L,1,W,LAKE COMPOUNCE PARK ENTRANCE RD (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2022,3736312c-fb1b-4aa8-a2ae-079c82c5d881,3545.84037418407
6241,15899817,0.01,0.03,R,1,W,CHATHAM LA R (Private),PRI,Private Entity,M,Mainline,17,BRISTOL,2602,51fc47ad-c2fa-4527-aa0d-098d375c6480,79.0354108388521
6242,15899912,0.22,0.3,L,2,W,WALLINGFORD REST STOP (Wallingford),PRI,Private Entity,M,Mainline,148,WALLINGFORD,2022,d4d2e4be-61d9-4dda-abdb-7ee18b86092d,452.512346498997
6243,15899915,0.0,0.17,L,5,W,WALLINGFORD REST STOP (Wallingford),PRI,Private Entity,M,Mainline,148,WALLINGFORD,2022,91c198cc-e26b-4cc2-b727-d010ce403fc9,906.242929271548
6244,13497020,0.0,0.12,L,1,W,CORP CTR WEST (West Hartford),PRI,Private Entity,M,Mainline,155,WEST HARTFORD,2022,66e1dc50-034f-46b9-b3fa-44fc0f2e666b,647.55501505199
6245,13539344,0.0,0.06,L,1,W,CARNEY RD (Private),PRI,Private Entity,M,Mainline,155,WEST HARTFORD,2818,d40f5ade-ff9c-44a0-b3ad-fb42044d94bb,353.19090353742
6246,13539396,0.0,0.01,L,1,W,TWIN CITY PLAZA (Newington),PRI,Private Entity,M,Mainline,93,NEWINGTON,2022,ae34c296-25eb-4392-9525-d70ad65adf7d,74.4150772069088
6247,13546025,0.0,0.02,L,1,W,SOUSA (Newington),PRI,Private Entity,M,Mainline,93,NEWINGTON,2022,08d9445b-d54f-434d-8037-914293f5015f,121.847142877095
6248,13546041,0.0,0.43,L,1,W,EVERSOURCE (Berlin),PRI,Private Entity,M,Mainline,7,BERLIN,1233,288e5445-be59-4780-95ca-216c8c6c1dec,2302.81560151437
6249,13548691,0.0,0.19,L,1,W,LITTLE OAK LA (Private),PRI,Private Entity,M,Mainline,118,ROCKY HILL,2022,0279113d-a43d-49c9-b8d7-7e47667eea1c,979.563821764331
6250,13553534,0.0,0.17,L,1,W,JORDAN LN SHOPPING CENTER (Wethersfield),PRI,Private Entity,M,Mainline,159,WETHERSFIELD,2022,83c2f0f8-e483-49d4-95e4-ad62be1077fa,909.809533558112
6251,13553541,0.0,0.32,L,1,W,VILLAGE DR (Private),PRI,Private Entity,M,Mainline,159,WETHERSFIELD,2022,6dd6c1a3-22f5-4171-88a0-1491f8c4980f,1687.22149709196
6252,13555395,0.0,0.17,L,1,W,GREAT OAK DR (Private),PRI,Private Entity,M,Mainline,7,BERLIN,2022,73b61cc6-13c6-48b4-ae83-e5a0ef5d95c3,875.680268102386
6253,13556140,0.0,0.04,L,1,W,ALDI (East Hartford),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,42,EAST HARTFORD,2022,a45d70b2-4011-4fc4-8043-a993798ec395,233.607108844498
