OBJECTID,PERIMETER,ECO_US_,ECO_US_ID,ECOCODE,DOMAIN,DIVISION,PROVINCE,SECTION,SHAPEAREA,SHAPELEN,S_USAEcosys_BaileysEcoregionAREA
1820,14186.517,1821,1902,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000799839863374651,0.149335954406448,7837283
1821,49854.762,1822,134,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.00359693251680561,0.498414411295241,35267004
1822,1281347.8,1823,4,-261A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Coastal Chapparral Forest and Shrub Province,Central California Coast Section,1.37558995982374,12.5707494733419,13600000000
1823,10099.068,1824,1903,-262A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Dry Steppe Province,Great Valley Section,0.000391541167395359,0.106307899117779,3810564
1824,1766010.2,1825,119,-222E,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Continental) Province,"Interior Low Plateau, Highland Rim Section",7.64640503181045,17.4745538489205,76100000000
1825,10468.172,1826,1904,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.00059355851815579,0.104954009495747,5821747.5
1826,3240.689,1827,1905,-263A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Coastal Steppe-Mixed Forest-Redwood Forest Province,Northern California Coast Section,5.72996040983015e-05,0.0340369808111128,559925.06
1827,6365.019,1828,1906,-262A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Dry Steppe Province,Great Valley Section,0.000210418011870934,0.0652910569008792,2047638.3
1828,1069313.6,1829,120,-222D,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Continental) Province,"Interior Low Plateau, Shawnee Hills Section",3.74846983139207,10.9016655719145,36600000000
1829,11173.497,1830,1907,-262A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Dry Steppe Province,Great Valley Section,0.000536384800950157,0.114350763185049,5223154
1830,19937.824,1831,1908,-262A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Dry Steppe Province,Great Valley Section,0.000920860649313768,0.209556339529947,8967344
1831,9426.912,1832,1909,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000403864465059606,0.0951571152109625,3954953.5
1832,1911.721,1833,1910,-263A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Coastal Steppe-Mixed Forest-Redwood Forest Province,Northern California Coast Section,2.57535414448625e-05,0.0199348749545199,251695.28
1833,6917.871,1834,1911,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.00020794182965796,0.0725327280465758,2040235.6
1834,1548.541,1835,1912,-263A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Coastal Steppe-Mixed Forest-Redwood Forest Province,Northern California Coast Section,1.49158983614945e-05,0.0164715250021509,145798.48
1835,5798.593,1836,1913,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000202096843038442,0.0609938630382741,1983330.2
1836,3414.604,1837,1914,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,7.88574320072445e-05,0.0340055155000287,773796.87
1837,24655.43,1838,1915,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.00131087866584503,0.241145553716577,12871568
1838,1099575.6,1839,155,M262A,HUMID TEMPERATE DOMAIN,Mediterranean Regime Mountains,California Coastal Range Open Woodland-Shrub-Coniferous Forest-Meadow Province,Central California Coast Ranges Section,3.2048463032565,10.8429647958934,32100000000
1839,7009.421,1840,1916,-263A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Coastal Steppe-Mixed Forest-Redwood Forest Province,Northern California Coast Section,0.000355508187242379,0.0717569750603569,3470355
1840,1273.314,1841,1917,-263A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Coastal Steppe-Mixed Forest-Redwood Forest Province,Northern California Coast Section,7.1680159816045e-06,0.0133921315414505,70096.844
1841,2586.966,1842,1918,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,3.8996299356053e-05,0.024980152706656,382862.81
1842,585886.43,1843,130,M221C,HUMID TEMPERATE DOMAIN,Hot Continental Regime Mountains,Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow Province,Northern Cumberland Mountains Section,1.44275984495001,6.01163081624237,14100000000
1843,1723.821,1844,1919,-263A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Coastal Steppe-Mixed Forest-Redwood Forest Province,Northern California Coast Section,1.7285328345304e-05,0.0175065879999768,169099.43
1844,1682.825,1845,1920,-263A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Coastal Steppe-Mixed Forest-Redwood Forest Province,Northern California Coast Section,1.7702548309726e-05,0.0166888413516045,173179.35
1845,9297.542,1846,1921,-261A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Coastal Chapparral Forest and Shrub Province,Central California Coast Section,0.000280950402314303,0.0930174057783843,2744104.7
1846,1186854.8,1847,42,-341B,DRY DOMAIN,Temperate Desert Division,Intermountain Semi-Desert and Desert Province,Northern Canyon Lands Section,4.07793151249323,12.2772726961696,39400000000
1847,4126.67,1848,1922,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.00010281099998442,0.0395762207972318,1009962.8
1848,10552.354,1849,1923,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000437440437337018,0.108482637906455,4296604
1849,15642.537,1850,1924,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000991285430858038,0.159543892263038,9723696
1850,6387.833,1851,1925,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000205117722858784,0.0673967993695219,2014976.8
1851,1022365.3,1852,165,M341C,DRY DOMAIN,Temperate Desert Regime Mountains,Nevada-Utah Mountains-Semi-Desert-Coniferous Forest-Alpine Meadow Province,Utah High Plateaus and Mountains Section,3.2513879468837,10.1377597413166,31600000000
1852,14884.161,1853,1926,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000389910725520389,0.140592047535709,3832125
1853,21996.984,1854,1927,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000700012897838316,0.221800400462271,6881598.5
1854,25471.086,1855,1928,-261A,HUMID TEMPERATE DOMAIN,Mediterranean Division,California Coastal Chapparral Forest and Shrub Province,Central California Coast Section,0.00207348895216314,0.270618980038287,20264854
1855,22774.086,1856,134,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.00189097062780419,0.221946634285431,18590170
1856,3589.65,1857,1929,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,8.6851212731599e-05,0.0351467678322201,853743.75
1857,4588.808,1858,1930,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000128543743578181,0.0462393733665696,1263658.3
1858,5003.604,1859,1931,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000118745456897376,0.0484884529101227,1167343.1
1859,6151.841,1860,1932,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000171414489715773,0.058591162174636,1685670.2
1860,12450.589,1861,1933,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000534686907160961,0.118873250395307,5260895
1861,7347.316,1862,1934,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000273346093211971,0.0738156613880857,2689097.7
1862,50517.43,1863,134,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.00381113851923804,0.485296904009108,37516984
1863,4601.445,1864,1935,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,9.82073550225955e-05,0.0440575366544062,966101.31
1864,13082.77,1865,1936,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000640755061904787,0.136657641341901,6308390
1865,12882.346,1866,1937,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000499023734697448,0.130457372762032,4915034
1866,3787.671,1867,1938,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,8.2603443897635e-05,0.0363081310322205,813540.62
1867,11892.282,1868,1939,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000364997577869529,0.11542513233525,3596074.2
1868,14696.537,1869,1940,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.00075528211461161,0.150485835202058,7445411
1869,6876.257,1870,1941,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000262911488641708,0.0727222702811073,2588308
1870,5923.662,1871,1942,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000211765512369854,0.0622131865443956,2088290.8
1871,1077019.3,1872,89,-251F,HUMID TEMPERATE DOMAIN,Prairie Division,Prairie Parkland (Temperate) Province,Flint Hills Section,4.51544426867713,10.332456267463,44100000000
1872,1151341.2,1873,72,-331I,DRY DOMAIN,Temperate Steppe Division,Great Plains-Palouse Dry Steppe Province,Arkansas Tablelands Section,6.22251368151593,11.7629571590218,60500000000
1873,1147118.2,1874,125,-221H,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Northern Cumberland Plateau Section,3.59349411938455,11.26287189,35700000000
1874,1022733.3,1875,34,-341F,DRY DOMAIN,Temperate Desert Division,Intermountain Semi-Desert and Desert Province,Southeastern Great Basin Section,3.85390515696899,10.5322356309485,37800000000
1875,278938.06,1876,1943,M423A,HUMID TROPICAL DOMAIN,Rainforest Regime Mountains,Hawaiian Islands Province,Hawaiian Islands Section,0.137538943537324,2.55077920195065,1580000000
1876,1316337,1877,57,M331G,DRY DOMAIN,Temperate Steppe Regime Mountains,Southern Rocky Mountain Steppe-Open Woodland-Coniferous Forest-Alpine Meadow Province,South-Central Highlands Section,4.73385144935942,13.1846722598692,46400000000
1877,1606342.8,1878,106,-222A,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Continental) Province,Ozark Highlands Section,12.0568823496403,16.4864281756295,119000000000
1878,4553.224,1879,1965,M423A,HUMID TROPICAL DOMAIN,Rainforest Regime Mountains,Hawaiian Islands Province,Hawaiian Islands Section,0.000109804387630032,0.0438863294736953,1264321.3
1879,1181350.8,1880,107,-251E,HUMID TEMPERATE DOMAIN,Prairie Division,Prairie Parkland (Temperate) Province,Osage Plains Section,4.785944971935,11.8030536781059,46900000000
1880,1828.161,1881,1969,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,2.1350248602075e-05,0.0185637595108949,212802.65
1881,4077.099,1882,1970,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000102509292671432,0.0415883427676811,1021792.8
1882,1956.393,1883,1971,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,2.4726879781233e-05,0.0199597942880694,246507.84
1883,3317.94,1884,1972,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,6.37819779447465e-05,0.0333316035905747,635925.62
1884,2468.182,1885,1973,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,4.2676943732567e-05,0.0250493075178335,425584.12
1885,4475.738,1886,1974,M423A,HUMID TROPICAL DOMAIN,Rainforest Regime Mountains,Hawaiian Islands Province,Hawaiian Islands Section,8.98309197295395e-05,0.0406579246150782,1034740.8
1886,6445.834,1887,1975,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000123550341753533,0.061064040504516,1232708.7
1887,4725.255,1888,1976,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,7.77956787870175e-05,0.0453043399354505,775356.5
1888,2655.832,1889,1977,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,3.59941245594335e-05,0.0271674273823316,359862.93
1889,2627.244,1890,1978,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,4.34838323309265e-05,0.0274118962617416,434749.34
1890,2179.868,1891,1979,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,2.4537047775439e-05,0.0230078564745497,245347.56
1891,16411.564,1892,1980,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section,0.000768993255279001,0.16085334706147,7691210
1892,62993.102,1893,121,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,0.00550917225053709,0.609688870529896,55178548
1893,1766110.5,1894,35,-322A,DRY DOMAIN,Tropical/Subtropical Desert Division,American Semi-Desert and Desert Province,Mojave Desert Section,11.4088562100134,17.7565476325277,115000000000
1894,5515545.5,1895,121,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,5.86032948642254,54.800498436296,60300000000
1895,21072.465,1896,121,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,0.00164979366304095,0.217008174597203,16511193
1896,47117.383,1897,121,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,0.00494384432006201,0.469586539145031,49526504
1897,2525.039,1898,1981,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,4.72662249050995e-05,0.0255623494643617,473412.71
1898,1747.446,1899,1982,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,2.25296380499295e-05,0.0177654260332368,225680.04
1899,2729.492,1900,1983,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,5.40900002507615e-05,0.0269648520186423,541871.31
1900,2480.986,1901,1984,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,3.70615713049325e-05,0.0245465952425661,371512.56
1901,1913.814,1902,1985,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,2.47223042269655e-05,0.0192882720196846,247840.96
1902,2858.626,1903,1986,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,5.0326544977948e-05,0.0296192570545791,504595.56
1903,2348.242,1904,1987,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,2.3414898156891e-05,0.0243104252351977,234763
1904,2320.27,1905,1988,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,3.7320923327229e-05,0.0234566320068036,374251.46
1905,174247.23,1906,121,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,0.0117790037008797,1.65887751915871,118689312
1906,1547.748,1907,1989,-232C,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Atlantic Coastal Flatlands Section,1.5558804313256e-05,0.015948154867086,156049.75
1907,879952.62,1908,157,M331F,DRY DOMAIN,Temperate Steppe Regime Mountains,Southern Rocky Mountain Steppe-Open Woodland-Coniferous Forest-Alpine Meadow Province,Southern Parks and Ranges Section,1.95655887738652,8.6306245439561,19300000000
