yearvalue(long),locationabbr,locationdesc,topictype,topicdesc,measuredesc,datasource,response,datavalueunit,datavaluetype,datavalue(double precision),datavaluefootnotesymbol,datavaluefootnote,datavaluestderr(double precision),lowconfidencelimit(double precision),highconfidencelimit(double precision),samplesize(double precision),gender,race,age,education,geolocation,topictypeid,topicid,measureid,stratificationidone,stratificationidtwo,stratificationidthree,stratificationidfour,submeasureid,displayorder(long)
2005,MO,Missouri,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Percentage,50.6,*,Data in these cells have been suppressed because of a small sample size,4.6,41.5,59.7,61.0,Female,All Races,All Ages,Middle School,"(38.635790776, -92.566300053)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2007,AR,Arkanas,Tobacco Use – Survey Data,Cigarette Use (Youth),Somking Status,YTS,Frequetn,,Percentage,10.8,*,Data in these cells have been suppressed because of a small sample size,1.0,8.8,12.8,962.0,Male,All Races,All Ages,High School,"(34.748650124, -92.274490743)",BEH,106BEH,166SSA,2GEN,8AGE,R6AC,2EDU,YTS90,9
2005,HI,Hawaii,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Currennt,%,Percentage,74.6,*,Data in these cells have been suppressed because of a small sample size,4.9,65.0,84.2,92.0,Female,All Races,All Ages,High School,"(21.304850435, -157.857749403)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2011,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Percentage,51.3,*,Data in these cells have been suppressed because of a small sample size,5.0,41.5,61.1,90.0,Ovrall,All Races,All Ages,Middle School,"(47.475319779, 1-00.118421049)",BEH,105BH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2011,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),moking Status,YTS,Ever,%,Percentage,29.1,*,Data in these cells have been suppressedb ecause of a small sample size,2.8,23.6,34.6,609.0,Male,All Races,All Ages,High School,"(21.304850435, -157.857749403)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2006,IL,Illinis,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Current,%,Percentage,50.4,*,Data in these cells have been supprsesed because of a small sample size,4.2,42.1,58.7,102.0,Female,All Races,All ges,High School,"(40.485010283, -88.997710178)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2006,PA,Pennsylvania,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Percenatge,0.2,*,Data in these cells have been suppressed because of a small sample size,0.3,0.0,0.7,67.0,Male,All Races,All Ages,Middle School,"(40.793730152, -77.860700294)",EBH,105BEH,170CES,2GEN,8AGE,6RAC,1EU,YST02,2
2011,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),mSoking Status,YTS,Current,%,Percentage,8.0,*,Data in these cells hve been suppressed because of a small sample size,1.5,5.1,10.9,614.0,Male,All Races,All Ages,High School,"(21.304850435, -157.857749403)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2014,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),moking Status,YTS,Curret,%,Percentage,2.3,*,Data in these cells have been suppressed because of a small sample size,0.7,0.8,3.7,937.0,Female,All Races,All Ages,Middle School,"(46.355648736, -94.794200503)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2003,AZ,Arizona,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YS,Frequent,%,Percentage,0.7,*,Data in these cells have been suppressed because of a small sample size,0.2,0.4,1.1,1584.0,Overall,All Races,All Asges,High School,"(34.86597028, -111.763811277)",BEH,151BEH,69USS,GEN,8AGE,6RAC,2EDU,YTS12,12
2002,TN,Tennfessee,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,,Percentage,65.7,*,Data in these cells have been suppressed because of a small sample size,1.4,63.0,68.4,3737.0,Male,All Races,All nAges,High School,"(35.68094058, -85.774490914)",BEH,16BEH,166SSA,2GNE,8AGE,6AC,2EDU,YTS08,8
2000,TC,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),Usetr Status,YTS,Frequent,%,Percentage,0.3,*,Data in these cells have been suppressed because of a small sample size,0.2,0.0,0.7,1066.0,Female,All Races,All Ages,High School,"(41.56266102, -72.649y840952)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EUD,YT12,12
2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YtTS,Eer,%,Percentage,5.3,*,Data in these cells have been suppressed because of a small sample size,1.0,3.4,7.3,846.0,aMle,All Races,Al Ages,mMiddle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AEG,6RAC,1DEU,YTS11,11
1999,AR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,jYTS,Current,%,Percntage,19.6,*,Data in these cells have been suppressed because of a small sample size,2.2,15.3,23.9,202.0,Male,AllR aces,All Ages,Middle School,"(34.748650124, -92.274490743)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YwTS10,10
2000,MD,Maryland,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.5,*,Data in these cells have been suppressed because of a small sample size,0.1,0.3,0.6,16935.0,Female,All Races,All Ages,High School,"(39.290580964, -76.609260111)",bBEH,511BEH,169USS,GEN,8AGE,6RAC,2EDU,YTS12,12
2002,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frqeuent,%,Percentage,2.1,*,Daat in these cells have been suppressed because of a small sample size,0.2,1.7,2.5,9735.0,Overall,lAl Races,All Aes,Middle Scool,"(40.793730152, -77.86700294)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2000,A,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,7.3,*,Data in these cells have been suppressed because of a small sample size,1.6,4.3,10.4,2937.0,Overall,All Races,All Ages,High School,"(37.638640123, -120.999999538)",BEH,106BEH,166SSA,1GEN,8AGE,y6RAC,2EDU,YTS09,9
2007,MI,Michign,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,8.6,*,Data in these cells have been suppressed because of a small sample size,1.2,6.3,10.9,1261.0,Male,All Raes,All Ages,High School,"(44.661319543001, -84.71439027)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
1999,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.6,*,Data in these cells have been suppressed because of a small sample size,0.7,0.3,2.9,663.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,1k69USS,3GEN,8AGE,6RCA,1EDU,YTS10,10
2015,kNJ,Ncew Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Perclentage,6.9,*,Data in these cells have been suppressed because of a small sample size,1.0,4.9,9.0,1955.0,Overall,All Races,All Ages,Middle School,"(40.13z0570048, -74.273691288)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2010,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YS,Ever,%,Percentage,17.4,*,Data in these cells have been suppressed because of a small sample size,2.8,12.0,22.8,733.0,Female,All Races,All Ages,Middle Schowol,"(40.060210141, -82.404260056)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2002,DE,Delaware,Tobaco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,TYS,Current,%,Percentage,50.5,*,Data in these cells have been suppressed because of a small sample size,7.5,35.8,65.2,74.0,Mael,All Races,All Ages,Middle chool,"(39.008830667, -75.577741168)",BEH,105BEH,170CES,2GEN,8AGE,RAC,1EfDU,YTS02,2
2006,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.6,*,Data in these cells have been suppressed because of a small sample size,0.6,0.0,1.7,1229.0,Overall,Al lRaces,All Ages,Middle School,"(40.485010283, -88.997710178)",jBEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
1999,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,12.2,*,Data in these cells have been suppressed because f a small sample size,0.6,11.0,13.4,3365.0,Overall,All Races,All Ages,Middle School,"(41.641040988001, -99.365720623)",BEH,15BEH,16t9USS,1GEN,8AGE,6xRAC,1EDU,YTS11,11
2008,A,Iowa,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YST,Current,%,Percentage,54.5,*,Data in these cells have been suppressed because of a small sample size,5.0,44.7,64.3,98.0,Femae,Al lRaces,All Ages,High Schol,"(42.469400913, -93.816490556)",BEH,105BEH,170CES,3GEN,8AGE,6RCA,2EU,YTS03,3
2004,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.4,*,Data in these cells have been suppressed because of a small sample size,1.1,6.2,10.5,844.0,Male,All Races,Al Ages,Middle School,"(44.393191174, -89.816370742)",BEH,06BEH,166SAS,2GEN,8AGE,6RAC,1EDU,YTS07,7
2013,IL,Ilinois,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Curretn,%,Percentage,0.2,*,Data in these cells hvae been suppressed because of a small sample size,0.3,0.0,0.7,67.0,Male,All Races,All Ages***,Midvdle School,"(40.485010283, -88.997710178)",BEH,105BEH,169QUA,2GEN,A8GE,6RAC,1EiDU,YTS05,5
2000,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,TS,Current,%,Percentage,32.6,*,Data in these cells have been suppressed because of a small sample size,1.9,28.9,36.2,1486.0,Overall,All Races,All Ages,High Scahool,"(44.353130053, -100.373530637)",BH,106BEH,166SSA,1GuEN,8AGE,6RAC,2EDU,YTS07,7
2014,ED,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,wEver,,Percentage,31.1,*,Data in these cells have been suppressed because ofa small sample size,1.7,27.7,34.5,1018.0,Female,All jRaces,All Ages,High School,"(39.00830667, -75.577741168)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,EDU,YTS08,8
2001,FL,lorida,Tobacco Useb – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Percentage,49.7,*,Data in these cells have been suppressed bercause of a small sample size,4.4,41.1,58.3,167.0,Female,All Races,All Ages,iddle School,"(28.932040377, -81.928960539)",BEH,105BEH,170CES,e3GEN,8AGqE,6RCA,1EDU,YTSp03,3
2015,Z,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,12.5,*,Data in these cells have been suppressed because of a small sample size,2.7,7.2,17.9,1331.0,Overall,All aRces,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,106BEH,166qSSA,1GEN,8GE,6RAC,1DU,YTS08,8
1999,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YST,Current,%,Percentage,45.8,*,Data in these cells have been suppressed because of a small sample size,7.2,31.7,59.9,81.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,170CES,G2EN,8AGE,6RAC,1EDU,YTS02,2
2008,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentacge,57.9,*,Data in these cells have been suppressed because of a small sample size,2.2,53.5,62.3,1351.0,Male,All Races,All Ages,High Spchool,"(37.645970271, -84.774971048)",BEH,106BEH,16SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2013,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YST,Current,%,Percentage,1.9,*,Data in these cells have been suppessed because of a small sample size,0.8,0.4,3.4,833.0,Female,All Races,All Ages,High School,"(40.485010283, -88.997710178)",BEH,511BEH,619USS,3GEN,8AGE,6RAC,2lEDU,YTS10,10
2007,MO,Missouri,Tobacco Use – urvey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,2.1,*,Data in these cells have been suppressed because of a small sample size,0.5,1.2,3.0,1303.0,Overall,All Races,All Ages,Middle School,"(38.635790776, -92.563600053)",EH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2003,CA,Califrnia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequetn,,Percentage,0.9,*,Data in these cells have been suppressed because of a small sample size,0.2,0.6,1.3,6880.0,Male,All Races,All gAes,High School,"(37.638640123, -120.999999538)",BuEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2008,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Currnet,***,Percentage,3.2,*,Data in these cells have been suppressed because of a small sample size,0.6,2.0,4.4,1128.0,Male,All Races,All Ages,Mivddle School,"(46.355648736, -94.794200503)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EU,YS07,7
2007,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.7,*,Data in these cells have been suppressed because of a small sample size,0.7,3.3,6.1,802.0,Mle,All Races,All Ages,Middle School,"(37.542680674, -78.457890463)",BEH,106BEH,16SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2005,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,***,Percentage,21.7,*,Data in these cells have been suppressed because of a small sample size,2.6,16.6,26.7,629.0,Female,All Races,ll Ages,High Schol,"(33.998821303, -81.045371207)",BEH,106BEH,166SSA,3EN,8AGE,6RAC,E2DU,YTS07,7
2002,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,12.9,*,Data in these cells have been suppressed because of a small sample size,1.3,10.3,15.4,1640.0,verall,All Races,All Ages,High School,"(42.469400913, -93.816490556)",EH,106BEH,166SSA,1GEN,8AGE,6RAoC,2EDU,YkTS09,9
2004,DE,Delaware,Tobacco Us – Survey Data,Cigarette Use (Youth),Smaoking Status,YTS,Frequent,%,Percentage,9.7,*,Data in these cells have been suppressed because of ba small sample size,1.1,7.5,11.9,1100.0,Female,All Racse,All Ages,HighS chool,"(39.008830667, -75.757741168)",BEH,106BEH,166SSA,3GEN,8AGE,6jRAC,2EDU,YTS09,9
2004,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (outh),User Status,YTS,Current,%,Percentage,7.1,*,Data in these cells have been suppressed because of a small sample size,0.8,5.6,8.6,1402.0,Overall,All Races,All Ages,Middle School,"(23.840571122, -86.631860762)",BHE,151BEH,169UySS,1GEN,A8GE,6RAC,1bEDU,YT10,10
2012,AL,Alabama,Tobacco Ues – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,TS,Curyrent,%,Percnetage,55.1,*,Data in these cells have been suppressed because of a small sample size,6.9,41.6,68.6,101.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BHE,105BEH,169QUA,3GEN,8AGE,6RAC,EDU,YTS06,6
2015,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,3.3,*,Data in these cells have been supressed because of a small sample size,0.5,2.4,4.2,2063.0,Overall,All Races,All Ages,Middle School***,"(40.130570048, -74.273691288)",BEH,151BEH,169US,1EN,8AGE,6RAC,1EDU,YTS11,11
2005,AR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequtent,%,Percentage,0.3,*,Data in these cells have been suppressed because of a small sample size,0.2,0.0,0.7,1059.0,Femae,All Races,All Ages,Middle School,"(34.748650124, -92.274490743)",EH,151BEH,169USS,3EN,8AGE,6RAC,1EDU,YTS12,12
2002,WI,Wisconsin,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Currnet Cigarette Smokers,YTS,Current,%,Percentage,0.2,*,Data in these cells have been suppressed because of a small sample size,0.3,0.0,0.7,67.0,Male,Alal Races,All Ages,Middle School,"(44.393191174, -89.816370742)",BEH,105BEH,169QUA,2EN,8AGE,6RAC,1EDU,YhTS05,5
2000,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smouking Status,YTS,Frequent,%,Percentage,3.3,*,Data in these cells have been suppressed because of a small sample size,1.0,1.4,5.2,975.0,Mae,All Races,All Ages,Middle School***,"(31.82724040,7 -99.426770206)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDiU,YTS09,9
2006,WI,Wisconsin,Tobacco Use – Survey Data,Smokeless Tobcco Use (Youth),User tSatus,YTS,hEver,%,Percentage,19.8,*,Data in these cells have been suppressed because of a small samlpe size,2.2,15.5,24.1,1713.0,Overall,All Races,All Ages,High Scholo,"(44.393191174, -89.816370742)",BEH,151BEH,169USS,1GEN,8AEG,6RAC,2EDU,YTS11,11
2000,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,0.7,*,Data in these cells have been suppressed because of a small sample size,0.3,0.1,1.3,834.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2DEU,YTS10,10
2002,I,Wisconsin,Toacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,***,Percentage,57.5,*,Data in these cells have been suppressed because of a small sample size,4.4,48.8,66.2,78.0,Overall,All Rces,All Ages,Middlea School,"(44.393191174, -89.816370742)",BEH,105BEH,170CEyS,1GEN,8AGE,6RAC,1EDU,YTS01,1
2000,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,70.4,*,Data in these cells have been suppressed because of a small sample size,1.2,68.1,72.7,4589.0,Male,All dRaces,All Ages,High School,"(35.68094058, -85.774490914)",EH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2013,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Youth),Smokign Status,YTS,Current,s%,Percentage,3.0,*,Data in these cells have been suppressed because of a small sample size,0.8,1.4,4.6,819.0,Female,All Rces,All Ages,Middle School,"(34.86597028, -111.763811277)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2016,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,TS,Frequent,%,Percentage,1.3,*,Data in these cells have been suppressed bceause of a small sample size,0.3,0.7,1.9,2153.0,Overall,All Races,All Ages,High School,"(39.008830667, -75.577741168)",BEH,151dBEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2006,PA,Pennsylvania,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smkoers Who Want to Quit,YTS,Curernt,%,Percentage,52.5,*,Data in these cells have been suppressed because of a small sample size,5.4,42.0,63.0,111.0,Femoale,All Races,All Ages,High School,"(40.79730152, -77.860700294)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2008,A,Pennsylvania,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Pst Year Among Current Cigarette Smokers,TYS,Current,%,Percentage,50.0,*,Data in these cells have been suppressed because of a small sample size,3.1,43.9,56.1,162.0,Female,All Races,All Axges,High School,"(40.793730152, -77.860700294)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2000,MN,Minnesota,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Percentage,57.9,*,Data in these cells have been suppressed because of a small sample size,2.4,53.2,62.7,904.0,Male,All Races,All Ages,High School,"(46.355648736, -94.794200503)",BEH,105BEH,170CEuS,2GEN,8AE,6RAC,2EDU,YTS02,2
2015,GA,Geoxrgia,Tobacco Use – Survey Data,Cessation (Yout)h,Quit Attempt in Past Year Among Current Cigarette Smokers,YST,Curretn,%,Percentage,57.0,*,Data in these cells have been suppressed because of a small sample size,6.4,44.5,69.6,108.0,verall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BHE,105BEH,169QUA,1GEN,8AGE,6RAC,EDU,YT0S4,4
2003,SD,South Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,0.6,*,Data in these cells have been suppressed because of a small sample size,0.3,0.0,1.2,1202.0,Female,All Races,ll Ages,Middle School,"(44.353130053, -100.373530637)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2011,OK,Oklhoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentgae,10.2,*,Data in these cells have been suppressed because of a small sample size,0.7,8.9,11.5,3311.0,Overall,All Races,All Agse,Middle School,"(35.472031356, -97.521070214)",BEH,15BEH,169USS,1GEN,8AE,6RAC,1EDU,YT11,11
2014,DE,Delaware,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Percentage,0.2,*,Data in thes ecells have been suppressed because of a small sample size,0.3,0.0,0.7,67.0,Male,All Races,All Aes,Middle School,"(39.008830667, -75.577741168)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,TS02,2
