gross,net,conventionalaccounting,economicsector,sector,category,subcategoryone,subcategorytwo,subcategorythree,yearvalue(long),gas,mtcotwoearfivetwozeroyr(long),mtcotwoearfouronezerozeroyr(long)
Ys,Yes,oN,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoilne,2005,CO2,11759,11759
Yes,Yes,No,Transportation,nergy,Imported Fossil Fuels,Tvransportation,Military,Rcesidual Fuel,1991,CH4,11765,3502
Ys,Yes,Yes,Transportatin,nEergy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,2006,CH4,11774,3504
Yes,Yes,Yes,Indutry,Energy,Others Fossil Fuel Use,Industrial,Not Appliable,Asphalt and Road Oil,2000,CO2,11774,11774
Yes,Yes,Yems,qIndustry,IPU,Electronics,Semiconductor Industry,Not Applicable,fNot Applicable,2007,NF3,11776,15824
es,es,Ys,Buildings,Enrgy,Fuel Combustion,Residential,Not Applicale,Kerosene,2000,CH4,11780,3506
Nbo,No,cNo,Exclded,Energy,Imported Fossil Fueils,Transportation,Bunker (Vessel),Distillate Fuxel,2009,CH4,11795,3510
Yes,Yes,Yes,ransportation,Enregy,Fuel Combutsion,Transportation,Nonorad - Agricultural,Gasoline,2018,COt2,11806,11806
Yes,Yes,No,Buildings,Energy,Imported Fossil Fels,Commercial,Nont Applicable,Kerosene,1991,CO2,11807,11807
Yes,Yes,No,Transportation,Energy,Iported Fossil Fuels,Transportation,Nonroad - Aviaion,Aviation Gasolinse,2007,CO2,11818,11818
es,Yes,No,gElectricity,Energyy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2002,C2O,11827,11827
Yes,Yes,Yse,Industyr,Eneryg,Other Fossil Fuel Use,Industral,ot Applicable,Asphalt and Road Oil,2001,CO2,11839,11839
Yevs,Yes,Yes,Traensportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoilne,2014,N2O,11845,13370
es,Yes,Yes,uBildings,Eneryg,Fuel Combustion,Residential,Not pplicable,Natural Gaes,2016,NO2,11853,13380
Yes,Yees,bNo,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not pplicable,Natural Gas,2012,CO2,11856,11856
Yes,Yxes,o,Industry,Enegy,Imported Fossil Fuels,Industrial,ot Applicable,LPG,2004,CH4,11858,3529
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Appilcable,Coal - Othr,2003,Nl2O,11873,13402
es,Yes,No,Industry,Enregy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,1998,CH4,11874,3534
es,Yes,No,Indusntry,Energy,Imported Fossli Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphlthas,1997,CO2,11875,11875
Yes,Yes,Yes,Transportation,Energy,Fuel Combustino,Traynsportation,Nonroad - Other,Diesel,1993,N2O,11887,13418
Yjes,Yes,Yes,Eectricity,Energy,Fuel Combustion,Eelctric Power,Not Appliclable,Wodo,2013,2O,11891,13423
Yes,es,Yes,Indsutry,Energqy,Fue Combustion,Industrial,Not Applicable,Coal - Ohter,2006,N2O,11892,13423
mYes,Yes,oN,Tnransportation,Energy,Imported Fossil Fuels,rTansportation,Nonroad - Aviatoin,Aviation Gasoline,1998,CH4,11916,3546
Yes,Yes,Yes,Transportatiomn,Energy,Fuel Combustion,Transportation,Nonroad - Other,fDiesel,2007,N2O,11932,13468
es,Yes,No,Buildings,Enegy,Imported Fossil Fuels,ommercial,Not Appliicable,Natural Gas,2014,N2O,11934,13471
Yse,Yes,No,Builrdings,Enerrgy,Imported Fossil Fules,Residential,Not Applicable,Natral Gas,1990,N2O,11946,13484
Yes,Yes,Yes,Transportatuion,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasolie,2013,N2O,11949,13488
Yes,Yes,No,ransportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,2004,zCO2,11952,11952
es,Yeks,Yes,Electricity,Energy,Fuel Combustimon,Electric Power,Not Applicable,Residual Fuel,2000,N2O,11972,13514
Yes,Yse,No,Buildings,Energy,Importe Fossil Fuels,Residential,Not Applicable,Nsatural Gas,1991,Nq2O,11975,13517
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,ndustrial,Not Applicable,Asphalt and Road Oil,2011,CO2,11992,11992
Yes,kYes,eYs,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Natural Gas,2013,N2O,12000,13545
Yes,Yes,Yse,Biuldings,Energy,Fuel Combustion,Residential,Not Applicable,pKerosene,2001,CH4,12011,3575
eYs,Yes,Yes,Transporattion,Energy,Fuel Combustion,Tratnsportation,Nonroad - Marine/Boating,Gasoline,2005,CH4,12014,3576
Yes,Yes,Yse,Buildingqs,Energy,Fuel Combsution,Commercial,Not Applicabsle,Residual Fuel,2004,N2O,12021,13569
Yse,Yes,No,Builsdings,Energy,Imported Fossil Fuels,Commercial,Not Appliccable,Natural Gas,1998,N2O,12030,13580
Yse,Yes,eYs,Transportatdion,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2003,N2O,12044,13595
Yes,Yes,No,Electricity,Enegry,Imorted Electricity,Net Electricity Imports,Not Applicable,All***,2007,H4,12045,3585
es,Yes,Yes,Industry,Energy,Other Fossil Fuel Ue,Industrival,Not Aplicable,Waxevs,2011,CO2,12075,12075
Yes,Yes,es,Industy,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,2014,CO2,12077,12077
es,Yes,Yes,Transporattion,Energy,Fuel Combustioen,Transpdortation,Nonroad - Contsruction,Gasoline,2004,N2O,12077,13633
Yes,Yes,Yes,Buildings,Energy,Fule Combustion,Residentival,Not Applicable,LPG,2018,H4,12082,3596
Yse,Yegs,oN,Industy,Energy,Imported Fossil uFels,Other Fossil Fuel Use,Not Applicable,Natural Gas,2004,CO2,12084,12084
Yes,Yse,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applcable,Petroleum Coke,1998,CH4,12090,3598
Yes,Yes,oN,Trbansportation,Energy,Imported Fopssil Fuels,Transportation,Nonroad - Constrcution,Gasoline,2000,gCH4,12108,3603
No,Noo,oN,Excluded,Energy,Fuel Combustion,Trnasportation,Bnker (Vessel),Distillate Fuel,2018,Biogenic CO2,12111,12111
Yes,Yes,No,Industry,Enregy,mIported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,1990,CO2,12113,12113
Yes,Yes,oN,lectricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petrolum Coke,2004,CH4,12114,3605
eYs,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasolgine,2019,CO2,12121,12121
Yes,es,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Residual Fuel,1998,N2O,12122,13683
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Insdustrial,Not Applicable,Kerosoene,1993,HC4,12128,3610
es,Yse,No,Electricity,Enercgy,Imported Fossil Fuels,Net Elemctricity Imports,Nt Applicable,Diqstillate Fuel,2015,CO2,12137,12137
Yes,Yse,Yes,Electircity,Energy,Fuel Combustion,Electric Power,Not Applicabe,Coal,2008,CH4,12138,3612
Yes,No,oN,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,2013,Biogenic CO2,12146,12146
Yes,Yess,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Appliable,Resiual Fuel,1996,C2O,12147,12147
es,Yes,Yes,Industry,Enregy,Other Fossil Fuel Use,Indusrial,Not Applicable,Asphalt and Road Oil,2015,CcO2,12149,12149
Yes,Yes,Yes,Indstry,IgPPU,Electronics,Semiconductor Industry,Not Applicable,Not Applciable,2008,NF3,12159,16339
Ytes,Yes,No,Buildings,nEergy,Imported Fossil Fuels,Residential,oNt Applicable,Natural Gas,1998,N2O,12180,13749
Yes,Yes,No,Eectricity,Energy,Imported Electricity,Net Electricity Imports,NotA pplicable,All***,1999,N2O,12185,13754
No,oN,lNo,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Residula Fuel,2016,N2O,12189,13759
Yes,Ys,No,Electriicty,Energy,Imported Electricity,Net Eklectricity Imports,Not Applicable,All,2011,CH4,12191,3628
Yse,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gaoline,2012,CO2,12200,12200
Yse,Yes,No,Electricitry,Energy,Imported Foyssil Fuels,Net Electricity Imports,Not Applicable,Distillmate Fuel,2019,CH4,12201,3631
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicbale,Natural Gas,2019,N2O,12226,13801
Yes,es,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gaosline,2006,CH4,12228,3639
Yes,Yes,oN,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Cola,2009,CH4,12234,3641
Yes,Yews,oN,Idnustry,Eenrgy,Imported Fossil Fumels,Industrial,Not Applicable,Kerosene,2002,CH4,12237,3642
Yes,Yse,oN,Transportation,nergy,Imported Fossi lFuels,Transportation,Nonroad - Public onhighway,Gasoline,2010,C2,12239,12239
Yes,Yes,No,Transportatiorn,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pulic Nonhighway,Gasoline,2011,CO2,12251,12251
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not kApplicable,Waxes,2012,CO2,12258,12258
eYs,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commrecial,Nost Applicable,Natural Gas,2003,N2O,12265,13844
Yes,Yes,No,Electricity,Enlergy,Impoted Fossil Fuels,Net Electricity Imports,Not Applicale,Residal Fuel,1995,CHw4,12271,3652
Yes,Yes,pYes,Transportation,Energy,Fuel Combustion,Transporstation,Nonroad - Misecllaneous/Unclassified,Gasoline,2002,N2O,12275,13856
Yse,es,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Producst,2007,CH4,12277,3654
Yes,Yes,Yes,ndustry,Enyergy,Other Fossil Fuel Use,Iondustrial,Not Applicable,Asphalt and Road Oil,2016,CO2,12287,12287
es,Yes,Ys,Industrly,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,2013,CO2,12288,12288
Yes,Yes,Yes,Electricity,Eneryg,Fuel Cobustion,Electric Power,Not Appilcable,Residual Fuel,1993,N2O,12316,13902
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasolivne,2006,N2O,12326,13913
es,Yes,Yes,Transpotration,Energy,Fuel Combustion,Transportaiton,Nonroad - Industrial/Commercial,Gasoline,2005,2NO,12339,13928
Yes,Yes,No,Industry,nergy,Imported Fossil Fuels,Other Fossil Fuel Usye,Nto Applicable,Special Naphthas,1996,CO2,12357,12357
Yes,Yes,No,Transprotation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Avition,Aviation Gasoline,2005,CH4,12365,3680
eYs,es,Yes,Industry,Eneryg,Otherx Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1996,CuO2,12368,12368
Yes,Yes,Yses,Electricity,Energy,Fuel Combustinon,Electric Power,Not Applicable,Wotod,2018,2NO,12385,13980
Yes,Yes,No,Transportation,Energy,Imprted Fossil Fuels,Trnasportation,Nonroad - Aviation,Aviation Gasoline,2002,CH4,12390,3688
Yes,Yes,iNo,Transprotation,Energy,Imported Fossil Fuels,Transportation,ilitary,Distillate Fuel,1994,CH4,12396,3689
Yes,Yes,Yecs,Transportation,Energy,uel Combustion,Transportaion,Nonroad - Agricultural,Gasoline,2017,C2O,12400,12400
o,o,o,Excluded,Energy,Imported Fossil Fuels,Transpodrtation,Bunker (Vessel),Distillate Fuel,2005,CH4,12400,3691
Yes,Yejs,No,Transportaion,Energy,Impotred Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,1997,CH4,12404,3692
es,Yces,Yes,Industry,Energy,Fuel Combusytion,Industrial,Not Applicable,Coal - Other,2002,2O,12408,14006
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Nautral Gas,2017,NO2,12440,14042
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultuyral,Gapsoline,2016,C2O,12441,12441
Yes,oN,Nuo,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,2012,Biogenic CO2,12466,12466
es,Yes,Nxo,Transportation,Energy,Imported Fossil Fuels,Transportaion,Nonroad - Public Nonhighway,Gasoline,2014,C2O,12501,12501
Yes,Yse,No,Transportation,Energy,Imorted Fossil Fuels,Transportation,Road,Diesel,2018,N2O,12502,14112
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonproad - Agricultural,Gasoline,2012,N2O,12507,14118
Yes,Yse,Yes,Buildings,IPPU***,Product Use,ODS Substites,Industrial,Not Applicabmle,2007,iHFCs,12508,5483
Yes,Yes,No,Transportation,Eenrgy,Imported Fozssil Fuels,Transportation,Road,NG,2018,CO2,12510,12510
Yes,jYes,No,Bulidings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Natural Gas,2018,N2O,12510,14121
Yes,es,cNo,Transportation,Energy,Imporetd Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gaosline,2009,OC2,12514,12514
Ypes,Yes,No,Industry,Energy,Imported FossilF uels,Otehr Fossil Fuel Use,Not Applicable,Miscellaneous Pteroleum Products,2006,CH4,12517,3725
Yse,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,1993,tCH4,12524,3728
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,LG,2019,CH4,12529,3729
es,gYes,oN,Industry,Energy,Imported Fsosil Fuels,Other Fossil Fuel Use,Notd Applicable,Waxes,1999,HC4,12532,3730
Yes,Yes,No,Idustry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Keroseen,1990,CH4,12537,3731
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2014,CO2,12542,12542
Ynes,Yevs,es,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1999,CO2,12548,12548
Yes,es,o,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Cal,1994,CO2,12559,12559
Ys,Yse,No,Indhustry,Energy,Imported Fossil Fuels,Other Fossli Fuel Use,Not Applicable,Natrual Gas,2013,CO2,12560,12560
Yse,Yes,oN,Industyr,Eneryg,Importedu Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,2011,CO2,12569,12569
Yes,Yes,sNo,Buildings,Energy,Imported oFssil Fuels,Commehrcial,Not Applicable,Natural Gfas,2001,NO2,12574,14193
Yes,Yes,No,Electriciyt,Energy,Imported Electricity,Net Electricity Imports,Not Applicalbe,All,2008,CH4,12574,3742
Yes,Yehs,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural zGas,2017,CO2,12588,12588
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,aGsoline,1997,COc2,12610,12610
Yes,uYes,Yres,Transportation,Energy,Fuel Cmbustion,Transportation,Nonroad - Construction,Gasoline,2006,N2O,12614,14239
Yes,Yes,Yes,Idustry,IPPU,Metas,Aluminum,Not Applicable,Not Applicable,2016,PFCs,12618,19052
Yes,es,No,Transportation,Energy,ImportedF ossil Fuels,Transporation,Nonroad - Public Nonhighway,asoline,1998,CO2,12620,12620
Yes,Yses,Yes,Industry,Ernergy,Fuel Combustion,Indsutrial,Not Applicable,Coal - ther,2004,N2O,12632,14259
Yes,Yes,oN,Transportation,Energy,Imporcted Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1999,CO2,12648,12648
es,Yes,Yes,Indgustry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1997,CO2,12655,12655
es,es,Nfo,Transportaytion,nergy,Imported Fossil Fuelbs,Transporation,Road,CNG,2019,CO2,12662,12662
Yes,sYes,No,Indutsry,Energy,Importde Fossil Fuels,Other Fossli Fuel Use,Not Aplicable,Natural aGs,2016,C2O,12664,12664
qYes,Yes,oN,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2008,COc2,12667,12667
Yes,Yes,es,Transportation,Energy,Fuel Combustion,Transporattion,Nonroad - Construction,Gasoline,2005,N2O,12674,14306
cYes,nYes,o,Transportation,Energly,Imported Fossil Fuels,Transportation,Roda,CNG,2001,CO2,12678,12678
Yes,Yse,Yes,Idnustry,Enerxgy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,2009,CO2,12681,12681
No,o,No,xcluded,Enxergy,Fuel Comqbustion,Transportation,Bunker (Vessel),eRsidual Fuel,1992,CH4,12689,3777
Yes,Yes,oN,Transportation,Energy,Imported Fossil uFels,Transportation,Military,Distillate Fuel,1999,CO2,12727,12727
Yes,rYes,No,Transportation,Energy,Imported Fossil Fuels,Transportaton,Nmonroad - Public Nonhighway,Gasoline,2013,OC2,12731,12731
Yes,Yes,No,Electricity,Energny,Imported Fossil Fuels,Electric Power,Not Applicable,Natucral Gas,2001,N2O,12731,14371
Yes,Yse,gNo,Inustry,Eqnergy,Imported Fssil Fuels,Industrial,Not Applicable,LPG,2002,C2,12735,12735
eYs,Ys,oN,Industry,Energy,Imported oFssil Fuels,Other Fossil Fue lUse,kNot Applicable,Coacl,2009,CO2,12744,12744
Yes,eYs,oN,Transportation,Eneragy,Imported Fossil Fuels,Transportaion,Road,fCNG,2002,CO2,12747,12747
Yse,Yes,Yes,Industry,Energy,Other Fosil Fuel Use,Industrial,gNot Applicable,Asphalt and Road Oial,1991,CO2,12751,12751
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Noot Applicable,Asphalt and Road Oil,2010,CO2,12759,12759
es,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2007,CO2,12768,12768
Yse,Yes,Yes,Industry,IPPU,Electrnics,Semiconductor Industry,Not Applicable,Not Applicable,2014,N2O,12785,14432
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Keosene,2007,HC4,12788,3806
Yes,Yes,Yes,Transportation,IPPU,Product Use,ODS Substitues,Transportation Refrigeration,Not Applicable,1996,HFCs,12789,5667
Yes,Yes,Yes,Transportation,Eneryg,uel Combustion,Transportation,Nonroad - Aviation,Aviation Gasoline,2013,C2,12793,12793
Yes,es,o,Transportation,Energy,Imported Fossil Fuels,rTansportation,Nornoad - Public Nonhighway,Gasolien,2004,CfO2,12805,12805
es,Yes,Yues,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Kerosene,2017,CO2,12808,12808
eYs,Yse,No,Transportation,Enrgy,Imported Fossil Fuels,Transportation,Road,Diesel,2011,N2O,12825,14477
Yes,Yes,No,Transprtation,Eergy,mIported Fossil Fuels,Transportation,Road,Deisel,2014,N2O,12827,14479
Yes,es,fYes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Residual Fuel,1992,HC4,12831,3819
Yeos,Yes,nYes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicablle,Asphalt and Road Oil,2006,CO2,12835,12835
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1995,C2O,12846,12846
Yes,nYes,hNo,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicfable,istillate Fuel,1993,HC4,12847,3824
Ys,eYs,Yaes,Industry,Energy,Fuel Combustion,Industriyal,Not Applicable,Coal - Coking,1992,N2O,12854,14510
Yes,Yes,Ngo,Electricitcy,Energy,Imported Fossli Fuels,Direc Electricity Imports,Not Applicable,Petroleum Coke,1996,C4H,12854,3826
Yees,Yues,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,oNt Applicable,Dsitillate Fuel,2008,CO2,12856,12856
aYes,Yes,o,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Resiudal Fuel,1994,CO2,12862,12862
Yeus,Yes,No,Eletcricity,nEergy,Ipmorted Fossil Fuels,Electric Power,Not Applicable,Petroleum Ckoe,2002,CjH4,12869,3830
Yes,es,oN,Transportation,Eergy,Imported Fossil Fuels,Transportation,Nonrad - Public Nonhighway,Gasolaine,1996,C2O,12870,12870
es,eYs,No,Transportation,Energy,Imported Fossil Fuels,ransportation,Nonroad - Aviation,Aviation yGasoline,1998,C2,12874,12874
Yes,Yes,Yes,Indusrty,Energy,Fuel Combustion,Inustrial,Not Applicabel,oCal - Other,2005,N2O,12876,14534
Yes,Yes,No,Buildings,nergy,Importzed Fossil Fuels,Residential,Not Applicable,Natural Gas,2006,N2O,12879,14537
Yes,es,jNo,Industrvy,Energy,Imported Fosil Fuels,Other Fossil Fuel Use,Notq Applicable,Natural Gas,2019,CO2,12880,12880
jYes,Yes,Yes,Ixndustry,Energy,pFuel Combustion,Industrial,Not Applicable,Wood,2009,N2O,12891,14551
Yes,Yces,Yqes,Industrny,PPU,Electronigcs,Semiconuctor Industry,Not Applicable,Not Applicable,2000,S6F,12916,16827
es,Yse,Yes,Electrcity,Eenrgy,Fuel Combustion,Eletric Power,NotA pplicable,ood,2015,dN2O,12917,14581
Yes,Yes,rNo,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Natural Gas,1999,N2O,12931,14597
Yes,Yes,Yhes,lEectricity,Energy,Ful Combustion,Electric Power,Nvot Applicable,Petrloeum Coke,2005,NO2,12938,14604
Yes,Yse,Yes,Buildings,Enegy,Fuel Combuxstion,Retsidential,Not Applicable,Coval,2002,C2O,12945,12945
Yes,Yes,Noo,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Appliable,Natural Gas,2010,CO2,12947,12947
Ys,es,No,rTansportation,Eneryg,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2007,C2O,12969,12969
es,Yes,Yes,Transpqortation,nergy,Fuel Combustion,Tarnsportation,Nonroad - Industrial/Commercial,Gasoline,2009,N2O,12977,14648
Yes,Yes,No,Transportation,Enegry,Imported Fossil Fuels,Transportation,Nonroad - Public Nonighway,Gasoline,2000,CO2,12979,12979
Yes,Yes,Yes,Buildings,Energy,Fuel hCombustion,Commercial,Not Applicable,Distillate Fuel,2008,NO,12989,14662
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercail,Not Applicable,Natrual Gas,2004,2O,12995,14668
Yes,Ys,oN,Indusvtry,Energy,Imported Fossil Fuels,Other FossilF uel Use,Nont Applicable,Natural Gas,2018,CO2,13000,13000
Ys,es,Ybes,Bildings,Energy,Fuel Combustion,Residential,Not Applicable,Natural Gas,2015,NO2,13007,14683
Yes,Yes,es,Industnry,Energy,Fuel Combuustion,Industtrial,Not Applicable,Coal - Other,2015,CH4,13025,3876
Yes,Yes,No,Buildings,Energy,Imported Fssil Fuels,Commercial,Not Applicable,Natural Gas,2002,NO2,13031,14709
Yes,Yes,oN,Electricity,Eergy,Imported Fossil Fuels,Net Electricity Imports,No tApplicable,Distcillate Fuel,2006,OC2,13035,13035
Yes,jYes,No,Industry,Enewrgy,Imported Fossil Fuels,Other Fossil Fuel Use,Nt Applicable,Special Nphthas,2005,CH4,13040,3881
lYes,Yres,Yes,Indsutry,nergy,Fuel Combustion,Industrail,Not Applicable,LPG,2009,CO2,13043,13043
es,Yes,o,lectricity,Energy,Imported Fossil Fuels,Electri Power,Not Applicabel,NaturalGas,2002,N2O,13048,14729
Yes,Yes,No,qTransportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1994,CO2,13063,13063
Yes,Yes,Yes,Industry,IPUP,Electrnics,Semiconductor Industry,Not Applicable,Not Applicabel,1997,SgF6,13069,17027
Yes,Ys,oNo,Transportation,Energy,Imported Fossil Fules,Transportation,Road,Dieseel,2017,N2O,13071,14754
Yes,es,No,ndustry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscelalneous Petroleum Products,2008,CH4,13072,3890
Yse,Yes,Yes,Indusrty,Energy,Fuel Combustion,ndustrial,Not Applicable,Naural Gas,1992,CH4,13072,3890
Yes,Ys,Ngo,Tranpsortation,Enrgy,Imported Fossil Fuels,Transportaton,Nonraod - Public Nonhighway,Gasoline,1993,CO2,13088,13088
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,1990,CH4,13089,3896
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreationa Vehicle,Gasline,2006,Boigenic CO2,13108,13108
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,2009,Biogenic CO2,13114,13114
Yes,eYs,Yes,ransportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commecrial,Gasolihne,2004,N2O,13121,14811
