4846.geocodecitylevel,"Lovingtono, NM
(32.943949, -103.34988)","Lovington, NM
(32.943949, -103.34988)"
7645.typeofchangefulltext,No Changehs have been made.,No Changes have been made.
5273.psapname,Silsfbee Police Department,Silsbee Police Department
5579.county,Wisqe,Wise
317.city,Moris Plains,Morris Plains
6301.county,Elylis,Ellis
605.city,Bunnelzl,Bunnell
6635.psapname,Palm Beach County Sheriffs Office (glades)***,Palm Beach County Sheriffs Office (glades)
7101.psapname,Scott County E-91-1,Scott County E9-1-1
116.city,Silsverton,Silverton
3442.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from sing these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1609.statevalue,cDC,DC
4644.geocodecitylevel,"Woodridge, IL(
41.750181, -88.043603)","Woodridge, IL
(41.750181, -88.043603)"
5629.statevalue,HO,OH
3662.psapname,Ascension Praish Communications District,Ascension Parish Communications District
3709.typeofchangefulltext,No Changes have been made.***,No Changes have been made.
8254.statevalue,A,CA
5320.datelastmodified,h03/04/2004,03/04/2004
370.typeofchangefulltext,No Chnages have been made.,No Changes have been made.
1843.county,Cumberlavnd,Cumberland
3089.datelastmodified,0x3/04/2004,03/04/2004
2193.city,Gove,Grove
7727.geocodecitylevel,"Elsa, TX
(26.301778, -9.7993407)","Elsa, TX
(26.301778, -97.993407)"
4649.typeofchangefulltext,PSAP was addeds ince the original posting of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
4950.city,Elgni,Elgin
3318.datelastmodified,0304/2004,03/04/2004
3370.geocodecitylevel,"Laayette, IN
(40.417328, -86.890617)","Lafayette, IN
(40.417328, -86.890617)"
7657.psapname,Big Cypress Indian Reservatino,Big Cypress Indian Reservation
5525.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future flings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
781.statevalue,ObH,OH
8208.geocodecitylevel,"Peru, IN
(40.753762, -86.0k69115)","Peru, IN
(40.753762, -86.069115)"
5815.datelastmodified,03/04/2x004,03/04/2004
617.statevalue,FeL,FL
7943.typeofchangefulltext,No Changes haveb een made.,No Changes have been made.
6783.geocodecitylevel,"Trenton, MI
(24.141304, -83.190407)","Trenton, MI
(42.141304, -83.190407)"
136.psapname,Conecuh County Sheriff's Officve Dispatch,Conecuh County Sheriff's Office Dispatch
5398.datelastmodified,12/1l9/2013,12/19/2013
1398.datelastmodified,1207/2004,12/07/2004
6148.statevalue,K,OK
2183.typeofchangefulltext,No Changes have been made.***,No Changes have been made.
5947.typeofchangefulltext,"PSAP Name, State, County or City text hasb een modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
4693.geocodecitylevel,"Stanton, TX
(32.129511, -10.788421)","Stanton, TX
(32.129511, -101.788421)"
5649.typeofchangefulltext,Orphaned PSAP no lonegr considered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5002.county,Rutheruford,Rutherford
7159.typeofchangefulltext,"PSAP Name, Stnate, County or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
5723.geocodecitylevel,"Mcloud, OK
(35.436005, -9w7.091887)","Mcloud, OK
(35.436005, -97.091887)"
3186.typeofchangefulltext,o Changes have been made.,No Changes have been made.
7298.statevalue,hVA,VA
2445.statevalue,MtI,MI
2402.typeofchangefulltext,No Chanxges have been made.,No Changes have been made.
1148.geocodecitylevel,"St Clairsville, OH
(40.080494 -80.90083)","St Clairsville, OH
(40.080494, -80.90083)"
5255.county,dMacomb,Macomb
433.county,Poawhatan,Powhatan
5956.typeofchangefulltext,PSAP was added since the original posting ofthe FCC Registry.,PSAP was added since the original posting of the FCC Registry.
149.county,Wrangell-petersburg Censu Area,Wrangell-petersburg Census Area
5845.geocodecitylevel,"St Cloud, MN
(45.569048, -94.1155x42)","St Cloud, MN
(45.569048, -94.115542)"
6564.statevalue,CtA,CA
4207.psapname,ohnson County Sheriffs Office,Johnson County Sheriffs Office
5812.psapname,lsip Police Department,Alsip Police Department
2502.city,Slaina,Salina
4124.typeofchangefulltext,No Change shave been made.,No Changes have been made.
4762.statevalue,LI,IL
3150.county,Hrris,Harris
5403.datelastmodified,07/12/203,07/12/2013
2102.geocodecitylevel,"Ormond Beach, FL
(29.319025, -81.z098428)","Ormond Beach, FL
(29.319025, -81.098428)"
6426.statevalue,KA,AK
7336.county,Norfxolk,Norfolk
4149.city,Center Civty,Center City
3029.datelastmodified,03/04/2040,03/04/2004
7673.geocodecitylevel,"Owensville, MO
(38.345043, -91.499229)***","Owensville, MO
(38.345043, -91.499229)"
7255.county,Cecl,Cecil
3108.city,Daytno,Dayton
5097.county,Jefefrson,Jefferson
493.statevalue,A,MA
1730.city,ytheville,Wytheville
1112.typeofchangefulltext,No Changes ave been made.,No Changes have been made.
1745.datelastmodified,04/w05/2005,04/05/2005
8359.county,Gaxlveston,Galveston
2504.datelastmodified,05/41/2008,05/14/2008
5189.city,oMulton,Moulton
212.datelastmodified,02r/09/2005,02/09/2005
4854.county,Nenw Haven,New Haven
2906.statevalue,dOK,OK
5112.psapname,Butner uPblic Safety Communications,Butner Public Safety Communications
8053.city,alinas,Salinas
3135.datelastmodified,03/04/2004***,03/04/2004
7810.city,Twell City,Tell City
8050.statevalue,FxL,FL
1410.psapname,Cheyenne County Emerg Cmm Center,Cheyenne County Emerg Comm Center
177.county,ook,Cook
1474.statevalue,zMI,MI
5808.psapname,Central Daokta Communications Center,Central Dakota Communications Center
1898.statevalue,A,VA
1860.psapname,Schoolcraft Coutny,Schoolcraft County
804.statevalue,pOH,OH
7827.geocodecitylevel,"Yuma, AZ
(32.722313, -14.62088)","Yuma, AZ
(32.722313, -114.62088)"
2775.city,Ft Wayen,Ft Wayne
2754.city,eMdina,Medina
8388.typeofchangefulltext,No Changes have beezn made.,No Changes have been made.
5628.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in futue filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
213.county,Hartord,Hartford
133.city,Joh nDay,John Day
3182.geocodecitylevel,"Canton,l IL
(40.558318, -90.035091)","Canton, IL
(40.558318, -90.035091)"
4768.psapname,Elizbaeth Police Department,Elizabeth Police Department
7197.typeofchangefulltext,"PSAP Name, State, County or City text has been modified since the voriginal posting.","PSAP Name, State, County or City text has been modified since the original posting."
2847.city,Britsol,Bristol
1071.datelastmodified,05b/12/2006,05/12/2006
4081.city,PigeonF orge,Pigeon Forge
2193.datelastmodified,05/72/2010,05/27/2010
7374.psapname,Oliver Springs Police Devpartment,Oliver Springs Police Department
7795.city,Ewig,Ewing
5166.city,Meadvlile,Meadville
1483.geocodecitylevel,"Seward, NE
(40.097826, -97.09908)","Seward, NE
(40.907826, -97.09908)"
7821.city,Lubbokc,Lubbock
5716.typeofchangefulltext,Orphaned PSAP no longer consideredq a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
6066.geocodecitylevel,"Elkton, MD
(39.60656,3 -75.833085)","Elkton, MD
(39.606563, -75.833085)"
552.psapname,Roxbury Township Police uDepartment,Roxbury Township Police Department
6209.statevalue,CnA,CA
3211.statevalue,EN,NE
3483.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain frodm using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
8335.geocodecitylevel,"Grangeville,ID
(45.926079, -116.121267)","Grangeville, ID
(45.926079, -116.121267)"
6932.statevalue,O,CO
8131.typeofchangefulltext,PSAP was added since the original postingv of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
3498.geocodecitylevel,"Berkeley, IL
(41.887768, 87.913181)","Berkeley, IL
(41.887768, -87.913181)"
2176.datelastmodified,013/1/2006,01/31/2006
4144.city,arion,Marion
6565.datelastmodified,03/04/004,03/04/2004
5165.statevalue,lWI,WI
4488.county,Phelsp,Phelps
8342.county,vWilson,Wilson
1575.typeofchangefulltext,No hanges have been made.,No Changes have been made.
2602.datelastmodified,0822/2016,08/22/2016
4669.city,Fe Warren iAfb,Fe Warren Afb
1772.psapname,Colorado City Police Defpartment,Colorado City Police Department
6150.county,Pottre,Potter
3710.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answerign point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
719.psapname,Mnakah Police Department,Makah Police Department
5238.statevalue,XT,TX
3345.statevalue,PrA,PA
8145.datelastmodified,03/04/2y004,03/04/2004
176.statevalue,NM,MN
5942.geocodecitylevel,"Raleigh, NC
(35.781295,w -78.64167)","Raleigh, NC
(35.781295, -78.64167)"
3787.geocodecitylevel,"Ontario, CA
(34t.063341, -117.651187)","Ontario, CA
(34.063341, -117.651187)"
1892.geocodecitylevel,"Chico,C A
(39.728956, -121.838779)","Chico, CA
(39.728956, -121.838779)"
735.datelastmodified,0914/2005,09/14/2005
1854.geocodecitylevel,"Concordia, KS
(39.571594, -97.655087)","Concordia, KS
(39.571594, -97.655807)"
8087.county,Atlanwtic,Atlantic
6965.geocodecitylevel,"Suothfield, MI
(42.477952, -83.240756)","Southfield, MI
(42.477952, -83.240756)"
2993.county,Tamrrant,Tarrant
7705.geocodecitylevel,"Brooksville, KY
(38.682857, -84.065792)***","Brooksville, KY
(38.682857, -84.065792)"
2895.datelastmodified,04/222010,04/22/2010
6397.psapname,Eaton Plice Department,Eaton Police Department
7873.psapname,iBaker County Consolidated E911,Baker County Consolidated E911
3927.psapname,Mimtchell Police,Mitchell Police
3204.geocodecitylevel,"Bloomfield Hills, MI
(42.58409z3, -83.243237)","Bloomfield Hills, MI
(42.584093, -83.243237)"
6491.typeofchangefulltext,No Changes ahve been made.,No Changes have been made.
4561.datelastmodified,03/04/2004***,03/04/2004
2098.statevalue,YN,NY
7642.geocodecitylevel,"Olando, FL
(28.538331, -81.378879)","Orlando, FL
(28.538331, -81.378879)"
24.datelastmodified,0/04/2004,03/04/2004
5498.city,Popllarville,Poplarville
7919.statevalue,CN,NC
200.datelastmodified,5/10/2007,05/10/2007
6354.city,Abseecon,Absecon
1341.statevalue,hFL,FL
2261.city,Vwalley,Valley
5075.statevalue,EM,ME
1816.county,Median,Medina
1696.city,Claryk,Clark
6997.city,Carml,Carmel
462.city,Rock alls,Rock Falls
8091.city,Ft Hunter Ligegtt,Ft Hunter Liggett
1407.geocodecitylevel,"Golden, CO
(39.479672, -105.216019)","Golden, CO
(39.749672, -105.216019)"
1231.psapname,Georgiana Pqolice Department,Georgiana Police Department
2075.typeofchangefulltext,PSAP was added since the original postinlg of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
5650.county,Coko,Cook
6157.geocodecitylevel,"Musatine, IA
(41.420448, -91.044853)","Muscatine, IA
(41.420448, -91.044853)"
7583.statevalue,CzA,CA
6457.typeofchangefulltext,No Changes havbe been made.,No Changes have been made.
6579.psapname,Nadvasota Police Department,Navasota Police Department
7010.city,Merrill***,Merrill
2107.geocodecitylevel,"Aurgora, IL
(41.75527, -88.309507)","Aurora, IL
(41.75527, -88.309507)"
5854.typeofchangefulltext,No hanges have been made.,No Changes have been made.
4507.county,LosAngeles,Los Angeles
943.psapname,Wayne Township Police Depatment,Wayne Township Police Department
7263.psapname,Evergree nPolice Department,Evergreen Police Department
5411.statevalue,pTX,TX
166.geocodecitylevel,"Crookston, MN
(47.773789, -966.06834)","Crookston, MN
(47.773789, -96.606834)"
7146.datelastmodified,03/4/2004,03/04/2004
3307.county,rGant,Grant
4436.county,Worecster,Worcester
4836.statevalue,EN,NE
1676.county,Aovyelles,Avoyelles
5328.statevalue,vAR,AR
7378.city,Lakweland,Lakeland
4913.datelastmodified,040/8/2017,04/08/2017
996.typeofchangefulltext,"PSAP Nam,e State, County or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
2477.datelastmodified,2/22/2005,02/22/2005
3122.typeofchangefulltext,No Changes ave been made.,No Changes have been made.
214.typeofchangefulltext,No Changes haveb een made.,No Changes have been made.
6882.typeofchangefulltext,Orphaned PSAP no longer considered a primaryu call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
6235.county,Worht,Worth
4640.geocodecitylevel,"Barron, WI
(45.410287, -91.841623)","Barron, WI
(45.401287, -91.841623)"
5014.statevalue,CvO,CO
4377.datelastmodified,03/04/20n04,03/04/2004
8126.statevalue,YN,NY
1973.datelastmodified,0408/2017,04/08/2017
2583.city,Sward,Seward
3464.psapname,Hason County,Hanson County
5173.psapname,Cherokee County Shreiff's Office,Cherokee County Sheriff's Office
7313.county,Richlad,Richland
7706.county,Herkirmer,Herkimer
5171.geocodecitylevel,"Millersburg, OH(
40.554176, -81.917365)","Millersburg, OH
(40.554176, -81.917365)"
3665.psapname,Minidoka County Shewriffs Department,Minidoka County Sheriffs Department
5754.city,Batpesville,Batesville
2469.statevalue,L,FL
3894.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP. Usep the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
1502.city,armington,Farmington
1114.typeofchangefulltext,No Chanes have been made.,No Changes have been made.
4662.typeofchangefulltext,Orphaned PSAP no longer considyered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
2183.geocodecitylevel,"Bnton, TN
(35.176538, -84.650307)","Benton, TN
(35.176538, -84.650307)"
7957.geocodecitylevel,"Carrollton, TX
(32.975541, -96.88b9788)","Carrollton, TX
(32.975541, -96.889788)"
5627.county,Nweport,Newport
319.typeofchangefulltext,"PASP Name, State, County or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
3061.typeofchangefulltext,No Changes hav been made.,No Changes have been made.
3752.county,Lincouln,Lincoln
460.psapname,Csu Stanislauzs Police Department,Csu Stanislaus Police Department
2732.psapname,Sacrkamento Regional Fire Emergency Communications Center - Srfecc,Sacramento Regional Fire Emergency Communications Center - Srfecc
3689.statevalue,R,AR
6680.datelastmodified,03/0/42004,03/04/2004
6060.typeofchangefulltext,Secondary PSAP associtaed with a Primary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
7959.geocodecitylevel,"Lock Haven, PA
(41.13309, -77.456293)","Lock Haven, PA
(41.133509, -77.456293)"
3867.typeofchangefulltext,No Changes have beesn made.,No Changes have been made.
8510.typeofchangefulltext,No Changes have been ade.,No Changes have been made.
4001.psapname,Craven County Communication tCenter,Craven County Communication Center
6107.statevalue,N,TN
1581.city,Lafaette,Lafayette
8203.county,Davidsion,Davidson
3992.county,Legon,Leon
8081.datelastmodified,03/04/20q04,03/04/2004
1258.county,DeSoto,De Soto
1278.psapname,Bexar County Fire AlarmDepartment,Bexar County Fire Alarm Department
631.typeofchangefulltext,No Changes have bejen made.,No Changes have been made.
3735.county,Mharquette,Marquette
3635.datelastmodified,03/04/2040,03/04/2004
8010.typeofchangefulltext,No Changes have been mad.,No Changes have been made.
465.psapname,Hazel Crest Police eDpartment,Hazel Crest Police Department
4070.statevalue,qWI,WI
2675.typeofchangefulltext,No Chanegs have been made.,No Changes have been made.
2771.datelastmodified,2/22/2012,02/22/2012
571.datelastmodified,2/22/2010,12/22/2010
