X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,RecordStatus,LeaseNum,GeneralLocation,LeaseorPermit,TypeofLease,LeaseStartDate,LeaseExpirationDate,SLCApprovalDate,MinuteItem,Improvements,Latitude,Longitude
-13370941.4861,4723147.0666,2377,{1A3BC8D2-C66C-4A4E-8130-84559E3F17A1},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7279,"Lake Tahoe, adjacent to 9115 State Highway 89, near Meeks Bay",General Lease,Recreational Use,06/23/2022,06/22/2032,06/23/2022,9,,39.0103000000,-120.1132110000
-13371629.9971,4725341.6526,2378,{B29B47D9-5CCD-4355-AE6B-847AA27E47C4},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7613,"Lake Tahoe, adjacent to 8527 Meeks Bay Avenue, near Meeks Bay",General Lease,Recreational Use,12/17/2020,12/16/2030,12/17/2020,17,,39.0256170000,-120.1193960000
-13640101.2168,4571302.5027,2379,{5BD56388-F136-47D6-9D7C-848D5D166BB4},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9481,"Corte Madera Creek, adjacent to 28 Boardwalk One, Larkspur",General Lease,Recreational Use,08/23/2018,08/22/2038,08/23/2018,C75,,37.9424740000,-122.5311140000
-12763442.527,3899907.793,2380,{8206CDF7-B8B5-4AE0-B51A-84914EC21116},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5185,"Colorado River, adjacent to fractional Section 9, 22 and 24, T13S R22E, SBM, Picacho State Recreation Area near Winterhaven",General Lease,Public Agency Use,04/01/1976,03/31/2025,09/30/1976,4,,33.0346780000,-114.6559550000
-13677725.3123,4595462.9321,2381,{A55CC7C6-E939-4589-96FB-849ACAAB4ED3},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4899,"Tomales Bay, near Inverness",General Lease,Recreational and Protective Structure Use,07/15/2018,07/14/2028,12/06/2019,21,,38.1134360000,-122.8690970000
-13374347.8625,4743256.6977,2382,{A571A0FA-784F-4CC1-A446-84AFB4F490A8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8933,"Lake Tahoe, adjacent to 1160 West Lake Boulevard, Tahoe City",General Lease,Recreational Pier Lease,02/25/2022,02/24/2032,02/25/2022,13,,39.1505300000,-120.1438110000
-13368836.4345,4748929.1269,2383,{46A99391-7E43-4704-89FC-84B409AF245E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5423,"Lake Tahoe, adjacent to 3600 North Lake Boulevard, near Dollar Point",General Lease,Recreational Use,12/08/2021,12/07/2031,12/08/2021,8,,39.1900350000,-120.0943010000
-13637554.0042,4571258.4622,2384,{B35BD143-065C-4B34-8B0C-84E1B0006F3D},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9268,"Corte Madera Creek, adjacent to 33 Greenbrae Boardwalk, near the city of Larkspur",General Lease,Recreational Use,12/18/2015,12/17/2035,12/18/2015,70,,37.9421620000,-122.5082320000
-13371361.7171,4726704.4637,2385,{288D8E2B-78EA-42C9-A032-84F7FCA5E61E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3713,"Lake Tahoe, adjacent to 8233 Meeks Bay Avenue, Meeks Bay",General Lease,Recreational Use,12/08/2021,12/07/2031,12/08/2021,10,,39.0351270000,-120.1169860000
-13277079.2291,4048967.6454,2386,{8AF9128D-4009-4EB4-A730-84F90C8DC653},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5271,"Pacific Ocean, Channel Islands, Port Hueneme",General Lease,Public Agency Use,09/30/1976,,09/30/1976,40,,34.1500480000,-119.2700320000
-13644561.5662,4608356.3535,2387,{96A48983-F57B-4522-807D-8502E9B9C8C3},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,1847,Petaluma Creek at Cutoff B,General Lease,Public Agency Use,01/27/1957,,05/13/1957,22,,38.2045080000,-122.5711820000
-13143188.9323,3991567.8163,2388,{9AB1A662-B5BB-4AE3-90C5-8519BD7DD9CE},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3167,"Main Channel of Huntington Harbour, adjacent to 16552 Somerset Lane, near Huntington Beach",General Lease,Recreational Use,03/23/2022,03/22/2032,08/25/2021,30,,33.7222510000,-118.0672750000
-13408315.6693,4419381.2309,2389,{2447B3BE-A1E9-4F9F-ABF0-8519D196A917},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8107,"San Joaquin River, city of Firebaugh",General Lease,Public Agency Use,09/01/1999,08/31/2024,09/03/1999,36,,36.8583520000,-120.4489490000
-13121508.6823,4279702.4789,2390,{DE3226CF-E77B-4768-BD32-8527BE5DBC29},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9093,"State-owned school land in a portion of Section 16, T24S R38E, MDM, near the unincorporated community of Little Lake",General Lease,Right of Way Use,08/23/2013,08/23/2038,04/07/2023,62,,35.8478250000,-117.8725180000
-13372982.3063,4747116.561,2391,{CA8DDA26-0E80-4650-BCFA-8527DAFCC6B5},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8307,"Lake Tahoe, adjacent to 1460 North Lake Boulevard, near Tahoe City",General Lease,Recreational Use,02/01/2021,01/31/2031,10/22/2020,17,,39.1774140000,-120.1315440000
-13469265.0942,4526744.8835,2392,{EE894AA4-EFF2-468F-B13A-8534B8A5ACE2},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2731,"Tuolumne River, 1/2 mile south of Modesto, Highway 99",Permit,Streets and Highways  - DOT Code 101.5,05/04/1961,,05/04/1961,3,,37.6261340000,-120.9964670000
-13135431.6336,4349212.0244,2393,{B497620A-0A2D-4338-8CE2-8536F7EC7870},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9085,dry lake bed of Owens Lake,General Lease,Public Agency Use,08/23/2013,08/22/2033,06/21/2018,C62,,36.3523420000,-117.9975900000
-13676839.6544,4594475.5513,2394,{A6196E11-5051-4B64-9D7A-8539ED9134A0},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8483,"Tomales Bay, adjacent to 12916 Sir Francis Drake Boulevard, near Inverness",General Lease,Recreational Use,09/09/2013,09/08/2023,04/23/2015,65,,38.1064570000,-122.8611410000
-13635989.2975,4586051.4925,2395,{77695A8F-84F2-44C2-8543-853B9F405F46},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4773,"Hamilton Air Force Base, San Pablo Bay",General Lease,Right of Way Use,09/06/1973,09/05/2039,06/28/1973,3,,38.0468870000,-122.4941760000
-13371329.1005,4726661.1834,2396,{826FBCB3-489D-423B-B1DB-853CF9873BC0},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,1742,"Lake Tahoe, adjacent to 8243 Meeks Bay Avenue, Meeks Bay",General Lease,Recreational Use,06/05/2023,06/04/2033,06/05/2023,23,,39.0348250000,-120.1166930000
-13367390.1717,4754019.5805,2397,{D870D6A3-D49D-4E25-B8BD-8546DBCF8A99},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5680,"Lake Tahoe, adjacent to 5146 North Lake Boulevard, near Carnelian Bay",General Lease,Commercial Use,07/11/2012,07/10/2032,06/23/2022,EO,,39.2254680000,-120.0813090000
-13782509.0131,4765630.7952,2398,{CDF2DB26-312E-46AB-BA8E-85521E015AE4},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4755,"Pacific Ocean, near Goat Island, City of Mendocino",General Lease,Public Agency Use,06/01/2022,05/31/2047,08/23/2022,07,,39.3062230000,-123.8103850000
-13141004.9553,3983688.1731,2399,{C38D1221-0BA2-4034-BE0D-856C6B2AF471},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6417,"Pacific Ocean, offshore of Huntington Beach",General Lease,Right of Way Use,12/01/2007,11/30/2027,04/28/1983,23,,33.6633570000,-118.0476560000
-12749589.4843,3975868.7216,2400,{6DC61887-2D8A-434D-90EE-8573F6493C13},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8256,crossing the Colorado River at the Ehrenberg bridge,General Lease,Right of Way Use,02/05/2001,,02/05/2001,15,,33.6048730000,-114.5315110000
-13539306.5386,4602999.2224,2401,{23FC7B35-8C16-4AF2-B86C-85916FD286DB},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4765,"Sacramento River, adjacent to 17360 Grand Island Road, near Walnut Grove",General Lease,Recreational and Protective Structure Use,05/01/2022,04/30/2032,02/25/2022,30,,38.1666820000,-121.6256600000
-13557262.9291,4581666.6826,2402,{F02A81CE-EC68-45F0-A897-85962C869C30},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,1589,"San Joaquin River, adjacent to 801 Minaker Drive, near the city of Antioch",General Lease,Industrial Use,06/28/2016,06/27/2026,06/28/2016,28,,38.0158610000,-121.7869650000
-13375328.5872,4741716.983,2403,{117EE686-11FA-416B-8F80-859D6A0DB5F3},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2388,"Lake Tahoe, at William Kent Camp, 2 1/2 miles south of Tahoe City; 1810 West Lake Boulevard",General Lease,Public Agency Use,05/18/1959,,04/30/1959,4,,39.1398030000,-120.1526210000
-13527987.1275,4632338.3739,2404,{137B4935-2883-4919-A645-85A6E65EB422},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9325,"Sacramento River, adjacent to 53303 County Road 142, near Clarksburg",General Lease,Recreational Use,04/05/2016,04/04/2026,04/05/2016,17,,38.3736010000,-121.5239760000
-13536423.3638,4599610.2826,2405,{74E18AF6-8B43-499A-A91D-85A80C4508F2},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7695,"Georgiana Slough, adjacent to 16909 Terminous Road, near Isleton",General Lease,Recreational and Protective Structure Use,03/20/2017,03/19/2027,11/29/2017,C25,,38.1427430000,-121.5997600000
-13326007.8189,4193908.8087,2406,{CFC90420-62B9-49CB-B0E9-85A9A282B01C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5672,"State-owned lieu land in a portion of Section 15, T31S R21E, MDM, south of McKittrick",General Lease,Grazing Use,02/01/2019,01/31/2029,12/03/2018,C65,,35.2206620000,-119.7095650000
-13526121.6355,4662165.1185,2407,{78E539E3-671C-464B-AEE3-85AC2B638FD3},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6710,"Sacramento River between the I Street bridge and Tower bridge, Sacramento",Other Authorized Use,Other Authorized Use,,,07/12/1984,13,,38.5833540000,-121.5072180000
-13120158.5995,4360952.9157,2408,{5047C168-231B-41BA-AC6E-85B3BA344B53},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9085,dry lake bed of Owens Lake,General Lease,Public Agency Use,08/23/2013,08/22/2033,06/21/2018,C62,,36.4372400000,-117.8603900000
-13531798.9295,4609018.3632,2409,{28906DBF-04F0-4C9A-A13C-85B4CD480573},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8484,"Sacramento River, adjacent to APN 142-0110-014, near Walnut Grove",General Lease,Recreational Use,10/01/2013,09/30/2023,06/29/2015,62,,38.2091810000,-121.5582180000
-13131950.5618,3978033.6343,2410,{EF6459F6-9EB1-4212-BCC7-85BF45B85338},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,722,near the mouth of Santa Ana River near Newport Beach,General Lease,Right of Way Use,05/26/1952,,05/26/1952,5,,33.6210690000,-117.9663190000
-13373347.4342,4746463.0486,2411,{E8A67DDE-769D-4875-83D0-85C6248FDDA2},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3495,"Lake Tahoe, adjacent to 950 North Lake Boulevard, Tahoe City",General Lease,Commercial Use,12/30/2010,12/29/2030,10/22/2020,EO Rpt,,39.1728630000,-120.1348240000
-13574895.8251,4378751.0792,2412,{11B7F6D5-44F1-451B-8452-85CA549967A4},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7958,"Pacific Ocean, adjacent to the Pebble Beach Golf Course, Pebble Beach",General Lease,Protective Structure Use,04/01/2017,03/31/2027,04/20/2017,C66,,36.5657610000,-121.9453640000
-13808844.6443,5091779.9072,2413,{922A731F-9612-44F9-832F-85CFCAF05519},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3446,"US Highway 101 in Section 10, T13N R1E, HBM; Klamath River at Klamath",Permit,Streets and Highways  - DOT Code 101.5,03/01/1966,,03/01/1966,,,41.5363630000,-124.0469620000
-13398688.3144,4409306.5717,2414,{04EB45F3-5F5E-4B8B-95DA-85D6D4F2484E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9173,"51 locations in the San Joaquin River between Friant Dam and Hills Ferry, in Fresno, Madera, Merced, and Stanislaus Counties",General Lease,Public Agency Use,12/18/2015,12/17/2025,12/18/2015,91,,36.7859050000,-120.3624650000
-13190237.2246,3954999.9488,2415,{429078F0-1C81-4DAA-9796-85E52F978E96},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3692,"Pacific Ocean, Santa Catalina Island",General Lease,Other,02/09/2021,02/08/2036,06/29/2021,40,,33.4485950000,-118.4899170000
-13535521.8985,4598274.6333,2416,{093FA884-2E88-439F-817F-85EBDFFAA50F},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8221,"Georgiana Slough, adjacent to 17211 Terminous Road, near Isleton",General Lease,Recreational Use,01/17/2018,01/16/2028,06/28/2019,38,,38.1333060000,-121.5916620000
-13453497.3563,4525351.3943,2417,{6A605548-B6E3-4ACD-B828-85F8DE7684F6},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8123,"along the Tuolumne River corridor, upstream at the Gravel Mining Reach - 7/11 Segment (RM 40.3) and downstream at the Special Pool Run 9 Site (RM 25.2), near the city of Waterford",General Lease,Public Agency Use,11/15/1999,11/14/2024,12/03/1999,8,,37.6162190000,-120.8548230000
-13606025.9867,4587989.5355,2418,{81D62C4C-D25A-4AFC-8ADE-86025C536CE6},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,402,"Carquinez Strait, near the city of Vallejo and the town of Crockett",Permit,Streets and Highways  - DOT Code 101.5,12/10/1999,,09/03/1999,49,,38.0605960000,-122.2250110000
-13350854.3292,4417395.2202,2419,{2615F433-A395-492C-AC67-8606E20942CD},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6827,"various waterways, in various counties, statewide",General Lease,Right of Way Use,05/01/2015,04/30/2045,02/20/2015,44,,36.8440760000,-119.9327650000
-13532088.4715,4667189.4612,2420,{4BA79DB7-7EBE-400C-BD40-861DAEC57072},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7231,"Sacramento River, adjacent to 2851 Garden Highway, near the city of Sacramento",General Lease,Recreational and Protective Structure Use,08/23/2013,08/22/2023,08/23/2019,15,,38.6186270000,-121.5608190000
-13362034.0344,4887720.036,2421,{4E8F1CB4-928D-4858-A167-863C2647A8E6},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7823,eight parcels of lieu lands in northeastern California,General Lease,Right of Way Use,06/01/1995,05/31/2044,05/03/1995,15,,40.1496990000,-120.0331940000
-13536780.6993,4733027.9567,2422,{D0B0BEAA-8B62-4FDB-8D82-8640449AC082},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6827,"various waterways, in various counties, statewide",General Lease,Right of Way Use,05/01/2015,04/30/2045,02/20/2015,44,,39.0792370000,-121.6029700000
-13516521.1086,4662040.2286,2423,{98ABABCC-309F-4108-861A-8668986445D7},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6827,"various waterways, in various counties, statewide",General Lease,Right of Way Use,05/01/2015,04/30/2045,02/20/2015,44,,38.5824770000,-121.4209750000
-13196271.4089,4033940.8357,2424,{2F843122-5079-40DD-AC75-8672C1F25FCB},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8465,"Pacific Ocean, adjacent to uplands at 16801 Pacific Coast Highway, near Pacific Palisades",General Lease,Protective Structure Use,10/20/2003,10/19/2023,06/22/2017,C65,,34.0382620000,-118.5441230000
-13365418.0356,4755643.9575,2425,{2519C0E1-38AE-4BED-AEA9-86744832F588},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9153,"Lake Tahoe, adjacent to 184 and 200 Rim Drive, near Tahoe Vista",General Lease,Recreational Use,10/14/2020,10/13/2030,10/22/2020,01,,39.2367710000,-120.0635930000
-13371419.0467,4724224.7428,2426,{7DAA1181-7768-4666-9A2A-86784015B4C3},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4063,"Lake Tahoe, adjacent to 8751 Rubicon Drive, near Rubicon Bay",General Lease,Recreational Use,02/23/2021,02/22/2031,02/23/2021,07,,39.0178220000,-120.1175010000
-12795175.8177,4152823.4821,2427,{7B7082C7-2C29-43A4-AAEE-86824FE38189},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,478-10,"Section 36, T10N R19E",General Lease,Right of Way Use,09/26/1884,,,,,34.9185910000,-114.9410200000
-13372726.6054,4731658.4154,2428,{39FFCCC7-29E4-40FA-AA7A-868830C4A642},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3527,"Lake Tahoe, adjacent to 6940 Pomin Avenue, near Tahoma",General Lease,Recreational Use,05/01/2017,04/30/2027,08/17/2017,C02,,39.0696860000,-120.1292470000
-13673558.8464,4700278.6906,2429,{A52F2176-9364-4476-BCC5-869D3E19F26B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8556,State 100 percent reserved mineral interest school lands at the Geysers Geothermal Field,Mineral Resource Lease,Geothermal Lease,09/01/2004,,08/20/2020,54,,38.8504940000,-122.8316690000
-13364912.5338,4755968.9218,2430,{A1BF4AF6-7C69-49E0-918F-86A29A7F703A},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8226,"Lake Tahoe, adjacent to 6480 North Lake Boulevard, Tahoe Vista",General Lease,Recreational Use,10/01/2020,09/30/2030,10/22/2020,13,,39.2390320000,-120.0590520000
-12878190.9921,3953043.0392,2431,{EBB90EBC-EC92-4FE6-9040-86ABF6F30B64},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,173/ 21-2,"Section 16 and 36, T8S R12E",General Lease,Right of Way Use,01/09/1943,,,,,33.4339260000,-115.6867580000
-13140054.7321,3988108.9869,2432,{923875D1-4F36-4436-AC11-86B5D6373AB5},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8704,Public Trust Lands in the Bolsa Chica Lowlands,General Lease,Public Agency Use,08/24/2006,08/16/2039,08/24/2006,18,,33.6964040000,-118.0391200000
-13142514.5589,3990642.3533,2433,{88424B20-C5D3-448E-B9F5-86E3FBB626D3},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3245,"Main Channel of Huntington Harbour, adjacent to 16951 Bolero Lane, city of Huntington Beach",General Lease,Recreational Use,04/20/2017,04/19/2027,04/20/2017,C67,,33.7153360000,-118.0612170000
