3974.personpremise,TELEEPRFORMANCE,TELEPERFORMANCE
1010.activity_date,202/006/02 03:59:59+00,2020/06/02 03:59:59+00
3616.request_date,2020/f06/01 03:59:59+00,2020/06/01 03:59:59+00
1957.activity_date,2020f/04/14 03:59:59+00,2020/04/14 03:59:59+00
4005.address_one,11330 MAPLE BRlOOK DR,11330 MAPLE BROOK DR
2084.activity_date,2020/8/25 03:59:59+00,2020/08/25 03:59:59+00
2445.activity_type_desc,FELD,FIELD
4350.activity_type_desc,IELD,FIELD
2389.address_one,9990 INN STATION RD,9990 LINN STATION RD
455.address_one,1450 S BROOK TS,1450 S BROOK ST
3163.request_date,202/010/22 03:59:59+00,2020/10/22 03:59:59+00
2500.address_one,7001COOPER CHAPEL RD,7001 COOPER CHAPEL RD
2521.personpremise,BJ'S RESTAURANT & BREWHOUnSE,BJ'S RESTAURANT & BREWHOUSE
23.request_date,2020/04/22 03:9:59+00,2020/04/22 03:59:59+00
1335.activity_type_desc,FnIELD,FIELD
2622.request_date,2020/1019 03:59:59+00,2020/10/19 03:59:59+00
1377.activity_date,2020/06/04 03:59q:59+00,2020/06/04 03:59:59+00
3152.activity_date,2020/10/23 30:59:59+00,2020/10/23 03:59:59+00
3713.address_one,1205 WESTPORT RD,12205 WESTPORT RD
4172.address_one,324 SOUTSIDE DR,7324 SOUTSIDE DR
3367.activity_date,2020/08/14 03:5:59+00,2020/08/14 03:59:59+00
1790.personpremise,JTOWN EACH,JTOWN BEACH
649.request_date,2020/03/13 03:59:59+00,2020/03/31 03:59:59+00
2088.activity_type_desc,FEILD,FIELD
3685.request_date,2020/08/2e4 03:59:59+00,2020/08/24 03:59:59+00
4198.activity_type_desc,FILD,FIELD
3010.address_one,1938 ALRFESCO PL,1938 ALFRESCO PL
1495.activity_date,2020/05/19 03:95:59+00,2020/05/19 03:59:59+00
360.activity_date,q2020/04/09 03:59:59+00,2020/04/09 03:59:59+00
4302.personpremise,LEGENDSSPORTS ACADEMY,LEGENDS SPORTS ACADEMY
60.personpremise,WALMAT #5418,WALMART #5418
3252.address_one,7562 DIXE HWY,7562 DIXIE HWY
4634.request_date,2021/01/27 05:00:00+z00,2021/01/27 05:00:00+00
2359.activity_type_desc,FIyELD,FIELD
1269.activity_type_desc,IELD,FIELD
997.request_date,2020/05/22 03:59:59+q00,2020/05/22 03:59:59+00
1859.personpremise,BOONE' SMARATHON,BOONE'S MARATHON
1028.activity_type_desc,FIEbLD,FIELD
2906.address_one,6801 DIXIE WY,6801 DIXIE HWY
2226.activity_date,2020/09/2 03:59:59+00,2020/09/29 03:59:59+00
4619.activity_type_desc,FEILD,FIELD
1975.activity_date,2020/07/24 03:59:59+0h0,2020/07/24 03:59:59+00
785.address_one,3700 TAYLOR BsLVD,3700 TAYLOR BLVD
2517.request_date,2020/11/300 5:00:00+00,2020/11/30 05:00:00+00
2951.personpremise,DOLAR TREE,DOLLAR TREE
2429.activity_type_desc,IFELD,FIELD
1115.activity_date,0220/07/27 03:59:59+00,2020/07/27 03:59:59+00
2181.request_date,2020/12/02 05:00n:00+00,2020/12/02 05:00:00+00
3252.activity_type_desc,IELD,FIELD
835.address_one,361 BUECHEL BYPASS,3616 BUECHEL BYPASS
4432.activity_type_desc,IFELD,FIELD
702.address_one,3325 BARDTSOWN RD STE 103,3325 BARDSTOWN RD STE 103
1986.address_one,13241 SHELBYVILLE RD,12341 SHELBYVILLE RD
1720.activity_date,2020/04/16 03:5:59+00,2020/04/16 03:59:59+00
1998.request_date,2020/08/22 0:59:59+00,2020/08/22 03:59:59+00
1852.address_one,813  EMARKET ST,813 E MARKET ST
3054.activity_date,2020/08/13 03:59:590+0,2020/08/13 03:59:59+00
3506.personpremise,BOB EVANkS #437,BOB EVANS #437
649.personpremise,MIDDLETOWN PEDDLERS MALL***,MIDDLETOWN PEDDLERS MALL
2175.activity_type_desc,FIgELD,FIELD
1514.activity_date,2020/07/b08 03:59:59+00,2020/07/08 03:59:59+00
1217.personpremise,ALL ABOUT KIDS CARTWHEE CAFE,ALL ABOUT KIDS CARTWHEEL CAFE
1677.address_one,3901 TAYLO BLVD,3901 TAYLOR BLVD
451.personpremise,cMCDONALD'S,MCDONALD'S
1892.request_date,2020/06/02 30:59:59+00,2020/06/02 03:59:59+00
2530.personpremise,aBIG BAR,BIG BAR
505.address_one,1805 BLUEGRASS AVE,1850 BLUEGRASS AVE
243.activity_type_desc,FcIELD,FIELD
2292.address_one,3001 CHABERLAIN LN,3001 CHAMBERLAIN LN
775.address_one,12616 TAYLOSRVILLE RD,12616 TAYLORSVILLE RD
935.address_one,8510 fNATIONAL TURNPIKE,8510 NATIONAL TURNPIKE
2806.activity_date,v2020/11/06 05:00:00+00,2020/11/06 05:00:00+00
1535.address_one,4520 POLPAR LEVEL RD,4520 POPLAR LEVEL RD
3374.activity_date,220/10/05 03:59:59+00,2020/10/05 03:59:59+00
3946.personpremise,BOONEb'S BP,BOONE'S BP
1992.request_date,2200/08/13 03:59:59+00,2020/08/13 03:59:59+00
2436.activity_date,2020/08/11 03:59:5900,2020/08/11 03:59:59+00
4415.activity_date,2020/11/18 0u5:00:00+00,2020/11/18 05:00:00+00
2301.address_one,1235 S3RD ST,1235 S 3RD ST
4636.address_one,5000 SHELBYVILEL RD,5000 SHELBYVILLE RD
3750.activity_type_desc,FIED,FIELD
1129.personpremise,CIRCLE K #403314,CIRCLE K #4703314
1573.address_one,5901 UTCHMANS LN,5901 DUTCHMANS LN
961.activity_type_desc,FIEDL,FIELD
2188.activity_date,2020/08/15f 03:59:59+00,2020/08/15 03:59:59+00
1065.activity_type_desc,eFIELD,FIELD
638.activity_type_desc,FILD,FIELD
163.request_date,2002/07/08 03:59:59+00,2020/07/08 03:59:59+00
2630.request_date,2002/08/06 03:59:59+00,2020/08/06 03:59:59+00
330.personpremise,TERRY ROAD VAsLERO,TERRY ROAD VALERO
2401.activity_date,020/11/24 05:00:00+00,2020/11/24 05:00:00+00
2200.address_one,3001 CHAMBERLAIN LjANE,3001 CHAMBERLAIN LANE
1732.address_one,3110 TAYLOR wBLVD,3110 TAYLOR BLVD
2922.activity_type_desc,FELD,FIELD
3514.activity_date,2020/11/20 05:00:0000,2020/11/20 05:00:00+00
1278.activity_type_desc,FIEDL,FIELD
4354.activity_type_desc,FIELpD,FIELD
2491.activity_type_desc,FIEDL,FIELD
2331.activity_date,2020/09/15 03:59:5a9+00,2020/09/15 03:59:59+00
2732.personpremise,DOLLAR GENERbAL #11904,DOLLAR GENERAL #11904
1700.activity_date,2020/04q/15 03:59:59+00,2020/04/15 03:59:59+00
901.address_one,920 0DIXIE HWY,9200 DIXIE HWY
1844.request_date,2020/11/03 05:00:000+0,2020/11/03 05:00:00+00
241.activity_date,2020/06/05 03:59:59+00***,2020/06/05 03:59:59+00
3630.personpremise,EWST 6TH BREWING COMPANY,WEST 6TH BREWING COMPANY
668.request_date,2020/07/16 03:5:959+00,2020/07/16 03:59:59+00
3678.personpremise,DIGS HOMEA ND GARDEN,DIGS HOME AND GARDEN
2694.activity_type_desc,FELD,FIELD
1538.activity_type_desc,FEILD,FIELD
3571.request_date,2020/07/19 03w:59:59+00,2020/07/19 03:59:59+00
521.request_date,2020/04/15 0:59:59+00,2020/04/15 03:59:59+00
1861.address_one,700 CENRTAL AVE,700 CENTRAL AVE
3950.activity_date,202/011/18 05:00:00+00,2020/11/18 05:00:00+00
1528.personpremise,Kl-1 LIQUORS,K-1 LIQUORS
43.personpremise,MES AFOODS,MESA FOODS
3573.activity_date,2020p/11/19 05:00:00+00,2020/11/19 05:00:00+00
3289.address_one,2339 FRANKOFRT AVE,2339 FRANKFORT AVE
3264.personpremise,MCDONALD'xS,MCDONALD'S
885.personpremise,DARE TO CAR FOOD BANK,DARE TO CARE FOOD BANK
799.address_one,849 aS 6TH ST,849 S 6TH ST
4534.activity_type_desc,FIEDL,FIELD
3064.request_date,2020/09/10 03:595:9+00,2020/09/10 03:59:59+00
4007.request_date,2021/05/12 3:59:59+00,2021/05/12 03:59:59+00
1362.request_date,2020/0430 03:59:59+00,2020/04/30 03:59:59+00
4135.activity_date,2020/11/30 05:00:w00+00,2020/11/30 05:00:00+00
4573.address_one,9565 TAYLORSgVILLE RD,9565 TAYLORSVILLE RD
509.request_date,2020/07/280 3:59:59+00,2020/07/28 03:59:59+00
1020.personpremise,WALGERENS #6443,WALGREENS #6443
3723.address_one,733 GLOBAL DR,7331 GLOBAL DR
3383.address_one,5360 DIXIE HWoY,5360 DIXIE HWY
4218.activity_type_desc,FEILD,FIELD
1824.address_one,1553 BARDSTOWNy ROAD,1553 BARDSTOWN ROAD
451.request_date,2020/u04/14 03:59:59+00,2020/04/14 03:59:59+00
1209.activity_type_desc,FIEDL,FIELD
3124.activity_date,0220/07/16 03:59:59+00,2020/07/16 03:59:59+00
1231.personpremise,SUMMIT PLACE APARTENTS,SUMMIT PLACE APARTMENTS
1280.activity_date,2020/05/18 03:59:59+0,2020/05/18 03:59:59+00
4627.request_date,2021/03/19 3:59:59+00,2021/03/19 03:59:59+00
3500.personpremise,AUTO OZNE,AUTO ZONE
1821.personpremise,HARBOR HUSE,HARBOR HOUSE
2605.address_one,1439 mDIXIE,1439 DIXIE
2007.activity_date,2020/07/25 03:59:59+0,2020/07/25 03:59:59+00
1189.activity_date,202/005/27 03:59:59+00,2020/05/27 03:59:59+00
2341.address_one,2824 KiLONDIKE LN,2824 KLONDIKE LN
1888.address_one,3230 BARDSTOWN RD  UNIT 33,3320 BARDSTOWN RD  UNIT 33
591.activity_date,202005/13 03:59:59+00,2020/05/13 03:59:59+00
4200.activity_type_desc,FIEDL,FIELD
4577.request_date,2021/04/07 03:59:95+00,2021/04/07 03:59:59+00
389.address_one,1108B ARDSTOWN RD,1108 BARDSTOWN RD
3262.activity_type_desc,IELD,FIELD
1708.activity_type_desc,FIxELD,FIELD
1105.activity_date,2020/04/24 03:59:5900,2020/04/24 03:59:59+00
418.activity_type_desc,FiIELD,FIELD
1924.personpremise,ABE SYSTEMS,BAE SYSTEMS
1382.activity_date,2020/07/08 03:59:9+00,2020/07/08 03:59:59+00
2151.request_date,2020/10/1n6 03:59:59+00,2020/10/16 03:59:59+00
1346.request_date,2020/05/1103:59:59+00,2020/05/11 03:59:59+00
929.personpremise,LAUNDRY CONNCETION,LAUNDRY CONNECTION
3241.personpremise,DONGA FOOD MART,DONGAR FOOD MART
4277.request_date,020/11/25 05:00:00+00,2020/11/25 05:00:00+00
3075.activity_type_desc,FEILD,FIELD
3999.activity_date,2021/01/1 05:00:00+00,2021/01/21 05:00:00+00
525.address_one,2304 WOOoDBOURNE AVE,2304 WOODBOURNE AVE
4218.request_date,2021/03/16 0359:59+00,2021/03/16 03:59:59+00
3227.personpremise,WALMART #1107,WALMART #1170
2920.activity_date,2020/09/09 03:5:59+00,2020/09/09 03:59:59+00
740.personpremise,JEWISH HOSPITLA MAIN KITCHEN,JEWISH HOSPITAL MAIN KITCHEN
556.address_one,6629 SOUTHSIE DR,6629 SOUTHSIDE DR
3895.activity_type_desc,FEILD,FIELD
1013.address_one,1a108 HATHAWAY AVE,1108 HATHAWAY AVE
624.activity_type_desc,FILD,FIELD
6.personpremise,FEDEX SHIP CENTEgR,FEDEX SHIP CENTER
4491.activity_type_desc,IELD,FIELD
4084.activity_type_desc,IELD,FIELD
878.address_one,8161 NATIOANL TPKE,8161 NATIONAL TPKE
331.personpremise,BENNET& BLOOM,BENNET & BLOOM
1690.activity_date,2020/04/21 03:5:959+00,2020/04/21 03:59:59+00
1127.personpremise,LIQUgOR BARN,LIQUOR BARN
1636.request_date,2020/07/1 03:59:59+00,2020/07/17 03:59:59+00
1242.activity_date,2020/07/17 0359:59+00,2020/07/17 03:59:59+00
128.personpremise,ALAN WAR HOOKAH BR,ALAN WAR HOOKAH BAR
2599.request_date,202009/08 03:59:59+00,2020/09/08 03:59:59+00
4190.activity_type_desc,IFELD,FIELD
4593.request_date,2020/07/14 03:59:59+00***,2020/07/14 03:59:59+00
2290.personpremise,DIZZY WHImZ #1,DIZZY WHIZ #1
3926.request_date,2020/05/20 03:v59:59+00,2020/05/20 03:59:59+00
1239.address_one,620LOCUST LN,620 LOCUST LN
2416.personpremise,PATRICK O'SHES,PATRICK O'SHEAS
4174.request_date,2020/04/13m 03:59:59+00,2020/04/13 03:59:59+00
292.address_one,9721 ORMSBYc STATION RD,9721 ORMSBY STATION RD
2300.activity_date,0220/11/19 05:00:00+00,2020/11/19 05:00:00+00
4483.activity_type_desc,FtIELD,FIELD
2383.personpremise,STARBUCKS  #6953,STARBUCKS  #16953
385.address_one,1903 BASHFRD MANOR LANE,1903 BASHFORD MANOR LANE
773.address_one,5067 SHELBYVILE RD,5067 SHELBYVILLE RD
2137.personpremise,ROYLS HOT CHICKEN,ROYALS HOT CHICKEN
4307.address_one,1606 BARDSOTWN RD,1606 BARDSTOWN RD
2684.request_date,2020/09/010 3:59:59+00,2020/09/01 03:59:59+00
3536.activity_type_desc,FIED,FIELD
317.activity_type_desc,FIEDL,FIELD
820.request_date,2020/07/09 0:359:59+00,2020/07/09 03:59:59+00
429.address_one,4810 OUTER LOOP FC4,4801 OUTER LOOP FC4
1249.address_one,4709 gALLMOND AVE STE 3B,4709 ALLMOND AVE STE 3B
4594.activity_date,2020/12/160 5:00:00+00,2020/12/16 05:00:00+00
466.activity_type_desc,IELD,FIELD
4467.address_one,5532 NEWCUT RD,5532 NEW CUT RD
2604.request_date,20201/0/07 03:59:59+00,2020/10/07 03:59:59+00
1643.address_one,1234 W BROADbWAY,1234 W BROADWAY
3849.address_one,111 S 11TH STRET,111 S 11TH STREET
2598.personpremise,APLEBEE'S,APPLEBEE'S
1910.request_date,2020/z08/29 03:59:59+00,2020/08/29 03:59:59+00
1596.personpremise,ACADEY SPORTS + OUTDOORS,ACADEMY SPORTS + OUTDOORS
1352.address_one,225 CHEONWETH LANE,225 CHENOWETH LANE
235.activity_date,2020/05/27 03:59:59+00***,2020/05/27 03:59:59+00
3060.address_one,9200 TAYLORSVLILE RD,9200 TAYLORSVILLE RD
4464.activity_date,2020/11/12 05:p00:00+00,2020/11/12 05:00:00+00
4305.personpremise,AINSWOTH,AINSWORTH
1668.request_date,2020/0b9/15 03:59:59+00,2020/09/15 03:59:59+00
2717.activity_date,2020/07/27 03:59:95+00,2020/07/27 03:59:59+00
1910.address_one,4903 OUTER LOPO,4903 OUTER LOOP
3881.activity_date,2021/04/07 03:5959+00,2021/04/07 03:59:59+00
3977.personpremise,CHECKS BBQ & BLUEuS,CHECKS BBQ & BLUES
579.activity_type_desc,FIpELD,FIELD
2565.activity_type_desc,FIED,FIELD
2078.address_one,2133 IDXIE HWY,2133 DIXIE HWY
2604.activity_type_desc,IFELD,FIELD
4436.personpremise,POPEE'S,POPEYE'S
725.personpremise,SMART TECH PO,SMART TECH PRO
2338.activity_date,2020/07/21 03:5:59+00,2020/07/21 03:59:59+00
1958.personpremise,RESIDElNT,RESIDENT
1409.request_date,2020/03/25 03:59:5s9+00,2020/03/25 03:59:59+00
3705.activity_type_desc,FELD,FIELD
2237.activity_date,20r20/12/07 05:00:00+00,2020/12/07 05:00:00+00
2538.personpremise,DRAKES,DRAKE'S
3136.activity_type_desc,IELD,FIELD
2375.address_one,700 CENTlRAL AVE,700 CENTRAL AVE
841.address_one,6840 IXIE HWY,6840 DIXIE HWY
2651.address_one,3726 TAYLORSnVILLE RD,3726 TAYLORSVILLE RD
4299.activity_date,200/12/11 05:00:00+00,2020/12/11 05:00:00+00
1991.address_one,690 BARDSTOWN RD,6900 BARDSTOWN RD
3473.personpremise,GRASSA GRAMAM,GRASSA GRAMMA
2388.activity_type_desc,FELD,FIELD
3605.address_one,1381m BARDSTOWN RD,1381 BARDSTOWN RD
58.address_one,6701 FALLENx LEAF CIR,6701 FALLEN LEAF CIR
46.personpremise,THORNTON #54,THORNTONS #54
1392.address_one,5000 SHELBYVILLE RD***,5000 SHELBYVILLE RD
3813.request_date,2020/09/08 035:9:59+00,2020/09/08 03:59:59+00
3754.address_one,4149 TAYOLR BLVD,4149 TAYLOR BLVD
4233.personpremise,OADSIDE STAND,ROADSIDE STAND
2288.request_date,2020/11/05 05:0:00+00,2020/11/05 05:00:00+00
1854.address_one,136 W MAKET ST,136 W MARKET ST
48.address_one,7311 JEFFESRON BLVD,7311 JEFFERSON BLVD
2376.personpremise,THEy RETREAT,THE RETREAT
2355.request_date,2200/08/10 03:59:59+00,2020/08/10 03:59:59+00
3304.address_one,m3801 BISHOP LN,3801 BISHOP LN
2288.personpremise,PANERA BRED,PANERA BREAD
2424.personpremise,KROGER L-305,KROGER L-350
761.personpremise,PATEL BROTHERS INERNATIONAL GROCERY,PATEL BROTHERS INTERNATIONAL GROCERY
939.activity_type_desc,FIED,FIELD
2082.address_one,3510 BAiRDSTOWN ROAD,3510 BARDSTOWN ROAD
1430.activity_date,2020/04/28 03x:59:59+00,2020/04/28 03:59:59+00
3275.address_one,1567 S SHzELBY ST,1567 S SHELBY ST
1849.address_one,6015 RPESTON HWY,6015 PRESTON HWY
2716.activity_type_desc,uFIELD,FIELD
1821.address_one,2231 LOWEoR HUNTERS TRACE,2231 LOWER HUNTERS TRACE
4509.personpremise,FMAOUS HAIR,FAMOUS HAIR
4378.request_date,2020/12/03 05:00:00+00***,2020/12/03 05:00:00+00
2483.personpremise,KING PIN LANEtS,KING PIN LANES
1955.address_one,3107 MELODY ACRESLN UNIT #1,3107 MELODY ACRES LN UNIT #1
822.request_date,2020/05/22 0:359:59+00,2020/05/22 03:59:59+00
2179.activity_date,2020/12/0405:00:00+00,2020/12/04 05:00:00+00
13.request_date,020/04/11 03:59:59+00,2020/04/11 03:59:59+00
2019.address_one,3900 PRDUCE RD,3900 PRODUCE RD
2076.address_one,2621 TmECHNOLOGY DR,2621 TECHNOLOGY DR
3191.activity_type_desc,FImELD,FIELD
2735.activity_type_desc,FIEDL,FIELD
3209.request_date,2020/07/21 30:59:59+00,2020/07/21 03:59:59+00
1690.request_date,2020/04/0 03:59:59+00,2020/04/20 03:59:59+00
4046.request_date,2021/01/1 05:00:00+00,2021/01/12 05:00:00+00
4196.request_date,2020/04/23 03:5959+00,2020/04/23 03:59:59+00
4399.activity_type_desc,IELD,FIELD
82.request_date,2200/04/20 03:59:59+00,2020/04/20 03:59:59+00
1862.address_one,1108 HATHWAAY AVE,1108 HATHAWAY AVE
2371.personpremise,FAIMLY DOLLAR #20957,FAMILY DOLLAR #20957
3345.activity_type_desc,cFIELD,FIELD
3559.personpremise,THEL OCKER ROOM PUB,THE LOCKER ROOM PUB
2916.request_date,2020/08/2r8 03:59:59+00,2020/08/28 03:59:59+00
871.personpremise,AIR fB&B HOME,AIR B&B HOME
573.personpremise,GREENWOOD AbPTS,GREENWOOD APTS
794.personpremise,KROGER -L780,KROGER L-780
575.activity_date,20c20/04/22 03:59:59+00,2020/04/22 03:59:59+00
3505.personpremise,HAVANA RUMkBA #2,HAVANA RUMBA #2
1376.personpremise,EMW WOMEN'S bSURGICAL CENTER,EMW WOMEN'S SURGICAL CENTER
1445.activity_date,2020/06/2 03:59:59+00,2020/06/25 03:59:59+00
80.address_one,4404 DIXIE HYW,4404 DIXIE HWY
3030.request_date,2020/08/05 03:595:9+00,2020/08/05 03:59:59+00
908.address_one,136W MARKET ST,136 W MARKET ST
4615.address_one,2906 BLUE LICK RD,9206 BLUE LICK RD
529.personpremise,LEN OAKS COUNTRY CLUB,GLEN OAKS COUNTRY CLUB
3079.activity_date,202/08/27 03:59:59+00,2020/08/27 03:59:59+00
2747.request_date,2020/07/16 03:5959+00,2020/07/16 03:59:59+00
1871.personpremise,HIGHALNDS TAP ROOM GRILL,HIGHLANDS TAP ROOM GRILL
2624.activity_date,2020/08/10 03:59:5900,2020/08/10 03:59:59+00
4594.address_one,10341 DmIXIE HWY,10341 DIXIE HWY
27.activity_type_desc,FILD,FIELD
4659.activity_date,2021/01/13 05:00x:00+00,2021/01/13 05:00:00+00
3647.personpremise,SPEEDWAY #54a57,SPEEDWAY #5457
1015.activity_date,2020/04/15 0w3:59:59+00,2020/04/15 03:59:59+00
2106.activity_date,2020/11/12 5:00:00+00,2020/11/12 05:00:00+00
4562.request_date,2020/12/10 05:0:000+00,2020/12/10 05:00:00+00
338.address_one,300j AXIS DR,300 AXIS DR
3025.activity_date,2020/08/24 03:59:5l9+00,2020/08/24 03:59:59+00
1371.activity_date,2020/05/19 03:5s9:59+00,2020/05/19 03:59:59+00
2274.activity_date,2020/07/30 03:59:59+00***,2020/07/30 03:59:59+00
4327.personpremise,BAXTER BAR  &GRILL,BAXTER BAR & GRILL
4417.request_date,2020/11/18s 05:00:00+00,2020/11/18 05:00:00+00
3752.address_one,9201 PESTON HWY,9201 PRESTON HWY
559.personpremise,SIDENT,RSIDENT
1302.activity_type_desc,FELD,FIELD
547.address_one,102 PRMENADE CT,102 PROMENADE CT
3221.activity_date,2020/11/02 05:00:00+00***,2020/11/02 05:00:00+00
1500.request_date,2020/06/01 r03:59:59+00,2020/06/01 03:59:59+00
4275.activity_date,2021/05/21 03:59:59+00,2021/05/12 03:59:59+00
642.personpremise,VFW POST 181,VFW POST 1181
3195.personpremise,WENDyYS,WENDYS
3647.activity_type_desc,FILED,FIELD
4684.personpremise,MCDONALD'S# 4924,MCDONALD'S #4924
3381.request_date,2020/1m0/24 03:59:59+00,2020/10/24 03:59:59+00
1778.address_one,10751 DIXIE HWY,10715 DIXIE HWY
4152.address_one,3000 IKES LN,3000 HIKES LN
1169.request_date,2020/04/24 03:9:59+00,2020/04/24 03:59:59+00
2145.address_one,316 WALLACEA VE,316 WALLACE AVE
3893.activity_type_desc,IELD,FIELD
138.activity_date,200/04/18 03:59:59+00,2020/04/18 03:59:59+00
1357.activity_date,2020/04/25 03:59:5+900,2020/04/25 03:59:59+00
3327.activity_date,2020/10/03 03:59:59+00***,2020/10/03 03:59:59+00
2693.activity_type_desc,FaIELD,FIELD
978.personpremise,SCHELLERS FITNESS & CYCtLING,SCHELLERS FITNESS & CYCLING
3183.request_date,2020/08/03 03:59:5x9+00,2020/08/03 03:59:59+00
4262.request_date,2021/0/22 05:00:00+00,2021/01/22 05:00:00+00
2007.address_one,10434 WATTERSONT RAIL,10434 WATTERSON TRAIL
4393.activity_date,2021/03/09 05:0000+00,2021/03/09 05:00:00+00
958.activity_type_desc,FILED,FIELD
1904.address_one,u5210 DIXIE HWY,5210 DIXIE HWY
137.activity_type_desc,FEILD,FIELD
4144.activity_date,2020/2/31 05:00:00+00,2020/12/31 05:00:00+00
576.activity_type_desc,FIEDL,FIELD
1293.activity_type_desc,FIEDL,FIELD
1095.activity_date,2020/04/17 03:59:5+00,2020/04/17 03:59:59+00
2242.request_date,2020/10/12 03:59:59e+00,2020/10/12 03:59:59+00
3614.address_one,111ST. MATTHEWS AVE,111 ST. MATTHEWS AVE
699.activity_date,2020/04/28 03:59:59+0,2020/04/28 03:59:59+00
4006.address_one,500 PRESTON HWY,5010 PRESTON HWY
3637.activity_date,220/07/01 03:59:59+00,2020/07/01 03:59:59+00
3914.activity_date,2020/05/06 0:59:59+00,2020/05/06 03:59:59+00
3344.address_one,701 VALLEY COLEGE DR,701 VALLEY COLLEGE DR
3977.address_one,4049 SHELBYVILLE RD,14049 SHELBYVILLE RD
3800.address_one,8521 LARGANGE RD,8521 LAGRANGE RD
2834.personpremise,HOME EDPOT,HOME DEPOT
2470.address_one,6p600 BARDSTOWN RD,6600 BARDSTOWN RD
1934.request_date,2020/06/17 0:59:59+00,2020/06/17 03:59:59+00
254.activity_date,2020/05/05 03:59:5900,2020/05/05 03:59:59+00
1317.request_date,2020/04/27 l03:59:59+00,2020/04/27 03:59:59+00
4292.activity_type_desc,FIaELD,FIELD
2372.request_date,0220/08/04 03:59:59+00,2020/08/04 03:59:59+00
282.activity_date,2020/06/17 03:5:59+00,2020/06/17 03:59:59+00
4086.activity_date,2021/04/27 3:59:59+00,2021/04/27 03:59:59+00
3797.personpremise,EMPIRE BEAUTY SCHOpOL,EMPIRE BEAUTY SCHOOL
3088.request_date,2020/07/25 03:5959+00,2020/07/25 03:59:59+00
2903.activity_date,2020/0805 03:59:59+00,2020/08/05 03:59:59+00
4673.activity_type_desc,FIELzD,FIELD
654.address_one,97x5 BAXTER AVE,975 BAXTER AVE
1612.address_one,9619 WHIPPS MxILL RD,9619 WHIPPS MILL RD
3757.activity_date,2021/05/a03 03:59:59+00,2021/05/03 03:59:59+00
3342.activity_date,2020/07/22 03:595:9+00,2020/07/22 03:59:59+00
2139.personpremise,BOMER'S CANTEEN,BOOMER'S CANTEEN
63.activity_type_desc,IELD,FIELD
3412.address_one,136 W uMARKET ST,136 W MARKET ST
4480.activity_type_desc,FILED,FIELD
2286.activity_date,020/10/24 03:59:59+00,2020/10/24 03:59:59+00
3371.request_date,2020/09/2 103:59:59+00,2020/09/21 03:59:59+00
2917.address_one,4425 GREENWOODi AVE,4425 GREENWOOD AVE
2709.request_date,2020/11/1105:00:00+00,2020/11/11 05:00:00+00
2732.request_date,2020/07/2 903:59:59+00,2020/07/29 03:59:59+00
2801.request_date,2020/1d1/04 05:00:00+00,2020/11/04 05:00:00+00
2425.activity_type_desc,IELD,FIELD
2947.request_date,202/07/23 03:59:59+00,2020/07/23 03:59:59+00
2753.activity_date,2020/08/10 0j3:59:59+00,2020/08/10 03:59:59+00
4128.personpremise,TACO ClITY LOUISVILLE,TACO CITY LOUISVILLE
1787.address_one,1208 LARCHqMONT AVE,1208 LARCHMONT AVE
1130.personpremise,ENN STATION,PENN STATION
1961.activity_type_desc,FILD,FIELD
2343.address_one,5107 DIXIE HYW,5107 DIXIE HWY
749.request_date,2020/05/w15 03:59:59+00,2020/05/15 03:59:59+00
347.activity_type_desc,FILD,FIELD
4316.request_date,2021/04/02 03:59:5+00,2021/04/02 03:59:59+00
1357.request_date,2020/04/22 03:59m:59+00,2020/04/22 03:59:59+00
2315.personpremise,EXELAk TECHNOLOGIES OFFICE,EXELA TECHNOLOGIES OFFICE
1093.request_date,2020/04/q17 03:59:59+00,2020/04/17 03:59:59+00
1017.personpremise,DINO'S II***,DINO'S II
944.address_one,3920 S. DUONT RD,3920 S. DUPONT RD
4506.activity_date,2020/11/10 05:00:0+000,2020/11/10 05:00:00+00
