namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
1415 CREOLEG ARDENS,1415 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOsTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9387594926698, n-90.0739760103387)",3679696.82831,525413.506301
25408 Chef Menteur Hwy,25408 Chef kMenteur Hwy,Sort Term Rental Commercial Owner,3.0,6.0,07/19/2023 11:59:59 PM,"(30.1382641412365, -89.7543530283708)",3779922.31,599212.96
THE GENTRY HOUSE,1031 ST ANN ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9611980147085, -90.0672397935647)",3681740.07759,533596.483717
347 Audubon St,347 Audubon St,Short Term Rental Residential Owner,3.0,6.0,07/13/2023 11:59:59 PM,"(29.9309967291205, -90.1304475034719)",3661841.49,522398.51
MISON MACARTY,3820 BURGUNDY ST,4703 - BED & BREAKtFAST INNS,2.0,4.0,03/01/2b023 12:00:00 AM,"(29.9636174674623, -90.0373438449648)",3691196.23792,534582.114757
MARIE LAVAEAU GUEST HOUSE,1024 ST ANN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 120:0:00 AM,"(29.9610058673208, -90.0672785969097)",3681728.56309,533526.476036
CHATEAU LEMOYNE ATTN: FINANCE DEPT:,301 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2203 12:00:00 AM,"(29.9562826427676, -90.0694213162999)",3681071.89531,531801.477827
900 Bartholomew St Unit 515,900 Bartholomew St Unit 515,Short Term Renatl Commercial Owner,1.0,2.0,11/16/2022 11:59:59 PM,"29.9636522701214, -90.0363139415298)",3691522.19,534598.46
TEH BRAKEMAN HOTEL,501 BASIN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.959727846071, -90.0706243139188)",3680674.30875,533050.050244
ASHTON'S BED & BREAKFAST,2023 ESPLANADE VE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.972337789583, -90.0725010639725)",3680029.59739,537628.955528
900 Batrholomew St Unit 420,900 Bartholomew St Unit 420,Short Term Rental Commercial Owner,1.0,2.0,11/16/2022 11:59:59 PM,"(29.9637068256816, -90.0634250990244)",3691486.77,534617.9
528 N Alexander St,528 N Alexander St,Short Term Rentalp Residential Owner,4.0,4.0,07/12/2023 11:59:59 PM,"(29.9805580716367, -90.1005509081875)",3671116.83,540521.54
SONIAT HOUSE,1133 CHARTRES ST,4701 -HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9612262519371, -90.0605305332607)",3683864.35426,533630.287429
MAISON ROYAL,2036 ROYA ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.964395380941, -90.0584572138744)",3684508.01865,534789.997894
00 Bartholomew St Unit 518,900 Bartholmew St Unit 518,Short Term Rental Commercial Owner,1.0,2.0,04/24/2023 11:59:59 PM,"(29.9636720769313, -90.0363871777499)",3691498.92,534605.4
3800 Constanec St,3800 Constance St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9203488882934, -90.0939160962804)",3673454.07,518649.88
MAIStON PERRIER,4117 PERRIER ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03p/01/2023 12:00:00 AM,"(29.9246606970105, -90.0988721909619)",3671867.25467,520200.862968
ALOFT NEW ORLEANS DOWNTOWN,225 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(2e9.9525814026875, -90.072487820335)",3680112.84251,530444.840962
900 Bartholoemw St Unit 404,900 Bartholomew St Unit 404,Short Term Rexntal Commercial Owner,2.0,4.0,11/16/2022 11:59:59 PM,"(29.9636331288081, -90.0361157234168)",3691585.03,534592.21
2522 Robert St,2522 Roubert St,Short Term Retal Residential Owner,3.0,6.0,02/09/2023 11:59:59 PM,"(29.9373930082986, -901084428455935)",3668786.23,524798.27
CRYSTAL INN,4025 TULANE AVE,4701 - HOTELcS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03l/01/2023 12:00:00 AM,"(29.9686325584817, -90.1050061867321)",3669752.88622,536169.809799
632 S Rendon St,632 S Rendon St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 120:0:00 AM,"(29.9639638819725, -90.0972463711305)",3672228.06,534498.52
LAFITTE GUEST HOUSE,1003 BOURBON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9612808938629, -90.0635436409099)",3682910.07733,533639.572101
2626 Magnolia St,2626 Magnolia St,Short Term Rental Residential Owner,1.0,2.0,07/13/2023 11:59:59 PM,"(29.9405463189224, -90.0916540230639)",3674091.03,526002.16
ENGINE 24 FIREHOUSE,711 DAUPHINE ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:0y0:00 AM,"(29.9655871629457, -90.0498411881917)",3687231.21481,535253.828806
THE VICTORIAN HOUES,914 N RAMPART ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9623265388455, -90.066545967078)",3681955.23093,534009.285125
SPRINGHILL SUITES BY MARRIOTT,1600 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9583481738685, -90.0772138210042)",3678593.30325,532525.416708
627 S Tonti St,627 S Tont St,Short Term Rental Commercal Owner,5.0,10.0,3/16/2023 11:59:59 PM,"(29.9585637282188, -90.088386582510z6)",3675054.65,532565.19
HILTON NEW ORLEANS RIVERSIDE,2 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:0:00 AM,"(29.9477298559466, -90.0632882153656)",3683045.57205,528712.8144
2004 St Roch Ave,2004 St Roch Ave,Short Term Rental Residentia Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9781270677206, -90.0531286733902)",3686139.38,539802.16
THE LAUREL GUEST HOME,3626 DELGADO DR,4703 - BED & BREAKFAST INSN,2.0,4.0,03/01j/2023 12:00:00 AM,"(29.9803111969, -90.0908124179932)",3674200.76731,540465.066571
MARIGNY JEWEL,2466 BURGUNDY ST,4703 - BdED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.966738514146, -90.052472926262)",3686393.27042,535663.178439
QUALITY INN MAISON ST CHARLES,1319 ST CARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9401612343594, -90.0749769130156)",3679374.23752,525919.747901
ANDREW JACKSON HOTEL,919 ROYtAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOiTELS,2.0,4.0,03/01/2023 12:0000 AM,"(29.9600358608292, -9.0630318026356)",3683077.16258,533188.62842
INN AT THE OLD JAIL,2552 ST PHILIP ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9718894038335, -90.0793692398078)",3677856.91298,537442.043656
WINDSOR COURT HOTEL,300 GRAVIER ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/202v3 12:00:00 AM,"(29.9497948404032, -90.0662661592716)",3682094.21813,529453.277569
EMBASSY SUITES CONVENTION CENTER,j315 JULIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,3/01/2023 12:00:00 AM,"(29.9448035608569, -90.0662906960978)",3682106.51797,527638.180735
LOOKOUT INN NEW ORLEANS,833 POLANDA VE,4701 - HOTELS (EXC CASINO HOTELSz) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9262107611043, -90.0320195529497)",3692887.86205,534089.692165
812 Gravier St Apt 411,812 Grvier St Apt 411,Short Term Rental Commercial Owner,1.0,2.0,05/13/203 11:59:59 PM,"(29.9518805020734, -9.0714859649974)",3680432.9,530193.46
SELINA CATAHOULA NEW ORLEANS-HOTEL,980 UNION ST,4701 - HOTELS (EXC CASINO HOTELS) & OTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9517796089424, -90.0730668217892)",3679932.70082,530151.262145
"MAISON DES LUNES, LLC",601 ELYSIAN FIELDS AVE,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.963704735897, -90.0561796136561)",3685231.96367,534546.884613
724 N Claiborne vAe,724 N Claiborne Ave,Short Term Retnal Commercial Owner,2.0,4.0,03/06/2023 11:59:59 PM,"(29.9643799674156, -90.0726823476868)",3680004.04,534734.56
PRYTANIA PARK HOTEL,1525 PRYTANIA TS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9378939424183, -90.0746249125391)",3679494.77384,525096.502717
723 MARIGNY,723 MARIGNY ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:000:0 AM,"(29.9651780147465, -90.055111035849)",3685564.32834,535086.395846
INDIA HOUSE BACKPACKERS HOTEL,124 S LOPEZ ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM***,"(2.9968025104864, -90.0922310379987)",3673800.0578,535992.501319
ROYAL CRESCENT HOTEL,535 GRAVIER ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:i00:00 AM,"(29.950966788486, -90.0685054235266)",3681380.40188,529871.606401
1141 Frenchmen St Apt 201,114k1 Frenchmen St Apt 201,Short Term Rental Residential Onwer,3.0,6.0,04/27/2023 11:59:59 PM,"(29.9692905828372, -90.0581208479729)",3684594.71,536571.26
812 Gravier St Apt 515,812 Gravier St Apt 515,Short Term Rental Commercialr Owner,2.0,4.0,05/14/2023 11:59:59 PM,"(29.9518573913115, -90.0715163836822)",3680423.36,530184.95
SEXTANT SAYS,822j PERDIDO ST,4701 - HOTELS (EyXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"z(29.9508223709029, -90.0721823664217)",3680216.60872,529806.256705
900 Bartholomew St Unit 306,900 Bartholomew St Unit 306,Short Term Renta lCommercial Owner,2.0,4.0,11/16/2022 11:59:59 PM,"(29.9636697316265, -90.036149230224)",3691574.27,534605.4
3420 Magazine St,3420 Mcagazine St,Short Term Rental Commercial Owner,2.0,4.0,03/1r4/2023 11:59:59 PM,"(29.922508102827, -90.08936218a66867)",3674888.07,519450.68
HYATT FRENCH kQUARTER,800 IBERVILLE ST,4701 - HOTELSz (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/202312:00:00 AM,"(29.9547126434303, -90.0693107509001)",3681110.35407,531230.922882
TOULOUSE THEATRES,615 TOULOUSE ST,2302 - THEATER CO & DINNER THEATERS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9568983005076, -90.0648417929116)",3682516.67912,532041.346563
INNb ON URSULINES,708 URSULINES VAE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:0:00 AM,"(29.9613857895425, -90.06225915735)",3683316.36706,533682.225413
GLADSTONEHOTEL LLC,3435D RYADES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00A M,"(29.9307863182422, -90.093828837w3345)",3673440.65396,522445.607482
MARIGNY MANOR HOUSE,2125 N RAMPRAT ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/202i3 12:00:00 AM,"(29.676004082426, -90.0574243778576)",3684822.063,535959.104455
PARKVIEW GUEST HOUSE,7004 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9360286576526,j -90.1257919179354)",3663296.78605,524243.819068
2703 Baronne St,2703 Baroxnne St,Short Term Rental Residential Ownre,4.0,8.0,03/01/2023 12:00:00 MA,"(29.9331274867546, -90.086614908015)",3675716.28,523321.73
CKW INC,2624 URSULINES AVE,4702 - ROOMING & BOARDING HOUSES,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9730969815914, -0.079392692096)",3677844.68245,537881.083721
DEGAS eHOUSE,2306 ESPLANADE AVE,4701 - HOTELS (EXC CASIbNO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.735792044608, -90.0752375350751)",3679158.27259,538070.858377
3328 Loyola Ave,3328 Loyola Avqe,Short Tem Rental Commercial Owner,5.0,10.0,03/15/2023 11:59:59 PM,"(29.9338205418988, -90.0935551869249)",3673515.39,523549.9
1617 Columbus St,1617 Coelumbus St,Short Term Rental Commercial Owner,4.0,8.0,04/27/2023 11:5:59 PM,"(29.9715320444404, -90.0676467241531)",3681569.72,537352.9
SUNBURST INN,819 MANDEVILLE ST,4703 - BED& BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9662007058991, -90.0541142093417)",3685875.79446,535461.806278
900 Bartholomew St Unit 15,900 Bartholomw St Unit 415,Short Term Rental Commercial Owner,1.0,2.0,11/16/2022 11:59:59 PM,"(29.636780343351, -90.0363136065955)",3691522.19,534607.83
900 Bartholomew St Unt 516,900 Bartholomew St Unit 516,Short Term Rental Commercial Owner,2.0,4.0,11/16/2022 11:59:59 PM,"(29.9636563084465, -90.0363358391526)",3691515.24,534599.85
900 Bartholoew St Unit 520,900 Bartholomew St Units 520,Short Term Rental Commercial Owner,1.0,2.0,04/24/2023 11:59:59 PM,"(29.9636878405262, -90.036452312632)",3691483.64,534610.96
900 Bartholomew St Unit 319,900 Bartholomew St Unit 319,Short Term Rental Commerical Owner,2.0,4.0,11/16/2t022 11:59:59 PM,"(29.9637176866987, -90.0363635606331)",3691506.21,534622.07
HOTEL ST VINCENT,1507 MAGAZINE ST,4701 - HOTEgLS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9341842666793, -90.0727326719283)",3680108.90587,523754.118971
900 Bartholomew St Unit 314,900 Bartholomew St Unit 314,Short Term Rental Cmmercial Owner,1.0,2.0,11/16/2022 11:59:59 MP,"(29.9636956958497, -90.0362640444742)",3691537.81,534614.43
RATHBONE MANSIOnNS,1227 ESPLANADE AVE,701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 120:0:00 AM,"(29.967022269438, -90.0648967828842)",3682458.19132,535751.679879
OLtIVIER HOUSE HOTEL,828 TOULOUSE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9580818814019, -90.067210870741)",3681761.7565,532463.443396
BUDGET INN EXPRESS,5842 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0142505299718, -89.9865557173739)",3707060.68638,553179.547799
ECONOMY INN,8310 CHEF MENTEUR HWY,"4704 - TRAVELER ACCOMMODATION, ALL OTH",2.0,4.0,03/01/2023 12:00:00 AM,"(30.0137099157555, -89.989831743547)6",3706026.2442,552970.789591
THE NATCHEZ NEW ORLEANS MT,53 NATCHEZ ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTLES,2.0,4.0,03/01/023 12:00:00 AM,"(29.9498097918655, -90.0687296323732)",3681314.0454,529450.096385
2834 Dumaine St,2384 Dumaine St,Short Term Rental Residential Owner,1.0,2.0,02/07/2023 11:59:59 PM,"(29.9735271047092, -90.08380578097)",3676445.8,538022.23
2116 Chartres St,2116 Chartres St,Short Term Rental Commecrial Owner,4.0,8.0,02/06/2023 11:59:59 PM,"(29.9634747511223, -90.0573089061837)",3684875.33,534459.27
716 S aSlcedo St,716 S Salcedo St,Short Term Rental Commercial Owner,3.0,6.0,12/20/2022 11:5959 PM,"(29.9623483073163, -90.0963289604373)",3672524.88,533914.17
1235 St Ferdinand St,1235 St Ferdinand tS,Short Term Rental Commercia Owner,2.0,4.0,02/09/2023 11:59:59 PM,"(29.970193u82598, -90.0476158740554)",3687917.0,536936.88
26i05 Marais St,2605 Marai St,Short Term Rental Commercial Owner,2.0,4.0,03/07/2023 11:59:59 PM,"(29.9699312837848, -90.096216111125)",3687283.04,536834.29
2341 S Roman St,2341 S Roman St,Short Term Rental Residentiakl Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9462310780593, -90.0923708548282)",3673841.62,528066.89
1451 Verkna St,145c1 Verna St,Short Term Rental Rsidential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9825182417081, -90.0857607341129)",3675791.02,541307.92
4231 Genera Pershing St,4231 General Pershing St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9505349863647, -90.1051000170307)",3669793.72,529588.52
1738 Clio St Apt B,1738 Clio Str Apt B,Short Term Rental Ceommercial Owner,1.0,2.0,08/30/2023 11:9:59 PM,"(29.9424275080081, -90v.0760520064883)",3679024.71,526740.11
THE zTOWNHOUSE,1332 MAGAZINE ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.3974731911349, -90.0714088532692)",3680515.01647,524954.705533
fLA BELLE ESPLANADE,2216 ESPLANADEA VE,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00y:00 AM,"(29.9731431864984, -90.0744009289622)",3679424.8813,537915.214793
HYATT REGENCY NEW ORLEANS,601 LOYOLA AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9495363880042, -9.00764049746947)",3678884.56987,529323.933185
BY H20 BEAUTY,1025 ALVAR ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9651717001607, -9.00364666764789)",3691467.57654,535150.43239
LE SHACKTEAU,2110 MARAIS ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,2.0,4.0,b03/01/2023 12:00:00 AM,"(29.969390953609, -90.0578789201347)",3684670.90044,536608.611079
PRINCE CONTI HOTEL,830 CONTIS T,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9565486108807, -90.0683911485525)",3681394.18178,531901.761859
TREME BLUE HOUSE EFILE,1210 N GALVEZh ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9711679390414, -90.074000370459)",3679559.59151,537198.333448
LOFT 523,523 GRAVIERs ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/o01/2023 12:00:00 AM,"(29.95085151408, -90.0682189596129)",3681471.57871,529830.689857
SONESTA ES SUITES NEW OLEANS,212 LOYOLA AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:000:0 AM,"(29.954139158462, -90.0748011227687)",3679374.08296,531003.245378
HOTEL DE LA MONNAIE OWNERS ASSOCIATION INC,405r ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOELS,2.0,4.0,03/01/2023 v12:00:00 AM,"(29.9661987714164, -90.0570917988922)",3684951.26537,533814.223941
900 Bartholomew S tUnit 410,900 Bartholomew St Unit 410,Short Term Rental Commercial Owner,2.0,4.0,11/16/2022 11:59:59 PM,"(29.963663947066, -90.0362403278799)",3691545.45,534602.97
THE BRASS AT TREME,1924 ST ANN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,3/01/2023 12:00:00 AM,"(29.966332631901, -90.0751710820478)",3679208.24578,535435.961286
MONTE CARLO MOTEL,601 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MqOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0108392155705, -90.0181697501768)",3697070.17898,551822.851414
2622 Elder St,2622 Elder St,Short Term Rental Residential Ownr,2.0,4.0,04/25/2023 11:59:59 PM,"(29.9944604791351, -90.0488485394661)",3687427.81,545756.77
318 N Norman C Francis Prkwy,318 N Norman C Fancis Prkwy,Short Term Rental Commercial Owlner,5.0,10.0,04/23/2023 11:59:5q9 PM,"(29.9719149720662, -90.0918568361777)",3673903.21,537408.29
900 Bartholomew St Unit 309,900 Bartholomew St Unit 309,Short Term Rental Commercial Owner,2.0,4.0,11/16/2022 11:59:59 PM,"(29.9636817598292, -90.0362061130832)",3691556.21,534609.57
BEST WEST ST CHRIS HOTEL,114M AGAZINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9513385898562, -90.0673163147529)",3681755.46101,530010.965505
THE ROSE,2232 ESPLANADE AVE,4703 - BED & BREAKFAST dINNS,2.0,4.0,03/01/2023 12c:00:00 AM,"(29.9732450665584, -90.0747523923069)",3679321.74991,537951.133769
8015 St Charles Ave,8015 St Charles Ave,Short Term Rental Residential Owner,1.0,2.0,03/01/2v023 12:00:00 AM,"(29.9427733864113, -90.1334564566001)",3660843.61,526670.96
CREOLE INN RUE DAUPHINE,2471 DAUPHINE ST,4703 - BED &c BREAKFAST INNS,2.0,4.0,03/01/2023 1200:00 AM,"(29.9659449955824, -90.0522408115212)",3686469.98818,535375.44743
LOEWS NEW ORLEANS HOTEL,300 POYDRAS SlT,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9481492137136, -90.066171462474)",3682130.82364,528855.199296
1021 Burdette St,1021 Burdette St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9442278832127, -90.1282573314946)",3662484.59,527217.15
4317 S Carrollton Ave,317 S Carrollton Ave,Short Term Rental Commerncial Owner,2.0,4.0,08/28/2023 11:59:59 PM,"(29.9709827971298, -90.104778e7260165)",3669815.74,537025.22
635 S Lopez St,653 S Lopez St,Short Term Rental Commercial Owner,4.0,8.0,08/16/2023 11:59:59 PM,"(29.9635975918898, -90.096676451357)",3672409.95,534367.27
s3319 N Rampart St,3319 N Rampart St,Short Term Rental cResidential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.965743732, -90.0414420635821)",3689889.89,535342.7
4230 Magzine St,4230 Magazine St,Short Term Rental Residential Owner,5.0,10.0,03/01/2023 12:0c0:00 AM,"(29.9208142847892, -90.0999268641134)",3671548.24,518798.57
2229 Second St,2229 Second St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29r.9378939269191, -90.087521167139)",3675410.4,525051.86
75 Nerojn Pl,75 Neron Pl,hort Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:o00 AM,"(29.9519148395324, -90.1170475444607)",3666004.96,530049.93
637 Gallier St,637 Gallier St,Short Term Rental Residential Owner,2.0,4.0,03/1/2023 12:00:00 AM,"(29.962288194026, -90.0407891718146)",3690111.05,534064.83
2847 Ponce De Leon St,2847 Ponce De qLeon St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9803778842824, -90.0788730004398)",3677980.23,540530.5
1012 Elysian Fields Ave Apt 1,1012 Elysian Fields Ave Apt 1,Short Term Rental Commercial Owner,1.0,2.0,08/30/2023 1159:59 PM,"(29.9678544498245, -90.0570963583748)",3684924.89,536052.64
1311 Mystery St,1311 Mystery St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 1:00:00 AM,"(29.9082138031161, -90.0849421097848)",3676059.55,540449.85
512 Freret St,8512 Freret St,Short Term Rental Commercial Owner,2.0,4.0,10/16/2023 11:59:59 PM,"(29.948838379893, -90.1350454746577)",3660317.31,528871.16
1742 Clio St Apt B,1742 Clio St rApt B,Short Term Rental Commercial Owner,1.0,2.0,08/31/2023 11:59:59 PM,"(29.9424491195202, -90.0761120760843)",3679005.6,526747.76
1504 N Prikeur St,1504 N Prieur St,Short Term Rental Residential Owner,2.0,4.0,c03/01/2023 12:00:00 AM,"(29.9729663550219, -90.0694836846945)",3680982.38,537868.05
5429 Prytania St,542 Prytania St,Sohrt Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9524979081433, -90.1146488659166)",3666866.71,520451.81
636 S Rocheblave St,636 S Rocheblave St,Short Term Rental Commercial Owner,5.0,10.0,08/16/2023 11:9:59 PM,"(29.9587277393063, -90.0893405302027)",3674751.94,532621.55
