2345.locationvalue,"(29.950840295232, -90.0713554986585)","(29.9508403295232, -90.0713554986585)"
1159.namevalue,WBBER'S MOTEL,WEBBER'S MOTEL
1814.type,Short Term Rental oCmmercial Owner,Short Term Rental Commercial Owner
2415.address,451i Girod St Apt 204,451 Girod St Apt 204
1813.locationvalue,"(29.9519391755877, -900714819072126)","(29.9519391755877, -90.0714819072126)"
1560.locationvalue,"(29.9482899573061, -90.0657236530428)","(29.9482899573016, -90.0657236530428)"
2245.type,Short Term Rental Resijdential Owner,Short Term Rental Residential Owner
2371.expirationdate,09/04/2023 11:9:59 PM,09/04/2023 11:59:59 PM
365.expirationdate,06/8/2023 11:59:59 PM,06/28/2023 11:59:59 PM
936.type,ShortT erm Rental Commercial Owner,Short Term Rental Commercial Owner
2032.namevalue,1656 Duossat St,1656 Dufossat St
1280.type,Short Term Rental ResidentialOwner,Short Term Rental Residential Owner
2766.expirationdate,03/01/2023 12:0:00 AM,03/01/2023 12:00:00 AM
1518.expirationdate,07/41/2023 11:59:59 PM,07/14/2023 11:59:59 PM
1580.address,2823 Constaynce St Apt B,2823 Constance St Apt B
174.locationvalue,"(29.950468358772, -90.0678961814974)","(29.9504686358772, -90.0678961814974)"
1888.address,1384 ESPLANADE AVE,1834 ESPLANADE AVE
1256.locationvalue,"(28.098890706870,6 -101.517799134252)","(28.0988907068706, -101.517799134252)"
1950.type,Short Term Rental Commerical Owner,Short Term Rental Commercial Owner
2281.address,816 N oRman St,816 N Roman St
2528.namevalue,2020 aronne St,2020 Baronne St
648.expirationdate,12/08/2r022 11:59:59 PM,12/08/2022 11:59:59 PM
94.expirationdate,03/15/2023 g11:59:59 PM,03/15/2023 11:59:59 PM
1431.type,Short Term Rental Residential Ownre,Short Term Rental Residential Owner
215.type,Shrot Term Rental Residential Owner,Short Term Rental Residential Owner
645.namevalue,5016s Freret St Apt B,5016 Freret St Apt B
880.expirationdate,02/10/202w3 11:59:59 PM,02/10/2023 11:59:59 PM
422.locationvalue,"29.9435768753863, -90.0784924033028)","(29.9435768753863, -90.0784924033028)"
1424.address,3420 Mcagazine St,3420 Magazine St
965.type,Short eTrm Rental Commercial Owner,Short Term Rental Commercial Owner
2626.expirationdate,03/n01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
1805.namevalue,843 Alavr St,843 Alvar St
2427.address,4203 Burgundny St,4203 Burgundy St
2228.locationvalue,"(29.923686523201, -90.105482617876)","(29.9236865232501, -90.105482617876)"
2161.type,Short Term Rental Resiential Owner,Short Term Rental Residential Owner
1389.namevalue,3800 Constanec St,3800 Constance St
1712.type,4701 - HOELS (EXC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
738.locationvalue,"(29.9759798266662, -90.057760218472)","(29.9759798266662, -90.0577602189472)"
20.type,Short Term Rental Cmmercial Owner,Short Term Rental Commercial Owner
2037.expirationdate,0g7/18/2023 11:59:59 PM,07/18/2023 11:59:59 PM
2107.address,600 Canal St Apt 540,600 Canal St Apt 504
2521.locationvalue,"(28.0988907068706, -101517799134252)","(28.0988907068706, -101.517799134252)"
1195.address,600 Nt Rampart St,600 N Rampart St
995.type,Short Term RentalR esidential Owner,Short Term Rental Residential Owner
31.locationvalue,"(29.9744625699728, -90.0501922802849)","(29.9744625699782, -90.0501922802849)"
520.locationvalue,"(29.9833730592002, -90.0s974367640504)","(29.9833730592002, -90.0974367640504)"
443.address,1429 N Claiborne Avte Apt C,1429 N Claiborne Ave Apt C
637.locationvalue,"2(9.9368708858418, -90.1184364885615)","(29.9368708858418, -90.1184364885615)"
1365.type,Sort Term Rental Commercial Owner,Short Term Rental Commercial Owner
1807.type,Short Term Rental Residnetial Owner,Short Term Rental Residential Owner
1805.expirationdate,11/012/022 11:59:59 PM,11/01/2022 11:59:59 PM
611.namevalue,1453 N RocheblaveS t,1453 N Rocheblave St
2357.type,Short Term Rental Commercila Owner,Short Term Rental Commercial Owner
2089.type,Short Term Rental Commercizal Owner,Short Term Rental Commercial Owner
1432.locationvalue,"(29.9730969815914, -0.079392692096)","(29.9730969815914, -90.079392692096)"
1078.namevalue,4937 Tchoupitoulaso St,4937 Tchoupitoulas St
1466.type,4701 - HOTELS (EXC CASINO HOTELS) & MOELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
1495.address,34r3 S Cortez St,343 S Cortez St
2345.address,334 Carondelet St Uni 210,334 Carondelet St Unit 210
2615.locationvalue,"(29.9t767848139954, -90.1026035557645)","(29.9767848139954, -90.1026035557645)"
2575.address,1825 Puger St,1825 Pauger St
736.address,5808 Magazine St Apt A3,5808 Magazine St Apt 3A
1909.type,470j1 - HOTELS (EXC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
1705.locationvalue,"(29.9480674394884, 9-0.0515031546973)","(29.9480674394884, -90.0515031546973)"
2756.type,Short Terxm Rental Residential Owner,Short Term Rental Residential Owner
1545.address,6042 CHEF MENTEUqR HWY,6042 CHEF MENTEUR HWY
2148.namevalue,415 Bellevile St,415 Belleville St
2422.type,Short Term Rental Commercila Owner,Short Term Rental Commercial Owner
836.namevalue,2439 Graiver St,2439 Gravier St
993.namevalue,k3660 St Ferdinand St,3660 St Ferdinand St
371.expirationdate,09/21/2023 11:59:59 MP,09/21/2023 11:59:59 PM
1089.type,Short Trem Rental Residential Owner,Short Term Rental Residential Owner
1764.namevalue,"1819 MartinLuther King, Jr Blvd","1819 Martin Luther King, Jr Blvd"
1602.namevalue,337 Morga nSt Apt C,337 Morgan St Apt C
975.type,Short Trem Rental Residential Owner,Short Term Rental Residential Owner
1920.expirationdate,03/01/0223 12:00:00 AM,03/01/2023 12:00:00 AM
2381.expirationdate,090/4/2023 11:59:59 PM,09/04/2023 11:59:59 PM
177.locationvalue,"(29.918338314667, -90.105375443092)7","(29.918338314667, -90.1053754430927)"
2748.address,21f619 Chef Menteur Hwy,21619 Chef Menteur Hwy
654.type,Short Tyerm Rental Residential Owner,Short Term Rental Residential Owner
2512.expirationdate,03/f01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
2425.type,Short Trem Rental Commercial Owner,Short Term Rental Commercial Owner
234.type,Short Term Rental Commecrial Owner,Short Term Rental Commercial Owner
215.address,780 Spruce St,7810 Spruce St
928.address,2015 Adms St,2015 Adams St
2202.namevalue,2431 Dauphine tS,2431 Dauphine St
1686.namevalue,334 Carnodelet St Unit 302,334 Carondelet St Unit 302
1313.address,1314 Feliciana Sot,1314 Feliciana St
1370.locationvalue,"(29.9723494750492, -90.12226210r91529)","(29.9723494750492, -90.1222621091529)"
1648.expirationdate,03/15/f2023 11:59:59 PM,03/15/2023 11:59:59 PM
80.locationvalue,"(29.92656286p42372, -90.0806012997907)","(29.9265628642372, -90.0806012997907)"
2361.address,4631 AnnetteSt Apt A,4631 Annette St Apt A
2012.locationvalue,"(29.9657629913387, -90.0528154397163)","(29.9657629913387, -90.0521854397163)"
2454.namevalue,3616 Magzaine St Apt 201,3616 Magazine St Apt 201
2653.locationvalue,"(29.94q00104188539, -90.0811466621944)","(29.9400104188539, -90.0811466621944)"
676.address,64n0 S Rocheblave St,640 S Rocheblave St
691.expirationdate,03/01/2023 12:00:0 AM,03/01/2023 12:00:00 AM
1166.type,Short Term Rental Residential Onwer,Short Term Rental Residential Owner
1451.locationvalue,"(29.970193u82598, -90.0476158740554)","(29.97019382598, -90.0476158740554)"
181.namevalue,3015 Jefferson Ae,3015 Jefferson Ave
2014.namevalue,816 N Claiborne Ave,1816 N Claiborne Ave
82.type,Short Term Rental Residntial Owner,Short Term Rental Residential Owner
2282.namevalue,940 Race rSt,940 Race St
118.namevalue,1666 Ny Claiborne Ave,1666 N Claiborne Ave
874.type,Sort Term Rental Residential Owner,Short Term Rental Residential Owner
2157.address,2501 Decatur t,2501 Decatur St
2413.locationvalue,"(29.9468980430797, -90.0684279318974)","(29.9468890430797, -90.0684279318974)"
1283.namevalue,721 Robert St,1721 Robert St
1448.address,2384 Dumaine St,2834 Dumaine St
295.expirationdate,06/12/2023 11:59:5 9PM,06/12/2023 11:59:59 PM
1029.address,904 Napoleoon Ave,904 Napoleon Ave
2000.address,812 rGavier St Apt 505,812 Gravier St Apt 505
492.locationvalue,"(29.943723703228, -90.094148429512)","(29.9437239703228, -90.094148429512)"
154.expirationdate,05/24/2023 t11:59:59 PM,05/24/2023 11:59:59 PM
2591.locationvalue,"(29.971842852y7716, -90.0018021957166)","(29.9718428527716, -90.0018021957166)"
1806.type,Short Term Rental Commercal Owner,Short Term Rental Commercial Owner
2199.type,Short Term Rengtal Residential Owner,Short Term Rental Residential Owner
727.type,Short Term Rentals Commercial Owner,Short Term Rental Commercial Owner
1349.locationvalue,"(29.9660586896722, -90z.0854377733833)","(29.9660586896722, -90.0854377733833)"
971.type,Short Term Rentanl Commercial Owner,Short Term Rental Commercial Owner
1629.address,1027 N RAMART ST,1027 N RAMPART ST
527.locationvalue,"(29.706495416602, -90.0331485692467)","(29.9706495416602, -90.0331485692467)"
647.expirationdate,05/10/20x23 11:59:59 PM,05/10/2023 11:59:59 PM
2485.locationvalue,"(29.d9217710600891, -90.0920912732984)","(29.9217710600891, -90.0920912732984)"
1974.expirationdate,3/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
2077.locationvalue,"(29.9707095215588, -90.0893440941081)","(29.9707095215588, -90.0893440914081)"
238.expirationdate,0301/2022 11:59:58 PM,03/01/2022 11:59:58 PM
2641.locationvalue,"30.0256348137444, -90.0220384003388)","(30.0256348137444, -90.0220384003388)"
2280.expirationdate,030/1/2023 12:00:00 AM,03/01/2023 12:00:00 AM
336.address,2440 Abury St,2440 Aubry St
479.locationvalue,"(29.9640375842704, -90.0708363851009)","(29.9640378542704, -90.0708363851009)"
1619.locationvalue,"(29.9g428959689416, -90.0903550146667)","(29.9428959689416, -90.0903550146667)"
208.locationvalue,"(29.9385874315924, 9-0.0160407990678)","(29.9385874315924, -90.0160407990678)"
1876.locationvalue,"(29.927097524767, -90.0688818422529)","(29.9527097524767, -90.0688818422529)"
1880.type,4701 - HOTELS (EXC CASINO HOTELS) &M OTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
1332.expirationdate,03/01/2023 12:00:0 0AM,03/01/2023 12:00:00 AM
2036.namevalue,"1721 Robert C Blakes, SoR Dr Apt 2","1721 Robert C Blakes, SR Dr Apt 2"
1331.type,Short Term Rental Residentiall Owner,Short Term Rental Residential Owner
515.address,85d17 Belfast St,8517 Belfast St
2487.type,Short Term Rental Residential Owuner,Short Term Rental Residential Owner
1636.expirationdate,04/26/0223 11:59:59 PM,04/26/2023 11:59:59 PM
131.address,4110 Piedmon Dr,4110 Piedmont Dr
2148.expirationdate,0/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
559.namevalue,3134A nnunciation St,3134 Annunciation St
715.namevalue,1109 Governor Nciholls St Apt B,1109 Governor Nicholls St Apt B
793.expirationdate,06/11/2023 l11:59:59 PM,06/11/2023 11:59:59 PM
2294.locationvalue,"29.9665139122303, -90.0604015953193)","(29.9665139122303, -90.0604015953193)"
2700.locationvalue,"(29.9053881713998, -90.1252189201628)","(29.9503881713998, -90.1252189201628)"
2119.namevalue,7315 St Charles Aev,7315 St Charles Ave
378.type,Short Term Rental Commercial Owtner,Short Term Rental Commercial Owner
1802.expirationdate,05/17/20231 1:59:59 PM,05/17/2023 11:59:59 PM
2740.address,1731 Terpscihore St,1731 Terpsichore St
720.address,3470 Annunciation St***,3470 Annunciation St
194.expirationdate,08/032/023 11:59:59 PM,08/03/2023 11:59:59 PM
859.type,Short Term Rental Commercial wOner,Short Term Rental Commercial Owner
1157.expirationdate,03/0/12023 12:00:00 AM,03/01/2023 12:00:00 AM
827.type,Short Term Rntal Commercial Owner,Short Term Rental Commercial Owner
2136.namevalue,924 Duofssat St,924 Dufossat St
2094.locationvalue,"(29.9523986992092, -90.0478013278927)","(29.9523968992092, -90.0478013278927)"
1505.type,ShortTerm Rental Residential Owner,Short Term Rental Residential Owner
1063.address,423 Alabo t Apt B,423 Alabo St Apt B
2367.namevalue,334 Caondelet St Unit 311,334 Carondelet St Unit 311
2266.namevalue,600 Canal St Apt 530,600 Canal St Apt 503
1677.namevalue,ROYAL RLEANS HOTEL,ROYAL ORLEANS HOTEL
1966.address,4520 Annunciatin St,4520 Annunciation St
285.expirationdate,06/28/20231 1:59:59 PM,06/28/2023 11:59:59 PM
1713.locationvalue,"(29.952383822829, -90.0668614404316)","(29.9523838222829, -90.0668614404316)"
2459.locationvalue,"(29.9223423886851, -90.0873719528188)***","(29.9223423886851, -90.0873719528188)"
665.expirationdate,052/3/2023 11:59:59 PM,05/23/2023 11:59:59 PM
536.address,3 Marlborouhg Gate Pl,3 Marlborough Gate Pl
864.type,Shotr Term Rental Residential Owner,Short Term Rental Residential Owner
2183.expirationdate,07/28/223 11:59:59 PM,07/28/2023 11:59:59 PM
2296.expirationdate,09/29/2023 11:5959 PM,09/29/2023 11:59:59 PM
487.namevalue,2700A ubry St,2700 Aubry St
1691.locationvalue,"(30.051089307577, -89.969606l5597606)","(30.051089307577, -89.9696065597606)"
1440.expirationdate,11/16/2t022 11:59:59 PM,11/16/2022 11:59:59 PM
1893.namevalue,SIE 61 HOSTEL,SITE 61 HOSTEL
1219.type,Short Trem Rental Commercial Owner,Short Term Rental Commercial Owner
2365.expirationdate,09/08/2032 11:59:59 PM,09/08/2023 11:59:59 PM
765.address,1228 MusicS t,1228 Music St
243.expirationdate,06/28/2023 1:59:59 PM,06/28/2023 11:59:59 PM
2034.locationvalue,"(28.0988907068706, -101.517799132452)","(28.0988907068706, -101.517799134252)"
2326.address,"2225 ev John Raphael, Jr Way","2225 Rev John Raphael, Jr Way"
2591.expirationdate,03/01/202312:00:00 AM,03/01/2023 12:00:00 AM
2042.type,4701 - HOTELS (EXC CASINO OHTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
603.type,ShortT erm Rental Commercial Owner,Short Term Rental Commercial Owner
509.address,505 Frenwchmen St,505 Frenchmen St
2311.namevalue,500 Jackosn Ave,500 Jackson Ave
58.namevalue,2317 Gdravier St,2317 Gravier St
1156.locationvalue,"(29.9668755856128, -90.050592047366)","(29.9668755856128, -90.0590592047366)"
170.expirationdate,05/12/2023 11:59:59P M,05/12/2023 11:59:59 PM
1858.expirationdate,05/13c/2023 11:59:59 PM,05/13/2023 11:59:59 PM
1950.expirationdate,03/13/2023 11:59:x59 PM,03/13/2023 11:59:59 PM
1420.address,114k1 Frenchmen St Apt 201,1141 Frenchmen St Apt 201
151.locationvalue,"(29.9669955208242,- 90.0379380795209)","(29.9669955208242, -90.0379380795209)"
2205.address,1515 St An St,1515 St Ann St
1659.expirationdate,03/0/2023 12:00:00 AM,03/01/2023 12:00:00 AM
818.namevalue,7824 Marqusi St,7824 Marquis St
1330.namevalue,936 Dumaine St,2936 Dumaine St
1975.namevalue,DAUZAT mHOUSE,DAUZAT HOUSE
2042.expirationdate,03/01/2023 2:00:00 AM,03/01/2023 12:00:00 AM
1333.address,736 Ellmira Ave,736 Elmira Ave
1095.expirationdate,05/31/2023 1q1:59:59 PM,05/31/2023 11:59:59 PM
286.locationvalue,"(28.0988907r068706, -101.517799134252)","(28.0988907068706, -101.517799134252)"
643.expirationdate,12/4/2022 11:59:59 PM,12/14/2022 11:59:59 PM
737.expirationdate,02/01/202 11:59:59 PM,02/01/2023 11:59:59 PM
1020.locationvalue,"(29.9474726100722, -90.051559358962)","(29.9474726100722, -90.0515592358962)"
766.namevalue,4600 KendallD r,4600 Kendall Dr
949.expirationdate,08/08/2023 11:59:59P M,08/08/2023 11:59:59 PM
1784.type,Short Term Rental Residntial Owner,Short Term Rental Residential Owner
2629.locationvalue,"(29.956410991v0359, -90.1171260063338)","(29.9564109910359, -90.1171260063338)"
494.address,268 Baronne St Apt 401,628 Baronne St Apt 401
1578.namevalue,326 iOlivier St,326 Olivier St
1190.locationvalue,"(29.9456993922417, -90.07129165266)","(29.9456993922417, -90.071429165266)"
421.expirationdate,03/01/2023 12:00:00 M,03/01/2023 12:00:00 AM
1137.expirationdate,06/03/203 11:59:59 PM,06/03/2023 11:59:59 PM
1390.expirationdate,03p/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
837.address,2441 Decaur St,2441 Decatur St
1617.type,Short Term Rental Commecrial Owner,Short Term Rental Commercial Owner
1621.expirationdate,03/01/2023 12:00:0 0AM,03/01/2023 12:00:00 AM
851.type,Short Term Retnal Residential Owner,Short Term Rental Residential Owner
527.expirationdate,05/16/2023 11:59:95 PM,05/16/2023 11:59:59 PM
1406.address,1319 ST CARLES AVE,1319 ST CHARLES AVE
1739.expirationdate,11/08/2023 11:59:59 PvM,11/08/2023 11:59:59 PM
1829.address,4404 S Carroltlon Ave,4404 S Carrollton Ave
850.locationvalue,"(29.9280167672574, -90.0751408186039)","(29.9280167627574, -90.0751408186039)"
2334.locationvalue,"(29.919847178552, -90.11272886456)","(29.9198471785592, -90.11272886456)"
2145.address,r8125 Green St,8125 Green St
2622.expirationdate,09/20/2023 12:44:19 MP,09/20/2023 12:44:19 PM
683.type,Short Term Rental Residentialq Owner,Short Term Rental Residential Owner
1298.address,2515 Leonidhas St,2515 Leonidas St
2106.type,Short Temr Rental Residential Owner,Short Term Rental Residential Owner
1233.type,Short Term RentalResidential Owner,Short Term Rental Residential Owner
1598.locationvalue,"(30.0158029803293, -90.076544606884)","(30.0158029803293, -90.0476544606884)"
406.type,Shor tTerm Rental Commercial Owner,Short Term Rental Commercial Owner
1982.locationvalue,"(29.9605501291591, -90.6023662120733)","(29.9605501291591, -90.0623662120733)"
1245.locationvalue,"(29.9448690014058, -90.0992938877704)","(29.9448690014085, -90.0992938877704)"
2137.address,2222 N Robezrtson St,2222 N Robertson St
2748.namevalue,21619 Chfe Menteur Hwy,21619 Chef Menteur Hwy
259.type,Short Ter Rental Commercial Owner,Short Term Rental Commercial Owner
1638.address,541 BOUBRON ST,541 BOURBON ST
1617.address,1306 Mxagazine St,1306 Magazine St
859.locationvalue,"(29.9294911436953, -90.103905385999e4)","(29.9294911436953, -90.1039053859994)"
1107.address,334 Carondelet St Untit 207,334 Carondelet St Unit 207
2334.namevalue,819 Valmont Sjt,819 Valmont St
514.address,50 David St,506 David St
677.type,Sphort Term Rental Commercial Owner,Short Term Rental Commercial Owner
1007.address,821 Gravier St Apt 415,812 Gravier St Apt 415
2386.address,451 Girod St Apti 312,451 Girod St Apt 312
71.namevalue,2004 Carondelet Svt,2004 Carondelet St
157.expirationdate,05/12/2023 11:59:59 M,05/12/2023 11:59:59 PM
2241.address,1213M agazine St,1213 Magazine St
1411.type,4701 - HOTELS (EXC CASINO HOTELSz) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
2678.namevalue,001 St Ann St,3001 St Ann St
620.type,Short Term Rental Residentiaml Owner,Short Term Rental Residential Owner
2069.type,hSort Term Rental Residential Owner,Short Term Rental Residential Owner
1146.namevalue,LE RICHEzLIEU,LE RICHELIEU
305.address,1036 Napoeon Ave,1036 Napoleon Ave
2062.locationvalue,"(29.934581204907, -90.1025848390299)","(29.9345801204907, -90.1025848390299)"
2646.expirationdate,03/01/2023 12:00:00 MA,03/01/2023 12:00:00 AM
51.address,4849 Tchoupitouals St,4849 Tchoupitoulas St
1471.type,Short Term Rental Commercial Owlner,Short Term Rental Commercial Owner
847.namevalue,421 9Lasalle St,4219 Lasalle St
197.type,Short Term Rental Residntial Owner,Short Term Rental Residential Owner
1307.locationvalue,"(29.9471493832316, -90.0505650549378)","(29.9471498332316, -90.0505650549378)"
