1634.city,Cany,Caney
6522.psapname,Edison oPlice Department,Edison Police Department
5611.geocodecitylevel,"Ocoee, FL
(28.569591, -81.544105)","Ocoee, FL
(28.569519, -81.544105)"
647.psapid,5215.0,5523
261.geocodecitylevel,"Waupaca, WI
(44.358804, -89.084882)","Mcleansboro, IL
(38.089549, -88.535021)"
7862.county,Kin gGeorge,King George
7468.geocodecitylevel,"Little Compton, RI
(41.510054, -71.1f71129)","Little Compton, RI
(41.510054, -71.171129)"
5003.datelastmodified,12/19/2o011,12/19/2011
7485.city,Westlke,Westlake
2019.statevalue,S,MS
6111.county,Aikmen,Aiken
7074.city,St. Cuharles,St. Charles
4301.county,Hayns,Hays
4980.county,Limiestone,Limestone
2147.city,Logna,Logan
5283.statevalue,LF,FL
3464.city,Alexandrqia,Alexandria
514.psapid,7346.0,8477
8383.psapname,Craolina Beach State Park,Carolina Beach State Park
7822.geocodecitylevel,"Lake Placid, NY
(44.282329, -73d.982959)","Lake Placid, NY
(44.282329, -73.982959)"
1193.datelastmodified,03/4/2004,03/04/2004
4826.city,oselle Park,Roselle Park
4303.psapname,Jefferson County 911 Emergencry Communications District,Jefferson County 911 Emergency Communications District
3782.county,Ddae,Dade
5494.city,Nashvlile,Nashville
1114.psapid,6534.0,1581
1851.datelastmodified,11/08/013,11/08/2013
854.psapid,2619.0,163
7997.datelastmodified,08/19/016,08/19/2016
1218.psapname,St Bernadrd Parish Sheriff And Communications,St Bernard Parish Sheriff And Communications
1153.psapid,445.0,4940
3424.city,Sman Luis Obispo,San Luis Obispo
5102.county,Hopkxins,Hopkins
4769.city,F Worth,Ft Worth
667.datelastmodified,03k/04/2004,03/04/2004
6571.statevalue,A,PA
1189.psapid,7531.0,8541
565.typeofchangefulltext,No Changes have been madme.,No Changes have been made.
6591.geocodecitylevel,"Pryor, OK
(36.294781, -95.31913c)","Pryor, OK
(36.294781, -95.31913)"
3469.datelastmodified,7/02/2008,07/02/2008
7472.datelastmodified,03/0/2004,03/04/2004
341.city,Point Mgu,Point Mugu
3149.datelastmodified,12/062004,12/06/2004
2202.statevalue,E,NE
1828.county,Pualski,Pulaski
769.geocodecitylevel,"Erie, NY","Fergus Falls, MN
(46.27836, -96.074161)"
7597.psapname,Millburn Township Police epartment,Millburn Township Police Department
2333.statevalue,KO,OK
2385.psapname,Marion County -91-1,Marion County 9-1-1
6592.statevalue,A,IA
276.psapid,2984.0,3759
5613.city,Bnton,Benton
4125.statevalue,ZA,AZ
2973.datelastmodified,11/01/2015,11/10/2015
5262.city,Tucshon,Tucson
2895.city,San Jeose,San Jose
3616.city,Augsuta,Augusta
6680.county,Washigton,Washington
4170.typeofchangefulltext,PSAP was added since the original postinng of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
1067.statevalue,ThX,TX
5528.county,ush,Rush
2747.statevalue,AG,GA
1348.psapid,7403.0,229
5414.statevalue,LF,FL
7128.psapname,Lake Station Ploice,Lake Station Police
1132.psapid,2210.0,6505
4507.psapname,Inglewood Police/fire Department Communfications,Inglewood Police/fire Department Communications
1698.county,Hatrdee,Hardee
1293.psapid,2321.0,6363
7283.county,elaware,Delaware
6988.city,Lnacaster,Lancaster
2521.datelastmodified,10/172007,10/17/2007
2527.psapname,Chatham Cdounty E9-1-1,Chatham County E9-1-1
340.psapid,2266.0,3972
7081.county,Davidsn,Davidson
1501.county,Midlesex,Middlesex
3752.psapname,Limon Plice Department,Limon Police Department
5780.datelastmodified,03/04/20v04,03/04/2004
7555.statevalue,A,LA
4374.city,aOk Harbor,Oak Harbor
4174.city,Houstno,Houston
3857.statevalue,vTX,TX
3913.geocodecitylevel,"Casper, mWY
(42.850087, -106.325203)","Casper, WY
(42.850087, -106.325203)"
627.geocodecitylevel,"AZ
(34.869712, -111.760902)","Wood Dale, IL
(41.966955, -87.978803)"
83.statevalue,gTX,TX
4828.statevalue,N,TN
7166.statevalue,X,TX
594.geocodecitylevel,"Cheyenne, WY
(41.14024, -104.818802)","Bellingham, WA
(48.754899, -122.478122)"
285.psapid,3354.0,6341
7567.datelastmodified,030/4/2004,03/04/2004
4841.city,Chicaog,Chicago
1082.geocodecitylevel,"Hometown, IL
(41.73199, -87.73231)","Rexburg, ID
(43.826071, -111.789532)"
729.psapid,5215.0,293
8319.psapname,Seabrook Police Departent,Seabrook Police Department
2571.psapname,Noorfolk Police Department,Norfolk Police Department
5707.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP. Use the Primgary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
5711.psapname,jErlanger,Erlanger
8001.typeofchangefulltext,PSAP was added since the original postng of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
1261.psapid,3138.0,1096
3870.statevalue,zWV,WV
5256.city,Penix City,Phenix City
4573.statevalue,A,CA
6597.geocodecitylevel,"Speafish, SD
(44.482955, -103.850382)","Spearfish, SD
(44.482955, -103.850382)"
7236.statevalue,YN,NY
5025.statevalue,OM,MO
2716.datelastmodified,03/4/2004,03/04/2004
4150.psapname,Stanton County SheriffsOffice,Stanton County Sheriffs Office
6959.typeofchangefulltext,No Changes have ben made.,No Changes have been made.
3994.county,Haend,Hand
329.geocodecitylevel,"Erie, NY","Parker, AZ
(34.150308, -114.289161)"
1219.psapid,6421.0,8206
3624.city,Harville,Hartville
682.psapid,1028.0,2797
496.typeofchangefulltext,Orphaned PSAP no longer considereda  primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
944.psapid,8131.0,2648
805.psapname,Upshur Conuty Sheriffs Office,Upshur County Sheriffs Office
6993.statevalue,X,TX
5674.statevalue,jNY,NY
2618.county,Adhair,Adair
3469.city,Auguta,Augusta
2763.city,Marshfiedl,Marshfield
7860.geocodecitylevel,"Hatrford City, IN
(40.4513, -85.370171)","Hartford City, IN
(40.4513, -85.370171)"
223.geocodecitylevel,"Cynthiana, KY
(38.392918, -84.292489)","Clinton Township, MI
(42.556496, -82.907822)"
1093.psapid,7344.0,2590
1873.city,Greeznsboro,Greensboro
79.geocodecitylevel,"Del Rio, TX
(29.365723, -100.897922)","Fortuna, CA
(40.58858, -124.146858)"
359.psapid,7403.0,2623
5521.city,Monitcello,Monticello
3988.datelastmodified,03/04/h2004,03/04/2004
3529.statevalue,X,TX
233.geocodecitylevel,"Galena, AK
(64.73396, -156.928334)","Seward, AK
(60.10008, -149.442123)"
1410.psapname,Cheyenene County Emerg Comm Center,Cheyenne County Emerg Comm Center
4924.city,Cheona,Chenoa
7911.city,Colfdax,Colfax
7857.county,Laxs Animas,Las Animas
5809.city,tPage,Page
332.psapid,7346.0,3251
3922.typeofchangefulltext,Secondary PSAP associaetd with a Primary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
4960.city,Wisnlow,Winslow
2627.typeofchangefulltext,o Changes have been made.,No Changes have been made.
653.psapid,2619.0,5050
4784.datelastmodified,03/40/2004,03/04/2004
534.psapid,2321.0,5965
3521.datelastmodified,03/04/004,03/04/2004
979.city,Madiosn,Madison
7379.statevalue,L,FL
3727.statevalue,K,OK
4215.county,Lee***,Lee
2425.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP. Use te Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
7495.county,Wohrcester,Worcester
2429.statevalue,C,NC
4118.statevalue,CvA,CA
1877.typeofchangefulltext,"PSAP Name, State, County or City tegxt has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
1053.geocodecitylevel,"Hennepin, IL
(41.252926, -89.343256)","Los Angeles, CA
(34.052238, -118.243344)"
5610.geocodecitylevel,"andalia, IL
(38.960686, -89.093338)","Vandalia, IL
(38.960686, -89.093338)"
4525.datelastmodified,10/052017,10/05/2017
480.county,Loafayette,Lafayette
3174.psapname,Rains County Sherfifs Office,Rains County Sheriffs Office
8018.city,Acnhorage,Anchorage
7577.city,NorthP lainfield,North Plainfield
2987.city,Hjouston,Houston
4671.psapname,Clifton lPolice Department,Clifton Police Department
6103.datelastmodified,4/05/2005,04/05/2005
298.geocodecitylevel,"Morris, IL
(41.359352, -88.421581)","Bay Springs, MS
(31.978339, -89.286819)"
4041.statevalue,zCO,CO
536.psapid,5093.0,7181
6893.statevalue,rVA,VA
6954.statevalue,eAL,AL
294.county,Santai Clara,Santa Clara
669.psapid,5215.0,2796
8047.typeofchangefulltext,No Changes hae been made.,No Changes have been made.
6801.statevalue,DM,MD
6512.statevalue,A,PA
6257.county,St. Louiss,St. Louis
6162.statevalue,A,MA
3049.city,Springfiield,Springfield
926.datelastmodified,03/0/2004,03/04/2004
6434.city,Marysille,Marysville
2754.statevalue,OtH,OH
7260.city,Elziabethtown,Elizabethtown
1269.psapid,5400.0,965
7141.statevalue,wIL,IL
2927.statevalue,KvS,KS
8396.psapname,Chaatham County Emergency Operations,Chatham County Emergency Operations
797.psapid,5093.0,3285
719.datelastmodified,09/19/y2005,09/19/2005
882.psapid,7344.0,1766
5966.statevalue,fAK,AK
3266.statevalue,O,MO
1296.psapid,2266.0,8150
492.psapid,2619.0,3718
48.geocodecitylevel,"Waupaca, WI
(44.358804, -89.084882)","Roswell, NM
(33.393142, -104.522734)"
6058.statevalue,eNJ,NJ
6985.city,Wrland,Worland
1611.county,Nevadza,Nevada
7483.county,vPike,Pike
8348.geocodecitylevel,"Blue Ridge, GA
(3.4865483, -84.325284)","Blue Ridge, GA
(34.865483, -84.325284)"
3731.datelastmodified,09/20/0206,09/20/2006
6574.geocodecitylevel,"Attiac, IN
(40.291687, -87.245655)","Attica, IN
(40.291687, -87.245655)"
1903.typeofchangefulltext,PSAP was added since the original posting of the FCC Rwegistry.,PSAP was added since the original posting of the FCC Registry.
8179.statevalue,I,MI
206.datelastmodified,0304/2004,03/04/2004
3831.datelastmodified,03/04/2m004,03/04/2004
3751.statevalue,fNC,NC
1553.statevalue,E,ME
5400.statevalue,AW,WA
8236.county,Wedl,Weld
603.psapid,1564.0,1554
1200.statevalue,O,CO
5254.city,rescent City,Crescent City
2820.city,layton,Clayton
340.geocodecitylevel,"Eloy, AZ
(32.751976, -111.55485)","Batesville, MS
(34.313747, -89.951029)"
1308.psapid,2321.0,8247
5442.psapname,Johnston County Sheriffs Officwe,Johnston County Sheriffs Office
6863.psapname,Montgomery Cuonty E911,Montgomery County E911
5137.datelastmodified,03/04/q2004,03/04/2004
6339.city,Ravenna***,Ravenna
150.psapid,7620.0,5387
8108.statevalue,O,CO
1070.geocodecitylevel,"Abbeville, LA
(29.973848, -92.134547)","Redding, CA
(40.574637, -122.38109)"
5680.county,Jefefrson,Jefferson
7797.typeofchangefulltext,No Changes have beedn made.,No Changes have been made.
6278.typeofchangefulltext,PSAP was added since the original posting of the FCC eRgistry.,PSAP was added since the original posting of the FCC Registry.
8240.county,Cicot,Chicot
5904.city,Sdalia,Sedalia
6757.county,ass,Cass
826.psapid,3412.0,834
383.psapid,5215.0,6562
1567.city,Kennebdunk,Kennebunk
360.psapid,7346.0,6699
2485.city,Leorti,Leoti
5918.city,Fredrick,Frederick
1657.county,ook,Cook
5880.statevalue,XT,TX
7168.statevalue,kCA,CA
3155.typeofchangefulltext,"PSAPr Name, State, County or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
1237.city,Bekeley,Berkeley
2810.typeofchangefulltext,No Changes have been mad.,No Changes have been made.
6239.statevalue,I,MI
2410.datelastmodified,03/40/2004,03/04/2004
7599.typeofchangefulltext,"PSAP Name, State, County or City text has been modified since the orignial posting.","PSAP Name, State, County or City text has been modified since the original posting."
1673.city,Canandagua,Canandaigua
432.psapid,5137.0,1543
1433.psapname,Norwoodn Police Department,Norwood Police Department
2891.datelastmodified,09o/19/2005,09/19/2005
1175.psapid,5174.0,29
3447.datelastmodified,08/41/2013,08/14/2013
6235.city,ySlvester,Sylvester
3260.statevalue,OC,CO
4721.geocodecitylevel,"Derby, VT
(44.954476,-72.130335)","Derby, VT
(44.954476, -72.130335)"
6927.city,Hambrug,Hamburg
5753.city,Shlton,Shelton
3828.statevalue,YK,KY
2350.county,Lowqndes,Lowndes
241.psapid,5093.0,342
7667.psapname,Clifton Police Deparment,Clifton Police Department
751.psapid,445.0,1864
6155.psapname,Caldwell Police Detpartment,Caldwell Police Department
3971.city,Salia,Salina
8511.psapname,Logn Police Department,Logan Police Department
8473.statevalue,bPA,PA
1749.county,Henyr,Henry
3635.geocodecitylevel,"Paradisei Valley, AZ
(33.531059, -111.943132)","Paradise Valley, AZ
(33.531059, -111.943132)"
1147.psapid,2619.0,3548
4023.county,Ramnkin,Rankin
6784.statevalue,CS,SC
5317.city,Esex,Essex
8230.city,Ancorage,Anchorage
3709.datelastmodified,03/04/200f4,03/04/2004
1415.county,Clifton Forge Ciyty,Clifton Forge City
7661.psapname,Decatu Police Department,Decatur Police Department
5000.city,Yorville,Yorkville
1058.county,Geuaga,Geauga
5323.psapname,Vernon Coutny Sheriffs Office,Vernon County Sheriffs Office
1835.city,Akrn,Akron
783.county,Staffodr,Stafford
7596.datelastmodified,40/20/2004,04/20/2004
501.psapid,445.0,3656
3123.datelastmodified,03/i04/2004,03/04/2004
1238.psapid,7346.0,3774
1672.datelastmodified,03/40/2004,03/04/2004
5955.typeofchangefulltext,N oChanges have been made.,No Changes have been made.
43.typeofchangefulltext,No Changesh ave been made.,No Changes have been made.
3795.statevalue,KfY,KY
77.geocodecitylevel,"AZ
(34.869712, -111.760902)","Pawtucket, RI
(41.8799, -71.382408)"
1789.city,Tulas,Tulsa
4194.psapname,Asotin County ispatch Center,Asotin County Dispatch Center
5688.city,Rverside,Riverside
386.psapid,2266.0,4385
6337.statevalue,YK,KY
325.psapid,7344.0,2228
132.psapid,8131.0,2661
7278.statevalue,A,MA
6785.datelastmodified,04/08/201i7,04/08/2017
357.psapid,2321.0,7973
6406.psapname,Yukon Kuskokwin Health Corp Ambulance Servivce,Yukon Kuskokwin Health Corp Ambulance Service
163.statevalue,OM,MO
7148.statevalue,pIL,IL
1095.psapid,2984.0,5313
2262.typeofchangefulltext,"PSAP Name, State, County jor City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
576.psapid,7344.0,5556
3628.county,Jons,Jones
8271.statevalue,A,CA
6107.city,Cattanooga,Chattanooga
1624.county,Fgranklin,Franklin
7557.datelastmodified,03/40/2004,03/04/2004
5628.geocodecitylevel,"Towner, ND
(48.351513, -10.405174)","Towner, ND
(48.351513, -100.405174)"
7351.statevalue,O,CO
6727.city,Pteoskey,Petoskey
6395.city,eWntzville,Wentzville
738.geocodecitylevel,"Kirtland, OH
(41.615523, -81.356079)","Burkburnett, TX
(34.097876, -98.570817)"
83.geocodecitylevel,"Cheyenne, WY
(41.14024, -104.818802)","Irving, TX
(32.813879, -96.949933)"
433.psapid,2299.0,7184
7505.county,Cster,Custer
3543.statevalue,FiL,FL
2583.city,Sewarnd,Seward
562.geocodecitylevel,"Darrington, WA
(48.255271, -121.604924)","Decatur, TN
(35.512589, -84.790539)"
8380.datelastmodified,03/07/2105,03/07/2015
7795.statevalue,lNJ,NJ
416.psapid,5174.0,7717
6440.datelastmodified,02/12/208,02/12/2008
5558.city,Hendrson,Henderson
7127.statevalue,XT,TX
7841.datelastmodified,030/4/2004,03/04/2004
1006.datelastmodified,6/09/2016,06/09/2016
191.statevalue,AC,CA
458.geocodecitylevel,"Caledonia, WI
(42.814847, -87.914135)","Liberal, KS
(37.044056, -100.922339)"
6566.city,Aarillo,Amarillo
344.psapid,7344.0,1164
6075.statevalue,N,TN
1465.city,Pvarsippany,Parsippany
5279.typeofchangefulltext,Secondary PSAP associated wth a Primary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
1388.typeofchangefulltext,o Changes have been made.,No Changes have been made.
3985.statevalue,I,RI
8364.city,Suth Bend,South Bend
1936.datelastmodified,10/17/20i07,10/17/2007
2450.datelastmodified,02/0s9/2005,02/09/2005
4472.statevalue,K,AK
695.county,Grnat,Grant
3738.statevalue,NjM,NM
7380.statevalue,rMO,MO
3840.psapname,Kotzebue Fire Departent,Kotzebue Fire Department
7526.psapname,Lake Havasu Police Depaqrtment,Lake Havasu Police Department
1125.psapid,5400.0,2653
874.geocodecitylevel,"AZ
(34.869712, -111.760902)","Cleveland, TN
(35.159867, -84.8755)"
8425.geocodecitylevel,"Mt Vernon, WA
(48.147515, -122.336123)","Mt Vernon, WA
(48.417515, -122.336123)"
24.psapid,6574.0,4125
208.geocodecitylevel,"Methuen, MA
(42.726101, -71.191399)","Ecorse, MI
(42.255052, -83.139461)"
862.psapid,445.0,3534
38.psapid,2321.0,3120
124.psapid,7346.0,1671
273.psapid,6534.0,4039
4225.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Rxefrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
868.psapid,6574.0,2752
6611.statevalue,A,CA
291.psapid,5400.0,5354
8321.datelastmodified,03/0/2004,03/04/2004
1665.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from kusing these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
