psapid,psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
2011.0,Sheldon Police Department,O'brien,Sheldon,IA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/05/2005,"Sheldon, IA (43.186006, -95.844999)"
4026.0,Jefferson County Sheriffs Department,Jefferson,Fayette,MS,No Changes have been made.,03/04/2004,"Fayette, MS (31.709994, -91.062143)"
6731.0,Liberty Police Department,Liberty,Liberty,TX,No Changes have been made.,03/04/2004,"Liberty, TX (30.058753, -94.795874)"
4669.0,Grafton County Sheriffs Department,Grafton,North Haverhill,NH,No Changes have been made.,03/04/2004,"North Haverhill, NH (44.090302, -72.026901)"
4352.0,Morehead City Police Communications,Carteret,Morehead City,NC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/12/2007,"Morehead City, NC (34.722767, -76.729721)"
7085.0,Augusta County Emergency Operations Center,Augusta,Verona,VA,No Changes have been made.,03/04/2004,"Verona, VA (38.202065, -79.005897)"
8451.0,Mobile Backup,Harris,Houston,TX,PSAP was added since the original posting of the FCC Registry.,07/29/2014,"Houston, TX (29.760803, -95.369506)"
5227.0,Westchester County Fire Control,Westchester,Houston,NY,No Changes have been made.,03/04/2004,"NY (42.826892, -75.544286)"
3449.0,Luce County Sheriffs Department,Luce,Newberry,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/06/2004,"Newberry, MI (46.354916, -85.509801)"
2872.0,Berea Police Department,Madison,Berea,KY,No Changes have been made.,03/04/2004,"Berea, KY (37.568457, -84.296789)"
6417.0,Austin Police Department,Travis,Austin,TX,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Austin, TX (30.264979, -97.746598)"
7332.0,Port Of Seattle Police Department,King,Seattle,WA,No Changes have been made.,03/04/2004,"Seattle, WA (47.603229, -122.33028)"
6427.0,Beaumont Fire Department,Jefferson,Beaumont,TX,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/30/2004,"Beaumont, TX (30.08617, -94.102012)"
5361.0,Heath Police Department,Licking,Heath,OH,No Changes have been made.,03/04/2004,"Heath, OH (40.025265, -82.44443)"
3244.0,Bath Police Department,Sagadahoc,Bath,ME,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/14/2004,"Bath, ME (43.909598, -69.824042)"
6832.0,Plainview Police Department,Hale,Plainview,TX,No Changes have been made.,03/04/2004,"Plainview, TX (34.192454, -101.723218)"
1806.0,Madison County Public Safety Communications/ 9-1-1 & Addressing,Madison,Danielsville,GA,"PSAP Name, State, County or City text has been modified since the original posting.",07/25/2017,"Danielsville, GA (34.124268, -83.221433)"
7244.0,Asotin County Dispatch Center,Asotin,Clarkston,WA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/12/2005,"Clarkston, WA (46.414496, -117.045553)"
3604.0,Bloomington Police Department,Hennepin,Bloomington,MN,No Changes have been made.,03/04/2004,"Bloomington, MN (44.826255, -93.303856)"
8246.0,St. Petersburg Police Department,Pinellas,St. Petersburg,FL,PSAP was added since the original posting of the FCC Registry.,03/04/2010,"St. Petersburg, FL (27.772069, -82.638488)"
1059.0,Air Force Academy Fire Department,El Paso,United States Air Force Academy,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"United States Air Force Academy, CO"
6776.0,Mills County Sheriffs Office,Mills,Goldthwaite,TX,No Changes have been made.,03/04/2004,"Goldthwaite, TX (31.449127, -98.566632)"
5408.0,Maple Heights Police Department,Cuyahoga,Maple Heights,OH,No Changes have been made.,03/04/2004,"Maple Heights, OH (41.416993, -81.553019)"
1130.0,Eads Police Department,Bent,Eads,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Eads, CO (38.477939, -102.78176)"
421.0,Cottonwood Police Department,Yavapai,Cottonwood,AZ,No Changes have been made.,03/04/2004,"Cottonwood, AZ (34.732323, -112.027798)"
3331.0,Berkley Department Of Public Safety,Oakland,Berkley,MI,No Changes have been made.,03/04/2004,"Berkley, MI (42.503209, -83.185)"
836.0,Morgan Hill Police Communications,Santa Clara,Morgan Hill,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/15/2010,"Morgan Hill, CA (37.129272, -121.656409)"
424.0,Douglas Police Department,Cochise,Douglas,AZ,No Changes have been made.,03/04/2004,"Douglas, AZ (31.344475, -109.545532)"
4315.0,Kernersville Police Communications,Forsyth,Kernersville,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Kernersville, NC (36.120257, -80.074659)"
5067.0,Dunkirk Police Department,Chautauqua,Dunkirk,NY,No Changes have been made.,03/04/2004,"Dunkirk, NY (42.481338, -79.333958)"
2760.0,Johnson County Sheriffs Office,Johnson,Olathe,KS,No Changes have been made.,03/04/2004,"Olathe, KS (38.883525, -94.818236)"
3698.0,Pine County Psap,Pine,Pine City,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Pine City, MN (45.826625, -92.968837)"
2638.0,Ohio County Communications,Ohio,Rising Sun,IN,No Changes have been made.,03/04/2004,"Rising Sun, IN (38.949838, -84.855266)"
7634.0,Kemmerer 9-1-1-lincoln County Sheriff,Lincoln,Kemmerer,WY,No Changes have been made.,03/04/2004,"Kemmerer, WY (41.794841, -110.538338)"
2246.0,Gurnee Police Department,Lake,Gurnee,IL,No Changes have been made.,03/04/2004,"Gurnee, IL (42.375508, -87.924192)"
3099.0,Natchitoches Parish Communication And Sheriff,Natchitoches,Natchitoches,LA,No Changes have been made.,03/04/2004,"Natchitoches, LA (31.753482, -93.087377)"
3660.0,Maplewood Police Department,Ramsey,Maplewood,MN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/04/2007,"Maplewood, MN (45.006411, -93.025193)"
4269.0,Forest City Police Communications,Rutherford,Forest City,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Forest City, NC (35.333004, -81.861918)"
223.0,Lee County Sheriffs Office,Lee,Opelika,AL,No Changes have been made.,03/04/2004,"Opelika, AL (32.650881, -85.37797)"
6288.0,Lake City Police Department,Anderson,Lake City,TN,No Changes have been made.,03/04/2004,"Lake City, TN (36.22735, -84.157276)"
4886.0,West Windsor Township,Mercer,Princeton Junction,NJ,No Changes have been made.,03/04/2004,"Princeton Junction, NJ (40.31741, -74.618775)"
3870.0,Monroe County 9-1-1,Monroe,Paris,MO,No Changes have been made.,03/04/2004,"Paris, MO (39.476881, -92.000316)"
7800.0,Newton Police,Middlesex,Newton,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Newton, MA (42.338028, -71.211578)"
4193.0,Bladen County Sheriffs Department,Bladen,Elizabethtown,NC,No Changes have been made.,03/04/2004,"Elizabethtown, NC (34.629372, -78.607439)"
2692.0,White County Communications,White,Monticello,IN,No Changes have been made.,03/04/2004,"Monticello, IN (40.746145, -86.761952)"
3755.0,Bollinger County Sheriffs Office,Bollinger,Marble Hill,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/30/2004,"Marble Hill, MO (37.300169, -89.981536)"
6047.0,Dillon County E9-1-1,Dillon,Dillon,SC,No Changes have been made.,03/04/2004,"Dillon, SC (34.422241, -79.370253)"
5593.0,Bixby Police Department,Tulsa,Bixby,OK,No Changes have been made.,03/04/2004,"Bixby, OK (35.942372, -95.883173)"
4394.0,Pembroke State College Police Communications Center,Robeson,Pembroke,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Pembroke, NC (34.680993, -79.195647)"
7021.0,Brigham Young University Police Dispatch,Utah,Provo,UT,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/19/2016,"Provo, UT (40.233677, -111.663926)"
5641.0,Ft Oakland Police Department,Kay,Tonkawa,OK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/25/2017,"Tonkawa, OK (36.678431, -97.3098)"
5660.0,Jenks Police Department Duplicate,Creek,Jenks,OK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/22/2016,"Jenks, OK (36.022588, -95.969569)"
5382.0,Kent Police Department,Portage,Kent,OH,No Changes have been made.,03/04/2004,"Kent, OH (41.149028, -81.360799)"
6517.0,Crockett County Sheriff's Office,Crockett,Ozona,TX,"PSAP Name, State, County or City text has been modified since the original posting.",07/28/2017,"Ozona, TX (30.710218, -101.207369)"
6981.0,Waxahachie Police Department,Ellis,Waxahachie,TX,No Changes have been made.,03/04/2004,"Waxahachie, TX (32.39361, -96.846992)"
8415.0,Miami-dade Communications Center,Dade,Miami,FL,PSAP was added since the original posting of the FCC Registry.,12/19/2013,"Miami, FL (25.775084, -80.194702)"
6945.0,Texas Women`s University,Denton,Denton,TX,No Changes have been made.,03/04/2004,"Denton, TX (33.215533, -97.13245)"
6772.0,Mexia Police Department,Limestone,Mexia,TX,"PSAP Name, State, County or City text has been modified since the original posting.",08/30/2017,"Mexia, TX (31.683884, -96.483015)"
2812.0,Prairie Village Police Department,Johnson,Prairie Village,KS,No Changes have been made.,03/04/2004,"Prairie Village, KS (38.985989, -94.63037)"
1949.0,Grundy County Sheriffs Office,Grundy,Grundy Center,IA,No Changes have been made.,03/04/2004,"Grundy Center, IA (42.361475, -92.768301)"
3854.0,Madison County 9-1-1,Madison,Fredericktown,MO,No Changes have been made.,03/04/2004,"Fredericktown, MO (37.559665, -90.292839)"
5886.0,Elk County Courthouse Annex Location,Elk,Houston,PA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/18/2013,"PA (40.789676, -77.858055)"
3151.0,Barnstable County Sheriffs Department,Barnstable,Otis Angb Falmouth,MA,"PSAP Name, State, County or City text has been modified since the original posting.",01/09/2008,"Otis Angb Falmouth, MA"
6504.0,Conroe Isd Police,Montgomery,Conroe,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/04/2007,"Conroe, TX (30.313044, -95.458141)"
5838.0,Union County Communications,Union,La Grande,OR,No Changes have been made.,03/04/2004,"La Grande, OR (45.324565, -118.087985)"
2725.0,Doniphan County Sheriff,Doniphan,Troy,KS,No Changes have been made.,03/04/2004,"Troy, KS (39.789898, -95.089646)"
3757.0,Brentwood Police Department,St. Louis,Brentwood,MO,No Changes have been made.,03/04/2004,"Brentwood, MO (38.618876, -90.348476)"
3195.0,Springfield Fire Department,Hampden,Springfield,MA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/03/2006,"Springfield, MA (42.102051, -72.585757)"
3105.0,Ouachita Parish Sheriff,Ouachita,Monroe,LA,No Changes have been made.,03/04/2004,"Monroe, LA (32.500759, -92.111225)"
7690.0,Beverly Police,Essex,Beverly,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Beverly, MA (42.552163, -70.882679)"
7490.0,Portage County Sheriffs Department,Portage,Stevens Point,WI,No Changes have been made.,03/04/2004,"Stevens Point, WI (44.523544, -89.569496)"
6362.0,Springfield Police Department,Robertson,Springfield,TN,No Changes have been made.,03/04/2004,"Springfield, TN (36.498423, -86.880535)"
4939.0,Mora County Sheriff,Mora,Mora,NM,No Changes have been made.,03/04/2004,"Mora, NM (35.974245, -105.329922)"
744.0,Grass Valley Police Department,Nevada,Grass Valley,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/12/2015,"Grass Valley, CA (39.219102, -121.062951)"
6478.0,Cass County Sheriffs Office,Cass,Linden,TX,No Changes have been made.,03/04/2004,"Linden, TX (33.01156, -94.36546)"
7636.0,Laramie County 9-1-1 Emergency Center,Laramie,Cheyenne,WY,No Changes have been made.,03/04/2004,"Cheyenne, WY (41.14024, -104.818802)"
443.0,Hayden-winkelman Police Department,Gila,Hayden,AZ,No Changes have been made.,03/04/2004,"Hayden, AZ (32.997656, -110.785979)"
3621.0,Dakota Communications Center Zone 3,Dakota,Rosemont,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/12/2007,"Rosemont, MN (44.740679, -93.112232)"
4957.0,San Juan Pueblo Tribal Police Department,Rio Arriba,San Juan Pueblo,NM,No Changes have been made.,03/04/2004,"San Juan Pueblo, NM (36.045533, -106.061593)"
4259.0,Elkin Police-fire Communications,Surry,Elkin,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Elkin, NC (36.248106, -80.851666)"
3475.0,Michigan State Police-niles,Berrien,Niles,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/06/2004,"Niles, MI (41.829642, -86.252537)"
4896.0,Albuquerque Police Department,Bernalillo,Albuquerque,NM,No Changes have been made.,03/04/2004,"Albuquerque, NM (35.084248, -106.649241)"
3413.0,Houghton County Central Dispatch,Houghton,Laurium,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/08/2008,"Laurium, MI (47.239077, -88.442798)"
1336.0,East Lyme Emergency Communication Center,New London,East Lyme,CT,No Changes have been made.,03/04/2004,"East Lyme, CT (41.36677, -72.229584)"
8299.0,Georgia State Patrol - Jekyll Island,Glynn,Jekyll Island,GA,PSAP was added since the original posting of the FCC Registry.,05/05/2011,"Jekyll Island, GA (31.047363, -81.411506)"
3201.0,Wareham Police Department,Plymouth,Wareham,MA,No Changes have been made.,03/04/2004,"Wareham, MA (41.758841, -70.727434)"
5038.0,Bedford Township Police Department,Westchester,Bedford Hills,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/27/2004,"Bedford Hills, NY (41.236187, -73.700831)"
1583.0,Miami Beach Fire-rescue Department,Dade,Miami,FL,No Changes have been made.,03/04/2004,"Miami, FL (25.775084, -80.194702)"
5057.0,Colonie,Albany,Latham,NY,No Changes have been made.,03/04/2004,"Latham, NY (42.746899, -73.759399)"
5524.0,Tallmadge Police Department,Summit,Tallmadge,OH,No Changes have been made.,03/04/2004,"Tallmadge, OH (41.10611, -81.383381)"
642.0,Chp San Luis Obispo (san Luis Obispo),San Luis Obispo,San Luis Obispo,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"San Luis Obispo, CA (35.282619, -120.660014)"
2972.0,Lincoln County 9-1-1,Lincoln,Stanford,KY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/07/2015,"Stanford, KY (37.529543, -84.660091)"
3954.0,Warren County 9-1-1,Warren,Warrenton,MO,No Changes have been made.,03/04/2004,"Warrenton, MO (38.813951, -91.141967)"
8391.0,Texas County Sheriff's Office,Texas,Guymon,OK,PSAP was added since the original posting of the FCC Registry.,10/11/2012,"Guymon, OK (36.682891, -101.481583)"
3220.0,"Frederick County, Md P S A P - L E C",Frederick,Frederick,MD,"PSAP Name, State, County or City text has been modified since the original posting.",07/31/2017,"Frederick, MD (39.414181, -77.410935)"
