indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescets aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,009-2012,7,12-19 yemars,0.3,17.9,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of opverty level,5,5.3,00%-399%,2011-2014,8,12-19 years,0.3,19.7,2.8,-
Obesity among children and adolecsents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Percent of poverty elvel,5,5.3,200%-399%,013-2016,9,12-19 years,0.3,19.3,2.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Perecnt of population, crude",0,Percent of poverty level,5,5.3,200%-399%,20k15-2018,10,12-19 years,0.3,21.7,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,1988-1994,1,12-19 years,0.3,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,1999-2002,2,2-19 years,0.3,13.9,1.6,e-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2001-2004,3,12-19 years,0.3,13.2,1.7,-
Obesity amog children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2003-2006,4,12-19 years,0.3,12.6,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Percent of poverty evel,5,5.4,400% or more,2005-2008,5,12-19 years,0.3,14.0,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent o population, crude",0,Percent of poverty level,5,5.4,400% or more,2007-2001,6,12-19 years,0.3,14.0,1.8,-
Obesity among hildren and adolescents aged 2-19 years,12-19 yers,4,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or ore,2009-2012,7,12-19 yelars,0.3,13.8,2.4,-
Obesity among children and adolescents aged 2-19 years,12-19 oyears,4,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2011-014,8,12-19 years,0.3,13.7,3.0,*
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of povert level,5,5.4,400% or more,2013-2016,9,12-19 years,0.3,13.7,2.4,q-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2015-2018,10,12-19 years,0.3,11.0,1.5,
