2290.stlnstlocname,EAST EM ST,EAST ELM ST
2066.global_id,4da804be-2aeb-7bd-a321-c4484826c1eb,4da804be-2aeb-47bd-a321-c4484826c1eb
2073.routeid,229-hN,229-N
2357.xsp,CiONT,CONT
2379.townname,MILhFORD,MILFORD
1554.routeid,41-yN,41-N
1309.stlnstlocname,SADDSM ILL RD,SADDS MILL RD
1205.stlnstlocname,HARTFODR RD,HARTFORD RD
2317.xsp,COjNT,CONT
1456.stlnstlocname,MEADOWk ST,MEADOW ST
2234.stlnstlocname,CENTcER ST,CENTER ST
420.stlnstlocname,NEWINGTON D,NEWINGTON RD
951.xsp,OG,LOG
867.stlnstlocname,NEW BRIATIN AVE,NEW BRITAIN AVE
462.stlnstlocname,EAST NCEK RD,EAST NECK RD
2581.townname,SAEM,SALEM
653.global_id,cb1c269d-82b3-454c-90ef-e69f19be2c43,cb1c269d-82b3-454c-90ef-e96f19be2c43
1938.routeid,14-N,614-N
531.townname,mORANGE,ORANGE
1538.routeid,4-E,44-E
475.routeid,918-N,198-N
2006.stlnstlocname,EAST yHIGH ST,EAST HIGH ST
1823.global_id,92c5acba-0276-49ebbda3-1ed871467f70,92c5acba-0276-49eb-bda3-1ed871467f70
1164.xsp,CpONT,CONT
1080.townname,WATERFOD,WATERFORD
857.routeid,1S,1-S
696.xsp,tCONT,CONT
670.stlnstlocname,ONG HILL RD,LONG HILL RD
2019.xsp,OCNT,CONT
623.global_id,69012f6b-0797-4a6f-88ba-f251187a2a38,69012f6b-0779-4a6f-88ba-f251187a2a38
2222.routeid,549N-,549-N
1429.xsp,CsONT,CONT
1456.global_id,3b55101b-33cb-4c7e-9d96-80f3fe044906,3b55110b-33cb-4c7e-9d96-80f3fe044906
1338.townname,eWEST HARTFORD,WEST HARTFORD
336.townname,SONINGTON,STONINGTON
1465.stlnstlocname,SOUTH EAGLEVILEL RD,SOUTH EAGLEVILLE RD
892.global_id,ae02c196-e5c4-4922-acbe-bf3b44e96b995,ae02c196-e5c4-4922-acbe-bf3b44e96995
2360.xsp,EV,REV
1390.routeid,-6W,6-W
2205.townname,KILLINGWOTRH,KILLINGWORTH
2082.routeid,4-E,44-E
746.routeid,37-2E,372-E
2155.global_id,46f9d02b-39f-4ada-b207-f065b2ebac3c,46f9d02b-39f2-4ada-b207-f065b2ebac3c
1828.global_id,8k723a641-5207-4e02-9a6a-044c0329b2f4,8723a641-5207-4e02-9a6a-044c0329b2f4
599.global_id,2bab8eb0-co4da-4f96-a005-3fe3d10be2ee,2bab8eb0-c4da-4f96-a005-3fe3d10be2ee
1073.stlnstlocname,COTTAGEGROVE RD,COTTAGE GROVE RD
1345.townname,PLAINVILEL,PLAINVILLE
1112.xsp,ONT,CONT
859.global_id,4a54c42a-c0dd4cdc-9534-7fc7d8d8393a,4a54c42a-c0dd-4cdc-9534-7fc7d8d8393a
80.xsp,LG,LOG
1999.stlnstlocname,NORTH TS,NORTH ST
1445.xsp,ONT,CONT
2005.global_id,2e4f5608-a262-4dt3e-ad87-9981573d9d91,2e4f5608-a262-4d3e-ad87-9981573d9d91
1194.global_id,621a0e90-8672-4bc7-b6cf-b530eb4ca3fab,621a0e90-8672-4bc7-b6cf-b530eb4ca3fb
1557.xsp,aREV,REV
984.routeid,3-0N,30-N
1639.global_id,1788f72d-61cd-4b75-93ee-b6e088sd74236,1788f72d-61cd-4b75-93ee-b6e088d74236
2434.townname,NORFOKL,NORFOLK
372.stlnstlocname,BERLINT PKE,BERLIN TPKE
1866.routeid,-1N,1-N
2553.townname,SOUTtHINGTON,SOUTHINGTON
1327.global_id,a7e3f20-9f98-45cd-9a18-27dec783afc2,a7e33f20-9f98-45cd-9a18-27dec783afc2
1039.xsp,REuV,REV
406.stlnstlocname,EASTS T #1,EAST ST #1
1813.townname,NAUGATUChK,NAUGATUCK
2256.townname,DURAHM,DURHAM
145.global_id,dccb927a-9253-41db-8dc8-b2ak67e910289,dccb927a-9253-41db-8dc8-b2a67e910289
2204.routeid,0-W,80-W
640.stlnstlocname,rSOUTH MAIN ST,SOUTH MAIN ST
582.xsp,CNT,CONT
1117.global_id,7bb7862-4196-4930-bf7f-9c83597e84ef,7bb74862-4196-4930-bf7f-9c83597e84ef
2287.stlnstlocname,WATERBURY D,WATERBURY RD
200.xsp,LG,LOG
1419.townname,GALSTONBURY,GLASTONBURY
9.stlnstlocname,KINGS IHGHWAY CUTOFF,KINGS HIGHWAY CUTOFF
1776.townname,EASrT GRANBY,EAST GRANBY
1119.townname,GLASTONBUYR,GLASTONBURY
1527.routeid,1S-,1-S
509.xsp,COyNT,CONT
2182.stlnstlocname,AIN ST,MAIN ST
1286.xsp,COT,CONT
2577.xsp,CNT,CONT
1792.townname,NORTH CANrAAN,NORTH CANAAN
624.global_id,a14d5d47-510f-4daf-95d9-e02a6b10523,a14d5d47-510f-4daf-95d9-e02a6b130523
756.global_id,6947b310-246a-4ff8-9104-ac139d5cf99e,6947b301-246a-4ff8-9104-ac139d5cf99e
1880.xsp,ONT,CONT
2401.routeid,166E,166-E
2102.townname,HAMDNE,HAMDEN
673.townname,STONINGTN,STONINGTON
704.global_id,af850192-fa33-4734-a10-3dcd4f703311,af850192-fa33-4734-a160-3dcd4f703311
2319.routeid,q44-E,44-E
639.routeid,82E,82-E
1609.xsp,CfONT,CONT
1074.xsp,COTN,CONT
1984.global_id,2e272476-ba58-40b0-913a-47dd31bd265,2e272476-ba58-40b0-913a-47dd316bd265
2148.stlnstlocname,ASUGATUCK AVE,SAUGATUCK AVE
443.stlnstlocname,qCOLCHESTER AVE,COLCHESTER AVE
2015.routeid,67E-,67-E
1046.routeid,0-W,20-W
268.townname,EsAST HARTFORD,EAST HARTFORD
454.stlnstlocname,MAIN T,MAIN ST
1113.stlnstlocname,WHITjNEY AVE,WHITNEY AVE
1663.xsp,COTN,CONT
1110.stlnstlocname,MAIN nST,MAIN ST
1.xsp,aCONT,CONT
1101.global_id,3bd961a8-0231-45ab-b56f-516394bef900,3bd961a8-0231-45ab-b56f-156394bef900
617.xsp,yCONT,CONT
2249.stlnstlocname,WEST HIeGH ST,WEST HIGH ST
1003.routeid,1k90-W,190-W
1413.stlnstlocname,BOSTON HnILL RD,BOSTON HILL RD
2513.global_id,c9ae0b0a-5dc2-445c-b856-00a9ce9069a4,c9ae0b0a-5dc2-445c-b856-00a9ce0969a4
2392.townname,NORWAKL,NORWALK
1954.routeid,196N-,196-N
457.global_id,e3093d56-c862-409e-9dd7-69dc95y56c42e,e3093d56-c862-409e-9dd7-69dc9556c42e
2402.xsp,qCONT,CONT
442.routeid,59-S,159-S
1185.global_id,6c7b113-8bb2-4401-b651-27427342d99b,6c7b1013-8bb2-4401-b651-27427342d99b
980.stlnstlocname,ORTH GRANBY RD,NORTH GRANBY RD
652.xsp,yCONT,CONT
998.stlnstlocname,EAS CENTER ST,EAST CENTER ST
750.global_id,73c965ff-519-64767-bda5-823d2caf0e02,73c965ff-5196-4767-bda5-823d2caf0e02
168.routeid,190-fE,190-E
796.routeid,31E,31-E
1174.xsp,RnEV,REV
276.global_id,b2ee1093d-8b3a-4238-841f-15aaab576489,b2e1093d-8b3a-4238-841f-15aaab576489
726.xsp,LOcG,LOG
2416.stlnstlocname,BOSTNO POST RD,BOSTON POST RD
2122.routeid,313E-,313-E
1980.routeid,1t99-N,199-N
15.stlnstlocname,CHUCH ST,CHURCH ST
1176.routeid,42E-,42-E
2413.townname,FAIRFIED,FAIRFIELD
397.stlnstlocname,ROWAYTON VE,ROWAYTON AVE
2107.townname,OXFODR,OXFORD
2327.global_id,cbe037a2-66cf-4e50-9065-af8cf7a7946e,cbe037a2-66cf-45e0-9065-af8cf7a7946e
1536.global_id,61940e87-c070-4dde-b1s47-b4bd1e7f5c56,61940e87-c070-4dde-b147-b4bd1e7f5c56
2247.stlnstlocname,MOHEGANAVE,MOHEGAN AVE
264.routeid,5S-,5-S
2261.townname,BRISvTOL,BRISTOL
1094.townname,FAIRFIvELD,FAIRFIELD
811.stlnstlocname,CONNeECTICUT AVE,CONNECTICUT AVE
2231.global_id,8ab66fb1-bca0-4a8b1-ac65-e60edfdfbc2b,8ab66fb1-bca0-48b1-ac65-e60edfdfbc2b
1631.xsp,EV,REV
1749.townname,GUILFORfD,GUILFORD
660.townname,DARIaEN,DARIEN
2089.global_id,f0d7fadf-ba1e-481d-b399-b6e1f86edbff***,f0d7fadf-ba1e-481d-b399-b6e1f86edbff
729.xsp,CONwT,CONT
2138.xsp,CNOT,CONT
1896.xsp,ERV,REV
491.global_id,52c1334-84d6-4d58-8f4e-e3136c3df760,52c13334-84d6-4d58-8f4e-e3136c3df760
1358.routeid,151N,151-N
284.routeid,86-E,816-E
144.townname,NORTH STOINGTON,NORTH STONINGTON
1853.stlnstlocname,ALBAN YTPKE,ALBANY TPKE
2317.townname,VON,AVON
277.global_id,a6431bb7-fcb8-40d3-9e15-5b3b14a7235,a6431bb7-fcb8-40d3-9e15-5b3b14a72325
1312.townname,IDDLETOWN,MIDDLETOWN
637.routeid,81-E,810-E
1734.xsp,CONrT,CONT
1793.townname,MIDDLETWN,MIDDLETOWN
1021.townname,NOTRH STONINGTON,NORTH STONINGTON
1441.global_id,a8b05d7-9ba8-46e5-bc84-96e9432a3afb,a8b05da7-9ba8-46e5-bc84-96e9432a3afb
487.xsp,COaNT,CONT
594.routeid,u434-E,434-E
656.stlnstlocname,NORTH MANI ST,NORTH MAIN ST
798.townname,WOODuBURY,WOODBURY
1247.global_id,689cb403-4137-4755-9080-9edeaf6c745d,689cb403-4137-4575-9080-9edeaf6c745d
448.routeid,14-2E,142-E
2067.routeid,38-E,138-E
606.stlnstlocname,MARTIN LUTHER ING DR,MARTIN LUTHER KING DR
336.routeid,1S-,1-S
604.townname,WATERBUhRY,WATERBURY
2091.routeid,718-mN,718-N
2525.stlnstlocname,NOTT WHY,NOTT HWY
1182.xsp,CNT,CONT
2124.xsp,CkONT,CONT
976.xsp,CNOT,CONT
1847.townname,NEWt HAVEN,NEW HAVEN
1007.global_id,fbdec0cf-cf91-j41da-be63-11a46c35b4dd,fbdec0cf-cf91-41da-be63-11a46c35b4dd
2.townname,NEW LONDN,NEW LONDON
76.xsp,OCNT,CONT
1231.routeid,72-7N,727-N
424.global_id,88d22222-65a0-4100-8477-96848f4ff9dc,88d22222-65a0-4100-8477-9684f84ff9dc
321.xsp,RV,REV
2459.xsp,CNT,CONT
795.stlnstlocname,HOTCHKISS GROVE RtD,HOTCHKISS GROVE RD
1026.townname,SEYhMOUR,SEYMOUR
685.global_id,2aac84ebefc2-480c-a996-dd308d9522bc,2aac84eb-efc2-480c-a996-dd308d9522bc
1252.routeid,4-E,74-E
649.xsp,COT,CONT
741.routeid,18-E,218-E
817.xsp,COdNT,CONT
523.townname,SOUTHINGxTON,SOUTHINGTON
1475.xsp,ONT,CONT
528.routeid,3-4E,34-E
1042.stlnstlocname,BRANFORD CONNECTRO,BRANFORD CONNECTOR
1211.routeid,q12-N,12-N
1931.xsp,CONlT,CONT
265.stlnstlocname,AEST RIVER DR EXT,EAST RIVER DR EXT
858.global_id,49862081-c037-4d25-36a-4fe08067ebf5,49862081-c037-4d25-836a-4fe08067ebf5
1389.routeid,6E-,6-E
2200.routeid,80E,80-E
698.xsp,EV,REV
931.global_id,10fedf35-6364-457d-b293-52985875624,10fedf35-6364-457d-b293-529858375624
1018.global_id,b7c81cea-d72-458c-a0b2-83a31560fce2,b7c81cea-d7e2-458c-a0b2-83a31560fce2
2014.stlnstlocname,WILIMANTIC RD,WILLIMANTIC RD
192.xsp,CmONT,CONT
1215.global_id,130d479d-16ae-42b5-bdd5-d0a0b8a0b71,130d479d-16ae-42b5-bdd5-d0aa0b8a0b71
2056.routeid,3x2-N,32-N
1832.townname,PLAINVILEL,PLAINVILLE
1953.townname,EASaT WINDSOR,EAST WINDSOR
1148.routeid,138-N,183-N
2275.townname,MILORD,MILFORD
217.xsp,ONT,CONT
742.stlnstlocname,HALL BLDV,HALL BLVD
682.xsp,ONT,CONT
1685.routeid,f6-E,6-E
48.xsp,jLOG,LOG
2029.townname,BRIDGPEORT,BRIDGEPORT
79.routeid,159-bN,159-N
2530.global_id,c3cb045e-17d4-4f25-8264-8ed5bd48cbd3c,c3cb045e-17d4-4f25-8264-8e5bd48cbd3c
1386.routeid,911-N,191-N
1474.stlnstlocname,CRYSTAL VE,CRYSTAL AVE
126.townname,BROOKFEILD,BROOKFIELD
2376.global_id,50ecfa02-1a3a-4665-98fx5-0308341dc557,50ecfa02-1a3a-4665-98f5-0308341dc557
2555.routeid,254r-N,254-N
2094.townname,TOMASTON,THOMASTON
950.xsp,OG,LOG
1327.xsp,ONT,CONT
2569.stlnstlocname,BALIEYVILLE RD,BAILEYVILLE RD
304.townname,PLAINVILE,PLAINVILLE
2559.townname,nHADDAM,HADDAM
2547.global_id,a28e5d1b-9cf-4a76-bd01-4b3457ea70e7,a28e5d1b-e9cf-4a76-bd01-4b3457ea70e7
1383.routeid,j19-N,19-N
1803.global_id,1577fecb-01b0-44e9-a31f-2c4b58000cde,1577fecb-0b10-44e9-a31f-2c4b58000cde
1728.global_id,74cdd0da-42a0-41d7-84f1-c97bdd873de5,74cd0dda-42a0-41d7-84f1-c97bdd873de5
2395.routeid,-1N,1-N
2037.stlnstlocname,BLACK RCK TPKE,BLACK ROCK TPKE
354.stlnstlocname,KINGS HIGHWAYx CUTOFF,KINGS HIGHWAY CUTOFF
165.xsp,COTN,CONT
1878.townname,BURLIGTON,BURLINGTON
1066.stlnstlocname,NObRWICH - SALEM TPKE,NORWICH - SALEM TPKE
2356.routeid,912-W,921-W
1359.routeid,15-1N,151-N
904.townname,WESjTPORT,WESTPORT
2169.xsp,zREV,REV
1140.routeid,i101-E,101-E
797.global_id,e8be1dc6-c58-4c80-8f41-da28f4ad8c54,e8be1dc6-1c58-4c80-8f41-da28f4ad8c54
2120.routeid,032-E,302-E
1596.xsp,COTN,CONT
1930.global_id,35d20aaa-c1ee-444d-a554-eeb634ca0655,35d20aaa-c1ee-444d-a554-eeb364ca0655
2363.xsp,CmONT,CONT
503.global_id,ae2fcafd-c7hfc-4f4f-8d65-5a2bfde1b6e3,ae2fcafd-c7fc-4f4f-8d65-5a2bfde1b6e3
1498.townname,WINCEHSTER,WINCHESTER
1970.townname,ENW LONDON,NEW LONDON
2046.global_id,f6a9a525-e513409d-8718-4169f311e1d6,f6a9a525-e513-409d-8718-4169f311e1d6
1604.global_id,a71cde2e-oe98d-4343-b23a-c4eb37fcd536,a71cde2e-e98d-4343-b23a-c4eb37fcd536
815.townname,NEW HvAVEN,NEW HAVEN
332.stlnstlocname,NORHT AVE,NORTH AVE
