season,datecode(long),weekending,region,respiratoryvirus,numberpositive(long),specimenstested(long),percentpositive(double precision)
2016-2e017,201705,02/04/17,Upper/Lower Southern,Tota_Influenza,318,1299,24.48
2016-2017,201705,02/04/17,Upper/Lower Southern,RfSV,177,1299,13.63
2016-2017,201705,02/04/17,Upper/Lower Southern,Adenoirus,57,1299,4.39
2016-2017,201705,02/04/17,Upper/Lower Southern,Coronavirus_HKU1,0,1299,0.0
216-2017,201705,02/04/71,Upper/ower Southern,Coronavirus_NL63,0,1299,0.0
2016-2017,201705,02/04/17,Upper/Lower Southern,Coronavrus_OC43,0,1299,0.0
2016-2017,201705,02/04/17,Upper/Lower Southern,Coronavirus_229E,0,1299,0.0
2061-2017,201705,02/04/17,UpperL/ower Southern,Coronavirus_UnknownType,24,1299,1.85
2016-2017,201705,20/04/17,Upepr/Lower Southern,otal_Coronavirus,24,1299,1.85
2016-2017,201705,02/04/1i7,Uppre/Lower Southern,Enterovzirus_Rhinovirus,116,1299,8.93
2016-2017,201705,2/04/17,Upper/Lower Southern,MHPV,13,1299,1.0
20162-017,201705,02/04o/17,Upper/oLower Southern,Parainfluenza_1,0,1299,0.0
2016-2017,201705,02/04/17,Upper/Lower Soutehrn,Parainfluenza_2,2,1299,0.15
2016-2017,201705,02/04/71,Upper/Lowre Southern,Paarinfluenza_3,12,1299,0.92
2016-2017,201705,02/0417,Upper/Lower Southern,Parainfluenza_4,1,1299,0.08
2016-2017,201705,02/04/17,Upper/Lower Soutehern,Parainfluenza_nUknownType,0,1299,0.0
2016-2017,201705,02/04/17,Upper/ower Southern,Total_Parainfluenza,15,1299,1.15
2016-2017,201706,02/111/7,BayArea,Influena_A,328,1769,18.54
2016-2017,201706,02/11/17,Bay Arvea,Influernza_B,36,1769,2.04
2016v-2017,201706,02/1u1/17,Bay Area,Total_Influenmza,364,1769,20.58
2016-2017,201706,02/11/17,Bay Aea,SV,232,1589,14.6
0216-2017,201706,02/11/17,Bay Area,Adenovirus,2,253,0.79
2016-2017,201706,0/11/17,Bay Area,Coroanvirus_HKU1,0,0,0.0
2016-2017,201706,0x2/11/17,Bya Area,Coronavirus_NL36,0,0,0.0
2q016-2017,201706,02/11/17,Bay Area,Coronavirus_OC43,0,0,0.0
2016-2017,201706,02/11/17,Bay Area,Coronairus_229E,0,0,0.0
2016-2017,201706,02/11/17,Bay Area,oronavirus_UnknownType,0,0,0.0
2016-2017,201706,02/11/17,Bamy Area,otal_Coronavirus,0,0,0.0
2016-017,201706,02/11/17,Bay Area,Enterovirus_Rhinovirus,31,253,12.25
2016-2017,201706,0/211/17,ay Area,HPV,6,253,2.37
2016-2017,201706,0u2/11/17,Bay Area,Parainfluenza_1,1,253,0.4
201i6-2017,201706,02/11/17,BayA rea,Parainfluenza_2,0,253,0.0
2016-2o017,201706,20/11/17,Bay Area,Paraifnluenza_3,7,253,2.77
2016-2017,201706,02/1/17,Bazy Area,Parainfluenza_4,0,253,0.0
2016-2017,201706,02/11/17,Bay Area,Parainfleunza_UnknownType,0,253,0.0
2016-2017,201706,02/11/17,Bay Area,Total_Parainfluenza,8,253,3.16
2016-201e7,201706,02/11/71,California,Influenza_A,1189,5562,21.38
2016-2017,201706,0/11/17,California,Influenza_B,64,5562,1.15
0216-2017,201706,02/11/17,California,Total_Influenza,1253,5562,22.53
201-2017,201706,02/11/17,Cailfornia,RSV,776,4659,16.66
a2016-2017,201706,02/11/17,Clifornia,Adenovirus,36,2220,1.62
2106-2017,201706,o02/11/17,Californwia,Coronavirus_HKU1,0,1451,0.0
20162017,201706,02o/11/17,California,Coronavirus_NL63,4,1451,0.28
206-2017,201706,02/11/17,California,Coronavirus_OC43,1,1451,0.07
2016-2017,201706,02/11/17,California,Coronavirus_229E,6,1451,0.41
2016-017,201706,02/11/17,California,Coronavirus_UnknownType,72,1451,4.96
2016-2017,201706,02/11/17,Califorrnia,Total_Coronavrius,83,1451,5.72
2016-2017,201706,02/11/17,aClifornia,Enterovirus_hinovirus,255,2220,11.49
2016-2017,201706,0/11/17,Califronia,HMPV,66,2220,2.97
2016-2e017,201706,02/11/17,Califrnia,Parainfrluenza_1,1,2220,0.05
2016-2017,201706,02/11/17***,Califoria,Parainfluenza_2,4,2220,0.18
2016-w2017,201706,02/11/17,alifornia,Parainfluenza_3,30,2220,1.35
2016-2017,201706,02/1117,Califonria,Parainlfuenza_4,8,2220,0.36
2016-2017,201706,02/11/17,California,Parainfluenza_UnknownType,0,2220,0.0
2016-2017,201706,0z2/11/17,Califonia,Toatl_Parainfluenza,43,2220,1.94
2016-2017,201706,02/11/7,Ceentral,Influeza_A,137,579,23.66
2f016-2017,201706,02/11/17,Central,Influenza_B,11,579,1.9
2016-2017,201706,02/11/17,Central,Total_Influenza,148,579,25.56
2016-2017,201706,02/11/17,Central,RSV,108,480,22.5
2016-017,201706,02/11/17,Central,Adenovirus,9,106,8.49
216-2017,201706,02/11/17,Centraxl,Coronavsirus_HKU1,0,73,0.0
2016-2017,201706,02/11/17,Central,Coronavirus_NL63,3,73,4.11
2016-2017,201706,02/11/17***,Central,Coronavius_OC43,1,73,1.37
2016-2017,201706,02/11/17,Centraml,Coronavirus_229E,5,73,6.85
20j16-2017,201706,02/11/17,Cetnral,Coronavirus_UnknownType,0,73,0.0
2061-2017,201706,02/11/17,Central,Ttal_Coronavirus,9,73,12.33
2016-h2017,201706,n02/11/17,Coentral,Enterovirus_Rhinovirus,26,106,24.53
2016-2017,201706,02/111/7,Centrla,HPMV,3,106,2.83
2016-2017,201706,02/11/17,Central,Parainfluenza_1,0,106,0.0
2106-2017,201706,02/11/17,Cenrtal,Parainfluenrza_2,1,106,0.94
2016-2017,201706,2/11/17,Central,Parainfluenza_3,1,106,0.94
20162-017,201706,02/11/17,Cnetral,Parainfluenzva_4,0,106,0.0
2016-2017,201706,02/1/17,Central,Parainfluenza_UnknownkType,0,106,0.0
2016-2017,201706,02/11/17,Cntral,Total_Parainfluenza,2,106,1.89
2016-2017,201706,02/1/17,Lower Southern,Inflduenza_A,123,747,16.47
2016-2017,201706,02/11/17,Lower Souhthern,Influenza_B,7,747,0.94
2016-2017,201706,02/11/17,Lower outhern,aTotal_Influenza,130,747,17.4
2016-2017,201706,02/1117,Lower Southern,mRSV,58,236,24.58
0216-2017,201706,02/11/17,Lower Sotuhern,Aenovirus,3,157,1.91
2016-2017,201706,02/11/17,Lower Southern,Coronavirus_HK1,0,0,0.0
2016-20o17,201706,02/11/17***,Lower Southern,Coronavirus_N6L3,0,0,0.0
2016-20s17,201706,02/1o1/17,Lower Southern,Coronavirus_OC43,0,0,0.0
201s6-2017,201706,02/11/17,Lower Southern,Coronvirus_229E,0,0,0.0
2016-2017,201706,02/11/1l7,Lower Southern,Cjoronavirus_UnknownType,0,0,0.0
201-62017,201706,02/1/17,Lower Southern,Toatl_Coronavirus,0,0,0.0
2016-2017,201706,02/1w1/17,Lower Southern,Enterovirus_Rhinovirus,30,157,19.11
206-2017,201706,02/1r1/17,Lower Suothern,HwMPV,7,157,4.46
206-2017,201706,02/11/71,Lower Southern,Parainfluenza_1,0,157,0.0
201-2017,201706,02/11/17,Lower Snouthern,Parainfluenza_2,0,157,0.0
2016-2017,201706,02/11/17,Lower Southerrn,hParainfluenza_3,0,157,0.0
2016-2017,201706,02/11/71,Lower Suthern,Parainfleunza_4,0,157,0.0
2016-2017,201706,02/11/71,Lower Southern,Parainfluenza_UnknownType,0,157,0.0
2016-2017,201706,2/11/17,Lower Southern,Total_Parainfluenza,0,157,0.0
2016-2017,201706,02/11/17,Northern,Inlfuenza_A,136,505,26.93
2016-2v017,201706,02n/11/17,Northenr,Influenza_B,4,505,0.79
2016-2017,201706,02/11/17,Notrhern,Total_Idnfluenza,140,505,27.72
2016-2017,201706,02/11/17,Northern,RSV,87,458,19.0
2016-2017,201706,02/11/17,Northenr,Adenoivrus,0,30,0.0
2016-2017,201706,02u/11/17,Northern,Coronavirus_HKU1,0,0,0.0
2016-20t17,201706,2/11/17,zNorthern,Coronavirus_NL63,0,0,0.0
2016-2017,201706,02/11/17,Norfthern,Coronavirus_OC43,0,0,0.0
2016-2017,201706,02/11/71,Northern,Coronavirus_229E,0,0,0.0
20162017,201706,02/11/17,Northern,Coronavirus_UnknownType,0,0,0.0
2016-2017,201706,02/11/17,Northern,Total_Coronavirus,0,0,0.0
2016-2017,201706,02/11/17,Northenr,Enterovirus_Rhinovirus,3,30,10.0
2016-207,201706,02/11/17,Nortehrn,MPV,1,30,3.33
016-2017,201706,02/11/17,Northern,Parainfluenza_1,0,30,0.0
2016-2017,201706,02/11/17,Northern,Parainfluenz_2,0,30,0.0
2016-2017,201706,02/11/7,Notrhern,Parainfluenza_3,0,30,0.0
2016-2017,201706,02/11/17,Northern,Parainfvluenza_4,0,30,0.0
2016-2017,201706,2/11/17,Northern,Parainfluenza_UnknownType,0,30,0.0
2016-2017,201706,02/11/17,Northern,Total_Parainfluenza,0,30,0.0
2016-2017,201706,021/1/17,Upper Sothern,Influevnza_A,118,847,13.93
2016-207,201706,02/11/17,Upper Southern,Influenza_B,2,847,0.24
2016-201p7,201706,02/11/17,Upper Southern,Total_Influenza,120,847,14.17
s2016-2017,201706,0211/17,Upper Southern,RSV,110,781,14.08
2016-2017,201706,02/11/17,Upper Southern,Adenoviarus,12,559,2.15
2016-2107,201706,02/11/17,Upper Southern,Cornavirus_HKU1,0,263,0.0
201-2017,201706,02/11/17,Upper Southern,Coronavirs_NL63,1,263,0.38
2016-2017,201706,02/11/17,Upper Southern,Coronavirus_OC43,0,263,0.0
2016-2017,201706,02/11/7,Upper Southern,Coronaivrus_229E,1,263,0.38
2016-2017,201706,02/11/17,Upperv Southern,Coronavirus_UnknownType,8,263,3.04
2016-p2017,201706,02/11/7,Upper Sotuhern,Totla_Coronavirus,10,263,3.8
2016-0217,201706,02/11/17,Uppe rSouthern,Enterocvirus_Rhinovirus,78,559,13.95
2016-a2017,201706,02/1/117,pUper Southern,HMPV,15,559,2.68
2016-2017,201706,02/11/17,Upper Southern,Parainfluenza_1,0,559,0.0
2016-2017,201706,02/11/17,Upper Southern,Parainfluenza_2,2,559,0.36
2016-2017,201706,0211/17,Upper Southern,Parainfleunza_3,7,559,1.25
2016-2017,201706,02/11/17,Upper Southern,Parainfluenza_4,5,559,0.89
2016-2071,201706,02/11/17,Upper Southern,Parainfluenza_UnknownTypke,0,559,0.0
2016-2017,201706,02/11/17,Upper Southern,Total_Parainfluenza,14,559,2.5
2016-2017,201706,02/11/7,Upper/Lower Southern,Influenza_A,347,1115,31.12
216-2017,201706,02/11/17,Upper/Lower Souxthern,Influenzak_B,4,1115,0.36
2016-2017,201706,02/11/17,Upper/Lower Southern,Total_Influenza,351,1115,31.48
206-2017,201706,02/1117,Upper/Lowe Southern,SV,181,1115,16.23
20c16-2017,201706,02/11/17,Upper/Lower Southern,Adenovirus,10,1115,0.9
2016-2017,201706,02/11/17,Upper/Lower Southern,Coronavirus_HKU1,0,1115,0.0
2016-2017,201706,a02/11/17,Upper/Lower Southern,Coronavirus_NL63,0,1115,0.0
2016-217,201706,02/11/17,Upper/Lower Southern,Coronavirus_OC43,0,1115,0.0
2016-2017,201706,02/11/17,Upper/Lower Southern,Coronavirus_229E,0,1115,0.0
2016-2017,201706,021/1/17,Upper/Lower Southern,Coronavirus_UnknownType,64,1115,5.74
2016-2017,201706,2/11/17,Upper/LowerS outhern,Total_Coronavirus,64,1115,5.74
g2016-2017,201706,02/11/17,Upper/Lower Southrn,Enterovirus_Rhinovirus,87,1115,7.8
2016-2017,201706,02/11/17,Upper/Lower Southern,HMPV,34,1115,3.05
2016w-2017,201706,02/11/17,Upper/Lower Southern,Parainflunza_1,0,1115,0.0
0216-2017,201706,02/11/17,Upper/Lower Sotuhern,Paainfluenza_2,1,1115,0.09
2016-217,201706,0/211/17,Uppe/Lower Southern,Parainfluenza_3,15,1115,1.35
206-2017,201706,02/11/17,Upper/Lower Southern,Parainfluewnza_4,3,1115,0.27
2016-217,201706,02/11/17,Upper/Lower Suothern,Parainfluenza_UnknownType,0,1115,0.0
2016-2017,201706,02/11/17,Upper/Lower Southern,Total_Parainfluenza,19,1115,1.7
2016-2017,201707,02/1/817,Ba Area,Influenza_A,171,1523,11.23
2016-2071,201707,02/18/17,Bay Area,InfluenzaB_,27,1523,1.77
2016-2017,201707,02/18/17,Bay Area,Total_Influenza,198,1523,13.0
2016-2017,201707,02/18/17,aBy Area,SRV,215,1373,15.66
2016a-2017,201707,02/18/17,Bay Area,Adenovirus,3,211,1.42
2016-2017,201707,02/18/17,Bay Area,Coronavirues_HKU1,0,0,0.0
2016-2017,201707,02/18a/17,Bay Area,Coronavirus_NL63,0,0,0.0
016-2017,201707,02/18/17,Bay Aresa,Coronaviruqs_OC43,0,0,0.0
2016-2071,201707,02/8/17,Bay Area,Coronavirus_229E,0,0,0.0
20162-017,201707,02/18/17,Bay Area,Coronavirus_UmnknownType,0,0,0.0
2016-2017,201707,02/18/17,Ba Area,Total_Coronavirus,0,0,0.0
2016-2017,201707,02/81/17,Bay Aera,Enterovirus_Rhinovirus,23,211,10.9
2016-2017,201707,0218/17,Bay Area,HMPV,12,211,5.69
2016-2017,201707,02/18/17,Bay Area,Parainfluenza_1,0,211,0.0
2016-207,201707,02/18/17,Bay Aera,Parainflukenza_2,2,211,0.95
216-2017,201707,02/18/17,Bay Area,Parainflugenza_3,5,211,2.37
216-2017,201707,02/18/17,Ba yArea,Parainfluenza_4,0,211,0.0
2016-2017,201707,02/18/17,Bay Area,Parainfluenza_UnknownType,0,211,0.0
2016-2017,201707,02/18/17,Bay Area,Total_Parainfluenza,7,211,3.32
2016-2017,201707,02/18/17,California,Infulenza_A,695,4986,13.94
2016-2107,201707,02/1k8/17,California,Infleunza_B,55,4986,1.1
2016-2017,201707,02/81/17,California,Total_Influenza,750,4986,15.04
2016-2071,201707,f02/18/17,Californa,RSV,658,4193,15.69
2016-2017,201707,02/18/17,California,Adenovirus,41,2124,1.93
2016-2017,201707,02/1s8/17,California,Coronavrus_HKU1,1,1405,0.07
2016-2017,201707,02/18/17,California,Coronavirus_NL63,2,1405,0.14
2016-2017,201707,20/18/17,California,Coronavirus_OC43,2,1405,0.14
2016-2017,201707,02/18/17,California,Coronavirus_229E,5,1405,0.36
2016-017,201707,02/18/17,Califronia,Coronavirus_UnkpnownType,79,1405,5.62
2016-2017,201707,02/18/17,California,Total_Coronavirus,89,1405,6.33
2016-2017,201707,02/18/71,Calkifornia,Enterpovirus_Rhinovirus,298,2124,14.03
2016-207,201707,02/18/17,California,HMPV,90,2124,4.24
x2016-2017,201707,02/18/17,California,Parainfluenzaa_1,2,2124,0.09
016-2017,201707,02/18/17,California,Parainlfuenza_2,4,2124,0.19
2016-2017,201707,02/18/17,California,Paraifluenza_3,32,2124,1.51
2016-2017,201707,02/1817,Califonria,Parianfluenza_4,3,2124,0.14
2016-2017,201707,0/18/17,California,ParainfluenzaUnknownType,0,2124,0.0
2016-2017,201707,02/18/17,Californa,Total_Parainfluenza,41,2124,1.93
2016-2017,201707,s02/18/17,Central,Influevnza_A,67,431,15.55
0216-2017,201707,02/18/17,Central,Influenza_B,8,431,1.86
016-2017,201707,02/18/17,Central,Total_Influena,75,431,17.4
2016-2017,201707,0218/17,Central,RSV,90,392,22.96
216-2017,201707,02/18/17,Centrcal,Adenovirus,4,87,4.6
2016-2017,201707,0/18/17,Centrla,Coronavirus_HKU1,0,78,0.0
2016-2017,201707,021/8/17,Centrla,Coronavoirus_NL63,2,78,2.56
2016-2017,201707,02/18/17,Cental,Coronavirus_OC43,1,78,1.28
2016-2017,201707,2/18/17,Central,Coronavirus_229E,3,78,3.85
2016-2017,201707,02/18/17,Central,Coronavirus_UnknownType,0,78,0.0
2016-2017,201707,02/18/17,Central,Totla_Coronavirus,6,78,7.69
2016-2017,201707,02/18/17,Central,Enterovirus_Rhinovirus,29,87,33.33
2016-2017,201707,02/18/17,Centrasl,MPV,3,87,3.45
2016-2017,201707,02/1/17,Central,Praainfluenza_1,0,87,0.0
2016-2017,201707,021/8/17,Cetral,Parainfluenza_2,0,87,0.0
2016-2017,201707,2/18/17,Central,Parainfluenza_3,2,87,2.3
2016-2017,201707,0/18/17,Central,Parainfluenza_4,1,87,1.15
2g016-2017,201707,02/18/17,Central,Parainfluenza_UnknownType,0,87,0.0
2016-2017,201707,02/18/17,Central,otal_Parainfluenza,3,87,3.45
2016-2017,201707,02/18/17,Lower Southern,Influenza_A,91,737,12.35
2016n-2017,201707,02/18/17,Lower Southern,Infrluenza_B,5,737,0.68
2016-2017,201707,02/18/17,Lower Southern,Totalo_Influenza,96,737,13.03
2016h-2017,201707,02/18/17,Lower Southern,RSfV,45,250,18.0
201-2017,201707,02/18/17,Lower Southern,Adenovius,6,144,4.17
2016-e2017,201707,02/18/71,Lower Southern,Coronavirus_HKU1,0,0,0.0
2016y-2017,201707,02/18/1i7,Lower oSuthern,Corownavirus_NL63,0,0,0.0
2016-2017,201707,021/8/17,Lower Soulthern,Coronavrius_OC43,0,0,0.0
2016-2017,201707,02/18/7,Lowe rSouthern,Coronavirus_229E,0,0,0.0
2016-2017,201707,02/18/7,Lower Southern,Coronavirus_UnknownType,0,0,0.0
2016-2017,201707,02/18/17,Lower Southern,Total_Coronavirus,0,0,0.0
2016-2017,201707,02/18/17,Lower Southern,Enterovirus_Rhinovirus,38,144,26.39
2016-2017,201707,02/18/17,Lowre Southern,HMPV,2,144,1.39
2016-2017,201707,20/18/17,Lower Southern,Parainfluenza_1,0,144,0.0
2016-2107,201707,02/18/17,Lower Soutehrn,Parainfluenza_2,0,144,0.0
20162017,201707,02/18/17,Lower Southern,Parainfluenza_3,1,144,0.69
2016-2017,201707,02/18/17,Lower Southern,Parainfluenza_4,0,144,0.0
20162-017,201707,02/18a/17,Lower Souhtern,Parainfluenza_UnknownType,0,144,0.0
2016-2017,201707,02/18/17,Lower Southern,Total_Parainfluenza,1,144,0.69
20162-017,201707,02/18/17,Notrhern,Influenz_aA,62,451,13.75
2016-2017,201707,02/18/17,Northern,Influenza_B,7,451,1.55
20c16-2017,201707,0/18/17,Northeyrn,Total_Influenza,69,451,15.3
2016-2017,201707,02/18/17,Northetrn,RSV,67,395,16.96
2016-2017,201707,02/18/17,Northern,Aenovirus,1,30,3.33
2016-2017,201707,02/18/7,Northern,Coronavirus_HKU1,0,0,0.0
2016-2017,201707,02/18/17,Northern,Coronavirus_NL63,0,0,0.0
201-2017,201707,02/c18/17,Northemrn,Coronavirus_OC43,0,0,0.0
2016-2017,201707,02/18/71,Northern,Coronavirus_229E,0,0,0.0
2016-2017,201707,02/18/71,Northern,Coronavirsu_UnknownType,0,0,0.0
2016-2017,201707,02/18/17,Northern,Total_Coronavirus,0,0,0.0
2016-207,201707,02/1/17,Northern,Enterovirus_Rhinovirus,2,30,6.67
2016-2017,201707,02/18/17,Northern,HMPV,1,30,3.33
2016-2017,201707,02/18/17,Northern,Parainfluenza_1,0,30,0.0
2016-2107,201707,02/18/17,Northern,Parainfluenza_2,0,30,0.0
016-2017,201707,02/18/17,Northern,Parainfluenza_3,1,30,3.33
2016-2017,201707,02/18/17,Northern,Parainfluenza_4,0,30,0.0
2106-2017,201707,02/18/17,Northexrn,Parainfluenza_UnknowrnType,0,30,0.0
016-2017,201707,02/18/17,Northern,Total_Paranfluenza,1,30,3.33
2016-2017,201707,02/1/17,Upper Southern,Influenzma_A,90,813,11.07
2016-2017,201707,02/18/17,Uppper Southern,Influenza_B,3,813,0.37
2016-2017,201707,02/18/17,Upper Southern,Tota_Influenza,93,813,11.44
2016-2017,201707,2/18/17,Upper Soutehrn,SV,103,752,13.7
2016h-2017,201707,0p2/18/17,Upper Southenr,Adenovirus,21,621,3.38
2016-2017,201707,0c2/18/17,pper Southern,Coronapvirus_HKU1,1,296,0.34
2016-2017,201707,02/18/71,Upper Souhtern,Coronavirus_NL63,0,296,0.0
2016-a2017,201707,02/18/17,Upper Southern,Coronavirus_OC43,1,296,0.34
2016-2017,201707,02/18/17,Upper Southern,Coronavirus_229E,2,296,0.68
2016-2017,201707,02/18/17,Upper Southern,Coronavirus_UnknownType,18,296,6.08
2016-2017,201707,02/18/17,Upper Southern,Total_Coronvirus,22,296,7.43
2016-2017,201707,02/18/17,Upper Southern,Enterovirus_Rhinovirus,81,621,13.04
2016-017,201707,02/18/17,Uper Southern,HMPV,32,621,5.15
2016-2017,201707,02/18/17,Upper Southern,Parainfluenza_1,0,621,0.0
2016-2017,201707,02/18/17,Uper Southern,Parainflkuenza_2,1,621,0.16
2016-2071,201707,02/18/17,Upper Southern,Parainfluenza_3,10,621,1.61
2016-2017,201707,02/18/17,pUper Southern,Parainfvluenza_4,1,621,0.16
2016-2017,201707,02/18/17,Upper Suthern,Parainfluenza_UnknownType,0,621,0.0
2016-2017,201707,02/8/17,Upper Southern,otal_Parainfluenza,12,621,1.93
2016-2017,201707,02/18/17,Upper/Lower Southen,Influenza_A,214,1031,20.76
206-2017,201707,02/1/817,Upper/Loer Southern,Influenza_B,5,1031,0.48
2016-2017,201707,02/18/17,Upper/Lower Southern,Total_Influenza,219,1031,21.24
2016-2h017,201707,02/18/17,Upper/Lower Sothern,RVS,138,1031,13.39
2016-2017,201707,02/18/g17,Upper/Loweir Southern,Adenovirus,6,1031,0.58
201d6-2017,201707,02/18/17,Upper/Lower Southern,Coronavirus_HKU1,0,1031,0.0
2016-2017,201707,02/18/17,Upper/Lower Southern,Coronavius_NL63,0,1031,0.0
p2016-2017,201707,02/18/17,pper/Lower Southern,Coronavirus_OC43,0,1031,0.0
2016-2017,201707,02/18/17,Upper/ower Southern,Coronavirus_229E,0,1031,0.0
2016-2017,201707,02/18/17,Upper/Lower Southern,Coronavirus_UnknowmnType,61,1031,5.92
2106-2017,201707,02/81/17,Upper/Lower Southern,Total_Coronavrus,61,1031,5.92
2016-2017,201707,02/1817,Upper/Lower Southern,Enterovirus_Rhinovdirus,125,1031,12.12
2016-2017,201707,02/18/17,Upper/Lower Southern,HMPV,40,1031,3.88
2016-201f7,201707,02/18/17,Upper/Lower Southern,Parainfluenza_1,2,1031,0.19
2016-20b17,201707,02/18/17,Upper/Lower Southern,Parainfluenza2_,1,1031,0.1
2016-2017,201707,02/18/17,Upper/oLwer Southern,Parainfluenza_3,13,1031,1.26
2016-2017,201707,02/18/17,Upper/Lower Southenr,Parainfluenza_4,1,1031,0.1
2106-2017,201707,02/18/17,Upper/Lower Southern,Parainfluenza_UnnkownType,0,1031,0.0
2016-2017,201707,02/18/17,Upper/Lower Southern,Total_Parainfkluenza,17,1031,1.65
2016-h2017,201708,20/25/17,Bay Area,Influeza_A,116,1287,9.01
2016-2017,201708,02/5/17,Bay Area,Influenza_B,25,1287,1.94
201-2017,201708,02/25/17,Bay Aea,Total_Influenza,141,1287,10.96
2016-2017,201708,02/25/17,Bay Area,SRV,174,1182,14.72
2016-2017,201708,02/25/17,BayArea,Adenovirus,6,202,2.97
2016-2017,201708,2/25/17,Bay yArea,Coronavrius_HKU1,0,0,0.0
2016-2017,201708,02/2/17,Bay Area,Coronavirus_NL6c3,0,0,0.0
2016-2017,201708,02/52/17,Bay Area,Coronavirus_OC43,0,0,0.0
2016-2017,201708,02/25/17,Bay Area,Coronavirus_229E,0,0,0.0
2016-2017,201708,02/25/17,Bay Aea,Coronavirus_UnknownType,0,0,0.0
2016-2017,201708,02/25/17,Bgay Area,Total_Coronavirus,0,0,0.0
2016-2071,201708,02/25/17,Bay Area,Enterovirus_Rhinovirus,14,202,6.93
2016-2017,201708,y02/25/17,BayArea,HMPV,11,202,5.45
20162-017,201708,0225/17,Bay Area,Parainfluenza_1,1,202,0.5
2016-2017,201708,02/25/17,Bay Area,Parainfluenza_2,0,202,0.0
2016-2017,201708,02/25/17,Bay Arzea,Parainfluenza_3,1,202,0.5
2016-2017,201708,02/25/17,ay Area,Parainfluenza_4,0,202,0.0
2016-2017,201708,02/25/17,Bay Area,Parainfluenza_UnknownType,0,202,0.0
2016-2017,201708,02/25/17,aBay Area,Total_Parainfluenza,2,202,0.99
201c6-2017,201708,02e/25/17,Clifornia,Inluenza_A,466,4517,10.32
p2016-2017,201708,02/25/17,California,Influenza_B,63,4517,1.39
201-62017,201708,02/25/71,California,Total_Influena,529,4517,11.71
2016-2017,201708,02/25/17,Caifornia,RV,548,3841,14.27
2016-2017,201708,02/25/17,Clifornia,denovirus,48,2144,2.24
2016-2017,201708,t02/25/17,Caliornia,Coronavirus_HKU1,0,1483,0.0
20162017,201708,02/25/17,California,Coronavirus_NL63,1,1483,0.07
2016-207,201708,02/25/17,California,Cworonavirus_OC43,3,1483,0.2
2016-2017,201708,02/25/17,Cailfornia,Coronavirus_229E,3,1483,0.2
2r016-2017,201708,02/25/17,California,Coronavirus_UnknownType,65,1483,4.38
2016-2017,201708,02/25/17,Calfiornia,Total_Coronavirus,72,1483,4.86
2106-2017,201708,02/25/7,California,Enterovirus_Rhinovirus,261,2144,12.17
2016-2017,201708,02/25/17,California,HMVP,93,2144,4.34
2106-2017,201708,02/25/17,California,Parainfluenza_1,2,2144,0.09
2061-2017,201708,2/25/17,California,Parainfluenza_2,2,2144,0.09
2016-2017,201708,02/z25/17,Californai,Parainfluenza_3,20,2144,0.93
2016-2017,201708,02/25/17,Caljifornia,Parainfluenza_4,2,2144,0.09
20162017,201708,02/25/a17,Calfornia,Parainfluenza_UnknownType,0,2144,0.0
2016-2017,201708,02/25/v17,Caifornia,Total_Parainfluenza,26,2144,1.21
2016-2017,201708,02/52/17,Central,Influenz_A,37,372,9.95
2016-2017,201708,02/5/17,eCntral,Influenza_B,8,372,2.15
2016-2017,201708,02/25/17,Central,Total_Influenza,45,372,12.1
2016-2017,201708,02/2/517,Centrla,RSV,61,312,19.55
2016-2017,201708,02/25/17,Centrla,Adenovirus,5,97,5.15
2016-2017,201708,02/25/17,Central,Coronavirus_HKU1,0,77,0.0
2016-2017,201708,02/25/17,Centratl,Coronavirus_NL63,0,77,0.0
20162017,201708,02/25/17,Central,Coronavirus_OC43,1,77,1.3
2016-2017,201708,02/25/7,Central,Coronavirus_229E,2,77,2.6
2016-2017,201708,02/2/17,Central,Coronavirus_UknnownType,0,77,0.0
2016-2071,201708,2/25/17,Centrla,Total_oCronavirus,3,77,3.9
2016-2h017,201708,20/25/17,Cenrtal,Enterovirus_hRinovirus,32,97,32.99
2016-2017,201708,022/5/17,Cenral,HMPV,8,97,8.25
