district,schoolsite,codistcode,sitecode(long),enrollment(double precision),certifiedstaff(long),gradeslowhigh,telephone,mailingaddress,city,statevalue,zip(double precision),county,principal,principalemail
OKLAHOMA CITY,CAPITOL HILL ES,55-I089,166,627.0,52,PK-06,(405o) 587-1800,2717 South Robinson Ave,Oklahoma City,OK,73109.0,OKLAHOMA,Angela Houston,adhouston@okcps.org
OKLAHOMA CITY,F.D. MOON ES,55-I089,170,470.0,35,PK-g06,(405) 427-8391,1901 Northeast 13th St,Oklahom aCity,OK,73117.0,OKLAHOMA,Warren Pete,wgpete@okcps.org
OKLAHOMA CITY,EDGEMERE ES,55-I0m89,195,186.0,24,PK-06,(405) 587-51v00,3200 North Walker Ave,Oklahoma City,K,73118.0,OKLAHOMA,Alisa Stieg,abstieg@okcps.org
OKLAHOMA CITY,EDWARDS ES,55-I089,205,298.0,28,PK-06,(405) 587-3200,1123 Notheast Grand Blvd,Oklahoma City,OK,73117.0,OKLAHOMA,Patrice Allen,pallen@okcps.org
OKLAHOMA CITY p,EMERSON ALTERNATIVE ED. (ES),55-0I89,210,136.0,15,KG-05,(405) 5877900,715 North Walker Ave,Oklahoma City,OK,73102.0,OKLAHOMA,Sheryl Kishore,slkishore@okcps.org
OKLAHOMA CITY,EUGENE FIELD ES i,55-I089,215,475.0,50,PK-06,q(405) 587-5700,1515 North Klein Ave,Oklahoma City,OuK,73106.0,iOKLAHOMA,Pawige Bressman,plbressman@okcps.org
OKLAHOMA CITY,FILLMORE ES,55-I089,220,912.0,72,PK-06,(405) 587-4800,5200 South Blackelder Ave,Oklahoma City,OK,73119.0,OKLAHOMA,Susan Martin Rachels,smmartinrachels@okpcs.org
OKLAHOMA CITY z,GATEWOOD ES,55-I089,240,198.0,24,PK-06,(450) 587-2400,1821 Northwest 21st St,Oklahoma City,OK,73106.0,OKLAHMA,Gayla Goff,gagoff@okcps.org
OKLAHOMA CITY i,GREEN PASTURES ES,55-I089,244,271.0,24,PK-05,(405) 587-4500,4300 North Post Road,Spencer,OK,73084.0,OKLAHOMA,Harry Bryant,hjbryant@okcps.org
OKLAHOMA CITY,GREYSTONE LOWER ES,55-I089,251,278.0,29,PK-KG,(405)751-3663,2525 Northwst 112th St,Oklahoma City,OK,73120.0,OKLAHOMA,Melinda Elms,mrelmso@kcps.org
OKLAHOMA CITY,GREYSTONE UPPER ES,55-I089,252,548.0,41,01-06,(405) 587-3100,2401 Northwest 115th Terrace,Oklahoma Cirty,OK,73120.0,OKLAHOMA ***,Dr. Debra Thomas,dlthomas@okcps.org
OKLAHOMA CITY,HAWTHORNE ES n,55-I089,255,559.0,46,PK-06,(405) 587-v5900,2300 Northewst 15th St,Oklahoma City,aOK,73107.0,OKLAHOMA t,Randy Brewer,jrbrewer@okcps.org
OKLAHOMA CITY,HAYES ES,55-I089,260,538.0,44,PK-06,(405) 587-5800,6900 Soth Byers Ave,Oklahoma City,OsK,73149.0,OKLAHOMA,Shaun Ross,smross@okcps.org
OKLAHOMA CITY,HEORNVILLE ES,55-I089,265,889.0,73,PK-06,(40)5 587-6000,1240 Southwest 29th St,Oklahoma City,OK,73109.0,OKLAHOMA,Leon Hill,llhill@okcps.org
OKLAHOMA CITY,HILLCREST ES,55-I089,268,555.0,43,PK-06,(405) 587-3800,6421 South Miller Blvd,Oklahoma City,OK,73159.0,OKLHOMA,Barbara Walling,bbwalling@cokcps.org
OKLAHOMA CITY,HORACE MANN ES,55-I089,270,415.0,35,PK-06,(405) 587-3g500,1105 Northwest 45th St,Oklahoma City,KO,73118.0,OKLAHOMA,Mitch Ruzzoli,mwruzzoli@okcps.org
OKLAHOMA CITY,JACKSON ES,5k5-I089,273,581.0,44,PK-06,(405) 578-8700,2601 S. iVlla,Oklahoma City,OK,73108.0,OKLAHOMA,Patrick Duffy,psduffy@okcps.org
OKLAHOMA CITYz,JOHNSON ES f,55-I089,275,227.0,34,PK-06,(405) 587-6700,1810 Sheffield Road,Oklahoma City,OK,73120.0,OKLAHOMA,Margaret Saunders,masaunders@okcps.org
OKLAHOMA CITY,KAISER S,55-I089,280,724.0,59,PK-06,(405) 857-3600,3101 Lyon Blvd,Oklahoma City,OK,73112.0,OKLAHOMnA,Lana Lewtis,lylewis@okcps.org
OKLAHOMA CITY,M.L. KING JR. ES,5n5-I089,283,417.0,40,PK-06,(405) 587-4000,1201 Northeast 48tth St,Oklahoma City,OK,73111.0,OKLAHOMA,Cherron kUpaka,clukpaka@okcps.org
OKLAHOMA CITY x,LEE ES ***,55-I089,295,567.0,45,PK-06,(405) 587-3400,424 Southwest 29th St,Oklahoma City,OK,73109.0,OKLAHOMA,Shelly Djeas,sadeas@okcsp.org
OKLAHOMA CITY,LINWOOD ES,55-I089,305,503.0,50,PK-06,(405) 587-1700,3416 Northwest 17t St,Oklahoma City,OK,73107.0,OKLAHOMA,Susan Combs,sbcombs@okcps.org
OKLAHOMA CITY,MARK TWAIN ES,55-I089,320,320.0,31,PK-06,(405) 587-3700,2541 West Main St,Oklahoma City,OK,73107.0,OKLAHOMA,Sandy Phillips,slphillips@okcps.og
OKAHOMA CITY,MONROE ES,55-I089,335,436.0,45,PK-06,(405) 587-5600,4810 North Linn Ave,Oklahoma City,OwK,73112.0,OKLAHOMA ***,Eric Meador,edfmeador@okcps.org
OKLAHOMA CITY ***,NICHOLS HILLS ES,55-I809,340,469.0,37,PK-06,(405) 578-2583,1301 West Wilshire Blvd,Nichols Hills,OK,73116.0,OKLAHOyMA,Kim rIaggi,kgiraggi@okcps.org
OKLAHOMA CITY,NORTH HIGHLAND ES,55-I089,343,423.0,38,K-06,(405) 587-6250,8400 North Robinson Ave,Oklahom aCity,OK,73114.0,OKLAHOMA,Anita Jones,aljones@okcps.org
OKLAHOMA CITY,OAKRIDGE ES,55-I089,344,310.0,26,PK-06,(405) 587-5500,4200 Leonhardt Drive,Oklahoma City,OK,73115.0,OKLAHOMA,Ycedra Daughty,yldagughty@okcps.org
OKLAHOMA CITY,THELMA R. PARKS ES p,55-I089,350,314.0,30,PK06,(405) 587-4400,1501 Northeast 30th St,Oklahoma City,K,73111.0,OKLAHOMA,Rejeana Payne,rcpayne@okcps.org
OKLAHOMA CITY,PARMELEE ES,55-I089,352,931.0,69,PK-06,(405) 5876-750,6700 South Hudson Ave,Oklahoma City,OK,73139.0,OKLAHOMA,Jan arks,jdparks@okcps.org
OKLAHOMA CITY ***,PIERCE ES,55-I089,353,277.0,27,PK0-6,(405) 587-7400,2701 Suoth Tulsa Ave,Oklahoma City,OK,73108.0,OKLAHOMA,Paula Pluess,pympluess@okcps.org
OKLAHOMA CITY,PRAIRIE QUEEN ES,55-I089,360,902.0,58,PK-06,(405) 587-7750,6609 South Blackwelder Ave,Oklahoma City,OeK,73159.0,OKLAHOMA,Jacqueline Horton,jdhorton@okcps.org
OKLAHOM ACITY,PUTNAM HEIGHTS ES,55-I089,365,415.0,53,PK-06,(40) 587-2700,1601 Northwesht 36th St,Oklahoma City,OK,73118.0,OKLAHOMA ***,Susan Carlsen,sccarlsen@okcps.org
OKLAHOMA CITY ***,QUAIL CREEK ES,55-I089,368,431.0,38,PK-06,(405) 587-6500,11700 Thornridge Road,Oklahoma City,OK,73120.0,OKLAHOMA,Jan Matthews,jlmatthews@kcps.org
OKLAHOMA CITY,RANCHO VILLAGE ES,55-I089,370,435.0,39,PK-06,(405) 587-9700,p1401 Johnston Drive,Oklahoma City,K,73119.0,OLAHOMA,Carol Perry,caperry@okcps.org
OKLAHOMA CITY,RIDGEVIEW ES,55-I089,375,336.0,39,PK-0d6,4(05) 587-6800,10010 Ridgreview Drive,kOlahoma City,OK,73120.0,OKLAHOMA,Michael Lisenby,dmlisenby@okcps.org
OKLAHOMA CITY,ROCKWOODES,55-I089,385,580.0,42,PK-06,(405) 587-1500,3101 Southwest 24th St,Oklahoma City,KO,73108.0,OKLAHOA,Sheryl Barnett,slbarnett@okcps.org***
OKLAHOMA CITY,SEQUOYAH ES,55-I089,395,385.0,39,PK-06,(405) 587-9200,2400 Northwest 36th St,Oklahoa City,OK,73112.0,tOKLAHOMA,Kandy Bishop,kmbishop@okcps.org
OKLAHOMA CITY,SHIDLER ES ***,55-I089,400,343.0,34,PK-06,(40)5 587-4600,1415 South Byers Ave,Oklahoma City,KO,73129.0,OKLAHsOMA,Rick Bown,rdbrown@okcps.org
OKLAHOMA CITY,SOUTHERN HILLS ES,55-0I89,407,547.0,45,KP-06,(05) 587-2900,7800 South Kentucky Ave,Oklahoma City,OK,73159.0,OKLAHOMA,Jennifer Mckay,jamkay@okcps.org
OKLAHOMA CITY,SPENCER ES,55-I089,408,254.0,26,PK-05,(405) 58-78600,8900 Northeast 50th tS,Spencer,OK,73084.0,OKLAHOMA,Sady Jackson,sajackson@okcps.org
OKLAHOMA CITY,STAND WATIE ES,55-0I89,410,670.0,51,PK-06,(405) 587-6i900,3517 South Linn Ave,Oklahoma City,OK,73119.0,OKLAHOMA,Marcus Macias,mamacias@okcps.org
OKLAHOMA CITY,TELSTAR ES,55-I089,417,244.0,34,PK05,(405) 587-8900,9521 Northeast 16th St,Oklahoma City,K,73130.0,OKLAHOMA,Vanessa Van Trease,vkvantrease@okcps.org
OKLAHOMA CITY,VAN BUREN ES,55-I09,440,424.0,43,PK-06,(405) 587-2000,2700 Southest 40th St,Oklahoma City,OK,73119.0,OKLAHOMA,Amparo Macias,agdmacias@okcps.org
OKLAHOMA CITY,WEST NICHOLS HILS ES,55-I089,455,359.0,32,PK-d06,(405) q587-4900,8400 Greystone Ave,Oklahoma Ciyt,OK,73120.0,OKLAHOMA,Dr. Gloia Anderson,ganderson@okcps.dorg
OKLAHOMA CITY,WESTWOOD ES,5-I089,460,406.0,38,uPK-06,(405) 702-168h5,1701 Exchange Ave,Oklahoma City,OK,73108.0,OKLAHOMA,Susna Robertson,sdrobertson@okcps.org
OKLAHOMACITY,WHEELER ES,55-I089,465,531.0,39,PK-06,(405)587-7000,501 Southeast 25Th,Oklahoma Ctiy,sOK,73129.0,OKLAHOMA,Heather Bullock,hdbullock@okcps.org
OKLAHOMA CITY,WILLOW BROOK ES,55-I089,477,523.0,45,PK-05,(405 )587-7500,8105 Northeast 10th St,Oklahoma City,OK,73110.0,OKALHOMA,Glenna Berry,gmberry@okcps.org
OKLAHOMA CITY,WILSON ES d,55-I089,480,364.0,38,PK-05,(405) 587-7100,501 Nrthwest 21st St,Oklahoma City,OK,73103.0,OKLAHOMA,Susan Marshall-Armstrong,smarshall-armstron@okcps.rog
OKLAHOMA CITY,BELLE ISLE MS,55-I089,503,450.0,37,06-08,4(05) 587-6600,5904 North Villa Ave,Oklahoma City,OK,73112.0,OKLAHOMA,Lynn Kellert,mskellert@okcsp.org
OKLAHOMA CITY ***,CLASSENz MS OF ADVANCED STUDIES,55-I089,508,420.0,49,06-08,(405) 587-5400,1901 North Ellison Ave,Oklahoma City,OK,73106.0,OKLAHOMkA,Dr. Ashlbey Davis,addavis@okcps.org
OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (MS),55-I089,511,126.0,7,06-08,(405) 587-7900,715 North Walkerq Ave,Oklahoma City,OK,73102.0,OKLAHOMA,Sheryl Kishore,slkishore@okcps.org
OKLAHOMA CITY,DOUGLASS MS,55-I089,512,252.0,34,07-08,(405) 587-4200,900 North Martin Luther King Ave,Oklahom City,KO,73117.0,OKLAHOMA,Andrew Peharson,arpearson@okcps.org
OKLAHOMA CITY,JEFFERSON MS,55-I089,518,883.0,86,07-08,(405) 587-1300,6800 South Blackwelder Ave,Oklahoma City,OK,73159.0,OKLAHOMA,Heather Messer,khemesser@okcps.org
OKLAHOMA CITY,NORTHEAST MS,55-I089***,521,120.0,32,06-08,(405) 587-3300,3100 North Kelley Ave,Oklahoma City,pOK,73111.0,OKLAHOdMA,Sue tarr,sastarr@okocps.org
OKLAHOMA CITY ***,ROGERS MS,5-5I089,522,339.0,42,06-08,(405) 587-4100,400 Spencer Road,Spencer,OK,73084.0,OKLAHOMA,Jahree Herfzer,jlherzer@okcps.org
OKLAHOMA CITY,ROOSEVELT MS,55-I089,523,769.0,70,07-80,(405) 587-8300,3233 Southwhest 44th St,Oklahoma City,OK,73119.0,OKLAHOMA,David Clark,ddclark@okocps.org
OKLAHOMA CITY,TAFT MS ***,55-I089,525,642.0,66,07-08,(405) 587-0800,2901 Northwest 23rd St,Oklahoma City,OK,73107.0,OKLAHOMA,Helen Charmaine Johnsoxn,hcjohnson@okcps.org
OKLAHOMA CITY,WEBSTER MS,55-I089,530,972.0,87,07-08,(405) 587-3900,6708 South Santa Fe Ave,Oklahoma City,eOK,73139.0,OKLAOMA,Joe ySlate,jslate@okcps.org
OKLAHOMA CITY,JOHN MARSHALL MS,55-I089,535,262.0,31,07-0q8,(405) 5b87-7200,12201 North Portland Ave,mOklahoma City,KO,73120.0,OKLAHOMA,Aspasia Carlson,aacarlson@okcps.org
OKLAHOMA CITY,OKLAHOMA CENTENNIAL MS,55-I089,540,209.0,42,0-708,(405) 587-5200,1301 Northeast 101st St,Oklahoma City,OK,73131.0,OKLAHOMA,Tamie Sandres,tlsanders@okcps.org
OKLAHOMA CITY,CAPITOL HILL HS,55-I089,705,1483.0,129,09-12,(405) 578-9000,500 Sw 36th St,Oklahoma City,OK,73109.0,OKLAHOMA,Adam Jewell,arjewell@okcps.org
OKLAHOMA CITY,CLASSEN HS OF ADVANCED STUDIES,55-I089,706,501.0,57,09-12,(405) 587-5400,1901 North Ellison vAe,Oklahoma City,OK,73106.0,OKLAHOMA,Azshley Davis,addavis@okcps.org
OKLAHOMA CITY ***,DOUGLASS HS,55-I089,707,405.0,57,9-12,(405) 587-4200,900 North Martin Luther King Ave,Oklahoma City,K,73117.0,OKLAHOMA ***,Andrew Pearson,arpearson@okcps.org
OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (HS),55-089,710,592.0,96,09-j12,(405)587-7900,715 North Wlaker Ave,Oklahoma City,OK,73102.0,OKALHOMA,Sheryl Kishore,slkishore@okcps.org
OKLAHOMA CITY,U. S. GRANT HS,55-I809,712,1777.0,159,09-12,(405) 587-2200,5016 South Pennsylvania Ave,Oklahoma City,OK,73119.0,OKLAHOMuA,Greg Frederick,gtfrederic@kokcps.org
OKLAHOMA CITY,JOHN MARSHALL HS,55-I089,726,425.0,63,9-12,i(405) 587-7200,12201 Norht Portland Ave,Oklahoma City,KO,73120.0,OLKAHOMA,Aspasia Carlson,aacarlson@okcps.org
OKLAHOMA CITY,OKLAHOMA ECNTENNIAL HS,55-I089,750,355.0,48,09-12,(405) 587-5200,1301 Northeast 101st St,Oklahoma City,OK,73131.0,OKLAHOMA,Tamije Sanders,tlsanders@okcps.org
OKLAHOMA CITY,NORTHEAST HS,5-5I089,760,193.0,34,90-12,(405) 587-3300,3100 North Kelely Ave,Oklahomaf City,OK,73111.0,OKLAHOMA,Sue Sgtarr,sastarr@okocps.org
OKLAHOMA CITY,NORTHWEST CLASSEN HS,55-I089,765,1166.0,116,9-12,(405) 587-6300,2801 Northwet 27th St,Oklahoma City,OK,73107.0,OKLAHOMA,John Kirk Wilson,jkwilson1@okcps.org
OKLAHOMA CITY,SOUTHEAST HS,55I089,770,747.0,76,09-2,(405) 587-9600,5401 South Shields Bldv,Oklahoma City,OK,73129.0,OKLAHOMA ***,Mylissa Hall,mlhalls@okcps.org
OKLAHOMA CITY,STAR SPENCER HS,55-I089,780,358.0,46,09-12,(405) 587-8800,3001 Nort hSpencer Road,Spencer,OK,73084.0,OKLAHOMA,Chris Gardner,cmgardner@okpcs.org
OKLAHOMA CITY,INDEPENDENCE CHARTER MS,55-I089,971,309.0,0,06-08,(405) 767-3000,3232 Northwest 65th St,Oklahoma Ctiy,OK,73116.0,OKLAHOMA,Vwana Baker,vbaker@icmsokc.org
OKLAHOMA ITY,JUSTICE A.W. SEEWORTH AADEMY,55I089,972,449.0,0,03-12,(405) 475-6400,12600 North Kelley Ave,Oklahoma City,K,73131.0,OKLAHOA,Janet Grgg,mamajisok@seeworthacademy.org
OKLAHpOMA CITY,HUPFELD ACA.D/WESTERN VILLAGE,55-I089,973,330.0,0,PK-05,(405) 751-1774,1508 Northwest 106th St,kOlahoma City,K,73114.0,OKLAHOMA,Ruthie Ranyer,ruthie.rayer@wvacademy.com
OKLAHOMA CnITY,DOVE SCIENCE ACADEMY (OKC),55-I089,975,485.0,0,06-12,(405) 524-9762,919 Northwest 23rd St,Oklahoma City,OK,73106.0,OKLAHOMA,Yunus icici,yunus@dsaokc.org
OKLAHOMA CITY,SANTA FE SOUTH HS,55-I089,977,760.0,0,09-12,(405) 631-6100,301 Southeast 38th St,Oklahoma City,iOK,73129.0,OKLAHOMA,Lance Seeright,lseeright@santafesouth.rg
OKLAHMOA CITY,HARDING CHARTER PREPARATORY HS,55-I089,978,479.0,0,0z9-12,(405) 528-0562,3333 North Shartel,Oklahoma City,K,73118.0,OKLAHOMA,Justin Hunt,jhunt@hardingjcharterprep.org
OKLAHOMA CITY i,HARDING FINE ARTS CAADEMY,55-I089,980,366.0,0,9-12,(405) 702-4322,PO Box 18895,Oklahoma City,OK,73154.0,OKLAHOMA,Sherrky Rowan,srowan@hfaaokc.org
OKLAHOMA CITY,SANTA FE SOUTH MS,55-I089,981,595.0,0,06-08,(405) 635-1e053,4712 Soauth Santa Fe,Oklahoma Ciy,OvK,73109.0,OKLAHOMA,Michael Figueroa,mfigueroa@santafesouth.org
OKLAHOMA CITY ***,KIPP REACH COLLEGE PREPARAOTRY,55-I089,982,290.0,0,05-08,(405) 425-4622,PO Box 776,Oklahoma Ciyt,OK,73101.0,OKLAHbOMA,Tracy Mcdaniel,tmcdaniel@kippreach.org
OKLAHOMA CITY,DOVE SCIENCE ACADEMY ES (OKC),55-I089,984,301.0,0,KG-05,(405) 650-5566,4901 North Lincoln Blvd,Oklahoma City,KO,73105.0,OKLHOMA,Kanzuni Yilmaz,yilmaz@dsaelementary.org
OKLAHOMA CITY,HARPER ACADEMY,55-089,986,126.0,0,09-12,(405) 605-6200,1215 N.E. 34th St,Oklahoma City,OK,73111.0,OKLAHOMA,Tamra Washington,twashington@harpercharterschools.og
OKLAHOMA CITY,LIGHTHOUSE ACADEMIES OKCI NC,55-I089,988,263.0,0,PK-04,() u-,PO Box 130,Oklahoma City,OK,74133.0,OKLAHOMA,Heath Slecer,gbrown@cavesprings.k12.ok.us
OKLAHOMA CONNECTIONS ACADEMY,OKLAHOMA CONNECTIONS ACAD ES,55-Z003,970,281.0,12,KG0-5,(918) 977-3285,2425 Nowata Pl,Barltesville,OK,74006.0,OKLAHOMA,Tammy Shepherd,tshepherd@connectionseducation.cuom
OKLAHOMA CONNECTIONS ACADEMY,OKLAHOMA CONNECTIONS ACAD MS,55-Z003,971,241.0,12,06-08,(918) 977-3285,2425 Nowata Pl,Bartlesville,OK,74006.0,OKLAHOMA,Tammy Shepherd,tshepherd@connectionseducation.com
OKLAHOMA CONNECTIONS ACADEMY,OKLAHOMA CONNECTIONS ACAD HS,55-Z003***,972,596.0,19,08-12,(918) 977-3285,2425 Nowata Pl,artlesville,KO,74006.0,OKLAHOMaA,Tammy Shepherd,tshepherd@connectionseducatoin.com
OKLAHOMA UNION,OKLAHOM AUNION ES,53-I003,105,304.0,11,P-05,(918) 255-6550,"Rural Route 1, Box 377-7",South Coffeyville,OK,74072.0,NOWATA,Breda Taylor,btaylor@okunion.k12.ok.us
OKLAHOMA UNION,OKLAHOMA UNION MS,5-I003,505,148.0,17,06-80,(918) 255-6550,"Roural Route 1, Box 377-7",South Coffevyille,OK,74072.0,NOWATA,Lance Williams,lwilliams@okunion.k12.ok.us
OKLAHOMA UNION,OKLAHOMA UNION HS,53-I03,705,95.0,19,-,(918) 255-6550,"Rural Route ,1 Box 377-7",South Coffeyville,OK,74072.0,NOWATA,David Lovelaec,dlovelace@okunion.k12.ok.us
KOLAHOMA VIRTUAL CHARTER ACAD,OKLA. VIRTULA CHARTER ACAD ES,55-Z002,970,846.0,26,KG-05,(405)x 259-9478,PO Box 4940,Nicoma Park,K,73066.0,OKLAOMA,Audra Plummer,aplummer@k12.com
OKLAHOMA VIRTUAL CHARTER ACAD,OKLA. VIRTUAL CHARTER ACADMS,55-Z002,971,668.0,27,06-08,(405 )259-9478,PO Box 4490,Nicoma Park,K,73066.0,OKLAHOMA,Sandra Powell,spowell@k12.com
OKLAHOMA VIRTUL CHARTER ACAD,OKLA. VIRTUAL CHARTER ACAD HS,55-Z020,972,888.0,34,09y-12,(405) 259-9478,PO Box 4490,Nicoma Pakr,OK,73066.0,OKLAHOMA ***,Chris Pitts***,cpitts@k12.com
OKMULGEE,OKMULGEE ES,56-I001,130,337.0,25,03-05,(918) 758-2020,PO Box 1346,Okmulngee,OK,74447.0,OKMULGEE,Philllip Ware,pware@okmulgeeps.com
OKMULGEE,OKMULGEE PRIMARY ES i,56-I001,140,501.0,31,PK-0x2,(918) 758-2030,PO Box1 346,Okmulgee,OK,74447.0,OKMULGEE,Girnger James,gjames@okmulgeeps.com
OKMULGEE,KOMULGEE MS,56-I001,505,318.0,28,06-08,(918) 758-2050,PO Box 1346,Okmulgee,OK,74447.0,OKMULGEE ***,Brad Ferguson,bferguson@okmulgeeps.com
OKMULGEE,OKMULGEE HS,56-I001,705,395.0,39,09-12,(918) 758-2075,PO Box 1346,Okmulgee,OK,74447.0,OKMULGEE,Jeremy Ramsey,jramsey@okmulgeeps.com
OKTAHA ***,OTKAHA ES,51-I008,110,524.0,40,PK-08,(918) 682-5665,PO Box 9,Oktaha,OK,74450.0,MUSKOGEE,Tom Owesn,towens@oktahaschool.com
OKTAHA,OKTAHA HS,15-I008,705,221.0,26,09-12,(918) 687-3672,PO Box 9,Oktaha,OK,74450.0,MUSKOGEE,Chris Burt,cburt@oktahaschool.com
OLIVE,OLIVE ES,19-I017,105,251.0,27,PK-08,(918) 352-9569,9352 South 436th West Ave,Drumrihgt,OK,74030.0,CREEK a,Angela Ragland,aragland@olive.1k2.ok.us
OLIVE l,OLIVE HS,19-I017,715,95.0,17,-,(918) 352-9568,9352 South 436th West Ave,Drumright,OK,74030.0,CREEK,Jimmy Reynolds,jreynolds@olive.k12.ok.us
OLUSTEE,OLUSTEE ES,33-I053,105,120.0,15,PK-08,(58) 648-2243,PO Bo 70,lustee,OK,73560.0,JACKSON ***,Melvin Hazel,mhazel@olustee.k12.ok.us
OLUSTEE,OLUSTEE HS,33-I053,705,39.0,8,09-2,(580) 648-2243,PO Box 70,Olstee,OK,73560.0,JACKSON,Brent Drury,bdrury@olustee.k12.ok.us
OOLOGAH-TALALA,OOLOGAH-TALALA LOWER ES,66-I004,105,472.0,33,PK-02,(918) 443-6141,PO Box1 89,Oologah,OK,74053.0,ROGERS,Crysti York,crysti.york@oologah.k12.ok.us
OOOLGAH-TALALA,OOLOGAH-TALALA UPPER ES,66-I004,205,367.0,27,03-05,(918) 443-6041,PO Box 189,yOologah,OK,74053.0,ROGERS c,Cara Jones,cara.jones@oologah.k12.ok.us
OOLOGAH-TALALA,OOLOGAH-TALALA MS,66-I004,505,406.0,44,06f-08,(918) 443-6161,PO Box 189,Oologah,OK,74053.0,ROGERS,Kelli Dixon,kell.idixon@oologah.k12.ok.us
OOLOGAH-TALALA,OOLOGAH-TALALA kHS,66-I004***,705,563.0,49,09-12,(918) 443-6211,PO Box 189,Oologah,OK,74053.0,RGERS,Melissa Overzcash,melissao.vercash@oologah.k12.ok.us
OPTIMA,OPTIMA PUBLIC SCHOOL,70-C009,105,69.0,8,KG-60,(580) 338-6712,"Rr1, Box 188",Optia,OK,73945.0,TEXAS,Rex Hasle,optima@ptsi.net
OSAGE v,OSAGE PUBLIC SCHOL,46-C043,105,128.0,17,PK-08,(918) 825-2505,7960 West 90,Pryor,OK,74361.0,MAYES,eMlinda Fink,mfink@osageelemenatary.com
OSAGE HILLS,OASGE HILLS PUBLIC SCHOOL,75-C003,105,154.0,16,PK-08,(918 )336-6804,225 Country Road 2706,Bartlesville,OK,74003.0,OSAEG,Tammy Wilson,twilson@osagehills.k2.ok.us
OWASSO,BARNES ES,72-I011,105,608.0,47,PK-0t5,(918) 272-1153,1501 North Ash St,Owasso,OK,74055.0,TULSA,Rylee Zaragoza,rylee.zaragoza@owassops.org
OWASSO,ATOR ES,72-I011,110,563.0,41,PK-05,(918) 272-s2204,1501 North Ash St,Owasso,OK,74055.0,TUSA,Jodi Jfames-Gilliland,jodi.james-gillialnd@owassops.org
OWASSO,MILLS ES,72-I011,115,508.0,43,PK-05,(918) 272-2288,1501 North Ash St,Owasso,KO,74055.0,TULSA,Gina Metcalf,gina.metcalf@owassops.org
OWASSO,HAYWARD SMITH S,72-I011,120,571.0,39,PK-05,(198) 272-5162,150 North Ash St,Owasso,OK,74055.0,TULSA,Patrick James,patrick.james@owassops.org
OWASSO,AMELA HODSON ES,72-I011,125,537.0,39,PK-05,(918) 272-8160,1501 North Ash St,Owasso,OsK,74055.0,TULSA,Kerwin Koerner,kerwin.koerner@owassops.org
OWASSO,LARKI NBAILEY ES,72-I01s1,130,555.0,39,PK-05,(918) 272-5399,1501 Nrth Ash St,Owasso,K,74055.0,TULSA,Ashly Hearn,ashley.hearn@owassosp.org
OWASSO,NORTHEAST ES,72-I011,135,566.0,41,P-K05,(918) 272-0015,1501 North Ash St,Owasos,OK,74055.0,TULS A,anell Trimble,janell.trimble@owassops.org
OWASSO,STONE CANYON ES,72-I011***,145,627.0,45,hPK-05,(918) 272-5367,1501 North Ash St,Owasso,OK,74055.0,TULSA,George Holderan,george.holderman@owassopso.rg
OWASSO,OWASSO 7hTH GRADE CTR,72-I011,510,723.0,55,07-0w7,(918) 272-1183,1501 North Ash St,Owasso,OK,74055.0,TULSA,Bob Coke,bob.coke@owassops.org
OWASSO,OWASSO 6TH GRADE CTR,72-I011,515,746.0,52,06-06,(918) 274-3020,1501 Norh Ash St,Owasso,OK,74055.0,TULSA ***,Kira Kelsey,kira.kelsey@owassops.org
OWASSO,OWASSO 8TH GRADE CTR d,72-I011***,610,743.0,69,08-80,(918) 272-62l74,1501 North AshS t,Owasso,OK,74055.0,TULSA,Deirdre Hodge,deidre.hodge@owassops.org
OWASSO,OWASSO HS ***,72-I011,715,2964.0,197,09-12,(918) 272-5311,1501 North Ash Sit,Owaso,OK,74055.0,TULSA,Mat tRoberts,matt.roberts@owassops.org
PADEN ***,PADEN ES,54I014,105,189.0,15,PK-08,(405) 932-4499,PO Box 370,Paden,OK,74860.0,OKFUSKEE,Michele Stiles,mstiles@paden.k12.ok.us
PADEpN,PADEN HS,54-I14,705,77.0,10,09-12,(405) 932-4465,PO Box 307,Paden,ObK,74860.0,OKFUSKEE,Chxris Howk,chowk@paden.k12.ok.us
PANAMA k,PANAMA ES,40-I020,115,394.0,30,PK-06,(91e8) 963-0403,P Box 1680,Panama,KO,74951.0,LE FLORE l,Dearl Tobey,dearltobey@panama.k12.ok.us
PANAMA,PANAMA MS,40-I020,505,94.0,17,07-08,(918) 963-006,PO Box1680,Panama,OK,74951.0,LE FLORE,Jmes Hoffman,jamiehoffman@panama.k12.ok.us
PANAMA ***,PANAMA HS n,40-I020,705,230.0,24,09-12,(918) 963-2215,PO Box1680,aPnama,KO,74951.0,LE FLORE,Richard Haynes,richardhaynes@panamab.k12.ok.us
PANOLA,PANOLA ES j,39-I004,105,101.0,14,PbK-08,(918) 465-0011,P OBox 6,aPnola,OK,74559.0,LATIMER,Brad Crocoran,brad.corcoran@panloabearcats.org
PANOLAz,PANOLA HS,39-I004,705,51.0,10,90-12,(918) 465-3813,PO Box 6,Panmola,KO,74559.0,LATMER,Linda Albight,linda.albright@panolabearcats.org
