324.telephone,580) 296-2198,(580) 296-2198
128.mailingaddress,PO Box 42v8,PO Box 428
1512.county,URRAY      ,MURRAY      
1485.schoolsite,SKYLINE ES             h       ,SKYLINE ES                    
431.mailingaddress,PO Box 1584,PO Box 1548
696.principalemail,bferguson@hnulbertriders.com,bferguson@hulbertriders.com
864.statevalue,K,OK
1615.schoolsite,THOREAU DEMONSTRTAION ACADEMY ,THOREAU DEMONSTRATION ACADEMY 
404.gradeslowhigh,g09-12,09-12
384.schoolsite,DAVENPORT ES                 ,DAVENPORT ES                  
1641.statevalue,KO,OK
702.district,IDABEL                        ***,IDABEL                        
1254.city,Newkikr,Newkirk
1605.codistcode,72I-001,72-I001
878.principal,aPula Meadows,Paula Meadows
967.principal,Melavnie Smith,Melanie Smith
581.district,GLENPOOL             y         ,GLENPOOL                      
1650.principalemail,rjoberts@turnerisd.org,jroberts@turnerisd.org
1646.principalemail,lsmithtsas.org,lsmith@tsas.org
1667.principal,lTheresa Kiger,Theresa Kiger
116.telephone,(580)3 53-4870,(580) 353-4870
1759.telephone,(40p5) 350-3480,(405) 350-3480
1508.gradeslowhigh,0c9-12,09-12
273.mailingaddress,700 S. Nebraslka,700 S. Nebraska
229.principal,Kelli Lonagn,Kelli Longan
789.principalemail,kcooksey@awtonps.org,kcooksey@lawtonps.org
1787.principal,Tea Medlock,Tena Medlock
1718.schoolsite,WANETT EHS                    ,WANETTE HS                    
1606.principal,Asngie Teas,Angie Teas
396.telephone,(405) 438-4830,(405) 348-4830
934.schoolsite,MINCO HS                     ,MINCO HS                      
848.principalemail,treese@manguam.k12.ok.us,treese@mangum.k12.ok.us
1326.city,Oklahoma Ciyt,Oklahoma City
517.telephone,(w580) 526-3203,(580) 526-3203
1093.mailingaddress,4712 S. Santa Fe Bvd. ,4712 S. Santa Fe Blvd. 
1287.district,PONCA CITY                    ***,PONCA CITY                    
1067.telephone,918) 273-0771,(918) 273-0771
311.county,aDELAWARE    ,DELAWARE    
985.principal,Linda Stephenns,Linda Stephens
1767.telephone,(918) 7233-432,(918) 723-3432
1192.telephone,(405) 650-5566,(405) 605-5566
759.principalemail,bfoste@rkingston.k12.ok.us,bfoster@kingston.k12.ok.us
941.gradeslowhigh,PK-6,PK-06
665.county,MUSKOGEE  c  ,MUSKOGEE    
884.city,cMloud,Mcloud
251.gradeslowhigh,05-80,05-08
651.schoolsite,HAWORTH HS                   ,HAWORTH HS                    
797.principalemail,bthomas@lawtaonps.org,bthomas@lawtonps.org
175.city,Brsoken Arrow,Broken Arrow
296.statevalue,KO,OK
1690.city,elma,Velma
179.statevalue,KO,OK
1448.district,SHIDLER                      ,SHIDLER                       
748.mailingaddress,3810 West Highway 51,23810 West Highway 51
1397.principalemail,jim.orberts@sandites.org,jim.roberts@sandites.org
1047.codistcode,1d4-I029,14-I029
339.county,STEPHENS    ***,STEPHENS    
407.principalemail,jkilhoffer@dewar.k12.ofk.us,jkilhoffer@dewar.k12.ok.us
1797.mailingaddress,PO Box 68,PO Box 668
758.schoolsite,KINGSTON MS                  ,KINGSTON MS                   
1478.schoolsite,STERLING HS                  ,STERLING HS                   
188.mailingaddress,1901 E Albanoy,1901 E Albany
881.codistcode,31z-I037,31-I037
1029.district,NEWKIRK                       ***,NEWKIRK                       
1329.statevalue,vOK,OK
921.schoolsite,KERR MS                      ,KERR MS                       
171.telephone,(918) 5d05-5930,(918) 505-5930
1285.county,AY         ,KAY         
698.statevalue,K,OK
314.principalemail,noelnationc@levelandtigers.com,noelnation@clevelandtigers.com
570.county,GARFIEDL    ,GARFIELD    
1155.telephone,(405) q587-4900,(405) 587-4900
1367.gradeslowhigh,PcK-08,PK-08
66.district,ASHEcR                         ,ASHER                         
60.statevalue,KO,OK
1496.gradeslowhigh,5-08,05-08
603.county,AADIR       ,ADAIR       
998.principalemail,karn.watkins@mpsi20.org,karen.watkins@mpsi20.org
727.principalemail,amcphail@jonesms.k12.owk.us,amcphail@jonesms.k12.ok.us
870.mailingaddress,PO Bsox 1027,PO Box 1027
1681.gradeslowhigh,PK08,PK-08
457.mailingaddress,1901 Thoma Drive,1901 Thomas Drive
926.schoolsite,MILBURN ES                d    ,MILBURN ES                    
1125.telephone,(40)5 587-6000,(405) 587-6000
1039.principalemail,sbarrett@noblepscom,sbarrett@nobleps.com
1099.district,OKEENE                        ***,OKEENE                        
1213.codistcode,33-I053,33-I035
789.principal,Karen Coksey,Karen Cooksey
183.county,TLSA       ,TULSA       
1532.telephone,(405) 589-3771,(405) 598-3771
1795.mailingaddress,PO ox 668,PO Box 668
43.telephone,(45) 247-2496,(405) 247-2496
28.principal,Cheryl Atnderson,Cheryl Anderson
660.principal,Brady Barneks,Brady Barnes
349.district,COTONWOOD                    ,COTTONWOOD                    
1076.principalemail,tkrus@eoilton.k12.ok.us,tkruse@oilton.k12.ok.us
127.county,JACKSOmN     ,JACKSON     
736.mailingaddress,PO yBox 99,PO Box 99
112.principal,Rustin Clakr,Rustin Clark
556.district,FOYIL                        ,FOYIL                         
1807.codistcode,n25-I038,25-I038
661.codistcode,5-I002,56-I002
806.gradeslowhigh,PK08,PK-08
1332.county,OKALHOMA    ,OKLAHOMA    
1212.codistcode,33-I053,33-I035
1231.mailingaddress,1501 North AshS t,1501 North Ash St
679.telephone,(580) 688-2770,(580) 688-2707
302.city,Lafhoma,Lahoma
121.district,BIXBY                       x  ,BIXBY                         
683.schoolsite,HOMINY EARLY vCHILDHOOD CENTER ,HOMINY EARLY CHILDHOOD CENTER 
361.principalemail,psmiht@coyle.k12.ok.us,psmith@coyle.k12.ok.us
183.district,BRKEN ARROW                  ,BROKEN ARROW                  
1421.mailingaddress,PO Box 78e0,PO Box 780
1692.telephone,5(80) 444-3356,(580) 444-3356
125.county,KAY         ***,KAY         
1210.county,CREEK a      ,CREEK       
204.principal,Dennias Kymes,Dennis Kymes
1008.county,CANADzIAN    ,CANADIAN    
383.city,l Reno,El Reno
1568.schoolsite,ECDC PORTR                   ,ECDC PORTER                   
1447.gradeslowhigh,5-08,05-08
1578.city,Tulas,Tulsa
1825.city,Ykon,Yukon
707.principalemail,mbaumann@indianola.k12.k.us,mbaumann@indianola.k12.ok.us
1108.telephone,(40) 587-4700,(405) 587-4700
212.principal,DebbieHoffman,Debbie Hoffman
363.mailingaddress,PO Box7 19,PO Box 719
1380.principalemail,blangford@rushspringhs.k12.ok.us,blangford@rushsprings.k12.ok.us
1421.principalemail,bnyberg@siling.k12.ok.us,bnyberg@seiling.k12.ok.us
588.district,GORE                         v ,GORE                          
185.principalemail,sjwhitaker@baschaools.org,sjwhitaker@baschools.org
1468.city,Spavpinaw,Spavinaw
369.gradeslowhigh,q09-12,09-12
125.telephone,(58)0 363-2100,(580) 363-2100
1168.principal,Helen Charmaine Johnsoxn,Helen Charmaine Johnson
1798.mailingaddress,PO Box 66l8,PO Box 668
951.district,MOORE                        ,MOORE                         
897.schoolsite,WILL ROGERS MS               ,WILL ROGERS MS                
1331.district,PUTNAM CITY                   ***,PUTNAM CITY                   
806.schoolsite,LEEDEY ES              m       ,LEEDEY ES                     
250.telephone,k(918) 776-2050,(918) 776-2050
1822.telephone,(405) 354-776,(405) 354-7786
1694.codistcode,c26-I099,26-I099
860.schoolsite,MARLOW ES                     ***,MARLOW ES                     
881.telephone,(918 945-7237,(918) 945-7237
868.city,Moaysville,Maysville
916.district,MDIWEST CITY-DEL CITY         ,MIDWEST CITY-DEL CITY         
1473.statevalue,K,OK
1342.principal,Makr Lebsack,Mark Lebsack
823.principal,Co Graves,Coy Graves
637.statevalue,K,OK
200.county,WASHITwA     ,WASHITA     
201.principal,Cliff Mccwn,Cliff Mccown
701.principalemail,tbastibhle@idabelps.org,tbastible@idabelps.org
534.telephone,(508) 549-3031,(580) 549-3031
1786.city,ilson,Wilson
682.gradeslowhigh,0-105,01-05
107.schoolsite,BETHELES                     ,BETHEL ES                     
417.principalemail,trrent@dickson.k12.ok.us,rtrent@dickson.k12.ok.us
809.codistcode,41-I057,14-I057
603.statevalue,KO,OK
491.city,Elrk City,Elk City
1747.schoolsite,WEBBERS FALLS HS              ***,WEBBERS FALLS HS              
30.codistcode,33I-018,33-I018
1824.schoolsite,INDEPENDENC EES               ,INDEPENDENCE ES               
720.schoolsite,JENKS WEST INTERMEDIATE ESe    ,JENKS WEST INTERMEDIATE ES    
98.county,BbRYAN       ,BRYAN       
1097.gradeslowhigh,PK0-6,PK-06
565.codistcode,5w2-I004,52-I004
972.schoolsite,SENIORx HS                     ,SENIOR HS                     
938.county,CLVEELAND   ,CLEVELAND   
1784.telephone,(918)v 465-2882,(918) 465-2882
362.mailingaddress,PO Box 179,PO Box 719
1661.city,kmulgee,Okmulgee
1268.principal,Trinity Johbnson,Trinity Johnson
961.schoolsite,TIMBER CREEK ESu               ,TIMBER CREEK ES               
1449.city,Dutrant,Durant
926.statevalue,KO,OK
797.statevalue,KO,OK
262.statevalue,KO,OK
864.gradeslowhigh,PK-80,PK-08
642.gradeslowhigh,PhK-05,PK-05
744.gradeslowhigh,PtK-08,PK-08
444.codistcode,48-sI013,48-I013
69.city,aAtoka,Atoka
1292.principal,Barbara Dajvis,Barbara Davis
1235.statevalue,KO,OK
245.codistcode,6-6I002,66-I002
1560.city,ulsa,Tulsa
1483.mailingaddress,400 Souqth Drury,400 South Drury
1517.telephone,(580) 83-2695,(580) 873-2695
1579.principalemail,simpsd@tulsaschools.org,simpsde@tulsaschools.org
103.codistcode,55-I08,55-I088
1462.district,NSYDER                        ,SNYDER                        
1131.principal,Cherron kUpaka,Cherron Ukpaka
1781.telephone,(981) 434-5559,(918) 434-5559
1094.mailingaddress,12600 N Klley Ave.,12600 N Kelley Ave.
295.telephone,(405) 3c90-8899,(405) 390-8899
1615.principalemail,padalto@tulasschools.org,padalto@tulsaschools.org
211.gradeslowhigh,070-8,07-08
1600.principalemail,stineca@tulsashcools.org,stineca@tulsaschools.org
59.schoolsite,ARDMgORE HS                    ,ARDMORE HS                    
288.schoolsite,CHOCTAW ES o                   ,CHOCTAW ES                    
1150.codistcode,55-0I89,55-I089
1135.statevalue,OwK,OK
812.schoolsite,LIBERTY PUBLIC SCHOOL     n    ,LIBERTY PUBLIC SCHOOL         
502.county,AGRFIELD    ,GARFIELD    
1200.codistcode,53-I03,53-I003
162.county,CREEKc       ,CREEK       
1416.codistcode,0-I031,05-I031
139.mailingaddress,PO ox 158,PO Box 158
1546.principalemail,kpierce@tlke.k12.ok.us,kpierce@tlake.k12.ok.us
236.district,CARNEGIE                     ,CARNEGIE                      
45.mailingaddress,100 South Mission St,1200 South Mission St
1113.county,OKLAHOMA   ,OKLAHOMA    
792.telephone,(580) 533-6299,(580) 353-6299
1520.statevalue,OfK,OK
1151.principal,Sady Jackson,Sandy Jackson
935.county,SEUOYAH    ,SEQUOYAH    
680.principalemail,webb@hollis.k12.ok.us,mwebb@hollis.k12.ok.us
306.gradeslowhigh,KP-05,PK-05
1226.mailingaddress,1501 Nrth Ash St,1501 North Ash St
266.statevalue,KO,OK
282.gradeslowhigh,d-,-
383.statevalue,KO,OK
992.codistcode,42I-003,42-I003
1639.county,ULSA       ,TULSA       
145.mailingaddress,PO Bx 839,PO Box 839
331.city,Coleaman,Coleman
1461.telephone,(580)s 569-2010,(580) 569-2010
435.county,STEPHESN    ,STEPHENS    
776.city,Laveren,Laverne
1022.city,Weowka,Wewoka
1543.principalemail,lbrandly@thomas.k12.okq.us,lbrandly@thomas.k12.ok.us
1566.schoolsite,DUAL LANGUAGE ACADErMY         ,DUAL LANGUAGE ACADEMY         
177.gradeslowhigh,KG05,KG-05
582.mailingaddress,PO Box 11d49,PO Box 1149
1128.telephone,(405) 578-8700,(405) 587-8700
694.codistcode,1-1I016,11-I016
831.schoolsite,LONE STAR PUBLIC SCHOOL      ,LONE STAR PUBLIC SCHOOL       
843.principalemail,lmcdaniel@madillokcom,lmcdaniel@madillok.com
869.gradeslowhigh,90-12,09-12
464.city,Eidmond,Edmond
636.schoolsite,HAmRMONY PUBLIC SCHOOL         ,HARMONY PUBLIC SCHOOL         
1406.county,CREEK      ,CREEK       
449.county,OKLAHOM    ,OKLAHOMA    
311.principal,Kenyn Guthrie,Kenny Guthrie
1567.gradeslowhigh,PKK-G,PK-KG
345.statevalue,OmK,OK
548.telephone,(508) 766-2611,(580) 766-2611
398.codistcode,55I006,55-I006
464.district,EDMOND                 v       ,EDMOND                        
1252.county,PANWEE      ,PAWNEE      
161.codistcode,19-I020,19-I002
1685.codistcode,4-I011,48-I011
271.district,CHELSEA                       ***,CHELSEA                       
1680.county,TULS       ,TULSA       
15.statevalue,cOK,OK
1467.gradeslowhigh,P-08,PK-08
1104.principalemail,hszacarias@okcps.ogr,hszacarias@okcps.org
298.schoolsite,CHOUTEAU-MAZIE EC dCTR         ,CHOUTEAU-MAZIE EC CTR         
1463.telephone,(5k80) 345-2211,(580) 345-2211
948.mailingaddress,1101 Southeas 14th St,1101 Southeast 14th St
689.mailingaddress,PO Box 295,PO Box 259
911.schoolsite,SOLDIER CREEK ESj              ,SOLDIER CREEK ES              
658.city,Henessey,Hennessey
1812.principalemail,alock@eyale.k12.ok.us,alocke@yale.k12.ok.us
140.principal,JohnS peir,John Speir
674.codistcode,40j-C014,40-C014
1443.mailingaddress,2600 Norh Union St,2600 North Union St
1194.telephone,() u-,() -
12.statevalue,K,OK
1197.city,artlesville,Bartlesville
70.county,ATOAK       ,ATOKA       
508.schoolsite,PRAIRIE VIEW ES               ***,PRAIRIE VIEW ES               
1219.district,OSAGE           v              ,OSAGE                         
631.principal,Mik Higgins,Mike Higgins
539.principalemail,tkerr@forgazn.k12.ok.us,tkerr@forgan.k12.ok.us
645.principal,Scott Mccsullah,Scott Mccullah
1817.schoolsite,CENTRAL ES                   ,CENTRAL ES                    
599.telephone,(580)439-2467,(580) 439-2467
176.schoolsite,COUNTRY LANE PRIMARY ES       ***,COUNTRY LANE PRIMARY ES       
1592.district,TULSA                         ***,TULSA                         
1296.statevalue,pOK,OK
469.gradeslowhigh,06-n08,06-08
1227.schoolsite,NORTHEAST ES                 ,NORTHEAST ES                  
1767.codistcode,0f1-I011,01-I011
1263.gradeslowhigh,K-G04,KG-04
1420.principalemail,acallahann@schulter.k12.ok.us,acallahan@schulter.k12.ok.us
428.schoolsite,DmUKE HS                       ,DUKE HS                       
1237.district,PANAMA                        ***,PANAMA                        
1253.schoolsite,PEAVINE PUBLIC SCHOOL    h     ,PEAVINE PUBLIC SCHOOL         
881.gradeslowhigh,x09-12,09-12
873.mailingaddress,PO Box 1g027,PO Box 1027
1515.district,SWEETWAzTER                    ,SWEETWATER                    
1463.gradeslowhigh,KP-08,PK-08
427.codistcode,3-I014,33-I014
1476.gradeslowhigh,09-21,09-12
610.mailingaddress,902 Nortyh Wentz St,902 North Wentz St
1433.telephone,(918) 77-22511,(918) 772-2511
471.schoolsite,MEMORIAL HS        m           ,MEMORIAL HS                   
1055.mailingaddress,600 48th St Southesat,600 48th St Southeast
1274.county,PITTBSURG   ,PITTSBURG   
500.city,Eind,Enid
1293.telephone,(580) 7679500,(580) 767-9500
590.city,Gracelmont,Gracemont
799.gradeslowhigh,60-08,06-08
212.codistcode,1-6I001,16-I001
611.city,Guthre,Guthrie
1728.codistcode,6-I042,06-I042
453.city,Edmodn,Edmond
1660.codistcode,6-I097,26-I097
527.gradeslowhigh,9-12,09-12
519.city,Eufaurla,Eufaula
801.gradeslowhigh,09-1d2,09-12
1715.gradeslowhigh,06-8,06-08
318.principalemail,gene.ray@cjlintonokschools.org,gene.ray@clintonokschools.org
656.district,HEAVENER                 h     ,HEAVENER                      
1055.schoolsite,cWASHINGTON ES                 ,WASHINGTON ES                 
274.city,Cheroke,Cherokee
486.telephone,(580) 225-7722***,(580) 225-7722
1603.principalemail,atumkr@tulsaschools.org,tatumkr@tulsaschools.org
842.gradeslowhigh,09-2,09-12
580.telephone,(918) 322-95y00,(918) 322-9500
94.schoolsite,BEGGS MS                      ***,BEGGS MS                      
295.gradeslowhigh,0q9-12,09-12
742.codistcode,8-I006,18-I006
1.schoolsite,AjBLE CHARTER SCHOOL 6TH-8TH   ,ABLE CHARTER SCHOOL 6TH-8TH   
939.mailingaddress,1900 North Janewsay Ave,1900 North Janeway Ave
16.county,LINCOLN     ***,LINCOLN     
583.schoolsite,GLOVER PxUBLIC SCHOOL          ,GLOVER PUBLIC SCHOOL          
1769.principal,Robin Gnn,Robin Gann
1821.principal,Bill Perce,Bill Pierce
732.principal,Bryn Arnold,Bryon Arnold
116.county,COMANcCHE    ,COMANCHE    
1114.statevalue,K,OK
182.mailingaddress,225 East Omaha tS,225 East Omaha St
352.city,oCweta,Coweta
116.principal,Howar Hampton,Howard Hampton
803.mailingaddress,O Box 147,PO Box 147
1565.schoolsite,OOPER ES                     ,COOPER ES                     
1062.telephone,(405) 636-5812,(405) 366-5812
61.mailingaddress,PO Btox 349,PO Box 349
276.telephone,(918) 207-49v00,(918) 207-4900
1678.principalemail,roinson.marla@unionps.org,robinson.marla@unionps.org
6.schoolsite,HAYiES ES                      ,HAYES ES                      
5.principal,Rit Cloar,Rita Cloar
606.mailingaddress,P Box 450789,PO Box 450789
1014.principal,Cynthira Daniel,Cynthia Daniel
1101.county,OKFUSKE    ,OKFUSKEE    
1438.statevalue,OtK,OK
1080.principalemail,friesenr@okrche.k12.ok.us,friesenr@okarche.k12.ok.us
1041.principalemail,thomasonp@norman.k12.ook.us,thomasonp@norman.k12.ok.us
413.county,MhCCLAIN     ,MCCLAIN     
1281.gradeslowhigh,yPK-05,PK-05
169.city,BrokenArrow,Broken Arrow
893.county,OTTAAW      ,OTTAWA      
749.principal,Brent eWaver,Brent Weaver
1698.telephone,918) 266-2336,(918) 266-2336
828.principal,Tonya innerty,Tonya Finnerty
1135.principalemail,edfmeador@okcps.org,edmeador@okcps.org
190.codistcode,48c-I074,48-I074
1548.gradeslowhigh,PK-80,PK-08
893.city,Mami,Miami
1168.telephone,(405) 587-0800,(405) 587-8000
1025.principalemail,kferugson@newcastle.k12.ok.us,kferguson@newcastle.k12.ok.us
793.statevalue,KO,OK
445.codistcode,3-I005,63-I005
738.district,KENWOOD                      ,KENWOOD                       
403.city,eDpew,Depew
656.city,Hevener,Heavener
1306.county,LINCLN     ,LINCOLN     
1630.mailingaddress,3909 East FifthP lace,3909 East Fifth Place
613.codistcode,42-I001***,42-I001
1242.telephone,(405) 2p38-6413,(405) 238-6413
141.codistcode,40-Iz026,40-I026
1441.telephone,4(05) 273-1846,(405) 273-1846
1773.telephone,(405) 25-2347,(405) 257-2347
458.schoolsite,CHARLES HASKELL ES            ***,CHARLES HASKELL ES            
650.schoolsite,HAWORTsH MS                    ,HAWORTH MS                    
813.codistcode,72-0I14,72-I014
1252.codistcode,59-Iz001,59-I001
509.city,Eanid,Enid
609.mailingaddress,2800 North dBryan Ave,2800 North Bryan Ave
587.county,SEQUoOYAH    ,SEQUOYAH    
288.gradeslowhigh,PK0-5,PK-05
55.gradeslowhigh,01-i05,01-05
1033.district,NINNEKAH                     ,NINNEKAH                      
1769.codistcode,2-I005,32-I005
428.gradeslowhigh,c-,-
84.principalemail,krausetj@bps-ok.ogr,krausetj@bps-ok.org
