OBJECTID,GlobalID,VRM_ID,LUP_ID,LUP_NM,VRM_CLASS,DSGNTN_SRCE,DSGNTN_RSN,ADMIN_ST,ADM_UNIT_CD,COORD_SRC_TYPE,COORD_SRC2,GIS_ACRES,AZ_DSTRBTE_EXTRNL_CODE,Shape__Area,Shape__Length
1198,{19AD261A-9A3C-4E63-B961-DE015F7EF0EC}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,38.26795946,,154864.9375,1574.22415288215
1199,{59DE913D-E441-4315-9252-5DA0DA632374}, , , ,IV , , ,AZ,AZG01000,UNK,,0.93065579,,3766.23035202,464.993262484212
1200,{233A70C8-1589-45FD-9110-47648861DA17}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,0.04405636,,178.289761095,8111.31167838606
1201,{3BC9C119-19BB-4077-B59A-356F8F9DB7B6}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,28.02458938,,113411.489529135,6213.70498711109
1202,{E2593156-6595-4436-BBC7-EFA2896FB8CF}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,14.72218436,,59578.56634185,13155.4873928714
1203,{F28DBDDF-DB7C-4A06-B3AA-12C372A119B5}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,133.89495448,,541853.656469925,3061.40041569764
1204,{DDBBED8F-CA41-4035-8D63-F6FCAE52F44B}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,9.62808291,,38963.469140625,1275.20544788855
1205,{07848005-BB87-41D5-A8E0-E00F990FA962}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,0.04667975,,188.90625,64.5779267361798
1206,{53A59EF9-849C-4A7D-8D33-80CB472E77D3}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,18.52788042,,74979.671875,4043.39666349471
1207,{9B736F8D-6F79-4478-BA92-3B7F5EF4CA96}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,423007.03670239,,1711848743.19945,1091965.9798788
1208,{46BD597E-C68A-46E1-B2F3-5FC6FBCE8093}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,43350.39054636,,175432806.396069,115503.429704718
1209,{E6E3F90B-2B95-4111-9AAA-51DAFA1E9231}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,3.92334813,,15877.2265625,612.691542037489
1210,{CA93AF7E-8A4A-492D-BAA4-4390552AD146}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,4.69572812,,19002.9375,682.660630009058
1211,{92AA33DF-950E-4237-9C2A-DD8B29466E99}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,0.07770885,,314.4765625,85.3103809129669
1212,{493675AB-5F4D-4EFD-A1F5-84036A3C521E}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,531.95890741,,2152761.32090202,7909.95598893058
1213,{D2B1409B-9831-4330-A7D4-04E42C5A0293}, , , ,IV , , ,AZ,AZG01000,UNK,,13.96611103,,56518.846125,5574.79050166081
1214,{85DAB778-2C4E-49CF-8B70-A572FEBAF6E6}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,153.10370681,,619588.71921184,4876.22528079049
1215,{F6BB6F42-1444-4C63-8B32-C8420A27CB1F}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,48291.969989,,195430668.900337,289870.258019408
1216,{FAF7F766-E012-4E8E-AF71-A6B8E657A241}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,4982.22438323,,20162346.7431206,35071.8259974995
1217,{6FAC144B-5669-4E58-A49E-E7DA27096155}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,9244.40062205,,37410762.0285938,90957.165266306
1218,{42C39765-9241-45C6-ABF8-E182E9C9F507}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,628.18783164,,2542185.9609375,7240.3046747239
1219,{7EA3813E-E0E5-4BEC-9A7F-81CE7B3AB24C}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,227.78079855,,921796.1875,5952.61880369188
1220,{BB69F505-0E7D-4A85-B7EB-2586DEB18015}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,1179.88910173,,4774841.7890625,9675.81549295128
1221,{48CBF0F2-AB3A-44B2-8D80-DC645650D1B9}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,792.64414644,,3207717.0546875,8071.69321778449
1222,{8374FF0D-E9FB-49C1-8434-10572530D27C}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,80.15940996,,324393.6230227,3910.19793107488
1223,{0E2B7570-6837-4868-B19B-703FD52A5FD3}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,37.18350274,,150476.296875,1553.4706516256
1224,{AA062356-AC97-45FB-8A2B-DE9F304E7E98}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,70.05261309,,283492.8671875,2643.3347175332
1225,{7F9D503B-662F-4B7F-97E8-64CD59B680F3}, , , ,IV , , ,AZ,AZG01000,UNK,,235.12835544,,951530.6953125,4933.92562191074
1226,{DC4A6E5F-F8FE-40E5-AC4E-AE2FD9DE8301}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,17.87386197,,72332.953125,1276.15979439679
1227,{C14D7366-8388-4A15-B4E9-848DC15ED395}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,1839.21515803,,7443039.67444129,19209.9109870583
1228,{D540A3EB-811A-4C1F-8104-2941DCB49AA6}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,37.75880847,,152804.4765625,1563.75022116905
1229,{539CC11C-88D8-4B42-B053-996B2A7DA250}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,37.30730254,,150977.296875,1568.87247578505
1230,{9A0D7211-ED1E-46BE-AF3C-00C32C945408}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,20.09847382,,81335.63787702,1198.70235556594
1231,{D70E3575-33EE-4871-B484-3DB22321DC85}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,40.12869387,,162395.0625,1609.78339985839
1232,{D65FE4F9-74E3-457E-B70C-CD3DD4912896}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,78.54779301,,317871.640625,2382.8133421359
1233,{B93AE82C-AA4C-400E-82FB-40B0F159192A}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,698.67466318,,2827436.04784556,9568.46253558709
1234,{E9293776-0462-4C50-A112-CB356DED196E}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,39.86629691,,161333.1796875,1606.65686770629
1235,{543A2D4B-F6C4-450E-A50E-43C799FD06FB}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,76.36670964,,309045.109375,2373.76351963544
1236,{6CBF65C2-4D3D-4EFE-B2EE-70F9033D5D53}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,160.5120187,,649569.09375,3237.93895615813
1237,{209CAC33-8078-4C44-8780-CF3330AB6891}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,39.30924416,,159078.8671875,1595.42971461095
1238,{23954EAD-7E87-4039-BF23-0CD092DCA610}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,161.35033722,,652961.6484375,3235.48749350618
1239,{F23AE8BF-65ED-497F-ABCB-0134AD3995C5}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,2638.79443605,,10678822.2109375,29482.9683828619
1240,{B4CF0412-AC90-4F5D-ABAC-B746BC3220BB}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,39.56274532,,160104.75,1600.78741653491
1241,{A624F841-A207-4C84-A78E-DFC8F4287EEB}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,40.94101806,,165682.421875,1628.46562126547
1242,{FD6F7537-DE60-402F-A4A2-AE0DF7B77120}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,2.10937687,,8536.34533715,466.008570181505
1243,{6FC0E0CF-2A48-4E9B-989C-FF680BC6A49D}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,530.92187741,,2148564.609375,6038.79836727054
1244,{FA46C143-3639-4BF6-A90B-88EB8C339F08}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,2.09088238,,8461.50080717,32400.4691949969
1245,{FADF9434-D990-4C65-97D7-4FA986EC6DD4}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,418.67277524,,1694308.609375,8877.37840021459
1246,{41F150F2-A951-4755-8B88-C9EC96CB10CE}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,4.88610737,,19773.375,598.757559731582
1247,{949ECF75-4ADA-41C6-9028-8E469C9329A7}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,0.00927997,,37.5546875,2403.50172324827
1248,{8FFA4C10-9FF7-4E84-8D53-B23C3977D4E4}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,38.73895004,,156770.96875,1584.41423113109
1249,{FAD3158A-9C25-4929-8EDB-C774F12E7B00}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,23.4234917,,94791.5078125,1846.59596933709
1250,{2FF54A9A-277E-4762-8E8A-4459FBD332B5}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,1167.45455623,,4724520.96875,10557.6436080896
1251,{B5EC1650-AE08-4BB5-AAAC-F3D765CE7DE9}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,26456.70362876,,107066480.995566,217669.485763693
1252,{9FA4A920-B36B-4FAA-B839-ADFB9E594BBB}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,276.61550921,,1119423.25,4813.52552620719
1253,{9F9CFCA1-F1EA-430F-BC9D-42F452FC6A0F}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,11.35272613,,45942.85265233,1165.11160630091
1254,{9BBF9F59-E310-4049-8184-12ADA481DC0D}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,204.70002845,,828391.62479722,4535.3012826819
1255,{10025236-7FB3-4AA9-AE02-26E3DE25AF7A}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,5.08320148,,20570.986564035,804.61723957607
1256,{CA7364D1-BF06-40A3-B7A4-2EEF8923E614}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,637.85668297,,2581314.4140625,6426.48937710073
1257,{71A5C365-323D-4872-9156-934BAF1BEA2D}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,859.5607354,,3478518.88248232,12772.9010794152
1258,{D51C4425-0E46-4D46-89EE-98F00383BA70}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,75.82712995,,306861.5078125,2370.62232905118
1259,{3515FF5F-9281-4F03-9D7E-BCDFAB40B824}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,76.69279994,,310364.75,2359.72134388874
1260,{51620478-00B5-4029-A063-F3563235CC19}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,162.06662815,,655860.375,3239.8833471631
1261,{901D33E8-5A41-460A-B39E-2443D2A69678}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,84.84646286,,343361.453125,2502.14535887869
1262,{4F9CE40A-0EF8-4E67-A83D-A01366D6071F}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,489.15303701,,1979532.109375,6505.59418397899
1263,{5638B59D-99DD-4A16-8883-A0EAD778FA39}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,117.03533649,,473625.203125,3226.03146674957
1264,{D606F7DC-1F81-4208-877D-2B8CC364B18C}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,32.18863425,,130262.78125,1983.75507531034
1265,{2550CDD8-23AE-43AD-84F9-AF324743D90C}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,307.87914887,,1245942.7109375,6443.38468605797
1266,{27419C51-E05D-4596-93B5-099A75445FFA}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,42.84843994,,173401.484375,1669.80851818393
1267,{D7AF2917-7276-4937-91DD-E4F2AF3197DC}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,7.66901011,,31035.3828125,710.892968661633
1268,{B62685E8-3E55-47BE-935F-9A146E661B09}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,70.14521969,,283867.6328125,2945.52491476635
1269,{4900BBF6-62E2-49ED-81B2-7593D320D248}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,22.70211387,,91872.1953125,1406.70683019372
1270,{2670C981-D8D0-4F59-A58D-885750944229}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,7.89461153,,31948.359375,1140.13621055045
1271,{BA5B38F3-08BF-43A2-BE7A-8EB43A68DF44}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,224.6701472,,909207.828125,5570.17036554497
1272,{F120E056-D78D-4304-8EAB-D676346424D7}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,80.02274573,,323840.5625,2386.05808048135
1273,{B9225D67-B9AB-4AE8-B7C3-946CD79596AC}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,0.32495345,,1315.0399625,20115.7440834028
1274,{0D1974BB-2AC1-4E3F-AA4A-0C9BDB836972}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,1166.56504712,,4720921.25308182,21774.9504093698
1275,{EE44C570-EC31-419A-9E4B-33F8D92CA0C4}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,257.50128865,,1042070.74374985,6006.15684729767
1276,{4A95D2C4-8FF9-4A07-BF88-F12D93D6DD2E}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,113.21876299,,458180.078125,3118.73456467188
1277,{0FDCA1CB-4E41-41C2-BAEA-12825A884185}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,163.86025801,,663118.9375,3259.53773738492
1278,{06346061-1953-4EC4-8A18-98061637396B}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,15.63967604,,63291.5234375,1087.45201881
1279,{AD801481-EAB2-42CF-8B67-39B1FB1FB442}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,3.56152948,,14412.998454875,3290.36168246109
1280,{6C82206D-A483-48C3-850C-F08B5FD2E4CF}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,2826.91497442,,11440119.0198048,45010.0981305285
1281,{5FC0F998-263D-4142-B3D8-CA8A3A30BC6B}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,476.45892469,,1928160.859375,6494.8915505129
1282,{F2BE0DA0-DE5C-4457-82F2-FE8D0B140748}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,38.84300843,,157192.078125,1586.2972015615
1283,{65F9F927-43B6-45EA-886B-6E471BDA32DD}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,1834.27039338,,7423028.921875,16096.3328197741
1284,{2D992AC7-7A73-41CD-B42D-509E0F6751FD}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,440.2515133,,1781634.6640625,9009.74683146405
1285,{AA36A152-D52F-4E8E-88B5-8176128791B3}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,1343.9996022,,5438973.421875,18642.1435689163
1286,{8C310ACB-2557-4A4D-9151-B1A824417722}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,166.12758502,,672294.484375,4008.65329775245
1287,{AA684A1B-54DE-4D05-AADA-5250848F21ED}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,30.33712768,,122770,1403.41561289922
1288,{84F74B63-FDEC-4F7D-BABD-309280A79335}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,151.63614012,,613649.6875,3136.92325155525
1289,{29D65AB8-2913-4F51-9C61-15288B4D81FC}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,8010.22034318,,32416211.640625,38163.7615731183
1290,{A8484E32-1FF3-4415-838D-8B3C71D9C803}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,923.13154275,,3735780.8125,8644.12064364839
1291,{07EBC58F-B8E8-44F6-8BAC-E9BAD7866C9C}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,24.91744643,,100837.328125,1919.59843206939
1292,{83D7E7DB-BE96-4D1E-8BF5-76601724E51A}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,181.04336392,,732656.5,5960.27627554036
1293,{9591A343-336D-4FB3-A26F-BA0C165BD2BA}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,2429.91636521,,9833522.6484375,15398.540637567
1294,{81B78393-198C-43BD-907D-8DA8CCE9E95D}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,282.00686601,,1141241.296875,4604.23343107642
1295,{417D0C9D-FA95-449C-AE4F-658C9D20BDB2}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,78.31179579,,316916.59375,2393.98356980932
1296,{BC4ED049-5C8E-47F9-9B80-D790BE2F17BE}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,177.04681468,,716483.0390625,3555.46557513987
1297,{9AFF8FF8-DD35-4C3F-A5AC-3F466E505460}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,6.67447079,,27010.625,969.516073806079
1298,{D3B1CDCB-2E13-496F-B402-D2559EE6CD14}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,72.00845025,,291407.859375,3914.05185055009
1299,{70C132B4-83DC-448A-8B27-3969DF1E8DD7}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,15.17907933,,61427.5546875,1561.2262838369
1300,{22C90639-5083-4299-94D6-B992DFE1B6C6}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,120.5753566,,487951.15625,3770.68166597819
1301,{AEA6CD2A-2564-4B59-A89C-F0A32BF8B0A8}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,243.81274473,,986675.171875,4066.80411785203
1302,{39EF44B3-52EB-42B5-8A66-C669E68FF3FD}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,78.94183729,,319466.28125,2408.57671646555
1303,{3E77A9E5-0BC7-47FB-A055-9C7DDAE2E253}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,195.34534656,,790534.5703125,5263.30560230132
1304,{A8FD9C99-FE38-4109-9960-9F88AAD4B798}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,35.54435236,,143842.890625,1522.70837378647
1305,{46483679-D818-473B-8977-2DEEF7B9AA30}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,151.58473834,,613441.671875,3982.43634690388
1306,{FDEBE211-DA46-4FC7-9C69-1D5F7B147AAC}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,40.04296374,,162048.125,1610.31432630321
1307,{96C18AF2-CFB4-43AE-BABC-FF6C6E0834AB}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,23.90003636,,96720.015625,2270.91584621001
1308,{FDCCF479-03BB-4B97-BAD6-EC58999EF5CD}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,41.70770112,,168785.078125,1643.83943003776
1309,{2D0E9A44-71B0-4B43-8992-64C3F9206056}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,259.55713361,,1050390.453125,5082.0657613907
1310,{B82779A9-8BB2-4548-A744-8CCCAF55FAC5}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,122.39693253,,495322.8125,3249.0333563806
1311,{05B97FD2-D87E-4B35-A9CC-6F174F31EC76}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,28.18983211,,114080.203125,1370.50830760938
1312,{452B3435-1AB4-4761-86C4-690FA175FE08}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,414.14768497,,1675996.21875,6544.78024813577
1313,{A3B7B075-4C7A-4400-B68D-0A198198C9EE}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,67.82216849,,274466.578125,2244.80813659563
1314,{613AF7CB-0797-4F21-8D63-D14AAFEBB104}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,18.11657351,,73315.171875,1192.81749070197
1315,{F1FEE2DB-3053-406D-B56C-DA88264ED935}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,20.49481995,,82939.59375,1227.41686034914
1316,{A3E9BFE2-ED02-46D8-96AC-DDE35E4D2710}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,17.66734944,,71497.2265625,1151.61070948877
1317,{0AD0B136-A204-4EA1-AE01-78C7C429E69D}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,130.31256926,,527356.2578125,3412.8375392605
1318,{73F3ABEB-5DF9-46D9-B598-A24AA35445AB}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,78.8962811,,319281.921875,2391.15643196997
1319,{1C3D8605-52A7-476C-93AD-A999A492CCD1}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,36.04547821,,145870.875,1530.56699829718
1320,{54620EDD-6FA6-448F-ADB5-19A3D8E45A0F}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,33.12431808,,134049.359375,1474.71132649059
1321,{D14B2EB4-9979-4BEB-AE90-C7E3FF16D140}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,83.78639235,,339071.5,2457.44712673899
1322,{026929B5-05EA-436F-825D-7DC597E3751B}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,53.27203799,,215584.2890625,1868.12111247755
1323,{11F06A91-0FB0-4756-8362-1C135EB2D2B1}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,40.99952026,,165919.171875,1633.4638141912
1324,{2771114D-6553-467F-AAB7-D748C13CC040}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,215.99585127,,874104.19793592,4998.85623440359
1325,{35F1F638-5D8B-41D6-8B52-7CE0CC92BE6D}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,257.66181603,,1042720.375,5169.76236731013
1326,{C3353B09-1F4F-42FA-99E4-481B3F1AE1C5}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,86.34550449,,349427.859375,2511.03968487701
1327,{2335B6E4-25AF-4C5C-9275-6D4B4DF697C8}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,71.66743324,,290027.8125,2250.75151375954
1328,{1BCC0472-5E70-4D45-8083-E6A0865438B7}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,154.71627009,,626114.53125,3695.66064348681
1329,{A3FC41F9-8F20-4612-8C71-EF3AFB974C8A}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,170.13236284,,688501.245225665,4082.26894704611
1330,{F30FE225-0899-4C71-9637-902EEC93D66A}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,1265.58484495,,5121640.15787248,14474.3295781297
1331,{8A3B5F1A-298A-43C7-BC07-C10697CA0158}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,371.95348355,,1505242.34375,8275.93344355748
1332,{5A46D2E6-9777-49D9-831A-FA0CDD676BCC}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,65.98194189,,267019.4453125,2224.60837547718
1333,{8369BE2D-7251-433A-A6A9-911741769372}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,61.13571115,,247407.4453125,2010.50333892895
1334,{F5C56598-D622-4454-AB11-0172E005F408}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,570.58422164,,2309072.421875,7928.2493019251
1335,{CD0F80BD-C2E7-4AC7-B95F-6610A64B2477}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,20.5564322,,83188.9296875,1480.56726337141
