OBJECTID,name,reportdt,confirmed,recovered,deaths,active,GlobalID,tested,Negative,Pending,MaleCases,FemaleCases,Cases0to19,Cases20to29,Cases30to39,Cases40to49,Cases50to59,Cases60to69,Cases70to79,Cases80plus,NewCases,MaleDeaths,FemaleDeaths,Deaths0to19,Deaths20to29,Deaths30to39,Deaths40to49,Deaths50to59,Deaths60to69,Deaths70to79,Deaths80plus,AsianCases,BlackCases,HispanicCases,NativeAmCases,OtherCases,WhiteCases,CurrentlyHospitalizedCases,PercAsianCases,PercBlackCases,PercHispanicCases,PercNativeAmCases,PercOtherCases,PercWhiteCases,PercPopAsianCases,PercPopBlackCases,PercPopHispanicCases,PercPopNativeAmCases,PercPopOtherCases,PercPopWhiteCases,NewDailyDeaths,NewDailyTested,DailyPercentPositive,TotalPercentPositive,NewDailyNegative,ThreeDayAvg,SevenDayAvg,Cases0to9,Cases10to19,Deaths0to9,Deaths10to19,TotalDoses,TotalRecipients,MalesVaccinated,FemalesVaccinated,Vaccinated0to9,Vaccinated10to19,Vaccinated20to29,Vaccinated30to39,Vaccinated40to49,Vaccinated50to59,Vaccinated60to69,Vaccinated70to79,Vaccinated80plus,NewDailyDoses,NewDailyRecipients,Total1DoseRecipients,Total2DoseRecipients,TotalJJDoses,TotalJJRecipients,TotalVaccinated,Pfizer3DoseRecipients,Moderna3DoseRecipients,Total3DoseRecipients,PartialVaccinated
387,South Dakota,2021/04/12 16:55:00+00,119892,115520,1947,2425,a4ae11e8-3a29-497a-9828-60b72d2fd276,453262,333370,0,57617,62275,,21192,19783,17176,16822,13637,7110,5174,187,1031,916,,7,19,38,116,262,446,1059,1634,2689,4402,13878,7297,89992,96,1.36289327061022,2.24285190004337,3.67163780735996,11.5754178760885,6.08631101324525,75.0608881326527,12.9067930489731,16.556862262176,13.7583997499609,18.422694508237,24.327387897983,12.3266243140993,1,765,24.4444444444444,26.450926837017,578,141.667,196.429,5084,13914,0,0,500996,303057,128881,164369,0,6583,28570,37455,38939,49412,68552,46143,28651,7936,4212,105118,197939,15574,15574,213513,,,,
388,South Dakota,2021/04/11 17:15:00+00,0,0,0,2413,82f27e78-730f-43fa-aed6-d152ac64c409,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,South Dakota,2021/04/13 17:30:00+00,120154,115768,1947,2439,08085e8f-7a2a-4bc2-8c6c-60abf7da1a62,454184,334030,0,57740,62414,,21252,19823,17212,16859,13661,7118,5177,262,1031,916,,7,19,38,116,262,446,1059,1638,2696,4431,13894,7306,90189,106,1.36325049519783,2.24378713983721,3.68776736521464,11.5634935166536,6.0805299865173,75.0611714965794,12.9383886255924,16.599963056462,13.8490389123301,18.4439341041537,24.3573928988165,12.3536083236766,0,922,28.4164859002169,26.4549169499586,660,149.7,210.6,5106,13946,0,0,502498,303912,129372,164726,0,6693,28751,37625,39094,49560,68639,46155,28653,1502,846,105326,198586,15744,15744,214330,,,,
390,South Dakota,2021/04/14 16:33:00+00,120379,116040,1948,2391,2ca4240d-ce1f-43e5-82fa-c373a336da7f,455144,334765,0,57837,62542,,21294,19866,17247,16894,13682,7120,5179,225,1031,917,,7,19,38,116,262,447,1059,1641,2703,4445,13918,7314,90358,113,1.36319457712724,2.24540825226991,3.69250450659999,11.5618172604856,6.07581056496565,75.0612648385516,12.9620853080569,16.6430638507481,13.8927957493358,18.4757934980287,24.3840640106684,12.3767570425525,1,960,23.4375,26.4485525460074,735,224.667,200.571,5114,13983,0,0,508407,306650,130802,166047,0,6930,29295,38167,39535,50050,69028,46239,28685,5909,2739,104893,201757,16189,16189,217946,,,,
391,South Dakota,2021/04/15 17:45:00+00,120613,116336,1949,2328,d03a03d5-2646-49c1-9b4d-3bd01b88dd11,456159,335546,0,57947,62666,,21338,19896,17277,16926,13707,7129,5185,234,1032,917,,8,19,38,116,262,447,1059,1645,2713,4451,13935,7323,90546,109,1.36386624990673,2.24934293981577,3.69031530597863,11.5534809680549,6.07148483165165,75.0715097045924,12.9936808846761,16.7046364140139,13.9115486794812,18.4983605686902,24.4140690115019,12.4025082801187,1,1015,23.0541871921182,26.440999739126,781,240.3,202.3,5135,14020,0,0,514158,309111,132028,167178,0,7190,29785,38646,39955,50486,69335,46308,28702,5751,2453,104064,205047,16265,16265,221312,,,,
392,South Dakota,2021/04/16 17:26:00+00,120856,116703,1952,2201,b4355a90-899e-4ae6-bc80-39b68f4806a5,456195,335339,0,58060,62796,,21368,19926,17310,16956,13738,7156,5192,257,1033,919,,8,19,38,116,262,448,1061,1647,2714,4462,13944,7342,90747,106,1.36277884424439,2.24564771298074,3.69199708744291,11.5376977560071,6.07499834513802,75.0868802541868,13.0094786729858,16.7107936703405,13.9459290514143,18.5103078413933,24.4774129021504,12.4300401883676,3,464,55.3879310344828,26.4921798792183,207,238.667,200.429,5153,14057,0,0,521848,311881,133394,168465,0,7539,30330,39096,40394,50957,69734,46415,28740,7690,2750,101922,209959,16269,16269,226228,,,,
393,South Dakota,2021/04/17 18:03:00+00,121056,116893,1953,2210,e71fa460-1a25-4ee4-a7a3-68e043a393ea,457912,336856,0,58160,62896,,21392,19963,17336,16986,13752,7162,5193,86,1033,920,,8,19,39,116,262,448,1061,1648,2719,4474,13957,7338,90920,96,1.36135342320909,2.24606793550093,3.69581020354216,11.5293748347872,6.0616574147502,75.1057361882104,13.0173775671406,16.7415799519734,13.983434911705,18.5275650130756,24.4640773462244,12.4537368059151,0,667,12.8935532233883,26.4365205541676,581,192.333,178.714,5173,14099,0,0,528055,314682,134908,169722,0,7766,30858,39652,40938,51518,70036,46483,28773,6164,2768,101316,213366,16288,16288,229654,,,,
394,South Dakota,2021/04/18 18:58:00+00,121056,116893,1953,2210,4fe7e4d9-cb9b-43e6-82bd-f2deb260f646,457912,336856,0,58160,62896,,21392,19963,17336,16986,13752,7162,5193,0,1033,920,,8,19,39,116,262,448,1061,1648,2719,4474,13957,7338,90920,96,1.36135342320909,2.24606793550093,3.69581020354216,11.5293748347872,6.0616574147502,75.1057361882104,13.0173775671406,16.7415799519734,13.983434911705,18.5275650130756,24.4640773462244,12.4537368059151,,,12.8935532233883,26.4365205541676,,192.333,178.714,5173,14099,0,0,528055,314682,134908,169722,0,7766,30858,39652,40938,51518,70036,46483,28773,,,101316,213366,16288,16288,229654,,,,
395,South Dakota,2021/04/19 17:31:00+00,121189,117083,1953,2153,2abd9538-0abe-4359-aaa8-23030e0f9998,458573,337384,0,58226,62963,,21415,19987,17356,17007,13770,7165,5196,133,1033,920,,8,19,39,116,262,448,1061,1651,2723,4483,13971,7332,91029,112,1.36233486537557,2.2469035968611,3.69918061870302,11.528274018269,6.05005404780962,75.1132528529817,13.0410742496051,16.7662089772797,14.011564306923,18.5461496595027,24.4440740123354,12.4686670447167,0,661,20.1210287443268,26.4274172269192,528,73,171,5179,14114,0,0,536965,317618,136412,171026,0,8158,31460,40263,41425,52027,70333,46539,28793,8910,2901,98280,219338,16296,16296,235634,,,,
396,South Dakota,2021/04/20 18:36:00+00,121360,117239,1953,2168,21d6541d-67ac-4e9b-b323-b1f805270a85,459331,337971,0,58308,63052,,21441,20009,17385,17025,13785,7175,5199,171,1033,920,,8,19,39,116,262,448,1061,1652,2731,4488,13985,7338,91166,124,1.36123928806856,2.25032959789057,3.69808833223467,11.523566249176,6.04647330257086,75.1203032300593,13.0489731437599,16.8154670278924,14.0271917487107,18.5647343059298,24.4640773462244,12.4874325742197,0,758,22.5593667546174,26.4210340691136,587,101.333,158,5200,14141,0,0,537671,317816,136519,171114,0,8178,31501,40310,41449,52071,70355,46540,28793,659,163,97970,219846,16297,16297,236143,,,,
397,South Dakota,2021/04/21 17:23:00+00,121517,117520,1954,2043,6c7f9778-9467-486c-ba4b-91890dc95754,460161,338644,0,58384,63133,,21463,20032,17405,17043,13803,7180,5203,157,1034,920,,8,19,39,116,263,448,1061,1654,2735,4499,13995,7343,91291,115,1.3611264267551,2.25071389188344,3.70236263238888,11.5169070994182,6.04277590789766,75.1261140416567,13.0647709320695,16.8400960531987,14.0615721206439,18.5780090533778,24.4807467911319,12.5045544077078,1,830,18.9156626506024,26.4074965066575,673,153.667,148.286,5215,14173,0,0,543586,319614,137439,171971,0,8319,31827,40633,41773,52413,70626,46600,28831,5868,1764,95653,223961,16302,16302,240263,,,,
398,South Dakota,2021/04/22 17:15:00+00,121651,117742,1956,1953,803a8576-856c-4454-a7f1-728d10ce6fb9,460988,339337,0,58444,63207,,21484,20060,17423,17052,13808,7186,5204,134,1036,920,,8,19,39,116,265,448,1061,1654,2746,4512,14011,7346,91382,107,1.3596271300688,2.25727696443104,3.70897074417802,11.5173734700085,6.03858579049905,75.1181659008146,13.0647709320695,16.9078258727911,14.1022034692921,18.5992486492944,24.4907484580763,12.5170191024872,2,827,16.2031438935913,26.3891901741477,693,154,134,5226,14208,0,0,548271,320197,137795,172214,0,8414,31949,40707,41856,52516,70717,46646,28859,4690,588,92123,228074,16295,16295,244369,,,,
399,South Dakota,2021/04/23 17:25:00+00,121850,117938,1957,1955,f4de03cc-98e7-4ba4-8ede-79a89335124e,461879,340029,0,58530,63320,,21523,20092,17451,17069,13826,7192,5207,199,1037,920,,8,19,39,116,265,448,1062,1655,2749,4527,14038,7360,91521,116,1.35822732868281,2.25605252359458,3.71522363561756,11.5207221994255,6.040213377103,75.1095609355765,13.0726698262243,16.9262976417708,14.1490857946554,18.6350904674039,24.5374229038173,12.536058581326,1,891,22.334455667789,26.3813682804371,692,163.333,125.714,5239,14251,0,0,557297,322198,138840,173110,0,8632,32347,41102,42162,52868,70987,46712,28901,9026,1992,87090,235108,16295,16295,251403,,,,
400,South Dakota,2021/04/24 17:03:00+00,121986,118157,1958,1871,5ab59a02-245a-4355-acbe-a8c29573155a,462548,340562,0,58605,63381,,21552,20110,17472,17082,13836,7199,5211,136,1037,921,,8,19,39,116,265,448,1063,1661,2756,4537,14047,7361,91624,104,1.36163166264981,2.25927565458331,3.7192792615546,11.5152558490319,6.03429901792009,75.1102585542603,13.1200631911532,16.9693984360569,14.180340678231,18.647037740107,24.5407567927988,12.5501669721202,1,669,20.3288490284006,26.3726143016509,533,156.3,132.9,5247,14277,0,0,564599,323724,139654,173841,0,8767,32646,41388,42408,53131,71210,46802,28938,7302,1518,82849,240875,16295,16295,257170,,,,
401,South Dakota,2021/04/25 23:00:00+00,121986,118157,1958,1871,4fd86393-f09f-4931-ad33-0ecf179bd0af,462548,340562,0,58605,63381,,21552,20110,17472,17082,13836,7199,5211,0,1037,921,,8,19,39,116,265,448,1063,1661,2756,4537,14047,7361,91624,104,1.36163166264981,2.25927565458331,3.7192792615546,11.5152558490319,6.03429901792009,75.1102585542603,13.1200631911532,16.9693984360569,14.180340678231,18.647037740107,24.5407567927988,12.5501669721202,0,0,20.3288490284006,26.3726143016509,0,156.3,132.9,5247,14277,0,0,564599,323724,139654,173841,0,8767,32646,41388,42408,53131,71210,46802,28938,0,0,82849,240875,16295,16295,257170,,,,
402,South Dakota,2021/04/26 17:54:00+00,122080,118298,1960,1822,fde0a3ba-76d9-41ce-9da4-47c2b6f76d6e,463030,340950,0,58653,63427,,21570,20129,17478,17092,13845,7203,5211,97,1039,921,,8,19,39,116,266,448,1064,1663,2759,4544,14055,7366,91693,96,1.36222149410223,2.25999344692005,3.7221494102228,11.5129423328965,6.03374836173001,75.1089449541284,13.1358609794629,16.9878702050366,14.2022190967339,18.6576575380653,24.5574262377063,12.5596182242056,2,485,20,26.3654622810617,388,77.667,127.714,5257,14295,0,0,570905,325057,140413,174411,0,8945,32956,41635,42612,53344,71356,46847,28952,6306,1331,79209,245848,16331,16331,262179,,,,
403,South Dakota,2021/04/27 17:06:00+00,122228,118502,1961,1765,5c505915-304a-4053-ae31-4dbfbb492038,463822,341594,0,58723,63505,,21599,20158,17502,17107,13855,7206,5214,148,1040,921,,8,19,39,116,266,449,1064,1665,2766,4558,14072,7370,91797,103,1.36220833196976,2.26298393166869,3.72909644271362,11.5129102987859,6.02971495892921,75.1030860359328,13.1516587677725,17.0309709993227,14.2459759337396,18.6802246087268,24.5707617936323,12.5738635896677,1,792,18.6868686868687,26.3523506862546,644,81.667,124.429,5274,14313,0,0,572705,325540,140666,174641,0,8989,33057,41730,42694,53421,71430,46862,28962,1792,475,78375,247165,16337,16337,263502,,,,
404,South Dakota,2021/04/28 16:47:00+00,122398,118647,1962,1789,049a418d-e2f1-4847-ada1-b34dccf376e2,464622,342224,0,58794,63604,,21635,20191,17516,17125,13866,7211,5219,170,1040,922,,8,19,39,116,267,449,1064,1668,2774,4570,14089,7378,91919,103,1.36276736547983,2.26637690158336,3.7337211392343,11.5108090001471,6.02787627248811,75.0984493210673,13.175355450237,17.0802290499354,14.2834817940303,18.7027916793883,24.5974329054842,12.5905744991521,1,800,21.25,26.3435653068516,630,138.3,126.3,5284,14351,0,0,576601,326281,141062,174996,0,9046,33207,41894,42811,53548,71533,46890,28968,3896,732,75964,250317,16341,16341,266658,,,,
405,South Dakota,2021/04/29 17:24:00+00,122532,118848,1962,1722,1889df70-63a1-41b2-90d0-fb6581f7aa05,465543,343011,0,58856,63676,,21657,20220,17523,17140,13877,7217,5221,134,1040,922,,8,19,39,116,267,449,1064,1670,2779,4576,14101,7389,92017,115,1.36290928084092,2.26797897692031,3.73453465217249,11.5080142330167,6.03026148271472,75.0963013743349,13.1911532385466,17.1110153315683,14.3022347241757,18.7187213763258,24.6341056842807,12.6039980166068,0,921,14.5494028230185,26.3202325026904,787,150.667,126.286,5295,14382,0,0,582065,326871,141389,175244,0,9091,33330,41993,42914,53641,71639,46927,28986,5439,573,71679,255192,16373,16373,271565,,,,
406,South Dakota,2021/04/30 18:13:00+00,122660,119069,1967,1624,0aa73652-c656-41c6-bcfc-f8f8c4735638,466373,343713,0,58919,63741,,21679,20240,17545,17158,13885,7220,5221,128,1042,925,,8,19,39,116,269,451,1065,1673,2787,4585,14114,7390,92111,112,1.363932822436,2.272134355128,3.73797488993967,11.5066036197619,6.02478395564976,75.0945703570846,13.2148499210111,17.1602733821809,14.3303641193937,18.7359785480081,24.6374395732622,12.6168736353899,5,830,15.421686746988,26.3008364549406,702,144,116.1,5306,14406,0,0,589303,328126,142106,175796,0,9195,33560,42208,43114,53922,71823,46984,29003,7238,1243,66952,261174,16514,16514,277688,,,,
407,South Dakota,2021/05/01 12:00:00+00,122660,119069,1967,1624,927f0d27-3d7b-4c02-a530-bbab740db3e7,466373,343713,0,58919,63741,,21679,20240,17545,17158,13885,7220,5221,0,1042,925,,8,19,39,116,269,451,1065,1673,2787,4585,14114,7390,92111,112,1.363932822436,2.272134355128,3.73797488993967,11.5066036197619,6.02478395564976,75.0945703570846,13.2148499210111,17.1602733821809,14.3303641193937,18.7359785480081,24.6374395732622,12.6168736353899,0,0,15.421686746988,26.3008364549406,0,144,116.1,5306,14406,0,0,589303,328126,142106,175796,0,9195,33560,42208,43114,53922,71823,46984,29003,0,0,66952,261174,16514,16514,277688,,,,
408,South Dakota,2021/05/02 23:00:00+00,122660,119069,1967,1624,08ef9e91-22ae-494f-8c53-5aa86079145a,466373,343713,0,58919,63741,,21679,20240,17545,17158,13885,7220,5221,0,1042,925,,8,19,39,116,269,451,1065,1673,2787,4585,14114,7390,92111,112,1.363932822436,2.272134355128,3.73797488993967,11.5066036197619,6.02478395564976,75.0945703570846,13.2148499210111,17.1602733821809,14.3303641193937,18.7359785480081,24.6374395732622,12.6168736353899,0,0,15.421686746988,26.3008364549406,0,144,116.1,5306,14406,0,0,589303,328126,142106,175796,0,9195,33560,42208,43114,53922,71823,46984,29003,0,0,66952,261174,16514,16514,277688,,,,
409,South Dakota,2021/05/03 17:09:00+00,122745,119263,1970,1512,76660e47-13cc-4710-b5e9-ab2de6457354,466953,344208,0,58963,63782,,21695,20257,17549,17164,13891,7224,5222,86,1044,926,,8,19,40,116,269,453,1065,1676,2791,4594,14130,7371,92183,105,1.36543240050511,2.27381970752373,3.74271864434397,11.5116705364781,6.00513259195894,75.1012261191902,13.2385466034755,17.1849024074872,14.3584935146117,18.7572181439248,24.5740956826138,12.626735811479,3,581,14.802065404475,26.2863714335276,495,28.667,95.143,5311,14432,0,0,596860,329507,142846,176454,0,9319,33861,42461,43312,54154,72044,47053,29023,7557,1365,62158,267349,16816,16816,284165,,,,
410,South Dakota,2021/05/04 17:52:00+00,122974,119556,1973,1445,56aa2559-a52e-454b-9bd9-f6173467bfdd,468321,345347,0,59078,63896,,21732,20302,17583,17191,13909,7232,5226,229,1047,926,,8,19,40,117,271,453,1065,1686,2803,4609,14148,7376,92352,103,1.37102151674338,2.27934360108641,3.74794672044497,11.5048709483305,5.99801584074682,75.0988013726479,13.3175355450237,17.2587894834062,14.405375839975,18.7811126893311,24.5907651275213,12.649884530355,3,1368,16.7397660818713,26.2584850988958,1139,105,106.7,5330,14469,0,0,602026,331055,143685,177129,0,9474,34137,42798,43588,54429,72229,47109,29043,5166,1531,60088,270967,17283,17283,288250,,,,
411,South Dakota,2021/05/05 16:59:00+00,123073,119712,1976,1385,5fcb061c-1f3a-4012-aab0-7e05985c7183,468998,345925,0,59135,63938,,21745,20317,17597,17201,13915,7238,5228,99,1048,928,,8,19,40,117,272,453,1067,1687,2806,4620,14157,7376,92427,102,1.37073119205675,2.27994767333209,3.75386965459524,11.5029291558668,5.99319103296418,75.0993312911849,13.3254344391785,17.2772612523859,14.4397562119081,18.7930599620342,24.5907651275213,12.6601576304478,3,677,14.6233382570162,26.2416897300202,578,138,96.571,5337,14495,0,0,604903,331881,144100,177530,0,9575,34265,42960,43718,54553,72368,47143,29059,2853,807,58863,273018,17387,17387,290405,,,,
412,South Dakota,2021/05/06 17:19:00+00,123157,119871,1977,1309,e0bcc7d0-0e4c-41cd-b1bb-8269320faf65,469681,346524,0,59170,63987,,21764,20336,17607,17210,13917,7239,5229,84,1049,928,,8,19,41,117,272,453,1067,1689,2811,4626,14167,7373,92491,90,1.37142021971954,2.28245247935562,3.75618113464927,11.5032032283995,5.98666742450693,75.1000755133691,13.3412322274882,17.3080475340188,14.4585091420534,18.8063347094822,24.5807634605768,12.6689240091937,1,683,12.298682284041,26.2214141087249,599,137.333,89.429,5342,14513,0,0,608540,332601,144492,177845,0,9637,34408,43085,43818,54687,72494,47186,29070,3637,719,56667,275934,17501,17501,293435,,,,
413,South Dakota,2021/05/07 18:08:00+00,123233,120002,1980,1251,fb5b354d-3674-4996-b0df-98a23266a106,470289,347056,0,59202,64031,,21773,20350,17617,17219,13919,7241,5232,76,1052,928,,8,20,41,117,272,453,1069,1690,2819,4636,14174,7373,92541,77,1.37138591124131,2.28753661762677,3.76197933994953,11.5017892934522,5.98297533939773,75.0943334983324,13.349131121643,17.3573055846315,14.489764025629,18.8156270326957,24.5807634605768,12.675772742589,3,608,12.5,26.2036747616891,532,86.3,82,5348,14534,0,0,612495,333466,144956,178285,0,9717,34565,43234,43947,54843,72630,47244,29089,3955,846,54442,279024,17649,17649,296673,,,,
414,South Dakota,2021/05/09 23:00:00+00,123233,120002,1980,1251,8b51d2bf-66dd-4a9f-bc6d-1e6ebaba7c7e,470289,347056,0,59202,64031,,21773,20350,17617,17219,13919,7241,5232,0,1052,928,,8,20,41,117,272,453,1069,1690,2819,4636,14174,7373,92541,77,1.37138591124131,2.28753661762677,3.76197933994953,11.5017892934522,5.98297533939773,75.0943334983324,13.349131121643,17.3573055846315,14.489764025629,18.8156270326957,24.5807634605768,12.675772742589,0,0,12.5,26.2036747616891,0,86.3,82,5348,14534,0,0,612495,333466,144956,178285,0,9717,34565,43234,43947,54843,72630,47244,29089,0,0,54442,279024,17649,17649,296673,,,,
415,South Dakota,2021/05/08 23:00:00+00,123233,120002,1980,1251,5dcf3817-aa64-45c4-9974-32d9df6066ca,470289,347056,0,59202,64031,,21773,20350,17617,17219,13919,7241,5232,0,1052,928,,8,20,41,117,272,453,1069,1690,2819,4636,14174,7373,92541,77,1.37138591124131,2.28753661762677,3.76197933994953,11.5017892934522,5.98297533939773,75.0943334983324,13.349131121643,17.3573055846315,14.489764025629,18.8156270326957,24.5807634605768,12.675772742589,0,0,12.5,26.2036747616891,0,86.3,82,5348,14534,0,0,612495,333466,144956,178285,0,9717,34565,43234,43947,54843,72630,47244,29089,0,0,54442,279024,17649,17649,296673,,,,
416,South Dakota,2021/05/10 17:23:00+00,123310,120118,1981,1211,e0f9a163-a588-41a5-815d-ddb9f3ca19f2,470836,347526,0,59236,64074,,21785,20356,17636,17224,13922,7245,5233,77,1052,929,,8,20,41,117,272,453,1070,1691,2824,4649,14177,7371,92598,81,1.3713405238829,2.29016300381153,3.77017273538237,11.4970399805369,5.97761738707323,75.0936663693131,13.3570300157978,17.3880918662644,14.5303953742772,18.8196094569301,24.5740956826138,12.6835802986596,1,624,12.3397435897436,26.1895861828747,547,25.7,80.7,5353,14556,0,0,615951,334215,145325,178670,0,9784,34694,43377,44067,54977,72727,47301,29107,3456,727,52485,281730,17807,17807,299537,,,,
417,South Dakota,2021/05/11 16:50:00+00,123435,120354,1981,1100,440779b6-f6da-4e03-ba67-c551eff66243,471815,348380,0,59289,64146,,21807,20378,17657,17238,13938,7253,5234,126,1052,929,,8,20,41,117,272,453,1070,1692,2824,4659,14193,7374,92693,66,1.37076193948232,2.28784380443148,3.7744561915178,11.4983594604448,5.97399441001337,75.0945841941103,13.3649289099526,17.3880918662644,14.5616502578528,18.8408490528468,24.5840973495583,12.6965928921105,0,980,12.8571428571429,26.1617371215413,854,67.667,66,5363,14567,0,0,620302,335301,145947,179143,0,9892,34914,43607,44256,55171,72850,47346,29121,4351,1108,50349,284973,18026,18026,302999,,,,
418,South Dakota,2021/05/12 17:06:00+00,123518,120526,1988,1004,e076a1a4-8b00-4c3d-bc9b-9121705eba87,472505,348987,0,59332,64186,,21819,20398,17666,17254,13938,7258,5232,83,1054,934,,8,20,41,115,273,456,1072,1692,2831,4666,14199,7374,92756,66,1.36984083291504,2.29197363946955,3.77758707232954,11.4954905357924,5.96998008387441,75.0951278356191,13.3649289099526,17.4311926605505,14.5835286763557,18.8488139013155,24.5840973495583,12.7052222961885,7,690,12.0289855072464,26.141099035989,607,95.333,63.714,5375,14578,0,0,622350,336018,146310,179476,0,9971,35095,43732,44360,55256,72949,47375,29141,2048,715,49686,286332,18103,18103,304435,,,,
419,South Dakota,2021/05/13 16:54:00+00,123599,120674,1989,936,777fae56-2737-4659-967f-f225ee433f7a,473238,349639,0,59371,64228,,21833,20412,17678,17259,13944,7259,5233,83,1054,935,,8,20,41,118,273,456,1073,1693,2831,4672,14212,7372,92819,68,1.36975218246102,2.29047160575733,3.77996585732894,11.4984749067549,5.96444955056271,75.0968858971351,13.3728278041074,17.4311926605505,14.602281606501,18.8660710729978,24.5774295715953,12.7138517002666,1,735,11.2925170068027,26.1177251192846,652,97.333,63.571,5384,14597,0,0,624229,336566,146588,179732,0,10042,35197,43819,44423,55362,73027,47410,29158,1879,548,48903,287663,18223,18223,305886,,,,
