indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater tha nor equal to 30.0),3,"Percent of populaiton, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2001-2004,3,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BcMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2003-2006,4,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",yObesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanicorigin,3,Not Hispanic or Latino: Asina only,3.13,2005-2008,5,20 years and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI rgeater than or equal to 30.0),3,"Percent of populatin, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2007-2010,6,20 yearsand over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2009-2012,7,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults age d20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of pjopulation, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2011-2014,8,20 years and over,1.0,11.8,0.9,---
"Normal weight, overweight, and obesity among adults aged2 0 and over",Obaesity (BMI greater than or equal to 30.0),3,"Percnt of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Laino: Asian only,3.13,213-2016,9,20 years and ovre,1.0,12.7,0.9,---
"Normal weight, overweight, and obesity among adults aged 0 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race nd Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2015-2018,10,20 years and over,1.0,15.1,1.0,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percnet of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asin only,3.131,1988-1994,1,20 years an over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, rude",2,Sex and race and Hispanpic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,1999a-2002,2,20 years and over,1.0,7.6,1.2,-l--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Laitno: Asian only,3.131,2001-2004,3,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of populatino, crude",2,Sex and rache and Hispanic origin,4,Malxe: Not Hispanic or Latino: Asian only,3.131,2003-2006,4,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweght, and obesity among adults aged 20 and over",Obesity (BMuI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,2005-2b008,5,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percwent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,2007-2010,6,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overweight, annd obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,2009-2012,7,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults age d20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,2011-2014,8,20 years and over,1.0,11.7,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of populatio,n crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,2013-2016,9,20 eyars and over,1.0,11.7,1.1,---
"Normal wegiht, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Aisan only,3.131,2015-2018,10,20 years and over,1.0,14.2,1.5,a.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than r equal to 30.0),3,"Percent of population, crue",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asan only,3.132,1988-1994,1,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of popultaion, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino:A sian only,3.132,1999-2002,2,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic rigin,4,Female: Not Hispnaic or Latino: Asian only,3.132,2001-2004,3,2t0 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 andk over",Obesity (BMI greater than or equal to 30.0),3,"Percent fo population, crude",2,Sex and race and Hispanic orikgin,4,Female: Not Hispanic or Latino: Asian only,3.132,2003-2006,4,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of populatzion, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2005-2008,5,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2007-2010,6,20 yeares and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equadl to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2009-202,7,20 years and over,1.0,7.6,1.2,-s--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of populatbion, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2011-2014,8,20 years and over,1.0,11.9,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greter than or equal to 30.0),3,"Percent of population, crued",2,Ssex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2013-2016,9,20 years and over,1.0,13.6,1.2,---
"Normal weight, overweight, and oesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Ajsian only,3.132,2015-2018,10,20 years and over,1.0,16.0,1.0,***
"Normal weight, overweight, and obesity amnog adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic rigin,3,Hispanic or Latino: All races,3.24,1988-1994,1,20 years and over,1.0,7.6,1.2,--l-
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Prcent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,1999-2002,2,20 years andz over,1.0,7.6,1.2,k---
"Normal weigth, overweight, and obesity among adults aged 20 and over",Obesity (BMI greter than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2001-2004,3,20 years and oer,1.0,7.6,1.2,---
"Normal wegiht, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater tan or equal to 30.0),3,"Percent of population, crue",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,003-2006,4,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 3.0),3,"Percent of population, crude",2,Race and Hspanic origin,3,Hispanic or Latino: Al races,3.24,2005-2008,5,20 years agnd over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2007-2010,6,20 years and over,1.0,38.0,1.7,-q--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic lor Latino: All races,3.24,009-2012,7,20 years and over,1.0,40.1,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2011-2x014,8,20 years and over,1.0,42.3,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Rac and Hispanic origin,3,Hispanic or Latino: All races,3.24,2013-2016,9,20 years and over,1.0,44.8,1.5,---
"Normal weight, overweigh,t and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crusde",2,Race and Hispanic origin,3,Hispanic or Ltino: All races,3.24,2015-2018,10,20 years and over,1.0,45.8,1.4,.
"Normal weight, overwight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.q0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,1988-1994,1,2i0 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 03.0),3,"Percent of population, crude",2,Sex and race and Hspanic origin,4,Male: Hispanic or Latino All races,3.241,1999-2002,2,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity amng adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races***,3.241,2001-2004***,3,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of popaulation, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2003-2006,4,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2005-2008***,5,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweicght, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispnaic origin,4,Male: Hispanic or Latino: All races,3.241,2007-2010,6,20 tyears and over,1.0,34.8,2.2,---
"Normal weight, overweight, and obesity among aydults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2009-2012,7,20 years and ovjer,1.0,38.2,1.7,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2011-2014,8,20 years and over,1.0,39.7,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater thant or equal to 30.0),3,"Prcent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2013-2016,9,20 years andf over,1.0,41.2,2.0,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2015-k2018,10,20 years and over,1.0,44.8,1.8,m.
"Normal weight, overweight, and obeity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and lHispanic origin,4,Female: Hispanic or Latino: All races,3.242,1988-1994,1,20 yeasr and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All rabces,3.242,1999-2002,2,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater thn or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2001-2004,3,20 yearsand over,1.0,7.6,1.2,---***
"Normal weight, ovewreight, and obesity among adults aged 20 and over",Obesitby (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2003-2006,4,20 years and over,1.0,7.6,1.2,-k--
"Normal weight, overweiht, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of popaulation, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2005-2008,5,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All rasces,3.242,2007-2010,6,20 years and over,1.0,41.5,1.6,---
"Normal weight, overweight, and obesity among aduts aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2009-2012,7,20 years and ovaer,1.0,42.1,1.5,---
