OBJECTID,County,FDID,MACSID,Name,Address,City,Zip,FireChief,Phone,Notes,LastUpdated,Website,CALFIREUnit,SHAPE_Length,SHAPE_Area
1013,SAN DIEGO,37025,CBD,CARLSBAD FD,2560 ORION WY,CARLSBAD,92008,MICHAEL CALDERWOOD,(442) 339‐2141,,2023/03/09 00:00:00+00,https://www.carlsbadca.gov/departments/fire,SDU,56251.593877334,100782634.296577
1014,SAN DIEGO,37030,CHV,CHULA VISTA FD,"276 4TH AVE, BLDG C",CHULA VISTA,91910,HARRY MUNS,(619) 409‐5837,,2023/03/09 00:00:00+00,https://www.chulavistaca.gov/departments/fire-department,SDU,98852.0210745503,134724310.822007
1015,SAN DIEGO,37045,CRD,CORONADO FD,1001 SIXTH ST,CORONADO,92118,MIKE BLOOD,(619) 522‐7374,,2023/03/09 00:00:00+00,https://www.coronado.ca.us/218/Fire-Services,SDU,40110.967571664,36893347.3236024
1016,SAN DIEGO,, ,CUYAPAIPE RESERVATION,,,,,,,2023/03/09 00:00:00+00,https://www.kumeyaay.com/cuyapaipe-reservation.html,SDU,27511.9054915126,22414620.3535899
1017,SAN DIEGO,37148,DSF,DEER SPRINGS FPD,8709 CIRCLE R DR,ESCONDIDO,92026,TONY MECHAM,(760) 749‐8001,,2023/03/09 00:00:00+00,http://www.deerspringsfire.org/,SDU,83437.3011005205,114430946.343484
1018,SAN DIEGO,37050,DMR,DEL MAR FD,1050 CAMINO DEL MAR,DEL MAR,92014,MIKE STEIN,(858) 755‐9313,,2023/03/09 00:00:00+00,https://www.delmar.ca.us/134/Fire-Department,SDU,12539.0761462401,4632082.73567321
1019,SAN DIEGO,37084,HRT,HEARTLAND FIRE & RESCUE,100 E. LEXINGTON AVE,EL CAJON,92020,STEVEN SWANEY,(619) 441‐1601,,2023/03/09 00:00:00+00,https://www.heartlandfire.org/,SDU,115303.610329097,71156498.4060407
1020,SAN DIEGO,37065,ENC,ENCINITAS FPD,505 S VULCAN AVE,ENCINITAS,92024,MICHAEL STEIN,(760) 633‐2800,,2023/03/09 00:00:00+00,https://www.encinitasca.gov/Government/Departments/Public-Safety,SDU,49305.8603030476,50744877.4585438
1021,SAN DIEGO,37070,ESC,ESCONDIDO FD,1163 N. CENTRE CITY PKWY,ESCONDIDO,92026,RICK VOGT,(760) 839‐5401,,2023/03/09 00:00:00+00,https://fire.escondido.org/,SDU,170338.448648341,96675693.2662746
1022,SAN DIEGO,37085,IMB,IMPERIAL BEACH FD,865 IMPERIAL BEACH BLVD,IMPERIAL BEACH,91932,JOHN FRENCH,(619) 423‐8223,,2023/03/09 00:00:00+00,https://www.imperialbeachca.gov/157/Fire-Department,SDU,17630.9247877638,11491862.4344838
1023,SAN DIEGO,, ,INAJA AND COSMIT RESERVATION,,,,,,,2023/03/09 00:00:00+00,,SDU,10297.4967620551,3274090.68883888
1024,SAN DIEGO,, ,JAMUL INDIAN VILLAGE,,,,,,,2023/03/09 00:00:00+00,https://jamulindianvillage.com/,SDU,983.81759478969,25267.3340495011
1025,SAN DIEGO,37094,LJR,LA JOLLA RESERVATION FD,22000 HWY 76,TAUMA VALLEY,92061,WESLEY RUISE,(760) 742‐3771,,2023/03/09 00:00:00+00,,SDU,45724.684085333,35951064.3261965
1026,SAN DIEGO,, ,LA POSTA RESERVATION,,,,,,,2023/03/09 00:00:00+00,,SDU,24255.2468849191,15123899.4051628
1027,SAN DIEGO,37090,LKS,LAKESIDE FPD,12216 LAKESIDE AVE,LAKESIDE,92040,DONALD H. BUTZ,(619) 390‐2350,,2023/03/09 00:00:00+00,https://lakesidefire.org/,SDU,82674.7465659245,130851219.568193
1028,SAN DIEGO,, ,LOS COYOTES RESERVATION,,,,,,,2023/03/09 00:00:00+00,https://www.loscoyotestribe.org/,SDU,56012.1283348327,100321938.323715
1029,SAN DIEGO,, ,LOWER SWEETWATER FPD,,,,,,,2023/03/09 00:00:00+00,https://sites.google.com/site/lsfpdistrict/,SDU,10846.9831463223,1132859.89889111
1030,SAN DIEGO,, ,MANZANITA RESERVATION,,,,,,,2023/03/09 00:00:00+00,,SDU,23796.5225062166,18416823.5425275
1031,SAN DIEGO,,MGR,MESA GRANDE RESERVATION,,,,,,,2023/03/09 00:00:00+00,https://www.mesagrandeband-nsn.gov/tribal-government/,SDU,28195.6816421119,7418409.07834192
1032,SAN DIEGO,37110,NAT,NATIONAL CITY FD,1243 NATIONAL CITY BLVD,NATIONAL CITY,91950,SERGIO MORA,(610) 336‐4551,,2023/03/09 00:00:00+00,https://www.nationalcityca.gov/government/fire,SDU,55345.2471350983,23976517.7656993
1033,SAN DIEGO,,NCF,NORTH COUNTY FPD,,,,,,,2023/03/09 00:00:00+00,https://www.ncfire.org/,SDU,83656.4975587951,223712488.867378
1034,SAN DIEGO,37115,OCS,OCEANSIDE FD,300 N. COAST HWY,OCEANSIDE,92054,DAVID PARSONS,(760) 435‐4100,,2023/03/09 00:00:00+00,https://fire.ci.oceanside.ca.us/home-fire,SDU,75127.0859477482,109321422.472089
1035,SAN DIEGO,37113,PAL,PALA FD,34884 LILAC EXTENSION ROAD,PALA,92059,ANTHONY RAVAGO,(760) 742‐1632,,2023/03/09 00:00:00+00,http://www.palatribe.com/public-safety/pala-fire-department/,SDU,92428.6969578158,54342344.4355806
1036,SAN DIEGO,37215,PYR,PAUMA RESERVATION FIRE,PO BOX 369,PAUMA VALLEY,92061,MICHAEL LINTON,(760) 742‐1289,,2023/03/09 00:00:00+00,https://www.paumatribe.com/directory/fire-department/,SDU,53437.0317625361,29539998.3051558
1037,SAN DIEGO,,PFD,PECHANGA RESERVATION,,,,,,,2023/03/09 00:00:00+00,https://www.pechanga-nsn.gov/,SDU,3997.7593805043,369408.250744406
1038,SAN DIEGO,,MCP,CAMP PENDLETON,,,,,,,2023/03/09 00:00:00+00,https://www.pendleton.marines.mil/,SDU,108442.402539814,540491915.681777
1039,SAN DIEGO,,PWY,POWAY FD,13325 CIVIC CENTER DRIVE,POWAY,92074,JEFF CHUMBLEY,(858) 668‐4460,,2023/03/09 00:00:00+00,https://poway.org/194/Fire-Department,SDU,64589.5550785955,101358580.357197
1040,SAN DIEGO,37135,RSF,RANCHO SANTA FE FPD,PO BOX 410,RANCHO SANTA FE,92067,DAVE MCQUEAD,(858) 756‐5971,,2023/03/09 00:00:00+00,https://www.rsf-fire.org/,SDU,101669.452252554,124874961.608739
1041,SAN DIEGO,37219,RCR,RINCON FD,33485 VALLEY CENTER RD,VALLEY CENTER,92082,CHIP DUNCAN,(760) 297‐2300,,2023/03/09 00:00:00+00,https://www.rinconfire.org/,SDU,30767.5993011911,18673892.4777393
1042,SAN DIEGO,,ESC,RINCON DEL DIABLO MWD,,,,,,,2023/03/09 00:00:00+00,https://rinconwater.org/,SDU,85243.9429182714,26747243.2315379
1043,SAN DIEGO,37140,SND,SAN DIEGO FIRE AND RESCUE DEPT,"600 B STREET, STE 1300",SAN DIEGO,92101,COLIN STOWELL,(619) 533‐4300,,2023/03/09 00:00:00+00,https://www.sandiego.gov/fire,SDU,368371.800494847,886898788.794773
1044,SAN DIEGO,37145,SMC,SAN MARCOS FD,1 CIVIC CENTER DRIVE,SAN MARCOS,92069,DANIEL BARRON,(760) 744‐1050,,2023/03/09 00:00:00+00,https://www.san-marcos.net/departments/public-safety/fire-department,SDU,76798.5020723121,84769027.7375522
1045,SAN DIEGO,37165,SMG,SAN MIGUEL CONSILIDATED FPD,2850 VIA ORANGE WY,SPRING VALLEY,91978,CRISS BRAINARD,(619) 670‐0500,,2023/03/09 00:00:00+00,https://www.sanmiguelfire.org/,SDU,149500.965158686,123383404.04699
1046,SAN DIEGO,37152,SPI,SAN PASQUAL RESERVATION FD,16460 KUMEYAAY WAY,VALLEY CENTER,92563,HAROLD RODRIGUEZ,(760) 749‐7542,,2023/03/09 00:00:00+00,https://www.sanpasqualbandofmissionindians.org/departments/fire-department,SDU,36429.8496102305,7972749.26355398
1047,SAN DIEGO,37151,RFB,SANTA YSABEL RESERVATION SYRFD,P.O. BOX 558,SANTA YSABEL,92070,DAVID A. MARKS,(760) 765‐3880,,2023/03/09 00:00:00+00,,SDU,72477.5453730468,62116816.944501
1048,SAN DIEGO,37150,SNT,SANTEE FD,10601 MAGNOLIA AVE,SANTEE,92071,JOHN GARLOW,(619) 258‐4100,,2023/03/09 00:00:00+00,https://www.cityofsanteeca.gov/government/fire-department-1744,SDU,44908.3718317058,43241494.0196739
1049,SAN DIEGO,,SDF,SAN DIEGO COUNTY FPD,5510 OVERLAND AVE #250,SAN DIEGO,92123,TONY MECHAM,(619) 590‐3100,,2023/03/09 00:00:00+00,https://www.sandiegocounty.gov/sdcfa/,SDU,1344313.63644742,6229935502.67003
1050,SAN DIEGO,37160,SOL,SOLANA BEACH FD,635 S. HWY. 101,SOLANA BEACH,92075,MIKE STEIN,(858) 720‐2431,,2023/03/09 00:00:00+00,https://www.cityofsolanabeach.org/en/community/public-safety/fire-department,SDU,14598.3404090755,8873670.10963625
1051,SAN DIEGO,37224,SYC,SYCUAN FD,5449 SYCUAN RD,EL CAJON,92019,ZACHARY CARILLO,(619) 445‐2893,,2023/03/09 00:00:00+00,http://www.sycuanfire.com/,SDU,37785.3281226698,8982371.65175342
1052,SAN DIEGO,,,UNSERVED,,,,,,,2023/03/09 00:00:00+00,,SDU,45330.418511421,7563896.51192414
1053,SAN DIEGO,37175,VCF,VALLEY CENTER FPD,28234 LILAC ROAD,VALLEY CENTER,92082,JOSEF NAPIER,(760) 751‐7600,,2023/03/09 00:00:00+00,https://www.valleycenterfire.com/,SDU,143517.569373098,210518831.778759
1054,SAN DIEGO,37235,VJS,VIEJAS FD,19854 VIEJAS GRADE ROAD,ALPINE,91901,BOB PFOHL,(619) 445‐7772,,2023/03/09 00:00:00+00,https://viejasbandofkumeyaay.org/modern-government/viejas_fire_department/,SDU,15883.2453661796,6842020.79441856
1055,SAN DIEGO,37170,VTA,VISTA FD AND FPD,200 CIVIC CENTER DR,VISTA,92084,NED VANDER POL,(760) 726‐1340,,2023/03/09 00:00:00+00,https://www.cityofvista.com/departments/fire-department,SDU,72732.5868585024,91942030.1509874
