802.street,20700 ST RTE 4j11,20700 ST RTE 411
817.facilityname,VELIVANC LAUNDROmMAT,VELIVANC LAUNDROMAT
252.planttype,Muniicpal,Municipal
1414.facilityname,CAIO WWTP,CAIRO WWTP
1168.statevalue,YN,NY
874.groundorsurface,Surfakce,Surface
740.statevalue,YN,NY
1165.facilityname,CLIFTO NSPRINGS HOSPITAL & CLINIC,CLIFTON SPRINGS HOSPITAL & CLINIC
541.street,PR-EEMPTION RD,PRE-EMPTION RD
770.city,CLAENCE,CLARENCE
302.statevalue,Y,NY
1460.groundorsurface,Surace,Surface
650.country,UAS,USA
1434.street,500 WESTERN AVE AND GULF VE B 1760 L 115,500 WESTERN AVE AND GULF AVE B 1760 L 115
1883.statevalue,eNY,NY
369.statevalue,Y,NY
411.facilityname,ABYSIDE FUEL OIL DEPOT - SMITH,BAYSIDE FUEL OIL DEPOT - SMITH
319.groundorsurface,Skurface,Surface
1914.spdespermitnumber,NY069328,NY0269328
300.spdespermitnumber,N0023574,NY0023574
654.country,SUA,USA
1004.statevalue,YN,NY
262.groundorsurface,Gruond,Ground
340.spdespermitnumber,NY025332o4,NY0253324
481.statevalue,YN,NY
235.locationone,"(40.7, -74.0)","(40.67, -74.0)"
2053.groundorsurface,Surfaec,Surface
1333.locationone,"(42.94f, -76.59)","(42.94, -76.59)"
1223.country,UA,USA
193.city,SHEgRBURNE,SHERBURNE
364.statevalue,YN,NY
607.facilityname,USDOE NOLLS ATOMIC POWER LABORATORY,USDOE KNOLLS ATOMIC POWER LABORATORY
1142.groundorsurface,Sufrace,Surface
82.city,kWAWBEEK,WAWBEEK
215.country,UAS,USA
150.statevalue,Y,NY
468.statevalue,nNY,NY
150.groundorsurface,Groudn,Ground
1278.locationone,"(42.45 ,-77.2)","(42.45, -77.2)"
333.facilityname,HEUVELTONW ATER POLL CTRL PLANT,HEUVELTON WATER POLL CTRL PLANT
1227.locationone,"(43.9 ,-75.4)","(43.9, -75.4)"
689.locationone,"(41.41, 74.44)","(41.41, -74.44)"
1493.statevalue,YN,NY
899.statevalue,NrY,NY
1897.spdespermitnumber,N0Y235776,NY0235776
813.statevalue,NwY,NY
1462.groundorsurface,Grund,Ground
509.street,HURDVILEL RD,HURDVILLE RD
277.statevalue,Y,NY
1871.planttype,Municicpal,Municipal
2083.planttype,Indusrial,Industrial
583.city,EAST NORTHPOTR,EAST NORTHPORT
1142.facilityname,POUGHKEEPSIE PDW,POUGHKEEPSIE DPW
261.country,SA,USA
273.locationone,"(44m.7, -75.49)","(44.7, -75.49)"
1397.statevalue,eNY,NY
1144.city,YOKNERS,YONKERS
995.spdespermitnumber,Y0021504,NY0021504
1033.planttype,Industiral,Industrial
2044.spdespermitnumber,NY0250013,NY0250031
1713.groundorsurface,Suface,Surface
1108.spdespermitnumber,YN0026409,NY0026409
187.locationone,"(42.55, -3.85)","(42.55, -73.85)"
106.street,2e15 DEPOT RD,215 DEPOT RD
1981.country,UcSA,USA
1505.city,PHILMeONT,PHILMONT
699.city,kCORTLAND,CORTLAND
299.spdespermitnumber,YN0268542,NY0268542
1058.spdespermitnumber,NY0098796,NY0097896
1746.spdespermitnumber,NY0q060976,NY0060976
1735.groundorsurface,Gorund,Ground
2044.street,m1496 ST RTE 55 - S SIDE - W OF ST RTE 82,1496 ST RTE 55 - S SIDE - W OF ST RTE 82
751.country,UzSA,USA
1717.country,USyA,USA
123.country,UAS,USA
2017.groundorsurface,urface,Surface
1528.planttype,Induwstrial,Industrial
177.locationone,"i(40.78, -73.9)","(40.78, -73.9)"
88.country,USnA,USA
1035.locationone,"42.24, -75.52)","(42.24, -75.52)"
491.country,SUA,USA
1195.groundorsurface,Sruface,Surface
543.country,SUA,USA
1493.spdespermitnumber,NY025176,NY0251976
1533.country,UAS,USA
1887.planttype,unicipal,Municipal
397.groundorsurface,Sufrace,Surface
1936.locationone,"(41.51 ,-74.21)","(41.51, -74.21)"
1178.street,7t6 INDEPENDENCE WAY,76 INDEPENDENCE WAY
769.statevalue,NgY,NY
1347.spdespermitnumber,N0Y074489,NY0074489
1660.statevalue,Y,NY
1452.statevalue,Y,NY
1089.statevalue,Y,NY
194.facilityname,LAUNDRY KINGDOM OF EDFORD,LAUNDRY KINGDOM OF MEDFORD
1503.planttype,unicipal,Municipal
1962.country,SA,USA
1590.street,1559 BRENTWOOD RDSCTM 500-246-04-1 & 2 & 500-225-3-108,1559 BRENTWOOD RD|SCTM 500-246-04-1 & 2 & 500-225-3-108
1616.street,200 ONDERDONKAVE,200 ONDERDONK AVE
617.groundorsurface,Surfce,Surface
1790.groundorsurface,Surfacbe,Surface
1757.city,zLEROY,LEROY
1771.spdespermitnumber,NY0020101,NY0002101
84.planttype,Indutsrial,Industrial
944.statevalue,eNY,NY
574.facilityname,MOHAWK INNVATIVE TECHNOLOGY INC,MOHAWK INNOVATIVE TECHNOLOGY INC
572.planttype,ndustrial,Industrial
358.statevalue,hNY,NY
1831.groundorsurface,Surfaace,Surface
1977.planttype,Munciipal,Municipal
400.spdespermitnumber,NY0109115,NY0109151
68.country,UAS,USA
433.statevalue,wNY,NY
2035.statevalue,Y,NY
954.groundorsurface,Surfacxe,Surface
2086.planttype,Municpial,Municipal
1239.country,SUA,USA
318.statevalue,Y,NY
351.facilityname,"COVANTA NIAARA I, LLC","COVANTA NIAGARA I, LLC"
1955.statevalue,YN,NY
501.country,UA,USA
1800.street,FOF RTE 23B,OFF RTE 23B
1347.country,SA,USA
846.planttype,Industrila,Industrial
1099.locationone,"(40.96, 7-3.87)","(40.96, -73.87)"
452.facilityname,BETHEL - TL ANDFILL,BETHEL - T LANDFILL
1355.locationone,"(40.7, -7.401)","(40.7, -74.01)"
316.locationone,"(43.56, -7.542)","(43.56, -75.42)"
766.planttype,Induxstrial,Industrial
985.locationone,"(42.54, -73.7)5","(42.54, -73.75)"
1527.locationone,"(43.34, -7.83)","(43.34, -73.83)"
411.city,ROOKLYN,BROOKLYN
904.city,GLE NCOVE,GLEN COVE
1490.country,sUSA,USA
26.statevalue,tNY,NY
858.street,ST TRE 86 - 1 MI E OF ST RTE 30,ST RTE 86 - 1 MI E OF ST RTE 30
1781.planttype,Indusrial,Industrial
1482.statevalue,nNY,NY
1537.spdespermitnumber,NY0245286,NY0242586
2002.country,SA,USA
1086.spdespermitnumber,NgY0030988,NY0030988
1658.spdespermitnumber,NY016197p7,NY0161977
1487.street,ST RTE 208 - E SIDE - BETWEEN COUNTRY CLUB DR & ARISTOTLE RD,ST RTE 208 - E SIDE - BETWEEN COUNTRY CLUB DR & ARISTOTLE DR
819.country,UaSA,USA
831.locationone,"(42.53, -75.r39)","(42.53, -75.39)"
1441.country,UAS,USA
1329.street,ENTIgRE WATER DISTRICT WIDE,ENTIRE WATER DISTRICT WIDE
566.planttype,kMunicipal,Municipal
326.locationone,"(42.4, 7-4.63)","(42.4, -74.63)"
1311.locationone,"e(41.12, -74.16)","(41.12, -74.16)"
539.spdespermitnumber,NY034800,NY0234800
1338.street,17 WHEELER VE,17 WHEELER AVE
1228.country,iUSA,USA
1927.planttype,Industriwal,Industrial
380.city,HOLTSVILLhE,HOLTSVILLE
581.groundorsurface,kGround,Ground
969.city,JORDAfN,JORDAN
83.city,WILLSBROO,WILLSBORO
887.street,17 CO R 31,17 CO RD 31
1834.street,4949 ST RT 104,4949 ST RTE 104
1113.city,GtILBOA,GILBOA
1596.groundorsurface,urface,Surface
1915.locationone,"(42.72, -7798)","(42.72, -77.98)"
635.city,SUFFLOK,SUFFOLK
2011.statevalue,YN,NY
1709.city,SUFFOcLK,SUFFOLK
2038.street,CO RTE 12,CO RTE 132
378.city,AUBUxRN,AUBURN
1327.country,UA,USA
447.locationone,"(44.9, -73.84)","(44.39, -73.84)"
953.planttype,Municpal,Municipal
117.facilityname,TESSY PLASTICS - ELBRIDjGE CAMPUS,TESSY PLASTICS - ELBRIDGE CAMPUS
241.street,7940SHERMAN-STEDMAN RD,7940 SHERMAN-STEDMAN RD
1565.facilityname,SELDEN FLL SERVICE LAUNDRY LLC,SELDEN FULL SERVICE LAUNDRY LLC
806.statevalue,qNY,NY
2084.statevalue,aNY,NY
1489.spdespermitnumber,NY002444h9,NY0024449
256.spdespermitnumber,NY009909,NY0099309
1953.locationone,"(42.8, -73.6)","(42.18, -73.6)"
1582.groundorsurface,Grouund,Ground
1108.groundorsurface,Surfcae,Surface
1910.spdespermitnumber,NY00w07030,NY0007030
948.planttype,Munincipal,Municipal
543.facilityname,Essity Professional Hygiene North merica LLC,Essity Professional Hygiene North America LLC
793.street,ECK HILL RD 0.7 MI S OF ST RTE 39,PECK HILL RD 0.7 MI S OF ST RTE 39
301.planttype,Industiral,Industrial
2057.groundorsurface,Gruound,Ground
1857.street,1849 5H AVE,1849 5TH AVE
147.statevalue,YN,NY
656.country,SA,USA
752.street,3175 STALEYR D,3175 STALEY RD
1107.locationone,"(41.61, -7.75)","(41.61, -74.75)"
1525.statevalue,lNY,NY
195.country,UAS,USA
1864.country,UnSA,USA
1241.country,UtSA,USA
2062.groundorsurface,Surfeace,Surface
1035.statevalue,YN,NY
20.groundorsurface,Surqface,Surface
1399.facilityname,KINGSTON-RHINECLIFFBRIDGE MAINTENANCE BUILDINGS,KINGSTON-RHINECLIFF BRIDGE MAINTENANCE BUILDINGS
1473.planttype,Inkdustrial,Industrial
1527.statevalue,YN,NY
1415.locationone,"(42.55, -73.8)7","(42.55, -73.87)"
427.statevalue,NbY,NY
27.statevalue,Y,NY
1500.statevalue,Y,NY
597.city,CATSLE CREEK,CASTLE CREEK
933.country,SUA,USA
1332.country,UsSA,USA
1345.locationone,"(44.71,-75.0)","(44.71, -75.0)"
1154.street,56p HARVESTER AVE,56 HARVESTER AVE
797.groundorsurface,Surrface,Surface
748.city,CROAM,CORAM
764.groundorsurface,Surfaec,Surface
1847.country,UAS,USA
626.locationone,"(43g.14, -79.04)","(43.14, -79.04)"
999.spdespermitnumber,NY0106708,NY0106780
463.groundorsurface,Siurface,Surface
493.locationone,"(40.91, -73.85)","(40.91, -73.58)"
184.facilityname,RED WING SAND & GRAVEL - BILLINGS MINE ISTE,RED WING SAND & GRAVEL - BILLINGS MINE SITE
508.street,1840 LYELL VAE,1840 LYELL AVE
133.city,ONAWANDA,TONAWANDA
1743.street,102 rWATER ST  (CO RTE 17),102 WATER ST  (CO RTE 17)
663.planttype,Industrail,Industrial
1769.planttype,nIndustrial,Industrial
1650.statevalue,NxY,NY
8.spdespermitnumber,Y0272817,NY0272817
550.statevalue,NjY,NY
496.groundorsurface,Gronud,Ground
1837.spdespermitnumber,NY023582,NY0023582
1398.statevalue,NoY,NY
379.city,ATpHENS,ATHENS
762.statevalue,Y,NY
185.spdespermitnumber,Y0025976,NY0025976
1437.city,nLITCHFIELD,LITCHFIELD
1001.locationone,"(41.37, -7376)","(41.37, -73.76)"
1078.street,82 ARLNIGTON AVE,82 ARLINGTON AVE
2021.city,CENETREACH,CENTEREACH
638.facilityname,T MOfRIAH WWTF,T MORIAH WWTF
966.facilityname,Tannersville Water Treatment Plat,Tannersville Water Treatment Plant
2.planttype,nIdustrial,Industrial
1604.statevalue,YN,NY
1075.city,LAFAYETET,LAFAYETTE
1927.city,EAST BRACH,EAST BRANCH
1562.spdespermitnumber,Y0029017,NY0029017
1670.statevalue,YN,NY
1779.spdespermitnumber,NxY0030571,NY0030571
1829.spdespermitnumber,NY0206018,NY0026018
1499.city,GREENURGH,GREENBURGH
153.facilityname,NVIRO WASTE OIL RECOVERY TERMINAL,ENVIRO WASTE OIL RECOVERY TERMINAL
888.city,LEASANT VALLEY,PLEASANT VALLEY
1616.spdespermitnumber,Y0027758,NY0027758
1769.spdespermitnumber,NY0063988,NY0069388
1493.street,36 Boyack d,36 Boyack Rd
515.locationone,"4(0.78, -73.89)","(40.78, -73.89)"
1565.city,ESLDEN,SELDEN
1988.city,BREoWSTER,BREWSTER
1371.locationone,"(40d.87, -72.54)","(40.87, -72.54)"
1536.planttype,Municpial,Municipal
283.facilityname,FOX RUN VINEYARDS NC,FOX RUN VINEYARDS INC
329.country,UA,USA
883.spdespermitnumber,NY01r31555,NY0131555
13.city,NEWBUGRH,NEWBURGH
1995.country,vUSA,USA
1169.statevalue,kNY,NY
1669.street,HEATHER N,HEATHER LN
138.street,120 ALPHA LVD US RTE 9W,120 ALPHA BLVD US RTE 9W
450.spdespermitnumber,NY00l35742,NY0035742
1095.street,275 MCEKE RD,275 MCKEE RD
967.country,UA,USA
819.facilityname,LEINGTON WWTP,LEXINGTON WWTP
1825.country,UuSA,USA
1235.planttype,Industrail,Industrial
579.city,HARTSADLE,HARTSDALE
11.street,7801 LYONSDALE RD (CO RTEr 39) @ LOWDALE RD,7801 LYONSDALE RD (CO RTE 39) @ LOWDALE RD
315.locationone,"(24.55, -79.17)","(42.55, -79.17)"
711.facilityname,COLLINS MAINTENANC ECENTER,COLLINS MAINTENANCE CENTER
1166.locationone,"(44.81, -74.81)***","(44.81, -74.81)"
884.statevalue,eNY,NY
1772.country,UqSA,USA
934.street,1 MAGUIpRE WAY,1 MAGUIRE WAY
1958.spdespermitnumber,NY0226973,NY0226793
1109.city,MAYVILE,MAYVILLE
1518.groundorsurface,Gronud,Ground
210.city,SHELTER ISLAND HEIsGHTS,SHELTER ISLAND HEIGHTS
831.spdespermitnumber,NY0824084,NY0284084
281.facilityname,LOCKHEED MARTIN MISSION SYSTEMS AND TRArINING,LOCKHEED MARTIN MISSION SYSTEMS AND TRAINING
739.city,WHEATFILED,WHEATFIELD
1748.spdespermitnumber,NqY0006131,NY0006131
333.groundorsurface,Surxface,Surface
835.city,YAnPHANK,YAPHANK
1143.street,bLELAND AVE,LELAND AVE
1687.planttype,Indutsrial,Industrial
1385.spdespermitnumber,NY002x5445,NY0025445
1704.country,SA,USA
4.locationone,"43.08, -76.0)","(43.08, -76.0)"
1468.street,ST RTE 178 @ I-i81 - EXIT 41,ST RTE 178 @ I-81 - EXIT 41
400.groundorsurface,urface,Surface
2032.street,9005 OLD RIVER RD/BIGELWO DRIVE,9005 OLD RIVER RD/BIGELOW DRIVE
1579.country,SUA,USA
244.country,SA,USA
1199.spdespermitnumber,N0Y108537,NY0108537
980.groundorsurface,Surfaec,Surface
1441.locationone,"(41.35, -74.r68)","(41.35, -74.68)"
286.facilityname,QUEENS DISTRICT 5/5A AGRAGE,QUEENS DISTRICT 5/5A GARAGE
653.planttype,Indutrial,Industrial
1522.spdespermitnumber,NY0028561,NY0025861
676.facilityname,MIRABITO FUvEL GROUP,MIRABITO FUEL GROUP
1189.city,CATTARUGUS,CATTARAUGUS
977.groundorsurface,Grond,Ground
36.street,STOINGTON HILL RD,STONINGTON HILL RD
391.statevalue,cNY,NY
1034.street,1 GENERALM OTORS DR,1 GENERAL MOTORS DR
1091.city,MIDDLESXE,MIDDLESEX
17.planttype,Indusrtrial,Industrial
1709.statevalue,Y,NY
1283.planttype,Indutrial,Industrial
1066.city,SARANAdC,SARANAC
639.street,7211 QUARpRY RD,7211 QUARRY RD
1029.country,USoA,USA
392.locationone,"(41.14, -7.418)","(41.14, -74.18)"
2010.planttype,Indusrial,Industrial
1677.city,WgILMINGTON,WILMINGTON
438.country,SA,USA
380.groundorsurface,Gound,Ground
2028.planttype,Industrila,Industrial
585.spdespermitnumber,NY023970,NY0239780
773.spdespermitnumber,NYt0106526,NY0106526
1898.country,USrA,USA
1150.groundorsurface,wGround,Ground
280.locationone,"(40.89c, -72.93)","(40.89, -72.93)"
620.country,USrA,USA
761.street,STASBOURG DR,STRASBOURG DR
1393.spdespermitnumber,NY003149,NY0031429
324.spdespermitnumber,NY027680,NY0276880
512.facilityname,V - ACNISTEO WWTP,V - CANISTEO WWTP
1388.locationone,"(4m3.07, -76.76)","(43.07, -76.76)"
913.city,CANASOTTA,CANASTOTA
1115.country,UAS,USA
207.locationone,"(44.31, -b73.35)","(44.31, -73.35)"
2040.spdespermitnumber,YN0250678,NY0250678
899.groundorsurface,Sugrface,Surface
625.groundorsurface,Surfaec,Surface
724.spdespermitnumber,NY0261392,NY0263192
347.locationone,"(44.8,9 -74.07)","(44.89, -74.07)"
906.city,FORT COVINGON,FORT COVINGTON
1458.statevalue,Y,NY
1313.city,STATEN ISLNAD,STATEN ISLAND
638.street,29BULWAGGA DR,29 BULWAGGA DR
890.country,SA,USA
1395.country,SA,USA
1327.spdespermitnumber,NY0285431,NY0258431
377.facilityname,SENECA COUNTY SEWER DISTRICT 2 (5 PTS CORRECTIONAL WRRF),SENECA COUNTY SEWER DISTRICT #2 (5 PTS CORRECTIONAL WRRF)
2089.groundorsurface,Surfiace,Surface
192.statevalue,Y,NY
1129.locationone,"(43.02, 76.27)","(43.02, -76.27)"
502.planttype,eIndustrial,Industrial
2052.city,PURCHAwSE,PURCHASE
1103.groundorsurface,uSrface,Surface
81.groundorsurface,urface,Surface
1955.street,7EDISON AVE,7 EDISON AVE
2010.spdespermitnumber,Y0269719,NY0269719
629.planttype,ndustrial,Industrial
1248.planttype,Indlustrial,Industrial
1603.locationone,"(14.56, -74.0)","(41.56, -74.0)"
1410.statevalue,Y,NY
1225.groundorsurface,Surfacwe,Surface
996.planttype,Industiral,Industrial
217.street,986 RTE 9,2986 RTE 9
683.country,UAS,USA
818.planttype,Indutsrial,Industrial
783.street,58 RIVERSIED AVE,58 RIVERSIDE AVE
706.spdespermitnumber,N0Y257109,NY0257109
2076.facilityname,THOMAS J WATSON RESEARCH CEfNTER,THOMAS J WATSON RESEARCH CENTER
729.spdespermitnumber,NY027503,NY0267503
1219.statevalue,YN,NY
1304.facilityname,OsNONDAGA COACH CORPORATION,ONONDAGA COACH CORPORATION
1336.statevalue,YN,NY
1908.planttype,Industrail,Industrial
1003.spdespermitnumber,NY0n106992,NY0106992
2066.street,34 NUGET ST,34 NUGENT ST
226.statevalue,YN,NY
225.locationone,"(43n.03, -78.5)","(43.03, -78.5)"
1767.street,IELDCREST DR,FIELDCREST DR
966.street,191z Leach Dr,191 Leach Dr
1309.planttype,Indbustrial,Industrial
1930.statevalue,Y,NY
836.spdespermitnumber,NY0095962,NY0099562
189.planttype,Municipl,Municipal
906.planttype,Munciipal,Municipal
1214.facilityname,MASSENA WASTEAWTER TREATMENT PLANT,MASSENA WASTEWATER TREATMENT PLANT
191.locationone,"(41.47, -74.73)","(41.74, -74.73)"
1161.city,Norht Hudson,North Hudson
212.groundorsurface,uSrface,Surface
1662.planttype,Indubstrial,Industrial
1806.city,NWBURGH,NEWBURGH
1861.country,USxA,USA
820.locationone,"(4t2.57, -77.72)","(42.57, -77.72)"
1843.spdespermitnumber,NY001201,NY0001201
93.statevalue,Y,NY
1583.planttype,Mugnicipal,Municipal
832.country,UA,USA
2056.city,WiATERLOO,WATERLOO
891.country,zUSA,USA
2036.locationone,"(40.5,5 -74.12)","(40.55, -74.12)"
1066.street,60-70 PsICKETTS CORNERS RD,60-70 PICKETTS CORNERS RD
679.street,65s DORRAUGH LN,65 DORRAUGH LN
891.street,3p61 SHEEP PASTURE RD,361 SHEEP PASTURE RD
640.street,550 3ST RTE 9W|3 MI SECTION - ROSETON AREA TO CHELSEA AREA,5503 ST RTE 9W|3 MI SECTION - ROSETON AREA TO CHELSEA AREA
199.spdespermitnumber,NY0006220***,NY0006220
1435.facilityname,ADDISON - VSTP,ADDISON - V STP
735.country,aUSA,USA
1880.spdespermitnumber,NY0020523,NY0020532
2076.locationone,"(1.21, -73.8)","(41.21, -73.8)"
666.planttype,Muncipal,Municipal
406.facilityname,BAY SHORE LAUNDROAMT,BAY SHORE LAUNDROMAT
1357.groundorsurface,Srface,Surface
1114.locationone,"(43.89, -75.o67)","(43.89, -75.67)"
41.statevalue,YN,NY
347.street,7019 ST RbTE 374,7019 ST RTE 374
565.locationone,"(40.88r, -73.03)","(40.88, -73.03)"
806.spdespermitnumber,NY002905z0,NY0029050
1803.locationone,"(4225, -78.79)","(42.25, -78.79)"
1912.groundorsurface,Gruond,Ground
906.spdespermitnumber,Y0027863,NY0027863
822.statevalue,Y,NY
946.street,5 PERIFIED GARDENS RD,5 PETRIFIED GARDENS RD
1569.planttype,Induhstrial,Industrial
573.spdespermitnumber,NY0c264423,NY0264423
315.planttype,Municpal,Municipal
912.statevalue,YN,NY
1021.street,36 VIADUC TRD,36 VIADUCT RD
1980.locationone,"(43.07, -78.72)","(43.07, -78.27)"
1635.street,362 QUINkN RD,362 QUINN RD
1532.groundorsurface,lSurface,Surface
1926.street,251 PORT WATSO NST,251 PORT WATSON ST
812.locationone,"(40.83, -72.8)6","(40.83, -72.86)"
1334.statevalue,Y,NY
1302.statevalue,YN,NY
556.street,OLD COUNTRYx RD & HOWELL PARK,OLD COUNTRY RD & HOWELL PARK
1398.locationone,"(42.2, -79.64)","(42.2, -79.46)"
1251.planttype,Industrxial,Industrial
1290.groundorsurface,Suface,Surface
431.statevalue,NvY,NY
312.city,SDOUS,SODUS
1331.facilityname,POUGHKEEPSIE WATsER TREATMENT PLANT,POUGHKEEPSIE WATER TREATMENT PLANT
2074.planttype,Inudstrial,Industrial
757.spdespermitnumber,NY00264s84,NY0026484
1491.facilityname,LAGRANGE NOXON KNOLLzS SD STP,LAGRANGE NOXON KNOLLS SD STP
1262.planttype,Industril,Industrial
1793.street,4080 PEARL ST & 4D TREADEASY VAE,4080 PEARL ST & 4D TREADEASY AVE
1353.street,236 Lowrer Whitfield Rd,236 Lower Whitfield Rd
364.spdespermitnumber,Y0020958,NY0020958
1760.spdespermitnumber,NY024797,NY0247197
1170.country,SA,USA
56.locationone,"(41s.19, -74.18)","(41.19, -74.18)"
1932.spdespermitnumber,NY0250269,NY0252069
1043.street,VAN WYCKL AKE RD & I-84,VAN WYCK LAKE RD & I-84
1402.facilityname,NYCDOSu - FRESH KILLS LANDFILL,NYCDOS - FRESH KILLS LANDFILL
258.locationone,"(2.11, -79.2)","(42.11, -79.2)"
709.facilityname,ELECTRONICS PARK REMIANDER PARCELS,ELECTRONICS PARK REMAINDER PARCELS
850.groundorsurface,Sufrace,Surface
1193.planttype,Muniqcipal,Municipal
1011.street,T RTE 3 - SE SIDE,ST RTE 3 - SE SIDE
1917.planttype,nIdustrial,Industrial
1638.groundorsurface,Surfacie,Surface
390.spdespermitnumber,NjY0027669,NY0027669
363.planttype,Muicipal,Municipal
120.locationone,"(41.49, -47.02)","(41.49, -74.02)"
1754.statevalue,vNY,NY
522.facilityname,GLOBAL COMPANIES LLC - GLENWOOD TERMINL,GLOBAL COMPANIES LLC - GLENWOOD TERMINAL
374.street,ENTIRE WATER DISTRICT WIED,ENTIRE WATER DISTRICT WIDE
451.facilityname,PATTERSOeN HAMLET WWTP,PATTERSON HAMLET WWTP
153.groundorsurface,Surfaoce,Surface
1516.groundorsurface,Surfaec,Surface
728.spdespermitnumber,NYr0030341,NY0030341
1427.country,UAS,USA
2069.country,SA,USA
466.groundorsurface,Grounyd,Ground
1224.facilityname,NYC DEP-JAMAICA WTER SUPPLY WELLS,NYC DEP-JAMAICA WATER SUPPLY WELLS
924.street,E LAKER D,E LAKE RD
1198.street,WEST MAyIN ST,WEST MAIN ST
2077.spdespermitnumber,NY279790,NY0279790
835.locationone,"(40.85,- 72.88)","(40.85, -72.88)"
1442.planttype,nIdustrial,Industrial
31.planttype,Indutsrial,Industrial
1997.statevalue,Y,NY
2039.facilityname,NYSDOT WELLSVILE SUBHEADQUARTERS,NYSDOT WELLSVILLE SUBHEADQUARTERS
855.country,UAS,USA
698.spdespermitnumber,NYc0226327,NY0226327
936.city,RIVERkHEAD,RIVERHEAD
1202.spdespermitnumber,NY0000373,NY0000337
1490.groundorsurface,urface,Surface
1640.spdespermitnumber,NY0203566,NY0023566
2083.street,BULLY HILL RD (GREYTON H AYLOR MEMORIAL DR),BULLY HILL RD (GREYTON H TAYLOR MEMORIAL DR)
1140.groundorsurface,Surfae,Surface
1008.country,UAS,USA
851.locationone,"(44.16, v-75.71)","(44.16, -75.71)"
340.street,2 0NEWTON PL,20 NEWTON PL
709.street,ELECTONICS PKWY,ELECTRONICS PKWY
1589.groundorsurface,Suface,Surface
1223.facilityname,AOVN WWTP,AVON WWTP
891.locationone,"(40.93, -73h.08)","(40.93, -73.08)"
569.facilityname,RESENIUS KABI USA LLC,FRESENIUS KABI USA LLC
616.facilityname,TONAWNADA COKE CORPORATION,TONAWANDA COKE CORPORATION
1361.facilityname,WHISTLE CLEAN OF SOUTHAMPTNO LAUNDROMAT,WHISTLE CLEAN OF SOUTHAMPTON LAUNDROMAT
1368.locationone,"(42.68, -76.6)","(42.68, -76.96)"
1189.spdespermitnumber,NY000463,NY0100463
1925.city,GRENVILLE,GREENVILLE
680.country,USpA,USA
584.city,CANJOHARIE,CANAJOHARIE
89.facilityname,FREEVILEL - V STP,FREEVILLE - V STP
861.country,USfA,USA
599.spdespermitnumber,N0Y091081,NY0091081
1170.street,RTE 312 & ZIMMER RD***,RTE 312 & ZIMMER RD
1205.spdespermitnumber,YN0026701,NY0026701
1261.planttype,Indstrial,Industrial
1175.locationone,"(41.3v7, -73.58)","(41.37, -73.58)"
440.locationone,"(438.9, -75.44)","(43.89, -75.44)"
1823.country,bUSA,USA
1598.street,CIYWIDE,CITYWIDE
1185.statevalue,dNY,NY
1546.spdespermitnumber,NY00j29971,NY0029971
1580.planttype,Inustrial,Industrial
952.groundorsurface,Surfaec,Surface
521.country,UA,USA
46.planttype,Industial,Industrial
136.street,350 DUTCcHESS TPKE,350 DUTCHESS TPKE
1967.city,NEW BERLoIN,NEW BERLIN
745.city,MORRISTON,MORRISTOWN
967.planttype,Mmunicipal,Municipal
1798.statevalue,uNY,NY
314.statevalue,NnY,NY
638.groundorsurface,uSrface,Surface
421.city,POUHQUAG,POUGHQUAG
547.locationone,"(42.92, 75.38)","(42.92, -75.38)"
1556.groundorsurface,Srface,Surface
680.planttype,Industtrial,Industrial
606.statevalue,Y,NY
1343.city,LACtONA,LACONA
2.statevalue,Y,NY
1304.planttype,Indusrial,Industrial
