1337.global_id,a0108i499-2e77-4079-ac2d-0bc4709465ab,a0108499-2e77-4079-ac2d-0bc4709465ab
4763.routeid,81o9-N,819-N
1813.accctldesc,No Access Contrl,No Access Control
3771.routeid,1v260317,1260317
2858.routeid,112w0067,1120067
1948.accctldesc,No Access Contrlo,No Access Control
4794.towndesc,HRATFORD,HARTFORD
580.routeid,66n-E,66-E
2996.accctldesc,No Access Controel,No Access Control
1231.global_id,ea853281-16de-40bd9-bb52-bbf25fb8cc81,ea853281-16de-40d9-bb52-bbf25fb8cc81
3659.global_id,fb98305f-a6a3-4e1c-9802-828a93be8c0e,fb98305f-a6a3-4e1c-9802-828a93b8ec0e
4361.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
2292.routeid,130437,1030437
925.routeid,0505031,0550031
2788.routeid,15-4N,154-N
548.towndesc,ANDOVnER,ANDOVER
3020.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
2092.towndesc,SHELToON,SHELTON
2381.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
2683.hpmsaccdesc,No bAccess Conrtol,No Access Conrtol
3264.accctldesc,No Access Cotnrol,No Access Control
630.hpmsaccdesc,N oAccess Conrtol,No Access Conrtol
2723.hpmsaccdesc,NoA ccess Conrtol,No Access Conrtol
3140.accctldesc,No Access Contorl,No Access Control
715.towndesc,STAFMORD,STAMFORD
1368.global_id,822cc884-dcc1-4048-8d44-vdc264f412ac3,822cc884-dcc1-4048-8d44-dc264f412ac3
214.towndesc,NW BRITAIN,NEW BRITAIN
172.hpmsaccdesc,cNo Access Conrtol,No Access Conrtol
2356.global_id,7c3456f0-470a-43bf-f813-cd21c611dfe0,7c3456f0-470a-43bf-8f13-cd21c611dfe0
2036.accctldesc,No Acess Control,No Access Control
2336.towndesc,ShOMERS,SOMERS
4187.hpmsaccdesc,Noj Access Conrtol,No Access Conrtol
3713.global_id,c4d8a270-0f33-43c8-94de-b1c9be875dc9,c4d8a270-0f33-438c-94de-b1c9be875dc9
484.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
2760.routeid,1510984,1510948
2492.global_id,32c89851-3555-4e3f-8938-d2ecafac451,32c89851-3555-4e3f-8938-d2ecdafac451
4350.global_id,469c98e9-5847-4262-b6ac-394914d5739b,469c98e9-5847-4262-b6ac-394914d5379b
1467.towndesc,DNBURY,DANBURY
4309.towndesc,WEST HARTFORnD,WEST HARTFORD
2804.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
4699.towndesc,MILFODR,MILFORD
1267.hpmsaccdesc,No Access Conratol,No Access Conrtol
4412.towndesc,WALLIGFORD,WALLINGFORD
2026.accctldesc,No Acces sControl,No Access Control
1254.hpmsaccdesc,No Access Control,No Access Conrtol
154.routeid,053014l5R,0530145R
3064.accctldesc,No Access Conrol,No Access Control
2882.accctldesc,Nfo Access Control,No Access Control
1208.accctldesc,No Access Control***,No Access Control
132.routeid,5090113,0590113
4048.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
4926.routeid,95N-,95-N
4261.accctldesc,o Access Control,No Access Control
1023.towndesc,BIRSTOL,BRISTOL
4570.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
1329.accctldesc,No Acces Control,No Access Control
3665.towndesc,MIFLORD,MILFORD
1707.accctldesc,No Access oCntrol,No Access Control
3147.towndesc,WATERURY,WATERBURY
2924.accctldesc,No ccess Control,No Access Control
4518.towndesc,MADISN,MADISON
498.global_id,3da19d28-2cb4-4af0-8es8a-0b82da5e7f37,3da19d28-2cb4-4af0-8e8a-0b82da5e7f37
1671.accctldesc,"Full Control - Other Divided Hghways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
834.routeid,0580327,0580237
2062.global_id,b029a4d9-209-9431f-b11a-3d00edb74401,b029a4d9-2099-431f-b11a-3d00edb74401
4010.routeid,079-N,709-N
3099.routeid,1a510918,1510918
3362.routeid,-W,6-W
2385.accctldesc,No Accss Control,No Access Control
1102.global_id,8463b858-36d7-47ca-be89-618b2758e45i8,8463b858-36d7-47ca-be89-618b2758e458
195.towndesc,MILFROD,MILFORD
1602.routeid,0070005***,0070005
134.global_id,d1a015b8-6fd7-4c66-a34d-15e984c65ae9,d1a015b8-6fd7-4c66-a34d-15e9846c5ae9
3722.towndesc,FARMcINGTON,FARMINGTON
2854.global_id,fcdefc95-786-42db-bd15-055c780a7e2d,fcdefc95-7c86-42db-bd15-055c780a7e2d
265.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
1836.hpmsaccdesc,No Accss Conrtol,No Access Conrtol
3259.global_id,bd0076c9-64db-4874-bf1c-c124bf9b5afa,bd0067c9-64db-4874-bf1c-c124bf9b5afa
4485.routeid,117034m3,1170343
4076.accctldesc,No cAcess Control,No Access Control
4222.towndesc,NEW MILOFRD,NEW MILFORD
4033.global_id,9bcdd1fc-8a7e-41aa-b70b-b5429cf67daf***,9bcdd1fc-8a7e-41aa-b70b-b5429cf67daf
3671.hpmsaccdesc,No Accessh Conrtol,No Access Conrtol
3952.global_id,d989d393-c5f6-4868-a31a-550cafe61n6a5,d989d393-c5f6-4868-a31a-550cafe616a5
3876.hpmsaccdesc,Full Ackcess Control,Full Access Control
3227.towndesc,SUFFIED,SUFFIELD
3243.accctldesc,"Full ontrol - Other Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
803.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
2458.routeid,1505177,1550177
3044.routeid,13q50110,1350110
4779.global_id,5506175d-e290-47e1-9656-6d5eb6b555254,5506175d-e290-47e1-9656-65eb6b555254
2044.towndesc,PLYMdOUTH,PLYMOUTH
829.towndesc,sWINDSOR,WINDSOR
674.towndesc,DAREIN,DARIEN
1634.accctldesc,o Access Control,No Access Control
3551.accctldesc,No Accessq Control,No Access Control
4775.accctldesc,No Access Contorl,No Access Control
1056.routeid,h0630478,0630478
3867.global_id,817d0f76-5039-4bdc-883-cac21443e445,817d0f76-5039-4bdc-8837-cac21443e445
3100.global_id,6d44d803-e52-496d-a75b-be0baa8b0413,6d44d803-e528-496d-a75b-be0baa8b0413
115.global_id,692745cb-f656-4b99-b42-b39a60aa693d,692745cb-f656-4b99-b442-b39a60aa693d
2011.routeid,178E-,178-E
3389.routeid,187N,187-N
3658.global_id,fc964862-3da-488c-bd38-caad07b8ef99,fc964862-3dca-488c-bd38-caad07b8ef99
2088.towndesc,DEE RIVER,DEEP RIVER
352.accctldesc,No Access Conrol,No Access Control
49.routeid,0430229,0340229
925.global_id,3f2c9caa-e495-439a-8895-80e3f0c2ede,3f2c9caa-e495-439a-8895-280e3f0c2ede
466.towndesc,SUpFFIELD,SUFFIELD
1138.accctldesc,No Access ontrol,No Access Control
2340.routeid,59-N,95-N
1164.accctldesc,No cAcess Control,No Access Control
4814.routeid,582-N,528-N
702.global_id,7cf7d676-8f0e-4ae4-b2d-573d9af80661,7cf7d676-8f0e-4ae4-be2d-573d9af80661
440.global_id,48173e74-c3e10-4968-b685-9b47b4de495d,48173e74-3e10-4968-b685-9b47b4de495d
4802.global_id,1aaff404-9224-4873-89e1-06d470b2b7be,1afaf404-9224-4873-89e1-06d470b2b7be
896.towndesc,MDDLEFIELD,MIDDLEFIELD
3778.global_id,d7376a0f-f1f5-4d46-bea-9b1e80fcbc04,d7376a0f-f1f5-4d46-bfea-9b1e80fcbc04
773.routeid,0850114,0580114
3985.towndesc,OUTHBURY,SOUTHBURY
3904.hpmsaccdesc,NoA ccess Conrtol,No Access Conrtol
3304.routeid,46-S,476-S
350.routeid,135053,1350953
268.global_id,53e26399-f40-4724-bc38-e348eb2aa77a,53e26399-f4a0-4724-bc38-e348eb2aa77a
4230.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
1152.towndesc,EAST HARTFORfD,EAST HARTFORD
4928.accctldesc,"Full Control - Other Divided Highways, 4 or mor elanes","Full Control - Other Divided Highways, 4 or more lanes"
438.global_id,5757871a-7e4c-4533-8e9-e6fa5eb8d4ca,5757871a-7e4c-4533-8ea9-e6fa5eb8d4ca
125.accctldesc,No Access Contrl,No Access Control
1056.hpmsaccdesc,No Access Cionrtol,No Access Conrtol
2607.global_id,78c1ff27-b29f-4158-bf488318522db927,78c1ff27-b29f-4158-bf48-8318522db927
1904.towndesc,WINDSOwR LOCKS,WINDSOR LOCKS
2767.towndesc,eNEW LONDON,NEW LONDON
1685.routeid,063020a3,0630203
594.global_id,a54c34db-6cbc-43e9-b0f8-80905b93fa1,a54c34db-6cbc-43e9-b0f8-809055b93fa1
3229.global_id,553e818f-46cd-4w044-9b84-1f191e68c143,553e818f-46cd-4044-9b84-1f191e68c143
4811.global_id,893d6860-6bd7-4da9-b5c9-71601c44ef78,893d6860-6bd7-4da9-b59c-71601c44ef78
1022.routeid,170321,0170321
3354.global_id,05ed63ab-53fe-4892-b5e2-db2aedfd9342,05ed63ab-53fe-4892-b5e2-db2aedf9d342
3572.towndesc,WESTs HAVEN,WEST HAVEN
2656.global_id,02458e03-d8df-4dab-ebf7b-1b08063d5474,02458e03-d8df-4dab-bf7b-1b08063d5474
860.hpmsaccdesc,Nom Access Conrtol,No Access Conrtol
59.towndesc,BRNFORD,BRANFORD
1731.hpmsaccdesc,No Abccess Conrtol,No Access Conrtol
1331.routeid,138011a2,1380112
4726.global_id,7ceba0d0-d7a5-47ed-b0f1-f62967c60cc44,7ceba0d0-d7a5-47ed-b0f1-f62967c60c44
4349.global_id,16179edc-582c-4654-9832-720bc497421a,11679edc-582c-4654-9832-720bc497421a
1203.hpmsaccdesc,No Aiccess Conrtol,No Access Conrtol
3417.towndesc,EYMOUR,SEYMOUR
1110.routeid,1408227,1480227
3063.global_id,b97f4d54-aea8f-41e9-b87d-ea0b874f3b71,b97f4d54-ae8f-41e9-b87d-ea0b874f3b71
2777.routeid,095001v3,0950013
2618.towndesc,TRUMBUdLL,TRUMBULL
4611.hpmsaccdesc,artial Access Control,Partial Access Control
242.routeid,0920751,0920571
1762.routeid,0610549,0610594
2467.hpmsaccdesc,Pratial Access Control,Partial Access Control
2217.routeid,r8-S,8-S
124.hpmsaccdesc,No Access Coenrtol,No Access Conrtol
1780.towndesc,SOUTH WINfDSOR,SOUTH WINDSOR
3132.hpmsaccdesc,No AccessConrtol,No Access Conrtol
441.global_id,48bd947b-3d1b-4158-bw96c-f08b1a745877,48bd947b-3d1b-4158-b96c-f08b1a745877
1893.accctldesc,No Access Conftrol,No Access Control
513.towndesc,eDERBY,DERBY
4593.routeid,663-N,636-N
63.routeid,015014R5,0150145R
3482.towndesc,THOMPOSN,THOMPSON
1787.accctldesc,No ccess Control,No Access Control
3996.routeid,0560h629,0560629
3918.routeid,009010b8,0090108
791.hpmsaccdesc,No Anccess Conrtol,No Access Conrtol
4879.accctldesc,"Full Control - Other Divided Highways, 4 or more lans","Full Control - Other Divided Highways, 4 or more lanes"
1973.towndesc,MIDLETOWN,MIDDLETOWN
1014.global_id,19b0031-bd91-4e0c-9c65-d5995af99d94,19b0031c-bd91-4e0c-9c65-d5995af99d94
1520.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
243.routeid,020605,0920605
1851.hpmsaccdesc,No Accss Conrtol,No Access Conrtol
1485.global_id,9f55aed4-97c6-4d7d-ad65-ceeb61acfb4,9f55aed4-97c6-4d7d-ad65-ceeb61a8cfb4
1219.towndesc,MIFLORD,MILFORD
175.global_id,fb03689-128d4-4fa7-b08a-7562ee4e9ebd,fb036891-28d4-4fa7-b08a-7562ee4e9ebd
3583.hpmsaccdesc,No Access Cnortol,No Access Conrtol
4152.global_id,5f193eda-1c00-4f5d-b565-1d776559e540,5f193eda-1c00-4f5d-b565-1d776559e450
2624.routeid,145N-,145-N
4456.towndesc,DEEPRIVER,DEEP RIVER
216.global_id,da06d89e-fbc1-4ca7-8d5c-aa9dd2dad7r95,da06d89e-fbc1-4ca7-8d5c-aa9dd2dad795
2270.routeid,1620257,1260257
2016.accctldesc,"Full Controld - Divided, 2 lanes","Full Control - Divided, 2 lanes"
663.hpmsaccdesc,No Acecss Conrtol,No Access Conrtol
4158.global_id,a3190f42-60e3-40ca-h8fe9-6b85dccb322f,a3190f42-60e3-40ca-8fe9-6b85dccb322f
3191.hpmsaccdesc,No Accses Conrtol,No Access Conrtol
4819.global_id,1a86177c-a42-47ce-9ad7-f9e71c474652,1a86177c-a242-47ce-9ad7-f9e71c474652
3258.hpmsaccdesc,Fnull Access Control,Full Access Control
120.towndesc,GREwENWICH,GREENWICH
1163.accctldesc,No fAccess Control,No Access Control
65.global_id,e9828ed4-b70f-4319-887b-f94386d57b65,e9828ed4-b07f-4319-887b-f94386d57b65
3369.accctldesc,No Access Control***,No Access Control
3371.towndesc,COiLEBROOK,COLEBROOK
4710.accctldesc,No Access Conptrol,No Access Control
469.towndesc,ENFIyELD,ENFIELD
3365.routeid,95S-,95-S
4434.routeid,1340254,1430254
2591.towndesc,HARTLAD,HARTLAND
1131.towndesc,WATERFROD,WATERFORD
3494.routeid,1530031***,1530031
1192.accctldesc,No Access oCntrol,No Access Control
3638.accctldesc,No Azccess Control,No Access Control
2937.towndesc,WETHaERSFIELD,WETHERSFIELD
1891.global_id,f307f887-3844-4707c-9c72-16a174738627,f307f887-3844-4707-9c72-16a174738627
2536.towndesc,STAFMORD,STAMFORD
3099.hpmsaccdesc,No Access Control,No Access Conrtol
382.routeid,51-N,15-N
2400.accctldesc,No Access ontrol,No Access Control
3562.towndesc,NORALK,NORWALK
3572.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
4542.routeid,6W-,6-W
3708.towndesc,PTNAM,PUTNAM
38.global_id,3e99fddd-741-4559-a1cd-296f7913ade6,3e99fddd-1741-4559-a1cd-296f7913ade6
1385.towndesc,EAsST HARTFORD,EAST HARTFORD
2105.hpmsaccdesc,No Access Cnrtol,No Access Conrtol
3031.routeid,0614095R,0610495R
118.accctldesc,No Access ontrol,No Access Control
4861.routeid,63n0-N,630-N
824.towndesc,WhEST HARTFORD,WEST HARTFORD
3755.towndesc,NEW CANpAAN,NEW CANAAN
4124.global_id,2d0888f9-30db-4cf-a8fc-8548efc5b65d,2d0888f9-30db-4cf9-a8fc-8548efc5b65d
1290.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
2581.routeid,1400043,1400034
2266.accctldesc,o Access Control,No Access Control
534.hpmsaccdesc,No Access Conrotl,No Access Conrtol
3752.towndesc,SHLETON,SHELTON
2602.routeid,t177-N,177-N
608.global_id,8h66890af-d6ee-4007-90c1-cd44d787a14c,866890af-d6ee-4007-90c1-cd44d787a14c
3266.hpmsaccdesc,o Access Conrtol,No Access Conrtol
4267.routeid,15z11249,1511249
3323.hpmsaccdesc,Full Access Controdl,Full Access Control
4696.global_id,5e22b02-fa73-453a-8a44-33c443d38835,5e22bb02-fa73-453a-8a44-33c443d38835
1774.accctldesc,No Acces Control,No Access Control
540.routeid,q6-E,6-E
1428.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
2239.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
2799.towndesc,DANBRY,DANBURY
2509.towndesc,WESTPRT,WESTPORT
1778.global_id,8b3915ad-0c50-48f0-9378-e6c8be2286fa,8b3915ad-0c50-48f0-9378-e6c8be2826fa
2351.accctldesc,No Acdcess Control,No Access Control
928.accctldesc,No Access Cnotrol,No Access Control
1728.hpmsaccdesc,No Access Conrtl,No Access Conrtol
196.accctldesc,No cAcess Control,No Access Control
4789.towndesc,CORNWqALL,CORNWALL
3481.hpmsaccdesc,No Accessz Conrtol,No Access Conrtol
3081.routeid,480388,1480388
953.global_id,9735e406-c036-475e-953b-f47b7b4b0bf6,973e5406-c036-475e-953b-f47b7b4b0bf6
2708.hpmsaccdesc,No Access Control,No Access Conrtol
3923.global_id,861ea7a2-30ad-4bdc-a75a-2f438bb666b0,861ea72a-30ad-4bdc-a75a-2f438bb666b0
4751.hpmsaccdesc,No ccess Conrtol,No Access Conrtol
1563.global_id,d529c1c4-0968-442a-9b678-c077cd5943ed,d529c1c4-0968-442a-9678-c077cd5943ed
2776.routeid,940365,0940365
3560.towndesc,NORWLAK,NORWALK
415.routeid,142018,1420018
4357.routeid,160534,1560534
1090.towndesc,STAMFODR,STAMFORD
4849.global_id,703e1cf-7f746-410b-b8f2-dd5ac5b3423c,703e1cf7-f746-410b-b8f2-dd5ac5b3423c
1038.global_id,a375e717-3604-4a79-b0b3-9bcb16c24e5a,a375e717-3640-4a79-b0b3-9bcb16c24e5a
3460.routeid,20-aW,20-W
2854.hpmsaccdesc,No Acecss Conrtol,No Access Conrtol
4666.routeid,010098,0110098
608.towndesc,COLMUBIA,COLUMBIA
1623.routeid,0090077***,0090077
4673.accctldesc,N oAccess Control,No Access Control
1539.global_id,7a204e63-1b41-4a0bb-779-a5ca907e428c,7a204e63-1b41-4a0b-b779-a5ca907e428c
4421.hpmsaccdesc,NoA ccess Conrtol,No Access Conrtol
784.global_id,1b947e2-e817-4e07-8130-60b3992dffb7,1b947e62-e817-4e07-8130-60b3992dffb7
3306.routeid,487-uN,487-N
3082.accctldesc,No Acess Control,No Access Control
205.accctldesc,N Access Control,No Access Control
2956.routeid,151059,1510059
4476.accctldesc,No Accebss Control,No Access Control
1226.accctldesc,No ccess Control,No Access Control
4204.accctldesc,Nio Access Control,No Access Control
2129.hpmsaccdesc,Noi Access Conrtol,No Access Conrtol
2614.hpmsaccdesc,Full Access Control***,Full Access Control
4806.accctldesc,nNo Access Control,No Access Control
1563.hpmsaccdesc,No Accesis Conrtol,No Access Conrtol
1524.routeid,040218,0430218
14.hpmsaccdesc,No Access Connrtol,No Access Conrtol
1818.global_id,82ded3f-9cf5-4dae-88ef-94c0f5caa0f8,982ded3f-9cf5-4dae-88ef-94c0f5caa0f8
3651.routeid,1340450R,1430450R
1880.accctldesc,No Acess Control,No Access Control
3786.global_id,5f2cbf65-54fd-44a6-88aa-d49e0efb4b6,5f2cbf65-54fd-44a6-88aa-d49e0efb40b6
3537.hpmsaccdesc,No Access Conirtol,No Access Conrtol
4031.towndesc,CHESHRIE,CHESHIRE
221.accctldesc,o Access Control,No Access Control
4748.routeid,0170467,0170476
3487.accctldesc,"Full Control -i Other Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
4443.towndesc,WOLCOTT***,WOLCOTT
2483.accctldesc,No Accses Control,No Access Control
1488.towndesc,DANpBURY,DANBURY
4567.hpmsaccdesc,No Access Cnortol,No Access Conrtol
934.accctldesc,No Access Cgontrol,No Access Control
153.global_id,0aec2db5-3b77-40399992-5efb92c2075a,0aec2db5-3b77-4039-9992-5efb92c2075a
1379.global_id,0564331-15f3-446d-9cd0-69447f5eea97,05c64331-15f3-446d-9cd0-69447f5eea97
1657.towndesc,HADADM,HADDAM
161.hpmsaccdesc,No Access Contol,No Access Conrtol
4000.towndesc,RGOTON,GROTON
4784.hpmsaccdesc,N Access Conrtol,No Access Conrtol
1852.hpmsaccdesc,N Access Conrtol,No Access Conrtol
4284.hpmsaccdesc,No Access Control,No Access Conrtol
270.routeid,1-jS,1-S
4184.accctldesc,oN Access Control,No Access Control
201.routeid,0850175,0850157
273.accctldesc,No Access Contrrol,No Access Control
919.towndesc,BERoLIN,BERLIN
1144.routeid,1104070,1140070
470.routeid,19a1-N,191-N
114.routeid,090013,0390013
869.towndesc,STONINGTOyN,STONINGTON
3845.routeid,95S-,95-S
3746.routeid,r0920257R,0920257R
2584.accctldesc,No Access Control***,No Access Control
4594.global_id,cb0cbfd9-07e94cbc-862d-f29b67adbf99,cb0cbfd9-07e9-4cbc-862d-f29b67adbf99
1447.routeid,076070,0760070
991.accctldesc,No Access Contyrol,No Access Control
2212.global_id,ac9e5130-70f1-45ba-a7e5-52282fc8f996***,ac9e5130-70f1-45ba-a7e5-52282fc8f996
2643.routeid,180284,1480284
2023.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
2717.accctldesc,No Access Corntrol,No Access Control
2518.towndesc,NORWAK,NORWALK
2099.towndesc,NEW HAVN,NEW HAVEN
4737.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
1749.routeid,3110079,1310079
3661.routeid,5-pS,5-S
232.global_id,1a2f85ab-eac-44c0f-92e0-6fb27293cbbf,1a2f85ab-eac4-4c0f-92e0-6fb27293cbbf
2464.global_id,0975f631-5813-4e5d-805b1-26bba92e2dc,0975f631-5813-4e5d-805b-126bba92e2dc
3468.towndesc,HMADEN,HAMDEN
1519.towndesc,WwINDHAM,WINDHAM
4831.hpmsaccdesc,No Access Corntol,No Access Conrtol
4550.towndesc,EAST HARTOFRD,EAST HARTFORD
2036.global_id,6d208499-d095-4319-9bf7-c6814d9eaee,6d208499-d095-4319-9bf7-ec6814d9eaee
1833.towndesc,KILLNGLY,KILLINGLY
4382.global_id,7e6a5c84-c9e7-4ab2d-a6fe-4a86e5ad0a21,7e6a5c84-c9e7-4b2d-a6fe-4a86e5ad0a21
4492.hpmsaccdesc,No AccessConrtol,No Access Conrtol
618.routeid,8-2E,82-E
815.global_id,34949ad3-0550-f0f-89e1-43a8e881635f,34949ad3-0550-4f0f-89e1-43a8e881635f
3247.accctldesc,No Access Cotrol,No Access Control
4896.accctldesc,No Acess Control,No Access Control
2910.towndesc,OMNROE,MONROE
822.routeid,513-sE,513-E
2096.accctldesc,No AccessC ontrol,No Access Control
1254.global_id,9d521d1b-98fd-47c7-9afd-2ba0ca5a05dd,9d521d1b-98fd-47c7-9afd-2b0aca5a05dd
4901.routeid,84w-E,84-E
3674.global_id,45a7e356-dbb7-486f-aaf4-25z6b6b98c615,45a7e356-dbb7-486f-aaf4-256b6b98c615
1118.towndesc,DAREIN,DARIEN
4317.hpmsaccdesc,Full Accss Control,Full Access Control
643.accctldesc,No Access bControl,No Access Control
4134.accctldesc,No jAccess Control,No Access Control
2104.global_id,32617f7-e40a-495e-a330-0a1613ecfd8e,32617f74-e40a-495e-a330-0a1613ecfd8e
3764.routeid,0932094,0930294
4325.accctldesc,N oAccess Control,No Access Control
4334.global_id,e454d51f-700-14730-aaff-796d1519ca17,e454d51f-7001-4730-aaff-796d1519ca17
2580.global_id,fd2e14d-7231-4032-ade5-f4d24827bf33,fda2e14d-7231-4032-ade5-f4d24827bf33
3675.global_id,6e934cbf-89fe-41c0-87b-3bc68d9232d82,6e934cbf-89fe-41c0-87b3-bc68d9232d82
4803.global_id,99c91dfd-0137-4722-9be3-65810d637f2z4,99c91dfd-0137-4722-9be3-65810d637f24
4591.routeid,6-N,63-N
2763.towndesc,WATEFORD,WATERFORD
3800.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
2430.accctldesc,No Access Colntrol,No Access Control
3356.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
3742.routeid,0290123,0920123
4687.accctldesc,No Access Coentrol,No Access Control
1628.accctldesc,o Access Control,No Access Control
1607.hpmsaccdesc,NoA ccess Conrtol,No Access Conrtol
92.accctldesc,Noe Access Control,No Access Control
4556.global_id,f3a2a5e9-1fadc-4927-9856-fb223a5e13dc,f3a2a5e9-1fad-4927-9856-fb223a5e13dc
562.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
2808.accctldesc,NoA ccess Control,No Access Control
3703.global_id,f8b7a5f3-461f-4d9a-c6f-c0e9f60a204c,f8b7a5f3-461f-4d9a-9c6f-c0e9f60a204c
3394.accctldesc,No Access ontrol,No Access Control
606.global_id,fbq3d56ea-cba6-4449-80e3-e4c78250e4b0,fb3d56ea-cba6-4449-80e3-e4c78250e4b0
3761.towndesc,NEWH AVEN,NEW HAVEN
1814.global_id,0b906484b5fa-4c02-93bc-ba1725ddca28,0b906484-b5fa-4c02-93bc-ba1725ddca28
2143.accctldesc,No Accss Control,No Access Control
1780.accctldesc,No Access Contmrol,No Access Control
2671.global_id,f229416e-ee01-4c3e-9706-f498a3d18f4,f229416e-ee01-4c3e-9706-f498a3d189f4
4583.accctldesc,No Access Cotrol,No Access Control
4313.towndesc,VRNON,VERNON
390.hpmsaccdesc,No Access Cnortol,No Access Conrtol
3433.accctldesc,NoAccess Control,No Access Control
4099.global_id,6925a659-d4eb-4184u-9ff1-9493874be27e,6925a659-d4eb-4184-9ff1-9493874be27e
4199.global_id,5ba6c724-abec-8d0-9619-b10db6450266,5ba6c724-abec-48d0-9619-b10db6450266
3009.hpmsaccdesc,No nAccess Conrtol,No Access Conrtol
1072.global_id,8430dcc9-4a95-4a7fa-a4c6-5640800a459b,8430dcc9-4a95-4a7a-a4c6-5640800a459b
3368.routeid,148438,1480438
464.towndesc,BtLOOMFIELD,BLOOMFIELD
1730.hpmsaccdesc,No Accses Conrtol,No Access Conrtol
4792.global_id,8d56a6f6-3fe9-14da-aa8b-ad5ba6f26fe9,8d56a6f6-3fe9-41da-aa8b-ad5ba6f26fe9
1707.hpmsaccdesc,No Akccess Conrtol,No Access Conrtol
1037.hpmsaccdesc,No Access Cnortol,No Access Conrtol
1369.towndesc,dBRANFORD,BRANFORD
3944.routeid,0150k489,0150489
3225.accctldesc,No Access Cntrol,No Access Control
4642.routeid,0503089R,0530089R
1984.towndesc,WALLINGFOD,WALLINGFORD
4023.hpmsaccdesc,No Acces sConrtol,No Access Conrtol
460.towndesc,LBOOMFIELD,BLOOMFIELD
3496.routeid,153012,1530112
3383.routeid,0b150936R,0150936R
4177.accctldesc,NoA ccess Control,No Access Control
4826.routeid,0360203,0360023
2287.towndesc,MERIEN,MERIDEN
2925.towndesc,OMNROE,MONROE
3711.hpmsaccdesc,No AccessC onrtol,No Access Conrtol
4728.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
2102.hpmsaccdesc,No Avccess Conrtol,No Access Conrtol
4309.routeid,1550169R***,1550169R
4588.accctldesc,No Access Cntrol,No Access Control
1630.hpmsaccdesc,N oAccess Conrtol,No Access Conrtol
1878.hpmsaccdesc,No Access uConrtol,No Access Conrtol
4398.towndesc,hOXFORD,OXFORD
1398.accctldesc,"Full Control - Other Divided Highways,k 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
710.routeid,15r80178,1580178
3109.routeid,0730a085,0730085
2801.accctldesc,No Acces Control,No Access Control
4771.global_id,017b1254-0069-4aaa-ac90-23f4cz42ca804,017b1254-0069-4aaa-ac90-23f4c42ca804
4494.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
1154.hpmsaccdesc,N Access Conrtol,No Access Conrtol
3334.towndesc,BRIDGEPcORT,BRIDGEPORT
843.accctldesc,Noe Access Control,No Access Control
2656.hpmsaccdesc,No Accemss Conrtol,No Access Conrtol
2787.routeid,530421,1530421
4125.routeid,037y0011,0370011
2773.towndesc,NEcW LONDON,NEW LONDON
