gross,net,conventional_accounting,economic_sector,sector,category,sub_category_one,sub_category_two,sub_category_three,year,gas,mtco_twoear_five_two_zeroyr,mtco_twoear_four_one_zero_zeroyr
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,2014,CO2,42821,42821
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2008,CH4,42822,12745
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2010,CO2,42841,42841
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2011,CO2,42858,42858
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,2011,CO2,42878,42878
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Coal,1992,CH4,42886,12764
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,2010,CH4,42909,12771
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2012,N2O,42920,48448
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,1998,CH4,42922,12775
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,1997,CO2,42951,42951
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,2013,CH4,42989,12794
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,2005,CH4,42999,12797
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2015,CH4,43070,12818
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Distillate Fuel,2014,CH4,43075,12820
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,1992,CO2,43101,43101
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2016,CH4,43112,12831
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2009,CO2,43116,43116
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1999,CO2,43161,43161
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,2009,N2O,43173,48733
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2009,CO2,43264,43264
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,1994,CH4,43269,12878
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,1990,CO2,43374,43374
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,2010,CH4,43414,12921
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2004,N2O,43428,49021
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,1993,N2O,43466,49064
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,1997,CH4,43479,12940
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2013,CO2,43492,43492
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2010,CH4,43516,12951
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Coal - Other,1991,CH4,43516,12951
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2015,CO2,43519,43519
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,2011,CO2,43541,43541
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Distillate Fuel,2009,CH4,43558,12964
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,1997,CO2,43622,43622
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2010,CH4,43658,12994
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,2008,N2O,43696,49324
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2005,CH4,43715,13010
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,2005,CH4,43719,13012
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2008,CO2,43814,43814
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,1994,CO2,43862,43862
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Distillate Fuel,2012,CH4,43966,13085
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1998,N2O,44002,49669
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,2006,CH4,44024,13102
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2005,N2O,44134,49818
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,1995,CO2,44148,44148
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1999,N2O,44181,49871
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2004,CO2,44183,44183
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,1992,CO2,44186,44186
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2006,CH4,44244,13168
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2006,CO2,44293,44293
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,2004,N2O,44312,50019
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2004,CO2,44344,44344
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,2000,CO2,44355,44355
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,2007,CH4,44366,13204
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Natural Gas,2009,CO2,44385,44385
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2012,CO2,44387,44387
Yes,No,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,1994,Biogenic CO2,44394,44394
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Wood,1991,N2O,44430,50152
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2004,CH4,44523,13251
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2012,CH4,44534,13254
Yes,Yes,Yes,Industry,IPPU,Electronics,Semiconductor Industry,Not Applicable,Not Applicable,1995,PFCs,44698,66790
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,2014,CO2,44730,44730
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,1997,CO2,44749,44749
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,1999,CO2,44798,44798
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,1998,CO2,44812,44812
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,1995,CH4,44841,13346
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2006,N2O,44863,50640
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2000,CO2,44874,44874
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,1998,CO2,44875,44875
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2007,CO2,44886,44886
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2001,CH4,44916,13368
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,2002,CO2,44940,44940
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2005,CO2,44946,44946
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Natural Gas,1992,CO2,44989,44989
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2005,CO2,45090,45090
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,2012,CO2,45117,45117
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,2002,CO2,45126,45126
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,1990,CO2,45164,45164
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,2006,CH4,45178,13446
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,1991,CO2,45189,45189
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,2001,CH4,45264,13472
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,1991,N2O,45267,51097
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2006,CO2,45337,45337
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,1993,CH4,45348,13496
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,2009,CH4,45394,13510
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,1995,CO2,45451,45451
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2012,CH4,45521,13548
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,1996,CO2,45529,45529
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Natural Gas,2007,CO2,45531,45531
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2007,N2O,45546,51411
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,1994,CO2,45585,45585
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,1998,CO2,45586,45586
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,2015,CH4,45597,13571
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2001,CH4,45635,13582
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2011,CH4,45738,13613
Yes,Yes,Yes,Industry,IPPU,Electronics,Semiconductor Industry,Not Applicable,Not Applicable,2005,PFCs,45756,68159
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2003,CH4,45768,13621
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,1993,CO2,45775,45775
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,1999,CH4,45778,13624
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,2013,CH4,45882,13655
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,2002,CH4,45925,13668
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Distillate Fuel,1992,CO2,45947,45947
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2003,CO2,46015,46015
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2015,N2O,46055,51987
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Coal,2014,N2O,46067,52000
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,2007,N2O,46073,52007
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2001,CH4,46129,13729
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Distillate Fuel,2018,CH4,46130,13729
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,CNG,2000,CO2,46149,46149
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2008,N2O,46179,52127
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,2012,CH4,46262,13768
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2001,CO2,46263,46263
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2010,CH4,46264,13769
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,2003,N2O,46276,52236
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Aviation Gasoline,1991,CO2,46326,46326
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Aviation Gasoline,1999,CO2,46412,46412
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2008,CO2,46469,46469
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2002,CO2,46502,46502
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,2000,N2O,46572,52570
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,1999,CH4,46581,13863
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Wood,1992,N2O,46614,52618
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,2008,CH4,46662,13888
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,2006,CH4,46719,13904
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2007,CO2,46781,46781
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2002,CH4,46783,13923
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1990,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1991,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1992,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1993,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1994,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1995,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1996,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1997,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1998,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1999,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2000,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2001,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2002,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2003,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2004,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2005,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2006,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2007,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2008,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2009,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Electronics,Semiconductor Industry,Not Applicable,Not Applicable,2017,PFCs,46836,70902
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2009,N2O,46852,52886
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),2018,CH4,46931,13968
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2016,N2O,46935,52980
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2016,CO2,47011,47011
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),2009,CH4,47020,13994
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,1997,CO2,47049,47049
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Distillate Fuel,2013,CH4,47106,14020
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,1992,N2O,47136,53207
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,2010,CH4,47200,14048
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),2012,CH4,47211,14051
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1992,CO2,47220,47220
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Jet Fuel,1999,N2O,47228,53310
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Coal,2013,N2O,47280,53370
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2010,N2O,47293,53384
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,2001,N2O,47320,53414
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2015,CO2,47384,47384
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Distillate Fuel,2013,CO2,47413,47413
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2010,CO2,47454,47454
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,2001,CH4,47542,14149
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,2002,N2O,47580,53707
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,1996,CO2,47627,47627
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Natural Gas,2008,CO2,47641,47641
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,2016,CO2,47703,47703
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2009,CH4,47755,14213
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Coal,2001,CO2,47769,47769
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,2012,CH4,47772,14218
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2011,N2O,47858,54022
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2017,N2O,47879,54045
Yes,Yes,Yes,Industry,IPPU,Electronics,Semiconductor Industry,Not Applicable,Not Applicable,2001,PFCs,47884,71360
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Distillate Fuel,2008,CH4,47901,14256
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,1992,CO2,47903,47903
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,2012,CH4,47973,14278
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,2010,CH4,47989,14283
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,1996,CH4,48001,14286
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,2010,CO2,48011,48011
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,2007,CO2,48083,48083
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,1997,CO2,48145,48145
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,2015,CO2,48166,48166
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,2017,CH4,48191,14343
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2012,N2O,48220,54430
