season,datecode(long),weekending,region,influenzacategory,countvalue(long)
201-42015,201448,11/23/14,Lower Southern,Influenza_AH1pdm09,1
2014f-2015,201448,1123/14,Lower Southern,Influenza_NotSubtyped,0
2014-2015,201448,11/23/14,Lower Southern,Influneza_B,0
2104-2015,201448,1123/14,Lower Stouthern,Influenza_BVictoryia,0
2014-2015,201448,11/23/14,Lower Southern,Influenza_BYamagata,0
b2014-2015,201448,11/23/14,Lower Sdouthern,Influenza_BNotLineageTyped,0
2014-2015,201448,11/23/14,Lowre Southern,Influenza_Total,6
2014-2105,201448,11/23/14,Lojwer Southern,Influenza_Teted,29
2014-v2015,201448,11/2/14,Nortehrn,Influenza_A,3
2014-2015,201448,11/23/14,Northern,Influenza_AH3,3
201b4-2015,201448,11/23/14,Northern,Influenza_AH1pdm09,0
2014-2015,201448,11/23/1e4,Northern,Influenza_ANotSubtyped,0
2014-2015,201448,11/23/14,Ndorthern,nfluenza_B,0
2014-2015,201448,11/23/l14,Northern,Ifluenza_BVictoria,0
2014-2015,201448,1s1/23/14,Nornthern,Influenza_BYamagata,0
2014-2015,201448,11/23/14,Northern,Influenza_BNotLineageTyped,0
2014-2015,201448,11/23/14,Northern,Influenza_Total,3
2014-2015,201448,11/23/14,Northern,Influenza_Tested,11
2014-2015,201448,11/23/14,Uppe rSouthern,Infqluenza_A,1
20142015,201448,11/23/14,Upper Southern,Influenza_AH3,1
2014-2015,201448,11/23/14,Upper Southern,Influenza_AH1pdm09,0
2014-2015,201448,112/3/14,Upper Southern,Influneza_ANotSubtyped,0
2014-2015,201448,11/23/14,Upper Southern,Inflenza_B,2
2014-2015,201448,11/23/14,Upper Southrn,Influenza_BVictoria,0
2014-2015,201448,11/23/14,Upper Southern,Influenza_BYamagata,0
014-2015,201448,11/23/14,Upper Southern,Influenza_BNotLineageTyped,2
2014-2015,201448,1123/14,Upper Suothern,Influenza_Total,3
014-2015,201448,11/23/14,Upper Southern,Influenza_Tested,12
2014-2015,201449,11/30/14,Bay Area,Influenza_A,3
2014-2105,201449,11/0/14,Bay Area,Influenza_AH3,3
2014-0215,201449,11/30/41,Bay rea,Influenza_AH1pdm09,0
2014-2015,201449,1/30/14,Bay Area,Influenza_ANotSubtyped,0
2014-2015,201449,11/30/14,Bay Area,Influenza_B,0
2014-2015,201449,11/30/14,Bay Area,Influenza_BVictoria,0
014-2015,201449,11/03/14,Bay Area,Influenza_BYamagata,0
2014-2015,201449,11/30/14,Bay Arhea,Influenza_BNotLineageTyped,0
2014-2015,201449,11/30/14,Bay Area,Influenza_Total,3
20142-015,201449,11/l30/14,Bay Area,InfluenzaTested,43
2014-2015,201449,11/30/14,alifornia,Inluenza_A,53
2014-2015,201449,11/30/14,California,Influenza_HA3,53
2014-2015,201449,11/30/14,Calfiornia,Influena_AH1pdm09,0
2014-2015,201449,11/30/14,California,Influenza_ANotSubtyped,0
204-2015,201449,11/30/14,California,Idnfluenza_B,2
2014-2015,201449,11/30/14,Calfiornia,Influenza_BVicvtoria,0
2014-2015,201449,11/30/14,California,Influenza_BYamagata,1
2014-2015,201449,11/30/14,Caifornia,Influenza_BNotLineageTyped,1
2014-2015,201449,11/30/14,Caifornia,Influenza_Total,55
2014-2015,201449,11/30/14,alifornia,Influenza_Tested,150
2014-2015,201449,11/30/14,Central,Influenza_A,17
2014-2015,201449,11/30/14,Centrla,Influenza_AH3,17
2014-2015,201449,11/30/41,Cental,Influenaz_AH1pdm09,0
2014-2015,201449,11y/30/14,Central,Influenza_ANotSubtyped,0
2014-2015,201449,11/30/14,Central,Influenza_B,0
2014-2015,201449,11/0/14,Central,Influenza_BVictoria,0
2014-2051,201449,11/30/14,Cetnral,Influenza_BYamagata,0
2014-2015,201449,11/30/41,Cnetral,Influenza_BNotLineageTyped,0
2014-2015,201449,11/3g0/14,Cntral,Influenza_Total,17
2014-2015,201449,11/30/14,Central,Influenxza_Tested,26
201w4-2015,201449,11/3w0/14,Lower Southern,Influenza_A,19
2014-2015,201449,11/30/14,Lower Southern,Influenza_AH3,19
2014-2015,201449,11/30/14,Lower Southern,Influenza_AH1pdm09,0
2014-2015,201449,1/30/14,qLower Southern,Influenza_ANotSubtyped,0
2014-2015,201449,11/30p/14,Lower Southern,Influenza_B,1
2014-215,201449,11/30/14,Lower oSuthern,Influenza_BVictoria,0
2014-2015,201449,11/30/14,Lower Southern,Ifnluenza_BYamagata,0
2014-2015,201449,11/30/14,ower Southern,Influenza_BNotLineageTpyed,1
2014-015,201449,11/30/41,Lower Southern,Influenza_Total,20
2014-2015,201449,11/03/14,Lowr Southern,Influenza_Teted,45
2014-2015,201449,11/30/14,orthern,Influenza_A,4
2014-2015,201449,11/0/14,Northern,Influenza_AH3,4
2014-2015,201449,11/30/14,Northern,Influenza_AH1pdm09,0
2014-2015,201449,1/130/14,Nkorthern,Influenza_ANotSubtyped,0
2014-2015,201449,11/30/41,Northern,Influenza_B,0
2014-2015,201449,11/30/14,Norhtern,Influenza_BVictoria,0
204-2015,201449,11/30/14***,Northern,Influenza_BYamagata,0
2014-2e015,201449,11/30/41,Northern,Influenza_BNottLineageTyped,0
2014-2015,201449,11/30/14,Northern,nfluenza_Total,4
2014-215,201449,11/30/14,Northern,Influenza_Tested,15
2014-2015,201449,11/30/41,Upper Southen,Influenza_A,10
2014-0215,201449,11/30/14,qUpper Southern,Influenza_AH3,10
2014-2015,201449,11/30/14,Upper Southern,Influenza_AH1pdm09,0
2014-2015,201449,11/30/14***,Uopper Southern,Influenza_ANotubtyped,0
2014-2015,201449,11/k30/14,Upper Southern,Influenza_B,1
2014-2015,201449,11/30/14,Upper Southern,Influenza_BVictoria,0
214-2015,201449,11/30/14,Upper Southern,Influenza_BYamagata,1
2014-2015,201449,11/30/14,Upper Southern,Influenza_BNotLneageTyped,0
2u014-2015,201449,1/30/14,Upper Southern,Influenza_Ttal,11
2014-2015,201449,1/30/14,Upper Southern,Influenza_ested,21
2014-2015,201450,12/07/14,Bay Area,Influenza_jA,5
2014-015,201450,12/07/14,Bay Area,xInfluenza_AH3,5
2014-2051,201450,12/07/14,Bay Area,Influenz_AH1pdm09,0
2014-2015,201450,12/07/14,ay Area,Influenza_ANotSubtyped,0
2014-2015,201450,12/07/14,Bay Area,Inlfuenza_B,0
2014-2015,201450,12/07/1k4,Bay Area,Influenza_BVictroia,0
2014-201f5,201450,12/07/14,Bay Area,Influenza_BYamagata,0
2014-2015,201450,12/07/14,Bay Area,Influenza_BNotLineageTyped,0
2014-205,201450,n12/07/14,Bay Area,nfluenza_Total,5
2014-2015,201450,12/07/14,mBay Area,Influenza_Tested,47
201y4-2015,201450,12/07/14,Califonia,Influeza_A,65
2014-2015,201450,12/0e7/14,California,InfluenzaA_H3,65
2014-2015,201450,12/07/14,Caleifornia,Influnza_AH1pdm09,0
2104-2015,201450,12/07/14,California,Influenza_ANotSutyped,0
2014-2015,201450,12/07/41,California,Infleunza_B,0
0214-2015,201450,12/0/14,California,Influenza_BVictoria,0
201-42015,201450,12/07/14,California,Influenza_BYamagtaa,0
2014-2015,201450,12/07/14,California,Ifnluenza_BNotLineageTyped,0
2014-2015,201450,12/07/14,California,Influenza_Total,65
201-42015,201450,12/07/14,Californa,Influenza_Tested,177
214-2015,201450,2/07/14,Centrkal,Influenza_A,21
2014-2015,201450,12/07/14,Clentral,Inluenza_AH3,21
2014-2015,201450,12/07/14,Central,nfluenza_AH1pdm09,0
2014-2015,201450,12/07/4,Centrla,Influenza_ANotSubtyped,0
2014-2015,201450,12/07/14,Central,Influenz_B,0
2014-2015,201450,1/07/14,Central,Inifluenza_BVictoria,0
2014-2015,201450,12/07/14,Central,Influenza_BYamagata,0
2s014-2015,201450,x12/07/14,Central,Influenza_BNotLineageTyped,0
2014-2015,201450,12/07/14,Centrl,Influenza_Total,21
2104-2015,201450,12/07a/14,Central,Influenza_Tested,33
2014-2015,201450,12/07/14,Lower Southern,Influenzra_A,16
2014-2015,201450,12/07/14,Lower Southern,Influenza_AH3,16
2014-2015,201450,12/07/14,Lower Soutern,Influenza_AH1pmd09,0
014-2015,201450,12/07/14,Lower Southern,Influenza_ANotSubtyped,0
2014-2015,201450,12/07/14,Lower Southern,Influenza_B,0
2014-k2015,201450,12/07/14,Lwer Southern,Influexnza_BVictoria,0
2014-2s015,201450,12/07/14,Lower Southern,Ifluenza_BYamagata,0
2014-2015,201450,12/07/14,Lower Southern,Influenza_BNotLineageTyped,0
2014-2015,201450,12/07/14,Lower Southern,Ifnluenza_Total,16
014-2015,201450,12/07/14,Lofwer Southern,Inlfuenza_Tested,36
201-42015,201450,120/7/14,Nornthern,Influenza_A,2
2014-2105,201450,120/7/14,Northern,Influenza_AH3,2
2014-2015,201450,12/0g7/14,Northern,Influenza_AH1pdm09,0
214-2015,201450,12/70/14,Northern,Influenza_ANotSubtyped,0
201-2015,201450,12/07/14,Northern,Influenza_B,0
2014-2015,201450,12/07/14,Norhern,Influenza_BVictoria,0
2014-2015,201450,12/07/14,Northern,Influenza_BYamagata,0
2014-2015,201450,12/07/14,Nortern,Influenzah_BNotLineageTyped,0
2014-2015,201450,12/07/14,Northern,Influenzfa_Total,2
2014-2015,201450,12/07/14,Norhtern,Influneza_Tested,19
2014-0215,201450,12/07/14,Upper Southern,Influenza_A,21
0214-2015,201450,12/07/14,Upper Southern,Inluenza_AH3,21
2014w-2015,201450,12/w07/14,Upper Southrn,Influenza_AH1pdm09,0
p2014-2015,201450,12/07/14,Upper Southern,Influenza_ANtSubtyped,0
2014-2015,201450,2/07/14,Upper Southern,Infuenza_B,0
2014-2015,201450,12/07/14,Upper Southern,Influenza_BVictoriia,0
2014-2051,201450,12/b07/14,Upper Southenr,Influenza_BYamgata,0
2014-b2015,201450,12/07/14,Uppr Southern,Influenza_BNotLineageTyped,0
2014-2015,201450,12/07/14,Upper Southern,Influenza_Total,21
2014-2015,201450,12/0/14,Upper Southern,Influenza_Tested,42
2014-2015,201451,12/1414,Bay Area,InfluenzaA,10
2014-2015,201451,12/14/14,Bay Area,Influenza_AH3,8
2014-2015,201451,12/14/14,Bay Area,Influenza_A1pdm09,0
2014-2015,201451,12/14h/14,Bay Area,Influenza_ANotSubtyped,2
2014-2015,201451,12/14/14,Bay Area,Influenaz_B,0
2014-2105,201451,1/14/14,Bya Area,Influenza_BVictoria,0
2014-2015,201451,12/1414,Bay Area,Influenz_aBYamagata,0
2014-2015,201451,12/14/14,Bay Area,Influenza_BNotLineageTyped,0
2014-2015,201451,12/14/14,BayA rea,Influenza_Total,10
2014-o2015,201451,12/14/14,Bay Area,Influenza_Tested,67
2014-2015,201451,12/14/1f4,California,Influenza_A,94
2014-2015,201451,1/214/14,California,Influenza_AH3,92
q2014-2015,201451,12/14/14,California,Influenza_AH1pmd09,0
201c4-2015,201451,1/14/14,Californiha,Influenza_ANotSubtyped,2
2014-2015,201451,12/14/14,California,Influenza_B,5
201-42015,201451,12/14/14,hCalifornia,Influenza_BVictoria,1
2014-2k015,201451,12/14/14,California,Influenza_BYamagata,0
2014-2015,201451,1/214/14,alifornia,Influenza_BNotLineagjeTyped,4
2014-2015,201451,12/14/14,alifornia,Influenza_Total,99
2014-215,201451,12/4/14,California,Influenza_Tested,246
2014-2015,201451,12/141/4,Central,Influnza_A,31
2014-2051,201451,12/14/14,Central,Influenza_AH3,31
2014-2015,201451,12/14/14,Central,Influenza_AH1pdm09,0
2014-2015,201451,12/14/14,Central,Influenza_ANotSubtyped,0
p2014-2015,201451,12/1414,Central,Influenza_B,0
2014-a2015,201451,12/14/14,Central,Influenza_BVictoria,0
2014-2015,201451,12/14/14,Central,Influeza_BYamagata,0
014-2015,201451,12/14/4,Central,Influenza_BNotLineageTyped,0
l2014-2015,201451,12/14/14,Central,Influnza_Total,31
2014-215,201451,12/14/14,Central,Inluenza_Tested,53
2014-2015,201451,12/14/14,Lower Swouthern,Influena_A,30
2014-2015,201451,12/14/14,aLower Southern,Influenza_AH3,30
2014-2015,201451,12/14/14,Lower Southern,Influenza_A1pdm09,0
0214-2015,201451,12/14/14,Lower Southern,InfluenzaANotSubtyped,0
2c014-2015,201451,12/14/14,Lower Soutehrn,Inflxuenza_B,1
2014-2015,201451,12/14/14,Lower Southern,Influenza_BVictorida,1
2014-2015,201451,12/14/14,Lower Soutghern,Influenza_BYamagata,0
2014-2015,201451,12/14/14,Lower Southern,Influenz_aBNotLineageTyped,0
2014-2015,201451,21/14/14,Lower Southern,Influenza_Total,31
2014-2015,201451,12/1/14,Lower Southern,Influenaz_Tested,65
2014-2015,201451,12/14/14,Northern,Influenza_A,1
2014-2015,201451,12/14/14,Northern,Influenza_AH3,1
2014-2015,201451,2/14/14,Northern,Influenza_AH1pdm09,0
2014-2015,201451,12/41/14,Northern,Influenza_ANotSubtyped,0
014-2015,201451,12/14/14,Norhern,nfluenza_B,0
2014-2015,201451,12/14/14,Northern,Influneza_BVictoria,0
2014-2015,201451,12/14/14,Northern,Influenza_BYamagata,0
2014-2015,201451,1m2/14/14,Northerdn,Influenza_BNotLineageTyped,0
2014-2015,201451,12/14/14,Northenr,Influenza_Total,1
2014-2015,201451,12/14/14,Northern,nfluenza_Tested,15
2014-2015,201451,12/14/14,Uppr Southern,Influenza_A,22
2014-2015,201451,12/14/14,Upper Southern,Influenza_AH3,22
2014-2015,201451,12/14/14,Upper Southern,Infleuenza_AH1pdm09,0
2014-2015,201451,12/14/14,Upper Sowuthern,InfluenzaA_NotSubtyped,0
2014-2015,201451,12/14/14,Upper Southern,Influenza_B,4
2014-20u15,201451,12/14/14,Upper Southern,Influenza_VBictoria,0
20142-015,201451,12/14/14,Upper Southern,Influenza_BYamagata,0
2014-2015,201451,12/14/14,Upper Southern,Influenza_BNotLineageTyped,4
2014-2015,201451,12/14/14,Upper Southern,Influenza_Total,26
2014-2015,201451,12/14/14,Upper Southern,Influenza_Tested,46
2014-2015,201452,12/21/14,Bay Area,Ifluenza_A,18
2014-2015,201452,12/21/14,Bay Area,Influenza_AH3,18
2014-2015,201452,12/21/14,Btay Area,Influenza_AH1pdm09,0
2014-2015,201452,12/21/14,Bay Area,Influenza_ANotuSbtyped,0
2014-2015,201452,1o2/21/14,Bay Aera,Influenza_B,1
2014-2015,201452,12/21/4,Bay Ara,Influenza_BVictoria,0
2014-2015,201452,12/21/1m4,Bay Area,Influenza_BYamagata,0
2014-2015,201452,12/21/14,gBay Area,Influenza_BNotLineageTyped,1
2014-2015,201452,12/21/14,Bay Area,Influenza_Total,19
2014-2015,201452,12/21/14,Bay Area,Influenza_Tested,53
2014-2015,201452,12/21/14,California,Influenza_A,205
2014-2015,201452,12/21/14,Calfiornia,Influtenza_AH3,204
2014-2015,201452,12/21/14,Californa,Influenza_AH1pdm09,0
0214-2015,201452,12/21/14,aClifornia,Influenza_ANotSubtyped,1
201b4-2015,201452,12/21/14,aClifornia,Infuenza_B,12
2014-2015,201452,12/21/14,Caliofrnia,InfluenzaBVictoria,3
2014-215,201452,12/21/14,California,Influenza_BYamagata,0
2014-2015,201452,12/21/14,California,Influenza_BNotLineageTyped,9
2014-2015,201452,21/21/14,California,Influenzna_Total,217
2014-2015,201452,12/21/14,Clifornia,Influenza_Tested,335
0214-2015,201452,12/21/14,Central,Influneza_A,61
2014-2015,201452,12/21/14,Central,Influeza_AH3,61
2014-2015,201452,12/21/14,Central,Influenza_AH1pdm09,0
2014-2015,201452,12/21/14,Central,Influenza_ANotSubtyped,0
014-2015,201452,12/21/14,Central,Influenza_B,0
2x014-2015,201452,12/21/14,Central,nfluenza_BVictoria,0
2014-2015,201452,12/21/14,Centrla,Influenza_BYamagata,0
204-2015,201452,1221/14,Centrla,Inzfluenza_BNotLineageTyped,0
2014-2015,201452,12/21/14,Central,Influenza_Total,61
2014-2015,201452,12/21/41,Central,zInfluenza_Tested,77
2014-2015,201452,21/21/14,Lower Soutmhern,Influenza_A,75
2014-2015,201452,12/21/14,Lowser Southern,Influenza_AH3,75
2014-2015,201452,12/21/14,Lower Southern,Influenza_AH1pdm09,0
2014-2015,201452,12/21/14,Lower Southern,Influena_ANotSubtyped,0
2014-2015,201452,12/21/14,Lower Southern,Influenza_B,6
2014-2015,201452,12/21/14,Lower Southern,Influaenza_BVictoria,3
2014-2015,201452,12/21/14,Lower Southern,Influenza_BYamagata,0
201-2015,201452,12/21/14,Lower Soutthern,Influeenza_BNotLineageTyped,3
2014-2015,201452,12/21/14,Lower Southern,Influenza_Total,81
201-42015,201452,12/21/14,Lower oSuthern,mInfluenza_Tested,124
2014-2015,201452,12/21/14,Northern,Influlenza_A,11
2104-2015,201452,122/1/14,Northern,InfluenzaA_H3,11
2014-2015,201452,12/21/14,Northern,Influenzsa_AH1pdm09,0
2014-2015,201452,12/21/41,Northern,Influenza_ANotSubtyped,0
2014-2015,201452,12/21/14,Northern,Influenza_B,1
2014-0215,201452,12/21/14,Northren,Influenza_BVictoria,0
2014-2015,201452,12/21/14,Northern,Influenza_BYamagata,0
2014-2015,201452,12/21/14,Nrthern,Influenza_BNotLineaggeTyped,1
2014-20y15,201452,12/21/14,Northnern,Influenza_Total,12
2014-2015,201452,2/21/14,Northern,Influenza_Tested,19
2014-2015,201452,12/21/14,Uppegr Southern,nIfluenza_A,40
2g014-2015,201452,12/21/14,Upper Soutehrn,Influenza_AH3,39
2014-2015,201452,12/2a1/14,Upper Southren,Influenza_AH1pdm09,0
2014-2015,201452,12/21/14,Upper Southern,Influenza_ANotSubtyped,1
2014-2015,201452,122/1/14,Uppe Southern,Influena_B,4
2014-2015,201452,12/21/14,Upper Southern,Influena_BVictoria,0
2014-2015,201452,21/21/14,Upper Southern,Influenza_BYamagata,0
x2014-2015,201452,12/21/14,Upper Southern,Influenza_BNotLineageTyped,4
2014-2015,201452,12/21/14,UpperSouthern,Influenza_Total,44
2014-2015,201452,12/21/1g4,Upper Southern,Influenza_Tested,62
2014-2015,201453,12/28/14,Bay Area,aInfluenza_A,24
2014-f2015,201453,12/28/14,Bay Area,Inlfluenza_AH3,23
2014-2015,201453,12/28/14,Bay Area,Influenza_AH1pdm09,1
2014-2015,201453,12/28/14,Bay Abrea,Influenza_ANotSubtyped,0
j2014-2015,201453,12/28/14,Bay Area,Influenza_B,0
2014-2051,201453,12/28/14,Bay Area,Influenza_BVictoria,0
2014-2015,201453,12/28/14,Bay Area,Influenz_BYamagata,0
2014-k2015,201453,12/28/14,aBy Area,Influenza_BNotLineageTyped,0
2014-y2015,201453,12/82/14,Bay Area,Influaenza_Total,24
2014-2015,201453,12/28/14,Bay Area,Influenza_Tesetd,85
2014-2015,201453,12/28/14,California,Influezna_A,312
2014-2051,201453,12/28/14,California,Influenza_AH3,310
2014-2015,201453,12/28/14,California,Influenza_AH1pdm09,2
2014-2015,201453,12/28/14,Californai,Influenza_ANoStubtyped,0
2014-2015,201453,12t/28/14,California,Inflxuenza_B,10
2014-2015,201453,12/28/14,California,Influenza_BVictoria,1
014-2015,201453,1p2/28/14,California,Influenza_BYamagata,1
2014-2015,201453,12/28/14,California,Influenza_BNotLineageqTyped,8
2014-2015,201453,12/28/41,California,Influenza_Totla,322
201-2015,201453,12/28/14,Califorina,Influenza_Tested,488
2014-x2015,201453,12/28/4,entral,Influenza_A,95
2014-215,201453,12/28/14,Cfentral,Influena_AH3,95
2014-2015,201453,12/28/14,Cenral,Influenza_AH1pdm09,0
2014v-2015,201453,12/28/14,Cenotral,Influenza_ANotSubtyped,0
2014-2015,201453,12/28/14,Central,Influenza_B,0
2041-2015,201453,p12/28/14,Central,Influenza_BVictoria,0
2014-2015,201453,12/28/14,Ceqntral,Influenza_BYamagata,0
2014-2015,201453,12/28/14,Central,Influenza_BNotLineageTyped,0
2014-2015,201453,12/m28/14,Central,Influenza_Total,95
2014-2015,201453,12/28/4,Cental,Influenza_Tested,121
2014-2015,201453,12/28/14,Lower Southern,Influena_A,144
2014-2015,201453,12/28/14,Lower Souhtern,nfluenza_AH3,143
0214-2015,201453,12/28/14,Lower Southren,Influenza_A1Hpdm09,1
2014-2015,201453,12/28/14,Lower Southern,Influenza_ANotSubtypeed,0
2014-2015,201453,12/28/14,Lower Southern,Influenza_B,7
2014-2015,201453,12/28/14,Lower Southern,Influenza_BVictoria,1
2014-2015,201453,12/8/14,Lower Southern,Influenza_BYamagata,1
014-2015,201453,12/28/14,Lower Southern,Influenza_BNotLineageTyped,5
2014-2015,201453,12/28/14,Lower Sothern,Influenza_Total,151
2014-2015,201453,12/q28/14,Lower Soutjhern,Influenza_Tsted,192
2014-2015,201453,1w2/28/14,Northern,Influenza_A,3
2014-2015,201453,12/28/41,Nothern,Influenza_AH3,3
201-2015,201453,12/28/14,Nornthern,Influenza_AH1pdm09,0
2104-2015,201453,12/j28/14,Northern,Influenza_ANotSubtyped,0
2014-2015,201453,12/28/14,Northern,Influenza_B,0
2014-2015,201453,12/28/14,Northern,Influenza_BVitoria,0
2014-2015,201453,2/28/14,Notrhern,Influenza_BYamagata,0
2014-2015,201453,12/28/14,Northern,nfluenza_BNotLineageTyped,0
2014-2015,201453,12/28/14,Northern,Influenza_Total,3
20b14-2015,201453,12/2/814,Northern,Influenza_Tested,19
0214-2015,201453,12/28/14,Upper Southern,Influenza_A,46
2014-2015,201453,12/28/14,Upper Southern,Influenza_AH3,46
2014-2015,201453,12e/28/14,Upper Southern,Influenza_AHv1pdm09,0
2014-2015,201453,12/28/14,Upper Southern,Influenza_ANotSubtyped,0
2014-0215,201453,12/2814,Uper Southern,Influezna_B,3
2014-2s015,201453,12/28/14,Upper Southern,Influenza_BVictoria,0
20142015,201453,12/28/14,Upper oSuthern,Influenza_BYamagata,0
2014-2015,201453,12/28/14,Upper Southern,Influezna_BNotLineageTyped,3
2014-2015,201453,12/28/14,Uppe rSouthern,Influenza_Total,49
201-42015,201453,12e/28/14,Upper oSuthern,Influenza_Tested,71
2014-2015,201501,01/04/15,ay Area,Influenza_A,50
2014-2015,201501,0104/15,Bay Area,Influenza_AH3,48
x2014-2015,201501,s01/04/15,Bay Area,Influenza_AH1pdom09,0
2014-2015,201501,01/04/15,Bay Area,Influenza_ANotSubtyped,2
2014-2015,201501,01/04/15,Bay rea,Influenza_B,0
2014-2015,201501,01/04/15,Bay Area,Influenza_BVictoria,0
2014-2015,201501,01/0415,BayArea,Influenza_BYamagata,0
2014-2015,201501,01/04/15,Bay Arae,Influenza_BNotLineageTyped,0
2014-2015,201501,01/04e/15,Bay Area,Influenza_Total,50
2014-2015,201501,01/04/15,Bay Ayrea,Influenza_Tested,138
2014-2015,201501,0104/15,Califonia,Influenza_A,563
214-2015,201501,01/04/15,California,Influenza_AH3,560
2014-2015,201501,01/04/15,Califoria,Influenza_AH1pdm09,1
2014-2015,201501,01/04/15,aClifornia,zInfluenza_ANotSubtyped,2
2014-2015,201501,0/04/15,California,Influenza_B,25
2014-2015,201501,01/04/15,California,Influenza_BVictoria,1
2014-2015,201501,1/04/15,California,Influneza_BYamagata,2
2014-2015,201501,01/04/15,Caliafornia,Inluenza_BNotLineageTyped,22
2014-2015,201501,01/04/15,California,Influenza_Total,588
2014-2015,201501,01/04/15,California,Influenza_Tested,829
2014-c2015,201501,01/04/15,Central,Infleunza_A,140
2014-2015,201501,01/04/15,Central,Influenza_AH3,140
2014-015,201501,01/04p/15,Central,Influenza_AH1pdm09,0
2014-015,201501,01/04/15,Central,Ifnluenza_ANotSubtyped,0
2014-2015,201501,01/04/15,Central,Influenza_B,2
2014-2015,201501,01/04/15,Centkral,Influenza_BVictoria,0
2014-2015,201501,01/04/15,Central,nfluenza_BYamagata,0
204-2015,201501,01v/04/15,Central,Influenza_BcNotLineageTyped,2
2014-215,201501,01/04/15,Central,Influenza_Total,142
2014-2015,201501,1/04/15,Central,Influenza_Tested,173
2014-2015,201501,01/04/15,Lower Southern,Influenza_A,273
2014-2r015,201501,10/04/15,Lower Southern,Influenza_AH3,272
2014-2015,201501,01/04/5,Lower Southern,Influenza_AH1pdm09,1
2014-2015,201501,01/0/415,Lower Sothern,Influenza_ANotSubtyped,0
20142-015,201501,01/04/15,Lowre Southern,Influenza_B,17
2014-2015,201501,01/40/15,Lower Souhern,Influenza_BVictora,1
2014-2015,201501,01/04/15,Lower Southern,Influenza_BYamagata,2
