3215.weekending,01/30/y11,01/30/11
2737.influenzacategory,Influenza_AH1updm09,Influenza_AH1pdm09
21277.season,2017-2108,2017-2018
28855.weekending,05e/10/20,05/10/20
27579.influenzacategory,Indfluenza_BYamagata,Influenza_BYamagata
8073.region,Northzern,Northern
14576.region,Notrhern,Northern
6564.season,2011-2k012,2011-2012
15228.region,Lower Southrn,Lower Southern
27355.region,Nnorthern,Northern
23967.weekending,10/21/81,10/21/18
2799.region,Calfiornia,California
8383.season,2012-203,2012-2013
10931.influenzacategory,Incfluenza_Tested,Influenza_Tested
28087.weekending,02/09/0,02/09/20
7565.season,20122013,2012-2013
11217.influenzacategory,Influenza_tTotal,Influenza_Total
21123.weekending,11/19s/17,11/19/17
14037.region,Nortehrn,Northern
10997.region,Centrjal,Central
21644.weekending,01/2/118,01/21/18
20335.season,2106-2017,2016-2017
18118.season,20162017,2016-2017
5225.weekending,12/25/11***,12/25/11
29238.region,Bya Area,Bay Area
3378.region,Upper Soutern,Upper Southern
20647.influenzacategory,Inluenza_B,Influenza_B
315.weekending,11/15/q09,11/15/09
8605.region,entral,Central
16033.season,2015-206,2015-2016
27319.season,2019-i2020,2019-2020
21041.region,Centrl,Central
29594.influenzacategory,InfluenzaAH3,Influenza_AH3
10270.season,2103-2014,2013-2014
28039.weekending,02/0q9/20,02/09/20
11489.weekending,0/26/14,10/26/14
5656.influenzacategory,Influenlza_AH1pdm09,Influenza_AH1pdm09
1352.region,xBay Area,Bay Area
21280.region,Centrl,Central
12021.influenzacategory,Influaenza_Total,Influenza_Total
24111.weekending,1/04/18,11/04/18
7509.weekending,01/13/31,01/13/13
1639.season,2009-2p010,2009-2010
10778.season,20132-014,2013-2014
2450.region,ay Area,Bay Area
2169.influenzacategory,InfluenzaA_,Influenza_A
20847.weekending,10/z22/17,10/22/17
7936.weekending,c03/24/13,03/24/13
27835.weekending,01/12/02,01/12/20
26239.influenzacategory,Influenfza_BYamagata,Influenza_BYamagata
28526.weekending,04/5/20,04/05/20
19709.weekending,6/11/17,06/11/17
11847.weekending,12/07/41,12/07/14
2610.weekending,10/f17/10,10/17/10
18212.season,2016-2o017,2016-2017
13012.season,014-2015,2014-2015
622.weekending,12/2709,12/27/09
7310.season,201m2-2013,2012-2013
4499.region,Notrhern,Northern
15603.region,Upper Southerpn,Upper Southern
6714.influenzacategory,nfluenza_ANotSubtyped,Influenza_ANotSubtyped
15719.influenzacategory,InfluenzaBYamagata,Influenza_BYamagata
19551.weekending,5/21/17,05/21/17
11720.influenzacategory,Influenza_BNotLineageTypd,Influenza_BNotLineageTyped
2942.season,2010-2011***,2010-2011
20461.region,Northren,Northern
16193.weekending,04/2416,04/24/16
21564.season,2017-20u18,2017-2018
24724.influenzacategory,InfluenzaAH3,Influenza_AH3
6270.season,2011-212,2011-2012
15837.weekending,0/313/16,03/13/16
1347.influenzacategory,Infulenza_AH1,Influenza_AH1
24389.influenzacategory,Influenza_YBamagata,Influenza_BYamagata
7642.season,2012d-2013,2012-2013
1631.weekending,05/h23/10,05/23/10
2827.region,Ukpper Southern,Upper Southern
12382.weekending,02/0815,02/08/15
22319.influenzacategory,Infuenza_BYamagata,Influenza_BYamagata
724.region,Bay Areza,Bay Area
15782.influenzacategory,Influenza_eTsted,Influenza_Tested
4829.region,Lorwer Southern,Lower Southern
28667.season,2019-20e20,2019-2020
4951.region,Cental,Central
6651.season,2011-0212,2011-2012
15149.weekending,12/72/15,12/27/15
16985.season,015-2016,2015-2016
14672.weekending,11/01/c15,11/01/15
20463.weekending,09w/03/17,09/03/17
928.region,Chalifornia,California
27008.season,20g19-2020,2019-2020
3056.influenzacategory,Influenza_Tsted,Influenza_Tested
3241.season,2010-a2011,2010-2011
29738.region,entral,Central
3364.influenzacategory,Infleuenza_Tested,Influenza_Tested
17831.influenzacategory,Inlfuenza_Total,Influenza_Total
22378.influenzacategory,Influena_BVictoria,Influenza_BVictoria
4299.region,Upper Soutlhern,Upper Southern
18004.region,Upper Soutern,Upper Southern
16318.region,Northen,Northern
24038.region,Cenntral,Central
20274.weekending,08/n13/17,08/13/17
6773.influenzacategory,Influenza_Txested,Influenza_Tested
25187.weekending,03/1u0/19,03/10/19
18075.weekending,12/e04/16,12/04/16
6588.region,Cetral,Central
10674.influenzacategory,Influenz_AH3,Influenza_AH3
4712.weekending,10/02/1e1,10/02/11
1085.region,Lower Stouthern,Lower Southern
11741.influenzacategory,Inluenza_Total,Influenza_Total
23291.region,Upper Southrn,Upper Southern
23240.weekending,07x/29/18,07/29/18
24210.season,2018-019,2018-2019
12625.season,014-2015,2014-2015
971.region,Californila,California
13173.weekending,y05/10/15,05/10/15
1882.region,alifornia,California
9288.influenzacategory,Influeza_AH3,Influenza_AH3
15282.region,Cbentral,Central
8457.season,2012-e2013,2012-2013
4575.influenzacategory,Influnza_Tested,Influenza_Tested
2555.weekending,10/1/010,10/10/10
18634.influenzacategory,Inifluenza_AH3,Influenza_AH3
10303.weekending,04/20/41,04/20/14
28223.season,019-2020,2019-2020
10892.influenzacategory,Influenza_AHp1dm09,Influenza_AH1pdm09
17770.weekending,10o/23/16,10/23/16
2063.season,2009-200,2009-2010
20093.season,20r16-2017,2016-2017
14702.season,2015-2061,2015-2016
26148.region,Lower Slouthern,Lower Southern
2822.weekending,11/21/0,11/21/10
20322.weekending,8/20/17,08/20/17
4603.weekending,09/18/11***,09/18/11
22245.season,2071-2018,2017-2018
11234.weekending,09/28/1e4,09/28/14
1923.weekending,07/111/0,07/11/10
9715.influenzacategory,Influenza_A3H,Influenza_AH3
13947.season,0214-2015,2014-2015
3140.weekending,s01/16/11,01/16/11
22539.influenzacategory,Influenza_mBYamagata,Influenza_BYamagata
16236.region,Cnetral,Central
383.influenzacategory,Influenza_Totla,Influenza_Total
4701.region,Cnetral,Central
20910.season,017-2018,2017-2018
5519.season,20112012,2011-2012
5186.weekending,12/2/11,12/25/11
7384.season,2012-013,2012-2013
5615.influenzacategory,Influeenza_ANotSubtyped,Influenza_ANotSubtyped
22695.season,017-2018,2017-2018
21768.weekending,02/04/8,02/04/18
11203.influenzacategory,Inlfluenza_Total,Influenza_Total
30056.weekending,y09/27/20,09/27/20
1623.influenzacategory,Influenza_Ttal,Influenza_Total
13388.season,2041-2015,2014-2015
1778.weekending,06/02/10,06/20/10
10459.influenzacategory,Influenza_ANotSubyped,Influenza_ANotSubtyped
7065.season,212-2013,2012-2013
25193.season,2018-20q19,2018-2019
19428.influenzacategory,Infulenza_BVictoria,Influenza_BVictoria
13534.weekending,60/21/15,06/21/15
28624.influenzacategory,fInfluenza_AH3,Influenza_AH3
13378.region,Northenr,Northern
15780.season,201i5-2016,2015-2016
27884.region,LowerS outhern,Lower Southern
1947.region,Loer Southern,Lower Southern
27982.influenzacategory,Influenza_Tesxted,Influenza_Tested
6409.weekending,7/15/12,07/15/12
5358.region,Bayd Area,Bay Area
6782.influenzacategory,Ilnfluenza_AH3,Influenza_AH3
18943.season,2061-2017,2016-2017
23806.region,LowerS outhern,Lower Southern
15030.region,Calfornia,California
22357.season,2017-2o018,2017-2018
4971.region,Uppe rSouthern,Upper Southern
13483.season,201-2015,2014-2015
19689.influenzacategory,Influenza_BYamasgata,Influenza_BYamagata
23579.weekending,0/02/18,09/02/18
2011.influenzacategory,Inflbuenza_AH1,Influenza_AH1
20338.weekending,0820/17,08/20/17
24204.influenzacategory,Influenza_A3H,Influenza_AH3
25920.season,20182-019,2018-2019
24244.region,Upper Suothern,Upper Southern
23433.season,017-2018,2017-2018
4721.region,Uppetr Southern,Upper Southern
14582.weekending,10/18/1n5,10/18/15
20146.influenzacategory,Influenza_ANotSubtypde,Influenza_ANotSubtyped
15234.region,Northemrn,Northern
3739.weekending,04/4/11,04/24/11
5031.season,2011-2102,2011-2012
27527.region,Lwoer Southern,Lower Southern
3860.region,Cetral,Central
999.region,Nzorthern,Northern
4569.region,Centrral,Central
15323.influenzacategory,Influenaz_A,Influenza_A
22895.region,Cerntral,Central
25312.influenzacategory,Influenza_ested,Influenza_Tested
10951.weekending,08/j10/14,08/10/14
29836.influenzacategory,Influenza_ANotuSbtyped,Influenza_ANotSubtyped
3588.influenzacategory,Influnenza_Tested,Influenza_Tested
1793.region,Cental,Central
3700.influenzacategory,Influeza_Tested,Influenza_Tested
16205.season,201-2016,2015-2016
10464.influenzacategory,Inflenza_AH3,Influenza_AH3
16998.weekending,07/31/1b6,07/31/16
26291.region,Uppqer Southern,Upper Southern
27670.season,2109-2020,2019-2020
13832.influenzacategory,Influenza_Tetsed,Influenza_Tested
21532.influenzacategory,Influenza_Tetsed,Influenza_Tested
29006.region,Coalifornia,California
26796.influenzacategory,Influenza_ANotSlubtyped,Influenza_ANotSubtyped
15900.region,Notrhern,Northern
15814.region,Cegntral,Central
15700.influenzacategory,Influenza_NBotLineageTyped,Influenza_BNotLineageTyped
7492.influenzacategory,Influewnza_B,Influenza_B
8658.weekending,07/1/13,07/21/13
2723.influenzacategory,nIfluenza_AH1pdm09,Influenza_AH1pdm09
17686.influenzacategory,Influenza_AdNotSubtyped,Influenza_ANotSubtyped
12919.season,2014-201r5,2014-2015
9735.weekending,01/19v/14,01/19/14
8994.region,orthern,Northern
10613.region,Califonria,California
22954.influenzacategory,Infulenza_AH3,Influenza_AH3
29467.weekending,7/19/20,07/19/20
5418.season,2011-2m012,2011-2012
5772.region,Uppe rSouthern,Upper Southern
7386.season,2012-2103,2012-2013
2345.region,Upper Souhtern,Upper Southern
6402.season,2011-212,2011-2012
7103.region,Nodrthern,Northern
17441.season,201j5-2016,2015-2016
19574.weekending,05/28k/17,05/28/17
10124.region,LowerS outhern,Lower Southern
6212.region,Centrla,Central
13564.season,201-2015,2014-2015
24517.season,2108-2019,2018-2019
12467.season,20142-015,2014-2015
11928.influenzacategory,Influenza_BVictorida,Influenza_BVictoria
28119.influenzacategory,Influenza_BYamaata,Influenza_BYamagata
11035.season,20a13-2014,2013-2014
25953.influenzacategory,Influenzxa_A,Influenza_A
10343.influenzacategory,Ignfluenza_Tested,Influenza_Tested
29539.season,20192-020,2019-2020
2796.region,Bagy Area,Bay Area
5313.influenzacategory,Influenza_H1pdm09,Influenza_AH1pdm09
12552.influenzacategory,Infleunza_Tested,Influenza_Tested
9035.region,oNrthern,Northern
28277.region,ay Area,Bay Area
19670.weekending,6/04/17,06/04/17
6157.region,Ba yArea,Bay Area
27806.weekending,01/12/a20,01/12/20
19738.region,Nortihern,Northern
21459.influenzacategory,Inlfuenza_BYamagata,Influenza_BYamagata
20961.weekending,1s1/05/17,11/05/17
16508.influenzacategory,InfluenzaB_Victoria,Influenza_BVictoria
29336.influenzacategory,Influenza_ANotSubtypeed,Influenza_ANotSubtyped
11021.influenzacategory,Influenza_Toal,Influenza_Total
26770.region,Upper Sothern,Upper Southern
8941.influenzacategory,Infuenza_B,Influenza_B
25490.season,2018-219,2018-2019
14465.region,Upper Sotuhern,Upper Southern
2771.weekending,11/14/01,11/14/10
27930.season,201i9-2020,2019-2020
29850.season,2019-202x0,2019-2020
5676.weekending,0311/12,03/11/12
19402.influenzacategory,Ifnluenza_Tested,Influenza_Tested
22238.season,2017-018,2017-2018
27722.season,2091-2020,2019-2020
29812.region,fLower Southern,Lower Southern
16452.weekending,052/2/16,05/22/16
17626.season,2016b-2017,2016-2017
7128.season,201-2013,2012-2013
25725.season,2018-019,2018-2019
16620.season,2015-2106,2015-2016
13548.region,Lowr Southern,Lower Southern
8480.region,eCntral,Central
17190.season,201q5-2016,2015-2016
16904.region,Lwoer Southern,Lower Southern
13834.region,Czentral,Central
3512.region,aCalifornia,California
25356.weekending,0331/19,03/31/19
19658.region,Centarl,Central
10145.region,Ba yArea,Bay Area
6241.weekending,6/17/12,06/17/12
22615.weekending,0/513/18,05/13/18
1924.season,200-92010,2009-2010
17729.weekending,10/2/16,10/23/16
3362.region,Lower Somuthern,Lower Southern
22124.weekending,03/18/8,03/18/18
6867.weekending,09/3/12,09/30/12
24897.region,Nortehrn,Northern
14409.season,2041-2015,2014-2015
12958.season,201-2015,2014-2015
18049.season,2016-017,2016-2017
4166.influenzacategory,nIfluenza_ANotSubtyped,Influenza_ANotSubtyped
12446.influenzacategory,Influenza_ANotSubtypde,Influenza_ANotSubtyped
11122.weekending,f09/07/14,09/07/14
19561.region,Noorthern,Northern
19721.season,2061-2017,2016-2017
26134.weekending,0/30/19,06/30/19
13485.weekending,06/1/15,06/14/15
12660.season,2014-u2015,2014-2015
20040.region,Northeurn,Northern
19707.season,20162017,2016-2017
3978.region,Caliornia,California
6294.weekending,06/24/2,06/24/12
9393.weekending,11/24/31,11/24/13
7933.influenzacategory,Influenzca_B,Influenza_B
22371.season,201-72018,2017-2018
10814.season,2013-0214,2013-2014
15538.influenzacategory,Influenza_Victoria,Influenza_BVictoria
15881.region,Cnetral,Central
22543.region,Lower outhern,Lower Southern
4736.weekending,10/u09/11,10/09/11
9864.influenzacategory,Influenaz_ANotSubtyped,Influenza_ANotSubtyped
21825.region,Loer Southern,Lower Southern
19294.season,2016-017,2016-2017
3666.influenzacategory,Influenz_aA,Influenza_A
26724.weekending,0/08/19,09/08/19
21948.season,2017-218,2017-2018
23310.influenzacategory,Influoenza_BNotLineageTyped,Influenza_BNotLineageTyped
6770.region,Northewrn,Northern
15627.season,2015-216,2015-2016
17141.influenzacategory,Influenza_iTotal,Influenza_Total
28055.season,p2019-2020,2019-2020
1681.weekending,6/06/10,06/06/10
11055.season,2013-214,2013-2014
21604.season,2017z-2018,2017-2018
8816.region,Centaral,Central
2967.weekending,12/h19/10,12/19/10
9726.influenzacategory,Inluenza_Total,Influenza_Total
15584.region,Lower Svouthern,Lower Southern
5299.season,2011-212,2011-2012
18386.region,Cealifornia,California
27755.season,201-92020,2019-2020
26563.influenzacategory,Infxluenza_A,Influenza_A
11713.season,014-2015,2014-2015
18979.weekending,03/1/17,03/19/17
5805.influenzacategory,Influenzza_B,Influenza_B
29534.region,Bhay Area,Bay Area
11906.weekending,1/14/14,12/14/14
23855.season,0218-2019,2018-2019
3660.region,orthern,Northern
21408.weekending,12/2417,12/24/17
2920.influenzacategory,Inflenza_ANotSubtyped,Influenza_ANotSubtyped
21251.weekending,12/03/v17,12/03/17
23860.season,20182019,2018-2019
23052.season,207-2018,2017-2018
3077.influenzacategory,Influenza_Testd,Influenza_Tested
17418.season,2015a-2016,2015-2016
6847.influenzacategory,Influenza_ANotSubtped,Influenza_ANotSubtyped
7008.influenzacategory,nIfluenza_ANotSubtyped,Influenza_ANotSubtyped
12321.season,2014a-2015,2014-2015
3491.region,Nortohern,Northern
23112.region,Uppre Southern,Upper Southern
9461.region,Norhern,Northern
26761.season,2018-20n19,2018-2019
6122.region,eCalifornia,California
23263.season,217-2018,2017-2018
11040.influenzacategory,Influxenza_ANotSubtyped,Influenza_ANotSubtyped
4040.weekending,06/12/11***,06/12/11
17830.season,20s16-2017,2016-2017
22659.influenzacategory,Influenz_BYamagata,Influenza_BYamagata
16704.region,aClifornia,California
26818.influenzacategory,InfluenzaBVictoria,Influenza_BVictoria
3488.weekending,03n/13/11,03/13/11
3078.season,210-2011,2010-2011
4876.weekending,1/30/11,10/30/11
20996.influenzacategory,Influenpza_ANotSubtyped,Influenza_ANotSubtyped
24244.influenzacategory,nIfluenza_AH3,Influenza_AH3
22716.region,Centrazl,Central
24608.influenzacategory,Influenza_BVictouria,Influenza_BVictoria
13384.influenzacategory,Influenzao_AH3,Influenza_AH3
27171.season,2019-2002,2019-2020
11722.influenzacategory,Ifluenza_Tested,Influenza_Tested
23727.region,Callifornia,California
15452.season,2015-2106,2015-2016
28820.weekending,05/10/v20,05/10/20
17239.influenzacategory,Inbfluenza_BYamagata,Influenza_BYamagata
24137.weekending,11/1/118,11/11/18
23607.season,2017-20i18,2017-2018
17081.influenzacategory,Influewnza_Total,Influenza_Total
27763.season,20m19-2020,2019-2020
27689.season,2019-2200,2019-2020
10656.season,20132014,2013-2014
6922.influenzacategory,Infleunza_AH3,Influenza_AH3
19511.season,20162017,2016-2017
13347.weekending,05f/31/15,05/31/15
23251.influenzacategory,Influenaz_Total,Influenza_Total
574.region,Upper Southertn,Upper Southern
1766.region,Nobrthern,Northern
3460.influenzacategory,InfluenzaB_,Influenza_B
19297.weekending,04v/23/17,04/23/17
27297.season,2019-020,2019-2020
7055.season,2102-2013,2012-2013
14225.influenzacategory,Influenza_AHp1dm09,Influenza_AH1pdm09
27094.region,Centrla,Central
5135.region,orthern,Northern
28821.season,2019m-2020,2019-2020
20984.region,Lower Soutehrn,Lower Southern
21726.region,Upper outhern,Upper Southern
28933.season,201-92020,2019-2020
2040.influenzacategory,Influenza_aTested,Influenza_Tested
23195.season,2107-2018,2017-2018
8390.weekending,0/09/13,06/09/13
20074.weekending,07s/23/17,07/23/17
23456.weekending,0/819/18,08/19/18
14234.season,201-42015,2014-2015
23445.weekending,08/19y/18,08/19/18
14628.region,Lowber Southern,Lower Southern
30036.season,201-2020,2019-2020
28027.season,2109-2020,2019-2020
29508.season,20192-020,2019-2020
15077.weekending,12/d20/15,12/20/15
12699.influenzacategory,Influenza_BaYmagata,Influenza_BYamagata
29542.influenzacategory,Influenza_Tesetd,Influenza_Tested
8155.influenzacategory,Ianfluenza_AH1pdm09,Influenza_AH1pdm09
26295.weekending,07/p21/19,07/21/19
1871.influenzacategory,nfluenza_Total,Influenza_Total
2672.season,2010v-2011,2010-2011
9395.influenzacategory,Influenza_ANtSubtyped,Influenza_ANotSubtyped
3244.season,2010-011,2010-2011
8507.weekending,06/0/13,06/30/13
23534.weekending,0/902/18,09/02/18
15553.weekending,2/14/16,02/14/16
22737.region,Nortphern,Northern
22044.region,Clifornia,California
4106.weekending,06/26/m11,06/26/11
9972.region,Uzpper Southern,Upper Southern
11430.region,Californai,California
21287.season,2017-2108,2017-2018
1888.weekending,07/0/10,07/04/10
10119.season,2013w-2014,2013-2014
9171.weekending,a10/13/13,10/13/13
28774.influenzacategory,Ifluenza_AH3,Influenza_AH3
25693.season,2018-219,2018-2019
22635.weekending,05/2018,05/20/18
19040.weekending,0326/17,03/26/17
12592.influenzacategory,oInfluenza_Tested,Influenza_Tested
4639.season,0210-2011,2010-2011
26610.weekending,8/25/19,08/25/19
22599.season,2017-20r18,2017-2018
12566.region,Califoria,California
1552.weekending,05/161/0,05/16/10
18914.season,2016-207,2016-2017
25234.region,Cventral,Central
26600.region,Bay Arema,Bay Area
29189.weekending,06/s21/20,06/21/20
13407.weekending,6/07/15,06/07/15
4797.region,Northenr,Northern
3206.influenzacategory,nfluenza_AH1pdm09,Influenza_AH1pdm09
26635.weekending,08/e25/19,08/25/19
19612.weekending,05/28/7,05/28/17
12534.region,Northewrn,Northern
28188.influenzacategory,Influenza_BVictorai,Influenza_BVictoria
10813.region,Ba yArea,Bay Area
13088.season,2014-2105,2014-2015
