code,category,description,size,total_inventory,price,sale_price,sale_end_date
24610,IMPORTED CAN,Anderson Valley Hop Ottin' IPA Can - 6 Pack,12.0Z,0,14.99,NULL,NULL
80653,FRANCE,Chateau Roumieu Sauternes Semillon,375ML,0,27.99,NULL,NULL
81566,PORT/SHERRY/DESSERT/VERMOUTH,Sheffield Cellars Very Dry Sherry Palomino,750ML,0,8.99,NULL,NULL
438677,ITALY,Valle Reale Montepulciano D'Abruzzo DOC,750ML,0,15.39,NULL,NULL
13257,DOMESTIC CAN,BROOKEVILLE ORIOLE 6/4 16OZ CANS - 4 Pack,16.0Z,92,13.99,NULL,NULL
317393,SPAIN/PORTUGAL,Herdade Sao Miguel Merino Aragonez,750ML,0,8.99,NULL,NULL
429953,AMERICAN WHITE,Elizabeth Spencer Sauvignon Blanc,750ML,312,24.99,NULL,NULL
47401,VODKA,Smirnoff Green Apple Vodka,375ML,0,7.69,NULL,NULL
51004,CORDIALS,Chambord Liqueur,750ML,236,33.99,NULL,NULL
40045,ASIA,CHOYA Wine Umeshu,750ML,222,19.99,NULL,NULL
43457,ARGENTINA,Altos Las Hormigas Reserve Malbec,750ML,0,29.99,NULL,NULL
42811,ALSACE,Willm Kirchberg de Barr Clos Gaensbroennel Clos Gaensbroennel Gewurztraminer,750ML,0,31.99,NULL,NULL
413453,KOSHER,Weinstock Cellars Red by W Rare Red Blend,750ML,9,11.99,NULL,NULL
90110,DOMESTIC BOTTLE,Shock Top Belgian White - 6 Pack,12.0Z,0,9.99,NULL,NULL
48291,AMERICAN WHITE,Newton Unfiltered Chardonnay,750ML,0,64.99,NULL,NULL
73377,ITALY,Candoni Pinot Noir,750ML,0,13.99,NULL,NULL
331377,FRANCE,Gerard Bertrand Reserve Speciale Pinot Noir,750ML,0,16.99,NULL,NULL
43988,RUM,Santa Teresa 1796 Ron Antiguo de Solera Rum,750ML,127,45.99,NULL,NULL
349123,KOSHER,Domaine du Castel La Vie Blanc Sauvignon Blanc,750ML,-6,32.99,NULL,NULL
42192,AMERICAN WHITE,Misfits Wine Company Coconut Lime Riesling,750ML,305,14.99,NULL,NULL
67903,AMERICAN WHITE,Langtry Guenoc California Selection Chardonnay,750ML,0,10.49,NULL,NULL
348680,CANADIAN/BLENDED WHISKEY,C&O Tradesman Whiskey,750ML,0,47.99,NULL,NULL
425869,GREECE,Kotrotsos Erasmios Red Dry Agiorgitiko,750ML,0,10.49,NULL,NULL
21940,IMPORTED BOTTLE,Aldaris Gai�ais - 4 Pack,16.9Z,0,10.99,NULL,NULL
140465,AMERICAN WHITE,Santa Barbara Winery Chardonnay,750ML,0,32.99,NULL,NULL
311027,SPAIN/PORTUGAL,Palacio Del Burgo Tinto Bodega Burgo Viejo Crianza Rioja Red Blend,750ML,0,16.99,NULL,NULL
308388,ITALY,La Fortuna Brunello di Montalcino Sangiovese,750ML,0,60.99,NULL,NULL
70581,VODKA,Sloop Betty Caramel Flavored Vodka,750ML,2,35.99,NULL,NULL
301882,KOSHER,O'dwyers Creek Kosher Sauvignon Blanc,750ML,0,22.99,NULL,NULL
76040,ITALY,Placido Delle Venezie IGT Pinot Grigio,750ML,0,10.99,NULL,NULL
11070,BRANDY/COGNAC/GRAPPA,Sempe V.S.O.P. Armagnac Brandy,750ML,0,60.99,NULL,NULL
18776,DOMESTIC CAN,LONE OAK MOCO LITE 6/4 16OZ CANS - 4 Pack,16.0Z,1016,16.99,NULL,NULL
13686,SPECIALTY,HUDSON SHORT STACK 750ML,750ML,0,48.99,NULL,NULL
328822,SPAIN/PORTUGAL,Isaac Fernandez Selection Legado del Moncayo Old Vines Montana Garnacha,750ML,0,11.49,NULL,NULL
81756,AMERICAN RED,Barefoot Cellars Merlot,187ML,604,1.79,NULL,NULL
339869,AMERICAN WHITE,Tall Sage Chardonnay,750ML,0,8.99,NULL,NULL
13265,DOMESTIC CAN,1623 LUPULIN COMET 6/4 16OZ CANS - 4 Pack,16.0Z,0,11.99,NULL,NULL
63782,MIXERS,1800 Ultimate Mango Margarita,1.75L,268,17.99,NULL,NULL
25603,DOMESTIC BOTTLE,Flying Dog The Truth Imperial IPA - 6 Pack,12.0Z,2175,12.99,NULL,NULL
81948,PORT/SHERRY/DESSERT/VERMOUTH,Celler Sort del Castell Yzaguirre Vermouth Rojo Reserva Red Blend,1L,0,31.99,NULL,NULL
79051,VODKA,Svedka Citron Vodka,1.75L,254,21.99,NULL,NULL
321879,AUSTRALIA,Yellow Tail Pink Moscato Muscat,750ML,12,6.99,NULL,NULL
347463,ITALY,Sweet Bitch Moscato Provincia di Pavia IGT Muscat,750ML,0,8.99,NULL,NULL
10959,CANADIAN/BLENDED WHISKEY,Old Line Single Malt American Whiskey,750ML,67,39.99,34.99,11/30/2022
41145,BOURBON/RYE,Peerless Barrel Proof Kentucky Straight Rye Whiskey,750ML,3,109.99,NULL,NULL
82482,AMERICAN WHITE,Barefoot Cellars Refreshingly Sweet Riesling,750ML,129,8.79,NULL,NULL
77542,AMERICAN RED,Saintsbury Pinot Noir,750ML,0,30.99,NULL,NULL
57437,DOMESTIC BOTTLE,Perennial 17 Mint Chocolate Stout,750ML,0,19.99,NULL,NULL
12785,BOURBON/RYE,Evan Williams 7 Year Old Sour Mash Kentucky Straight Bourbon Whiskey,1L,82,14.99,NULL,NULL
89249,AMERICAN BLUSH/ROSE,Forest Glen Forest Fire White Merlot,750ML,0,10.49,NULL,NULL
339455,AMERICAN RED,Ancient Peaks Renegade Santa Margarita Ranch Zinfandel,750ML,0,26.99,NULL,NULL
321643,RUM,EL DORADO RUM   12YR,750ML,10,40.99,NULL,NULL
81977,AMERICAN RED,Orin Swift 8 Years In The Desert Red Blend,750ML,91,45.99,NULL,NULL
313577,FRANCE,Domaine De L'Auriere Muscadet Sevre et maine Sur Lie Melon de Bourgogne,750ML,0,14.99,NULL,NULL
76228,TEQUILA,Cazadores Anejo Tequila,750ML,198,33.99,NULL,NULL
12225,BOURBON/RYE,District Made Straight Rye Whiskey,750ML,2,54.99,NULL,NULL
16517,DOMESTIC CAN,SILVER BRANCH FULL TWEED JACKET WEE HVY 4/6 CN - 6 Pack,12.0Z,0,11.99,NULL,NULL
333938,AMERICAN WHITE,MOUNTAIN VIEW TABLE WH,750ML,0,7.99,NULL,NULL
83542,AUSTRALIA,Black Opal Chardonnay,750ML,0,12.49,NULL,NULL
80767,AMERICAN WHITE,Murphy Goode The Fume Sauvignon Blanc,750ML,647,11.99,8.99,11/30/2022
301202,AMERICAN RED,Cupcake Vineyards Red Velvet Zinfandel,750ML,141,11.99,8.99,11/30/2022
73217,SPECIALTY,Wigle Small Cask Pennsylvania Bourbon Whiskey,750ML,0,60.99,NULL,NULL
80390,AMERICAN RED,Beaulieu Vineyard Coastal Estates Merlot,750ML,13,10.99,NULL,NULL
238836,FRANCE,CH RES MONT REDON CDR ROUGE   750ML,750ML,0,11.99,NULL,NULL
15011,IMPORTED BOTTLE,MAHOU SESSION IPA 4/6 CANS - 6 Pack,11.2Z,0,8.99,NULL,NULL
433947,FRANCE,TOUZOT MACON VIL,750ML,0,21.99,NULL,NULL
86543,AMERICAN WHITE,BAREFOOT CEL MOSCATO   BIB,3L,60,19.99,NULL,NULL
29243,DOMESTIC BOTTLE,Evil Twin Femme Fatale Noir,22.0Z,0,13.99,NULL,NULL
86541,AMERICAN RED,Gallo Family Vineyards / Gallo of Sonoma Cabernet Sauvignon,1.5L,23,11.99,NULL,NULL
39837,AMERICAN WHITE,Matanzas Creek Winery Sauvignon Blanc,750ML,209,19.99,NULL,NULL
328264,AMERICAN RED,Robert Hall Merlot,750ML,4,15.99,NULL,NULL
27358,DOMESTIC BOTTLE,STONE MIXED 12PK 2/12PK 12.0Z - 12 Pack,12.0Z,0,24.99,NULL,NULL
30600,VODKA,CiROC Snap Frost Vodka,750ML,287,29.99,NULL,NULL
346896,PORT/SHERRY/DESSERT/VERMOUTH,Castello del Poggio Moscato D'Asti DOCG Muscat Blanc a Petits Grains,750ML,0,19.99,NULL,NULL
368796,ARGENTINA,THE PLEDGE MALBEC,750ML,28,19.99,NULL,NULL
307312,ITALY,Cabreo Il Borgo Toscana IGT Cabernet Sauvignon,750ML,0,63.99,NULL,NULL
49468,AMERICAN RED,Woodbridge Pinot Noir,1.5L,286,13.99,NULL,NULL
22004,VODKA,Grey Goose L'Orange Vodka,750ML,147,31.99,NULL,NULL
242000,AMERICAN WHITE,TRIBUTE S/BLANC,750ML,0,16.99,NULL,NULL
315375,SPAIN/PORTUGAL,Casa Santos Lima Sweet LAB Portuguese Red Blend,750ML,0,8.99,NULL,NULL
337217,AMERICAN RED,Belle Glos Las Alturas Vineyard Pinot Noir,750ML,10,54.99,NULL,NULL
341122,FRANCE,Montgravet Rose Cinsault,750ML,13,12.99,NULL,NULL
19518,RUM,Cruzan Pineapple Rum,750ML,50,10.99,NULL,NULL
426199,AMERICAN WHITE,King Estate Acrobat Pinot Gris,750ML,250,13.99,NULL,NULL
242162,PORT/SHERRY/DESSERT/VERMOUTH,Dow's 20 Year Old Tawny Red Port,750ML,0,84.99,NULL,NULL
14254,DOMESTIC CAN,SILVER BRANCH ETERNAL OPTIMIST 6/4 16OZ CANS - 4 Pack,16.0Z,0,12.99,NULL,NULL
1600,IMPORTED BOTTLE,St. Feuillien Triple,25.4Z,0,12.99,NULL,NULL
72460,SPAIN/PORTUGAL,Marques de Riscal Verdejo,750ML,299,12.99,NULL,NULL
74802,SCOTCH,Glenfarclas 12 Year Old Highland Single Malt Scotch Whisky,750ML,3,62.99,NULL,NULL
242074,CORDIALS,Jagermeister Liqueur 200ML,.670Z,0,0.99,NULL,NULL
325713,VODKA,Pearl Peach Vodka,750ML,0,11.99,NULL,NULL
14669,RUM,Clandestino Pitorro Rum,750ML,112,29.99,25.99,11/30/2022
311077,ARGENTINA,Las Perdices Reserva Malbec,750ML,0,16.49,NULL,NULL
334539,AMERICAN WHITE,Hendry Unoaked Chardonnay,750ML,0,31.99,NULL,NULL
10696,DOMESTIC BOTTLE,FIRESTONE VARIETY - 12 Pack,12.0Z,0,22.99,NULL,NULL
238644,ITALY,Ca' Montini Luna di Luna Delle Venezie IGT Merlot,1.5L,8,19.99,NULL,NULL
27340,SCOTCH,The Glenlivet 12 Year Old Single Malt Scotch Whisky,750ML,400,63.99,NULL,NULL
57908,SCOTCH,JOHNNIE WALKER BLACK W/2 GLASSES VAP,750ML,119,38.99,NULL,NULL
69827,DOMESTIC CAN,7 LOCKS GOLD MINE NEIPA 4/6 CANS - 6 Pack,12.0Z,0,14.99,NULL,NULL
7331,IMPORTED BOTTLE,Bornem Dubbel,25.4Z,0,12.99,NULL,NULL
26774,DOMESTIC CAN,Anderson Valley Fall Hornin' Pumpkin Ale Can - 6 Pack,12.0Z,0,15.99,NULL,NULL
24074,BRANDY/COGNAC/GRAPPA,St. Remy XO Brandy,750ML,230,21.99,NULL,NULL
64286,DOMESTIC CAN,MONUMENT CITY PENCHANT PILS 4/6 CANS - 6 Pack,12.0Z,0,11.99,NULL,NULL
166853,AMERICAN BLUSH/ROSE,Sutter Home Winery Fruit Infusions Sweet Peach White Blend,750ML,74,7.99,NULL,NULL
80393,CHILE,Emiliana Natura Un Oaked Chardonnay,750ML,0,12.99,NULL,NULL
80687,AMERICAN WHITE,BAREFOOT CEL P/GRIG  BIB,3L,171,19.99,NULL,NULL
12686,DOMESTIC CAN,Founders Centennial IPA Can - 15 Pack,12.0Z,0,28.99,NULL,NULL
16221,DOMESTIC CAN,SILVER BRANCH BA ENDLESS ODYSSEY 6/4 16OZ CANS - 4 Pack,16.0Z,0,21.99,NULL,NULL
28002,SCOTCH,Johnnie Walker Red Label Blended Scotch Whisky,50ML,2526,1.99,NULL,NULL
35548,VODKA,Smirnoff Twist of Orange Vodka,1.75L,140,24.99,NULL,NULL
41416,BRANDY/COGNAC/GRAPPA,St. Remy VSOP Brandy,1.75L,139,29.99,NULL,NULL
417499,CHAMPAGNE/SPARKLING,Bebe Rose Glera,750ML,0,11.99,NULL,NULL
70715,MIXERS,Skinnygirl Sweet'arita,750ML,0,12.99,NULL,NULL
357324,ARGENTINA,Finca Sophenia Altosur Malbec,750ML,0,14.99,NULL,NULL
307514,OTHER WINE,Otokoyama Tokubetsu Junmai Sake,300ML,0,11.99,NULL,NULL
25233,IMPORTED BOTTLE,Weihenstephaner Vitus,16.9Z,0,5.99,NULL,NULL
18722,DOMESTIC CAN,LONE OAK STINGY JACK 6/4 16OZ CANS - 4 Pack,16.0Z,283,17.99,NULL,NULL
78590,KOSHER,Laurent Perrier Maison Fondee 1812 Brut Champagne,750ML,0,69.99,NULL,NULL
69952,SPAIN/PORTUGAL,ED HARDY WHITE SANGRIA 500ML,500ML,0,2.99,NULL,NULL
15374,AMERICAN TABLE,101 North Pinot Grigio,750ML,140,7.99,NULL,NULL
119539,GREECE,Katogi & Strofilia S. A. Katogi Averoff Red Rare Red Blend,750ML,0,17.99,NULL,NULL
69786,DOMESTIC CAN,SOUTHERN TIER IPA 4/6 CANS - 6 Pack,12.0Z,0,11.99,NULL,NULL
25896,IMPORTED BOTTLE,Weihenstephaner Pils - 6 Pack,11.2Z,0,17.99,NULL,NULL
296880,AMERICAN RED,Bota Box Nighthawk Black Cabernet Sauvignon,3L,121,19.99,NULL,NULL
18429,SPECIALTY,ROSIE CHEEKS CHERRY PIE 750ML,750ML,266,29.99,25.99,11/30/2022
234652,SPAIN/PORTUGAL,FATUM RED,750ML,0,7.59,NULL,NULL
323305,ITALY,Farnese Fantini Montepulciano d'Abruzzo,750ML,15,15.99,NULL,NULL
332523,SPAIN/PORTUGAL,Isaac Fernandez Selection Sensible Tempranillo,750ML,0,10.99,NULL,NULL
352544,ITALY,Castelluccio Le More Sangiovese,750ML,0,13.99,NULL,NULL
312999,FRANCE,Alain De La Treille Sauvignon Blanc,750ML,0,11.99,NULL,NULL
42462,PORT/SHERRY/DESSERT/VERMOUTH,Alessio Vermouth Chinato Red Blend,750ML,0,34.99,NULL,NULL
240637,LIQ BASED RTD,SAGAMORE SPIRIT PINEAPPLE RYEGARITA  355ML,355ML,1488,3.99,12.99,08/31/2022
18104,CORDIALS,Barenjager Honey Liqueur,750ML,0,24.99,NULL,NULL
340658,AMERICAN RED,Predator Cabernet Sauvignon,750ML,0,18.99,NULL,NULL
345427,VODKA,Western Son Blueberry Vodka,750ML,0,18.99,NULL,NULL
36129,VODKA,Rain Vodka,750ML,0,11.99,NULL,NULL
78794,RUM,Captain Morgan Silver Spiced Rum,750ML,0,15.49,NULL,NULL
236222,SPECIALTY,Ole Smoky White Lightnin' Moonshine,50ML,657,3.79,NULL,NULL
351048,AMERICAN RED,SHOOTING STAR SCARLET RED,750ML,0,10.99,NULL,NULL
93211,DOMESTIC CAN,Sierra Nevada Celebration IPA - 6 Pack,12.0Z,264,9.99,NULL,NULL
238564,BRANDY/COGNAC/GRAPPA,D'usse VSOP Cognac,375ML,425,31.99,NULL,NULL
83550,AMERICAN RED,Wente Vineyards Sandstone Merlot,750ML,393,14.99,13.99,11/30/2022
428096,AMERICAN BLUSH/ROSE,Barnard Griffin Rose Sangiovese,750ML,234,18.99,NULL,NULL
240946,CANADIAN/BLENDED WHISKEY,SQRRL Peanut Butter Whiskey,750ML,12,19.99,NULL,NULL
22650,DOMESTIC BOTTLE,ADDIS TEJ MILD,750ML,0,9.99,NULL,NULL
70370,BOURBON/RYE,Knob Creek Smoked Maple Kentucky Straight Bourbon Whiskey,750ML,182,37.99,NULL,NULL
80233,PORT/SHERRY/DESSERT/VERMOUTH,Taylor Wine Company Tawny Port Concord,1.5L,45,17.99,NULL,NULL
371872,OTHER WINE,RIUNITE FRUIT FRESHERS BLACK CHERRY,750ML,206,8.99,NULL,NULL
36013,VODKA,Luksusowa Original Potato Vodka,750ML,294,11.99,NULL,NULL
14818,AMERICAN RED,Schug Pinot Noir,750ML,0,30.99,NULL,NULL
241388,AMERICAN TABLE,Cooper and Thief Cellarmasters Brandy Barrel Aged Pinot Noir,750ML,64,27.99,NULL,NULL
88437,AMERICAN RED,Louis M. Martini Cabernet Sauvignon,375ML,30,14.99,NULL,NULL
72173,VODKA,Deep Eddy Lime Vodka 750ML,750ML,337,15.99,NULL,NULL
342111,TEQUILA,Olmeca Altos Reposado Tequila,1.75L,5,51.99,NULL,NULL
14044,KOSHER,Barkan Classic Cabernet Sauvignon,750ML,160,13.99,NULL,NULL
13911,MALT BASED SELTZER,VIZZY STAWBERRY LEMONADE 12/24OZ CANS,24.0Z,0,2.99,NULL,NULL
16670,MIXERS,DEVILS BACKBONE LEMONADE SMASH RTD 6/4 CANS - 4 Pack,12.0Z,983,11.99,NULL,NULL
318506,RUM,Ron Abuelo Anejo 12 Anos Gran Reserva Rum,750ML,0,48.99,NULL,NULL
419370,ARGENTINA,Don Rodolfo Art of The Andes Malbec,750ML,0,10.99,NULL,NULL
42073,VODKA,Stateside Urbancraft Vodka,750ML,219,29.99,NULL,NULL
241596,CORDIALS,Mr. Boston Amaretto Liqueur,750ML,79,4.99,NULL,NULL
85653,FRANCE,Cheval Quancard Fleur De Roc Saint Emilion Grand Cru Bordeaux Blend,750ML,1,21.99,NULL,NULL
239764,CHAMPAGNE/SPARKLING,Gemma di Luna Prosecco Glera,750ML,3,17.99,NULL,NULL
4553,IMPORTED BOTTLE,RED STRIPE 2/12 NR - 12 Pack,12.0Z,0,19.99,NULL,NULL
42574,BOURBON/RYE,Four Roses Small Batch Kentucky Straight Bourbon Whiskey 50ML,50ML,886,5.99,NULL,NULL
333972,NEW ZEALAND,Oyster Bay Chardonnay,750ML,279,15.99,NULL,NULL
232156,CHILE,Alcance Vigno Old Vines Dry Farmed Carignan,750ML,3,44.99,NULL,NULL
48452,AMERICAN RED,Eppa SupraFruta Red Sangria Organic Red Blend,750ML,0,13.99,NULL,NULL
6947,IMPORTED BOTTLE,Obolon Oksamytove Beer - 4 Pack,16.9Z,0,15.99,NULL,NULL
321586,FRANCE,GOUR GONNIER LES BAUX DE PROVINE RGE,750ML,0,18.99,NULL,NULL
2844,COOLERS,Verdi Spumante - 6 Pack,187ML,0,19.99,NULL,NULL
251010,VODKA,Wheatley Vodka 1.75L,1.75L,18,30.99,NULL,NULL
72835,SCOTCH,The Balvenie 15 Year Old Single Barrel Sherry Cask Single Malt Scotch Whisky,750ML,4,119.99,NULL,NULL
331884,GREECE,Aivalis Single Vineyard Gerakina Agiorgitiko,750ML,0,18.49,NULL,NULL
301120,NEW ZEALAND,Kono Sauvignon Blanc,750ML,32,19.99,NULL,NULL
26972,AUSTRALIA,"Yellow Tail Shiraz, Cabernet Sauvignon",1.5L,169,11.99,NULL,NULL
74985,SCOTCH,Glenmorangie Extremely Rare 18 Year Old Highland Single Malt Scotch Whisky,750ML,20,139.99,NULL,NULL
46336,ASIA,Myungjak Bokbunja,375ML,0,10.99,NULL,NULL
47419,VODKA,Pinnacle Grape Vodka,1L,0,15.99,NULL,NULL
346618,AMERICAN RED,Linganore Winecellars Mountain Red Concord,750ML,285,11.99,NULL,NULL
38628,TEQUILA,Sauza Conmemorativo Anejo Tequila,750ML,403,18.99,NULL,NULL
25585,AMERICAN WHITE,Sterling Vineyards Vintner's Collection Chardonnay,750ML,303,15.99,NULL,NULL
29470,DOMESTIC BOTTLE,Perennial Suburban Beverage,12.0Z,0,16.99,NULL,NULL
349456,AMERICAN RED,Stave & Steel Bourbon Barrel Aged Cabernet Sauvignon,750ML,0,21.99,NULL,NULL
100749,ITALY,Santa Margherita Alto Adige   Sudtirol Pinot Grigio,375ML,21,15.99,NULL,NULL
321017,CHILE,ALTA Delta Kosher Carmenere,750ML,0,13.49,NULL,NULL
340059,CHAMPAGNE/SPARKLING,Suvorov Vin SRL Grand Mango White Blend,750ML,0,16.99,NULL,NULL
70906,IRISH WHISKEY,WRITERS TEARS INNISKILLIN WINE CASK,750ML,0,79.99,NULL,NULL
29496,IMPORTED BOTTLE,GIRARDIN GUEUZE   12/12.7,12.7Z,0,10.99,NULL,NULL
29498,IMPORTED BOTTLE,Birra Flea Costanza,750ML,0,11.99,NULL,NULL
70494,VODKA,Svedka Peach Vodka,750ML,267,11.99,NULL,NULL
191710,PORT/SHERRY/DESSERT/VERMOUTH,Dow's Fine Ruby Red Port,750ML,1,17.49,NULL,NULL
323076,CHAMPAGNE/SPARKLING,Isaac Fernandez Selection Biutiful Brut Macabeo,750ML,8,12.99,NULL,NULL
78344,ITALY,Colombo Fine Sweet Marsala Inzolia,750ML,0,14.99,NULL,NULL
72419,CHILE,Concha y Toro Frontera Chardonnay,1.5L,285,10.49,NULL,NULL
44156,PORT/SHERRY/DESSERT/VERMOUTH,Dow's Late Bottled Vintage Red Port,750ML,0,34.99,NULL,NULL
40064,AMERICAN RED,Newton Claret Merlot,750ML,1,21.99,NULL,NULL
31294,SOUTH AFRICA,Stellar Winery Live A Little Really Ravishing Red Shiraz,750ML,10,9.99,NULL,NULL
40833,CHILE,Viu Manent Rose Malbec,750ML,0,12.99,NULL,NULL
336724,VODKA,St. George Green Chile Vodka,750ML,25,22.99,NULL,NULL
319459,AMERICAN WHITE,Middle Sister Surfer Chick Sauvignon Blanc,750ML,0,11.49,NULL,NULL
23098,IMPORTED BOTTLE,Royal Challenge Premium Lager,22.0Z,0,4.99,NULL,NULL
349954,OTHER WINE,Bodega Garzon Reserve Tannat,750ML,0,18.99,NULL,NULL
84723,AMERICAN WHITE,Adelsheim Chardonnay,750ML,0,33.99,NULL,NULL
313530,AMERICAN RED,Telios Cabernet Sauvignon,750ML,0,15.99,NULL,NULL
336464,AMERICAN RED,Rabbit Ridge Allure de Robles Grenache,750ML,0,13.99,NULL,NULL
71652,CORDIALS,Baileys Strawberries & Cream Limited Edition Liqueur,750ML,127,28.99,NULL,NULL
41186,AMERICAN WHITE,Nickel & Nickel Truchard Vineyard Chardonnay,750ML,8,55.99,NULL,NULL
80997,AMERICAN RED,Storypoint Vineyards Cabernet Sauvignon,750ML,0,14.99,NULL,NULL
231970,SPAIN/PORTUGAL,Ego Bodegas Marionette Monastrell,750ML,49,15.99,NULL,NULL
68722,IMPORTED BOTTLE,GOUDEN CAROLUS NOEL 24PK LOOSE NR,11.2Z,0,6.99,NULL,NULL
69369,DOMESTIC CAN,CAPTAIN LAWRENCE MANDATORY TRAINING 6/4 16OZ CANS - 4 Pack,16.0Z,0,21.99,NULL,NULL
422703,ITALY,Romeo From Verona Veneto IGT Merlot,750ML,0,11.99,NULL,NULL
76058,OTHER WINE,"Avia Estate Bottled Cabernet Sauvignon, Merlot",1.5L,0,14.39,NULL,NULL
80993,PORT/SHERRY/DESSERT/VERMOUTH,Taylor Wine Company Tawny Port Concord,750ML,21,8.99,NULL,NULL
31413,DOMESTIC BOTTLE,Evil Twin Molotov Heavy,22.0Z,0,19.99,NULL,NULL
9008,IMPORTED BOTTLE,Baltika #5,500ML,0,3.99,NULL,NULL
71980,VODKA,Don Corleone Organic Gold Vodka,750ML,0,41.99,NULL,NULL
71789,CORDIALS,Jagermeister Cold Brew Coffee Liqueur,50ML,11,1.99,NULL,NULL
52957,AMERICAN RED,Estancia Cabernet Sauvignon,750ML,273,13.99,NULL,NULL
13821,DOMESTIC CAN,FREE THOUGHT DOORS OF PRECEPETION 6/4 16OZ CAN - 4 Pack,16.0Z,1,26.99,NULL,NULL
64367,DOMESTIC BOTTLE,BRECKENRIDGE OKTOBERFEST 4/6 NR - 6 Pack,12.0Z,0,11.99,NULL,NULL
51624,MIXERS,Q Light Ginger Beer - 4 Pack,6.7Z,269,5.99,NULL,NULL
237522,ITALY,FEUDI DI SAN GREGORIO TAURASI,750ML,0,56.99,NULL,NULL
62540,OTHER WINE,TINAZZI PRIMITIVO INFINITY 750ML,750ML,0,19.99,NULL,NULL
320514,FRANCE,Domaine de la Mordoree La Remise Rose Blend,750ML,0,21.99,NULL,NULL
333332,SPAIN/PORTUGAL,Vinos de Arganza Flavium Seleccion Mencia,750ML,0,12.99,NULL,NULL
23722,IMPORTED BOTTLE,Rinku�kiai Werewolf 5.2% - 4 Pack,500ML,0,10.99,NULL,NULL
242150,ARGENTINA,AMALAYA ALTA VIDA MALBEC   750ML,750ML,0,17.99,NULL,NULL
166455,BOURBON/RYE,Wild Turkey Longbranch Kentucky Straight Bourbon Whiskey,750ML,156,37.99,NULL,NULL
68322,PORT/SHERRY/DESSERT/VERMOUTH,Sandeman Tawny Red Port,750ML,54,14.99,NULL,NULL
70515,SPECIALTY,Tincup American Whiskey,1.75L,0,53.99,NULL,NULL
302232,CHAMPAGNE/SPARKLING,Cuvee des Barons Brut Vin Mousseux Champagne Blanc de Blancs,750ML,14,14.99,NULL,NULL
418064,SPAIN/PORTUGAL,Morada Sangria,1L,0,7.99,NULL,NULL
44900,CORDIALS,Caffo Grappa Italiana,750ML,22,16.99,NULL,NULL
328725,OTHER WINE,Wimmer Gruner Veltliner,750ML,0,12.99,NULL,NULL
10310,IMPORTED BOTTLE,Baladin Nora,11.2Z,0,7.99,NULL,NULL
24096,IMPORTED BOTTLE,Harviestoun Ola Dubh 16 Year Old Special Reserve,11.2Z,0,9.99,NULL,NULL
27081,SCOTCH,The Famous Grouse Blended Scotch Whisky,1.75L,149,38.99,NULL,NULL
42713,PORT/SHERRY/DESSERT/VERMOUTH,ST GEORGE BRUTO AMERICANO   750ML,750ML,4,27.99,NULL,NULL
12064,DOMESTIC BOTTLE,Evolution Craft Rise Up R.I.S,750ML,0,9.99,NULL,NULL
69420,DOMESTIC CAN,TRUE RESPITE WHITE TAIL 6/4 16OZ CANS - 4 Pack,16.0Z,127,13.99,NULL,NULL
50997,CORDIALS,Baileys Original Irish Cream Liqueur,375ML,200,19.99,NULL,NULL
73709,ARGENTINA,Alamos Cabernet Sauvignon,750ML,287,11.99,NULL,NULL
57355,VODKA,Van Gogh Raspberry Vodka,750ML,0,30.99,NULL,NULL
406325,AMERICAN RED,FRONT PORCH MER,1.5L,0,23.99,NULL,NULL
30180,GIN,Gilbey's London Dry Gin,750ML,88,8.99,NULL,NULL
78832,DOMESTIC BOTTLE,Dogfish Head Raison D'Extra - 4 Pack,12.0Z,20,33.99,NULL,NULL
7838,DOMESTIC BOTTLE,FLYING DOG VARIETY PACK 2/12 NR - 12 Pack,12.0Z,2010,23.99,NULL,NULL
79993,CORDIALS,Evan Williams Kentucky Cider Liqueur,750ML,33,10.99,NULL,NULL
40676,AMERICAN RED,Acacia A By Acacia Pinot Noir,750ML,0,14.99,NULL,NULL
377663,VODKA,CLUTCH VODKA   750ML,750ML,485,24.99,NULL,NULL
411337,ITALY,Conti Beretta Estate Bottled Friuli Grave Pinot Grigio,750ML,0,12.99,NULL,NULL
308406,FRANCE,Hecht & Bannier Languedoc Syrah,750ML,0,15.99,NULL,NULL
73541,VODKA,Absolut Mango Vodka,1L,0,33.99,NULL,NULL
66514,DOMESTIC CAN,GOOSE ISLAND HAZY BEER HUG 4/6 CAN - 6 Pack,12.0Z,0,13.99,NULL,NULL
83951,WINE CANS,14 Hands Bubbles Can Pinot Grigio,375ML,51,6.99,NULL,NULL
87345,AMERICAN RED,Lyric by Etude Pinot Noir,750ML,0,21.99,NULL,NULL
88463,DOMESTIC CAN,National Bohemian Beer Can - 24 Pack,12.0Z,0,22.99,NULL,NULL
391069,AMERICAN RED,Liberty Creek Winemaker's Selection Merlot,1.5L,1,9.99,NULL,NULL
356800,SPAIN/PORTUGAL,MESTA GARNACHA ORGANIC,750ML,0,11.39,NULL,NULL
18449,AMERICAN TABLE,Linganore Winecellars Medieval Mead Semi Sweet Honey Wine White Blend,750ML,260,14.99,NULL,NULL
342444,CHAMPAGNE/SPARKLING,ARMAND DE BRIGNAC BRUT VELVET BAG,750ML,0,349.99,NULL,NULL
