HCPCS_Cd,RBCS_ID,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Assignment_Eff_Dt
65860,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1993,12/31/9999,01/01/2014
65865,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65870,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65875,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65880,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65900,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65920,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65930,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
66020,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
66030,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
66130,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
66150,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
66155,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
66160,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
66165,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/2014,01/01/2014
66170,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
66172,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1994,12/31/9999,01/01/2014
66174,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
66175,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
66179,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/2015,12/31/9999,01/01/2014
66180,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1991,12/31/9999,01/01/2014
66183,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/2014,12/31/9999,01/01/2014
66184,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/2015,12/31/9999,01/01/2014
66185,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1991,12/31/9999,01/01/2014
66220,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/2018,01/01/2014
66225,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
66250,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1986,12/31/9999,01/01/2014
66500,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
66505,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
66600,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
66605,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
66625,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
66630,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
66635,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
66680,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
66682,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
66700,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
66710,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1992,12/31/9999,01/01/2014
66711,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2005,12/31/9999,01/01/2014
66720,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
66740,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
66761,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
66762,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
66770,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
66820,PE001O,P,Procedure,PE,Eye,001,Cataract Surgery,O,01/01/1984,12/31/9999,01/01/2014
66821,PE001O,P,Procedure,PE,Eye,001,Cataract Surgery,O,01/01/1986,12/31/9999,01/01/2014
66825,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1993,12/31/9999,01/01/2014
66830,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
66840,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
66850,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
66852,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1991,12/31/9999,01/01/2014
66920,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
66930,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
66940,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
66982,PE001M,P,Procedure,PE,Eye,001,Cataract Surgery,M,01/01/2001,12/31/9999,01/01/2014
66983,PE001M,P,Procedure,PE,Eye,001,Cataract Surgery,M,01/01/1985,12/31/9999,01/01/2014
66984,PE001O,P,Procedure,PE,Eye,001,Cataract Surgery,O,01/01/1985,12/31/9999,01/01/2014
66985,PE001M,P,Procedure,PE,Eye,001,Cataract Surgery,M,01/01/1984,12/31/9999,01/01/2014
66986,PE001M,P,Procedure,PE,Eye,001,Cataract Surgery,M,01/01/1992,12/31/9999,01/01/2014
66987,PE001O,P,Procedure,PE,Eye,001,Cataract Surgery,O,01/01/2020,12/31/9999,01/01/2016
66988,PE001O,P,Procedure,PE,Eye,001,Cataract Surgery,O,01/01/2020,12/31/9999,01/01/2016
66989,PE001M,P,Procedure,PE,Eye,001,Cataract Surgery,M,01/01/2022,12/31/9999,01/01/2017
66990,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2003,12/31/9999,01/01/2014
66991,PE001M,P,Procedure,PE,Eye,001,Cataract Surgery,M,01/01/2022,12/31/9999,01/01/2017
66999,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67005,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1986,12/31/9999,01/01/2014
67010,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1986,12/31/9999,01/01/2014
67015,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67025,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67027,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1998,12/31/9999,01/01/2014
67028,PE035O,P,Procedure,PE,Eye,035,Intravitreal Injection,O,01/01/1991,12/31/9999,01/01/2014
67030,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67031,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1986,12/31/9999,01/01/2014
67036,PE046M,P,Procedure,PE,Eye,046,Vitrectomy - Mechanical,M,01/01/1985,12/31/9999,01/01/2014
67039,PE046M,P,Procedure,PE,Eye,046,Vitrectomy - Mechanical,M,01/01/1991,12/31/9999,01/01/2014
67040,PE046M,P,Procedure,PE,Eye,046,Vitrectomy - Mechanical,M,01/01/1988,12/31/9999,01/01/2014
67041,PE046M,P,Procedure,PE,Eye,046,Vitrectomy - Mechanical,M,01/01/2008,12/31/9999,01/01/2014
67042,PE046M,P,Procedure,PE,Eye,046,Vitrectomy - Mechanical,M,01/01/2008,12/31/9999,01/01/2014
67043,PE046M,P,Procedure,PE,Eye,046,Vitrectomy - Mechanical,M,01/01/2008,12/31/9999,01/01/2014
67101,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1986,12/31/9999,01/01/2014
67105,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1986,12/31/9999,01/01/2014
67107,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67108,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67110,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1991,12/31/9999,01/01/2014
67112,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/2015,01/01/2014
67113,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/2008,12/31/9999,01/01/2014
67115,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
67120,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67121,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
67141,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1986,12/31/9999,01/01/2014
67145,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1986,12/31/9999,01/01/2014
67208,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1986,12/31/9999,01/01/2014
67210,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1986,12/31/9999,01/01/2014
67218,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67220,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1999,12/31/9999,01/01/2014
67221,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2001,12/31/9999,01/01/2014
67225,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2002,12/31/9999,01/01/2014
67227,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1986,12/31/9999,01/01/2014
67228,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1986,12/31/9999,01/01/2014
67229,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/2008,12/31/9999,01/01/2014
67250,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67255,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67299,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67311,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1986,12/31/9999,01/01/2014
67312,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1986,12/31/9999,01/01/2014
67314,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1991,12/31/9999,01/01/2014
67316,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1991,12/31/9999,01/01/2014
67318,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1991,12/31/9999,01/01/2014
67320,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67331,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67332,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67334,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1991,12/31/9999,01/01/2014
67335,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1988,12/31/9999,01/01/2014
67340,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1991,12/31/9999,01/01/2014
67343,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1991,12/31/9999,01/01/2014
67345,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1990,12/31/9999,01/01/2014
67346,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2007,12/31/9999,01/01/2014
67399,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
67400,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67405,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67412,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67413,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67414,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1992,12/31/9999,01/01/2014
67415,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67420,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
67430,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
67440,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67445,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1992,12/31/9999,01/01/2014
67450,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67500,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67505,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67515,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67550,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67560,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67570,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1992,12/31/9999,01/01/2014
67599,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67700,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67710,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67715,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67800,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67801,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67805,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67808,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67810,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67820,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67825,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67830,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
67835,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
67840,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67850,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67875,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1991,12/31/9999,01/01/2014
67880,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67882,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67900,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1992,12/31/9999,01/01/2014
67901,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
67902,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1982,12/31/9999,01/01/2014
67903,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
67904,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
67906,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
67908,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
67909,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
67911,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
67912,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2004,12/31/9999,01/01/2014
67914,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67915,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
67916,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
67917,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67921,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67922,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67923,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67924,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67930,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67935,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67938,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67950,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67961,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67966,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
67971,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67973,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67974,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67975,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
67999,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68020,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68040,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68100,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68110,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68115,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68130,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68135,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68200,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68320,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68325,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68326,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68328,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
68330,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68335,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68340,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68360,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68362,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68371,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2004,12/31/9999,01/01/2014
68399,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68400,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68420,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68440,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68500,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
68505,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
68510,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68520,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68525,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68530,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68540,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
68550,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
68700,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68705,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68720,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
68745,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
68750,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
68760,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68761,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1993,12/31/9999,01/01/2014
68770,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68801,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1997,12/31/9999,01/01/2014
68810,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1997,12/31/9999,01/01/2014
68811,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1997,12/31/9999,01/01/2014
68815,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1997,12/31/9999,01/01/2014
68816,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2008,12/31/9999,01/01/2014
68840,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
68841,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2022,12/31/9999,01/01/2017
68850,IS000N,I,Imaging,IS,Standard X-ray,000,No RBCS Family,N,01/01/1984,12/31/9999,01/01/2014
68899,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
69000,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
69005,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
69020,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
69100,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
69105,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
69110,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
69120,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
69140,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
69145,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
69150,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
69155,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
69200,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
69205,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
69209,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/2016,12/31/9999,01/01/2014
69210,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
69220,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
69222,PO000O,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
69300,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01/01/1982,12/31/9999,01/01/2014
69310,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
