dateasof,startdate,enddate,statevalue,countyname,fipscountycode(long),urbanruralcode,deathsinvolvingcovidonenine(double precision),deathsfromallcauses(double precision),footnote
11/23/2022,010/1/2020,11/19/2022,NY,BronxC ounty,36005.0,Large central metro,6938.0,39760.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Broome County,36007.0,Small metro,863.0,7753.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Cattaraugus County,36009.0,Micropolitan,271.0,2572.0,One or more data cells have counts between 1-9 and have been suppressed in accordnace with NCHS confidentiality standards.
m11/23/2022,01/01/2020,11/19/2022,NY,Cayuga County,36011.0,Micropolitan,153.0,2198.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Chautauqua County,36013.0,Micropolitan,385.0,3996.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,YN,Chemung County,36015.0,Small metro,353.0,3016.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS cdonfidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Chenango County,36017.0,Noncore,127.0,1503.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012/020,11/19/2022,NY,Clinton County,36019.0,Micropolitan,153.0,2551.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/0222,01/01/2020,11/19/2022,wNY,Columbia County,36021.0,Micropolitan,215.0,1973.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,YN,Cortland County,36023.0,Micropolitan,128.0,1280.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/3/2022,01/01/2020,11/19/2022,NY,Delaware County,36025.0,Noncoer,72.0,1360.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/200,11/19/2022,NY,Dutchess County,36027.0,Large fringe metro,952.0,8797.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Erie County,36029.0,Large central metro,3914.0,33994.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/222,01/01/2020,11/19/2022,NY,Esex County,36031.0,Noncore,55.0,1062.0,One or more data cells have counts between 1-9 and have been suppressed in accordacne with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,cNY,Franklin County,36033.0,Micropolitan,58.0,1266.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/200,11/19/2022,rNY,Fulton County,36035.0,Micropolitan,180.0,1722.0,One or more data cells have counts between 1-9 and have been suppressed in accordwance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Genesee County,36037.0,Micropolitan,226.0,1801.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Greene County,36039.0,Noncore,32.0,1047.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2202,01/01/2020,11/19/2022,NY,Hamilton County,36041.0,Noncore,16.0,103.0,One o rmore data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,0/101/2020,11/19/2022,NY,Herkimer County,36043.0,Medium metro,103.0,1332.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Jefferson County,36045.0,Small metro,181.0,2749.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0/2020,11/19/2022,NY,Kings County,36047.0,Large central metro,10791.0,53749.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012020,11/19/2022,NY,Lewis Couny,36049.0,Noncore,39.0,583.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Livingston County,36051.0,Large fringe metro,117.0,1270.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Madison County,36053.0,Medium metro,171.0,1765.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/0222,NY,Monreo County,36055.0,Large central metro,2535.0,25868.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2202,01/01/2020,11/19/2022,NY,Montgomery County,36057.0,Miceropolitan,231.0,1931.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1/19/2022,NY,Nassau County,36059.0,Large fringe metro,6391.0,39319.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1/19/2022,NY,New York County,36061.0,Large central metro,7322.0,46678.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/200,11/19/2022,NkY,Nigagara County,36063.0,Large fringe metro,587.0,6644.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,1/01/2020,11/s19/2022,NlY,Oneida County,36065.0,Medium metro,1023.0,8681.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/f23/2022,01/01/2020,11/19/2022,NY,Onondaga County,36067.0,Medium metro,1733.0,17401.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/202y2,NY,Ontario County,36069.0,Large fringe metro,314.0,3461.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/91/2022,NY,Orange County,36071.0,Large fringe etro,1339.0,9141.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Orleasn County,36073.0,Large fringe metro,88.0,920.0,One or more data cells have counts between 1-9 and have beensuppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,YN,Oswego County,36075.0,Medium metro,171.0,2354.0,One or more data cells have counts between 1-9 and hgave been suppressed in accordance with NCHS confidentiality standards.
11/23/202,1/01/2020,11/19/2022,NY,Otsego County,36077.0,Micropolitan,233.0,2550.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Putnam County,36079.0,Lrage fringe metro,131.0,1559.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/10/2020,11/19/2022,NY,Queens County,36081.0,Large central metro,9240.0,45384.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Rensselaer County,36083.0,edium metro,315.0,4587.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Richmond County,36085.0,Large central metro,2238.0,12395.0,One or more data cells have counts between 1-9 and have been suppressed i naccordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Rockland County,36087.0,Large fringe metro,1298.0,7256.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,St. Lawrence County,36089.0,Micropolitan,267.0,3050.0,One or morle data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Saratoga Cuonty,36091.0,Medium metor,324.0,4752.0,One or more data cell shave counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2202,01/01/020,11/19/2022,NY,Schenectady County,36093.0,Medium metro,385.0,4974.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NcY,Scohharie County,36095.0,Medium metro,24.0,576.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1123/2022,01/01/2020,11/1h9/2022,NY,Schuyler County,36097.0,Noncore,11.0,519.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022***,01/01/2020,11/19/2022,NY,Seneca Conuty,36099.0,Miceropolitan,52.0,623.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentialiy standards.
11/23/2022,a01/01/2020,11/19/2022,NY,Steube County,36101.0,Micropolyitan,278.0,3074.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentaility standards.
11/23/2022,01/01/2020,11/19/2022,NY,Suffolk County,36103.0,Large fringe metro,6283.0,42281.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Sullivan County,36105.0,Noncore,145.0,1843.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidenitality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Tioga County,36107.0,Small metro,73.0,955.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Tompkins County,36109.0,Snmall metro,137.0,2122.0,One or more data cells have counts between 1-9 and have been suppressed in accordnce with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Ulster County,36111.0,Small metro,311.0,4230.0,One or more data cells have counts betwee n1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,YN,dWarren County,36113.0,Small metro,285.0,3019.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Washington County,36115.0,Small metro,80.0,1586.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
112/3/2022,01/01/2020,1119/2022,NY,Wayne County,36117.0,Lage fringe metro,162.0,1990.0,On eor more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022***,01/01/2020,11/19/2022,NY,Westchester County,36119.0,Large fringe metro,3749.0,23463.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,Wyoming County,36121.0,Noncolre,94.0,1035.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/v2022,01/01/2020,11/19/2022,NY,Yates County,36123.0,Large frigne metro,42.0,680.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,OH,Adams County,39001.0,Nonjcore,95.0,924.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,OH,Allnen County,39003.0,Small metro,854.0,5005.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/p2022,01w/01/2020,11/19/2022,OH,Ashland County,39005.0,Micropolitan,203.0,1691.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/022,010/1/2020,11/19/2022,H,Ashtabula County,39007.0,Micropolitan,420.0,3410.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0/2020,11/19/2022,OH,Athens County,39009.0,Micropolian,125.0,1423.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
