4721.zip,744471217,74447-1217
2108.nmcsa,"Omaha-Coupncil Bluffs-Fremont, NE-IA","Omaha-Council Bluffs-Fremont, NE-IA"
6096.stfip,0,40
919.cd,301,1301
3548.sldu,4802v8,48028
5551.cnty,17075,17057
4805.cd,1272,1227
576.csa,kN,N
5286.street,4151 Executive Parkwaiy Ste 120,4151 Executive Parkway Ste 120
3772.nmnecta,***,N
4528.city,Federral Way,Federal Way
1863.sldu,27606,27066
6481.nmcnty,Washington Colunty,Washington County
5586.stfip,8,48
3539.city,Baumont,Beaumont
6290.nmcnty,Suffolk Cjounty,Suffolk County
3488.schoolyear,20212022,2021-2022
5487.csa,184,148
171.stfip,p05,05
5922.csa,1b22,122
4661.sldu,3005,13005
6782.necta,,N
1480.necta,7d4650,74650
1778.cd,211,2611
832.city,Tama,Tampa
4282.sldu,260s06,26006
5710.nmcbsa,"Brlackfoot, ID","Blackfoot, ID"
49.city,Mboile,Mobile
1005.cbsa,1660,16660
235.sldu,z06033,06033
3914.cnty,55090,55009
451.sldu,060k25,06025
4219.nmnecta,***,N
4827.zip,7s0816-5820,70816-5820
787.zip,33811-1249***,33811-1249
5859.nmnecta,sN,N
6315.cd,b1215,1215
2885.necta,***,N
3210.sldu,42003,42030
2846.schoolyear,202-12022,2021-2022
2440.street,4513 Manhattan CollegeParkway,4513 Manhattan College Parkway
4771.nmcbsa,"New York-Newark-Jersey City, NY-N-JPA","New York-Newark-Jersey City, NY-NJ-PA"
851.cnty,12n095,12095
5515.locale,11***,11
5162.nmcsa,"Atlantza--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
5045.locale,12,21
4013.cd,298,7298
3927.nmcnty,Manitowoc Couty,Manitowoc County
3886.nmnecta,,N
6488.nmcbsa,"aKlamazoo-Portage, MI","Kalamazoo-Portage, MI"
5054.locale,h12,12
1359.locale,i21,21
6108.schoolyear,20212022,2021-2022
969.cd,177,1717
1909.cnty,8101,28101
4854.cbsa,479a00,47900
4732.csa,88,288
346.statevalue,pCA,CA
3291.schoolyear,2021-222,2021-2022
6555.zip,90502-4344,90502-4434
917.necta,,N
4339.stfip,5,25
6320.cd,406,0406
3667.schoolyear,201-2022,2021-2022
3071.stfip,24,42
672.sldu,0001,09001
6572.zip,70703,77003
5242.locale,12,21
443.nmcbsa,"Sa Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA"
2399.zip,1850,13850
2722.namevalue,Winston-Salem StateUniversity,Winston-Salem State University
3903.necta,,N
5274.cd,627,0627
4729.city,San Bernbardino,San Bernardino
6086.nmnecta,***,N
5757.cbsa,41108,41180
2234.nmcnty,Ocean Counqty,Ocean County
5665.namevalue,Pelnoton College,Peloton College
1920.nmcnty,Hivnds County,Hinds County
1854.zip,5812,55812
5415.schoolyear,2021-k2022,2021-2022
6257.statevalue,LF,FL
3063.statevalue,vPA,PA
3776.cnty,k51550,51550
4317.sldu,010p17,01017
1165.stfip,n18,18
3591.locale,w32,32
692.namevalue,University of the Distrit of Columbia,University of the District of Columbia
352.statevalue,dCA,CA
6561.street,4041 Leone Tree Way Suite 101,4041 Lone Tree Way Suite 101
2440.city,Riverdle,Riverdale
5240.csa,48,348
963.zip,0613,60613
4267.stfip,60,06
4394.city,Cleawater,Clearwater
5552.schoolyear,2021-2202,2021-2022
2512.sldu,360g44,36044
1165.city,Richmnd,Richmond
5088.stfip,74,47
4639.nmcsa,***,N
1726.stfip,6,26
5175.nmcbsa,"Port S.t Lucie, FL","Port St. Lucie, FL"
4946.street,855 E Lavdaca,855 E Lavaca
245.cnty,0037,06037
901.cd,1370,1307
4381.nmcnty,Norfolk icty,Norfolk city
4140.zip,48273,48237
4744.locale,2o2,22
2827.cd,306,3906
2514.stfip,63,36
1392.street,1755 Ug.S. Hwy 68,1755 U.S. Hwy 68
6600.statevalue,CsA,CA
3551.necta,***,N
852.nmcbsa,"Homosassa xSprings, FL","Homosassa Springs, FL"
2511.zip,1001,10001
2517.csa,,N
3546.cbsa,0980,30980
4555.statevalue,Y,NY
5580.nmcnty,Lehigh Cogunty,Lehigh County
514.statevalue,AC,CA
2488.nmcnty,Onondaga Cuonty,Onondaga County
3925.street,3408 Mal Drive,3408 Mall Drive
652.nmcnty,New uHaven County,New Haven County
4606.namevalue,Prism Career Institue-Philadelphia,Prism Career Institute-Philadelphia
1285.nmcbsa,"Lawrenc,e KS","Lawrence, KS"
5113.cbsa,46600,46060
1869.zip,5374,56374
3300.stfip,54,45
452.nmcbsa,"Los Angeles-Long Beach-Anahedim, CA","Los Angeles-Long Beach-Anaheim, CA"
2120.street,720 Nroth 87th Street,720 North 87th Street
5644.locale,11***,11
6253.city,anal Winchester,Canal Winchester
6586.namevalue,Chicago School ofn Professional Psychology at Dallas,Chicago School of Professional Psychology at Dallas
6596.cbsa,3300,33100
606.cnty,08014,08041
5422.sldl,6034,16034
5016.nmcnty,Cook oCunty,Cook County
6610.nmcbsa,"San Diego-Chula Visa-Carlsbad, CA","San Diego-Chula Vista-Carlsbad, CA"
6458.nmcsa,"Sacramento-Roseviflle, CA","Sacramento-Roseville, CA"
983.street,325 N Wells qStreet,325 N Wells Street
1619.stfip,5,25
2221.sldu,43020,34020
1114.street,"10 North Wabash Avenue, Fifth Floor","180 North Wabash Avenue, Fifth Floor"
181.nmnecta,***,N
3694.cbsa,1740,12740
1056.city,Roc Island,Rock Island
763.stfip,21,12
5650.nmnecta,***,N
1793.street,300 S aCpitol Ave,300 S Capitol Ave
906.cbsa,1p2060,12060
4392.nmnecta,eN,N
1916.sldl,2869,28069
3613.namevalue,Texarkana ollege,Texarkana College
2710.stfip,7,37
5989.cd,4094,4904
2493.nmcnty,Ere County,Erie County
5859.stfip,0i6,06
2297.nmcbsa,"lbany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY"
3196.statevalue,AP,PA
2402.nmcbsa,"New York-Newark-Jerey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA"
3611.locale,1,11
3039.schoolyear,2021-222,2021-2022
3553.cnty,4803,48303
2963.cbsa,251c00,25100
548.nmcsa,,N
2026.nmcbsa,"Jefferson Cty, MO","Jefferson City, MO"
6243.city,Norristown***,Norristown
2972.statevalue,yNV,NV
88.zip,86535-2317,85635-2317
4721.cd,4w002,4002
6108.nmcsa,***,N
3517.sldu,4801o2,48012
1599.cd,t2508,2508
2043.street,105 Jsese Hall,105 Jesse Hall
2264.nmcnty,Otero Couty,Otero County
2176.nmcbsa,"Boston-Cambridge-Newton,M A-NH","Boston-Cambridge-Newton, MA-NH"
2257.csa,482,428
290.necta,***,N
1790.city,pSring Arbor,Spring Arbor
35.statevalue,LA,AL
674.nmcbsa,"Norwich-New London, TC","Norwich-New London, CT"
6728.sldu,21018,12018
4107.stfip,3y5,35
2506.nmnecta,***,N
4045.statevalue,yFL,FL
6602.cbsa,i32820,32820
5059.city,Chiicago,Chicago
3336.statevalue,SpC,SC
5902.stfip,6,06
6422.necta,***,N
2035.csa,467,476
1544.nmcbsa,"Baltimre-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD"
6381.schoolyear,2021-222,2021-2022
6125.nmcnty,New York Conty,New York County
3945.cnty,5079,55079
1910.statevalue,oMS,MS
5432.necta,kN,N
3545.zip,77520***,77520
5670.cbsa,33340***,33340
3730.namevalue,Longwood Universty,Longwood University
2393.cnty,s36029,36029
6027.csa,48,408
2726.sldl,30837,38037
3513.cnty,41841,48141
3336.zip,29150-499,29150-2499
4392.city,SanD iego,San Diego
4956.stfip,8,08
6499.street,10551 Cousey Blvd,10551 Coursey Blvd
6820.locale,1y1,11
3091.schoolyear,2201-2022,2021-2022
6842.nmcbsa,"Austin-Round Rock-Greorgetown, TX","Austin-Round Rock-Georgetown, TX"
6279.locale,2,12
5849.stfip,84,48
692.street,4200 Coznnecticut Ave NW,4200 Connecticut Ave NW
4725.namevalue,Southeastern College-WestPalm Beach,Southeastern College-West Palm Beach
4323.namevalue,Nroth-West College-Glendale,North-West College-Glendale
1441.street,529 E Vne St,529 E Vine St
4882.nmcbsa,"Miami-For Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL"
3205.statevalue,A,PA
3685.schoolyear,2021-a2022,2021-2022
5943.cbsa,u41860,41860
218.necta,bN,N
3829.statevalue,AW,WA
6228.cbsa,40708,40780
3056.namevalue,The Beauty Instituet,The Beauty Institute
5841.nmcsa,"Philadelphia-ReadingCamden, PA-NJ-DE-MD","Philadelphia-Reading-Camden, PA-NJ-DE-MD"
3256.locale,2,12
6373.street,1500 Vermont venue,1500 Vermont Avenue
1652.cbsa,14460***,14460
5901.sldu,50101,51001
4633.cnty,40019,40109
6362.necta,,N
1540.cd,4201,2401
3386.nmcsa,"Memphis-Forrest City, T-MS-AR","Memphis-Forrest City, TN-MS-AR"
6575.city,ittle Rock,Little Rock
5822.cnty,0143,40143
3911.stfip,5,55
1347.schoolyear,2021-2202,2021-2022
6310.locale,1,21
1077.sldu,1724,17024
1943.nmcnty,t. Louis city,St. Louis city
402.street,2x22 West Sixth Street,222 West Sixth Street
2927.sldl,3074,39074
1810.nmnecta,gN,N
1148.statevalue,NI,IN
3254.cd,4124,4214
3338.nmcsa,"Greenville-Spartanurg-Anderson, SC","Greenville-Spartanburg-Anderson, SC"
4811.city,Metawirie,Metairie
4913.necta,,N
70.statevalue,KA,AK
6815.csa,76,176
844.nmcnty,Lee Conuty,Lee County
2692.locale,23,32
533.nmnecta,"Greenfiedl Town, MA","Greenfield Town, MA"
3389.locale,h11,11
5753.nmcnty,hOrange County,Orange County
5049.sldu,06083,06038
6483.cd,32z03,3203
4413.schoolyear,2201-2022,2021-2022
5834.street,1992 W Anttelope Drive,1992 W Antelope Drive
612.necta,nN,N
3883.nmnecta,,N
4297.city,Nashvtille,Nashville
6459.zip,12104-4801,11204-4801
280.cbsa,1080,31080
4037.schoolyear,20212022,2021-2022
5380.csa,72,172
3217.cbsa,3798w0,37980
3103.sldl,421f05,42105
579.cbsa,22606,22660
5661.statevalue,IM,MI
1859.nmcnty,Hennepin Counyt,Hennepin County
5870.street,5360 Black Horse iPke Suite 6,5360 Black Horse Pike Suite 6
2097.sldl,3h0038,30038
6743.nmcsa,"State College-uDBois, PA","State College-DuBois, PA"
4805.nmcnty,Miami-Dde County,Miami-Dade County
1190.locale,1,11
1240.sldl,1034,19034
6258.zip,94104-8235,94104-2835
1892.sldu,20761,27061
1700.street,3233 Burtno St SE,3233 Burton St SE
1669.namevalue,Rob Roy Academy-aunton,Rob Roy Academy-Taunton
2706.sldl,30790,37090
1872.zip,5o6321,56321
3768.cbsa,4t7900,47900
684.cd,100,1000
6492.cnty,060a59,06059
1616.nmcsa,***,N
6517.nmcsa,San Jose-San Francisco-Oakland CA,"San Jose-San Francisco-Oakland, CA"
3942.statevalue,IW,WI
3012.stfip,14,41
4894.city,Clarmont,Claremont
5052.sldu,10230,12030
4227.schoolyear,2021-202n2,2021-2022
386.sldu,06b030,06030
2498.city,Brokolyn,Brooklyn
4448.schoolyear,2021-2022***,2021-2022
1224.zip,50311-4055,50311-4505
3584.sldu,48011***,48011
1511.cbsa,1j2580,12580
4614.csa,10h4,104
6693.cnty,04103,04013
3041.csa,4y40,440
1340.city,Liberaml,Liberal
997.namevalue,City Colleges ofi Chicago-District Office,City Colleges of Chicago-District Office
4120.city,Scranotn,Scranton
1784.stfip,6,26
494.locale,1y2,12
6340.sldl,54023,45023
3958.namevalue,niversity of Wisconsin-La Crosse,University of Wisconsin-La Crosse
4839.statevalue,XT,TX
3527.city,Houstno,Houston
1954.nmcbsa,"Kansas Citcy, MO-KS","Kansas City, MO-KS"
5046.sldl,060q63,06063
3765.csa,***,N
3897.csa,,N
3582.namevalue,Sam Houston State Univeristy,Sam Houston State University
3627.sldl,8044,48044
6139.nmcsa,"Los Angeles-Lorng Beach, CA","Los Angeles-Long Beach, CA"
702.nmnecta,***,N
1915.statevalue,S,MS
1624.nmcsa,"Boston-Worcester-Provideince, MA-RI-NH-CT","Boston-Worcester-Providence, MA-RI-NH-CT"
2246.sldl,34107,34017
1121.sldl,1m7002,17002
4884.nmnecta,***,N
1433.locale,k41,41
2135.sldl,aN,N
6696.necta,,N
5950.statevalue,YN,NY
5103.namevalue,Aviation Instittue of Maintenance-Manassas,Aviation Institute of Maintenance-Manassas
391.nmnecta,***,N
2250.nmcsa,"New York-Newark, NYN-J-CT-PA","New York-Newark, NY-NJ-CT-PA"
2593.cnty,3047,36047
2289.schoolyear,2021-2v022,2021-2022
170.nmcnty,Boone oCunty,Boone County
4143.cd,y2102,2102
6142.stfip,2,12
1937.namevalue,University ouf Southern Mississippi,University of Southern Mississippi
4548.locale,2,22
5734.nmcbsa,"Deltona-Daytona BeachO-rmond Beach, FL","Deltona-Daytona Beach-Ormond Beach, FL"
1320.nmcnty,Sedgwisck County,Sedgwick County
381.locale,12,21
3394.stfip,7,47
187.namevalue,Shorter Colege,Shorter College
5927.statevalue,DI,ID
1448.sldl,2016,22016
4273.nmnecta,zN,N
425.nmcsa,dN,N
5460.csa,,N
4861.nmnecta,,N
6732.namevalue,Emprie Beauty School-Newport News,Empire Beauty School-Newport News
6791.namevalue,Antigua Colege International,Antigua College International
5067.nmnecta,,N
1743.locale,1,21
6201.street,2201 Lloyd Center Suipte C304,2201 Lloyd Center Suite C304
1317.street,7250 Statme Ave,7250 State Ave
4796.cbsa,3140,13140
682.sldu,01019,10019
1438.sldu,2203,22023
2126.street,42nd & DeweyA ve,42nd & Dewey Ave
1746.stfip,6,26
4586.stfip,6,06
5568.stfip,53,35
6044.cd,616,0616
5990.nmcnty,Anne ArundelC ounty,Anne Arundel County
2134.locale,1,11
763.street,2101 NW 17 Avenue,2101 NW 117 Avenue
3392.stfip,7,47
3601.statevalue,XT,TX
1326.necta,,N
981.nmcnty,xCook County,Cook County
5996.nmcsa,"Chicag-oNaperville, IL-IN-WI","Chicago-Naperville, IL-IN-WI"
142.cnty,051a19,05119
1614.nmcbsa,"Boston-Cambirdge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH"
6717.locale,31,13
5300.sldu,51021,51012
3659.locale,1,21
2966.cd,405,4005
6765.city,Ranco Mirage,Rancho Mirage
350.city,Daly iCty,Daly City
6491.zip,0887n3-1100,08873-1100
1452.sldl,22s068,22068
4878.nmcsa,"Miaami-Port St. Lucie-Fort Lauderdale, FL","Miami-Port St. Lucie-Fort Lauderdale, FL"
4410.street,790 E. Shea Blvd.,7901 E. Shea Blvd.
1645.street,Cetner Rd,Center Rd
5148.cnty,040q13,04013
2483.nmcbsa,"eNw York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA"
3567.zip,67013,76013
5065.cbsa,41890,41980
4574.locale,12,21
2504.stfip,3a6,36
6834.cd,48a34,4834
4989.stfip,7a2,72
2173.sldu,330j07,33007
782.nmcbsa,"Tampa-St. Petersburg-Clearawter, FL","Tampa-St. Petersburg-Clearwater, FL"
1590.cbsa,14406,14460
2030.sldu,29n024,29024
3864.namevalue,Whitworth Universtiy,Whitworth University
6532.zip,18018m-3906,18018-3906
2001.cd,2097,2907
3132.statevalue,AP,PA
6.cnty,v01125,01125
6186.schoolyear,2021-2022***,2021-2022
1716.necta,mN,N
4337.statevalue,AM,MA
5024.necta,***,N
4277.zip,2096-0001,92096-0001
1547.city,New Carrollcton,New Carrollton
641.cnty,09t007,09007
3323.cd,402,4502
3570.necta,***,N
2642.cbsa,4020,40260
1650.city,Hverhill,Haverhill
1902.nmcsa,rN,N
1178.csa,44,144
6174.namevalue,Minerva nUiversity,Minerva University
864.statevalue,A,GA
3813.statevalue,A,WA
2758.stfip,93,39
4474.city,Los Angeloes,Los Angeles
5302.csa,72,172
146.cd,05s02,0502
2332.street,1380 Metropolitan Aveue,1380 Metropolitan Avenue
6249.zip,19052-4023,10952-4023
5818.csa,3m48,348
6195.city,Makdison,Madison
6284.nmcbsa,"El Pauso, TX","El Paso, TX"
4512.nmcnty,Douglas Counyt,Douglas County
1374.nmcbsa,"Glasgaow, KY","Glasgow, KY"
4698.nmcbsa,"New York-Newarka-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA"
1922.city,Univeristy,University
5025.cbsa,3798w0,37980
3752.nmcbsa,"Ribchmond, VA","Richmond, VA"
4347.nmcbsa,"New York-iNewark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA"
879.namevalue,Georgia Northwestern Technicla College,Georgia Northwestern Technical College
2691.street,109 Communyity College Rd,109 Community College Rd
3623.statevalue,eTX,TX
4938.cbsa,15308,15380
6401.nmnecta,,N
6363.statevalue,A,CA
3915.nmcsa,"Madiso-Janesville-Beloit, WI","Madison-Janesville-Beloit, WI"
491.city,aSn Jose,San Jose
2562.necta,,N
3162.nmcsa,"Philadelphia-eading-Camden, PA-NJ-DE-MD","Philadelphia-Reading-Camden, PA-NJ-DE-MD"
3329.locale,2,32
2083.statevalue,TM,MT
4724.sldl,40604,40064
2316.necta,,N
1894.stfip,7,27
39.nmcsa,,N
1447.sldu,20220,22020
5423.nmnecta,,N
4169.cbsa,3740,36740
1358.nmcbsa,"Indianapolis-Carme-Anderson, IN","Indianapolis-Carmel-Anderson, IN"
2435.stfip,63,36
4605.cd,342,3412
1207.cnty,1811,18151
5157.street,111 CrosleyS treet,111 Crosley Street
2610.nmcsa,"Myrtel Beach-Conway, SC-NC","Myrtle Beach-Conway, SC-NC"
5917.cbsa,36470,36740
134.csa,304,340
125.zip,8505f1,85051
470.nmcbsa,"Los Agneles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA"
4098.city,San Jun,San Juan
5514.csa,1v54,154
4241.cnty,4825,48245
1569.necta,71560,71650
1342.schoolyear,2021-0222,2021-2022
6725.statevalue,LI,IL
4682.zip,04c090,04090
2626.cbsa,16704,16740
3745.sldl,o51079,51079
4108.schoolyear,202-2022,2021-2022
3415.cbsa,i32820,32820
5444.nmnecta,,N
1324.city,Salmina,Salina
1383.namevalue,Kentxucky State University,Kentucky State University
4362.nmcbsa,"San Juan-Bawyamón-Caguas, PR","San Juan-Bayamón-Caguas, PR"
4532.namevalue,Pinnacle Institute of Cosmetdology,Pinnacle Institute of Cosmetology
1666.nmnecta,"New Bedford, cMA","New Bedford, MA"
5122.city,Culepper,Culpeper
4310.nmcsa,,N
967.cnty,11763,17163
6416.sldu,7r2008,72008
4062.nmcnty,Aguadilla Muincipio,Aguadilla Municipio
1002.nmcbsa,"Chicago-Naperviglle-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI"
6455.nmnecta,gN,N
4381.sldl,51038,51083
3662.street,1028 E Tabernace,1028 E Tabernacle
4011.nmnecta,***,N
6530.statevalue,CwA,CA
4226.zip,73505g-8399,73505-8399
2677.zip,27127-27g38,27127-2738
6826.nmcbsa,"St.Louis, MO-IL","St. Louis, MO-IL"
5956.statevalue,YK,KY
2934.sldu,9012,39012
4272.stfip,91,19
3790.namevalue,Virginia Militarby Institute,Virginia Military Institute
1756.cd,614,2614
4192.csa,1c76,176
2832.cbsa,1930,19430
2785.street,1476 Lanceaster Pike,1476 Lancaster Pike
4054.cnty,72a025,72025
5186.street,12450 Parkawn Dr 2nd fl,12450 Parklawn Dr 2nd fl
3421.schoolyear,0221-2022,2021-2022
5231.csa,30,370
1218.sldl,191k00,19100
1161.nmcbsa,"Fort Wyne, IN","Fort Wayne, IN"
3510.stfip,4f8,48
6319.street,989 Nrth Semoran Boulevard,989 North Semoran Boulevard
4219.stfip,11***,11
1479.namevalue,Bowdoign College,Bowdoin College
1517.cbsa,47900***,47900
1487.locale,q33,33
77.cd,407,0407
1143.nmcsa,,N
3133.city,Lat Plume,La Plume
3161.namevalue,eVt Tech Institute,Vet Tech Institute
4797.schoolyear,2021-2202,2021-2022
2994.city,Astoia,Astoria
6066.city,Kansafs City,Kansas City
557.cd,6013,0613
5196.locale,1e3,13
5863.cbsa,44410,44140
1802.namevalue,Western Theolgoical Seminary,Western Theological Seminary
5341.statevalue,YN,NY
4373.necta,***,N
6157.cnty,3415,34015
356.necta,***,N
4642.sldl,4204j3,42043
5543.nmnecta,***,N
199.sldl,060n50,06050
2006.nmcsa,"Kansas City-Overland Panrk-Kansas City, MO-KS","Kansas City-Overland Park-Kansas City, MO-KS"
3868.cd,403,5403
4037.locale,3,23
6248.csa,17y8,178
4178.statevalue,rMI,MI
6706.nmcbsa,"Los Angeles-yLong Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA"
799.locale,1,11
3665.zip,84101-3500***,84101-3500
2892.cnty,3945,39145
4346.sldu,360f63,36063
4903.stfip,50,05
2876.nmcbsa,"Loima, OH","Lima, OH"
6074.necta,hN,N
5691.nmcbsa,"Dallas-Fort Worth-Arlington ,TX","Dallas-Fort Worth-Arlington, TX"
1014.statevalue,LI,IL
5199.nmnecta,***,N
1462.nmcsa,"Lake Charles-Jennings,LA","Lake Charles-Jennings, LA"
3543.sldu,48012,48021
287.locale,12,21
5935.street,2324 San Jacignto Boulevard,2324 San Jacinto Boulevard
4939.csa,189,198
17.nmcsa,"Montgomery-Selma-Alexnder City, AL","Montgomery-Selma-Alexander City, AL"
601.locale,3,33
5735.locale,11***,11
4790.nmnecta,dN,N
3669.necta,uN,N
6103.nmcsa,"New York-Newakr, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA"
4801.cd,3011,3101
547.stfip,7,27
4285.schoolyear,2021-202m2,2021-2022
6192.nmnecta,***,N
4693.zip,85282-x1840,85282-1840
6390.city,Mairon,Marion
5571.cd,3j606,3606
4801.street,245 South 8th ST #100,245 South 84th ST #100
1462.cd,203,2203
5559.street,501 South Wlashington Avenue,501 South Washington Avenue
6599.necta,gN,N
6355.city,Tzempe,Tempe
3112.namevalue,Gratz Collgee,Gratz College
5510.sldu,06032,06023
2305.nmcnty,New Yokr County,New York County
4989.sldl,72041,72014
3328.cnty,5085,45085
3816.locale,21,12
289.csa,60,260
2807.nmnecta,tN,N
322.stfip,0o6,06
6608.city,Arlingtn,Arlington
4430.schoolyear,202-12022,2021-2022
775.csa,37t0,370
328.statevalue,AC,CA
1670.necta,71605,71650
3294.cd,453,4503
711.street,111 East Las Olas Bld,111 East Las Olas Blvd
140.street,"Administration Bldg 200, 1509 N Bolder Ave","Administration Bldg 200, 1509 N Boulder Ave"
5396.cd,603,0603
141.cd,05n04,0504
3035.cbsa,k38900,38900
3485.cd,4089,4809
1117.street,19 N State St,219 N State St
1005.cd,1751,1715
2123.namevalue,Midland Uinversity,Midland University
5283.cnty,0i6037,06037
802.cbsa,54300,45300
644.nmcnty,New Haven rCounty,New Haven County
691.nmcbsa,"Washington-Arlington-Alexandria, DC-VA-MDe-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV"
4766.schoolyear,202-12022,2021-2022
4755.sldl,4005,40095
6733.zip,1761-4107,61761-4107
5386.street,"5330 East Main St., Suite 20e0","5330 East Main St., Suite 200"
690.statevalue,C,DC
994.cnty,1731,17031
1851.locale,11***,11
4091.necta,,N
4752.nmcbsa,"DuBoi,s PA","DuBois, PA"
1322.nmnecta,***,N
5343.street,380 Polaris Parkwway Suite 110,380 Polaris Parkway Suite 110
3619.nmcbsa,"Austin-Round Rock-Georkgetown, TX","Austin-Round Rock-Georgetown, TX"
2630.nmcsa,"Rocky Mouent-Wilson-Roanoke Rapids, NC","Rocky Mount-Wilson-Roanoke Rapids, NC"
6276.sldl,050v94,05094
1199.nmcnty,Vanderbugh County,Vanderburgh County
4129.necta,***,N
4148.schoolyear,202-12022,2021-2022
165.statevalue,AwR,AR
5598.cd,1a718,1718
6647.nmcsa,***,N
1714.nmcbsa,"Miland, MI","Midland, MI"
5061.stfip,8,48
1614.city,Brooklien,Brookline
4807.cd,4202,2402
5756.nmcbsa,"Albuquerque, NoM","Albuquerque, NM"
259.cnty,0609,06059
5432.sldu,29h024,29024
4879.namevalue,The Kng's University,The King's University
5302.nmcnty,wCabarrus County,Cabarrus County
1494.nmcsa,***,N
236.necta,zN,N
820.csa,730,370
2192.street,765 Newman Spring Rd,765 Newman Springs Rd
5989.csa,428,482
5869.nmcnty,Ontrio County,Ontario County
89.cbsa,31950,39150
2822.stfip,3b9,39
4628.sldu,40004***,40004
6439.nmcnty,Orange Counyt,Orange County
2241.city,Morrsitown,Morristown
4403.locale,12,21
4261.statevalue,hTX,TX
852.nmcnty,Citurs County,Citrus County
2992.cnty,14047,41047
3223.city,Scrnaton,Scranton
344.stfip,60,06
1229.zip,50023-2i152,50023-2152
5109.sldl,w09122,09122
1850.namevalue,Minnepolis College of Art and Design,Minneapolis College of Art and Design
5259.stfip,9,39
3909.city,Wheeoling,Wheeling
1974.statevalue,AC,CA
6622.schoolyear,2021-2022***,2021-2022
1013.nmcbsa,"Chicago-Napervile-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI"
1694.schoolyear,2021d-2022,2021-2022
5182.cnty,10373,13073
5578.csa,4r40,440
3547.namevalue,Lincoln College of Tehcnology-Grand Prairie,Lincoln College of Technology-Grand Prairie
3724.namevalue,Hamptont University,Hampton University
1546.nmcnty,Baltiomre County,Baltimore County
6309.namevalue,Aeda Institute Portland-Vancouver Campus,Aveda Institute Portland-Vancouver Campus
