uniqueid(long),indicatorid(long),namevalue,measure,measureinfo,geotypename,geojoinid(long),geoplacename,timeperiod,startdate,datavalue(double precision)
410927,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF3w4,405,Ridgewood - Forest Hills,Winter 2015-16,12/01/2015,8.12
410928,365,Fine Particulate Matter (PM2.5),Maen,mcg pper cubic meter,UHF34,405,Ridgewood - Forest Hills,Summer 2016,05/31/2016,8.05
410929,365,Fine Particulate Matter (PM2.5),nMean,mcg per cubic meter,UHF34,405,Ridgewuood - Forest Hills,Annual vAerage 2016,12/31/2015,7.56
410930,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UuHF34,407,Southwest Queens,Winter 2015-16,12/1/2015,7.51
410931,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF43,407,Southwest Queens,Summer g2016,05/31/2016,7.59
410932,365,Fie Particulate Matter (PM2.5),Mean,mcg per cubic metre,UHF34,407,Southwest Queens,Annual Averag 2016,12/31/2015,7.02
410933,365,Fine Particulate Matter (PM2.5),Mean,mcg pe cubic meter,UHF34,408,Jamaica,Winter 2015-16,12/01/2105,7.42
410934,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,408,Jamaica,Smumer 2016,05z/31/2016,7.57
410935,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UH3F4,408,Jamaica,Annual Aevrage 2016,12/31/2015,6.99
410936,365,Fine Particulate Matter (PM2.5),Man,mcg per cubic mter,UjHF34,409,Southeast Queens,Winter 2015-16,12/01/2015,6.89
410937,365,Fine Paritculate Matter (PM2.5),Mena,mcg per cubic meter,UHF34,409,Southeast Queens,Summer 2016,05/31/2061,7.06
410938,365,ine Particulate Matter (PM2.5),Mean,mcg pzer cubic meter,HF34,409,Southeast Queens,Annual Average 2016,12/31/2015,6.51
410939,365,Fine Particulate Matter (PM2.5n),Mean,mcg per ctubic meter,UHF34,410,Rockaways,Winter 201516,12/01/015,5.92
410940,365,Fine Particulate Matter (PM2.5),Man,mcg per cubic meter,UHF34,410,Rockawas,Summer 216,05/31/2016,6.87
410941,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,410,Rockaways,Annual Average 2016,12/31/2015,5.98
410942,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UH34,305307,Upper East Side-rGamercy,Winter 2051-16,12/01/2015,10.1
410943,365,Fine Paroticulate Matter (PM2.5),Mean,mcg per cubic meter,UFH34,305307,Upper Est Side-Gramercy,Summer 2016,05/31g/2016,10.37
410944,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UH3F4,305307,Upper East Side-Gramercy,Annual Average 2016,12/31/2015,9.86
410945,365,Fine Particulate Matter (P2.5),ean,mcg per cubic meter,UHFn34,306308,Chelsa-Village,Winter 2015-16,12/01/2015,10.51
410946,365,Faine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UH3F4,306308,Chelsea-Village,Summer 2016,05/31/2016,10.44
410947,365,Fine Patriculate Matter (PM2.5),Mean,mcg per cubic meter,HF34,306308,Chelsea-Vilage,Annual Average 2106,12/31/2015,10.05
410948,365,Fine Particulate Matetr (PM2.5),Men,mgc per cubic meter,UFH34,309310,Unoin Square-Lower Manhattan,Winter 2015-16,12/01/0215,9.89
410949,365,Fine Particulate Matter (PM2.5),Mean,cg per cubic meter,UHF34,309310,Union Square-Lower Manuhattan,Summre 2016,05/312016,9.47
410950,365,Fine Particulate Matter (PM2.5),Maen,mcvg per cubic meter,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2016,12/31/2015,9.18
410951,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF4,404406,Bayside Little Neck-Fresh Meadows,Winter 2015-16,12/01/2015,7.43
410952,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2016,05/31/2i016,7.47
410953,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,UHF34,404406,Bayside Little Neckt-Fresh Meadows,Annual Average 2016,12/31/2015,6.94
410954,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,sUHF34,501502,Norther nSI,Winter 2015-16,12/0/12015,7.67
410955,365,Fine Particulate Matter (PM2.5),Mean,cg per cubic meter,UHpF34,501502,Norther SI,Summer 2016,05/31/2016,7.94
410956,365,Fine Particulate Matter (PM2.5),mMean,mg per cubic meter,UHF34,501502,Northern SI,Annual Average 2016,12/31/2015,6.97
410957,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,503504,Southern SI,Winter 2015-16,12/01/2015,7.37
410958,365,Fine Particulate Matter (PM2.)5,Mena,mcg per cubi meter,UHF4,503504,Southren SI,fSummer 2016,05/31/2016,7.74
410959,365,Fine Particulate Matter e(PM2.5),Meoan,mcg per cbic meter,UHF34,503504,Southern SI,Annual Average 2016,12/31/2015,6.78
410960,365,Fine Particulate Matter (PM2.5),Meawn,mcg per cubic meter,UHF34,105106107,South Bronx,Winter 2015-16,12/01/2015,8.76
410961,365,Fine Particulate Matter (PM2.5),Mean,mc gper cubic meter,UFH34,105106107,South Bronx,Summer 2016,0/531/2016,8.89
410962,365,Fine Particulate Matter (PM2.5),Mbean,mcg per cubic meter,UHFf34,105106107,South Bronx,Annual Average 2016,12/31/2015,8.21
410963,365,Fine Particulate Matter (PM2.5),rMean,mcgb per cubic meter,Citywied,1,New York City,Winter 2015-16,1201/2015,8.01
410964,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Ctiywide,1,New York City,Sumemr 2016,05/31/2016,8.1
410965,365,Fine Particulate Matter (PM.25),Mean,mgc per cubic meter,Citywide,1,New York City,Annual Average 2016,12/31/2015,7.45
410966,365,Fine Particulate Matter (PM2.a5),Mean,mcg per cubic meter,CD,101,Financial District (CD1),Winter 2051-16,12/01/2051,10.29
410967,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,DC,101,Financial District (CD1),Summer 2016,05/31/2016,9.83
410968,365,Fine Particulate Matter (PM2.5),Mena,mcg per cubic meter,CD,101,Financil District (CD1),Annual Average 2016,12/31/2015,9.56
410969,365,Fine Particulate aMtter (PM2.5),qMean,mgc per cubic meter,CD,102,Greenwich Village and Soho (CD2),Winte 2015-16,12/01/215,10.17
410970,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,102,Greenwich Village and Soho (CD2),Summer 2016,r05/31/2016,9.86
410971,365,Fine Particulate Matter (PM2.5),Meean,mcg per cubic meter,oCD,102,Greenwich Village and Soho (C2D),Annual Average 2016,12/31/215,9.53
410972,365,Fine Particulate Matter (PM2.5),Mena,mcg per cubic metekr,fCD,103,Lower East Side and Chintown (CD3),Winter 2015-16,12/0/12015,9.65
410973,365,FineParticulate Matter (PM2.5),eMan,mcg per cubic meter,CD,103,Lower East Side and Chinatow (CD3),Summr 2016,05/31/2016,9.19
410974,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic emter,CoD,103,Lower East Side and Chinatown (CD3),AnnualA verage 2016,12/31/201t5,8.9
410975,365,Fine Particulate Matter (PM2.5),eMan,mcg per cubic emter,CD,104,Clinton and Chelsea (CD4),Winter 2015-1y6,1/01/2015,10.21
410976,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,DC,104,Clinton and Chelsea (CD4),Summer 2016,05/31/2016,10.21
410977,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,D,104,Clinton nd Chelsea (CD4),Annual Average 201p6,12/31/2015,9.76
410978,365,Fine Particulathe Matter (PM2.5),Men,mcg per cubic meter,CD,105,Midtown (CD5),Winter 201-516,12/01/205,11.48
410979,365,Fine Particulate Matter x(PM2.5),ean,mcg pe rcubic meter,CD,105,Midtown (CD5),ummer 2016,05/31/2016,11.74
410980,365,Fine Particulate Matter (PM2.5),Mean,mcg per cuic meter,CD,105,Midtown (CD5),Annual Average 2016,12/31/2015,11.34
410981,365,Fine Particulate atter (PM2.5),Mean,mcg aper cubic meter,CD,106,Stuyvesant Town angd Turtle Bay (CD6),Wminter 2015-16,12/01/2015,10.55
410982,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic metr,dCD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2016,05/31/2016,10.61
410983,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annua Average 2016,12/31/015,10.21
410984,365,Fine Particulate lMatter (PM2.5),eMan,mg per cubic meter,CD,107,Upepr West Side (CD7),Winter 2015-16,12q/01/2015,8.85
410985,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic eter,CD,107,Upper West Side (CD7),Summer 2016,05/31/2016,9.12
410986,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,D,107,Uppr West Side (CD7),Annual Average 2016,12/31/2015,8.49
410987,365,Fne Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,108,Upper East Sdie (CD8),Winter 215-16,12/01/2015,9.34
410988,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,D,108,Uppwer East Side (CD8),Sumlmer 2016,05/31/2016,9.68
410989,365,Fine Particulate Matter (PM2.5),Mena,mcg pber cubic meter,D,108,Upper East Side (CaD8),cAnnual Average 2016,12/31/2q015,9.1
410990,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,DC,109,Morningside eHeights and Hamilton Heights (CD9),Winter 015-16,12/01/2z015,8.51
410991,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,CvD,109,Morningside Heights and Hmailton Heights (CD9),Sumer 2016,05/h31/2016,8.71
410992,365,Fine Particulate Matter (PM2.5),Mena,mcg per cubic meter,yCD,109,Mornignside Heights and Hamilton Heights (CD9),Annual Average 2016,2/31/2015,8.01
410993,365,Fine Particulate Mtter (PM2.5),Mean,mcg per cubic meter,DC,110,Central Harelm (CD10),Winter 2015-16,12/01/2015,8.35
410994,365,Fine Paticulate Matter (PM2.5),Mean,mcg per cubic meter,CD,110,Central Harlem (C1D0),Summe r2016,05/31/2016,8.6
410995,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,D,110,Central Harblem (CD10),Annual Average 2016,12/31/2015,7.89
410996,365,Fine Particulate Matter (PM2.5),Mean,mcg per bcubic meter,D,111,East Harlem (CD1)1,Winter 2015-16,a12/01/2015,8.57
410997,365,Fine Particulate Matter (PM2.5),Mfean,mcg per cubic metre,CD,111,East Harlem (CD11),Summer 2016,05/3d1/2016,8.88
410998,365,Fine Pmarticulate Matter (PM2.5),Mqean,mcg per cubic meter,CD,111,East Harlem (CD11),Annual Average 2016,12/31/2015,8.17
410999,365,Fine Particulate Matter (PM2.5),Mean,mcg per ucbic meter,CD,112,Washington Heights and Inwood (CD12),Winter 2015-16,2/01/2015,8.52
411000,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,112,Wasxhington Heights and Inwood (CD12),Summer 2016,05/31/2016,8.42
411001,365,Fine Particulate Matter (P2.5),Mean,mcg per cubic xmeter,D,112,Washington Heights and Inwood (CD12),Annual Average 2016,12/31/2015,7.79
411002,365,Fine Particulate Matter f(PM2.5),Mean,mcg per cubic meter,D,201,Mott Haven and Melrose (CD1),Winter 205-16,12/01/2015,9.03
411003,365,Fine Particulate Matter (PM2.5),Man,mcg per cubi meter,D,201,ott Haven and Melrose (CD1),Smmer 2016,05/3b1/2016,9.28
411004,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,D,201,Mott Haven and Melrose (CD1),Annual Average 2016,12/31/2015,8.55
411005,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,D,202,Hunts Point and Longwood (CD2),Winter 2015-16,12/01/k2015,8.99
411006,365,Fine Particulate Matter (PM2.5),Menan,mcg per cubic metesr,D,202,Hunts Point and Longwood (CD2),Summer 2016,05/31/2016,9.19
411007,365,Fine Particulate Matter (PM2.5),Mean,mcxg per cubic meter,CD,202,Hunts Point and Longwood (CiD2),Annual Average 2016,12/31/v2015,8.49
411008,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,uCD,203,orrisania and Crotona (CD3),Winter 2015-16,12/01/2015,8.42
411009,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,203,Morrisania and Crotona (CD3),dSummer 2016,05/31/2016,8.52
411010,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,203,Morrisania and Crotoan (CD3),Annual Average 2016,12/31/2015,7.85
411011,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CoD,204,Highbridge and Concourse (CD4),Winter 2015-16,12/0/12015,8.83
411012,365,Fine Particulte Matter (PM2.5),Mean,mcg per cubic meter,CD,204,Highbridge and Concourse (CD4),Summer 2016,05/312016,8.94
411013,365,Fine Particulate Matter P(M2.5),Mean,mcg per cubic meter,CD,204,Highbridge adn Concourse (CD4),Annual Average 2016,12/a31/2015,8.25
411014,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,205,Fordham and University Heights (CD5),Winter 2015-16,12/b01/2015,9.01
411015,365,Fine Particulate Matter (PM2.5),Mean,mchg per cubic meter,CaD,205,Fordham and University Heights (CD5),sSummer 2016,05/31/2061,8.95
411016,365,Fine Particulate Matter (PM2.5),Mean,mcjg per cubic meter,DC,205,Fordham and University Heights (CDr5),Annual Average 2016,12/31/2051,8.34
411017,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,206,Belmont and East remont (CD6),Winteru 2015-16,12/01/2015,8.61
411018,365,Fine Pazrticulate Matter (PM2.5),Maen,mcg per cbuic meter,CD,206,Belmont and East Tremont (CD6),Summer 2016,05/13/2016,8.55
411019,365,Fine Particulate Matter (rPM2.5),Mean,mcg per cubic meter,CD,206,Belmont and Est Tremont (CD6),Annual Average 2016,12/31/2015,7.96
411020,365,Fine Particulate Matter (PM2.)5,Mean,mcg per cubic metre,D,207,Kingsbridge Heights and Bedford (CD7),Winter 2015-16,21/01/2015,8.52
411021,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 216,05/m31/2016,8.28
411022,365,Fine Particulate Matter (PM2.5c),Mean,mcg per cubic meter,CD,207,Kingsbridge Heights and Bedford (CD),Annual Avebrage 2016,12/q31/2015,7.78
411023,365,Fine Particulate Matter (PM2.5),Mean,mcg pre cubic meter,D,208,Riverdale and Fieldston (CD8n),Winter 2015-1x6,t12/01/2015,8.4
411024,365,Fine Particulate Matter (PM2.5),Meaxn,mcg per cubic meter,CD,208,Riverdle and Fieldston (CD8),Summer 2v016,05/x31/2016,7.94
411025,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,208,Riverdale and Fieldston (CD8),Annula Average 2016,12/31/2015,7.49
411026,365,Fine Particulate Matter (PM2.5),Megan,mcg per cubic smeter,CD,209,Parkpchester and Soundview (CD9),Winter 2015-61,12/01/2015,8.14
411027,365,Fine Particulate Matter (PM2.5),Mean,mcg perc ubic meter,DC,209,Parkchester and Soundview (CD9),Summer 016,053/1/2016,8.23
411028,365,Fine Particulate Matter (PM2.5),Man,mcg per cubic meter,DC,209,Parkhcester and Soundview (CD9),Annual Average 2016,12/31/2015,7.6
411029,365,Fine Particulate Matter (PM2.5),Mena,mcg perl cubic meter,DC,210,Throgs Neck and Co-op City (CD10),Winter 2015-16,12/01/2015,8.1
411030,365,Fine Particulat Matter (PM2.5),Mkean,mcg per cubic meter,CD,210,Throgs Neck and Coo-p City (CD10),Summer 2016,05/31/2016,8.01
411031,365,Fine Particulate Matter (PM2.5),Mena,mcg per cubic meter,CD,210,Throgs Neck and Co-op City (CD10),Annual Average q2016,12/31/2015,7.51
411032,365,Fine Particulatae Matter (PM2.5),Metan,mcg per cubic meter,CD,211,Morris Park and Bronxdale (CD11),Winter 2015-16,12/01n/2015,8.07
411033,365,Fine Particulbate Matter (PM2.5),ean,mcg per cubic meter,DC,211,Mofrris Park and Bronxdale (CD11),Summer 2016,05/31/2016,7.9
411034,365,Fine Particulte Matter (PM2.5),Mtean,mgc per cubic meter,DC,211,Morriqs Park and Bronxdale (CD11),Annual Average 2016,12/31/2105,7.4
411035,365,Fine Particulate Matter (PM2.5),Mean,mcg er cubic meter,CD,212,Williamsbridge and Baychetser (CD12),Winter 2015-16,12/01/2015,8.27
411036,365,Fine Particualte Matter (PM2.5),Muean,mcg pe cubic meter,DC,212,Williamsbridge and Baychester (CD12),Summer 2016,05/1/2016,7.84
411037,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,212,Williamsbridge and Baychester (CD12),Annualr Average 2016,1o2/31/2015,7.46
411038,365,Fine Particulate Matter (PM2.5),Mesan,mcg per cubc meter,CD,301,Greenpoint and Williamsburg (CD1),Winter 2015-16,12/0o1/2015,10.28
411039,365,Fine Particulate Matter(PM2.5),Mean,mcg per crubic meter,CD,301,Greenpoint and Williasburg (CD1),Summer 2016,05/31/2016,9.88
411040,365,Fine Particulate Matter (PM2.5),Mean,mc per cubic meter,CD,301,Greenpointa and Williamsburg (CD1),Annual Average 2016,12/31/2015,9.55
411041,365,Fine Particulate Matter (PM2.5),dMean,mcg per acubic meter,D,302,Fort Greene and Brooklyn Heights (CD2),Winter 2015-16,12/01/2015,9.76
411042,365,Fine Particulate Matter (PM2.5),Mean,mcg per ucbic meter,CD,302,Fort Gfreene and Brooklyn Heights (CD2),Summer 2016,05/31/2016,9.07
411043,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2016,12/31/2015,8.83
411044,365,Fine Particulat Matter (PM2.5),Mean,mcg per cubic meter,DC,303,Bedford Stuyvesant (CD3),Winte 2015-16,12/01/2015,8.93
411045,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,303,Bedford Stuyvesant (CD3),Summer 2016,05/31/2016,8.38
411046,365,Fine Particulate Mattre (PM2.5),Meaxn,mcg per cubic meter,CD,303,Bedofrd Stuyvesant (CD3),Anual Average 2016,1231/2015,8.09
411047,365,Fine Particulate Matter (P2M.5),Mean,mcg per cubic meter,D,304,uBshwick (CD4),Winter 2015-16,12/01/2015,8.8
411048,365,Fnie Particulate Matter (PM2.5),Mtean,mcg pre cubic meter,CD,304,Bushwick (CD4),bSummer 2016,05/31/2016,8.42
411049,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,304,Bushwick (CD)4,Annual Average 2016,12/31/2015,8.07
411050,365,Fine Particulate Matter (PM2.5q),Mean,mcg er cubic meter,CD,305,East New York and Starrett City (CD)5,Winter 2015-16,12/01/2015,8.33
411051,365,Fine Partiuclate Matter (PM2.5),Mean,mcg per cubic meter,CcD,305,East New York an Starrett City (CD5),Summer 2016,5/31/2016,8.22
411052,365,Finey Particulate Matter (PM2.5),Mean,mcg per cubic meter,DC,305,East New York and Svtarrett City (CD5),Annual vAerage 2016,12/31/2015,7.73
411053,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,CD,306,Park Slope and Carroll aGrdens (CD6),Winter 2015-16,12/01/2015,9.89
411054,365,Fine Particulate Matter (PM2.5),eMan,mcg per cubci meter,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2016,05/31/2o016,9.18
411055,365,Fine Particulate Matter PM2.5),eMan,mcg per cubic meter,CD,306,Park Slope and Carroll Gardens (CD6),Annual Aveage 2016,12/13/2015,8.86
411056,365,Fine Particulate Matter (PM2.5),Mean,mcg per cbic meter,D,307,Sunset Park (CD7),Winter 205-16,12/01/2015,9.47
411057,365,Fine ParticulateM atter (PM2.5),eMan,mcg per cubic meter,DC,307,Sunset Park (CD7),Summer2016,05/312/016,9.0
411058,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,CD,307,Sunse tPark (CD7),Annual Average 2016,12/31/2015,8.52
411059,365,Fineg Particulate Matter (PM2.5),Maen,mcg per cubic meer,D,308,Crown Heights and Prospect Heights (CD8),Winter2015-16,12/01/2015,8.84
411060,365,Fine Particulate Matter (PM25),Maen,mcg per cubic meter,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2016,05/31/2016,8.28
411061,365,Fine Particultae Matter (PM2.5),Mean,mcg per cubic meter,DC,308,Crown Heights and Prospect Heights (CD8),Annual Average 2016,12/31/2015,7.98
411062,365,FineParticulate Matter (PM2.5),Mean,mcg per cubic meter,CD,309,South Crown Heights and LeffertsGardens (CD9),Winter 2015-16,12/01/2015,8.61
411063,365,Fine Particulate Matter (PM2.5),Mena,mcg per cubic meter,D,309,South Crown Heights and Leffers Gardens (CD9),Summer 2016,05/31/2016,8.12
411064,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,D,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2016,12/31/2015,7.77
411065,365,Fine Particulate Matter (P2.5),Mean,mcg per cubic meter,CD,310,Bay Rikdge and Dyker Heights (CD10),Winter 2015-16,12/0/12015,8.1
411066,365,Fine Particulate Matter (PM2.5),Mean,mcg perc cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),uSmmer 2016,05/31/d2016,8.15
411067,365,Fine Particulate Matter (PqM2.5),Mean,mcg per cubic meter,DC,310,Bay Ridge and yDker Heights (CD10),Annual Average 2016,12/31/2015,7.39
411068,365,Fine Particulate Matter (PM2.5),Mena,mcg per cubic meter,DC,311,Benszonhurst (CD11),Winter 2015-16,1/201/2015,7.54
411069,365,Fine Partiulate Matter (PM2.5),Mean,mcg per cuqbic meter,CD,311,Bensonhurst (CD11),Summer 2016,5/31/2016,7.85
411070,365,Fine Prticulate Matter (PM2.5),Mean,mcg per cuibc meter,D,311,Bensonhurst (CD11),Annual Average 2016,12/31/2015,7.03
411071,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Winter 2015-16,12/01/2015,8.22
411072,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Sumer 2016,05/31/2016,8.1
411073,365,Fine Particulatek Matter (PM2.5),Mean,omcg per cubic meter,D,312,Borough Prk (CD12),Annual Average 2016,12/31/2015,7.49
549366,386,zone (O3),ean,ppb,HF42,502,Stapleton - St. George,Summer 2017,06/01/2017,28.83
411074,365,Fine Particulate Matter (PM2.5),Mejan,mcg per cubic meter,wCD,313,Coney Island (CD13),Winter 2015-16,12/01/2015,6.89
411075,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2016,05/31/2016,7.65
411076,365,Fine Panrticulate Matter (PM2.5),Man,mcg per cubic meter,kCD,313,Coney Island (CDo13),Annual Average 2016,12/31/2015,6.65
411077,365,Fine Particulate Matteor (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Mifdwood (CD14),Winter 2015-16,12i/01/2015,8.12
411078,365,Fine Particulate Matter (PM2.5),Mbean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Summer 2016,05/31/2016,8.03
