ID,Q1a_Services_offered_by_Tempe,Q1b_Appearance_of_the_city,Q1c_Image_of_the_city,Q1d_How_well_city_planning_growth,Q1e_Quality_of_life_in_the_city,Q1f_Feeling_of_safety_in_the_city,Q1g_Efforts_to_promote_diversity,Q1h_Direction_city_is_heading,Q1i_Leadership_of_elected_officials,Q1j_Public_involvement-decision_making,Q1k_Ethical_employees_conduct_business,Q1l_Citys_sustainability_programs,Q1m_Efforts_to_keep_residents_informed,Q1n_Opportunities_to_express_ideas/views,Q2a_Condition_streets,Q2b_Condition_sidewalks,Q2c_Maintainence_of_private_property,Q2d_Condition_of_alley,Q2e_Feeling_of_safety,Q2f_Quality_neighborhood_park,Q2g_Adequacy_of_street_lighting,Q2h_Condition_of_neighborhood,Q4_Services/Facility_used_past_12_mo,Q4_2nd,Q4_3rd,Q4_4th,Q4_5th,Q4_6th,Q4_7th,Q4_8th,Q4_9th,Q4_10th,Q4_11th,Q4_12th,Q4_13th,Q4_14th,Q4_15th,Q5a_Quality_of_larger_City_parks,Q5b_Neighborhood_parks,Q5c_Recreation/community_centers,Q5d_City_swimming_pools,Q5e_Outdoor_athletic_fields,Q5f_City_golf_courses,Q5g_Tempe_Center_for_the_Arts,Q5h_Tempe_History_Museum,Q5i_Tempe_Public_Library,Q5j_Disability_access_to_City_programs,Q6a_Condition_of_City_streets,Q6b_Condition_of_City_signs,Q6c_Mgmt_of_traffis_flow-streets,Q6d_Cleanliness_City_streets,Q6e_Landscape_maint-streets/sidewalks,Q6f_Property_maint_envorcement_codes,Q6g_Appearance_residential_property,Q6h_Appearance_commercial_property,Q6i_Transit_sve-bus/rail/Orbit,Q6j_Walking/biking_paths,Q6k_Quality_local_police_services,Q6l_Enforcement_of_traffic_laws,Q6m_Effors_to_prevent_crime,Q6n_Quality_of_fire_services,Q6o_Availability_of_information,Q6p_Arts_&_recreattion_prog/svc,Q6q_Social/Human_services,Q6r_Maint_City_parks,Q6s_Library_services_&_programs,Q6t_Tempe_Center-Arts_programs,Q6u_Before/after_school_programs,Q6v_Residential_trash_collection_svc,Q6w_Recycling_services,Q6x_Bulk_trash_pickup/removal_svc,Q6y_Water/sewer_services,Q7_Social/human_services_used,Q7_2nd,Q7_3rd,Q7_4th,Q7_5th,Q7_6th,Q7_7th,Q7_8th,Q7_9th,Q8_Most_emphasis,Q8_2nd,Q8_3rd,Q9_Which_use_to_get_information,Q9_2nd,Q9_3rd,Q9_4th,Q9_5th,Q9_6th,Q9_7th,Q9_8th,Q9_9th,Q9_10th,Q9_11th,Q10a_Contacted_the_city_past_12_mo,Q10b_How_easy_city_was_to_contact,Q10c_Way_you_were_treated,Q10d_Accuracy_of_information_given,Q10e_How_quickly_responded_to_request,Q10f_How_well_issue_was_handled,Q11_1st_Priority,Q11_2nd,Q13a_How_many_years_lived_in_Tempe,Q13b_What_is_your_age,Q13c_Gender,Q13d_Used_public_transit_past_year,Q13e_Are_you_full-time_student,Q13f_Own_or_rent,Q13g_Does_home_have_alley,Q13h_Highest_level_of_education,Q13i_Describe_your_home,Q13j_Have_cable_TV,Q13j-Have_internet_access_home,Q13j_A_smart_phone,Q13k_Visited_downtown_past_year,Q13l_Race/ethnicity,Q13l_2nd,Q13l_3rd,Q13l_4th,Q13l_5th,Q13l_Other,QA_Are_Arts/Culture_important_to_you,QB_Best_describes_opinion-Arts/Culture,QCa-Variety_of_offering,QCb-Availability_of_offerings,QCc-Quality_of_offerings,QCd-Affordabiity_of_offerings,OBJECTID
613,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,4,B,C,D,M,O,,,,,,,,,,,4,5,5,5,9,9,9,9,5,5,4,4,4,5,5,4,4,4,5,5,5,4,4,5,5,5,9,5,5,9,9,5,5,5,5,A,B,,,,,,,,B,A,,B,E,G,I,,,,,,,,2,,,,,,A,D,5,4,2,2,2,1,1,4,1,1,2,2,1,2,,,,,,2,2,4,4,4,4,612
614,4,4,5,4,4,4,3,4,4,4,4,4,3,5,4,4,4,9,4,4,4,4,C,D,E,H,K,L,M,N,,,,,,,,4,4,9,2,4,2,5,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,3,4,5,4,4,Z,,,,,,,,,A,B,H,A,H,J,,,,,,,,,1,4,4,4,4,4,A,D,4,4,1,1,2,1,2,5,1,1,1,1,1,2,,,,,,1,2,4,4,3,3,613
615,5,4,5,4,5,5,4,4,4,4,4,4,4,4,4,3,2,5,5,4,5,2,A,K,,,,,,,,,,,,,,3,3,9,9,9,3,9,9,9,9,4,4,4,4,4,2,2,3,4,9,5,4,4,5,3,9,9,3,9,9,9,5,5,5,5,Z,,,,,,,,,B,A,E,B,E,G,I,J,,,,,,,1,5,5,4,4,4,A,J,5,4,1,1,2,1,1,4,1,1,1,1,1,2,,,,,,3,3,4,4,4,4,614
616,4,4,5,3,4,3,4,4,3,4,3,5,9,9,4,4,4,4,4,9,3,4,K,N,,,,,,,,,,,,,,5,4,9,9,9,9,9,9,9,9,4,4,3,4,4,9,4,4,5,3,5,3,4,4,4,9,4,4,9,9,9,4,4,3,4,Z,,,,,,,,,D,E,H,E,H,,,,,,,,,,2,,,,,,A,H,5,4,1,1,2,1,1,4,1,2,1,1,1,6,,,,,,3,6,4,4,4,4,615
617,5,4,5,5,5,4,4,5,4,4,5,3,5,5,4,5,2,4,4,5,5,4,B,C,D,E,I,J,K,L,M,,,,,,,4,4,9,4,9,9,5,9,4,9,4,5,4,5,5,2,2,4,4,5,4,4,4,4,4,5,9,4,4,5,9,4,5,3,4,I,,,,,,,,,A,B,C,B,E,G,I,K,,,,,,,2,,,,,,A,D,5,4,1,1,2,1,1,5,1,1,1,1,1,2,,,,,,1,2,5,5,5,5,616
618,4,2,4,4,4,4,3,3,3,4,3,4,3,4,4,4,4,4,4,2,4,4,B,C,D,E,I,J,L,N,O,,,,,,,2,4,4,4,4,4,4,9,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,A,B,C,D,,,,,,A,B,F,B,E,H,I,,,,,,,,1,2,2,2,2,2,J,,5,3,2,1,2,1,1,5,1,2,1,1,1,2,,,,,,1,2,9,9,9,9,617
619,4,4,4,3,4,4,9,9,2,3,3,9,3,3,4,4,4,9,4,4,3,4,D,F,,,,,,,,,,,,,,3,4,3,9,9,4,4,9,9,9,4,4,4,4,4,4,4,4,9,4,4,2,3,9,3,3,3,4,9,9,9,4,4,2,4,Z,,,,,,,,,Z,,,A,,,,,,,,,,,1,4,4,3,3,9,A,,5,4,1,2,2,1,2,4,1,1,1,1,1,2,,,,,,3,6,9,9,9,9,618
620,4,4,4,3,4,5,5,3,3,5,9,5,5,5,5,5,4,9,5,3,5,4,C,D,E,L,M,N,,,,,,,,,,5,2,5,5,4,9,5,9,4,4,4,4,5,4,1,2,4,4,5,5,5,5,5,5,4,5,4,4,5,5,9,5,5,5,5,A,,,,,,,,,A,B,E,B,E,H,I,,,,,,,,1,4,5,5,5,5,J,K,4,3,2,1,2,1,2,4,1,1,1,1,1,2,,,,,,1,2,5,5,5,5,619
621,4,4,4,3,4,4,3,3,3,3,3,3,4,3,4,4,4,9,4,4,4,4,C,D,N,,,,,,,,,,,,,4,4,3,3,3,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,5,4,4,4,Z,,,,,,,,,A,C,H,E,H,I,,,,,,,,,2,,,,,,A,B,5,4,1,2,2,1,2,5,1,1,1,1,1,2,,,,,,2,3,3,3,3,3,620
622,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,2,4,4,C,D,E,I,J,K,M,N,,,,,,,,4,3,4,4,4,9,5,4,4,9,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,A,,,,,,,,,A,D,E,H,,,,,,,,,,,1,4,4,4,4,4,A,M,4,3,2,2,2,1,2,4,1,2,1,1,1,2,,,,,,1,2,3,3,4,4,621
623,5,5,9,9,5,4,9,9,9,9,4,3,4,4,4,4,4,4,4,4,4,4,B,C,F,L,M,N,O,,,,,,,,,4,4,5,9,9,9,5,9,5,9,4,2,2,4,4,9,3,4,9,9,5,9,9,5,4,5,9,4,5,5,9,5,5,4,4,B,,,,,,,,,Z,,,B,E,I,,,,,,,,,1,4,4,3,3,4,C,,5,4,2,2,2,1,1,3,1,1,2,1,1,2,,,,,,1,2,4,4,4,3,622
624,5,4,4,4,5,4,4,4,5,5,4,4,4,5,4,5,5,9,4,5,5,5,B,C,D,G,K,L,,,,,,,,,,5,5,9,9,9,9,5,5,5,9,3,3,3,4,3,4,3,3,4,3,3,4,4,9,4,4,9,4,4,4,9,5,5,3,4,Z,,,,,,,,,A,I,G,E,F,G,H,I,,,,,,,2,,,,,,D,G,3,3,2,1,2,1,2,5,1,2,9,1,1,5,,,,,,1,2,4,4,4,3,623
625,5,5,5,5,5,5,5,5,9,9,9,9,9,9,5,5,5,4,5,5,5,5,C,D,,,,,,,,,,,,,,5,5,9,9,9,9,9,9,9,9,5,5,3,5,5,5,5,5,5,5,9,3,3,9,9,9,9,4,9,9,9,4,3,4,3,Z,,,,,,,,,G,C,A,C,G,,,,,,,,,,2,,,,,,B,C,2,1,1,2,1,2,2,5,1,1,1,1,1,1,2,,,,,1,2,4,5,5,5,624
626,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,3,4,4,5,4,Z,,,,,,,,,,,,,,,5,5,5,9,9,9,9,9,9,9,4,4,4,4,2,3,3,3,9,9,4,4,4,9,4,4,9,9,4,9,9,4,5,5,5,Z,,,,,,,,,Z,,,E,,,,,,,,,,,2,,,,,,G,J,2,4,2,2,2,2,1,3,1,1,1,1,1,2,,,,,,3,3,4,4,4,3,625
627,4,5,5,4,5,3,3,3,3,1,3,2,1,1,2,4,1,1,5,4,3,4,B,C,D,J,,,,,,,,,,,,4,3,3,3,3,3,3,3,4,9,1,4,2,4,4,1,2,3,4,5,2,3,3,4,4,3,3,2,3,3,3,4,4,2,4,Z,,,,,,,,,G,E,B,E,,,,,,,,,,,1,2,2,3,5,1,B,C,3,1,1,2,1,1,1,4,1,2,1,1,1,1,,,,,,3,3,4,4,4,3,626
628,4,4,4,3,4,4,4,3,3,3,3,2,4,4,4,4,2,3,5,4,5,2,B,C,G,N,,,,,,,,,,,,4,4,3,3,3,3,3,4,4,4,4,2,3,4,3,2,2,3,4,4,4,4,4,9,2,3,3,4,4,4,3,4,4,3,4,Z,,,,,,,,,Z,,,D,E,G,J,,,,,,,,1,4,4,2,2,2,C,I,5,4,2,2,2,1,1,3,2,1,1,1,1,5,,,,,,2,2,4,3,3,3,627
629,4,4,3,4,5,4,2,3,3,4,4,3,9,4,4,4,3,3,4,5,4,4,B,C,D,F,K,M,N,,,,,,,,,4,5,9,9,9,9,9,4,5,9,3,4,4,4,3,9,3,4,4,4,4,4,3,4,3,4,9,5,5,9,9,3,4,2,4,Z,,,,,,,,,G,A,B,H,I,,,,,,,,,,2,,,,,,F,G,3,1,2,1,1,2,1,5,1,2,1,1,1,2,,,,,,2,1,5,4,4,4,628
630,4,4,4,9,4,2,4,4,2,2,9,9,2,9,4,4,2,4,4,4,4,4,B,F,G,N,O,,,,,,,,,,,4,4,4,1,5,9,9,4,2,5,5,4,4,5,4,1,4,4,9,9,4,2,9,4,5,9,9,4,2,9,9,5,4,1,4,B,,,,,,,,,A,F,B,E,K,,,,,,,,,,1,5,4,4,4,5,G,I,5,4,1,2,2,1,1,4,1,1,2,2,1,2,,,,,,3,3,4,4,5,4,629
631,4,3,3,2,9,3,9,2,9,9,9,9,9,3,4,4,4,9,2,9,2,2,B,F,K,N,O,,,,,,,,,,,4,9,4,4,4,9,9,9,4,9,4,4,4,4,4,9,3,2,4,9,4,2,2,4,4,9,9,9,4,9,9,2,2,2,4,A,B,I,,,,,,,G,I,H,B,E,G,,,,,,,,,1,5,5,4,4,4,A,J,4,4,1,1,2,1,2,4,1,2,1,1,1,2,,,,,,2,4,9,9,9,9,630
632,5,5,5,9,5,4,9,9,4,9,9,9,9,4,5,5,4,9,4,4,4,5,C,F,K,,,,,,,,,,,,,5,4,4,9,4,9,5,5,5,9,5,4,4,4,4,5,4,4,5,9,5,4,4,5,4,9,9,9,9,9,9,4,4,4,4,B,,,,,,,,,Z,,,F,H,I,K,,,,,,,,1,4,4,3,4,3,A,D,5,4,2,1,2,1,2,5,1,1,1,2,1,2,,,,,,9,4,9,9,9,9,631
633,4,4,4,2,4,4,4,3,3,3,4,4,4,4,5,5,2,2,4,5,4,2,A,B,C,D,H,M,N,,,,,,,,,5,5,5,9,9,4,9,9,5,9,4,4,4,4,4,2,2,3,9,4,4,2,4,4,4,4,9,4,4,9,9,5,5,1,4,B,F,,,,,,,,A,C,G,E,G,I,K,C,J,,,,,,2,,,,,,C,J,5,4,1,2,2,1,1,5,1,2,1,9,1,2,,,,,,3,5,3,3,3,3,632
634,5,4,4,5,4,4,4,4,4,4,9,4,4,4,4,4,3,9,4,4,4,4,C,D,I,J,K,,,,,,,,,,,5,4,9,4,4,9,5,9,4,9,4,5,4,4,4,4,3,4,4,5,9,4,4,9,4,4,9,4,4,9,9,4,4,4,4,A,,,,,,,,,A,D,F,C,E,H,,,,,,,,,1,4,2,4,4,4,F,K,2,2,2,1,2,1,2,5,1,2,1,1,1,2,,,,,,1,2,4,4,4,4,633
635,4,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,2,5,5,5,5,4,B,C,D,E,K,,,,,,,,,,,5,4,9,9,9,9,9,5,5,5,5,5,4,5,4,1,2,4,5,5,5,4,5,5,5,9,9,5,5,9,9,5,5,3,5,Z,,,,,,,,,G,D,H,D,I,,,,,,,,,,1,4,4,4,4,4,J,,5,4,1,1,2,1,2,4,1,1,1,1,1,2,,,,,,1,5,9,9,9,9,634
636,5,5,5,4,4,4,4,4,4,5,4,5,5,5,4,4,4,3,5,5,1,4,B,C,L,M,N,O,,,,,,,,,,5,5,5,5,9,9,9,5,5,4,4,5,4,4,5,4,4,4,5,5,4,4,4,4,5,5,9,5,5,9,9,3,4,3,4,Z,,,,,,,,,Z,,,B,E,G,I,,,,,,,,2,,,,,,A,C,5,4,2,1,2,1,1,4,1,1,1,2,1,2,,,,,,2,2,4,4,5,4,635
637,4,3,9,9,3,3,9,9,9,9,9,9,9,9,4,4,9,9,3,9,4,4,C,D,K,,,,,,,,,,,,,3,9,9,9,9,9,9,9,9,9,4,4,4,3,3,9,3,3,3,1,9,2,9,9,9,9,9,9,9,9,9,9,4,9,9,Z,,,,,,,,,Z,,,Z,,,,,,,,,,,2,,,,,,A,K,2,2,1,1,2,2,2,5,9,2,1,1,1,2,,,,,,2,5,9,9,9,9,636
638,4,2,4,2,4,2,4,4,4,4,4,2,4,4,2,2,2,3,2,2,2,4,C,D,L,N,,,,,,,,,,,,4,2,4,9,9,9,4,4,4,2,2,4,4,4,3,9,3,3,4,4,9,9,9,9,4,4,9,4,4,4,9,5,5,5,5,Z,,,,,,,,,D,H,E,G,H,I,,,,,,,,,2,,,,,,B,C,5,4,2,1,2,1,2,5,1,1,1,2,1,5,,,,,,1,2,4,4,4,4,637
639,4,4,4,4,5,5,3,5,5,5,5,5,5,5,4,4,4,4,4,5,4,5,B,C,D,G,K,L,,,,,,,,,,4,4,4,9,9,9,5,4,5,9,5,5,5,5,5,9,4,4,5,5,9,4,4,4,5,5,4,4,5,5,9,4,4,9,3,Z,,,,,,,,,H,A,B,B,E,H,,,,,,,,,1,4,4,3,4,3,C,F,5,4,1,1,2,1,1,5,1,1,1,1,1,2,,,,,,1,3,3,4,4,5,638
640,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,C,D,E,G,J,L,M,,,,,,,,,4,4,4,9,4,9,5,5,4,5,4,4,4,4,4,4,4,4,4,4,9,9,9,9,4,4,9,4,4,4,9,4,4,2,4,Z,,,,,,,,,B,H,A,G,I,,,,,,,,,,2,,,,,,H,L,3,4,1,2,2,1,2,5,2,1,1,1,1,2,,,,,,1,2,4,4,4,4,639
641,5,5,5,5,5,4,5,5,5,5,5,4,4,5,3,3,4,3,4,5,3,4,B,C,D,J,K,N,,,,,,,,,,5,5,5,9,5,9,9,5,5,9,3,3,4,4,4,4,4,4,5,5,9,4,4,5,5,5,5,5,5,5,5,5,5,5,5,Z,,,,,,,,,Z,,,B,E,,,,,,,,,,1,5,5,5,5,5,A,C,5,4,2,2,2,1,1,4,1,1,1,1,1,5,,,,,,2,2,5,5,5,5,640
642,4,5,4,3,4,4,3,3,3,3,3,4,4,2,4,4,4,4,4,5,4,4,B,C,D,F,H,K,N,,,,,,,,,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,Z,,,,,,,,,B,H,A,A,B,C,D,E,H,I,,,,,2,,,,,,H,L,5,3,1,1,2,1,1,4,1,1,1,1,1,5,,,,,,2,2,4,3,4,5,641
643,5,4,4,4,5,4,4,5,4,4,3,5,4,4,4,4,4,3,4,5,5,5,B,C,D,L,,,,,,,,,,,,5,5,3,3,3,3,5,5,5,5,4,4,4,3,3,4,4,4,5,5,4,4,5,5,4,5,5,5,5,5,4,5,5,5,5,Z,,,,,,,,,Z,,,E,H,,,,,,,,,,2,,,,,,C,,4,4,2,2,2,1,2,3,1,1,1,1,1,2,,,,,,1,2,4,4,4,3,642
644,4,4,3,3,4,3,4,3,3,4,3,4,3,4,3,3,4,9,3,4,4,4,C,D,E,,,,,,,,,,,,,4,4,3,9,3,9,3,3,3,4,3,3,3,4,4,3,4,4,9,4,4,4,3,4,4,4,3,4,4,3,9,4,4,2,4,Z,,,,,,,,,B,G,I,E,G,I,,,,,,,,,2,,,,,,A,H,5,4,1,2,2,1,2,4,1,1,1,1,1,2,,,,,,3,3,3,3,4,3,643
645,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,9,3,3,4,2,2,B,C,D,E,F,G,I,J,K,L,M,N,,,,5,4,5,4,4,9,5,5,5,5,3,3,3,3,3,2,4,4,2,2,4,4,4,5,5,5,9,3,5,5,9,5,5,5,5,Z,,,,,,,,,D,G,H,B,C,E,F,,,,,,,,1,5,5,5,5,5,F,K,5,4,2,1,2,1,1,5,1,1,1,1,1,2,,,,,,1,2,5,5,5,5,644
646,4,5,5,4,5,4,2,4,3,5,4,4,4,5,5,5,3,4,4,4,4,4,B,C,D,K,L,N,,,,,,,,,,4,5,9,9,9,9,4,9,5,9,4,4,9,4,4,3,4,4,4,4,9,9,9,9,3,9,9,4,5,4,9,4,4,3,3,Z,,,,,,,,,A,B,G,B,E,,,,,,,,,,1,4,4,5,5,5,H,L,5,9,1,1,9,9,1,5,1,9,9,9,1,4,,,,,,3,5,9,9,9,9,645
647,5,5,5,5,5,4,5,4,3,3,9,9,9,4,4,4,4,4,3,4,2,4,C,G,J,,,,,,,,,,,,,4,4,9,9,9,9,9,4,9,3,4,4,4,4,4,2,3,4,9,9,4,4,3,5,9,3,9,4,9,9,9,4,4,4,4,Z,,,,,,,,,B,I,,G,I,,,,,,,,,,2,,,,,,H,L,4,4,1,1,2,2,1,2,2,2,2,2,1,2,,,,,,4,6,9,9,9,9,646
648,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,1,4,5,4,4,B,G,O,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,5,5,5,3,4,5,5,5,5,5,5,5,5,4,5,4,5,B,C,F,,,,,,,I,G,D,A,B,E,I,K,,,,,,,1,5,5,4,3,3,G,H,5,4,2,1,2,1,1,2,1,1,1,2,1,2,,,,,,4,6,9,9,9,9,647
649,3,3,3,1,3,3,9,3,1,9,3,9,3,9,4,3,4,9,4,9,3,4,Z,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,3,1,1,3,1,9,3,9,3,9,9,9,9,9,9,9,9,9,9,9,9,2,3,1,3,Z,,,,,,,,,Z,,,Z,,,,,,,,,,,2,,,,,,Z,,5,9,1,2,2,9,9,9,9,9,9,9,1,4,5,,,,,9,6,9,9,9,9,648
650,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,9,4,4,4,3,F,,,,,,,,,,,,,,,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,Z,,,,,,,,,B,G,C,G,I,K,,,,,,,,,1,4,4,4,4,4,A,F,5,4,2,1,2,1,2,2,1,2,2,2,1,2,,,,,,2,3,4,4,4,4,649
651,2,2,3,2,3,3,3,3,2,2,1,2,1,2,2,1,3,1,3,2,2,2,B,C,D,E,K,L,M,N,,,,,,,,2,1,2,1,3,9,3,4,4,9,3,4,1,2,1,1,2,1,3,3,4,4,9,9,2,2,2,1,4,3,9,1,1,1,1,Z,,,,,,,,,B,C,A,E,,,,,,,,,,,1,2,3,2,2,2,C,D,5,4,2,1,2,1,1,5,1,2,1,1,1,4,,,,,,1,4,2,3,3,2,650
652,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,B,C,D,E,I,J,K,L,N,,,,,,,4,3,4,3,4,9,4,9,4,9,3,3,3,4,4,3,3,3,4,4,4,4,4,9,4,4,9,3,9,3,9,4,9,9,4,Z,,,,,,,,,Z,,,K,,,,,,,,,,,2,,,,,,C,F,5,3,1,1,2,1,1,5,1,1,1,1,1,2,,,,,,9,6,9,9,9,9,651
653,5,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,B,C,D,E,F,G,J,K,L,M,N,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,A,B,G,,,,,,,A,G,B,B,C,E,F,G,H,I,,,,,1,5,5,5,5,5,A,D,5,3,1,2,2,1,2,5,1,2,1,1,1,2,5,,,,,1,2,3,3,4,4,652
654,4,4,4,3,4,4,4,4,3,4,9,4,2,4,4,4,4,9,3,3,3,4,B,C,D,K,N,,,,,,,,,,,3,3,4,9,9,9,9,9,4,9,4,5,4,3,2,9,3,3,4,4,3,9,9,9,4,9,9,4,4,9,9,4,4,2,4,Z,,,,,,,,,C,B,,E,H,I,,,,,,,,,2,,,,,,H,,5,4,1,1,2,1,2,5,1,2,1,2,1,2,,,,,,1,3,9,9,9,9,653
655,4,4,4,3,4,4,9,3,3,3,9,9,3,3,2,3,3,9,4,3,3,4,B,C,E,J,L,M,N,,,,,,,,,4,3,4,4,3,9,4,9,4,4,3,3,2,3,4,9,4,3,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,Z,,,,,,,,,I,F,G,B,D,E,G,H,K,,,,,,1,4,4,4,4,4,A,K,5,3,2,2,2,1,2,4,1,1,1,1,1,2,,,,,,2,3,3,3,3,3,654
656,5,4,4,9,4,4,4,9,4,3,9,5,3,3,5,5,9,9,4,5,5,5,B,C,D,,,,,,,,,,,,,4,5,9,9,9,9,9,9,4,9,4,5,4,4,3,4,5,5,5,5,4,4,3,4,4,3,3,3,4,3,3,5,5,5,5,Z,,,,,,,,,A,B,G,E,,,,,,,,,,,2,,,,,,H,L,3,1,1,2,1,1,1,3,1,2,1,1,1,1,,,,,,2,3,3,3,4,3,655
657,5,5,5,5,4,4,4,5,5,9,9,5,5,5,4,4,5,4,4,9,4,5,B,C,D,G,K,L,M,N,,,,,,,,4,2,4,4,9,9,5,5,5,9,4,4,4,5,4,9,9,5,5,5,9,9,9,9,5,4,9,4,5,5,9,5,5,4,9,Z,,,,,,,,,E,H,A,A,B,E,G,I,K,,,,,,1,5,5,5,5,5,F,G,4,4,2,1,2,1,1,4,1,1,1,2,1,2,,,,,,1,2,4,4,4,4,656
658,4,4,3,5,4,4,3,4,5,2,3,2,3,3,4,4,4,9,4,3,3,4,B,C,D,E,F,I,J,N,,,,,,,,4,3,9,9,3,4,5,9,4,3,4,4,3,4,2,2,3,2,4,4,4,4,3,4,2,9,9,2,4,9,4,4,4,4,4,Z,,,,,,,,,A,H,F,G,H,I,K,,,,,,,,1,3,3,4,4,3,A,J,4,4,1,2,2,1,2,5,1,1,1,1,1,2,,,,,,2,3,4,3,4,3,657
659,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,1,3,3,3,4,B,C,D,J,K,M,N,,,,,,,,,4,3,5,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,5,5,4,5,4,5,5,4,3,4,3,3,4,4,4,4,Z,,,,,,,,,Z,,,B,E,I,,,,,,,,,1,2,3,3,3,3,B,E,5,4,1,1,2,1,1,3,1,1,1,2,1,2,5,,,,,2,1,5,5,5,5,658
660,4,4,4,4,4,2,3,4,4,4,3,3,3,3,4,4,3,3,2,4,4,4,B,C,D,L,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,3,3,3,4,4,2,3,2,4,4,4,4,4,4,4,4,3,3,3,3,I,,,,,,,,,C,G,D,C,E,F,G,H,I,,,,,,2,,,,,,C,H,4,3,1,1,2,2,2,2,2,1,1,1,1,2,,,,,,2,3,3,3,3,3,659
661,5,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,4,4,B,N,,,,,,,,,,,,,,4,4,4,3,3,9,9,9,3,4,4,4,4,4,4,2,3,4,9,9,3,2,4,9,9,4,9,3,3,3,9,4,4,4,4,D,H,,,,,,,,D,,,E,G,,,,,,,,,,2,,,,,,A,B,5,4,1,2,2,1,1,4,1,2,1,2,9,2,,,,,,4,5,9,9,9,9,660
662,5,4,4,4,5,5,4,5,5,4,4,4,4,4,5,5,5,4,5,5,4,4,A,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Z,,,,,,,,,Z,,,Z,,,,,,,,,,,9,,,,,,Z,,9,9,1,9,9,9,9,9,9,9,9,9,9,4,,,,,,4,4,9,9,9,9,661
663,4,3,3,3,4,2,3,3,9,9,9,3,9,9,2,2,9,9,3,2,3,4,C,D,F,K,,,,,,,,,,,,3,3,3,9,4,9,9,9,9,9,2,4,1,3,2,2,3,3,3,3,4,4,3,3,3,3,3,3,9,9,9,4,1,1,4,Z,,,,,,,,,Z,,,C,,,,,,,,,,,2,,,,,,Z,,2,1,2,2,1,1,2,5,1,2,1,1,1,1,,,,,,9,6,9,9,9,9,662
664,4,4,4,3,5,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,2,5,B,C,D,K,L,N,,,,,,,,,,4,4,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Z,,,,,,,,,G,A,B,E,H,,,,,,,,,,2,,,,,,C,F,5,3,2,2,2,1,2,4,1,1,1,1,1,2,,,,,,2,2,4,4,4,3,663
665,4,3,3,9,4,2,9,9,9,9,9,9,9,9,4,2,3,3,2,2,2,3,B,C,K,,,,,,,,,,,,,2,2,9,9,9,9,9,9,4,9,4,4,5,3,3,9,4,4,5,3,3,3,9,9,3,9,9,2,4,9,9,4,4,4,4,Z,,,,,,,,,A,G,H,G,K,,,,,,,,,,2,,,,,,F,G,2,1,2,1,1,2,2,4,1,1,1,1,1,1,2,,,,,1,5,9,9,9,9,664
