OBJECTID,COMPKEY,UNITID,UNITDESC_ASSET,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,COMPTYPE,SEGKEY,UNITDESC_SEG,UNITTYPE,INSTALL_DATE,MAINTAINED_BY,MAINTFINANCIALRESP,STRWALLRATING,STRWALLCONDITION,SDWRATING,SDWCONDITION,INSPECTIONKEY,INSPCOMPDATE,STRWALLTYPE,SDWSURFACETYPE,SDWSUPPORTTYPE,ARWWALLMAXHT,ARWWALLMINHT,ARWWALLLENGTH,SDWWIDTH,RDWYSTR_DBID,ARWFUNCTION,OVERRIDEYN,OVERRIDECOMMENT,ARWWIDTH,CURRENT_STATUS_DATE,ADDDTTM,MODDTTM,EXPBY,EXPDATE,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,NUM_ATTACHMENTS,SHAPE_Length,SHAPE_Area
28301,618603,ARW-282,1ST AVE BETWEEN COLUMBIA ST AND MARION ST at 818 1ST AVE,,INSVC,DISTRICT7,,16,1002,1ST AVE BETWEEN COLUMBIA ST AND MARION ST,ARW,,,,0,,0,,14672,2022/06/30 12:00:00+00,RC Reinforced Concrete,RC Reinforced Concrete,RC Slab,10,0,77,0,,,N,,14,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,275.987823279818,2494.20287812183
28302,618601,ARW-280,COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE at 810 3RD AVE,,INSVC,DISTRICT7,,16,9730,COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE,ARW,,,,0,,0,,14671,2022/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,155.209125504296,390.66272859974
28303,618602,ARW-281,COLUMBIA ST BETWEEN POST AVE AND 1ST AVE,,INSVC,DISTRICT7,,16,9727,COLUMBIA ST BETWEEN POST AVE AND 1ST AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,261.017165564139,1348.76518407351
28304,618608,ARW-283,MARION ST BETWEEN 3RD AVE AND 4TH AVE at 810 3RD AVE,,INSVC,DISTRICT7,,16,11665,MARION ST BETWEEN 3RD AVE AND 4TH AVE,ARW,,,,0,,0,,14673,2022/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,184.608145567081,649.70054519057
28305,618613,ARW-284,1ST AVE BETWEEN MADISON ST AND SPRING ST at 1001 1ST AVE,PRIV,INSVC,DISTRICT7,,16,1004,1ST AVE BETWEEN MADISON ST AND SPRING ST,ARW,,,,0,,0,,14684,2022/09/30 12:00:00+00,RC Reinforced Concrete,RC Reinforced Concrete,Concrete Filled Metal Deck,12,0,123,16,,,N,,6.8,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/05/16 00:00:00+00,,,,,,,,,,,,0,261.63690175485,1405.28746055696
28306,618615,ARW-286,MADISON ST BETWEEN 1ST AVE AND 2ND AVE at 1000 1ST AVE,,INSVC,DISTRICT7,,16,11582,MADISON ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,,,0,,0,,14686,2022/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,78.5911446007172,333.928094450275
28307,815251,ARW-444,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,PRIV,INSVC,DISTRICT7,,16,2760,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,ARW,2021/03/09 00:00:00+00,,,0,,0,,14760,2023/06/30 12:00:00+00,Concrete Gravity,Concrete,RC Slab on Steel Beam,12,12,61,16,,Utility,N,,13.5,2021/03/09 00:00:00+00,2021/03/09 00:00:00+00,2022/06/17 00:00:00+00,,,,,,,,,,,,0,152.290223385179,963.889790383264
28308,512453,ARW-082,116 STEWART ST BETWEEN ALLEY AND 2ND,PRIV,INSVC,DISTRICT7,,16,12897,STEWART ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,,,0,,0,,14742,2023/06/30 12:00:00+00,Concrete Gravity,RC Reinforced Concrete,RC Slab on Steel Beam,12,8,170,11,A10017,Utility,N,,11.33,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/06/17 00:00:00+00,,,,,,,,,,,,0,269.499613616186,1305.20842362588
28309,512515,ARW-144,S JACKSON ST BETWEEN 1ST AVE S AND JACKSON,PRIV,INSVC,DISTRICT2,DISTRICT7,16,20482,S JACKSON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,ARW,,,,,,,,,,Concrete,Concrete,Concrete Arch on Steel Beam,9,,122,11,A1805B,,N,,10.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,255.033391352021,1352.83307739587
28310,512543,ARW-172,OCCIDENTAL AVE S BETWEEN JACKSON AND KING,PRIV,INSVC,DISTRICT2,,16,12023,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,ARW,,,,,,,,,,Concrete,Concrete,RC Slab,11,8,116,23,A2102,Utility,N,,15,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,260.225026847371,1466.95349376577
28311,601072,ARW-058,1001 4TH AVE BETWEEN SPRING ST AND MADISON ST,SDOT,INSVC,DISTRICT7,,16,6126,4TH AVE BETWEEN MADISON ST AND SPRING ST,ARW,,SDOT,,0,,0,,14677,2022/09/30 12:00:00+00,Concrete Gravity,RC Reinforced Concrete,,13,13,233,0,A051,,N,,4,,2013/06/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,141.919674047648,1125.9193763401
28312,512579,ARW-209,213 S MAIN ST BETWEEN 2ND AVE S EXT AND 2ND AVE S,,OUTSVC,DISTRICT7,,16,20730,S MAIN ST BETWEEN 2ND AVE S AND 2ND AV ET S,ARW,,,,,,,,,,Rubble,RC Reinforced Concrete,Concrete Slabs,15,15,80,0,A6000,Utility,N,,3,2019/10/10 00:00:00+00,2009/12/21 00:00:00+00,2023/01/19 00:00:00+00,,,,,,,,,,,,0,186.212060660313,1237.03974394217
28313,512512,ARW-141,314 1ST AVE S BETWEEN MAIN AND JACKSON,PRIV,INSVC,DISTRICT7,,16,1187,1ST AVE S BETWEEN S MAIN ST AND S JACKSON ST,ARW,,,,77.2,Fair,44.7,Poor,11274,2019/01/23 00:00:00+00,Brick,,RC Slab on Steel Beam,7,0,30,0,A1803,,N,,14.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,90.0783928468639,431.054739455999
28314,512583,ARW-213,2ND AVE S BETWEEN JACKSON AND MAIN,,INSVC,DISTRICT7,,16,2870,2ND AVE S BETWEEN S MAIN ST AND S JACKSON ST,ARW,,,,,,,,,,Concrete,Concrete,Concrete Arch on Steel Beam,10,0,72,0,A6003B,Utility,N,,3,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/11/22 00:00:00+00,,,,,,,,,,,,0,151.41784601997,891.424549795332
28315,512617,ARW-247,S WASHINGTON ST BETWEEN 1ST AVE SOUTH AND OCCIDENTAL,,INSVC,DISTRICT7,,16,21489,S WASHINGTON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,ARW,,,,,,,,,,Concrete Gravity,,Arch on Steel Beam,10,10,32,0,A907,,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,82.8786051946847,340.89354224869
28316,512492,ARW-121,2ND AVE S BETWEEN WASHINGTON AND MAIN,PRIV,OUTSVC,DISTRICT7,,16,2869,2ND AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,,,,,,,,,,9,,78,0,A1403B,,N,,15,2019/06/01 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,143.301070829477,658.207206545193
28317,512612,ARW-242,108-12 1ST AVE S BETWEEN YESLER AND WASHINGTON,PRIV,INSVC,DISTRICT7,,16,1185,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,ARW,,,,,,,,,,Concrete,Concrete,Brick Arch on Steel Beam,10,,36,0,A903,,N,,12.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,114.789938221813,696.591483855249
28318,512562,ARW-192,608-10 1ST AVE BETWEEN CHERRY AND JAMES,PRIV,INSVC,DISTRICT7,,16,1000,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,ARW,,,,,,,,,,Stone Block,Concrete,Brick Arch on Steel Beam,123,,56,0,A404,,N,,13,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,126.715447081817,452.21192323942
28319,512539,ARW-168,90 YESLER WAY BETWEEN 1ST AVE AND POST AVE,,INSVC,DISTRICT7,,16,13760,YESLER WAY BETWEEN POST AVE AND 1ST AVE,ARW,,,,,,,,,,,,Arch on Steel Beam,9,,30,0,A204A,,N,,9.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,75.9574844891017,287.75173689239
28320,618626,ARW-296,UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE at 1222 1ST AVE,,INSVC,DISTRICT7,,16,13200,UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,,,0,,0,,14695,2022/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,103.825391411948,595.591866357091
28321,618638,ARW-305,2ND AVE BETWEEN UNIVERSITY ST AND UNION ST at 1321 2ND AVE,,INSVC,DISTRICT7,,16,2756,2ND AVE BETWEEN UNIVERSITY ST AND UNION ST,ARW,,,,0,,0,,14706,2022/12/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,370.824456480974,2527.09043963982
28322,618658,ARW-321,4TH AVE BETWEEN UNION ST AND PIKE ST at 1417 4TH AVE,,INSVC,DISTRICT7,,16,6130,4TH AVE BETWEEN UNION ST AND PIKE ST,ARW,,,,0,,0,,14725,2023/03/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,159.970842701254,1229.21539935
28323,618667,ARW-330,UNION ST BETWEEN 5TH AVE AND 6TH AVE at 500 UNION ST,,INSVC,DISTRICT7,,16,13183,UNION ST BETWEEN 5TH AVE AND 6TH AVE,ARW,,,,0,,0,,14734,2023/03/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,269.316439221416,1738.88140487112
28324,618679,ARW-342,PINE ST BETWEEN 1ST AVE AND 2ND AVE,,INSVC,DISTRICT7,,16,12213,PINE ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,,,0,Not Rated,0,Not Rated,14751,2023/06/30 12:00:00+00,Concrete,Concrete,RC Slab on Reinf Concr Beam,11,11,79,21,,Business,N,,16,2022/04/29 00:00:00+00,2014/07/28 00:00:00+00,2022/05/20 00:00:00+00,,,,,,,,,,,,0,241.150286706627,1356.93342529215
28325,618761,ARW-392,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE at 517 E PIKE ST,,INSVC,DISTRICT3,,16,14596,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,224.552959761545,1381.31946695047
28326,618685,ARW-348,PIKE ST BETWEEN 2ND AVE AND 3RD AVE at 1501 3RD AVE,,INSVC,DISTRICT7,,16,12198,PIKE ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,0,,0,,14770,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,249.413265640085,1363.78577176849
28327,618797,ARW-407,STEWART ST BETWEEN 4TH AVE AND 5TH AVE at 414 OLIVE WY,,INSVC,DISTRICT7,,16,12900,STEWART ST BETWEEN 4TH AVE AND 5TH AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/30 00:00:00+00,2014/07/30 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,489.387128851239,1618.43558159676
28328,618743,ARW-375,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE at 300 PINE ST,,INSVC,DISTRICT7,,16,12041,OLIVE WAY BETWEEN 3RD AVE AND 4TH AVE,ARW,,,,85,Good,70,Fair,14810,2023/09/20 14:00:00+00,RC Reinforced Concrete,RC Reinforced Concrete,RC Slab,14,0,118,11,,Utility,N,,8.5,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2023/10/05 00:00:00+00,,,,,,,,,,,,0,525.382123212557,2790.80964880089
28329,618870,ARW-431,NW MARKET ST BETWEEN LEARY AVE NW AND BALLARD AVE NW at 2200 NW MARKET ST,,INSVC,DISTRICT6,,16,19234,NW MARKET ST BETWEEN LEARY AVE NW AND BALLARD AVE NW,ARW,,,,0,Poor,0,Poor,13034,2021/01/01 09:59:59+00,Concrete Block,Concrete,Concrete Slabs,13,13,195,20,,Business,N,,10.67,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,439.682530992609,3719.36261680219
28330,618814,ARW-415,VIRGINIA ST BETWEEN 2ND AVE AND 3RD AVE at 2000 2nd ave,,INSVC,DISTRICT7,,16,13311,VIRGINIA ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/31 00:00:00+00,2014/07/31 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,393.666419416572,2110.03706767184
28331,618799,ARW-409,5TH AVE BETWEEN OLIVE WAY AND STEWART ST,,INSVC,DISTRICT7,,16,7241,5TH AVE BETWEEN OLIVE WAY AND STEWART ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/30 00:00:00+00,2014/07/30 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,547.276952555502,11467.2119396303
28332,512404,ARW-011,3RD AVE BETWEEN STEWART ST AND PINE ST,,INSVC,DISTRICT7,,16,4385,3RD AVE BETWEEN PINE ST AND STEWART ST,ARW,,,,81.7,Good,82.5,Good,14805,2023/09/20 14:00:00+00,,,,,,0,0,A011,,N,,13,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2023/10/05 00:00:00+00,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Condition Assessments\FW_ 3rd Pine Macy's Areaway Review.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Condition Assessments\2013-04-18 Areaway Review.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Condition Assessments\ARW-011_ 3rd and Pine Areaway Write-up.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Condition Assessments\Closeout 3rd and Pine Areaway letter.docx,,,,,,4,723.237646154281,4935.88049737753
28333,618811,ARW-412,STEWART ST BETWEEN 6TH AVE AND 7TH AVE at 601     STEWART       ST,,INSVC,DISTRICT7,,16,12903,STEWART ST BETWEEN 6TH AVE AND 7TH AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/31 00:00:00+00,2014/07/31 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,274.650179947854,1878.02955566006
28334,512628,ARW-258,1ST AVE AT UNION ST,,INSVC,DISTRICT7,,16,1008,1ST AVE BETWEEN UNION ST AND PIKE ST,ARW,1908/12/31 00:00:00+00,,,95,Good,93.8,Good,17136,2023/05/15 15:20:59+00,,,,0,0,280,0,A916,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,118.083402177096,714.373570563316
28335,512536,ARW-165,2033 2ND AVE BETWEEN LENORA ST AND LENORA ST,PRIV,INSVC,DISTRICT7,,16,2761,2ND AVE BETWEEN VIRGINIA ST AND LENORA ST,ARW,,PRIV,,0,,0,,14846,2023/09/30 12:00:00+00,,RC Reinforced Concrete,,14,11,18,0,A2033,,N,,12,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,61.870385615873,232.943632080737
28336,618854,ARW-417,VIRGINIA ST BETWEEN 7TH AVE AND 8TH AVE at 2004 7TH AV,,INSVC,DISTRICT7,,16,13317,VIRGINIA ST BETWEEN 7TH AVE AND 8TH AVE,ARW,,,,0,Not Rated,0,Not Rated,8434,2017/11/27 13:44:00+00,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,140.165189569325,628.028984508878
28337,601088,ARW-178,1ST AVE BETWEEN LENORA AND BLANCHARD,SDOT,INSVC,DISTRICT7,,16,1013,1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,ARW,1907/04/01 00:00:00+00,SDOT,,,,,,,,,RC Reinforced Concrete,,20,15,0,0,A2200B,,N,,0,,2013/06/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,739.852828828963,4912.54053659635
28338,512398,ARW-005,CHERRY ST BETWEEN 2ND AVE AND 3RD AVE,SDOT,INSVC,DISTRICT7,,16,9660,CHERRY ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,SDOT,,0,,0,,14656,2022/06/30 12:00:00+00,,,,0,0,0,0,A005,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,248.71770116187,1586.44555721758
28339,618812,ARW-413,STEWART ST BETWEEN 6TH AVE AND 7TH AVE,,INSVC,DISTRICT7,,16,12903,STEWART ST BETWEEN 6TH AVE AND 7TH AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/31 00:00:00+00,2014/07/31 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,267.425558044872,1765.5402219736
28340,512483,ARW-112,1ST AVE S,,INSVC,DISTRICT7,,16,1186,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,,,,,,,,,,0,0,21,0,A1303F,,N,,13,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,56.7647154510332,199.850510642329
28341,512547,ARW-176,2200 1ST AVE BETWEEN BLANCHARD AND BELL ST,,INSVC,DISTRICT7,,16,1014,1ST AVE BETWEEN BLANCHARD ST AND BELL ST,ARW,,,,,,,,,,,RC Reinforced Concrete,,,10,240,0,A2200,,N,,16,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,507.645843950032,3187.52224934575
28342,512452,ARW-081,2004 WESTLAKE AVE BETWEEN VIRGINIA AND 7TH AVE,PRIV,INSVC,DISTRICT7,,16,13528,WESTLAKE AVE BETWEEN VIRGINIA ST AND 7TH AVE,ARW,1923/12/31 00:00:00+00,PRIV,,,,,,,,RC Reinforced Concrete,RC Reinforced Concrete,,12,12,180,0,A10016,,N,,6.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,145.250506012974,585.434119224046
28343,512485,ARW-114,1ST AVE S,,INSVC,DISTRICT7,,16,1186,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,,,,,,,,,,0,0,21,0,A1303H,,N,,13,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,69.2727130063979,276.827054644778
28344,512552,ARW-182,171 S JACKSON ST BETWEEN OCCIDENTAL AND 2ND AVE S,PRIV,INSVC,DISTRICT2,DISTRICT7,16,20483,S JACKSON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S,ARW,,,,,,,,,,Concrete,Concrete,Brick Arch on Steel Beam,9,,58,13,A2202A,,N,,9.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,126.7266413106,383.152271757012
28345,615447,ARW-262,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,,INSVC,DISTRICT7,,16,8723,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,ARW,,,,0,,0,,14699,2022/12/31 12:00:00+00,,,,0,0,0,0,A065,,N,,0,2014/04/02 00:00:00+00,2014/04/02 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,143.784889080076,665.649534692174
28346,512482,ARW-111,1ST AVE S,,INSVC,DISTRICT7,,16,1186,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,,,,,,,,,,,,21,0,A1303E,,N,,13,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,63.6752098434095,245.929383326069
28347,512484,ARW-113,1ST AVE S,,INSVC,DISTRICT7,,16,1186,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,,,,,,,,,,,,21,0,A1303G,,N,,13,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,57.061404652872,201.248541879871
28348,615449,ARW-263,WESTERN AVE BETWEEN UNION ST AND PIKE ST,,INSVC,DISTRICT7,,16,8724,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,ARW,,,,0,,0,,14716,2023/03/31 12:00:00+00,,,,0,0,0,0,A079,,N,,0,2014/04/02 00:00:00+00,2014/04/02 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,167.272064292059,742.265255411857
28349,512481,ARW-110,1ST AVE S AT MAIN,,INSVC,DISTRICT7,,16,1186,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,,,,,,,,,,,,21,0,A1303D,,N,,13,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,63.8728728217295,248.574690026103
28350,512591,ARW-221,506 2ND AVE BETWEEN JAMES AND YESLER,PRIV,INSVC,DISTRICT7,,16,2748,2ND AVE BETWEEN YESLER WAY AND JAMES ST,ARW,,,,0,Poor,0,Poor,13337,2021/02/11 10:30:00+00,Concrete Gravity,Concrete,RC Slab on Reinf Concr Beam,21,16,208,18,A702,Business,N,,18,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,504.76709368603,1688.16276009522
28351,512561,ARW-191,611-14 1ST AVE BETWEEN CHERRY AND JAMES,PRIV,INSVC,DISTRICT7,,16,1000,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,ARW,,,,,,,,,,Stone Block,Concrete,Brick Arch on Steel Beam,8,,47,0,A403,,N,,14.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,96.0590270534743,304.243676877435
28352,512551,ARW-181,2ND AVE S AT JACKSON ST.,SDOT,INSVC,DISTRICT7,,16,2870,2ND AVE S BETWEEN S MAIN ST AND S JACKSON ST,ARW,,SDOT,,,,,,,,Concrete,Concrete,Brick Arch on Steel Beam,9,,35,13,A2202,,N,,9.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,132.169433909981,385.591199652557
28353,512429,ARW-036,723 S KING ST BETWEEN 8TH AVE S AND 7TH AVE S,,INSVC,DISTRICT2,,16,269701,CANTON AL S BETWEEN S KING ST AND S WELLER ST,ARW,,,,75,Fair,60,Fair,14527,2022/01/20 14:00:00+00,Concrete,RC Reinforced Concrete,RC Slab on Reinf Concr Beam,10,8,114,10,A033A,Storage,N,,8,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/27 00:00:00+00,,,,,,,,,,,,0,256.904067072745,1009.77711085438
28354,512427,ARW-034,508.5 7TH AVE S BETWEEN 8TH AVE S AND 7TH AVE S,,INSVC,DISTRICT2,,16,269701,CANTON AL S BETWEEN S KING ST AND S WELLER ST,ARW,,,,83.3,Good,63.3,Fair,14525,2022/07/14 13:30:00+00,Concrete,RC Reinforced Concrete,,10,,90,0,A032A,,N,,8.67,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/08/29 00:00:00+00,,,,,,,,,,,,0,254.865509891307,872.859746729176
28355,512401,ARW-008,S JACKSON ST BETWEEN 5TH AVE S AND 6TH AVE S,,INSVC,DISTRICT2,,16,20488,S JACKSON ST BETWEEN 5TH AVE S AND 6TH AVE S,ARW,,,,57.5,Fair,75,Fair,15354,2022/03/31 16:28:00+00,Concrete,RC Reinforced Concrete,RC Slab,13,13,101,18,A10014,Business,N,,13.5,2016/01/25 00:00:00+00,2009/12/21 00:00:00+00,2022/04/28 00:00:00+00,,,,,,,,,,,,0,259.30368223265,1395.95979748501
28356,512522,ARW-151,300-12 OCCIDENTAL AVE S BETWEEN MAIN AND JACKSON,PRIV,INSVC,DISTRICT2,,16,12023,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,ARW,,,,,,,,,,Stone Block,,Arch on Steel Beam,9,,130,16,A1901A,Utility,N,,14,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,326.194895316907,2322.04450650972
28357,512440,ARW-069,103 PREFONTAINE BETWEEN YESLER WAY AND WASHINGTON,,INSVC,DISTRICT7,,16,12259,PREFONTAINE PL S BETWEEN 3RD AVE S AND 4TH AVE S,ARW,,,,70,Fair,66.4,Fair,16421,2021/01/20 14:29:59+00,Concrete Gravity,RC Reinforced Concrete,RC Slab on Reinf Concr Beam,10,0,147,0,A10002,Unknown,N,,13,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2023/02/01 00:00:00+00,,,,,,,,,,,,0,340.644918210101,1667.99291722391
28358,512599,ARW-229,101 1ST AVE S BETWEEN YESLER AND WASHINGTON,PRIV,INSVC,DISTRICT7,,16,1185,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,ARW,,,,,,,,,,Stone Block,Concrete,Brick Arch on Steel Beam,10,,117,0,A802A,,N,,14.2,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,92.9681873511949,414.230301732151
