1125.address,z2655 Iberville St,2655 Iberville St
2465.address,4616 S Rmobertson St,4616 S Robertson St
799.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9179717651827, -90.0921436320157)"
2621.address,718 Elexonore St,718 Eleonore St
917.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.961719355991, -90.0792882783484)"
199.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9507924738761, -90.0536533060611)"
447.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9423507294042, -90.0757816724487)"
521.namevalue,3217 Orleans Ave,3127 Orleans Ave
159.locationvalue,"(29.9327357007606, -90.0727235818619)","(29.9476027218736, -90.0736648603982)"
1446.address,8310 CHEF MENTvEUR HWY,8310 CHEF MENTEUR HWY
1989.address,780 0CHEF MENTEUR HWY,7800 CHEF MENTEUR HWY
130.type,Short Term Rnetal Commercial Owner,Short Term Rental Commercial Owner
1140.namevalue,3229S t Claude Ave,3229 St Claude Ave
26.type,Short Term Rental Resfidential Owner,Short Term Rental Residential Owner
1346.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9426165054813, -90.0698969805047)"
137.locationvalue,"(29.935070719781, -90.1066658406292)","(29.9718178231718, -90.0491496120162)"
1003.namevalue,1428M onroe St,1428 Monroe St
676.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9586603641779, -90.0893899420546)"
1330.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.974079770442, -90.0846200962784)"
1743.namevalue,2393 Dumaine St,2339 Dumaine St
964.namevalue,15 General Taylor St,515 General Taylor St
492.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.9437239703228, -90.094148429512)"
402.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9686802233563, -90.0939986783918)"
1674.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9509297985322, -90.0712477572002)"
2546.expirationdate,03/01/203 12:00:00 AM,03/01/2023 12:00:00 AM
288.locationvalue,"(29.9580154964913, -90.0871467011987)","(30.0695644550197, -89.8304297761825)"
802.locationvalue,"(29.9327405195896, -90.0727472007548)","(28.0988907068706, -101.517799134252)"
1741.address,102b2 Mandeville St,1022 Mandeville St
353.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.9346728501389, -90.0995373541153)"
1243.type,Short Term Rental Residential wOner,Short Term Rental Residential Owner
707.namevalue,3102 tS Ann St,3102 St Ann St
731.address,1734 Henrieptte Delille St Apt C,1734 Henriette Delille St Apt C
1705.locationvalue,"(29.9325310912306, -90.0728517634704)","(29.9480674394884, -90.0515031546973)"
63.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.979445631573, -90.0835752864682)"
890.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.9581603429916, -90.1103467421129)"
1559.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9613654213865, -90.0329476687255)"
844.namevalue,3015C hartres St,3015 Chartres St
1662.type,4701 - HOTELS E(XC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
1552.expirationdate,03/01/023 12:00:00 AM,03/01/2023 12:00:00 AM
299.address,478 Painters St,4478 Painters St
2697.locationvalue,"(29.9405066680917, -90.13255946995)2","(29.9405066680917, -90.132559469952)"
370.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.944734565066, -90.0705072923416)"
911.expirationdate,06/10/2023 11:59:59q PM,06/10/2023 11:59:59 PM
984.address,73u4 Union St Unit 301,734 Union St Unit 301
1451.locationvalue,"(29.9337663755801, -90.0882303310459)","(29.97019382598, -90.0476158740554)"
1727.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9370571825833, -90.0749226396131)"
345.namevalue,151 Calliope St Apt 202,1515 Calliope St Apt 202
1444.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9580818814019, -90.067210870741)"
1248.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9777069643569, -90.0349473107098)"
1807.locationvalue,"(29.9453933043394, -90.049996322177)","(29.9722839881061, -90.0991307971502)"
1421.address,812 Gtravier St Apt 515,812 Gravier St Apt 515
609.locationvalue,"(29.9614736430167, -90.0345747956616)","(29.945870183594, -90.1033253624691)"
1216.locationvalue,"(29.9744625699782, -90.0501922802849)","(29.9350756233905, -90.0795900214212)"
1535.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9224406543498, -90.1019307615163)"
1477.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9481492137136, -90.066171462474)"
970.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9636331288081, -90.0361157234168)"
909.expirationdate,06/10/2023 115:9:59 PM,06/10/2023 11:59:59 PM
1099.locationvalue,"(29.9717143374146, -90.0884046281747)","(29.974094732345, -90.0862589729349)"
719.namevalue,1902 Burgnudy St,1902 Burgundy St
674.locationvalue,"(29.94521586214, -90.0748345709834)","(29.9411610679735, -90.0723326863269)"
1114.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9980741414039, -90.0563974545582)"
743.type,Short Term Rental Commerzcial Owner,Short Term Rental Commercial Owner
2696.namevalue,919 N Tonti t,919 N Tonti St
1294.expirationdate,08/30/2023o 11:59:59 PM,08/30/2023 11:59:59 PM
1752.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9803564067248, -90.0719213669819)"
718.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9636717965218, -90.036261070554)"
346.expirationdate,11/13/2203 11:59:59 PM,11/13/2023 11:59:59 PM
1083.expirationdate,06/04/2023r 11:59:59 PM,06/04/2023 11:59:59 PM
1126.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9725755679106, -90.0748486521843)"
995.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9697795223336, -90.0821286673303)"
1567.locationvalue,"(29.9684668112717, -90.074357136476)","(29.9205902878563, -90.0958384668221)"
1912.address,1816 MyARENGO ST,1816 MARENGO ST
1080.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9816651597352, -90.0919665912653)"
227.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9736738707852, -90.1171965393195)"
2142.namevalue,1625 N Broadc St,1625 N Broad St
1185.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9675104920909, -90.0987268602007)"
1950.expirationdate,03/13/0223 11:59:59 PM,03/13/2023 11:59:59 PM
280.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9236939774517, -90.0730612629789)"
1543.locationvalue,"(29.9327284399725, -90.0726833232675)","(30.0355193458883, -89.9734059508498)"
2060.locationvalue,"(29.9419379961166, -90.07f53257704656)","(29.9419379961166, -90.0753257704656)"
1371.address,303 MAGAZINE ST,330 MAGAZINE ST
1229.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9739590350124, -90.0586924522606)"
7.namevalue,102 1Louisa St,1021 Louisa St
2034.namevalue,4917 De Mntluzin St Apt B,4917 De Montluzin St Apt B
2201.address,1919 Brgundy St Unit A,1919 Burgundy St Unit A
1257.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9350591603153, -90.1069155407958)"
2617.address,4520 Canalb St,4520 Canal St
87.locationvalue,"(29.9337663755801, -90.0882303310459)","(29.9588350886875, -90.0872351559651)"
1642.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.972648230284, -90.0633981572711)"
2368.expirationdate,09/05/2023 05:55:50 PM,09/05/2023 05:55:05 PM
712.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9482267864714, -90.0734014224288)"
1379.expirationdate,03/01/20231 2:00:00 AM,03/01/2023 12:00:00 AM
773.locationvalue,"(29.94521586214, -90.0748345709834)","(29.9220640307091, -90.0997136691685)"
931.expirationdate,03/c01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
732.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.961737772486, -90.0793162497488)"
1810.type,Short Term Rental Commercial Ower,Short Term Rental Commercial Owner
860.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9673034270942, -90.0482478187458)"
1065.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9587415804958, -90.1210546469835)"
147.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9476942196287, -90.0733724638612)"
1695.locationvalue,"(29.9327357007606, -90.0727235818619)","(29.9834807262591, -90.0729928457905)"
1632.expirationdate,03/01/2023 12:00:00 AoM,03/01/2023 12:00:00 AM
484.type,Short Term RentalC ommercial Owner,Short Term Rental Commercial Owner
894.expirationdate,07/04/2023 11:5:959 PM,07/04/2023 11:59:59 PM
1366.expirationdate,03/01/2023e 12:00:00 AM,03/01/2023 12:00:00 AM
839.address,260 Pauline St,620 Pauline St
1135.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.9637972314637, -90.0827310280243)"
1320.locationvalue,"(28.0988907068706, -101.517799134252)","(29.9559892465616, -90.123673685845)"
1233.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9630545795353, -90.0779204558067)"
658.locationvalue,"(29.9327405195896, -90.0727472007548)","(29.9535891289555, -90.067700540577)"
1678.address,2634 Louiiana Ave,2634 Louisiana Ave
1926.address,1242 FRENCoHMEN ST,1242 FRENCHMEN ST
1699.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9697634604428, -90.0778952230312)"
781.namevalue,160 3N Lopez St,1603 N Lopez St
1406.locationvalue,"(29.9327357007606, -90.0727235818619)","(29.9401612343594, -90.0749769130156)"
1016.locationvalue,"(29.9337663755801, -90.0882303310459)","(30.0034593904377, -90.0653441973079)"
588.locationvalue,"(29.9314269620729, -90.0734543476571)","(29.9568491158329, -90.0719936410463)"
2359.type,Short Term lRental Residential Owner,Short Term Rental Residential Owner
299.locationvalue,"(29.9580154964913, -90.0871467011987)","(30.0046859959771, -90.0525636018387)"
826.namevalue,2439 Decatur t,2439 Decatur St
1777.namevalue,NTROPY ROOMS,ENTROPY ROOMS
1699.expirationdate,03/01/2023 12:00:0 AM,03/01/2023 12:00:00 AM
4.type,Short Term Retal Commercial Owner,Short Term Rental Commercial Owner
1403.locationvalue,"(29.9327405195896, -90.0727472007548)","(29.9781270677206, -90.0531286733902)"
1389.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9203488882934, -90.0939160962804)"
2079.expirationdate,07/19/2023 115:9:59 PM,07/19/2023 11:59:59 PM
2679.namevalue,8941 NelsonS t,8941 Nelson St
291.locationvalue,"(29.9684668112717, -90.074357136476)","(29.9638583365965, -90.053764724384)"
1981.expirationdate,04/08/2023 11:59:59u PM,04/08/2023 11:59:59 PM
1798.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9519247238749, -90.0714689530682)"
1793.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9654961706843, -90.0898609259525)"
1608.expirationdate,03/01/2023 12:00:00 M,03/01/2023 12:00:00 AM
1144.type,Short Term Rental Residental Owner,Short Term Rental Residential Owner
1960.expirationdate,03/012023 12:00:00 AM,03/01/2023 12:00:00 AM
436.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9530362849482, -90.0683541736445)"
622.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.9224028131416, -90.0963266659436)"
958.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9420436364102, -90.0752695913245)"
98.type,hSort Term Rental Commercial Owner,Short Term Rental Commercial Owner
1871.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9502395502587, -90.0702727910079)"
1614.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9719330419076, -90.1013033772291)"
1305.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9201633121688, -90.1210067532112)"
1447.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9498097918655, -90.0687296323732)"
1377.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9309967291205, -90.1304475034719)"
1850.expirationdate,11/08/2023w 11:59:59 PM,11/08/2023 11:59:59 PM
1177.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9633763540121, -90.0826856133862)"
1689.locationvalue,"(29.9662728133743, -90.0590256023681)","(30.0078378651284, -90.0497519207871)"
77.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9476032003921, -90.1205877466746)"
1641.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.936799714493, -90.0789154625115)"
131.locationvalue,"(29.9605816137577, -90.0892762017721)","(30.0000069456629, -90.0565938054072)"
1054.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9438254345939, -90.1252149779925)"
715.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9648812158575, -90.0649673772448)"
1861.address,7930 CHEmF MENTEUR HWY,7930 CHEF MENTEUR HWY
2382.address,611 Dryades St,4611 Dryades St
391.locationvalue,"(29.9744625699782, -90.0501922802849)","(29.9511106063277, -90.071602847918)"
1072.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.936411668973, -90.1166098372118)"
485.locationvalue,"(29.9397085402145, -90.0769715356914)","(29.9579209906991, -90.0872466351389)"
92.namevalue,1t524 Baronne St Apt 1A,1524 Baronne St Apt 1A
926.locationvalue,"(29.9412293969983, -90.0432492047549)","(29.973777970492, -90.0618874508622)"
545.locationvalue,"(29.9614736430167, -90.0345747956616)","(29.917335562791, -90.0970944088737)"
1426.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9568983005076, -90.0648417929116)"
1884.locationvalue,"(29.9453933043394, -90.049996322177)","(29.9680888453114, -90.0664038833073)"
1052.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9275504046946, -90.0747859316082)"
2435.namevalue,1733 Ursulines Abve,1733 Ursulines Ave
2731.y,523236.13,523232.13
748.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9512226121366, -90.0710779803789)"
1659.address,1118 RSULINES AVE,1118 URSULINES AVE
1305.namevalue,5927 PattonSt,5927 Patton St
2422.x,3669450.07,3669358.07
2726.expirationdate,11/07/2023 1l1:59:59 PM,11/07/2023 11:59:59 PM
2096.namevalue,2512 N Ramprat St,2512 N Rampart St
1439.expirationdate,04/24/2023 11:59:5 PM,04/24/2023 11:59:59 PM
2173.address,1611 Columbus tS,1611 Columbus St
705.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9371870592451, -90.0825439541639)"
1169.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.917452460454, -90.1120186660515)"
1738.locationvalue,"(29.938154169904, -90.0986628592698)","(29.9873464392068, -90.0870472265347)"
1371.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9497642568617, -90.0677663985238)"
1074.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9657428255263, -90.0617311812539)"
1287.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9633307878525, -90.0827146721252)"
1882.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9478804961101, -90.067313153129)"
374.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9268369463469, -90.0789956251387)"
1429.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9676004082426, -90.0574243778576)"
568.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9702268378075, -90.0685099159636)"
2371.type,Short TermR ental Commercial Owner,Short Term Rental Commercial Owner
858.type,Short dTerm Rental Residential Owner,Short Term Rental Residential Owner
193.locationvalue,"(29.9337663755801, -90.0882303310459)","(29.9476536297664, -90.0733293991008)"
1938.expirationdate,03/10/2023 12:00:00 AM,03/01/2023 12:00:00 AM
2125.type,Short Term Rentapl Commercial Owner,Short Term Rental Commercial Owner
1947.namevalue,CHIMES BED & BREKFAST (THE),CHIMES BED & BREAKFAST (THE)
1157.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.963095553633, -90.0592147991196)"
334.type,Short Term ental Commercial Owner,Short Term Rental Commercial Owner
958.address,1201 Carondelett St,1201 Carondelet St
637.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9368708858418, -90.1184364885615)"
1413.locationvalue,"(29.9689363252531, -90.0551921852486)","(29.9517796089424, -90.0730668217892)"
2518.locationvalue,"(29.9450103481091, -90.0740271996016)","(29.9450103481091, -90.0740271969016)"
598.address,4106 Dupelssis St,4106 Duplessis St
1784.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9683960337831, -90.0702424377303)"
59.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9497652996354, -90.1280615241081)"
1176.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9456834442128, -90.0714895844918)"
1715.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.971690564501, -90.0715740661946)"
1590.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9746338905883, -90.0321286755349)"
314.locationvalue,"(29.9453933043394, -90.049996322177)","(29.9239583789597, -90.096180506664)"
146.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9477354491475, -90.0733157664513)"
1011.locationvalue,"(29.9614736430167, -90.0345747956616)","(30.0034942633808, -90.0653473874035)"
169.locationvalue,"(29.9337663755801, -90.0882303310459)","(29.9252826602672, -90.1002624266296)"
1057.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9822327615877, -90.073786326637)"
1470.type,Short Term Rentalq Residential Owner,Short Term Rental Residential Owner
1261.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.951077855278, -90.071611598851)"
1760.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9560463572393, -90.0672313980382)"
343.locationvalue,"(29.935070719781, -90.1066658406292)","(28.0988907068706, -101.517799134252)"
1856.namevalue,MELROSE MANSIzON,MELROSE MANSION
1898.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9690181411726, -90.0863190193314)"
2735.namevalue,4851 Magazinea St,4851 Magazine St
1462.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9565486108807, -90.0683911485525)"
2061.expirationdate,07/1/92023 11:59:59 PM,07/19/2023 11:59:59 PM
