namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
THE TROUBADOUR,1111 GRAVIER,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9614736430167, -90.0345747956616)",-1.0,-1.0
1912 Governor Nicholls St,1912 Governor Nicholls St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9452594846043, -90.0747577308854)",3680180.54,536557.28
THE MERCHANTILE HOTEL,727 S PETERS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9452594846043, -90.0747577308854)",3682204.11989,527915.005567
HOSTEEVA CALIFORNIA BUILDING BY HOSTEEVA,1111 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3679544.32066,531140.798274
FLORVILLE MANOR,1447 N VILLERE ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9409105746801, -90.0673505685156)",3682066.19778,536534.697031
DAUPHINE ORLEANS HOTEL,415 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9327357007606, -90.0727235818619)",3681389.20968,532174.732931
HOTEL ST PIERRE,911 BURGUNDY ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0946255291455, -89.7670573024888)",3682147.72936,533778.825413
4827 Tchoupitoulas St,4827 Tchoupitoulkas St,Short Term Rental Commercial Owner,4.0,8.0,03/04/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3669486.83,517362.65
616 N Peirce St,616 N Pierce St,Short Term Rental Residential Owner,1.0,2.0,04/20/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3672698.37,539568.48
725 Eighth St,725 Eighth St,Short Term Rental Residential Owner,2.0,4.0,02/24/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3676869.01,519155.03
334 Carondelet St Unit 306,334 Carondelet St Unit 306,Short Term Rental Commercial Owner,1.0,2.0,04/28/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3680512.14,529848.58
1896 O'MALLEY HOUSE,120 S PIERCE T,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9861617021688, -90.0616040310795)",3671392.88167,537869.347913
THE JUNG HOTELS & RESIDENCES-HOTEL,1500 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9684668112717, -90.074357136476)",3679081.04053,532173.512067
ROYAL ORLEANS HOTEL,621 ST LOUIS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9295658135833, -90.1043947464636)",3682297.81064,531793.086915
2634 Louisiana Ave,2634 Louiiana Ave,Short Term Rental Commercial Owner,3.0,6.0,07/19/2023 11:59:59 PM,"(29.9327284399725, -90.0726833232675)",3672597.54,525007.47
951 Picheloup Pl,951 Picheloup Pl,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9744625699782, -90.0501922802849)",3673591.1,540682.77
1632 Eighth St Apt A,1632 Eighth St Apt A,Short Term Rental Remsidential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9436221825203, -90.0784593414273)",3674787.25,522138.95
5924 St Claude Ave,5924 St Claude Ave,Short Term Rental Commercial Owner,2.0,4.0,11/02/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3699098.74,533420.21
3313 St Philip St,3313 St Philip St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9744625699782, -90.0501922802849)",3675298.48,539510.84
1832 Felicity St,1832 Felicity St,Short Term Rental Commercial Owner,5.0,10.0,10/25/2023 08:51:16 AM,"(29.9606030466068, -90.0892656704537)",3677652.67,525347.99
1736 N Dorgenois St,1736 N Dorgenois St,Short Term Rental Residential Owner,1.0,2.0,0/301/2023 12:00:00 AM,"(29.9436221825203, -90.0784593414273)",3680210.88,540592.14
2903 Lepage St Apt 6,2903 Lepage St Apt 6,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9452594846043, -90.0747577308854)",3677195.51,539987.29
334 Carondelet St Unit 302,334 Carondelet St Unit 302,Short Term Rental Commercial Owner,2.0,4.0,11/02/2023 11:59:59 PM,"(29.9314269620729, -90.0734543476571)",3680521.1,529879.72
RUFFINO'S GUEST HOUSE,631 ST PHILIP ST,4702 - ROOMING & BOARDING HOUSES,2.0,4.0,03/01/2023 12:00:0 0AM,"(29.9605816137577, -90.0892762017721)",3683342.86101,533279.930436
711 S Peters St Apt 310,711 S Peters St Apt 310,Short Term Rental Commercial Owner,2.0,4.0,10/23/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3682146.32,528004.09
4740 De Montluzin St,4740 De Montluzin St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9662728133743, -90.0590256023681)",3687087.37,550618.1
26080 Chef Menteur Hwy,26080 Chef Menteur Hwy,Short Term Rental Commercial Owner,2.0,4.0,10/24/2023 11:59:59 PM,"(29.9616228114612, -90.0334810547912)",3783683.24,602622.99
69 Marywood Ct,69 Marywood Ct,Short Term Rental Residential Owner,3.0,6.0,10/27/2023 11:06:28 AM,"(29.9452594846043, -90.0747577308854)",3712265.06,566638.95
636 N Hennessey St,636 N Hennessey St,Short Term Rental Rsidential Owner,2.0,4.0,03/01/2023 120:0:00 AM,"(29.9744625699782, -90.0501922802849)",3671556.46,540564.28
812 Henry Clay Ave,812 Henry Clay Ave,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3663783.81,519715.81
221 Hawthorne Pl,5221 Hawthorne Pxl,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9327284399725, -90.0726833232675)",3667763.72,542920.89
1818 Paul Morphy St Apt B,1818 Paul Morphy St Apt B,Short Term Rental Residential Owner,3.0,6.0,03/01/20q23 12:00:00 AM,"(29.9327357007606, -90.0727235818619)",3679829.33,541679.24
3011 Bienville Ave,3011 Bienville Ave,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3674764.14,536612.7
1020 Race St Apt 1,1020 Race St Apt 1,Short Term Rental Commercial Owner,2.0,4.0,10/23/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3680373.72,523747.19
1327 Port St,1327 Port St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:b00 AM,"(29.935070719781, -90.1066658406292)",3687691.59,537322.62
2331 Dumaine St,2331 Dumaine St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:0 AM,"(30.0946255291455, -89.7670573024888)",3678332.06,536674.08
1209 Touro St,1209 Touro St,Short Term Rental Residential Owner,1.0,2.0,10/05/2023 09:29:36 AM,"(29.9606030466068, -90.0892656704537)",3684225.5,536712.31
1085 John Churchill Chase St Apt 101,1085 John Churchill Chase St Apt 101,Short Term Rental Commercial Owner,1.0,2.0,10/25/2023 11:5959 PM,"(29.9409105746801, -90.0673505685156)",3680925.17,526303.43
1823 St Roch Ave,1823 St Roch Ave,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9314269620729, -90.0734543476571)",3686473.12,539219.4
2119 Governor Nicholls St Apt 2A,2119 Governor Nicholls St Apt 2A,Short Term Rental Residential Owner,1.0,2.0,10/25/2023 01:44:48 PM,"(29.9436221825203, -90.0784593414273)",3679658.47,537082.47
2744 Wisteria Sxt,2744 Wisteria St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3688066.7,548426.94
721 Nunez St,721 Nunez St,Short Term Rental Residential Owner,5.0,4.0,03/01/2023 12:00:00 AM,"(29.9325310912306, -90.0728517634704)",3686776.27,528877.13
1318 Marigny St,1318 Marigny St,Short Term Rental Residential Owner,4.0,8.0,03/01/2023 12:00:00 AM,"(29.9606030466068, -90.0892656704537)",3685306.79,537233.24
127 Camp St,127 Camp St,Short Term Rental Commercial Owner,1.0,2.0,10/26/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3681318.45,530224.46
2023 Ursulines Ave,2023 Ursulines Ave,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9295658135833, -90.1043947464636)",3679688.66,536628.02
2214 First St,2214 First St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9614736430167, -90.0345747956616)",3675664.74,525090.52
4030 St Claude Ave,4030 Set Claude Ave,Short Term Rental Commercial Owner,5.0,10.0,10/21/2023 11:59:59 PM,"(29.9327405195896, -90.0727472007548)",3692025.17,535202.44
5216 Magazine St,5216 Magazine St,Short Term Rental Commercial Owner,3.0,6.0,10/27/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3667878.6,518572.61
NOPSI HOTEL,317 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9419771752916, -90.0721996382078)",3680070.49019,530264.524289
BLUEGREEN RESORTS MANAGEMENT,115 DECATUR ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9663236986569, -90.0626983550869)",3681895.3037,530392.642114
900 Bartholomew St Unit 316,900 Bartholomew St Unit 316,Short Term Rental Commercial Owner,2.0,4.0,11/16/2022 11:59:59 PM,"(29.9327357007606, -90.0727235818619)",3691525.31,534617.9
H H WHITNEY HOUSE,1923 ESPLANADE AVE,4703 - BD & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3680325.67701,537396.8306
3111 Frenchmen St,3111 Frenchmen St,Short Term Rental Residential Owner,2.0,4.0,04/24/2023 11:59:59 PM,"(29.9298825295208, -90.0755864593125)",3684004.03,544094.27
730 Poland Ave Apt B,730 Poland Ave Apt B,Short Term Rental Commercial Owner,1.0,2.0,03/14/2023 11:59:59 PM,"(29.9298825295208, -90.0755864593125)",3692594.29,533767.83
HYATT HOUSE NEW ORLEANS DOWNTOWN,1250 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9684668112717, -90.074357136476)",3678736.86037,529752.634305
1830 DAUPHINE HOUSE,1830 DAUPHINE ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9337663755801, -90.0882303310459)",3683898.46607,535097.164806
HAUNTED HOTEL ON URSULINES-HOTEL,623 URSULINES AVE,4702 - ROOMING & BOARDING HOUSES,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3683581.0006,533548.882693
VIRGIN HOTELS NEW ORLEANS,550 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9327357007606, -90.0727235818619)",3679871.27515,529133.143296
339 Carondeelt St Apt 3B,339 Carondelet St Apt 3B,Short Term Rental Commercial Owner,1.0,2.0,02/23/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3680390.78,529901.98
A CRESCENT CITY GUEST,612 MARIGNY ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/202 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3685519.43606,534668.187974
AUDUBON COTTAGES,509 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9397085402145, -90.0769715356914)",3681564.63752,532403.911875
TWO CANAL MASTER TENANT,2 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELfS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.935070719781, -90.1066658406292)",3682966.11842,529321.569345
NEW ORLEANS JAZZ QUARTERS,1129 ST PHILIP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9662728133743, -90.0590256023681)",3681893.42293,534464.278789
THE PRYTANIA OAKS HOTEL,1618 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9436221825203, -90.0784593414273)",3679403.82242,524791.190844
ACE HOTEL,600 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3680235.16879,528927.008512
3711 Iberville St,3711 Iberville St,Short Term Rental Residential Owner,4.0,8.0,04/28/2023 11:59:59 PM,"(29.9314269620729, -90.0734543476571)",3672548.82,537845.78
305 Alix St,305 Alix St,Short Term Rental Residential Owner,1.0,2.0,02/07/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3686492.65,529971.02
2439 Valmont St,2439 Valmont St,Short Term Rental Residential Owner,2.0,4.0,02/08/2023 11:59:59 PM,"(29.9453933043394, -90.049996322177)",3668338.15,524585.64
5016 S Johnson St,5016 S Johnson St,Short Term Rental Residential Owner,3.0,6.0,02/09/2023 11:59:59 PM,"(29.9662728133743, -90.0590256023681)",3668758.06,526914.33
2723 D'abadie St,2723 D'abadie St,Short Term Rental Residential Owner,2.0,4.0,02/10/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3679120.12,541132.89
1808 Moss St,1808 Moss St,Short Term Rental Residential Owner,5.0,10.0,02/10/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3675363.61,543021.91
OAKVIEW BED &BREAKFAST,1172 CITY PARK AVE,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9477068959041, -90.0733263897616)",3673668.7371,541386.067468
124 N Norman C Francis Prkwy,124 N Norman C Francis Prkwy,Short Term Rental Commercial Owner,4.0,8.0,02/08/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3673506.29,536882.57
7135 S Claiborne Ave,7135 S Claniborne Ave,Short Term Rental Residential Owner,2.0,4.0,02/05/2023 11:59:59 PM,"(29.9662728133743, -90.0590256023681)",3666516.16,529669.12
1810 Moss St,1810 Moss St,Short Term Rental Residential Owner,5.0,10.0,02/10/2023 11:59:59 PM,"(29.938154169904, -90.0986628592698)",3675364.91,543036.3
451 Girod St Apt 314,451 Girod St Apt 314,Short TermR ental Commercial Owner,3.0,6.0,11/08/2023 11:59:59 PM,"(29.9337663755801, -90.0882303310459)",3681486.86,528372.11
2501 Orleans Ave,2501 Orleans Ave,Short Term Rental Commercial Owner,5.0,10.0,02/10/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3677590.98,536482.07
1022 Mndeville St,102b2 Mandeville St,Short Term Rental Commercial Owner,5.0,10.0,02/10/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3685759.99,536196.51
900 Bartholomew St Unit 521,900 Bartholomew St Unit 521,Short Term Rental Commercial Owner,1.0,2.0,04/24/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3691476.01,534612.69
2393 Dumaine St,2339 Dumaine St,Short Term Rental Residential Owner,3.0,6.0,04/25/2023 1159:59 PM,"(29.9614736430167, -90.0345747956616)",3678287.1,536707.12
4546 S Galvez St,4546 S Galvez St,Short Term Rental Residential Owner,3.0,6.0,02/07/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3669543.96,527327.32
1023 Washington Ave,1023 Washington Ave,Short Term Rental Residential Owner,3.0,6.0,02/07/2023 11:59:59 PM,"(29.9614736430167, -90.0345747956616)",3677218.29,520705.65
CARRIE'S COOL PROPERTIES,1466 MAGAZINE ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3680268.21583,523964.787068
3126 N Miro St,3126 N Miro St,Short Term Rental Residential wner,1.0,2.0,02/06/2023 11:59:59 PM,"(29.94521586214, -90.0748345709834)",3690269.89,540044.43
4938 S Rocheblave St,4938 S Rocheblave St,Short Term Rental Residential Owner,2.0,4.0,02/07/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3669011.52,528352.27
920 N Derbigny St,920 N Derbigny St,Short Term Rental Residential Owner,2.0,4.0,02/06/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3680056.57,535545.59
1130 Marengo St,1130 Marengo St,Short Term Rental Residential Owner,1.0,2.0,02/07/2023 11:59:59 PM,"(29.9327284399725, -90.0726833232675)",3672001.0,519881.93
1239 St Bernard vAe,1239 St Bernard Ave,Short Term Rental Commercial Owner,2.0,4.0,02/10/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3683000.64,536434.34
1728 N Dorgenois St,1728 N Dorgenois St,Short Term Rental Residential Owner,1.0,2.0,09/01/2023 03:35:26 PM,"(29.9606030466068, -90.0892656704537)",3680181.03,540546.85
3705 Bienville Ave,3705 Bienville Ave,Short Term Rental Commercial Owner,4.0,8.0,01/06/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3672826.19,538111.11
426 Gravie rSt,426 Gravier St,Short Term Rental Commercial Owner,4.0,8.0,01/06/2023 11:59:59 PM,"(29.9419771752916, -90.0721996382078)",3681768.01,529618.02
2000 Burgundy St St e201,2000 Burgundy St Ste 201,Short Term Rental Commercial Owner,2.0,4.0,12/31/2022 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3684318.43,535486.41
"HOSTEEVA, LLC",1210 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTESL,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9605816137577, -90.0892762017721)",3679310.09013,526505.392382
HOTEL PROVNCIAL,1024 CHARTRES ST,4701 - HOTELS (EXC CASION HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9452594846043, -90.0747577308854)",3683737.81845,533184.219076
300 N Cortez St Unit A,300 N Cortez St Unit A,Short Term Rental Commercial Owner,4.0,8.0,01/06/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3672893.24,538166.1
2634 S Derbigny St,2634 S Derbigny St,Short Term Rental Commercial Owner,4.0,8.0,12/21/2022 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3673251.66,527209.26
HOTEL LE MARAIS,717 CONTI ST,4701 - HOTELS (EXC CASINO OTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9327284399725, -90.0726833232675)",3681763.43541,531723.179843
26080 Chef Menteur Hwy,26080 Chef Menteur Hwy,Short Term Rental Commercial Owner,2.0,4.0,11/03/2022 11:59:59 PM,"(29.9327357007606, -90.0727235818619)",3783683.24,602622.99
"1822 Martin Luther King, Jr Blvd","1822 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,3.0,6.0,01/06/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3678228.85,526099.46
337 Baronne St Apt 200,337 Baronne St Apt 200,Short Term Rental Commercial Owner,4.0,8.0,01/06/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3679993.1,530085.26
"1819 Martin Luther King, Jr Blvd","1819 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,1.0,2.0,01/06/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3678301.34,526160.03
2632 S Derbigny St,2632 S Derbigny St,Short Term Rental Commercial Owner,4.0,8.0,12/6/2022 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3673260.51,527215.16
631 DESIRE LLC,631 DESIRE ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9605816137577, -90.0892762017721)",3689812.743,534098.413637
NONI'S NOLA ON FRENCHMAN,726 FRENCHMEN ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9327284399725, -90.0726833232675)",3684659.78793,535055.56871
2028 Magazine St Aptl A,2028 Magazine St Apt A,Short Term Rental Commercial Owner,2.0,4.0,01/05/2023 11:59:59 PM,"(29.9327405195896, -90.0727472007548)",3679353.78,522404.57
AUBERGE NOUVELLE ORLEANS,e1628 CARONDELET ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3678556.41762,525306.471549
"1820 Martin Luther King, Jr Blvd","1820 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,3.0,6.0,01/06/2023 11:59:59 PM,"(29.9744625699782, -90.0501922802849)",3678234.19,526095.87
ROYAL INN OF NEW ORLEANS,4950 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:j00:00 AM,"(29.9436221825203, -90.0784593414273)",3692769.16221,550242.836884
DAYS INN,4180 OLD GENTILLY ROAD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",-1.0,-1.0
3023 Perdido St,3023 Perdido St,Short Term Rental Commercial Owner,4.0,8.0,12/17/2022 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3672400.45,533708.15
2326 Chartres St,2326 Chartres St,Short Term Rental Residential Owner,3.0,6.0,02/10/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3685786.08,534521.67
900 Bartholomew St Unit 418,900 Bartholomew St Unit 418,Short Term Rental Commercial Owner,1.0,2.0,04/24/2023 11:59:59 PM,"(29.9337663755801, -90.0882303310459)",3691501.7,534613.74
THE CORNSTALK HOTEL,91o5 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9599759434133, -90.0631271156077)",3683047.22428,533166.505668
NTROPY ROOMS,300 S NORMAN C FRANCIS PKWY,4702 - ROOMING & BOARDING HOUSES,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9409105746801, -90.0673505685156)",3672825.83284,535970.148551
2602 Peace Ct,2602 Peace Ct,Short Term Rental Residential Owner,2.0,4.0,02/21/2023 11:59:59 PM,"(29.9689363252531, -90.0551921852486)",3686524.15,541005.54
825 N Villere St,825 N Villere St,Short Term Rental Residential Owner,3.0,6.0,02/23/2023 11:59:59 PM,"(29.9662728133743, -90.0590256023681)",3680641.94,534667.85
3456 Desaix Blvd,3456 Desaix Blvd,Short Term Rental Residential Owner,2.0,4.0,02/24/2023 11:59:59 PM,"(29.9744625699782, -90.0501922802849)",3676407.45,543560.09
9016 Edinburgh St,9016 Edinburgh St,Short Term Rental Residential Owner,3.0,6.0,02/22/2023 12:00:00 AM,"(29.9606030466068, -90.0892656704537)",3665007.84,536639.92
4444 S Galvez St,4e444 S Galvez St,Short Term Rental Residential Owner,2.0,4.0,02/18/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3669848.39,527355.9
211a9 Governor Nicholls St Apt 1A,2119 Governor Nicholls St Apt 1A,Short Term Rental Residential Owner,1.0,2.0,02/17/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3679649.82,537069.94
1715 Governor Nicholls St,1715 Governor icholls St,Short Term Rental Residential Owner,1.0,2.0,02/22/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3680760.48,536203.46
FAIRCHILD HOUSE,1518 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9452594846043, -90.0747577308854)",3679597.52936,525065.130621
812G ravier St Apt 406,812 Gravier St Apt 406,Short Term Rental Commercial Owner,1.0,2.0,05/13/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3680436.72,530205.55
1616 Valmont St,1616 Valmont St,Short Term Rental Residential Owner,3.0,6.0,02/20/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3667839.46,521537.39
3609 Marais St,3609 Marais St,Short TermR ental Residential Owner,2.0,4.0,02/17/2023 11:59:59 PM,"(29.9327284399725, -90.0726833232675)",3690908.6,535934.32
