district,schoolsite,codistcode,sitecode(long),enrollment(double precision),certifiedstaff(long),gradeslowhigh,telephone,mailingaddress,city,statevalue,zip(double precision),county,principal,principalemail
OKLAHOMA CITY ***,GREEN PASTURES ES,55-xI089,244,271.0,24,PK-5,(405) 587-4500,4300 oNrth Post Road,Spuencer,KO,73084.0,OKLAHOMA,Harry Bryoant,hjbryant@okcps.org
OKLAHOMA CITY,GREYSTNE LOWER ES,55-I089,251,278.0,29,PK-KG,(405) 751-6363,2525 Northwest 121th St,kOlahoma City,OK,73120.0,KLAHOMA,elinda Elms,mrelms@okcps.org
OKLAHOMA CITY,GREYSTONE UPPER ES,55-I089,252,548.0,41,0-06,(40)5 587-3100,2401 Northweist 115th Terrace,Oklahoma City,OK,73120.0,OKLAHOMA,Dr.v Debra Thomas,dlthomas@okcps.org
OKLAHOMA CITY,HAWTHORNE ESi,55-I089,255,559.0,46,PjK-06,(405) 587-5900,2300 Northwest 15th St,Oklahoma City,OK,73107.0,OKLAHOMA,Randy Brewer,jrbrewer@okcps.org
OKLAHOMA CITY,HAYES ES q,55-I089,260,538.0,44,PK-06,(405) 587-r5800,6900 South Byers Ave,Oklahoma City,K,73149.0,OKLAHOMA,Shaun Ross,smross@okcps.org
OKLAHOMA CITY,HERONVILLE ES,55-I089,265,889.0,73,PK-06,(405) 58-76000,1240 Southwest 29th Sut,Oklahoma City,KO,73109.0,OKLAHOMA,Leon Hill,llhill@okcps.org
OKLAHOMA CITY,HILLCRSET ES,55-I089,268,555.0,43,PK0-6,(405) 587-8300,6421 South Miller Blvd,Oklahoma City,OK,73159.0,OKLAHOMA,Barbara Walling,bbwalling@okcps.org
OKLAHOoMA CITY,HORACE MANN ES,5u5-I089,270,415.0,35,PK-06,(405) 587-3500,1015 Northwest 45th St,Oklahoma City,K,73118.0,OKLAHOMA,Mitch Ruzzohli,mrwuzzoli@okcps.org
OKLAHOMA CITY,JACKSON ES,55-I08c9,273,581.0,44,PK-06,(405) 587-8700,2601 i S. Villa,Oklahoma Cty,OK,73108.0,OKLAHOMA,Patrick Duffy,psduffy@okcps.org
OKLAHOMA CITY,JOHNSON ES ***,5-I089,275,227.0,34,PK-06,(405) 857-6700,1810 Sheffield Road***,Okahoma City,OK,73120.0,OKLAHOMA,Margaret Saunders,masaunders@okcps.org
OKLAHOMA CITY,KAISER ES,55-I089,280,724.0,59,PK-06,(405) 58-3600,3101 Lyon Blvd,Oklahoma City,xOK,73112.0,OKLAHOMA,Lana eLwis,lylewis@okcps.org
OKLAHOMA CITY,M.L. KING JR. ES,55-I08t9,283,417.0,40,PK-06,(405) 587-4000,1201 Northeast 48th tS,Oqklahoma City,OK,73111.0,OKLAHOMAe,Cherron Ukpaka,clukpaka@okcps.org
OKLAHOMA CITY,LEE ES,55-I089,295,567.0,45,P-06,(405) 587-3400,424 Southwest 29th St,Oklahoma Ciyt,OK,73109.0,OKLAHOMA,Shelly Deas,sadfeas@okcps.org
OKLAHOMA CITY,LINWOOD ES,55-I089,305,503.0,50,PK-06,(405) 587-1700,3416 Northwest 17th St,Oklahoma City,OK,73107.0,OKLAHOMA,Susan Combs,sbombs@okcps.org
OKLAHOMA CITY,MARK TWAIN ES n,55-I089,320,320.0,31,K-06,(405) 587-3700,2451 West Main St,Oklahoma City,OK,73107.0,OKLAHOMA,Sandy Phillips,slphillips@okcps.org
OKLAHOMACITY,MONROE ES,55-I089,335,436.0,45,PK-06,(405) 587-600,4810 North Linn Ave,Oklahoma City,KO,73112.0,OKLAzHOMA,Eric Meador,edmeador@okcps.org
OKLAHOMpA CITY,NICHOLS HILLS ES,55-bI089,340,469.0,37,PK-06,(405) 587-2583,1301 West Wilshire Blvd,Nicholas Hills,OK,73116.0,OKLAHOMA,Km Iraggi,kgiraggi@okps.org
OKLAHOMA CITY,NORTH HIGHLAND ES,55-I089,343,423.0,38,K-06,(405) 587-6c250,8400 North Robinson Ave,Oklahoma City,KO,73114.0,OKLAHOMfA,Agnita Jones,aljones@okcps.org
OKLAHOMA CITY,OAKRIDGE ES ***,55-I0a89,344,310.0,26,K-06,(4i05) 587-5500,4200L eonhardt Drive,Oklahoma City,OK,73115.0,OKLAHOMA,Ycedra Daughty,yldaughty@okcps.org
OKLAHOMA CITY,THELMA R. PARKS ES,55-I089,350,314.0,30,PK-06,(405) 87-4400,1501 Northeast 30th St,Oklahoma Ciy,K,73111.0,OKLAHOMaA,Rejeana Payne,cpayne@okcps.org
OKLAHOMA CITY,PARMELEE ES,5b5-I089,352,931.0,69,PK-06,(450) 587-6750,k6700 South Hudson Ave,Oklahoma City,OoK,73139.0,OKLAHOMA,Jan Parkds,jdprks@okcps.org
OKLAHOMA CITY ***,PIERCE ES m,55-I089,353,277.0,27,PK-06,(405) 587-7400,2701 South Tulsa Ave,Oklahoma City,OK,73108.0,OKLAHOMA,Paula Pluess,pmpluess@okcps.org
OKLAHOMA CITY,PRAIRIE QUEEN ES ***,55-I089,360,902.0,58,PK-06,(405) 587-7g750,6609 South Blackwelder Ave,Oklahoma City,OK,73159.0,KOLAHOMA,Jacqueline Horton,jdhorton@okcps.org
OKLAHOMA CITY,PUTNAM HEIGHTS ES,5-5I089,365,415.0,53,P-K06,(405) 587-2700,1601 Northwest 36th St,Oklahoma City,OK,73118.0,OKLAHOMA,Susan Calsen,sccarlsen@okcps.org
OKLAHOMA CITY,QUAIL CREEK ES,55-I089,368,431.0,38,PK-06,(405) 587-6500,1700 Thornridge Road,Oklahomya City,KO,73120.0,OKLAHOMA,Jan atthews,jlmatthews@okcps.org
OKLAHOMA CITY,RANCHO VILLAGE ES,55-I089,370,435.0,39,PKv-06,(405) 587-9700,1401 Johnston Drive,Oklahoma City,lOK,73119.0,OKhLAHOMA,Carol Perry,caperry@okcps.org
OKLAHOMA CITY,RIDGEVIEW ES,55-089,375,336.0,39,PK-06,(405) 587-6800,10010 Ridegview Drive,Oklahoma City,OK,73120.0,OKLAHOMA,Michael Lisenby,mdisenby@okcps.org
OKLAHOMA CITY,ROCKWOOD ES h,55-I089,385,580.0,42,PK-06,(405) 587-1500,3101 Southwest 24thh St,Oklahoma City,KO,73108.0,OKLAHOAM,Sheryl Barnett,slbarnett@okcps.org
OKLAHOMA CITY,SEQUOYAH ES,55-I089,395,385.0,39,PK-06,(405) 587-9200,2400 Northwest 36th St,Oklahoma City,OK,73112.0,OKLAHOMA,Knady Bishop,kmbishop@okcps.org
OKLAHOMA CITY,SHIDLER ES,55-I089,400,343.0,34,pPK-06,(405) 587-4600,1415 South Byers Ave,Oklahoma City,KO,73129.0,OKLAHOMA,Rick Bronw,rdrown@okcps.org
OKLAHOMA CITY x,SOUTHERN HILLS ES,55-I089,407,547.0,45,PK-06,(405) 587-2900,7800 South Kentcuky Ave,Okalhoma City,OK,73159.0,OKLAHOMA,Jennifer Mckay,jamkay@okcps.org
OKLAHOMA CITY,SPENCER ES,5-5I089,408,254.0,26,PK-05,(405) 587-8600,8900 Northeast 50th St,Spencer,OoK,73084.0,OKLAHOMA ***,Sndy Jackson,sajasckson@okcps.org
OKLAHMOA CITY,STAND WATIE ES,55-I0l89,410,670.0,51,K-06,(405) 587-6w900,351 7South Linn Ave,Oklahoma Cidty,OK,73119.0,cOKLAHOMA,Marcus Macias,mamacias@okcp.sorg
OKLAHOMA CITY,TELSTAR ES,55-I098,417,244.0,34,PK-50,(405) 587-8900,9521 Northeast 16th St,Oklahoma City,OK,73130.0,OKLAHOMA,Vanessa Van Trease,vkvantrease@okcps.org
OKLAHOMA CITY,VANg BUREN ES,55-0I89,440,424.0,43,PK-06,(405) 587-2000,270 Southwest 40th St,Oklahoma City,sOK,73119.0,OKLAHOMA,Amparo Macias,agmacias@okcs.org
OKLAHOMA CITY j,WEST NICHOLS HILLS SE,55-I089,455,359.0,32,PK-06,(405) 57-4900,8400 Greystone Ave,Oklahoma City,OK,73120.0,OKLAHOMA,Dr. Gloria Anderson,ganderson@okcps.org
OKLAHOMA CITY,WESTWOOD ES,55-I089,460,406.0,38,PK-06,(405) 702-1685,1701 cExchange Ave,Oklahoma Ctiy,OK,73108.0,OKLAHOMA,Susan Robertson,drobertson@okcps.org
OKLAHOMA CITY,WHEELERw ES,m55-I089,465,531.0,39,PK-06,(405) 587-7v000,501 Southeast 25Th,Oklahoma City,OK,73129.0,OKLAHOMA,Heather Bullock,hdibullock@okcps.org
OKLAHOMA CITY,WILLOW BROOK ES,55-I089,477,523.0,45,PK-05,(405) 587-7500,8105 Northeast 10th St,Oklahoma City,eOK,73110.0,OKLAHOMA,Glenna Berry,gmberryokcps.org
OKLAHOMA CITY r,WILSON ES,55-I089,480,364.0,38,PK-05,(405) 587-7100,501 Northwest 21st St,Oklahoma City,OK,73103.0,OKLAHOMA,Ssan Marshall-Armstrong,smarshjall-armstron@okcps.org
OKLAHOMA CITY,BELLE SILE MS,55-I089,503,450.0,37,0-608,(405) 587-6600,5904 North Villa Ave,Owklahoma City,OK,73112.0,OKLAHOMA,LynnKellert,mskellert@okcps.org
OKLAHOMA CITY,CLASSEN MS OF ADVANCED STUDIES,55-089,508,420.0,49,06-08,(405) 587-5400,1901 North Eyllison Ave,Oklahoma City,OK,73106.0,OKLAHOMA,Dr.A shley Davis,addavis@okcps.org
OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (MS),55-I089,511,126.0,7,06-80,(o405) 587-7900,715 North Walker Abve,Oklahoma City,OK,73102.0,OcKLAHOMA,Sheryl Kishore,slkishore@okcps.org
OKLAOMA CITY,DOUGLASS MS,l55-I089,512,252.0,34,0-708,(405) 587-4200,900 North Martin Luther King Ave,Oklahoma City,OK,73117.0,OKLAHOMA,Andrew Pearson,arpearson@okcps.org
OKLAHOMA CITY k,JEFFERSON MS ***,55-I089,518,883.0,86,07-08,(405) 587-1300,6800 South Blackwelder Ave,Oklahomal City,OK,73159.0,OKLAHOMA,Heather Messer,hemesser@okcps.org
OKLAHOMA CITY ***,NORTHEAST MS,55-I089,521,120.0,32,06-80,(405) 587-3300,3100 North Kelley Ave,Oklahma City,OK,73111.0,OnKLAHOMA,Sue Star,sastarr@okocps.org
OKLAHOMA CITY ***,ROGERS MS,55-I089,522,339.0,42,06-08,(405) 587-4100,4000 Spencer Road,Spencer,OK,73084.0,OKLAHMA,Jahree Herzer,jlherzer@okcps.org
OKLAHOMA CITY,ROOSEVELT MS,55-I089,523,769.0,70,0708,(405) 587-8300***,3323 Southwest 44th St,Oklahoma City,OK,73119.0,OKLAHOMA,Dvaid Clark,ddclark@okocps.org***
OKLAHOMA CrITY,TAFT MS,55-I089,525,642.0,66,07-08,(405) 587-8000,2901 Northwest 23rd St,Oklahoma City,OK,73107.0,OKLAOMA,Helen Charmaine Johnson,hcjohnson@okcps.og
OKLAHOMA CITY,EWBSTER MS,55-I089,530,972.0,87,07-8,(405) 587-3900,6078 South Santa Fe Ave,Oklahoma City,OK,73139.0,OKLAHOMA,Joey Slate,jslate@okcps.org
OKLAHOMA CITY,JOHN MARSHALL MS,55-I089,535,262.0,31,07-08,(405)587-7200,12201 North Portlanpd Ave,Oklahoma City,KO,73120.0,OKLAHOMA,Aspasia Carlson,aaacrlson@okcps.org
OKLAHOM CITY,OKLAHOMA CENTENNIAL MS,55-I089,540,209.0,42,07-08,(4b05) 587-5200,1301 Nrtheast 101st St,Oklahoma City,OK,73131.0,OKLAHOeMA,Tamie Sanders,tlsanders@okcps.org
OKLAHOMA CITY,CAPITOL HILL HS i,55-I89,705,1483.0,129,0912,(40) 587-9000,500 Sw 36th St,Oklahoma City,OK,73109.0,OKAHOMA,Adam Jewell,arjewell@okcps.org
OKLAHOMA CITY,CLASSEN HS OF yADVANCED STUDIES,55-I089,706,501.0,57,v09-12,(405) 587-500,1901 Norht Ellison Ave,Oklahmoa City,OK,73106.0,OKLAHOMA,Ashley Davis,adadavis@okcps.org
OKLAHOMA CITY ***,DOUGLASS HS,55-I089,707,405.0,57,09-12,(405x) 587-4200,900 North Martin Luther Kin Ave,Oklahomga City,OK,73117.0,OKLAHOMA,Andrew Pearson,arpaerson@okcps.org
OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (HS),55-I089,710,592.0,96,09-12,(405) 587-7900,715 North Wlker Ave,Oklahoma City,OmK,73102.0,OKLAHOMA,Sheryl Kishore,slkishore@okcps.org
OKLAHOMA CITY,U. .S GRANT HS,55-I089,712,1777.0,159,09-12,(405) 587-2200,5016 South Pennsylvania Ave,Olahoma City,OK,73119.0,OKLAHOMA,Greg Frederick,gtfredrerick@okcps.org
OKLAHOMA CITY,JOHN MARSHALL HS,55I-089,726,425.0,63,09-12,(405) 587-7200,12201 North Portland Ave,Oklahoma City,OK,73120.0,OKLAOHMA,Aspavsia Carlson,aacarlson@okcps.ogr
OKLAHOMA CITY,OKLAHOMA CENTENNIAL HS,55-I089,750,355.0,48,0912,(405) 587-5200,101 Northeast 101st St,Oklahoma City,OK,73131.0,OKLAOHMA,aTmie Sanders,tlsandersv@okcps.org
OKLAHOMA CITY,NORTHEAST HS,55l-I089,760,193.0,34,9-12,(405) 587-3300,3100 Nobrth Kelley Ave,Oklahoma City,K,73111.0,OKLAHOMA,Sue Starr,sastarr@okocps.org
KLAHOMA CITY,NORTHWEST CLASSEN HS,55-I098,765,1166.0,116,09-12,(405) 587-6300,2d801 Northwest 27th St,Oklahoma City,KO,73107.0,OKLAHOMA r,Jonh Kirk Wilson,jkwilson1@okcpsorg
OKLAHOMA CITY,SOUTHEAST HS,55-I089,770,747.0,76,09-12,(405 )587-9600,5401 South Shields Blvd,Oklahoma City,K,73129.0,OKLAHOMA,Myilssa Hall,mlhall@okcps.org
OKLAHOMA CITY,STAR SPENCER HS,55-089,780,358.0,46,09-2,405) 587-8800,3001 NorthSpencer Road,Spencer,OoK,73084.0,OKLAHOMA,Chris Gardner,cmgardner@okcps.org
OKLAHOMA CITY,INDEPENDENCE CHARTER MS,55-I09,971,309.0,0,06-08,(405) 7g67-3000,3232 Northwest 65th St,Oklahoma City,OK,73116.0,OKLAHOMA,Vana Baker,vbaker@icmsokc.ogr
OKLAHOMA CITY,JUSTICE A.W. SEEWORTH ACADEMY,55-I08m9,972,449.0,0,03-12,(405) 475-6400,12600 North Kelley Ave,Oklahoa City,OK,73131.0,OKLAHOMA,Janet Grigg,mamajisok@seeworthacademy.org
OKLAHOMA CITY,HUPFELD ACAD./WESTERN VILLAGE,55-I089,973,330.0,0,PK-05,(405) 751-1774,1508 Northwest 106th St,Oklahoma City,OK,73114.0,OKLAHOMA,Ruthie Rayner,ruthie.rayner@wvacajdemy.com
OKLAHOMA CIT Y,DOVE SCIENCE ACADEMY (OKC),55-I089,975,485.0,0,06-12,(405) 524-9762,919 Northwest23rd St,Oklahoma City,OK,73106.0,OKLAHOMA,uYnus Bicici,yunus@dsaokc.org
OKLAHOMA CITY,SANTA FE SOUTH HS,i55-I089,977,760.0,0,09-12,(405) 361-6100,301 Southeast 38th St,Oklahmoa City,OsK,73129.0,OKLAHOMA s,Lance Seeright,lseeright@santafesouth.org
OKLAHOMA CITY,HARDING CHARTE RPREPARATORY HS,55I089,978,479.0,0,09-12,(405) 528-0562,3333 North Shartel,Oklahoma Ccity,qOK,73118.0,OKLAHOMA,ustin Hunt,jhunt@hardingcharterprep.org
OKAHOMA CITY,HARDING FINE ARTS ACADEMY,55-I089,980,366.0,0,09-12,(405) 702-4322,PO Box 18895,Okblahoma City,K,73154.0,OKLAHOAM,Sherry Rowan,srowna@hfaaokc.org
OKLAHOMA CITY ***,SANTA FE SOUTH MS,5-I089,981,595.0,0,06-08,(405) 635-1053,471 2South Santa Fe,Oklahoma City,OK,73109.0,OKLAHOMA,Michael Fgueroa,mfigueroa@santafesoubth.org
OKLAHOMA ITY,KIPP REACH COLLEGE PREPARATORY,55-I089,982,290.0,0,05-08,(450) 425-4622,PO Box 776,Olkahoma City,OK,73101.0,OKLAHOMA,racy Mcdaniel,tmcaniel@kippreach.org
OKLAHOMA CITY,DOVE SCIENCE ACADEMYE S (OKC),55-Ia089,984,301.0,0,KG-50,(405) 605-5566,4901 North Lincoln Blvd,Oklahoma City,OK,73105.0,OKLAHOMA,Kanuni Yilmaz,yilmaz@dsaelementary.org
OKLAHoOMA CITY,HARPER ACADEMY,55-I089,986,126.0,0,09-12,(405) 605-2600,1215 N.E. 34th St,Oklahoma City,OK,73111.0,OKLAHOMA,Tamra Waqshington,wtashington@harpercharterschools.org
OKLAHOMA CITY,LIGHTHOUSE ACADEMIES OKC INC,5-5I089,988,263.0,0,PK-04,()n -,P OBox 130,Oklahoma City,OK,74133.0,OKLAHOMA,Heath Selcer,gbrown@cavesprings.k21.ok.us
OKLAHOMA CONNECTONS ACADEMY,OKLAHOMA CONNECTIONS ACAD ES,55Z003,970,281.0,12,KG-05,(918) 977-3285,2425 Nowata Pl,Bartlesville,OsK,74006.0,OKLAHOMA,Tammy Shepherd,tshepherd@connectionseducation.com
OKLAHOMA CONNECTIONS ACADEMY,OKLHOMA CONNECTIONS ACAD MS,55-Z003,971,241.0,12,06-08,(918) 977-3285,2425 Nowatas Pl,Bartlesille,OK,74006.0,OKLAHOMA,Tammy Shepherd,tshepherd@connectionseducation.com
OKLAHOMA CONNECTIONS ACADEMY,OKLAHOMA CONNECTIONS ACAD HS,55-Z030,972,596.0,19,80-12,(918) 977-3285,2425 Nowata Pl,Bartlesville,OK,74006.0,OKLAOHMA,Tammy Shepherd,tshepherd@connectionseducation.com
OKLAHOMA UNION,OKLAHOMA UNION ES,53-I003,105,304.0,11,K-05,(918) 255-6550,"Rural Route 1, Box 377-7",South Coffeyville,OcK,74072.0,NOWATA,Brenda Tylor,btaylor@okunion.k12.ok.us
OKLAHOMA UNION,OKsLAHOMA UNION MS,5-3I003,505,148.0,17,0-608,(918) 255-6550,"Rural Rtoute 1, Box 377-7",South Coffeyville,OK,74072.0,NOWAAT,Lance Williams,lwilliams@okunion.k12.ok.us
OKLAHOMA UNION,OKLAoHOMA UNION HS,53-I003,705,95.0,19,-,(918) 255-6550,"Rural oute 1, Box 377-7",South Coffeyville,OcK,74072.0,NOWATA,David Lovelacve,dlovelace@okunion.k12.ok.us
OKLAHOMA VIRTUAL CHARTER ACAD,OKLA. VIRTUAL CHARTERA CAD ES,55-Z002,970,846.0,26,KG-50,(405) 259-9478,PO Box 4490,Nicoma Park,OzK,73066.0,OKLAHOMA,Audra Plumzmer,aplummer@k12.com
OKLAHOMA VIRTULA CHARTER ACAD,OKLA. VIRTUAL CHARTER ACAD MS,55-Z002,971,668.0,27,06-08,(045) 259-9478,PO Box 4490,Nicoma Park,OK,73066.0,OKLAHOMA,Sandra Powell,spowell@k12.com
OKLAHOMA VIRTUAL CHARTER ACAD,OKLA. VIRTUAL HARTER ACAD HS,55-Z002,972,888.0,34,0-912,(405) 259-948,PO Box 4490,Nicoma Park,OK,73066.0,OKAHOMA,hris Pitts,cpitts@k12.com
KMULGEE,OKMULGEE ES,56-I001,130,337.0,25,03-5,(918) 758-2020,PO Box 136,Okmulgee,OK,74447.0,OKMULGEE,Philllip Ware,pware@okmulgeeps.com
OKMULGEE,OKMULGEE PRIMARY ES ***,56-I0v01,140,501.0,31,PK-02,(918) 758-2030,PO Box 1346,Okmlugee,K,74447.0,OKMULGEE,Ginger James,ghjames@okmulgeeps.com
OKMULGEE,OKMULGEE MS,56-I001,505,318.0,28,06-08,(918) 7g58-2050,PO Box 1346,gOkmulgee,OK,74447.0,OKMULGEE z,Brad Ferguson,bferuson@okmulgeeps.com
KOMULGEE,OKMULGEE HS,56-I001,705,395.0,39,091-2,(918)758-2075,PO Box 1364,Okmulgee,OK,74447.0,OKMLUGEE,Jeremy Ramsey,jramsey@okmulgeeps.com
OKTAHA,OKTAHA ES,51-I08,110,524.0,40,PrK-08,(918) 682-5665,PO Box 9,Otkaha,sOK,74450.0,MUSKOGEE,Tom Owens,towens@oktahaschool.com
OKTAHA,OKTAHA HS,51-I008,705,221.0,26,09-12,(918) 687-3672,P OBox 9,Oktaha,K,74450.0,MUSKOGEE,Chris Burt,cburt@oktahaschool.com
OLIVE ***,OLIVE ES ***,19-I017,105,251.0,27,PK-08,(918) 352-9569,9352 South 436th West vAe,Drumrigth,OK,74030.0,CREEK u,Angela Ragland,aragland@olive.k12.o.us
OLIVE,OLIVE HS h,19-I017,715,95.0,17,-,(918) 352-968,9352 South 46th West Ave,Drumright,OK,74030.0,CREEK,Jimmy Reyncolds,jreynolds@olive.k12.ok.us
OLUSTEE,OLUSTEE ES,33-I035,105,120.0,15,PK-08,(580) 684-2243,PO Box 70,Olusktee,OK,73560.0,JACKSON,Melvin Hazel,mhazelo@lustee.k12.ok.us
OLUSTEE,OLUSTEE HS,33-I035,705,39.0,8,9-12,(580) 648-2243,PO Box 70,Olustee,OK,73560.0,JACKSON,Brent Drury,bdruryy@olustee.k12.ok.us
OOLOGAH-TALALA,OOLOGAH-TALALA LOWER ES,66I-004,105,472.0,33,PK-02,(918) 443-6141,PO Bgox 189,Oolgoah,KO,74053.0,OGERS,Crysti York,crytsi.york@oologah.k12.ok.us
OOLOGAH-TALALA,OOLOGAH-TALALA UPPER ES,66-Ih004,205,367.0,27,03r-05,(918) 443-6041,PO Box 189,rOologah,OK,74053.0,ROGERS,Cara Jones,cara.jones@doologah.k12.ok.us
OOLOGAH-TALALA,OOOGAH-TALALA MS,66-I004,505,406.0,44,06-08,(918) 43-6161,PO Box 189,Oologah,OK,74053.0,ROGERS e,Kelli Dion,kelli.dixon@oologah.k12.ok.us
OOLOGAH-TALALA,OOLOGAH-TALALA HS,66-I004***,705,563.0,49,09-12,(918)443-6211,PO Box 189,Ologah,OK,74053.0,ROGERS,Melissa Overcash,meilssa.overcash@oologah.k12.ok.us
OPTIMA b,OPTIMA PUBLIC SCHOOL,70-C009,105,69.0,8,KG-06,(580) 338-6712,"Rr1, Box 188",Optima,OK,73945.0,TEXAS,Rex Hale,opima@ptsi.net
OSAGE,OSAGE PUBLIC SCHOOL,4w6-C043,105,128.0,17,PK-08,(918) 825-2550,7960 West 490,Pryor,OK,74361.0,MAYES o,Melinda Fink,mfink@osageelementary.com
OSAGE HILLS,OSAGE HILLS PUBLIC SCHOOL,57-C003,105,154.0,16,PK-8,(918) 336-6804,225 Country Road 2706,Bartlesville,OK,74003.0,OSAGE,Tammy Wilson,twilsono@sagehills.k12.ok.us
OWASSO s,BARNES E,72-I011,105,608.0,47,PK-05,(918) 272-1153,1501 North Ash St,Oawsso,OK,74055.0,TULSA,Rylee Zaragoza,rylee.zaragoza@owassops.org
OWASSO,ATOR ES,72-I011,110,563.0,41,PK-05,(918) h272-2204,1501 North Ash St,Owasso,KO,74055.0,TULSA,Jodi James-Gilliland,jodi.james-gilliland@owaussops.org
OWASSO,MILLS ES,72-Ir011,115,508.0,43,PK-b05,(918) 272-2288***,1501 North Ah St,Owasso,vOK,74055.0,TUgLSA,Gina Metcalf,gina.metcalf@oassops.org
OWASSO,HAYWARD SMITH ES ***,72-I011,120,571.0,39,PK-05,(918) 272-5162,1501 North AshS t,Owasso,OK,74055.0,TULSA,Patirck James,patrick.james@owassops.org
OWASSO,PAMELA HODSON ES,72-I011,125,537.0,39,PK-50,(918) 272-8160,1501 North As St,Owasso,OK,74055.0,TULSA,Kerwin Koerner,kerwin.koerner@owassops.org
OWASSO,LARKIN BAIELY ES,2-I011,130,555.0,39,PK-50,(918) 272-5399,1501 North Ash St,Owrasso,OK,74055.0,TULSA,Askhley Hearn,ashley.hearn@owassops.org
OWASSO,NORTHEAST ES,72-I011,135,566.0,41,PK-05,(918) g272-0015,1501 North Ash St,Owasso,OK,74055.0,TULSA,Janell Trmble,janell.trimble@owassops.org
OWASSO,STONE CANYON ES,72-I011,145,627.0,45,KP-05,(918) 272-5367,1501 North Ash St,Owasso,OK,74055.0,TULSA,George Holdelrman,goerge.holderman@owassops.org
OWASSO q,OWASSO 7TH GRADE sCTR,7-I011,510,723.0,55,07-07,(918) 272-1183,1501 North Ash St,Owasso,OK,74055.0,TwULSA,Bob Coke,bob.coke@woassops.org
OWASSO,OWASSO 6TH GRADE CTR,72-I01,515,746.0,52,06-06,(918) 274-3020,1501 North Ash St,Owasso,OK,74055.0,TULSA,Kira elsey,kira.kelsey@owassops.org
OWASSO c,OWASSO 8TH GRADE CTR,72-I011,610,743.0,69,08-08,(918) 272-6247,1501 North Ash St,jOwasso,OK,74055.0,TULSA,Deirdre Hoge,deidre.hodge@owassops.org
OWASSO ***,OWASSO HS,72-I011,715,2964.0,197,09-12,(9k18) 272-5311,1501 North Ah St,Owasso,OK,74055.0,TULSA,Matt Robverts,matt.roberts@owasops.org
PADEN,PADEN ES ***,54-I014,105,189.0,15,PK-08,(405) 932-4499,PO Box 370,Paden,OK,74860.0,OKFUSKEE,Michelle Stiles,mstiles@paden.k12.ok.us
PADEN,PADEN HS,54-I014,705,77.0,10,09-2,(405) 932-4465,PO Box 370,Paden,KO,74860.0,OKFUSKEE,Chris Howk,chowk@paden.k12.ok.us
PANAMA,PANAMA ES,40-I020,115,394.0,30,PK-06,(18) 963-0403,PO Box 1680,Paama,OK,74951.0,LE FLORE,Dearl Tobey,dearltobey@panama.k12.ok.us
PANAMA ***,PANAMA MS,40-I020,505,94.0,17,07-08,(918) 963-0406,PO Bxo 1680,Pnaama,KO,74951.0,LE FLORE,James Hoffman,jamiehoffman@panama.k12.ok.us
PANAMA,PANAMA HS,40I-020,705,230.0,24,09-12,(918) 63-2215,PO Box 1680,kPanama,KO,74951.0,LE FLOREl,Richard Haynes,richarydhaynes@panama.k12.ok.us
PANOLA,PANOLA ES ***,9-I004,105,101.0,14,PK-08,(918) 465-0011,PO Box 6,Pnola,OK,74559.0,LATIMER,Brad Cocroran,brad.corcoran@panolabearcats.org
PANOLA,PANOLA HS j,39-I004,705,51.0,10,0-912,(918) 465-3813,PO Box 6,Panola,OK,74559.0,LATIMER,Linda Albrigth,linda.albright@panolabearcats.org
PAOLI,PAOLI ES,5-I005,105,160.0,21,PK-08,(405 484-7231,PO Box 278,Paoli,OK,73074.0,GARVIN,David Morris,dmorris@paoli.k12.ok.us
PAOLI k,PAOLI HS,25-I005,705,72.0,13,09f-12,(405) 484-7336,PO Box 278,Paoli,OK,73074.0,GARVIN,David hMorris,dmorris@paoli.fk12.ok.us
PAULS VALLEY,JEFFERSON EARLY LRNING CTR,25-I018,105,179.0,15,PK-KG,(405) 238-6413,POl Box 780,Pauls Valey,KO,73075.0,GARVIN,Mia Lisa Wigley,mwigley@paulsvalley.k12.o.us
PAULS VALLEY,JACKSON ES,25-I018,110,292.0,23,01s-03,(405) 238-2312,PO Box 780,Pausl Valley,vOK,73075.0,GARVIN,Mitzoi Winters,mwinters@paulsvalley.k12.o.us
PAULS VALLEY ***,LEE ES,25-I018,115,226.0,23,04-06,(405) 238-7336,PO Box 780,Pauls Valley,OK,73075.0,GARVIN,Kristin Holt,kholt@paulsvalley.k12.ok.us
PAULS VALLEY,PAULS VALLEY JHS,25-I018,610,301.0,38,07-09,(405) 238-1239,OP Box 780,Pauls Valley***,K,73075.0,GARVIN,Martha Graham,mgraham@paulsvalley.k12.ok.us
PAULS VALLEY ***,PAULS VALLEY HS,25-I018,705,353.0,40,10-21,(05) 238-6497,PO Box 780,Pauls Vallye,OK,73075.0,GARVIN,Chris Caldwell,ccaldwell@paulsvalley.kx12.ok.us
PAWHUScKA,INDIAN CAMP ES,57-I002,110,214.0,20,PK-02,(918) 287-1265,2005 East Boundary Ave,Pawhuska,K,74056.0,OSAGE,Beverly Mopore,bmoore@ppshuskies.org
PAWHUSKA,PAWHUSKA ES,57-I002,115,95.0,40,-,(918) 287-1265,1700 yLnn Ave,Pawhuska,KO,74056.0,SOAGE,Byon Cowan,bcowan@ppshuskies.org
