1624.mailingaddress,b3101 West Edison St,3101 West Edison St
600.schoolsite,GRANITE ES                   ,GRANITE ES                    
1823.codistcode,09-I0u27,09-I027
1098.gradeslowhigh,0q7-08,07-08
995.schoolsite,BENJAMIN FRANKLN SCI. ACADEMY,BENJAMIN FRANKLIN SCI. ACADEMY
941.mailingaddress,500 North Norman Aev,500 North Norman Ave
1137.statevalue,KO,OK
1261.codistcode,5-2I001,52-I001
654.gradeslowhigh,f06-08,06-08
497.statevalue,KO,OK
3.schoolsite,ACHILLE ES             p       ,ACHILLE ES                    
962.telephone,(405) 735-5440,(405) 735-4540
23.statevalue,KO,OK
486.mailingaddress,222 West Braodway Ave,222 West Broadway Ave
1312.telephone,(918) 22-3384,(918) 242-3384
865.telephone,(918) 623-1007,(918) 623-0107
792.telephone,580) 353-6299,(580) 353-6299
904.district,MIDWEST CITY-DEL CITY h        ,MIDWEST CITY-DEL CITY         
450.city,yEdmond,Edmond
419.schoolsite,DOVE SCIENCE ACfADEMY (TULSA)  ,DOVE SCIENCE ACADEMY (TULSA)  
1825.telephone,(40) 265-1342,(405) 265-1342
337.district,COLLINSVILLE                p  ,COLLINSVILLE                  
1387.gradeslowhigh,09-i12,09-12
1678.district,UNION                        ,UNION                         
467.telephone,(05) 330-7380,(405) 330-7380
1636.county,TULS A      ,TULSA       
1761.telephone,(405) 530-3475,(405) 350-3475
105.principal,Mtathew Flinton,Matthew Flinton
1253.mailingaddress,PO Bx 389,PO Box 389
98.principal,Sco tMccorstin,Scot Mccorstin
1583.statevalue,KO,OK
145.principal,Rick Girmes,Rick Grimes
379.city,Stiilwell,Stilwell
1172.county,OKAHOMA    ,OKLAHOMA    
1745.gradeslowhigh,09-1u2,09-12
1806.gradeslowhigh,09-21,09-12
1444.statevalue,K,OK
653.principal,Donielle aCantwell,Donielle Cantwell
1751.city,Weleeka,Weleetka
1227.telephone,(918) g272-0015,(918) 272-0015
846.schoolsite,EDISON ES   b                  ,EDISON ES                     
951.statevalue,KO,OK
1159.district,OKLAHOMA CITY             r    ,OKLAHOMA CITY                 
1324.district,PUTNAM ICTY                   ,PUTNAM CITY                   
553.gradeslowhigh,o-,-
1764.gradeslowhigh,0-909,09-09
661.telephone,(918) 652-657,(918) 652-6587
1370.gradeslowhigh,P-08,PK-08
818.mailingaddress,2000168th Ave Northeast,2000 168th Ave Northeast
311.telephone,(918) 25-6401,(918) 256-6401
11.schoolsite,BERNITA HUGHES ES            ,BERNITA HUGHES ES             
689.county,LE LORE    ,LE FLORE    
277.statevalue,jOK,OK
497.principalemail,jroberts@empireschool.ourg,jroberts@empireschool.org
1679.codistcode,2-I009,72-I009
886.mailingaddress,301North Main St,301 North Main St
1165.principal,Sue Star,Sue Starr
180.district,BROKEN ARROW                  ***,BROKEN ARROW                  
42.schoolsite,AMBER-POCASSET HS    e         ,AMBER-POCASSET HS             
57.codistcode,10-I19,10-I019
39.statevalue,OuK,OK
1310.principalemail,jtaylor@prettywatver.k12.ok.us,jtaylor@prettywater.k12.ok.us
139.schoolsite,BOKOSHE ES                   ,BOKOSHE ES                    
386.gradeslowhigh,P-08,PK-08
333.gradeslowhigh,1-03,01-03
123.county,TLUSA       ,TULSA       
1560.district,TLUSA                         ,TULSA                         
905.city,Oklahoma iCty,Oklahoma City
748.mailingaddress,23810 West Highwya 51,23810 West Highway 51
954.gradeslowhigh,PK06,PK-06
1499.gradeslowhigh,PK-50,PK-05
1040.telephone,(45) 366-5899,(405) 366-5899
667.mailingaddress,500E ast Smith Ferry Road,500 East Smith Ferry Road
1378.mailingaddress,300 Ranger Balvd,300 Ranger Blvd
1717.telephone,(4s05) 383-2222,(405) 383-2222
472.schoolsite,NORTH S                      ,NORTH HS                      
731.district,KANSAS                        ***,KANSAS                        
519.city,Eufaua,Eufaula
1138.gradeslowhigh,K-06,PK-06
1075.codistcode,21-0I05,21-I005
834.telephone,(045) 457-6300,(405) 457-6300
1311.district,PRUE                         ,PRUE                          
358.county,WAOGNER     ,WAGONER     
394.telephone,(405) 359-3818,(405) 359-3188
993.statevalue,K,OK
1140.principalemail,jdprks@okcps.org,jdparks@okcps.org
1323.telephone,(405) 470-3918,(405) 470-3981
30.schoolsite,WASHINGTON ES                 ***,WASHINGTON ES                 
1025.city,Newcatle,Newcastle
1119.mailingaddress,1281 Northwest 21st St,1821 Northwest 21st St
494.mailingaddress,100 North Mus Ave,100 North Muse Ave
1730.telephone,(918) 4225132,(918) 422-5132
185.gradeslowhigh,0z6-08,06-08
759.mailingaddress,PO ox 370,PO Box 370
1778.codistcode,31-C0n10,31-C010
462.principalemail,lisa.crosslin@wedmondschools.net,lisa.crosslin@edmondschools.net
995.gradeslowhigh,KP-08,PK-08
600.principalemail,lpricktet@granite.k12.ok.us,lprickett@granite.k12.ok.us
137.statevalue,K,OK
448.telephone,(405) 99g7-5252,(405) 997-5252
888.gradeslowhigh,0d6-08,06-08
611.mailingaddress,2001 West Nodble Ave,2001 West Noble Ave
1771.telephone,(40r5) 257-2341,(405) 257-2341
1422.telephone,(580) 922-738g2,(580) 922-7382
1715.mailingaddress,418 Sotuh Broadway St,418 South Broadway St
1642.statevalue,OmK,OK
589.district,GRACEMONT                    ,GRACEMONT                     
1504.gradeslowhigh,K-08,PK-08
1408.principalemail,baltfred@sapulpaps.org,balfred@sapulpaps.org
516.telephone,(405) 79-4550,(405) 749-4550
1097.district,OKEENE                       ,OKEENE                        
739.schoolsite,EOTA ES                      ,KEOTA ES                      
984.telephone,5(80) 347-2214,(580) 347-2214
751.codistcode,19-Ik018,19-I018
350.codistcode,2p4-I094,24-I094
1631.principalemail,colemna@tulsaschools.ogr,colemna@tulsaschools.org
341.city,Commerec,Commerce
333.city,Collnisville,Collinsville
212.codistcode,16-I00o1,16-I001
1619.principal,Melissa lVenable,Melissa Venable
1312.gradeslowhigh,0-912,09-12
1262.codistcode,5-2I001,52-I001
379.district,DAHLONEGAH      u              ,DAHLONEGAH                    
1733.telephone,(580) 28-3531,(580) 228-3531
415.principalemail,dgardnerp@dickson.k12.ok.us,dgardner@dickson.k12.ok.us
1176.city,Olahoma City,Oklahoma City
783.codistcode,1-6I008,16-I008
176.gradeslowhigh,KG-20,KG-02
1073.statevalue,KO,OK
902.telephone,( -,() -
1760.principalemail,dianoe.b.klein@westernheights.k12.ok.us,diane.b.klein@westernheights.k12.ok.us
1261.county,NOBLE       ***,NOBLE       
1125.telephone,(405) 58-76000,(405) 587-6000
1711.district,WAGONERd                       ,WAGONER                       
1287.codistcode,6-I071,36-I071
1162.county,OcKLAHOMA    ,OKLAHOMA    
869.principalemail,hildebrand@maysville.k12.ok.us,shildebrand@maysville.k12.ok.us
645.mailingaddress,408 West Fraknlin,408 West Franklin
875.gradeslowhigh,KG-GK,KG-KG
1772.schoolsite,WWOKA LEARNING CENTER        ,WEWOKA LEARNING CENTER        
680.telephone,(580 )688-2707,(580) 688-2707
817.principal,Chuck Krpe,Chuck Karpe
1012.telephone,(45) 256-6282,(405) 256-6282
1317.telephone,(918) i825-2340,(918) 825-2340
191.schoolsite,RECTOR JOHNSON MS            ,RECTOR JOHNSON MS             
1423.statevalue,KO,OK
1410.principalemail,jbilby@saplpaps.org,jbilby@sapulpaps.org
233.telephone,(580) 8862256,(580) 886-2256
910.codistcode,55-eI052,55-I052
1504.county,SEMINOLE   ,SEMINOLE    
1660.mailingaddress,PlO Box 780,PO Box 780
1325.gradeslowhigh,PK0-5,PK-05
1452.mailingaddress,355 South sOage St,355 South Osage St
1456.statevalue,OmK,OK
930.schoolsite,MILLWOOD ES                w   ,MILLWOOD ES                   
1140.mailingaddress,k6700 South Hudson Ave,6700 South Hudson Ave
410.principal,Bretn Dugger,Brent Dugger
1745.codistcode,20-I062,20-I026
615.principalemail,chris.lgrande@guthrieps.net,chris.legrande@guthrieps.net
402.city,Idbael,Idabel
805.gradeslowhigh,PK-e08,PK-08
1623.county,TUSLA       ,TULSA       
327.gradeslowhigh,09-21,09-12
371.telephone,(918) 225-483,(918) 225-4683
1686.codistcode,62-0I09,62-I009
263.mailingaddress,901 South lChs St,901 South Chs St
774.county,POTOTOC    ,PONTOTOC    
697.gradeslowhigh,PK05,PK-05
81.gradeslowhigh,P-05,PK-05
1461.gradeslowhigh,PK-3,PK-03
587.gradeslowhigh,06-8,06-08
924.schoolsite,DEL CITY HS                  ,DEL CITY HS                   
369.mailingaddress,mPO Box B,PO Box B
649.gradeslowhigh,0-08,06-08
986.mailingaddress,POBox 88,PO Box 88
76.city,aBrnsdall,Barnsdall
562.gradeslowhigh,PKp-08,PK-08
283.district,CHICKSHA                     ,CHICKASHA                     
210.codistcode,16-I001***,16-I001
1426.principal,oDavid Dean,David Dean
1750.schoolsite,WELCH HS      c                ,WELCH HS                      
664.mailingaddress,500 Eas Smith Ferry Road,500 East Smith Ferry Road
1306.county,LICOLN     ,LINCOLN     
786.principal,Sherry Havrnon,Sherry Havron
1396.gradeslowhigh,cPK-05,PK-05
864.gradeslowhigh,K-08,PK-08
1297.mailingaddress,PO Borx 120,PO Box 120
876.principalemail,kyounger@mcalester.k12.oqk.us,kyounger@mcalester.k12.ok.us
374.principalemail,pat.elderc@ushing.k12.ok.us,pat.elder@cushing.k12.ok.us
1452.statevalue,yOK,OK
188.county,UTLSA       ,TULSA       
1410.mailingaddress,7 lSouth Mission St,7 South Mission St
853.principalemail,wrightt@mannford.xk12.ok.us,wrightt@mannford.k12.ok.us
488.district,ELK ITY                      ,ELK CITY                      
1387.district,SALINA   e                     ,SALINA                        
1006.principal,Jillian Mitchlel,Jillian Mitchell
183.mailingaddress,2701 jSouth Elm Place,2701 South Elm Place
886.principal,Mijcheal Thompson,Micheal Thompson
874.mailingaddress,PO Box 1z027,PO Box 1027
687.district,HOOKER                        ***,HOOKER                        
545.telephone,(918) 48-2471,(918) 478-2471
802.schoolsite,MACARTHUR HS                  ***,MACARTHUR HS                  
83.schoolsite,WAYSIDE ES             f       ,WAYSIDE ES                    
863.city,Stliwell,Stilwell
1816.county,yTEXAS       ,TEXAS       
71.principalemail,emihaelis@atoka.org,emichaelis@atoka.org
1343.principalemail,tmitchll@putnamcityschools.org,tmitchell@putnamcityschools.org
1636.district,UTLSA                         ,TULSA                         
191.district,BROKEN pBOW                    ,BROKEN BOW                    
662.telephone,(918) 65-6578,(918) 652-6578
277.telephone,(58) 497-2486,(580) 497-2486
1303.county,LE LFORE    ,LE FLORE    
1086.statevalue,aOK,OK
598.mailingaddress,PO Box 693,PO Box 639
922.principalemail,mflies@mid-del.nte,mflies@mid-del.net
62.district,ARKOMA                       ,ARKOMA                        
198.city,Brulington,Burlington
1594.city,Tulas,Tulsa
1459.codistcode,48-0I14,48-I014
451.mailingaddress,051 West Hurd St,501 West Hurd St
794.principal,Melanie Nungessser,Melanie Nungesser
158.statevalue,K,OK
1327.mailingaddress,11800 James L. Dennjis Drive,11800 James L. Dennis Drive
351.mailingaddress,400 E aMine,400 E Maine
1489.principal,athy Walker,Cathy Walker
1165.district,OKLAHOMA CITY                 ***,OKLAHOMA CITY                 
523.mailingaddress,202 West Wasihngton Ave,202 West Washington Ave
657.county,LE FmLORE    ,LE FLORE    
156.district,BRIDG ECREEK                  ,BRIDGE CREEK                  
1747.county,MUSKGOEE    ,MUSKOGEE    
1446.principal,Tohnya Lemon,Tonya Lemon
515.statevalue,nOK,OK
1694.codistcode,2k6-I099,26-I099
467.city,Edmodn,Edmond
952.county,CLVEELAND   ,CLEVELAND   
1207.district,KOMULGEE                      ,OKMULGEE                      
763.principal,Rons Slawson,Ron Slawson
1659.county,GRADY     x  ,GRADY       
1500.county,GARVIN  s    ,GARVIN      
1205.city,Okmlugee,Okmulgee
270.mailingaddress,401 Redbaud Lane,401 Redbud Lane
1251.city,Paawnee,Pawnee
758.principalemail,bbrister@kingston.zk12.ok.us,bbrister@kingston.k12.ok.us
1438.county,ELLIS       ***,ELLIS       
1353.city,Quintn,Quinton
925.principalemail,creynolds@mid-del.nt,creynolds@mid-del.net
441.codistcode,0x7-I072,07-I072
1190.codistcode,5-I089,55-I089
674.principalemail,courtney@hodge.nk12.ok.us,courtney@hodgen.k12.ok.us
1612.county,ULSA       ,TULSA       
1671.schoolsite,MCAULIFFE ES                 ,MCAULIFFE ES                  
1267.county,CNADIAN    ,CANADIAN    
171.gradeslowhigh,KGh-05,KG-05
722.telephone,(918) 929-4411,(918) 299-4411
909.telephone,(40)5 671-8660,(405) 671-8660
562.mailingaddress,1307 Csounty Road 1350,1307 County Road 1350
878.mailingaddress,PO Box1027,PO Box 1027
1786.statevalue,KO,OK
190.codistcode,48I074,48-I074
356.schoolsite,HERITAGE INTERMEDIATE GRD CR ,HERITAGE INTERMEDIATE GRD CTR 
1369.city,E lReno,El Reno
1112.telephone,(405) 587-1080,(405) 587-1800
1513.codistcode,50-I001***,50-I001
1588.gradeslowhigh,PkK-06,PK-06
910.principalemail,mstigets@mid-del.net,mstiglets@mid-del.net
1034.gradeslowhigh,09-2,09-12
128.mailingaddress,PO Boxj 428,PO Box 428
1621.district,TULSA                         ***,TULSA                         
817.statevalue,bOK,OK
139.principal,Jon Speir,John Speir
571.codistcode,24-I074,24-I047
833.codistcode,38I002,38-I002
67.mailingaddress,"2401 Nw 23rd Sst, Ste. 3","2401 Nw 23rd St, Ste. 3"
1540.principalemail,kayla.yates@ztexhoma61.net,kayla.yates@texhoma61.net
1622.mailingaddress,3909 East 5th Placve,3909 East 5th Place
282.statevalue,KO,OK
891.city,Etlk City,Elk City
722.principal,Nic kBrown,Nick Brown
1715.district,WALTESR                       ,WALTERS                       
97.principal,Toyn Davidson,Tony Davidson
176.schoolsite,COUNTRY LANEPRIMARY ES       ,COUNTRY LANE PRIMARY ES       
375.city,Cushinrg,Cushing
333.mailingaddress,1902 W. Male,1902 W. Maple
1100.principalemail,lvaughn@okmahk12.com,lvaughn@okemahk12.com
30.gradeslowhigh,P-K04,PK-04
1589.mailingaddress,2182 Soutrh 73rd East Ave,2182 South 73rd East Ave
1216.telephone,(918) 43-6161,(918) 443-6161
1226.gradeslowhigh,PK-50,PK-05
984.statevalue,OkK,OK
1296.mailingaddress,200 Eat Broadway,200 East Broadway
1302.schoolsite,POTEAU PIRMARY ES             ,POTEAU PRIMARY ES             
868.gradeslowhigh,PK-80,PK-08
463.schoolsite,CNETENNIAL ES                 ,CENTENNIAL ES                 
975.city,orris,Morris
1469.schoolsite,SPERRY ES      q               ,SPERRY ES                     
1384.district,RYAN                         ,RYAN                          
1406.district,SAPULPA                      ,SAPULPA                       
1024.telephone,(05) 387-6474,(405) 387-6474
106.mailingaddress,6721 Nw x42Nd St,6721 Nw 42Nd St
868.city,Maysivlle,Maysville
1263.principal,Christy VonT ungeln,Christy Von Tungeln
38.codistcode,67-I001,76-I001
160.schoolsite,COLLINS ES                   ,COLLINS ES                    
949.county,CLdEVELAND   ,CLEVELAND   
1823.district,YUKON                         ***,YUKON                         
956.principalemail,stephaniegunter@moreschools.com,stephaniegunter@mooreschools.com
501.codistcode,24I057,24-I057
1514.gradeslowhigh,***,-
85.statevalue,K,OK
1724.city,Waqshington,Washington
1700.telephone,(918) 773-831,(918) 773-8631
1731.schoolsite,WAUKOMImS ES                   ,WAUKOMIS ES                   
163.gradeslowhigh,K-PK,PK-PK
349.statevalue,KO,OK
506.principalemail,klkiner@enidk12.ogr,klkiner@enidk12.org
522.county,OkTTAWA      ,OTTAWA      
1756.county,LINOCLN     ,LINCOLN     
149.statevalue,K,OK
929.telephone,(80) 384-5514,(580) 384-5514
1260.district,PERRY                        ,PERRY                         
759.telephone,(58x0) 564-2384,(580) 564-2384
981.statevalue,K,OK
617.statevalue,K,OK
1046.statevalue,KO,OK
1503.statevalue,cOK,OK
566.statevalue,mOK,OK
853.gradeslowhigh,9-12,09-12
1650.district,TURNER                       ,TURNER                        
1530.district,TExCUMSEH                      ,TECUMSEH                      
1325.codistcode,h55-I001,55-I001
665.principalemail,kridenhmour@hilldaleps.org,kridenhour@hilldaleps.org
1205.statevalue,K,OK
218.district,CALUMET                      ,CALUMET                       
476.principal,Tiffzani Patrick,Tiffani Patrick
1474.statevalue,K,OK
1294.principalemail,pearce@pondcreek-hunter.k12.ok.us,jpearce@pondcreek-hunter.k12.ok.us
847.district,MANGUM                       ,MANGUM                        
1565.codistcode,2-I001,72-I001
180.telephone,(918) 259-44c10,(918) 259-4410
341.telephone,918) 675-4336,(918) 675-4336
1696.principal,Gry Kennemer,Gary Kennemer
1180.district,KLAHOMA CITY                 ,OKLAHOMA CITY                 
1325.mailingaddress,4171 North Tulsa,4711 North Tulsa
1610.gradeslowhigh,yPK-06,PK-06
309.county,PUSHMATAH  ,PUSHMATAHA  
1267.principalemail,sahwn.blaneknship@piedmontschools.org,shawn.blaneknship@piedmontschools.org
929.schoolsite,MILL CREEK HS    t             ,MILL CREEK HS                 
668.gradeslowhigh,gPK-05,PK-05
53.principalemail,jedele@narapaho.k12.ok.us,jedelen@arapaho.k12.ok.us
1019.district,NAVAJO                        ***,NAVAJO                        
738.gradeslowhigh,KbG-08,KG-08
1648.schoolsite,TUPELO HS   d                  ,TUPELO HS                     
1258.principalemail,jmburnett@p-t.kv12.ok.us,jmburnett@p-t.k12.ok.us
681.telephone,(508) 420-6968,(580) 420-6968
703.codistcode,84-I005,48-I005
1721.telephone,(981) 463-2950,(918) 463-2950
716.statevalue,OhK,OK
1477.district,STERLING                 j     ,STERLING                      
1253.codistcode,01-019,01-C019
1512.schoolsite,SULPHUR INTERMEDIATvE ES       ,SULPHUR INTERMEDIATE ES       
112.county,NOBLE     m  ,NOBLE       
229.city,Ohcelata,Ochelata
575.telephone,(50) 353-0882,(580) 353-0882
961.district,MOOR                         ,MOORE                         
162.gradeslowhigh,09g-12,09-12
797.gradeslowhigh,06-b08,06-08
1571.mailingaddress,1442 Easth 36th St,1442 East 36th St
1118.gradeslowhigh,P-06,PK-06
1360.county,RlOGER MILLS ,ROGER MILLS 
1031.mailingaddress,PO oBx 91,PO Box 91
754.statevalue,K,OK
33.county,JACKOSN     ,JACKSON     
464.city,dmond,Edmond
639.gradeslowhigh,PK-0j1,PK-01
1011.codistcode,09-I09,09-I069
687.city,oHoker,Hooker
1665.principal,Alycia Pennirngton,Alycia Pennington
408.principalemail,jdmoore@deweyk12.orng,jdmoore@deweyk12.org
1605.city,Tulswa,Tulsa
1191.principalemail,tmcaniel@kippreach.org,tmcdaniel@kippreach.org
