district,schoolsite,codistcode,sitecode,enrollment,certifiedstaff,gradeslowhigh,telephone,mailingaddress,city,statevalue,zip,county,principal,principalemail
OKLAHOMA CITY,RIDGEVIEW ES,55-I089,375,336.0,39,PK-06,(405) 587-6800,10010 Ridgeview Drive,Oklahoma City,OK,73120.0,OKLAHOMA,Michael Lisenby,mdlisenby@okcps.org
OKLAHOMA CITY,ROCKWOOD ES,55-I089,385,580.0,42,PK-06,(405) 587-1500,3101 Southwest 24th St,Oklahoma City,OK,73108.0,OKLAHOMA,Sheryl Barnett,slbarnett@okcps.org
OKLAHOMA CITY,SEQUOYAH ES,55-I089,395,385.0,39,PK-06,(405) 587-9200,2400 Northwest 36th St,Oklahoma City,OK,73112.0,OKLAHOMA,Kandy Bishop,kmbishop@okcps.org
OKLAHOMA CITY,SHIDLER ES,55-I089,400,343.0,34,PK-06,(405) 587-4600,1415 South Byers Ave,Oklahoma City,OK,73129.0,OKLAHOMA,Rick Brown,rdbrown@okcps.org
OKLAHOMA CITY,SOUTHERN HILLS ES,55-I089,407,547.0,45,PK-06,(405) 587-2900,7800 South Kentucky Ave,Oklahoma City,OK,73159.0,OKLAHOMA,Jennifer Mckay,jamkay@okcps.org
OKLAHOMA CITY,SPENCER ES,55-I089,408,254.0,26,PK-05,(405) 587-8600,8900 Northeast 50th St,Spencer,OK,73084.0,OKLAHOMA,Sandy Jackson,sajackson@okcps.org
OKLAHOMA CITY,STAND WATIE ES,55-I089,410,670.0,51,PK-06,(405) 587-6900,3517 South Linn Ave,Oklahoma City,OK,73119.0,OKLAHOMA,Marcus Macias,mamacias@okcps.org
OKLAHOMA CITY,TELSTAR ES,55-I089,417,244.0,34,PK-05,(405) 587-8900,9521 Northeast 16th St,Oklahoma City,OK,73130.0,OKLAHOMA,Vanessa Van Trease,vkvantrease@okcps.org
OKLAHOMA CITY,VAN BUREN ES,55-I089,440,424.0,43,PK-06,(405) 587-2000,2700 Southwest 40th St,Oklahoma City,OK,73119.0,OKLAHOMA,Amparo Macias,agmacias@okcps.org
OKLAHOMA CITY,WEST NICHOLS HILLS ES,55-I089,455,359.0,32,PK-06,(405) 587-4900,8400 Greystone Ave,Oklahoma City,OK,73120.0,OKLAHOMA,Dr. Gloria Anderson,ganderson@okcps.org
OKLAHOMA CITY,WESTWOOD ES,55-I089,460,406.0,38,PK-06,(405) 702-1685,1701 Exchange Ave,Oklahoma City,OK,73108.0,OKLAHOMA,Susan Robertson,sdrobertson@okcps.org
OKLAHOMA CITY,WHEELER ES,55-I089,465,531.0,39,PK-06,(405) 587-7000,501 Southeast 25Th,Oklahoma City,OK,73129.0,OKLAHOMA,Heather Bullock,hdbullock@okcps.org
OKLAHOMA CITY,WILLOW BROOK ES,55-I089,477,523.0,45,PK-05,(405) 587-7500,8105 Northeast 10th St,Oklahoma City,OK,73110.0,OKLAHOMA,Glenna Berry,gmberry@okcps.org
OKLAHOMA CITY,WILSON ES,55-I089,480,364.0,38,PK-05,(405) 587-7100,501 Northwest 21st St,Oklahoma City,OK,73103.0,OKLAHOMA,Susan Marshall-Armstrong,smarshall-armstron@okcps.org
OKLAHOMA CITY,BELLE ISLE MS,55-I089,503,450.0,37,06-08,(405) 587-6600,5904 North Villa Ave,Oklahoma City,OK,73112.0,OKLAHOMA,Lynn Kellert,mskellert@okcps.org
OKLAHOMA CITY,CLASSEN MS OF ADVANCED STUDIES,55-I089,508,420.0,49,06-08,(405) 587-5400,1901 North Ellison Ave,Oklahoma City,OK,73106.0,OKLAHOMA,Dr. Ashley Davis,addavis@okcps.org
OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (MS),55-I089,511,126.0,7,06-08,(405) 587-7900,715 North Walker Ave,Oklahoma City,OK,73102.0,OKLAHOMA,Sheryl Kishore,slkishore@okcps.org
OKLAHOMA CITY,DOUGLASS MS,55-I089,512,252.0,34,07-08,(405) 587-4200,900 North Martin Luther King Ave,Oklahoma City,OK,73117.0,OKLAHOMA,Andrew Pearson,arpearson@okcps.org
OKLAHOMA CITY,JEFFERSON MS,55-I089,518,883.0,86,07-08,(405) 587-1300,6800 South Blackwelder Ave,Oklahoma City,OK,73159.0,OKLAHOMA,Heather Messer,hemesser@okcps.org
OKLAHOMA CITY,NORTHEAST MS,55-I089,521,120.0,32,06-08,(405) 587-3300,3100 North Kelley Ave,Oklahoma City,OK,73111.0,OKLAHOMA,Sue Starr,sastarr@okocps.org
OKLAHOMA CITY,ROGERS MS,55-I089,522,339.0,42,06-08,(405) 587-4100,4000 Spencer Road,Spencer,OK,73084.0,OKLAHOMA,Jahree Herzer,jlherzer@okcps.org
OKLAHOMA CITY,ROOSEVELT MS,55-I089,523,769.0,70,07-08,(405) 587-8300,3233 Southwest 44th St,Oklahoma City,OK,73119.0,OKLAHOMA,David Clark,ddclark@okocps.org
OKLAHOMA CITY,TAFT MS,55-I089,525,642.0,66,07-08,(405) 587-8000,2901 Northwest 23rd St,Oklahoma City,OK,73107.0,OKLAHOMA,Helen Charmaine Johnson,hcjohnson@okcps.org
OKLAHOMA CITY,WEBSTER MS,55-I089,530,972.0,87,07-08,(405) 587-3900,6708 South Santa Fe Ave,Oklahoma City,OK,73139.0,OKLAHOMA,Joey Slate,jslate@okcps.org
OKLAHOMA CITY,JOHN MARSHALL MS,55-I089,535,262.0,31,07-08,(405) 587-7200,12201 North Portland Ave,Oklahoma City,OK,73120.0,OKLAHOMA,Aspasia Carlson,aacarlson@okcps.org
OKLAHOMA CITY,OKLAHOMA CENTENNIAL MS,55-I089,540,209.0,42,07-08,(405) 587-5200,1301 Northeast 101st St,Oklahoma City,OK,73131.0,OKLAHOMA,Tamie Sanders,tlsanders@okcps.org
OKLAHOMA CITY,CAPITOL HILL HS,55-I089,705,1483.0,129,09-12,(405) 587-9000,500 Sw 36th St,Oklahoma City,OK,73109.0,OKLAHOMA,Adam Jewell,arjewell@okcps.org
OKLAHOMA CITY,CLASSEN HS OF ADVANCED STUDIES,55-I089,706,501.0,57,09-12,(405) 587-5400,1901 North Ellison Ave,Oklahoma City,OK,73106.0,OKLAHOMA,Ashley Davis,addavis@okcps.org
OKLAHOMA CITY,DOUGLASS HS,55-I089,707,405.0,57,09-12,(405) 587-4200,900 North Martin Luther King Ave,Oklahoma City,OK,73117.0,OKLAHOMA,Andrew Pearson,arpearson@okcps.org
OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (HS),55-I089,710,592.0,96,09-12,(405) 587-7900,715 North Walker Ave,Oklahoma City,OK,73102.0,OKLAHOMA,Sheryl Kishore,slkishore@okcps.org
OKLAHOMA CITY,U. S. GRANT HS,55-I089,712,1777.0,159,09-12,(405) 587-2200,5016 South Pennsylvania Ave,Oklahoma City,OK,73119.0,OKLAHOMA,Greg Frederick,gtfrederick@okcps.org
OKLAHOMA CITY,JOHN MARSHALL HS,55-I089,726,425.0,63,09-12,(405) 587-7200,12201 North Portland Ave,Oklahoma City,OK,73120.0,OKLAHOMA,Aspasia Carlson,aacarlson@okcps.org
OKLAHOMA CITY,OKLAHOMA CENTENNIAL HS,55-I089,750,355.0,48,09-12,(405) 587-5200,1301 Northeast 101st St,Oklahoma City,OK,73131.0,OKLAHOMA,Tamie Sanders,tlsanders@okcps.org
OKLAHOMA CITY,NORTHEAST HS,55-I089,760,193.0,34,09-12,(405) 587-3300,3100 North Kelley Ave,Oklahoma City,OK,73111.0,OKLAHOMA,Sue Starr,sastarr@okocps.org
OKLAHOMA CITY,NORTHWEST CLASSEN HS,55-I089,765,1166.0,116,09-12,(405) 587-6300,2801 Northwest 27th St,Oklahoma City,OK,73107.0,OKLAHOMA,John Kirk Wilson,jkwilson1@okcps.org
OKLAHOMA CITY,SOUTHEAST HS,55-I089,770,747.0,76,09-12,(405) 587-9600,5401 South Shields Blvd,Oklahoma City,OK,73129.0,OKLAHOMA,Mylissa Hall,mlhall@okcps.org
OKLAHOMA CITY,STAR SPENCER HS,55-I089,780,358.0,46,09-12,(405) 587-8800,3001 North Spencer Road,Spencer,OK,73084.0,OKLAHOMA,Chris Gardner,cmgardner@okcps.org
OKLAHOMA CITY,INDEPENDENCE CHARTER MS,55-I089,971,309.0,0,06-08,(405) 767-3000,3232 Northwest 65th St,Oklahoma City,OK,73116.0,OKLAHOMA,Vana Baker,vbaker@icmsokc.org
OKLAHOMA CITY,JUSTICE A.W. SEEWORTH ACADEMY,55-I089,972,449.0,0,03-12,(405) 475-6400,12600 North Kelley Ave,Oklahoma City,OK,73131.0,OKLAHOMA,Janet Grigg,mamajisok@seeworthacademy.org
OKLAHOMA CITY,HUPFELD ACAD./WESTERN VILLAGE,55-I089,973,330.0,0,PK-05,(405) 751-1774,1508 Northwest 106th St,Oklahoma City,OK,73114.0,OKLAHOMA,Ruthie Rayner,ruthie.rayner@wvacademy.com
OKLAHOMA CITY,DOVE SCIENCE ACADEMY (OKC),55-I089,975,485.0,0,06-12,(405) 524-9762,919 Northwest 23rd St,Oklahoma City,OK,73106.0,OKLAHOMA,Yunus Bicici,yunus@dsaokc.org
OKLAHOMA CITY,SANTA FE SOUTH HS,55-I089,977,760.0,0,09-12,(405) 631-6100,301 Southeast 38th St,Oklahoma City,OK,73129.0,OKLAHOMA,Lance Seeright,lseeright@santafesouth.org
OKLAHOMA CITY,HARDING CHARTER PREPARATORY HS,55-I089,978,479.0,0,09-12,(405) 528-0562,3333 North Shartel,Oklahoma City,OK,73118.0,OKLAHOMA,Justin Hunt,jhunt@hardingcharterprep.org
OKLAHOMA CITY,HARDING FINE ARTS ACADEMY,55-I089,980,366.0,0,09-12,(405) 702-4322,PO Box 18895,Oklahoma City,OK,73154.0,OKLAHOMA,Sherry Rowan,srowan@hfaaokc.org
OKLAHOMA CITY,SANTA FE SOUTH MS,55-I089,981,595.0,0,06-08,(405) 635-1053,4712 South Santa Fe,Oklahoma City,OK,73109.0,OKLAHOMA,Michael Figueroa,mfigueroa@santafesouth.org
OKLAHOMA CITY,KIPP REACH COLLEGE PREPARATORY,55-I089,982,290.0,0,05-08,(405) 425-4622,PO Box 776,Oklahoma City,OK,73101.0,OKLAHOMA,Tracy Mcdaniel,tmcdaniel@kippreach.org
OKLAHOMA CITY,DOVE SCIENCE ACADEMY ES (OKC),55-I089,984,301.0,0,KG-05,(405) 605-5566,4901 North Lincoln Blvd,Oklahoma City,OK,73105.0,OKLAHOMA,Kanuni Yilmaz,yilmaz@dsaelementary.org
OKLAHOMA CITY,HARPER ACADEMY,55-I089,986,126.0,0,09-12,(405) 605-2600,1215 N.E. 34th St,Oklahoma City,OK,73111.0,OKLAHOMA,Tamra Washington,twashington@harpercharterschools.org
OKLAHOMA CITY,LIGHTHOUSE ACADEMIES OKC INC,55-I089,988,263.0,0,PK-04,() -,PO Box 130,Oklahoma City,OK,74133.0,OKLAHOMA,Heath Selcer,gbrown@cavesprings.k12.ok.us
OKLAHOMA CONNECTIONS ACADEMY,OKLAHOMA CONNECTIONS ACAD ES,55-Z003,970,281.0,12,KG-05,(918) 977-3285,2425 Nowata Pl,Bartlesville,OK,74006.0,OKLAHOMA,Tammy Shepherd,tshepherd@connectionseducation.com
OKLAHOMA CONNECTIONS ACADEMY,OKLAHOMA CONNECTIONS ACAD MS,55-Z003,971,241.0,12,06-08,(918) 977-3285,2425 Nowata Pl,Bartlesville,OK,74006.0,OKLAHOMA,Tammy Shepherd,tshepherd@connectionseducation.com
OKLAHOMA CONNECTIONS ACADEMY,OKLAHOMA CONNECTIONS ACAD HS,55-Z003,972,596.0,19,08-12,(918) 977-3285,2425 Nowata Pl,Bartlesville,OK,74006.0,OKLAHOMA,Tammy Shepherd,tshepherd@connectionseducation.com
OKLAHOMA UNION,OKLAHOMA UNION ES,53-I003,105,304.0,11,PK-05,(918) 255-6550,"Rural Route 1, Box 377-7",South Coffeyville,OK,74072.0,NOWATA,Brenda Taylor,btaylor@okunion.k12.ok.us
OKLAHOMA UNION,OKLAHOMA UNION MS,53-I003,505,148.0,17,06-08,(918) 255-6550,"Rural Route 1, Box 377-7",South Coffeyville,OK,74072.0,NOWATA,Lance Williams,lwilliams@okunion.k12.ok.us
OKLAHOMA UNION,OKLAHOMA UNION HS,53-I003,705,95.0,19,-,(918) 255-6550,"Rural Route 1, Box 377-7",South Coffeyville,OK,74072.0,NOWATA,David Lovelace,dlovelace@okunion.k12.ok.us
OKLAHOMA VIRTUAL CHARTER ACAD,OKLA. VIRTUAL CHARTER ACAD ES,55-Z002,970,846.0,26,KG-05,(405) 259-9478,PO Box 4490,Nicoma Park,OK,73066.0,OKLAHOMA,Audra Plummer,aplummer@k12.com
OKLAHOMA VIRTUAL CHARTER ACAD,OKLA. VIRTUAL CHARTER ACAD MS,55-Z002,971,668.0,27,06-08,(405) 259-9478,PO Box 4490,Nicoma Park,OK,73066.0,OKLAHOMA,Sandra Powell,spowell@k12.com
OKLAHOMA VIRTUAL CHARTER ACAD,OKLA. VIRTUAL CHARTER ACAD HS,55-Z002,972,888.0,34,09-12,(405) 259-9478,PO Box 4490,Nicoma Park,OK,73066.0,OKLAHOMA,Chris Pitts,cpitts@k12.com
OKMULGEE,OKMULGEE ES,56-I001,130,337.0,25,03-05,(918) 758-2020,PO Box 1346,Okmulgee,OK,74447.0,OKMULGEE,Philllip Ware,pware@okmulgeeps.com
OKMULGEE,OKMULGEE PRIMARY ES,56-I001,140,501.0,31,PK-02,(918) 758-2030,PO Box 1346,Okmulgee,OK,74447.0,OKMULGEE,Ginger James,gjames@okmulgeeps.com
OKMULGEE,OKMULGEE MS,56-I001,505,318.0,28,06-08,(918) 758-2050,PO Box 1346,Okmulgee,OK,74447.0,OKMULGEE,Brad Ferguson,bferguson@okmulgeeps.com
OKMULGEE,OKMULGEE HS,56-I001,705,395.0,39,09-12,(918) 758-2075,PO Box 1346,Okmulgee,OK,74447.0,OKMULGEE,Jeremy Ramsey,jramsey@okmulgeeps.com
OKTAHA,OKTAHA ES,51-I008,110,524.0,40,PK-08,(918) 682-5665,PO Box 9,Oktaha,OK,74450.0,MUSKOGEE,Tom Owens,towens@oktahaschool.com
OKTAHA,OKTAHA HS,51-I008,705,221.0,26,09-12,(918) 687-3672,PO Box 9,Oktaha,OK,74450.0,MUSKOGEE,Chris Burt,cburt@oktahaschool.com
OLIVE,OLIVE ES,19-I017,105,251.0,27,PK-08,(918) 352-9569,9352 South 436th West Ave,Drumright,OK,74030.0,CREEK,Angela Ragland,aragland@olive.k12.ok.us
OLIVE,OLIVE HS,19-I017,715,95.0,17,-,(918) 352-9568,9352 South 436th West Ave,Drumright,OK,74030.0,CREEK,Jimmy Reynolds,jreynolds@olive.k12.ok.us
OLUSTEE,OLUSTEE ES,33-I035,105,120.0,15,PK-08,(580) 648-2243,PO Box 70,Olustee,OK,73560.0,JACKSON,Melvin Hazel,mhazel@olustee.k12.ok.us
OLUSTEE,OLUSTEE HS,33-I035,705,39.0,8,09-12,(580) 648-2243,PO Box 70,Olustee,OK,73560.0,JACKSON,Brent Drury,bdrury@olustee.k12.ok.us
OOLOGAH-TALALA,OOLOGAH-TALALA LOWER ES,66-I004,105,472.0,33,PK-02,(918) 443-6141,PO Box 189,Oologah,OK,74053.0,ROGERS,Crysti York,crysti.york@oologah.k12.ok.us
OOLOGAH-TALALA,OOLOGAH-TALALA UPPER ES,66-I004,205,367.0,27,03-05,(918) 443-6041,PO Box 189,Oologah,OK,74053.0,ROGERS,Cara Jones,cara.jones@oologah.k12.ok.us
OOLOGAH-TALALA,OOLOGAH-TALALA MS,66-I004,505,406.0,44,06-08,(918) 443-6161,PO Box 189,Oologah,OK,74053.0,ROGERS,Kelli Dixon,kelli.dixon@oologah.k12.ok.us
OOLOGAH-TALALA,OOLOGAH-TALALA HS,66-I004,705,563.0,49,09-12,(918) 443-6211,PO Box 189,Oologah,OK,74053.0,ROGERS,Melissa Overcash,melissa.overcash@oologah.k12.ok.us
OPTIMA,OPTIMA PUBLIC SCHOOL,70-C009,105,69.0,8,KG-06,(580) 338-6712,"Rr1, Box 188",Optima,OK,73945.0,TEXAS,Rex Hale,optima@ptsi.net
OSAGE,OSAGE PUBLIC SCHOOL,46-C043,105,128.0,17,PK-08,(918) 825-2550,7960 West 490,Pryor,OK,74361.0,MAYES,Melinda Fink,mfink@osageelementary.com
OSAGE HILLS,OSAGE HILLS PUBLIC SCHOOL,57-C003,105,154.0,16,PK-08,(918) 336-6804,225 Country Road 2706,Bartlesville,OK,74003.0,OSAGE,Tammy Wilson,twilson@osagehills.k12.ok.us
OWASSO,BARNES ES,72-I011,105,608.0,47,PK-05,(918) 272-1153,1501 North Ash St,Owasso,OK,74055.0,TULSA,Rylee Zaragoza,rylee.zaragoza@owassops.org
OWASSO,ATOR ES,72-I011,110,563.0,41,PK-05,(918) 272-2204,1501 North Ash St,Owasso,OK,74055.0,TULSA,Jodi James-Gilliland,jodi.james-gilliland@owassops.org
OWASSO,MILLS ES,72-I011,115,508.0,43,PK-05,(918) 272-2288,1501 North Ash St,Owasso,OK,74055.0,TULSA,Gina Metcalf,gina.metcalf@owassops.org
OWASSO,HAYWARD SMITH ES,72-I011,120,571.0,39,PK-05,(918) 272-5162,1501 North Ash St,Owasso,OK,74055.0,TULSA,Patrick James,patrick.james@owassops.org
OWASSO,PAMELA HODSON ES,72-I011,125,537.0,39,PK-05,(918) 272-8160,1501 North Ash St,Owasso,OK,74055.0,TULSA,Kerwin Koerner,kerwin.koerner@owassops.org
OWASSO,LARKIN BAILEY ES,72-I011,130,555.0,39,PK-05,(918) 272-5399,1501 North Ash St,Owasso,OK,74055.0,TULSA,Ashley Hearn,ashley.hearn@owassops.org
OWASSO,NORTHEAST ES,72-I011,135,566.0,41,PK-05,(918) 272-0015,1501 North Ash St,Owasso,OK,74055.0,TULSA,Janell Trimble,janell.trimble@owassops.org
OWASSO,STONE CANYON ES,72-I011,145,627.0,45,PK-05,(918) 272-5367,1501 North Ash St,Owasso,OK,74055.0,TULSA,George Holderman,george.holderman@owassops.org
OWASSO,OWASSO 7TH GRADE CTR,72-I011,510,723.0,55,07-07,(918) 272-1183,1501 North Ash St,Owasso,OK,74055.0,TULSA,Bob Coke,bob.coke@owassops.org
OWASSO,OWASSO 6TH GRADE CTR,72-I011,515,746.0,52,06-06,(918) 274-3020,1501 North Ash St,Owasso,OK,74055.0,TULSA,Kira Kelsey,kira.kelsey@owassops.org
OWASSO,OWASSO 8TH GRADE CTR,72-I011,610,743.0,69,08-08,(918) 272-6274,1501 North Ash St,Owasso,OK,74055.0,TULSA,Deirdre Hodge,deidre.hodge@owassops.org
OWASSO,OWASSO HS,72-I011,715,2964.0,197,09-12,(918) 272-5311,1501 North Ash St,Owasso,OK,74055.0,TULSA,Matt Roberts,matt.roberts@owassops.org
PADEN,PADEN ES,54-I014,105,189.0,15,PK-08,(405) 932-4499,PO Box 370,Paden,OK,74860.0,OKFUSKEE,Michelle Stiles,mstiles@paden.k12.ok.us
PADEN,PADEN HS,54-I014,705,77.0,10,09-12,(405) 932-4465,PO Box 370,Paden,OK,74860.0,OKFUSKEE,Chris Howk,chowk@paden.k12.ok.us
PANAMA,PANAMA ES,40-I020,115,394.0,30,PK-06,(918) 963-0403,PO Box 1680,Panama,OK,74951.0,LE FLORE,Dearl Tobey,dearltobey@panama.k12.ok.us
PANAMA,PANAMA MS,40-I020,505,94.0,17,07-08,(918) 963-0406,PO Box 1680,Panama,OK,74951.0,LE FLORE,James Hoffman,jamiehoffman@panama.k12.ok.us
PANAMA,PANAMA HS,40-I020,705,230.0,24,09-12,(918) 963-2215,PO Box 1680,Panama,OK,74951.0,LE FLORE,Richard Haynes,richardhaynes@panama.k12.ok.us
PANOLA,PANOLA ES,39-I004,105,101.0,14,PK-08,(918) 465-0011,PO Box 6,Panola,OK,74559.0,LATIMER,Brad Corcoran,brad.corcoran@panolabearcats.org
PANOLA,PANOLA HS,39-I004,705,51.0,10,09-12,(918) 465-3813,PO Box 6,Panola,OK,74559.0,LATIMER,Linda Albright,linda.albright@panolabearcats.org
PAOLI,PAOLI ES,25-I005,105,160.0,21,PK-08,(405) 484-7231,PO Box 278,Paoli,OK,73074.0,GARVIN,David Morris,dmorris@paoli.k12.ok.us
PAOLI,PAOLI HS,25-I005,705,72.0,13,09-12,(405) 484-7336,PO Box 278,Paoli,OK,73074.0,GARVIN,David Morris,dmorris@paoli.k12.ok.us
PAULS VALLEY,JEFFERSON EARLY LRNING CTR,25-I018,105,179.0,15,PK-KG,(405) 238-6413,PO Box 780,Pauls Valley,OK,73075.0,GARVIN,Mia Lisa Wigley,mwigley@paulsvalley.k12.ok.us
PAULS VALLEY,JACKSON ES,25-I018,110,292.0,23,01-03,(405) 238-2312,PO Box 780,Pauls Valley,OK,73075.0,GARVIN,Mitzi Winters,mwinters@paulsvalley.k12.ok.us
PAULS VALLEY,LEE ES,25-I018,115,226.0,23,04-06,(405) 238-7336,PO Box 780,Pauls Valley,OK,73075.0,GARVIN,Kristin Holt,kholt@paulsvalley.k12.ok.us
PAULS VALLEY,PAULS VALLEY JHS,25-I018,610,301.0,38,07-09,(405) 238-1239,PO Box 780,Pauls Valley,OK,73075.0,GARVIN,Martha Graham,mgraham@paulsvalley.k12.ok.us
PAULS VALLEY,PAULS VALLEY HS,25-I018,705,353.0,40,10-12,(405) 238-6497,PO Box 780,Pauls Valley,OK,73075.0,GARVIN,Chris Caldwell,ccaldwell@paulsvalley.k12.ok.us
PAWHUSKA,INDIAN CAMP ES,57-I002,110,214.0,20,PK-02,(918) 287-1265,2005 East Boundary Ave,Pawhuska,OK,74056.0,OSAGE,Beverly Moore,bmoore@ppshuskies.org
PAWHUSKA,PAWHUSKA ES,57-I002,115,95.0,40,-,(918) 287-1265,1700 Lynn Ave,Pawhuska,OK,74056.0,OSAGE,Bryon Cowan,bcowan@ppshuskies.org
PAWHUSKA,PAWHUSKA HS,57-I002,705,95.0,29,-,(918) 287-1266,621 East 15th St,Pawhuska,OK,74056.0,OSAGE,Joel Sindelar,jsindelar@ppshuskies.org
PAWNEE,PAWNEE ES,59-I001,105,355.0,28,PK-05,(918) 762-3618,602 Forest St,Pawnee,OK,74058.0,PAWNEE,Tracy Burnett,tracy.burnett@pawnee.k12.ok.us
PAWNEE,PAWNEE MS,59-I001,505,158.0,21,06-08,(918) 762-3055,605 Denver St,Pawnee,OK,74058.0,PAWNEE,Stacy Womack,stacy.womack@pawnee.k12.ok.us
PAWNEE,PAWNEE HS,59-I001,705,203.0,25,09-12,(918) 762-3676,615 Denver St,Pawnee,OK,74058.0,PAWNEE,Bobby Miller,bobby.miller@pawnee.k12.ok.us
PEAVINE,PEAVINE PUBLIC SCHOOL,01-C019,105,126.0,14,PK-08,(918) 696-7818,PO Box 389,Stilwell,OK,74960.0,ADAIR,Jack Ritchie,jritchie@peavinepanthers.net
PECKHAM,PECKHAM PUBLIC SCHOOL,36-C027,105,104.0,12,PK-08,(580) 362-2633,7175 West School St,Newkirk,OK,74647.0,KAY,Gary Young,gyoung@peckham.k12.ok.us
PEGGS,PEGGS PUBLIC SCHOOL,11-C031,105,222.0,19,PK-08,(918) 598-3412,PO Box 119,Peggs,OK,74452.0,CHEROKEE,Carolyn Robbins,crobbins@peggs.k12.ok.us
PERKINS-TRYON,PERKINS-TRYON ES,60-I056,105,446.0,29,PK-02,(405) 547-5741,PO Box 549,Perkins,OK,74059.0,PAYNE,Bobby Simma,bsimma@p-t.k12.ok.us
PERKINS-TRYON,PERKINS-TRYON INTERMEDIATE ES,60-I056,110,372.0,27,03-05,(405) 547-5713,PO Box 549,Perkins,OK,74059.0,PAYNE,Donna Boles,djboles@p-t.k12.ok.us
PERKINS-TRYON,PERKINS-TRYON MS,60-I056,510,329.0,36,06-08,(405) 547-5715,PO Box 549,Perkins,OK,74059.0,PAYNE,Jerry Burnett,jmburnett@p-t.k12.ok.us
PERKINS-TRYON,PERKINS-TRYON HS,60-I056,705,396.0,42,09-12,(405) 547-5724,PO Box 549,Perkins,OK,74059.0,PAYNE,L. Joe Mcelroy,jmcelroy@p-t.k12.ok.us
PERRY,PERRY ES,52-I001,105,697.0,52,PK-06,(580) 336-2577,1303 North 15th St,Perry,OK,73077.0,NOBLE,Jennifer Shields,jshields@perry.k12.ok.us
PERRY,PERRY JHS,52-I001,605,183.0,24,07-08,(580) 336-2265,901 Elm St,Perry,OK,73077.0,NOBLE,Ranay Roth,rroth@perry.k12.ok.us
PERRY,PERRY HS,52-I001,705,316.0,38,09-12,(580) 336-4415,900 Fir St,Perry,OK,73077.0,NOBLE,Les Justus,ljustus@perry.k12.ok.us
PIEDMONT,PIEDMONT ES,09-I022,105,469.0,36,KG-04,(405) 373-2353,1011 Piedmont Road North,Piedmont,OK,73078.0,CANADIAN,Christy Von Tungeln,christy.vontungeln@piedmontschools.org
PIEDMONT,PIEDMONT PRIMARY ES,09-I022,110,228.0,16,PK-PK,(405) 373-4848,615 Edmond Road Northwest,Piedmont,OK,73078.0,CANADIAN,Debbie Caywood,debbie.caywood@piedmontschools.org
PIEDMONT,STONE RIDGE ES,09-I022,115,503.0,35,PK-04,(405) 373-4227,10000 West Memorial Road,Yukon,OK,73099.0,CANADIAN,Margaret Mcnair Dale,margaret.dale@piedmontschools.org
PIEDMONT,NORTHWOOD ES,09-I022,120,465.0,39,KG-04,(405) 373-5151,14100 Northwood Drive,Piedmont,OK,73078.0,CANADIAN,Lisa Campbell,lisa.campbell@piedmontschools.org
PIEDMONT,PIEDMONT INTERMEDIATE ES,09-I022,125,525.0,37,05-06,(405) 373-5155,977 Washington Ave,Piedmont,OK,73078.0,CANADIAN,Shawn Blankenship,shawn.blaneknship@piedmontschools.org
PIEDMONT,PIEDMONT MS,09-I022,510,523.0,44,07-08,(405) 373-1315,823 Second St Northwest,Piedmont,OK,73078.0,CANADIAN,Trinity Johnson,trinity.johnson@piedmontschools.org
PIEDMONT,PIEDMONT HS,09-I022,705,936.0,64,09-12,(405) 373-5011,1055 Edmond Road Northwest,Piedmont,OK,73078.0,CANADIAN,Layne Jones,layne.jones@piedmontschools.org
PIONEER,PIONEER PUBLIC SCHOOL,26-C131,105,386.0,25,PK-08,(405) 224-2700,3686 State Highway 92,Chickasha,OK,73018.0,GRADY,Jay Edelen,jedelen@pioneerk8.k12.ok.us
PIONEER-PLEASANT VALE,PIONEER-PLEASANT VALE ES,24-I056,105,311.0,28,PK-06,(580) 234-9628,6020 East Willow Road,Enid,OK,73701.0,GARFIELD,Larry Coonrod,lcoonrod@ppv.k12.ok.us
PIONEER-PLEASANT VALE,PIONEER-PLEASANT VALE JHS,24-I056,610,75.0,23,07-08,(580) 758-3282,6520 East Wood Road,Waukomis,OK,73773.0,GARFIELD,Tom Betchan,tbetchan@ppv.k12.ok.us
PIONEER-PLEASANT VALE,PIONEER-PLEASANT VALE HS,24-I056,705,160.0,22,09-12,(580) 758-3282,6520 East Wood Road,Waukomis,OK,73773.0,GARFIELD,Tom Betchan,tbetchan@ppv.k12.ok.us
PITTSBURG,PITTSBURG ES,61-I063,105,122.0,13,PK-08,(918) 432-5513,PO Box 200,Pittsburg,OK,74560.0,PITTSBURG,Chad Graham,cgraham@pittsburg.k12.ok.us
PITTSBURG,PITTSBURG HS,61-I063,705,40.0,8,09-12,(918) 432-5513,PO Box 200,Pittsburg,OK,74560.0,PITTSBURG,Chad Graham,cgraham@pittsburg.k12.ok.us
PLAINVIEW,PLAINVIEW PRIMARY ES,10-I027,105,413.0,32,PK-02,(580) 223-5757,1140 South Plainview Road,Ardmore,OK,73401.0,CARTER,Lisa Moore,lmoore@plainview.k12.ok.us
PLAINVIEW,PLAINVIEW INTERMEDIATE ES,10-I027,110,353.0,31,03-05,(580) 223-6437,1140 South Plainview Road,Ardmore,OK,73401.0,CARTER,Julie Altom,jaltom@plainview.k12.ok.us
