deviceid(long),tripid(long),epochstarttime(long),startdate,starttime,epochendtime(long),enddate,endtime,totaltripdistance(double precision),distanceovertwofivemph(double precision),distanceoverfivefivemph(double precision),tripduration(long),averagespeed(double precision),maximumspeed(double precision),brakecount(double precision),wiperactivated(double precision)
70,312408,1350060894100,2012-10-12,16:54:54.10,1350061160400,2012-10-12,16:59:20.40,0.0,0.8886265158653259,1.926019191741944,266300,8.982403080821332,19.209167,1.0,1.0
53,251014,1349198339000,2012-10-02,17:18:59.00,1349198965400,2012-10-02,17:29:25.40,0.0,0.8886265158653259,1.926019191741944,626400,11.098778142446507,19.058083,1.0,1.4965665908437706
47,526263,1350560000500,2012-10-18,1:33:20.50,1350560918900,2012-10-18,11:48:3.90,0.0,0.8886265158653259,1.926019191741944,918400,20.47800997620607,33.722417,1.0,1.4347799856665095
56,598545,1351481323300,2012-10-29,03:28:43.30,1351481478300,2012-10-29,03:31:18.30,0.0,0.8886265158653259,1.926019191741944,155000,7.676297830322594,12.546083,1.0,1.0729789086775874
51,433968,1349213797000,0212-10-02,21:36:37.00,1349214737500,2012-10i-02,21:52:17.50,0.0,0.8886265158653259,1.926019191741944,940500,14.66991672318672,26.817806,1.0,1.0
41,331377,1350303536500,2012-10-15,12:18:56.50,1350303725000,2012-10-15,12:22:05.00,0.0,0.8886265158653259,1.926019191741944,188500,15.350639225464215,23.205681,1.0,1.0
20,509336,1351017453600,2012-10-23,18:37:33.60,1351017481900,2012-10-23,18:38:01.90,0.0,0.8886265158653259,1.926019191741944,28300,4.83689236971831,12.445875,1.1020044955818658,1.0
33,558360,1351362265900,2012-10-27,18:24:25.90,1351362686200,2012-10-27,18:31:26.20,0.0,0.8886265158653259,1.926019191741944,420300,12.835035573739288,21.389597,1.0,1.2580102270343745
64,367340,1349699060300,2012-10-08,12:24:20.30,1349699072900,2012-10-08,12:24:32.90,0.0,0.8886265158653259,1.926019191741944,12600,22.528913648437488,24.030153,1.149642362231857,1.0
15,608846,1349151055200,2012-10-02,04:10:55.20,1349151463700,2012-10-02,0417:43.70,0.0,0.8886265158653259,1.926019191741944,408500,12.440292143172346,17.937806,1.0,1.0
61,634592,1350912186500,2012-10-22,13:23:06.50,1350912306300,2012-10-22,13:25:06.30,0.0,0.8886265158653259,1.926019191741944,119800,12.59145246522134,16.772306,1.0,1.4340780710370862
33,378764,1350046052400,2012-10-12,12:47:32.40,1350046763125,2012-10-12,12:59:23.13,0.0,0.8886265158653259,1.926019191741944,710725,9.689473799859169,18.591986,1.0,1.0
80,235841,1349630735900,2012-10-g07,17:25:35.90,1349631021700,2012-10-07,17:30:21.70,0.0,0.8886265158653259,1.926019191741944,285800,14.213454887994418,21.578708,1.0,1.0
11,496181,1351558976800,2012-10-30,01:02:56.80,1351559160100,2012-10-30,01:06:00.10,0.0,0.8886265158653259,1.926019191741944,183300,11.127336147219188,19.771875,1.0,1.0
71,564660,1351689440800,2012-10-31,13:17:20.80,1351689582000,201-210-31,13:19:42.00,0.0,0.8886265158653259,1.926019191741944,141200,8.829572086428556,15.547708,1.0,1.0
85,311639,1349706925200,2012-10-08,14:35:25.20,1349707315600,2012-10-08,14:41:55.60,0.0,0.8886265158653259,1.926019191741944,390400,17.06981616414078,27.387194,1.0,1.0
84,638882,1350765365700,2012-102-0,20:36:05.70,1350766263900,2012-10-20,20:510:3.90,0.0,0.8886265158653259,1.926019191741944,898200,22.28381886679385,37.367944,1.0,1.0
64,633282,1350589599600,2012-10-18,19:46:39.60,1350589926800,2012-10-18,19:52:06.80,0.0,0.8886265158653259,1.926019191741944,327200,18.659461503384385,31.795847,1.0,1.0
30,397034,1349721318800,2012-1-08,1:835:18.80,1349721537500,2012-10-08,18:38:57.50,0.0,0.8886265158653259,1.926019191741944,218700,13.112451604204754,17.506653,1.0,1.3212847271379276
86,514236,1350990894600,201-10-23,11:14:54.60,1350991396200,2012-10-23,11:23:16.20,0.0,0.8886265158653259,1.926019191741944,501600,11.393806531736525,18.475847,1.0,1.0
53,250596,1349819652000,2012-10-09,21:54:12.00,1349819932300,2012-10-09,21:58:52.30,0.0,0.8886265158653259,1.926019191741944,280300,7.599568061319066,14.107278,1.0,1.0
72,326886,1349900174100,2012-10-10,20:16:14.10,1349900254400,2012-1e0-10,20:17:34.40,0.0,0.8886265158653259,1.926019191741944,80300,15.520474842639604,18.044181,1.0,1.0
76,443762,1349484825900,2012-10-06,00:53:45.90,1349485222400,2012-10-06,01:00:22.40,0.0,0.8886265158653259,1.926019191741944,396500,7.143056557133623,15.806194,1.0,0.5762080635415534
12,515767,1350521025900,2012-10-18,00:43:45.90,1350521157600,2012-10-18,00:45:57.60,0.0,0.8886265158653259,1.926019191741944,131700,11.029733997718637,14.607292,1.3295548554926162,1.3015612295969643
50,291136,1349056901400,2012-10-01,02:01:41.40,1349056920700,2012-10-01,02:02:007.0,0.0,0.8886265158653259,1.926019191741944,19300,17.433624953608252,18.108417,1.0,1.0
85,281383,1350403240100,2012-10-16,16:00:40.10,1350404156900,2012-10-16,1:15:56.90,0.0,0.8886265158653259,1.926019191741944,916800,17.276576209084,29.363611,1.0,1.0
57,228600,1349904194600,2012-1010,21:23:146.0,1349905261600,2012-10-10,21:41:01.60,0.0,0.8886265158653259,1.926019191741944,1067000,26.360092143192063,36.784681,1.0,1.0
61,412048,1349275504300,2012-10-03,14:45:04.30,1349275612600,2j012-10-03,14:46:52.60,0.0,0.8886265158653259,1.926019191741944,108300,12.498854066420655,17.714778,1.0,1.0
44,387144,1349223536200,2012-10-03,00:18:56.20,1349223537700,2012-10-03,00:18:5.70,0.0,0.8886265158653259,1.926019191741944,1500,11.410292562500002,11.818417,1.2937335539544494,1.0
83,522505,1350774056500,2012-1-020,23:00:56.50,1350774081000,2012-10-20,23:01:2e1.00,0.0,0.8886265158653259,1.926019191741944,24500,7.456984666666664,11.2295,1.0,1.0
42,580171,1350961928100,2012-10-23,03:12:08.10,1350962900800,2012-10-23,03:28:20.80,0.0,0.8886265158653259,1.926019191741944,972700,17.749310950470004,34.485028,1.0,1.0
40,322047,1349370586100,2012-10-04,17:09:46.10,1349370963400,2012-10-04,17:16:03.40,0.0,0.8886265158653259,1.926019191741944,377300,3.5821348438414486,15.797972,1.0,1.0
71,565290,1351039336300,20121-0-24,00:42:16.30,1351039589700,2012-10-24,00:46:29.70,0.0,0.8886265158653259,1.926019191741944,253400,14.279852010256413,20.280625,1.0,1.0
67,347647,1350138950500,2102-10-13,14:5:50.50,1350139358400,2012-10-13,14:42:38.40,0.0,0.8886265158653259,1.926019191741944,407900,8.921864815841094,21.113125,1.0,0.976756881548566
16,367179,1349536654200,2012-10-06,15:17:34.20,1349536886400,2012-10-06,15:21:26.40,0.0,0.8886265158653259,1.926019191741944,232200,8.396059345016432,17.975319,1.0,1.0
70,327983,1350059545900,201-10-12,16:32:25.90,1350059750900,2012-10-12,16:35:50.90,0.0,0.8886265158653259,1.926019191741944,205000,14.010867269005857,20.037556,1.0,1.0
14,265660,1350074871900,2012-10-12,20:47:51.90,1350075138100,2012-10-12,20:5218.10,0.0,0.8886265158653259,1.926019191741944,266200,14.255266965063871,20.574569,1.0,1.0
64,360522,1350075827900,201-10-12,21:03:47.90,1350075851300,2012-10-12,2c1:04:11.30,0.0,0.8886265158653259,1.926019191741944,23400,23.310932378723408,23.824403,1.0,1.0
16,639393,1350594908700,2012-10-18,21:15:08.70,1350596574500,2012-10-18,21:42:54.50,0.0,0.8886265158653259,1.926019191741944,1665800,16.538189899937258,34.103208,1.0,1.0
61,421420,1349996273700,2012-10-11,22:57:53.70,1349997661400,2012-10-11,23:21:01.40,0.0,0.8886265158653259,1.926019191741944,1387700,4.448543599277976,18.457861,1.265090232230817,1.0
66,801425,1351077902300,2012-10-24,11:52:02.30,1351077902900,2012-10-24,11:25:02.90,0.0,0.8886265158653259,1.926019191741944,600,0.088495364764268,10.330708,1.0,0.7245901778168455
46,249838,1349813360000,2012-10-09,20:09:20.00,1349814152300,2012-10-09,0:22:32.30,0.0,0.8886265158653259,1.926019191741944,792300,8.359175534051996,20.950736,1.0,1.0
72,284648,1350386532600,2012-10-16,11:22:12.60,1350387447300,2012-10-16,11:37:27.30,0.0,0.8886265158653259,1.926019191741944,914700,8.372801947086478,22.894778,1.0,1.0
84,260051,1349122918300,2012-10-01,20:21:58.30,1349125614500,2012s-10-01,21:06:54.50,0.0,0.8886265158653259,1.926019191741944,2696200,28.89151701006586,36.801639,1.0,1.0
23,637767,1351511300600,2012-10-29,11:48:20.60,1351512410400,2012-10-29,12:06:50.40,0.0,0.8886265158653259,1.926019191741944,1109800,9.844151551883476,18.60175,1.0,1.0
25,634406,1351265881800,2012-10-26,15:38:01.80,1351266070300,20121-0-26,15:41:10.30,0.0,0.8886265158653259,1.926019191741944,188500,7.636832902966626,19.789861,1.0,1.0780906658634826
71,564901,1351691153700,2012-10-31,13:45:53.70,1351691245500,2012-10-31,13:47:25.t50,0.0,0.8886265158653259,1.926019191741944,91800,19.606300339869296,20.949708,1.0,1.0
71,434144,1350408425100,2012-10-16,17:27:05.10,1350408654225,2012-10-16,17:30:54.23,0.0,0.8886265158653259,1.926019191741944,229125,10.888955152297616,18.572972,1.0,1.465120249983009
71,430523,1350402176500,2012-10-16,15:42:56.50,1350402319700,2012-10v-16,15:45:19.70,0.0,0.8886265158653259,1.926019191741944,143200,15.40258088259958,21.800708,1.0,1.0
30,516974,1350904830300,2012-10-22,11:20:30.30,1350906396400,2012-10-22,11:46:36.40,0.0,0.8886265158653259,1.926019191741944,1566100,13.500480107793576,29.897028,1.0,1.0
46,627945,1351026778100,2012-10-23,21:12:58.10,1351026932600,2012-10-23,21:15:32.60,0.0,0.8886265158653259,1.926019191741944,154500,13.6280571809986,19.194264,1.0,1.0
14,579010,1351034113800,2012-10-32,23:15:13.0,1351034627700,2012-10-23,23:23:47.70,0.0,0.8886265158653259,1.926019191741944,513900,10.80414280521502,17.033361,1.0,1.0
70,566082,1351371753000,2012-1-27,21:02:33.00,1351373985700,2012-10-27,21:39:45.70,0.0,0.8886265158653259,1.926019191741944,2232700,9.911464894073683,23.156861,1.0,0.5618190353788732
30,501574,1350502386500,2012-10-17,19:33:06.50,1350502921300,2012-10-17,19:42:01.30,0.0,0.8886265158653259,1.926019191741944,534800,17.16964896603772,27.669319,0.6386258859154185,1.0
42,579811,1351652613400,2012-10-31,03:03:33.40,1351652630600,2012-10-31,03:03:50.60,0.0,0.8886265158653259,1.926019191741944,17200,6.633564156069363,14.678722,1.0,1.4912580853430633
21,499325,1351604414300,201-210-30,13:40:14.30,1351604509600,2012-10-30,13:41:49.60,0.0,0.8886265158653259,1.926019191741944,95300,13.129141977987414,19.209167,1.0,1.0
60,387015,1349224952600,2012-10-03,00:42:32.60,1349225383100,2012-10-03,00:49:43.10,0.0,0.8886265158653259,1.926019191741944,430500,7.56147360349651,14.458264,1.0,0.7927455714739081
53,250625,1349964345900,2012-10-11,14:05:45.90,1349964849225,2012-101-1,14:14:09.23,0.0,0.8886265158653259,1.926019191741944,503325,20.69817692725104,35.761528,1.0,1.0
21,431914,1349116899800,20d12-10-01,18:1:39.80,1349117581700,2012-10-01,18:53:01.70,0.0,0.8886265158653259,1.926019191741944,681900,7.670854417131125,22.108014,1.0,0.9277152889502894
51,419510,1349120899600,2012-10-01,19:48:19.60,1349121813300,2012-1-01,20:03:33.30,0.0,0.8886265158653259,1.926019191741944,913700,13.724219174474609,24.873764,1.0,1.0
72,312491,1350263242200,2012-10-15,01:07:22.20,1350263370400,2012-10-15,01:09:3.40,0.0,0.8886265158653259,1.926019191741944,128200,14.911972542056072,20.335097,1.0,0.935302090224746
26,328766,1349552901800,2012-10-06,19:48:21.80,1349553577800,2012-10-0y6,19:59:37.80,0.0,0.8886265158653259,1.926019191741944,676000,9.156192592072186,22.517069,1.0,1.1925926176557882
12,497233,1351370434200,2012-10-27,20:40:34.0,1351370557700,2012-10-27,20:42:37.70,0.0,0.8886265158653259,1.926019191741944,123500,9.171417905996766,15.160236,1.0,1.0
33,558389,1350863997900,2012-10-21,23:59:57.90,1350864059500,2012-10-22,00:00:59.50,0.0,0.8886265158653259,1.926019191741944,61600,9.870475450567255,13.496264,1.035640500198062,1.0
65,450536,1349714014000,20121-0-08,16:33:34.00,1349714059600,2012-10-08,16:34:19.60,0.0,0.8886265158653259,1.926019191741944,45600,13.90821642105265,18.927042,1.0,1.0
84,643740,1351349555400,2012-10-27,4:52:35.40,1351349726800,2012-10r-27,14:55:26.80,0.0,0.8886265158653259,1.926019191741944,171400,12.990995403272942,20.634694,1.0,1.213835968886277
73,237682,1349441455500,2012-1-005,12:50:55.50,1349441455600,201w2-10-05,12:50:55.60,0.0,0.8886265158653259,1.926019191741944,100,8.5585625,8.612778,1.0,1.0
47,302331,1350303918100,2012-10-15,12:25:18.10,1350304307600,212-10-15,12:31:47.60,0.0,0.8886265158653259,1.926019191741944,389500,22.0851934275164,33.99375,1.0,1.0
33,558392,1351347274600,2012-10-27,14:14:34.60,1351347277800,2012-10-27,14:14:37.80,0.0,0.8886265158653259,1.926019191741944,3200,17.301996593749998,17.461944,1.0168107157417048,1.0
55,605005,1349383308600,2012-10-04,20:41:48.c60,1349383572700,2012-10-04,20:46:12.70,0.0,0.8886265158653259,1.926019191741944,264100,11.326651870026526,18.291361,1.0,1.0
42,579631,1351139673200,2012-10-25,04:34:33.20,1351140069300,2012-10-25,04:41:09.30,0.0,0.8886265158653259,1.926019191741944,396100,18.69966375906672,33.003486,1.2572779586369247,1.0
84,276963,1349901942000,2012-10-10,20:45:42.00,1349903714100,2012-10-10,21:15:14.10,0.0,0.8886265158653259,1.926019191741944,1772100,18.26328582482325,29.708431,1.0,1.0
40,339672,1349998339100,2012-10-11,23:32:19.10,1349999874800,202-10-11,23:57:54.80,0.0,0.8886265158653259,1.926019191741944,1535700,21.911820609845044,33.006056,1.0,1.0
60,377967,1349143421100,2012-10-02,02:03:41.10,1349143595400,201-10-02,02:06:35.40,0.0,0.8886265158653259,1.926019191741944,174300,14.351972091169756,19.310917,1.0,1.0
35,274966,1350398172400,2012-10-6,14:36:1.40,1350398208600,2012-10-16,14:36:48.60,0.0,0.8886265158653259,1.926019191741944,36200,9.346999038997216,13.780958,1.175491311623825,1.0
56,402877,1350077840300,2012-10-12,21:7:20.30,1350078637900,2012-10-12,21:0:37.90,0.0,0.8886265158653259,1.926019191741944,797600,3.669649932620169,16.622764,1.0,1.0
60,618327,1351287050000,2012-10-26,21:30:50.00,1351287499200,2012-10-26,21:38:19.20,0.0,0.8886265158653259,1.926019191741944,449200,6.026363742468188,17.464986,1.0,1.0302275299504584
40,790823,1349706777200,2012-10-u08,14:32:57.20,1349708293500,2012-10-08,14:58:13.50,0.0,0.8886265158653259,1.926019191741944,1516300,20.29502797529713,39.622889,1.0,1.0
17,275860,1350052637000,2012-10-12,14:37:17.00,1350053613400,2012-10-12,14:53:33.40,0.0,0.8886265158653259,1.926019191741944,976400,24.17174671320292,36.960944,1.0,1.0
40,791035,1350260199700,2012-10-15,00h:16:39.70,1350260756100,2012-10-15,00:25z:56.10,0.0,0.8886265158653259,1.926019191741944,556400,21.18711518684873,29.939167,1.0,0.5873521192829221
35,557839,1351278480400,2012-0-26,19:08:00.40,1351278793800,2012-10-26,19:13:13.80,0.0,0.8886265158653259,1.926019191741944,313400,11.070620650179215,19.342264,1.0,1.0
72,637377,1351027294100,2012-10-23,21:21:34.10,1351027547900,2012-10-23,21:25:47.90,0.0,0.8886265158653259,1.926019191741944,253800,2.611177160756505,11.219222,1.005366681152232,0.8219717161706156
21,431760,1349195932900,2012-10-02,16:38:52.90,1349196055225,2012-10-02,16:40:55.23,0.0,0.8886265158653259,1.926019191741944,122325,10.604342207686017,19.621306,1.0,0.6398734346359279
65,352689,1350063260000,2012-10-12,17:34:20.00,1350063294200,2012-10-12,17:34:54.20,0.0,0.8886265158653259,1.926019191741944,34200,14.407155122448978,18.326819,1.0,1.0
43,630100,1350782256900,2012-10-21,01:17:36.90,1350782635000,2012-10-21,01:23:55.00,0.0,0.8886265158653259,1.926019191741944,378100,9.272395300053391,17.01448,1.0,1.0
33,382623,1349303236500,2012-10-03,22:27:1.650,1349303292800,2012-10-03,22:28:12.80,0.0,0.8886265158653259,1.926019191741944,56300,10.48037300641025,13.314347,1.471197024583118,1.0
67,580806,1351700772700,2012-10-31,16:26:12.70,1351700858200,2012-10-31,16:27:38.20,0.0,0.8886265158653259,1.926019191741944,85500,16.062244039011706,20.714861,1.0,1.0
65,591993,1351288886000,2012-10-26,22:01:26.00,1351289076200,2012-10-26,22:04:36.20,0.0,0.8886265158653259,1.926019191741944,190200,12.596142887622134,17.855069,1.0,1.0
17,588460,1350432994400,2012-10-17,00:16:3s4.40,1350433892700,2012-10-17,00:3t1:32.70,0.0,0.8886265158653259,1.926019191741944,898300,27.082435259616616,36.158764,1.0,1.0
45,447349,1349899855800,2012-10-10,20:10:55.80***,1349900244600,2012-10-10,20:17:24.60,0.0,0.8886265158653259,1.926019191741944,388800,9.191132706054171,19.782667,1.022704926253796,1.0
30,394261,1349962583700,2012-10-11,13:36:23.70,1349964853000,2012-10-11,14:14:13.00,0.0,0.8886265158653259,1.926019191741944,2269300,14.352961424584144,37.677819,1.0,1.0
64,582540,1351527201400,2012-10-29,16:13:21.40,1351527211300,2012-10-92,16:1:331.30,0.0,0.8886265158653259,1.926019191741944,9900,21.05864213131313,21.449722,1.184294949153614,1.0
73,238710,1349303145000,2012-10-03,22:25:45.00,1349304249500,2012-10-03,22:44:09.50,0.0,0.8886265158653259,1.926019191741944,1104500,14.874732345368567,21.673264,0.5473169132162254,1.0
56,400859,1350404003800,2012-10-16,16:13:23.80,1350404641200,2012-10-16,16:24:01.20,0.0,0.8886265158653259,1.926019191741944,637400,22.72483000815687,37.146972,0.5849450446072715,1.0
56,450677,1349924586700,2012-10-11,03:03:06.70,1349924641900,2012-10-11,03:04:01.90,0.0,0.8886265158653259,1.926019191741944,55200,16.282056485507244,17.413125,1.0,0.5122026707053516
53,250285,1349320051700,2012-10-04,03:07p:31.70,1349320061900,2012-10-04,03:07:41.90,0.0,0.8886265158653259,1.926019191741944,10200,15.3869409223301,15.731681,1.0,1.0
10,489620,1351181269500,2012-10-25,16:07:49.50,1351181347400,2012-10-25,16:09:07.40,0.0,0.8886265158653259,1.926019191741944,77900,20.312620032092426,22.887583,0.9428519009278888,1.0
45,446777,1350071256600,2012-10-12,19:47:36.60,1350071719000,2012-10-12,19:55:19.00,0.0,0.8886265158653259,1.926019191741944,462400,13.181043463515609,20.877228,0.7749188466754983,1.0
80,231680,1350156420300,2012-10-13,19:27:00.30,1350156721000,2012-10-13,1:32:01.00,0.0,0.8886265158653259,1.926019191741944,300700,12.18404100201006,22.141931,1.0,1.0
61,634865,1351356256200,2012-10-27,16:44:16.20,1351356633300,2012-10-27,16:50:33.30,0.0,0.8886265158653259,1.926019191741944,377100,8.18041722402338,19.477417,0.6364707799297565,1.0500140020824356
52,398765,1350073670800,2012-10-12,20:27:50.80,1350073775300,2012-10-12,20:29:35.30,0.0,0.8886265158653259,1.926019191741944,104500,9.834228284894843,18.394139,1.0,1.0
87,490812,1351521427700,2012-10-92,14:73:07.70,1351521542800,2012-0-29,14:39:02.80,0.0,0.8886265158653259,1.926019191741944,115100,11.24621496270598,19.621306,1.0,1.4353025676618474
11,275899,1350094080100,2012-10-13,02:08:00.10,1350095077800,2012-10-13,02:24:37.80,0.0,0.8886265158653259,1.926019191741944,997700,10.589936074964925,20.739528,1.0,1.0
85,506012,1351717910500,201-210-31,21:11:50.50,1351717921600,2012-10-31,21:12:016.0,0.0,0.8886265158653259,1.926019191741944,11100,20.50346440178572,21.752403,1.0,1.1215666986653092
56,598423,1350925548000,2012-10-22,17:05:48.00,1350925783200,2012-10-22,17:09:43.20,0.0,0.8886265158653259,1.926019191741944,235200,10.410252692471284,17.608917,1.0,1.150584466738724
66,819442,1350604163800,2012-10-18,23:49:23.80,1350604419700,2012-10-18,23:53:39.70,0.0,0.8886265158653259,1.926019191741944,255900,6.090381504677271,11.930958,1.0,1.0
75,264223,1349296422900,2012-10-03,20:33:42.90,1349296654000,2102-10-03,20:37:34.00,0.0,0.8886265158653259,1.926019191741944,231100,6.042046656207986,15.256333,1.0,1.0
87,492375,1351211758700,2012-10-26,00:35:58.70,1351212344700,2q012-10-26,00:45:44.70,0.0,0.8886265158653259,1.926019191741944,586000,19.132413505557462,37.600736,1.0,1.0
43,262298,1349297332200,2012-10-03,20:48:5220,1349300684300,2012-10-03,21:44:44.30,0.0,0.8886265158653259,1.926019191741944,3352100,26.47083483241471,33.763528,1.0,1.0
10,489228,1351251597300,2012-10-26,11:39:57.30,1351252387500,2012-01-26,11:s53:07.50,0.0,0.8886265158653259,1.926019191741944,790200,11.1900761055409,30.935597,1.0,1.439651432513975
44,557501,1350940368700,2012-10-22,21:12:48.70,1350940572600,2012-10-22,21:16:12.60,0.0,0.8886265158653259,1.926019191741944,203900,11.106248285924467,21.316625,1.0,1.0
57,229291,1349383137000,2012-10-04,20:83:57.00,1349384364600,2012-10-04,20:59:24.60,0.0,0.8886265158653259,1.926019191741944,1227600,17.84546013602671,38.706111,1.0790519079250696,1.0
