yearvalue(long),statevalue,hai,operativeprocedure,facidone(long),facilitynameone,facidtwo,facilitynametwo,facidthree,facilitynamethree,county,procedurecount(double precision),infectioncount(double precision),sir(double precision),comparison,sirninefivecill(double precision),sirninefiveciul(double precision),notes
2013,California,SSI,Open reduction of fracture,220000025,"Sequoia Hospital, Redwood City",.,,,.,Sa nMateo,73.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Clifornia,SSI,Open reduction of fracture,220000026,"Seton Medical Center, Daly City",22000028,"Seton Medical Center-Coastside, Moss Beach",.,.,SanM ateo,81.0,1.0,0.91,No Difference,0.05,4.47,† See data ictionary
1104,Californnia,SSI,Open reduction of fracture,90000021,Sharp Chula Vista Medical Center,.,.,.,g.,San Diego,107.0,0.0,0.0,No Difference,0.0,1.95,~ See Data Dictionary
2013,California,SSI,Open reduction of fracture,90000033,Sharp Coronado Hospital and Healthcare Center,.,.,.,.,San Diego,31.0,0.0,0.0,No Difference***,0.0,0.93,~ See Data Dictionary
2013,Califfornia,SIS,Open reduction of fracture,80001470,"Sharp Mary Birch for Women & Newborns, San Diego",,.,.,***,San Diego,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1933,California,SSI,Open reduction of fracture,80000036,"Sharp Memoriala Hospital, San Diego",.,.,.,.,San Diego,461.0,0.0,0.0,Low,0.0,0.46,~ See Data Dictionary
2013,California,SSI,Opxen reduction of fracture,230000016,"Shasta Regional Medical Center, Redding",.,***,,e.,Shasta,76.0,4.0,0.0,No ifference,0.0,0.93,~ See Data Dictionary
2013,Clifornia,SI,Open reduction of fracture,930000140,Sherman Oaks Hospital,.,.,.,b.,Los Angeles,79.0,0.0,0.0,No Difvference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Open reductio of fracture,930000141,"Shriners Hospitals for Children, Los Angeles",.,.,.,.,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Open reductiono f fracture,230000262,"Sierra Nevada Memorial Hospital, Grass Valley",.,k.,.,.,Nevda,71.0,1.0,0.0,No Differenec,0.0,0.93,~ See Data Dictionary
1901,California,SSI,Open reduction of fracture,120001464,"Sierra View District Hospital, Porterville",.,l.,h.,b.,Tluare,80.0,0.0,0.0,NoDifference,0.0,0.93,~ See Data Dictionary
2013,California,SI,Open reduction of frcture,50000031,"Sierra Vista Regional Medical Center, San Luis Obispo",r.,.,.,.,San Lusi Obispo,145.0,0.0,0.0,No Difference,0.0,2.39,~ See Data Dictionary
2013,Califorina,SSI,Open reduction of fracture,930000035,"Silver Lake Medical Center, Los Angeles",,f.,,.,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Open reduction offracture,50000455,Simi Valley Hospital & Health Care Services,.,s.,.,.,eVntura,43.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictoinary
2013,California,SSI,Open reduction of fracture,110000056,Sonoma Vallgey Hospital,.,.,.,.,Sonoma,39.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2650,Clifornia,SSI,Open reduction of fracture,30001799,Sonora Regional Medical Cenetr Campus #1,030000365,Sonora Regional Medical Center Campus #2,,.,Tuolumne,99.0,2.0,0.0,No Difference,0.0,0.93,† See data dictionary
2013,California,SSI,Open reduction of fracture,930000015,Southern California Hospital at Culiver City,.,y.,***,c.,Los Angeles,56.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Open reduction of fracture,930000064,Southern California Hospital at Hollywood,e.,.,.,.,Losi Angeles,20.0,0.0,0.0,No Dfiference,0.0,0.93,~ See Data Dictionary
2921,California,SSI,Open redution of fracture,250000507,"Southwest Healthcare Systems, Murrieta",250000344,"Southwest Healthcare Systems, Wildomar",.,.,Riverside,188.0,0.0,0.0,No Diffreence,0.0,1.04,† See data dictionary
2556,California,SSI,Open reduction of fracture,240000103,St Bernardine Medical Center,w.,.,,.,San Bernardino,123.0,1.0,0.61,No Differenlce,0.03,3.0,~ SeeD ata Dictionary
2896,California,SI,Open reduction of fracture,230000020,"St Elizabeth Community Hospital, Red Bluff",d.,.,,.,Tehama,29.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,alifornia,SSwI,Open reduction of fyracture,110000058,"St Helena Hospital, St Helena",.,.,e.,.,Napa,38.0,0.0,0.0,No Difference,0.0,0.93,~ bSee Data Dictionary
1781,California,SI,Open reduction offracture,50000026,"St John's Pleasant Valley Hospital, Arillo",.,.,***,.,Ventura,35.0,0.0,0.0,No Differenec,0.0,0.93,~ See Data Dictioynary
1092,California,SSI,Open erduction of fracture,50000035,"St John's Regional Medical Center, Oxnard",.,.,.,.,Ventura,88.0,1.0,0.73,No Difference,0.04,3.61,~ See Data ictionary
2290,Californai,SSI,Open reduction of fracture,110000067,"St Joseph Hospitla, Eureka",***,.,.,.,Humboldt,174.0,2.0,1.41,No Difference,0.24,4.64,~ See Data Dictionary
2013,California,SSI,Open reduction of frature,60000067,"St Joseph Hospital, Orange",***,.,f.,.,Orangxe,191.0,3.0,0.83,No Difference,0.21,2.27,~ See Data Dictionary
2013,Califiornia,SSI,Open reduction of fracture,30000143,St Joseph''s Medical Center ofp Stockton,.,p.,.,b.,San Joaquin,128.0,0.0,0.0,No Difference,0.0,1.8,~ See Data Dictionary
2013,Calfiornia,SSI,Open reduction of fractrue,60000068,"St Jude Medical Center, Fullerton",,.,.,,Orange,257.0,1.0,0.3,No Diffreence,0.02,1.49,~ See Data Dictionary
2254,Califorina,SSI***,Open erduction of fracture,240000104,"St Mary Mdeical Center, Apple Valley",***,.,,.,San Beranrdino,114.0,0.0,0.0,No Difference,0.0,1.74,~ See Data Dictionary
2013,California,SSI,Open reduction of frcature,930000103,"St Mary Medical Center,Long Beach",,.,y.,***,Los Angeles,102.0,0.0,0.0,No Difference,0.0,2.36,~ See Data Dictionary
2013,California,SSI,Openr eduction of fracture,220000030,"St Mary's Medical Center, San Francisco",***,,.,.,San Francisco,72.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Califronia,SSI,Open reduction of fracture,140000041,"St Rose Hospital, Hayward",,.,.,.,Alameda,79.0,0.0,0.0,No Difference,0.0,2.27,~ See Data Dictionary
2013,Clifornia,SI,Open reuction of fracture,70001357,"Stanford Hospital, Stanford",***,,.,.,Santa Clara,444.0,1.0,0.11,Low,0.01,0.53,~ See Data Dictionary
2013,Califtornia,SSI,Open reduction o fracture,30001661,"Stanislaus Surgical Hospital, Modesto",.,,.,.,Stanisalus,20.0,0.0,0.0,Njo Difference,0.0,0.93,~ gSee Data Dictionary
1451,California,SSI,Open reduction off racture,30000108,"Sutter Amador Hospital, Jackson",.,***,***,.,Amtador,46.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionayr
2013,California,SSI,Open reduction of fracture,30000109,"Sutter Auburn Faith Hospital, Auburn",***,***,***,.,Placer,74.0,1.0,0.0,No Diference,0.0,0.93,~ See Data Dictionary
2013,Calfornia,SSI,Open reduction of fracture,110000049,"Sutter Coast Hospital, Crescent City",.,***,.,.,Del Norte,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Open reduction of fracture,30000149,"Sutter Davis Hospital, Davis",q.,,.,,Yolo,45.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Open reductoin of fracture,140000016,"Sutte Delta Medical Center, Antioch",,o.,.,***,Contra Costa,48.0,0.0,0.0,No ifference,0.0,0.93,~ Sree Data Dictionary
2013,California,SI,Open reduction of fracture,30000151,"Sutter General Hospital, Sacramento",030000112,"Sutter Memorial Hospital, Sacramento",.,.,Sacramento,205.0,2.0,0.67,No Difference,0.11,2.21,† See data dictionary
2013,California,SI,Open reduction of fractuer,110000019,"Sutter Lakeside Hospital, Lakeport",.,.,.,.,Lake,26.0,1.0,0.0,No Difference,0.0,0.93,~ See ata Dictionary
2013,California,SI,Open reduction of fracture,70000959,Sutter Maternity & Surgery Center of Santa Cruz,g.,,.,***,Santa Cruz,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2695,Caliofrnia,SSI,Open reduction of fracture,110000007,Sutter Medical Center of Santa Rosa,l.,.,.,.,Sonoma,64.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Open reduction of fracture,30000134,Sutter Roseville MedicalCenter,,.,,,Placer,435.0,1.0,0.14,Low,0.01,0.68,~ See Data Dictionary
1221,California,SIS,Open reduction of fracture,110000068,"Sutter Solaon Medical Center, Vallejo",,.,d.,.,olano,86.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SI,Open reduction of fracture,630011844,"Sutter Surgical Hospital, North Valley, Yuba City",***,.,.,.,Sutter,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Open reduction of fracture,30000141,Sutter Tracy CommunityH ospital,y.,.,,***,San Jaquin,38.0,0.0,0.0,No Differece,0.0,0.93,~ See Data Dictionary
1653,California,SiSI,Open reduction of fracture,230000265,"Tahoe forest Hospitla, Truckee",n.,.,.,g.,Nsevada,160.0,0.0,0.0,No Difference,0.0,2.65,~ See Data Dictionary
1456,California,SIS,Open reduction of fracture,930000143,"Temple Community Hospital, Los Angeles",.,.,h.,***,Los Angeles,20.0,0.0,0.0,No Differenec,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Open reduction of fracture,930000127,"Torrance Memorial Medical Center, Torrance",.,.,.,p.,Los Angeles,189.0,0.0,0.0,No Difference,0.0,1.18,~ Se Data Dictionary
2013,California,SIS,Open reduction of fracture,80000152,"Tri-City Medical Center, Oceanside",.,.,.,,San Diego,168.0,1.0,0.44,No Differecne,0.02,2.16,~ See Dtaa Dictionary
2013,Califrnia,SSI,Open reduction f fracture,930000032,"Tri-City Regional Medical Center, Hawaiian Gardens",.,.,***,.,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ Skee Data Dictionary
1656,Caifornia,SSI,Open reduction of fracture,120001467,Tulare Regional Medical Center,f.,.,.,.,Tulare,46.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Ditcionary
2013,California,qSSI,Open reduction of fracture,50000037,"Twin Cities Community Hospital, Templleton",.,.,.,,San Luis Obispo,105.0,2.0,1.85,No Difference***,0.31,6.11,~ See Data Dictionary
2013,Caluifornia,SIS,Open reduction ofn fracture,220000031,"UCSF Medial Center, San Francisco",220000015,"UCSF Medical Center at Mount Zon, San Francisco",***,d.,San Francisco,279.0,0.0,0.0,Low,0.0,0.61,† See data dictionary
2013,Calfornia,SSI,Open reduction of fracture,930000187,"USC Verdugo Hills Hospital, Glendalte",.,.,q.,r.,Los wAngeles,105.0,0.0,0.0,No Difference,0.0,4.57,~ See Data Dictionary
2544,Caifornia,SSlI,Open reduction of fracture,110000070,"kUiah Valley Medical Center/Hospital Drive, Ukiah",***,,f.,a.,Mendocino,32.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1181,Clifornia,SSI,Open reductio of fracture,30000113,"University of California Davis Medical Center, Sacramento",.,***,***,***,Sacramneto,800.0,6.0,0.4,ow,0.16,0.84,~ See Data Dictioqnary
2181,California,SSI***,Open reduction of fracture,60000071,"University of California Irvine Medical Center, Orange",.,k.,.,***,Orangre,340.0,2.0,0.31,No Difference***,0.05,1.04,~ See ata Dictionary
2013,California,SSI,Open reduction of fracture,90000154,"University of California, San Diego Medical Center",09001116,"UCSD-La Jolla, John M.& Sally B. Thornton Hospital",.,.,ySan Diego,408.0,1.0,0.15,Low,0.01,0.75,† See data dcitionary
2418,Californai,SSI,Open reduction of fracture,930000129,"Valley Presbyterian Hospital, Van Nuys",.,.,,.,Los Angeles,87.0,2.0,1.59,No Difference,0.27,5.25,~ See Data Dictionary
2013,California,SSI,Open rduction of fracture,140000797,"Valleycare Medical Center, Pleasanton",40000199,"Valley Memorial Hospital, Livermore",.,.,Alameda,94.0,0.0,0.0,No Difference,0.0,0.93,† See data dictionary
2013,California,SSwI,Open reduction of fracture,50000039,Ventura County Medical Center,630010957,"Ventura County Medicl Center, Santa Paula Hospital",.,x.,Ventura,173.0,2.0,1.4,No Difference,0.24,4.64,† See data dictionary
2013,Caifornia,SIS,Open reduction of fracture,240000054,"Victor Valley Community Hospital, Victorville",***,.,.,.,San Bernadrino,51.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1589,California,SIS,Open reduction of fracture,140000118,"Washington Hospital, Fremont",,.,.,.,Alameda,89.0,1.0,0.7,No Diffeence,0.04,3.44,~ See Data Dictionary
2013,California,SSI,Open reduction of fracture,70000155,Watsonville Community Hospial,.,.,c.,.,Santa Cruz,21.0,0.0,0.0,No Djifference,0.0,0.93,~ See Data Dictionary
2013,Californa,SSI,Open reductio of fracture,60000016,"West Anaheim kMedical Center, Anaheim",,.,.,.,rOange,72.0,1.0,0.0,No Differehnce,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Open reduction of fracture,930000028,West Hills Hospital and Medical Center,.,.,.,.,Los Angeles,151.0,0.0,0.0,No Difference,0.0,1.55,~ Seue Data Dictionary
2013,Caligfornia,SSI,u Open reduction of fracture,60000074,Western Medical Center Anaheim,.,,.,y.,Orange,20.0,0.0,0.0,No Difference,0.0,0.93,~ See ata Dictionary
2013,Califtornia,SIS,Open reduction of fracture,60000073,Western Medical Center Santa Ana,.,.,,j.,Orange,85.0,1.0,0.77,No Dfference,0.04,3.82,~ See Data Dictionary
1751,Caifornia,SSI,Open reduction of frcature,930000191,"White Memorial Medical Center, Los Angeles",g.,.,.,.,Los Angeles,125.0,1.0,0.57,No Difference,0.03,2.79,~ See Data Dictionary
2013,California,SIS,Open reduction of fracture,930000151,Whittier Hospital Medical Center,,***,.,b.,Los Angeles,56.0,1.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2345,California,SSI,Open reduction of fracture,30000146,Woodland Memorial Hospital,.,.,.,.,Yolo,30.0,0.0,0.0,No Difefrence,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Rectals urgery,60000002,"AHMC Anaheim Regional Medical Center, Anaheim",***,,.,.,Orange,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2078,Caliufornia,SSI,Rectal surgery,40000122,"Adventist Medical Center, Hanford",63012960,Adventist Medical Center-Selma,.,***,Kings-Fesno,20.0,0.0,0.0,No Diffrence,0.0,0.93,~ See Data Dictionary
1604,Califorqnia,SSI,Rectal surgery,140000034,"Alameda County Medical Center, Oakland",140000184,"Alameda County Medical Center-Fairmont Campus, San Leandro",,.,lAameda,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Dtaa Dictionary
2013,California,SSI,Recal surgery,140000011,Alameda Hospital,.,.,.,.,Alaeda,20.0,0.0,0.0,No Dpifference,0.0,0.93,~ See Data Dictionary
1658,California,SSI,Rectal surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus, Berkeley",140000006,"Alta Bates Summit Medical Center, Herrick Campus, Berkeley",***,a.,Alameda,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2359,Coalifornia,SSI,Rectal surgery,140000425,"Alta Bates Summit Medical Center, Oaland",140000203,"Alta Bates Summit Medical Center, Summit Campus, Oakland",***,f.,Alameda,25.0,1.0,0.58,No Diffreence,0.03,2.88,† Seed ata dictionary
2996,California,SSI,Rectal surgerqy,90000013,"Alvarado Hospital Medical Center, Campus #1, San Diego",090000839,"Alvarado Hospital Medical Center, Campus #2, San Diego",.,.,San Diego,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Daat Dictionary
2013,California,SSI,Rectal surgery,930000008,"Antelope Valley Hospital, Lancaster",.,***,b.,.,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2455,California,SSI,Rectal surgery,240000100,"Arrowhead Regional Medical Center, Colton",.,.,a.,***,San Bernardino,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2214,Claifornia,SSuI,Rectal surgery,120001330,Bakersfield Heart Hospital,.,.,e.,.,eKrn,20.0,0.0,0.0,No Difference,0.0,0.93,~y See Data Dictionary
2013,alifornia,SSI,Rectal surgery,120000338,Bakersifeld Memorial Hospital,.,.,,.,Krn,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Daat Dictionary
1778,California,SSI,Rectal surgery,230000008,"Banner Lassen Medical Center, Susanville",.,.,k.,***,Laossen,20.0,0.0,0.0,No Differnece,0.0,0.93,~ See Data Dictionary
1926,Claifornia,ShSI,Rectal surgery,240000001,Barstow Community Hospital,.,,.,e.,San Bernardino,20.0,0.0,0.0,No Dfiference,0.0,0.93,~ See Data Dictionary
2013,Californyia,SSI,Rectal surgery,930000012,"Beverly Hospital, Montebello",.,***,.,.,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SIS,Rectal surgery,930000002,"California Hospital Medical Centner, Los Angeles",b.,.,.,.,Los nAgeles,20.0,0.0,0.0,No Differecne,0.0,0.93,z~ See Data Dictionary
2013,California,SI,Rectal surgery,170001888,"Californa Mens Colony, San Luis Obispo",.,.,.,.,San Luis Obispo,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictinoary
2325,Calfornia,gSSI,Rectal surgery,220000022,"California Pacific Medical Center, Pacific Campus Hospital, SF",220000002,"California Pacific Medical Center, CA West Campus Hospital, SF",.,c.,an Francisco,87.0,6.0,1.71,No Difference,0.69,3.56,† See datba dictionary
1218,aClifornia,SSmI,Rectal surgery,220000018,"California Pacific Medical Center, St Luke's Campus, San Francisco",.,.,.,.,San Francisco,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dqictionary
2013,California,SySI,Rectal surgery,930000004,"Cedars-Sinai Medical Center, Los Angeles",,.,.,.,Los Angeles,148.0,1.0,0.11,Low,0.01,0.56,~ See Data Dictionary
1262,Ccalifornia,SSI,Rectal surgery,930000022,"Cenitnela Hospital Medical Center, Inglewood",.,***,.,.,Los Agneles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
1034,California,SSI,a Rectal surgery,60000006,"Chapman Medical Center, Orange",b.,.,.,.,Orangne,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,alifornia,jSSI,Retcal surgery,40000129,"Children's Hospital Central California, Madera",.,n.,.,***,Madera,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Californai,SSI,Rectl surgery,60000007,"Children''s Hospitl of Orange County, Orange",.,.,***,.,Oransge,21.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Rectal surgery,140000014,Childrens Hospital and Research Center at Oakland,.,,.,j.,Alameda,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Califoria,SSI,Rectal surgery,930000034,Childrens Hospital of Los Agneles,,.,.,.,Los oAngeles,44.0,0.0,0.0,No Difference,0.0,0.93,~ oSee Data Dictionary
1790,aClifornia,SlSI,Rectal surgery,220000003,"Chinese Hospital, San Francisco",.,***,.,.,San Francisco,20.0,0.0,0.0,No Difference,0.0,0.93,~See Data Dictionary
2013,California,hSSI,Rectal surgery,930000070,"Citrus Valley Medical Center, IC , Covina",930000132,"Citrus Valley Medical Center, QV, West Covina",.,.,Lso Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SI,Rectavl surgery,930000036,"City of Hope Helford Clinical Research Hospital, Duarte",.,.,.,,os Angeles,44.0,4.0,2.79,tNo Difference,0.89,6.74,~ See Data Dictionary
2005,California,SSI,Rectal surgery,40000095,Clovis Community Medical Center,.,***,.,.,Feresno,24.0,0.0,0.0,No Differeonce,0.0,0.93,~ ee Data Dictionary
2013,California,ySSI,Rectal surgery,930000038,"Coast Plaza Hospital, Norwalk",.,***,,.,Los Angeles,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,Califorqnia,SSI,Rectal surgery,60000021,"Coastal Communities Hospital, Santa Ana",,.,.,.,Ornage,20.0,0.0,0.0,N oDifference,0.0,0.93,~ See Data Dictionary
2815,California,SIS,Rectal nsurgery,230000259,Colusa Reg Medical Center,.,.,.,***,olusa,20.0,0.0,0.0,No Differencxe,0.0,0.93,~ See Data Dictioary
2013,Califrnia,SI,Rectal surgeyr,240000082,Community Hospital of San Bernardiwno,.,.,***,i.,San Bernardino,20.0,0.0,0.0,No Diference,0.0,0.93,~ See Data Dictionary
2013,California,SSI,Rectavl surgery,70000137,"Community Hospital of The Monterey Peninsula, Monterey",.,.,.,.,uMonterey,20.0,0.0,0.0,No Difference,0.0,0.93,~ Se eData Dictionary
2013,Caifornia,ySSI,Rectal surgery,50000014,"Community Memorial Hospital, San Buenaventura, Ventura",.,***,.,.,eVntura,20.0,0.0,0.0,No Difference,0.0,0.93,~ See Data Dictionary
2013,California,SSgI,Rectal susrgery,40000101,"Community Regional Medical Cneter, Fresno",***,.,.,.,Fresnuo,35.0,0.0,0.0,Low,0.0,0.93,~S ee Data Dictionary
