year_start,year_end,location_abbr,location_desc,datasource,class,topic,question,data_value_unit,data_value_type,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,sample_size,total,poverty_level,ageyears,birth_order,education,gender,marital_status,metropolitan,race_ethnicity,wic_participation,geo_location,class_id,topic_id,question_id,data_value_type_id,location_id,stratification_category_one,stratification_one,stratification_category_id_one,stratification_id_one
2005,2005,AL,Alabama,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,54.9,54.9,,,48.6,61.1,379.0,Total,,,,,,,,,,"(32.84057112200048, -86.63186076199969)",BF,BF1,Q006,VALUE,1,Total,Total,OVR,OVERALL
2012,2012,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,27.8,27.8,,,22.3,34.1,764.0,,,,,,,,Non-metropolitan,,,,BF,BF1,Q002,VALUE,59,Metropolitan,Non-metropolitan,METRO,METRONO
2004,2004,MA,Massachusetts,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,45.3,45.3,,,37.1,53.7,288.0,Total,,,,,,,,,,"(42.27687047000046, -72.08269067499964)",BF,BF1,Q002,VALUE,25,Total,Total,OVR,OVERALL
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,55.7,55.7,,,35.9,73.8,69.0,,,Under 20,,,,,,,,,BF,BF1,Q002,VALUE,59,Age (years),Under 20,AGEYR,AGEYR0019
2010,2010,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,59.4,59.4,,,54.5,64.0,1105.0,,,,,,,,,,"No, but eligible",,BF,BF1,Q005,VALUE,59,WIC Participation,"No, but eligible",WIC,WICNO
2015,2015,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,23.1,23.1,,,12.7,38.5,97.0,,,Under 20,,,,,,,,,BF,BF1,Q001,VALUE,59,Age (years),Under 20,AGEYR,AGEYR0019
2011,2011,VT,Vermont,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,60.5,60.5,,,53.6,67.1,260.0,Total,,,,,,,,,,"(43.62538123900049, -72.51764079099962)",BF,BF1,Q007,VALUE,50,Total,Total,OVR,OVERALL
2002,2002,AR,Arkansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,55.2,55.2,,,47.8,62.4,307.0,Total,,,,,,,,,,"(34.74865012400045, -92.27449074299966)",BF,BF1,Q006,VALUE,5,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,30.3,30.3,,,26.2,34.8,1208.0,,,,,,,,,2 or more races,,,BF,BF1,Q007,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2010,2010,AR,Arkansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,25.2,25.2,,,17.6,34.7,177.0,Total,,,,,,,,,,"(34.74865012400045, -92.27449074299966)",BF,BF1,Q003,VALUE,5,Total,Total,OVR,OVERALL
2007,2007,UT,Utah,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,39.6,39.6,,,33.9,45.7,408.0,Total,,,,,,,,,,"(39.360700171000474, -111.58713063499971)",BF,BF1,Q007,VALUE,49,Total,Total,OVR,OVERALL
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,17.2,17.2,,,8.3,32.4,96.0,,,,,,,,,Hawaiian/Pacific Islander,,,BF,BF1,Q003,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2010,2010,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,26.4,26.4,,,24.2,28.8,4948.0,,,,,,,,,,Yes,,BF,BF1,Q003,VALUE,59,WIC Participation,Yes,WIC,WICYES
2015,2015,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,39.8,39.8,,,38.2,41.4,9907.0,,,,,,,,,Non-Hispanic White,,,BF,BF1,Q004,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2009,2009,WA,Washington,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,18.4,18.4,,,13.8,24.2,328.0,Total,,,,,,,,,,"(47.52227862900048, -120.47001078999972)",BF,BF1,Q003,VALUE,53,Total,Total,OVR,OVERALL
2004,2004,ID,Idaho,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,44.0,44.0,,,37.5,50.7,253.0,Total,,,,,,,,,,"(43.682630005000476, -114.3637300419997)",BF,BF1,Q007,VALUE,16,Total,Total,OVR,OVERALL
2007,2007,ID,Idaho,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,15.1,15.1,,,10.8,20.8,266.0,Total,,,,,,,,,,"(43.682630005000476, -114.3637300419997)",BF,BF1,Q003,VALUE,16,Total,Total,OVR,OVERALL
2005,2005,TX,Texas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,31.1,31.1,,,27.3,35.2,1831.0,Total,,,,,,,,,,"(31.827240407000488, -99.42677020599967)",BF,BF1,Q007,VALUE,48,Total,Total,OVR,OVERALL
2009,2009,NJ,New Jersey,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,48.3,48.3,,,42.7,53.9,469.0,Total,,,,,,,,,,"(40.13057004800049, -74.27369128799967)",BF,BF1,Q005,VALUE,34,Total,Total,OVR,OVERALL
2001,2001,WV,West Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,10.9,10.9,,,8.0,14.7,340.0,Total,,,,,,,,,,"(38.66551020200046, -80.71264013499967)",BF,BF1,Q004,VALUE,54,Total,Total,OVR,OVERALL
2007,2007,FL,Florida,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,45.3,45.3,,,37.2,53.7,222.0,Total,,,,,,,,,,"(28.932040377000476, -81.92896053899966)",BF,BF1,Q002,VALUE,12,Total,Total,OVR,OVERALL
2004,2004,DE,Delaware,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,37.0,37.0,,,31.5,43.0,383.0,Total,,,,,,,,,,"(39.008830667000495, -75.57774116799965)",BF,BF1,Q005,VALUE,10,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,32.2,32.0,,,28.9,35.6,2606.0,,600 or greater,,,,,,,,,,BF,BF1,Q008,VALUE,59,% Poverty Level,600 or greater,POV,POV600PLUS
2014,2014,SD,South Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,55.1,55.0,,,48.4,61.6,277.0,Total,,,,,,,,,,"(44.353130053000484, -100.3735306369997)",BF,BF1,Q007,VALUE,46,Total,Total,OVR,OVERALL
2015,2015,ND,North Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,33.4,33.4,,,26.8,40.8,234.0,Total,,,,,,,,,,"(47.47531977900047, -100.11842104899966)",BF,BF1,Q004,VALUE,38,Total,Total,OVR,OVERALL
2013,2013,LA,Louisiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,31.7,31.7,,,23.0,42.0,130.0,Total,,,,,,,,,,"(31.31266064400046, -92.44568007099969)",BF,BF1,Q001,VALUE,22,Total,Total,OVR,OVERALL
2012,2012,MI,Michigan,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,17.1,17.1,,,11.6,24.3,217.0,Total,,,,,,,,,,"(44.6613195430005, -84.71439026999968)",BF,BF1,Q008,VALUE,26,Total,Total,OVR,OVERALL
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,25.2,25.2,,,24.0,26.5,15205.0,,,,,,,,Metropolitan,,,,BF,BF1,Q003,VALUE,59,Metropolitan,Metropolitan,METRO,METROYES
2006,2006,NM,New Mexico,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,33.3,33.3,,,28.1,38.9,405.0,Total,,,,,,,,,,"(34.52088095200048, -106.24058098499967)",BF,BF1,Q007,VALUE,35,Total,Total,OVR,OVERALL
2004,2004,CO,Colorado,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,22.1,22.1,,,15.3,30.7,242.0,Total,,,,,,,,,,"(38.843840757000464, -106.13361092099967)",BF,BF1,Q003,VALUE,8,Total,Total,OVR,OVERALL
2009,2009,MN,Minnesota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,36.5,36.5,,,29.4,44.3,260.0,Total,,,,,,,,,,"(46.35564873600049, -94.79420050299967)",BF,BF1,Q001,VALUE,27,Total,Total,OVR,OVERALL
2008,2008,SD,South Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,22.4,22.4,,,18.1,27.5,363.0,Total,,,,,,,,,,"(44.353130053000484, -100.3735306369997)",BF,BF1,Q004,VALUE,46,Total,Total,OVR,OVERALL
2015,2015,NM,New Mexico,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,59.8,59.8,,,53.0,66.2,282.0,Total,,,,,,,,,,"(34.52088095200048, -106.24058098499967)",BF,BF1,Q005,VALUE,35,Total,Total,OVR,OVERALL
2013,2013,MI,Michigan,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,26.6,26.6,,,20.4,33.7,244.0,Total,,,,,,,,,,"(44.6613195430005, -84.71439026999968)",BF,BF1,Q008,VALUE,26,Total,Total,OVR,OVERALL
2012,2012,NV,Nevada,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,80.1,80.1,,,73.8,85.2,313.0,Total,,,,,,,,,,"(39.493240390000494, -117.07184056399967)",BF,BF1,Q006,VALUE,32,Total,Total,OVR,OVERALL
2008,2008,TN,Tennessee,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,22.5,22.5,,,16.9,29.2,255.0,Total,,,,,,,,,,"(35.68094058000048, -85.77449091399967)",BF,BF1,Q003,VALUE,47,Total,Total,OVR,OVERALL
2002,2002,NY,New York,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,21.8,21.8,,,18.7,25.3,796.0,Total,,,,,,,,,,"(42.82700103200045, -75.54397042699964)",BF,BF1,Q004,VALUE,36,Total,Total,OVR,OVERALL
2006,2006,DC,District of Columbia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,26.3,26.3,,,20.9,32.5,338.0,Total,,,,,,,,,,"(38.89037138500049, -77.03196112699965)",BF,BF1,Q003,VALUE,11,Total,Total,OVR,OVERALL
2011,2011,NV,Nevada,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,22.5,22.5,,,17.0,29.2,234.0,Total,,,,,,,,,,"(39.493240390000494, -117.07184056399967)",BF,BF1,Q003,VALUE,32,Total,Total,OVR,OVERALL
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,67.8,67.8,,,64.0,71.4,2787.0,,400 - 599,,,,,,,,,,BF,BF1,Q005,VALUE,59,% Poverty Level,400 - 599,POV,POV400599
2006,2006,ID,Idaho,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,48.8,48.8,,,42.4,55.2,303.0,Total,,,,,,,,,,"(43.682630005000476, -114.3637300419997)",BF,BF1,Q007,VALUE,16,Total,Total,OVR,OVERALL
2007,2007,KS,Kansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,78.8,78.8,,,72.3,84.1,334.0,Total,,,,,,,,,,"(38.34774030000045, -98.20078122699965)",BF,BF1,Q006,VALUE,20,Total,Total,OVR,OVERALL
2013,2013,TX,Texas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,22.4,22.4,,,19.0,26.3,1278.0,Total,,,,,,,,,,"(31.827240407000488, -99.42677020599967)",BF,BF1,Q003,VALUE,48,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,27.8,27.8,,,25.2,30.5,2831.0,,,,,High school graduate,,,,,,,BF,BF1,Q003,VALUE,59,Education,High school graduate,EDU,EDUHSGRAD
2007,2007,MO,Missouri,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,38.8,38.8,,,31.1,47.1,196.0,Total,,,,,,,,,,"(38.635790776000476, -92.56630005299968)",BF,BF1,Q002,VALUE,29,Total,Total,OVR,OVERALL
2011,2011,MA,Massachusetts,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,36.4,36.4,,,27.7,46.0,168.0,Total,,,,,,,,,,"(42.27687047000046, -72.08269067499964)",BF,BF1,Q001,VALUE,25,Total,Total,OVR,OVERALL
2015,2015,KS,Kansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,13.5,13.5,,,8.7,20.4,185.0,Total,,,,,,,,,,"(38.34774030000045, -98.20078122699965)",BF,BF1,Q003,VALUE,20,Total,Total,OVR,OVERALL
2011,2011,IA,Iowa,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,20.1,20.1,,,14.6,27.1,219.0,Total,,,,,,,,,,"(42.46940091300047, -93.81649055599968)",BF,BF1,Q008,VALUE,19,Total,Total,OVR,OVERALL
2014,2014,MD,Maryland,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,32.3,32.0,,,25.4,40.1,309.0,Total,,,,,,,,,,"(39.29058096400047, -76.60926011099963)",BF,BF1,Q001,VALUE,24,Total,Total,OVR,OVERALL
2014,2014,CT,Connecticut,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,26.1,26.0,,,20.6,32.5,271.0,Total,,,,,,,,,,"(41.56266102000046, -72.64984095199964)",BF,BF1,Q008,VALUE,9,Total,Total,OVR,OVERALL
2008,2008,OR,Oregon,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,34.0,34.0,,,27.6,41.0,234.0,Total,,,,,,,,,,"(44.56744942400047, -120.15503132599969)",BF,BF1,Q002,VALUE,41,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,23.7,23.7,,,22.6,24.8,19504.0,,,,,,,,Metropolitan,,,,BF,BF1,Q004,VALUE,59,Metropolitan,Metropolitan,METRO,METROYES
2009,2009,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,19.0,19.0,,,17.3,20.8,5806.0,,Less than 100,,,,,,,,,,BF,BF1,Q004,VALUE,59,% Poverty Level,Less than 100,POV,POV0099
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,11.6,11.6,,,7.8,17.1,294.0,,,,,,,,,American Indian/Alaska Native,,,BF,BF1,Q008,VALUE,59,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2001,2001,TX,Texas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,76.9,76.9,,,73.2,80.1,2022.0,Total,,,,,,,,,,"(31.827240407000488, -99.42677020599967)",BF,BF1,Q006,VALUE,48,Total,Total,OVR,OVERALL
2010,2010,IN,Indiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,18.2,18.2,,,13.3,24.4,278.0,Total,,,,,,,,,,"(39.766910452000445, -86.14996019399968)",BF,BF1,Q004,VALUE,18,Total,Total,OVR,OVERALL
2007,2007,MT,Montana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,21.7,21.7,,,16.4,28.1,262.0,Total,,,,,,,,,,"(47.06652897200047, -109.42442064499971)",BF,BF1,Q001,VALUE,30,Total,Total,OVR,OVERALL
2012,2012,TN,Tennessee,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,19.5,19.5,,,13.6,27.2,205.0,Total,,,,,,,,,,"(35.68094058000048, -85.77449091399967)",BF,BF1,Q003,VALUE,47,Total,Total,OVR,OVERALL
2013,2013,KS,Kansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,29.8,29.8,,,21.8,39.3,130.0,Total,,,,,,,,,,"(38.34774030000045, -98.20078122699965)",BF,BF1,Q002,VALUE,20,Total,Total,OVR,OVERALL
2010,2010,AR,Arkansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,8.8,8.8,,,5.6,13.5,256.0,Total,,,,,,,,,,"(34.74865012400045, -92.27449074299966)",BF,BF1,Q008,VALUE,5,Total,Total,OVR,OVERALL
2012,2012,MT,Montana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,86.2,86.2,,,78.3,91.6,216.0,Total,,,,,,,,,,"(47.06652897200047, -109.42442064499971)",BF,BF1,Q006,VALUE,30,Total,Total,OVR,OVERALL
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,48.0,48.0,,,26.4,70.4,56.0,,,,,,,,,Hawaiian/Pacific Islander,,,BF,BF1,Q002,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2002,2002,WI,Wisconsin,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,16.1,16.1,,,12.8,20.2,620.0,Total,,,,,,,,,,"(44.39319117400049, -89.81637074199966)",BF,BF1,Q004,VALUE,55,Total,Total,OVR,OVERALL
2015,2015,MA,Massachusetts,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,13.7,13.7,,,9.3,19.7,311.0,Total,,,,,,,,,,"(42.27687047000046, -72.08269067499964)",BF,BF1,Q003,VALUE,25,Total,Total,OVR,OVERALL
2014,2014,WY,Wyoming,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,61.3,61.0,,,54.7,67.5,286.0,Total,,,,,,,,,,"(43.23554134300048, -108.10983035299967)",BF,BF1,Q005,VALUE,56,Total,Total,OVR,OVERALL
2013,2013,DE,Delaware,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,18.9,18.9,,,14.3,24.5,243.0,Total,,,,,,,,,,"(39.008830667000495, -75.57774116799965)",BF,BF1,Q008,VALUE,10,Total,Total,OVR,OVERALL
