rowid,year,location_abbr,location_desc,data_source,priority_area_one,priority_area_two,priority_area_three,priority_area_four,category,topic,indicator,data_value_type,data_value_unit,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,confidence_interval_low,confidence_interval_high,break_out_category,break_out,category_id,topic_id,indicator_id,data_value_type_id,break_out_category_id,break_out_id,location_id,geo_location
NHANES~2015-2016~59~NH064~RAC03~Crude,2015-2016,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Crude,Percent (%),16.7,16.7,NULL,NULL,13.9,19.8,Race,Non-Hispanic Asian,C2,T10,NH064,Crude,BOC04,RAC03,59,NULL
NHANES~2009-2010~59~NH061~AGE08~Crude,2009-2010,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),0.0,0.0,NULL,NULL,NULL,NULL,Age,75+,C2,T10,NH061,Crude,BOC03,AGE08,59,NULL
NHANES~2009-2010~59~NH403~OVR01~Crude,2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),66.4,66.4,NULL,NULL,64.1,68.7,Overall,Overall,C2,T11,NH403,Crude,BOC01,OVR01,59,NULL
NHANES~2009-2010~59~NH201~AGE08~Crude,2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Crude,Percent (%),38.3,38.3,NULL,NULL,33.4,43.3,Age,75+,C2,T9,NH201,Crude,BOC03,AGE08,59,NULL
NHANES~2001-2002~59~NH023~AGE07~Crude,2001-2002,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Crude,Percent (%),35.3,35.3,NULL,NULL,32.2,38.5,Age,35+,C2,T9,NH023,Crude,BOC03,AGE07,59,NULL
NHANES~2013-2014~59~NH201~RAC01~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),12.7,12.7,NULL,NULL,10.3,15.4,Race,Non-Hispanic White,C2,T9,NH201,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2009-2010~59~NH103~RAC04~Age-Standardized,2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of ideal Cardiovascular Health among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T21,NH103,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2009-2010~59~NH023~AGE06~Crude,2009-2010,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Crude,Percent (%),55.1,55.1,NULL,NULL,50.6,59.5,Age,65+,C2,T9,NH023,Crude,BOC03,AGE06,59,NULL
NHANES~2013-2014~59~NH066~RAC01~Age-Standardized,2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),75.0,75.0,NULL,NULL,72.9,77.0,Race,Non-Hispanic White,C2,T10,NH066,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2001-2002~59~NH063~RAC01~Age-Standardized,2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),16.0,16.0,NULL,NULL,13.9,18.3,Race,Non-Hispanic White,C2,T10,NH063,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2003-2004~59~NH005~RAC07~Age-Standardized,2003-2004,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Other,C1,T6,NH005,AgeStdz,BOC04,RAC07,59,NULL
NHANES~2001-2002~59~NH065~RAC04~Crude,2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T10,NH065,Crude,BOC04,RAC04,59,NULL
NHANES~2007-2008~59~NH103~RAC01~Crude,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of ideal Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),5.7,5.7,NULL,NULL,3.8,8.4,Race,Non-Hispanic White,C2,T21,NH103,Crude,BOC04,RAC01,59,NULL
NHANES~2009-2010~59~NH022~OVR01~Age-Standardized,2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),64.8,64.8,NULL,NULL,58.7,70.5,Overall,Overall,C2,T9,NH022,AgeStdz,BOC01,OVR01,59,NULL
NHANES~1999-2000~59~NH002~GEN02~Age-Standardized,1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Age-Standardized,Percent (%),1.9,1.9,NULL,NULL,1.3,2.7,Gender,Female,C1,T5,NH002,AgeStdz,BOC02,GEN02,59,NULL
NHANES~2013-2014~59~NH001~GEN01~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),8.3,8.3,NULL,NULL,7.1,9.7,Gender,Male,C1,T1,NH001,AgeStdz,BOC02,GEN01,59,NULL
NHANES~2009-2010~59~NH020~RAC03~Crude,2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T9,NH020,Crude,BOC04,RAC03,59,NULL
NHANES~2001-2002~59~NH022~RAC03~Crude,2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T9,NH022,Crude,BOC04,RAC03,59,NULL
NHANES~2017-2018~59~NH022~AGE04~Crude,2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Crude,Percent (%),47.0,47.0,NULL,NULL,38.5,55.6,Age,25-44,C2,T9,NH022,Crude,BOC03,AGE04,59,NULL
NHANES~2005-2006~59~NH060~AGE03~Crude,2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Age,21-24,C2,T10,NH060,Crude,BOC03,AGE03,59,NULL
NHANES~1999-2000~59~NH063~RAC07~Crude,1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),16.3,16.3,NULL,NULL,10.8,23.8,Race,Other,C2,T10,NH063,Crude,BOC04,RAC07,59,NULL
NHANES~2013-2014~59~NH301~RAC01~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),11.1,11.1,NULL,NULL,9.8,12.4,Race,Non-Hispanic White,C2,T10,NH301,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2013-2014~59~NH072~AGE04~Crude,2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),28.5,28.5,NULL,NULL,26.3,30.8,Age,25-44,C2,T13,NH072,Crude,BOC03,AGE04,59,NULL
NHANES~1999-2000~59~NH005~RAC02~Age-Standardized,1999-2000,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Age-Standardized,Percent (%),3.9,3.9,NULL,NULL,3.3,4.6,Race,Non-Hispanic Black,C1,T6,NH005,AgeStdz,BOC04,RAC02,59,NULL
NHANES~2003-2004~59~NH803~GEN01~Age-Standardized,2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),68.7,68.7,NULL,NULL,66.4,70.8,Gender,Male,C2,T15,NH803,AgeStdz,BOC02,GEN01,59,NULL
NHANES~2015-2016~59~NH063~GEN02~Crude,2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),13.4,13.4,NULL,NULL,11.3,15.8,Gender,Female,C2,T10,NH063,Crude,BOC02,GEN02,59,NULL
NHANES~2009-2010~59~NH064~RAC04~Crude,2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T10,NH064,Crude,BOC04,RAC04,59,NULL
NHANES~2001-2002~59~NH063~AGE06~Crude,2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),19.4,19.4,NULL,NULL,16.1,23.2,Age,65+,C2,T10,NH063,Crude,BOC03,AGE06,59,NULL
NHANES~2009-2010~59~NH021~RAC07~Crude,2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),81.5,81.5,NULL,NULL,68.1,90.0,Race,Other,C2,T9,NH021,Crude,BOC04,RAC07,59,NULL
NHANES~2007-2008~59~NH061~AGE04~Crude,2007-2008,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Age,25-44,C2,T10,NH061,Crude,BOC03,AGE04,59,NULL
NHANES~2013-2014~59~NH005~RAC03~Crude,2013-2014,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C1,T6,NH005,Crude,BOC04,RAC03,59,NULL
NHANES~2007-2008~59~NH066~RAC03~Crude,2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T10,NH066,Crude,BOC04,RAC03,59,NULL
NHANES~2011-2012~59~NH066~RAC01~Crude,2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),75.2,75.2,NULL,NULL,72.2,78.0,Race,Non-Hispanic White,C2,T10,NH066,Crude,BOC04,RAC01,59,NULL
NHANES~2003-2004~59~NH073~GEN02~Crude,2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Nutrition,Mean dietary sodium intake (mg/day) among US adults (18+); NHANES,Crude,Mean (mg/day),3026.0,3026.0,NULL,NULL,2945.0,3108.0,Gender,Female,C2,T12,NH073,Crude,BOC02,GEN02,59,NULL
NHANES~1999-2000~59~NH064~RAC03~Age-Standardized,1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T10,NH064,AgeStdz,BOC04,RAC03,59,NULL
NHANES~2007-2008~59~NH703~GEN01~Age-Standardized,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of ideal physical activity levels among US adults (20+); NHANES,Age-Standardized,Percent (%),40.9,40.9,NULL,NULL,36.3,45.6,Gender,Male,C2,T14,NH703,AgeStdz,BOC02,GEN01,59,NULL
NHANES~2013-2014~59~NH801~AGE06~Crude,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),8.7,8.7,NULL,NULL,7.2,10.4,Age,65+,C2,T15,NH801,Crude,BOC03,AGE06,59,NULL
NHANES~2009-2010~59~NH023~RAC01~Age-Standardized,2009-2010,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),49.1,49.1,NULL,NULL,42.5,55.7,Race,Non-Hispanic White,C2,T9,NH023,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2015-2016~59~NH024~AGE04~Crude,2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),30.7,30.7,NULL,NULL,27.0,34.8,Age,25-44,C2,T9,NH024,Crude,BOC03,AGE04,59,NULL
NHANES~2003-2004~59~NH020~RAC04~Crude,2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T9,NH020,Crude,BOC04,RAC04,59,NULL
NHANES~2017-2018~59~NH001~RAC07~Crude,2017-2018,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.0,8.0,NULL,NULL,4.9,12.9,Race,Other,C1,T1,NH001,Crude,BOC04,RAC07,59,NULL
NHANES~2009-2010~59~NH067~AGE07~Crude,2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); NHANES,Crude,Mean (mg/dL),202.0,202.0,NULL,NULL,199.0,204.0,Age,35+,C2,T10,NH067,Crude,BOC03,AGE07,59,NULL
NHANES~2009-2010~59~NH301~RAC04~Crude,2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T10,NH301,Crude,BOC04,RAC04,59,NULL
NHANES~2009-2010~59~NH065~AGE02~Crude,2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Age,20-24,C2,T10,NH065,Crude,BOC03,AGE02,59,NULL
NHANES~2001-2002~59~NH005~RAC07~Crude,2001-2002,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Other,C1,T6,NH005,Crude,BOC04,RAC07,59,NULL
NHANES~2003-2004~59~NH203~RAC03~Crude,2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T9,NH203,Crude,BOC04,RAC03,59,NULL
NHANES~2003-2004~59~NH024~RAC03~Crude,2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T9,NH024,Crude,BOC04,RAC03,59,NULL
NHANES~1999-2000~59~NH060~OVR01~Crude,1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Overall,Overall,C2,T10,NH060,Crude,BOC01,OVR01,59,NULL
NHANES~2015-2016~59~NH021~AGE07~Crude,2015-2016,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),83.2,83.2,NULL,NULL,80.7,85.4,Age,35+,C2,T9,NH021,Crude,BOC03,AGE07,59,NULL
NHANES~2011-2012~59~NH010~GEN02~Age-Standardized,2011-2012,US,United States,NHANES,None,ABCS,None,None,Risk Factors,Aspirin use,Prevalence of aspirin use for secondary prevention of ischemic vascular disease among US adults (40+); NHANES,Age-Standardized,Percent (%),73.1,73.1,NULL,NULL,61.4,82.2,Gender,Female,C2,T8,NH010,AgeStdz,BOC02,GEN02,59,NULL
